participant_id,T1_Intention,SRB1,SRB2,SRB3,SRB4,SRB5,SRB_Mean,S1_Response,S1_Score,S2_Response,S2_Score,S3_Response,S3_Score,S4_Response,S4_Score,S5_Response,S5_Score,Objective_Score_Total,Objective_Score,Intention_Behavior_Gap
P03670,4,4,5,5,5,6,5.0,b,2,b,2,b,2,b,2,b,2,10,10,0.40996451445998083
P03671,5,4,5,5,6,6,5.2,b,2,c,1,b,2,b,2,b,2,9,9,0.3488000277492711
P03672,5,3,4,3,5,3,3.6,b,2,b,2,a,0,a,0,a,0,4,4,-1.251199972250729
P03673,6,5,5,6,5,5,5.2,c,1,c,1,b,2,b,2,b,2,8,8,0.0876355410385612
P03674,6,5,5,4,5,4,4.6,b,2,b,2,c,1,b,2,b,2,9,9,-0.5123644589614393
P03675,3,7,6,6,7,6,6.4,b,2,b,2,b,2,b,2,b,2,10,10,2.071129001170692
P03676,5,6,6,5,6,6,5.8,b,2,b,2,c,1,b,2,b,2,9,9,0.9488000277492707
P03677,4,6,5,5,6,5,5.4,b,2,b,2,c,1,b,2,b,2,9,9,0.8099645144599812
P03678,2,4,4,5,4,4,4.2,a,0,c,1,b,2,a,0,a,0,3,3,0.13229348788140172
P03679,4,4,5,4,4,5,4.4,b,2,b,2,b,2,c,1,b,2,9,9,-0.1900354855400188
P03680,4,6,5,7,7,7,6.4,b,2,c,1,b,2,b,2,b,2,9,9,1.8099645144599812
P03681,5,5,6,5,5,4,5.0,c,1,b,2,b,2,b,2,b,2,9,9,0.14880002774927092
P03682,4,3,3,3,5,4,3.6,a,0,c,1,c,1,a,0,a,0,2,2,-0.9900354855400191
P03683,3,4,4,4,5,4,4.2,a,0,c,1,b,2,a,0,a,0,3,3,-0.1288709988293082
P03684,4,2,4,3,3,4,3.2,a,0,a,0,a,0,a,0,a,0,0,0,-1.390035485540019
P03685,6,5,6,5,6,5,5.4,b,2,b,2,b,2,b,2,b,2,10,10,0.28763554103856137
P03686,5,5,4,4,5,4,4.4,c,1,b,2,b,2,c,1,a,0,6,6,-0.4511999722507287
P03687,6,4,4,3,4,4,3.8,a,0,b,2,b,2,b,2,c,1,7,7,-1.3123644589614392
P03688,3,6,5,6,5,6,5.6,b,2,b,2,b,2,b,2,b,2,10,10,1.2711290011706913
P03689,4,3,6,4,5,5,4.6,b,2,c,1,b,2,b,2,c,1,8,8,0.009964514459980478
P03690,4,5,5,5,4,5,4.8,b,2,b,2,b,2,b,2,b,2,10,10,0.20996451445998066
P03691,3,3,4,4,5,3,3.8,c,1,b,2,b,2,c,1,c,1,7,7,-0.5288709988293085
P03692,5,5,6,6,4,3,4.8,b,2,c,1,c,1,b,2,b,2,8,8,-0.05119997225072925
P03693,5,6,5,5,5,4,5.0,b,2,b,2,b,2,b,2,b,2,10,10,0.14880002774927092
P03694,4,4,6,4,5,6,5.0,b,2,b,2,b,2,b,2,b,2,10,10,0.40996451445998083
P03695,3,4,4,5,4,4,4.2,b,2,b,2,b,2,b,2,b,2,10,10,-0.1288709988293082
P03696,4,3,4,4,5,4,4.0,a,0,c,1,b,2,b,2,c,1,6,6,-0.5900354855400192
P03697,6,5,5,6,5,5,5.2,c,1,c,1,b,2,b,2,b,2,8,8,0.0876355410385612
P03698,6,4,4,4,4,4,4.0,c,1,a,0,a,0,a,0,b,2,3,3,-1.112364458961439
P03699,3,3,4,4,3,3,3.4,c,1,a,0,c,1,a,0,c,1,3,3,-0.9288709988293085
P03700,3,5,6,5,6,4,5.2,b,2,b,2,b,2,b,2,c,1,9,9,0.8711290011706918
P03701,4,5,5,6,6,4,5.2,b,2,c,1,b,2,b,2,b,2,9,9,0.609964514459981
P03702,6,5,6,5,4,4,4.8,b,2,b,2,b,2,b,2,c,1,9,9,-0.31236445896143916
P03703,4,6,5,7,6,6,6.0,b,2,b,2,b,2,b,2,b,2,10,10,1.4099645144599808
P03704,5,5,5,4,5,4,4.6,b,2,b,2,b,2,b,2,b,2,10,10,-0.25119997225072943
P03705,5,6,7,7,7,7,6.8,b,2,b,2,b,2,b,2,b,2,10,10,1.9488000277492707
P03706,4,3,4,5,4,4,4.0,a,0,a,0,a,0,a,0,c,1,1,1,-0.5900354855400192
P03707,6,6,6,5,6,5,5.6,a,0,b,2,b,2,b,2,b,2,8,8,0.48763554103856066
P03708,2,2,2,2,1,2,1.8,a,0,a,0,a,0,a,0,a,0,0,0,-2.2677065121185986
P03709,4,3,3,6,3,5,4.0,a,0,b,2,b,2,a,0,b,2,6,6,-0.5900354855400192
P03710,5,6,4,4,4,5,4.6,c,1,b,2,b,2,b,2,b,2,9,9,-0.25119997225072943
P03711,5,6,6,5,6,3,5.2,b,2,b,2,b,2,b,2,b,2,10,10,0.3488000277492711
P03712,6,6,6,6,5,5,5.6,b,2,b,2,b,2,c,1,b,2,9,9,0.48763554103856066
P03713,6,6,6,7,7,5,6.2,b,2,b,2,b,2,b,2,b,2,10,10,1.0876355410385612
P03714,7,4,5,5,4,4,4.4,b,2,b,2,b,2,b,2,c,1,9,9,-0.9735289456721485
P03715,5,3,4,4,4,4,3.8,b,2,c,1,b,2,a,0,c,1,6,6,-1.0511999722507293
P03716,5,5,4,4,4,4,4.2,a,0,b,2,b,2,b,2,c,1,7,7,-0.6511999722507289
P03717,5,4,4,4,3,4,3.8,b,2,a,0,b,2,c,1,a,0,5,5,-1.0511999722507293
P03718,4,5,5,6,4,5,5.0,b,2,c,1,b,2,b,2,b,2,9,9,0.40996451445998083
P03719,6,6,5,5,6,5,5.4,b,2,b,2,b,2,b,2,b,2,10,10,0.28763554103856137
P03720,5,6,6,7,6,5,6.0,c,1,b,2,b,2,b,2,b,2,9,9,1.148800027749271
P03721,2,6,5,6,6,4,5.4,b,2,c,1,a,0,b,2,a,0,5,5,1.332293487881402
P03722,4,4,5,4,6,5,4.8,b,2,c,1,c,1,b,2,b,2,8,8,0.20996451445998066
P03723,5,7,7,7,7,6,6.8,b,2,b,2,b,2,b,2,b,2,10,10,1.9488000277492707
P03724,3,4,3,5,3,3,3.6,c,1,a,0,a,0,b,2,a,0,3,3,-0.7288709988293083
P03725,4,4,3,3,5,2,3.4,a,0,a,0,a,0,a,0,a,0,0,0,-1.1900354855400193
P03726,6,6,5,5,4,7,5.4,b,2,c,1,b,2,b,2,c,1,8,8,0.28763554103856137
P03727,4,5,7,6,6,6,6.0,b,2,b,2,b,2,b,2,b,2,10,10,1.4099645144599808
P03728,5,6,6,5,5,6,5.6,b,2,c,1,b,2,b,2,b,2,9,9,0.7488000277492706
P03729,6,6,6,5,6,6,5.8,b,2,b,2,b,2,b,2,b,2,10,10,0.6876355410385608
P03730,5,4,5,5,5,4,4.6,b,2,c,1,a,0,b,2,a,0,5,5,-0.25119997225072943
P03731,6,5,6,6,5,5,5.4,b,2,b,2,b,2,b,2,b,2,10,10,0.28763554103856137
P03732,6,4,5,6,5,4,4.8,b,2,c,1,b,2,b,2,b,2,9,9,-0.31236445896143916
P03733,2,3,2,3,3,5,3.2,a,0,a,0,a,0,a,0,a,0,0,0,-0.8677065121185983
P03734,5,5,5,5,5,4,4.8,b,2,b,2,b,2,b,2,b,2,10,10,-0.05119997225072925
P03735,4,5,6,7,6,6,6.0,b,2,b,2,b,2,b,2,b,2,10,10,1.4099645144599808
P03736,3,3,5,5,3,3,3.8,b,2,a,0,c,1,b,2,a,0,5,5,-0.5288709988293085
P03737,5,5,7,7,7,6,6.4,b,2,b,2,b,2,b,2,b,2,10,10,1.5488000277492713
P03738,2,6,6,7,6,6,6.2,b,2,b,2,b,2,b,2,c,1,9,9,2.1322934878814017
P03739,7,5,7,7,7,6,6.4,b,2,b,2,b,2,b,2,b,2,10,10,1.0264710543278515
P03740,3,3,3,3,2,3,2.8,a,0,a,0,b,2,c,1,a,0,3,3,-1.5288709988293085
P03741,4,3,5,5,6,6,5.0,c,1,b,2,b,2,a,0,b,2,7,7,0.40996451445998083
P03742,5,5,5,6,6,3,5.0,b,2,b,2,b,2,c,1,b,2,9,9,0.14880002774927092
P03743,6,4,5,5,4,4,4.4,c,1,b,2,a,0,c,1,b,2,6,6,-0.7123644589614386
P03744,4,4,4,4,4,4,4.0,b,2,b,2,c,1,a,0,b,2,7,7,-0.5900354855400192
P03745,5,5,5,5,4,6,5.0,a,0,b,2,b,2,b,2,b,2,8,8,0.14880002774927092
P03746,5,5,6,4,4,4,4.6,c,1,c,1,c,1,b,2,b,2,7,7,-0.25119997225072943
P03747,5,4,5,4,6,6,5.0,b,2,b,2,b,2,b,2,a,0,8,8,0.14880002774927092
P03748,6,6,5,6,6,4,5.4,b,2,b,2,b,2,b,2,b,2,10,10,0.28763554103856137
P03749,4,7,6,6,6,6,6.2,b,2,b,2,b,2,b,2,c,1,9,9,1.609964514459981
P03750,7,7,7,6,7,7,6.8,b,2,b,2,b,2,b,2,b,2,10,10,1.426471054327851
P03751,2,3,3,4,2,3,3.0,a,0,c,1,b,2,a,0,c,1,4,4,-1.0677065121185985
P03752,4,4,5,4,4,4,4.2,b,2,c,1,c,1,a,0,b,2,6,6,-0.390035485540019
P03753,6,4,3,3,4,4,3.6,b,2,b,2,b,2,b,2,b,2,10,10,-1.512364458961439
P03754,5,4,5,4,4,4,4.2,c,1,a,0,b,2,c,1,b,2,6,6,-0.6511999722507289
P03755,6,5,6,6,6,6,5.8,b,2,b,2,b,2,c,1,b,2,9,9,0.6876355410385608
P03756,1,5,4,4,4,4,4.2,b,2,b,2,b,2,b,2,b,2,10,10,0.3934579745921116
P03757,5,3,4,5,4,4,4.0,b,2,b,2,b,2,b,2,a,0,8,8,-0.8511999722507291
P03758,5,6,6,6,5,6,5.8,b,2,b,2,b,2,b,2,b,2,10,10,0.9488000277492707
P03759,3,3,3,4,4,3,3.4,b,2,a,0,a,0,a,0,a,0,2,2,-0.9288709988293085
P03760,7,6,7,7,6,7,6.6,c,1,b,2,b,2,b,2,b,2,9,9,1.2264710543278508
P03761,5,2,3,4,3,4,3.2,c,1,a,0,a,0,a,0,a,0,1,1,-1.651199972250729
P03762,4,4,6,6,5,3,4.8,b,2,b,2,c,1,b,2,c,1,8,8,0.20996451445998066
P03763,4,4,5,4,5,4,4.4,b,2,b,2,b,2,b,2,a,0,8,8,-0.1900354855400188
P03764,3,3,4,4,5,4,4.0,c,1,a,0,a,0,a,0,a,0,1,1,-0.32887099882930837
P03765,7,4,5,5,4,5,4.6,c,1,a,0,b,2,b,2,b,2,7,7,-0.7735289456721492
P03766,3,4,4,4,4,5,4.2,b,2,a,0,c,1,b,2,a,0,5,5,-0.1288709988293082
P03767,4,5,4,4,4,3,4.0,b,2,b,2,a,0,c,1,b,2,7,7,-0.5900354855400192
P03768,6,4,5,4,5,5,4.6,b,2,b,2,b,2,c,1,b,2,9,9,-0.5123644589614393
P03769,5,4,4,4,4,3,3.8,a,0,c,1,b,2,c,1,b,2,6,6,-1.0511999722507293
P03770,6,5,5,5,4,5,4.8,b,2,b,2,a,0,b,2,b,2,8,8,-0.31236445896143916
P03771,4,5,4,5,5,4,4.6,a,0,b,2,a,0,b,2,a,0,4,4,0.009964514459980478
P03772,3,5,5,5,4,5,4.8,b,2,b,2,b,2,b,2,b,2,10,10,0.47112900117069145
P03773,3,4,5,5,5,4,4.6,b,2,b,2,c,1,c,1,b,2,8,8,0.2711290011706913
P03774,5,4,4,4,4,5,4.2,c,1,b,2,b,2,b,2,b,2,9,9,-0.6511999722507289
P03775,2,4,4,5,4,3,4.0,b,2,b,2,b,2,c,1,b,2,9,9,-0.06770651211859846
P03776,4,5,5,4,6,7,5.4,b,2,a,0,a,0,b,2,b,2,6,6,0.8099645144599812
P03777,6,5,6,5,5,5,5.2,b,2,b,2,b,2,b,2,b,2,10,10,0.0876355410385612
P03778,4,5,5,4,4,3,4.2,b,2,c,1,b,2,b,2,a,0,7,7,-0.390035485540019
P03779,3,3,5,4,4,4,4.0,b,2,b,2,c,1,a,0,a,0,5,5,-0.32887099882930837
P03780,5,7,5,6,5,4,5.4,b,2,b,2,b,2,b,2,b,2,10,10,0.5488000277492713
P03781,7,5,6,5,4,6,5.2,b,2,b,2,b,2,b,2,b,2,10,10,-0.17352894567214872
P03782,3,3,4,4,5,3,3.8,b,2,a,0,c,1,c,1,b,2,6,6,-0.5288709988293085
P03783,6,4,4,4,4,3,3.8,b,2,a,0,a,0,a,0,a,0,2,2,-1.3123644589614392
P03784,5,5,3,6,5,5,4.8,b,2,a,0,b,2,c,1,b,2,7,7,-0.05119997225072925
P03785,4,3,3,3,3,4,3.2,a,0,b,2,a,0,b,2,c,1,5,5,-1.390035485540019
P03786,7,5,6,5,6,4,5.2,b,2,b,2,b,2,b,2,b,2,10,10,-0.17352894567214872
P03787,5,6,6,7,7,5,6.2,b,2,b,2,b,2,b,2,b,2,10,10,1.348800027749271
P03788,7,6,5,5,4,4,4.8,c,1,c,1,c,1,c,1,b,2,6,6,-0.5735289456721491
P03789,7,6,7,7,6,6,6.4,b,2,b,2,b,2,b,2,b,2,10,10,1.0264710543278515
P03790,5,4,3,5,5,4,4.2,b,2,b,2,a,0,b,2,a,0,6,6,-0.6511999722507289
P03791,4,2,4,5,5,4,4.0,b,2,b,2,b,2,a,0,a,0,6,6,-0.5900354855400192
P03792,5,6,5,4,5,6,5.2,b,2,c,1,c,1,b,2,b,2,8,8,0.3488000277492711
P03793,6,3,2,5,4,3,3.4,a,0,a,0,a,0,c,1,b,2,3,3,-1.712364458961439
P03794,6,6,6,5,6,5,5.6,b,2,b,2,b,2,b,2,b,2,10,10,0.48763554103856066
P03795,5,4,5,5,6,5,5.0,b,2,b,2,b,2,b,2,b,2,10,10,0.14880002774927092
P03796,5,5,6,5,5,5,5.2,b,2,b,2,b,2,b,2,b,2,10,10,0.3488000277492711
P03797,5,5,6,5,5,4,5.0,b,2,b,2,b,2,b,2,b,2,10,10,0.14880002774927092
P03798,3,3,3,3,3,4,3.2,a,0,a,0,a,0,a,0,c,1,1,1,-1.1288709988293082
P03799,6,6,6,4,5,5,5.2,b,2,b,2,b,2,c,1,b,2,9,9,0.0876355410385612
P03800,4,4,5,4,5,5,4.6,a,0,c,1,a,0,b,2,a,0,3,3,0.009964514459980478
P03801,5,4,5,5,5,5,4.8,b,2,b,2,b,2,c,1,b,2,9,9,-0.05119997225072925
P03802,6,3,3,4,3,3,3.2,a,0,b,2,b,2,b,2,b,2,8,8,-1.9123644589614388
P03803,4,4,4,3,5,5,4.2,a,0,a,0,c,1,b,2,b,2,5,5,-0.390035485540019
P03804,7,6,6,4,6,4,5.2,b,2,b,2,b,2,c,1,b,2,9,9,-0.17352894567214872
P03805,5,6,5,6,5,5,5.4,b,2,c,1,b,2,c,1,b,2,8,8,0.5488000277492713
P03806,6,2,4,3,4,2,3.0,a,0,a,0,a,0,a,0,a,0,0,0,-2.112364458961439
P03807,7,6,5,5,5,5,5.2,b,2,b,2,b,2,b,2,b,2,10,10,-0.17352894567214872
P03808,5,2,3,4,4,3,3.2,a,0,c,1,a,0,c,1,a,0,2,2,-1.651199972250729
P03809,4,5,5,6,6,6,5.6,b,2,b,2,b,2,b,2,b,2,10,10,1.0099645144599805
P03810,6,6,6,6,6,4,5.6,b,2,b,2,b,2,c,1,b,2,9,9,0.48763554103856066
P03811,6,3,5,5,5,6,4.8,b,2,b,2,b,2,b,2,b,2,10,10,-0.31236445896143916
P03812,6,6,5,6,6,5,5.6,c,1,b,2,b,2,b,2,b,2,9,9,0.48763554103856066
P03813,1,4,3,2,4,3,3.2,a,0,a,0,a,0,a,0,a,0,0,0,-0.6065420254078884
P03814,3,4,4,3,5,4,4.0,a,0,b,2,c,1,a,0,b,2,5,5,-0.32887099882930837
P03815,7,5,7,6,7,6,6.2,b,2,b,2,b,2,b,2,b,2,10,10,0.8264710543278513
P03816,6,4,4,3,4,3,3.6,a,0,a,0,a,0,a,0,b,2,2,2,-1.512364458961439
P03817,4,4,5,5,4,5,4.6,b,2,b,2,c,1,b,2,a,0,7,7,0.009964514459980478
P03818,3,3,3,3,3,4,3.2,a,0,a,0,a,0,a,0,a,0,0,0,-1.1288709988293082
P03819,6,5,5,5,5,6,5.2,b,2,c,1,b,2,c,1,b,2,8,8,0.0876355410385612
P03820,4,3,3,3,3,3,3.0,a,0,a,0,a,0,a,0,a,0,0,0,-1.5900354855400192
P03821,6,6,7,7,7,6,6.6,b,2,b,2,b,2,c,1,c,1,8,8,1.4876355410385607
P03822,5,6,5,6,5,5,5.4,c,1,b,2,b,2,b,2,b,2,9,9,0.5488000277492713
P03823,6,2,4,3,4,5,3.6,b,2,a,0,a,0,a,0,a,0,2,2,-1.512364458961439
P03824,6,6,6,7,7,7,6.6,b,2,b,2,b,2,b,2,b,2,10,10,1.4876355410385607
P03825,7,5,5,5,5,5,5.0,b,2,b,2,b,2,b,2,c,1,9,9,-0.3735289456721489
P03826,3,4,4,3,4,3,3.6,c,1,a,0,a,0,a,0,c,1,2,2,-0.7288709988293083
P03827,5,5,5,6,6,5,5.4,b,2,c,1,c,1,b,2,b,2,8,8,0.5488000277492713
P03828,4,4,3,5,4,4,4.0,c,1,b,2,a,0,a,0,b,2,5,5,-0.5900354855400192
P03829,3,3,2,2,3,3,2.6,a,0,a,0,c,1,a,0,b,2,3,3,-1.7288709988293083
P03830,5,3,4,4,4,4,3.8,b,2,a,0,a,0,b,2,c,1,5,5,-1.0511999722507293
P03831,3,4,5,3,4,4,4.0,b,2,c,1,a,0,a,0,a,0,3,3,-0.32887099882930837
P03832,4,5,5,7,6,5,5.6,b,2,b,2,b,2,b,2,b,2,10,10,1.0099645144599805
P03833,3,5,5,5,6,4,5.0,b,2,c,1,b,2,a,0,b,2,7,7,0.6711290011706916
P03834,5,5,5,6,5,6,5.4,b,2,b,2,b,2,a,0,b,2,8,8,0.5488000277492713
P03835,5,4,4,5,3,5,4.2,c,1,c,1,c,1,c,1,b,2,6,6,-0.6511999722507289
P03836,5,3,2,4,3,5,3.4,a,0,a,0,a,0,a,0,a,0,0,0,-1.4511999722507292
P03837,3,4,5,5,4,4,4.4,b,2,c,1,b,2,c,1,c,1,7,7,0.07112900117069199
P03838,7,5,5,5,5,6,5.2,b,2,b,2,b,2,c,1,b,2,9,9,-0.17352894567214872
P03839,6,3,4,3,4,5,3.8,a,0,a,0,a,0,c,1,a,0,1,1,-1.3123644589614392
P03840,5,5,6,6,6,6,5.8,c,1,b,2,c,1,b,2,b,2,8,8,0.9488000277492707
P03841,4,4,4,4,4,4,4.0,b,2,b,2,c,1,b,2,c,1,8,8,-0.5900354855400192
P03842,4,6,6,6,6,5,5.8,b,2,b,2,b,2,b,2,c,1,9,9,1.2099645144599807
P03843,4,5,4,5,5,4,4.6,b,2,b,2,b,2,c,1,b,2,9,9,0.009964514459980478
P03844,5,5,6,5,6,6,5.6,b,2,b,2,b,2,b,2,b,2,10,10,0.7488000277492706
P03845,5,5,6,3,4,5,4.6,b,2,b,2,b,2,b,2,b,2,10,10,-0.25119997225072943
P03846,5,3,5,5,5,4,4.4,b,2,b,2,b,2,b,2,a,0,8,8,-0.4511999722507287
P03847,3,3,4,4,4,4,3.8,a,0,c,1,a,0,a,0,a,0,1,1,-0.5288709988293085
P03848,3,5,5,7,5,4,5.2,c,1,b,2,b,2,b,2,b,2,9,9,0.8711290011706918
P03849,3,3,2,3,4,4,3.2,b,2,a,0,a,0,a,0,a,0,2,2,-1.1288709988293082
P03850,4,5,5,4,4,4,4.4,b,2,b,2,c,1,b,2,a,0,7,7,-0.1900354855400188
P03851,5,3,4,4,3,3,3.4,a,0,c,1,c,1,a,0,a,0,2,2,-1.4511999722507292
P03852,7,5,7,6,6,6,6.0,c,1,b,2,b,2,b,2,b,2,9,9,0.6264710543278511
P03853,5,6,5,5,5,5,5.2,b,2,b,2,b,2,b,2,c,1,9,9,0.3488000277492711
P03854,3,4,4,4,4,4,4.0,a,0,a,0,c,1,a,0,a,0,1,1,-0.32887099882930837
P03855,5,6,6,5,6,5,5.6,b,2,b,2,b,2,a,0,b,2,8,8,0.7488000277492706
P03856,6,4,5,4,4,3,4.0,a,0,b,2,c,1,b,2,a,0,5,5,-1.112364458961439
P03857,4,5,5,5,6,5,5.2,b,2,b,2,b,2,b,2,a,0,8,8,0.609964514459981
P03858,3,4,4,6,5,4,4.6,c,1,b,2,b,2,c,1,c,1,7,7,0.2711290011706913
P03859,4,5,5,5,7,5,5.4,b,2,b,2,b,2,b,2,b,2,10,10,0.8099645144599812
P03860,5,5,4,5,4,3,4.2,b,2,b,2,a,0,b,2,b,2,8,8,-0.6511999722507289
P03861,4,5,7,5,5,6,5.6,b,2,b,2,b,2,b,2,b,2,10,10,1.0099645144599805
P03862,5,5,5,5,4,4,4.6,c,1,c,1,c,1,c,1,c,1,5,5,-0.25119997225072943
P03863,3,3,3,2,3,3,2.8,a,0,a,0,a,0,a,0,a,0,0,0,-1.5288709988293085
P03864,7,4,5,6,6,4,5.0,b,2,b,2,b,2,c,1,c,1,8,8,-0.3735289456721489
P03865,4,4,5,5,5,4,4.6,b,2,b,2,b,2,a,0,a,0,6,6,0.009964514459980478
P03866,3,4,4,4,5,4,4.2,a,0,a,0,a,0,a,0,c,1,1,1,-0.1288709988293082
P03867,6,4,5,4,6,5,4.8,a,0,b,2,c,1,b,2,b,2,7,7,-0.31236445896143916
P03868,5,4,5,4,4,4,4.2,a,0,b,2,b,2,b,2,c,1,7,7,-0.6511999722507289
P03869,2,3,2,3,3,3,2.8,a,0,a,0,c,1,a,0,a,0,1,1,-1.2677065121185986
P03870,4,5,4,5,4,4,4.4,b,2,b,2,b,2,b,2,c,1,9,9,-0.1900354855400188
P03871,5,4,4,4,5,5,4.4,b,2,b,2,b,2,c,1,a,0,7,7,-0.4511999722507287
P03872,5,5,6,7,6,5,5.8,b,2,b,2,b,2,b,2,b,2,10,10,0.9488000277492707
P03873,5,4,4,5,6,3,4.4,c,1,a,0,b,2,b,2,c,1,6,6,-0.4511999722507287
P03874,3,4,4,3,4,3,3.6,b,2,a,0,a,0,c,1,a,0,3,3,-0.7288709988293083
P03875,4,5,5,5,5,5,5.0,b,2,b,2,c,1,b,2,c,1,8,8,0.40996451445998083
P03876,5,4,5,5,6,5,5.0,b,2,b,2,b,2,b,2,c,1,9,9,0.14880002774927092
P03877,4,4,4,4,2,5,3.8,c,1,c,1,a,0,c,1,a,0,3,3,-0.7900354855400193
P03878,4,4,4,4,6,5,4.6,b,2,b,2,b,2,b,2,b,2,10,10,0.009964514459980478
P03879,5,7,6,7,7,5,6.4,b,2,b,2,b,2,b,2,b,2,10,10,1.5488000277492713
P03880,6,5,6,6,4,5,5.2,b,2,b,2,b,2,c,1,b,2,9,9,0.0876355410385612
P03881,2,3,4,4,5,4,4.0,b,2,a,0,b,2,b,2,b,2,8,8,-0.06770651211859846
P03882,4,6,6,5,6,5,5.6,b,2,b,2,b,2,b,2,b,2,10,10,1.0099645144599805
P03883,3,3,4,3,4,4,3.6,a,0,a,0,b,2,a,0,a,0,2,2,-0.7288709988293083
P03884,2,2,2,3,2,3,2.4,a,0,a,0,a,0,a,0,a,0,0,0,-1.6677065121185985
P03885,2,4,5,5,5,4,4.6,b,2,b,2,c,1,b,2,b,2,9,9,0.5322934878814012
P03886,3,3,5,3,5,4,4.0,a,0,a,0,a,0,a,0,c,1,1,1,-0.32887099882930837
P03887,5,4,6,6,6,5,5.4,b,2,b,2,b,2,b,2,c,1,9,9,0.5488000277492713
P03888,3,4,4,5,4,4,4.2,b,2,b,2,b,2,b,2,a,0,8,8,-0.1288709988293082
P03889,4,4,4,4,4,4,4.0,b,2,a,0,a,0,c,1,a,0,3,3,-0.5900354855400192
P03890,7,4,5,5,5,4,4.6,c,1,c,1,b,2,c,1,c,1,6,6,-0.7735289456721492
P03891,4,5,6,7,5,4,5.4,b,2,b,2,b,2,b,2,b,2,10,10,0.8099645144599812
P03892,3,5,7,6,6,6,6.0,b,2,b,2,b,2,b,2,b,2,10,10,1.6711290011706916
P03893,4,5,5,5,5,6,5.2,b,2,b,2,c,1,c,1,a,0,6,6,0.609964514459981
P03894,6,5,4,4,4,5,4.4,b,2,b,2,c,1,b,2,b,2,9,9,-0.7123644589614386
P03895,4,4,7,5,4,6,5.2,b,2,b,2,b,2,b,2,c,1,9,9,0.609964514459981
P03896,5,4,5,4,4,4,4.2,b,2,b,2,b,2,b,2,c,1,9,9,-0.6511999722507289
P03897,7,4,6,6,6,5,5.4,c,1,c,1,b,2,b,2,b,2,8,8,0.026471054327851462
P03898,4,5,5,4,6,5,5.0,c,1,b,2,c,1,b,2,c,1,7,7,0.40996451445998083
P03899,6,5,6,7,6,5,5.8,b,2,b,2,b,2,b,2,b,2,10,10,0.6876355410385608
P03900,5,3,3,3,3,4,3.2,b,2,b,2,c,1,b,2,a,0,7,7,-1.651199972250729
P03901,6,5,5,6,6,6,5.6,b,2,c,1,b,2,b,2,c,1,8,8,0.48763554103856066
P03902,6,6,5,6,5,6,5.6,b,2,b,2,b,2,c,1,c,1,8,8,0.48763554103856066
P03903,5,5,5,5,6,5,5.2,b,2,a,0,a,0,b,2,a,0,4,4,0.3488000277492711
P03904,3,5,5,6,5,5,5.2,c,1,b,2,b,2,b,2,b,2,9,9,0.8711290011706918
P03905,4,2,2,2,3,2,2.2,a,0,a,0,a,0,a,0,a,0,0,0,-2.390035485540019
P03906,4,3,4,4,5,3,3.8,c,1,b,2,b,2,b,2,a,0,7,7,-0.7900354855400193
P03907,4,5,5,4,4,5,4.6,b,2,c,1,b,2,b,2,a,0,7,7,0.009964514459980478
P03908,3,5,4,5,5,5,4.8,b,2,b,2,c,1,b,2,a,0,7,7,0.47112900117069145
P03909,6,5,4,4,4,4,4.2,a,0,c,1,b,2,b,2,b,2,7,7,-0.9123644589614388
P03910,6,5,6,6,6,5,5.6,b,2,a,0,c,1,b,2,b,2,7,7,0.48763554103856066
P03911,4,4,6,5,5,5,5.0,b,2,b,2,b,2,b,2,b,2,10,10,0.40996451445998083
P03912,3,5,4,6,4,5,4.8,c,1,b,2,b,2,b,2,b,2,9,9,0.47112900117069145
P03913,3,5,5,5,5,5,5.0,c,1,b,2,b,2,b,2,b,2,9,9,0.6711290011706916
P03914,4,6,4,5,4,4,4.6,b,2,c,1,b,2,b,2,b,2,9,9,0.009964514459980478
P03915,5,3,4,5,5,4,4.2,a,0,b,2,a,0,a,0,c,1,3,3,-0.6511999722507289
P03916,4,5,6,4,5,5,5.0,b,2,b,2,b,2,b,2,c,1,9,9,0.40996451445998083
P03917,5,4,6,3,4,4,4.2,a,0,b,2,b,2,a,0,b,2,6,6,-0.6511999722507289
P03918,5,4,4,5,4,4,4.2,b,2,b,2,c,1,b,2,a,0,7,7,-0.6511999722507289
P03919,3,5,5,4,5,4,4.6,b,2,b,2,a,0,b,2,a,0,6,6,0.2711290011706913
P03920,4,5,4,4,6,5,4.8,c,1,b,2,b,2,b,2,b,2,9,9,0.20996451445998066
P03921,5,4,5,5,5,5,4.8,b,2,b,2,b,2,c,1,b,2,9,9,-0.05119997225072925
P03922,4,4,4,4,4,4,4.0,a,0,c,1,c,1,b,2,b,2,6,6,-0.5900354855400192
P03923,1,4,4,5,5,3,4.2,c,1,b,2,a,0,b,2,a,0,5,5,0.3934579745921116
P03924,4,5,4,6,5,6,5.2,b,2,b,2,c,1,b,2,b,2,9,9,0.609964514459981
P03925,5,6,5,5,6,5,5.4,b,2,b,2,c,1,b,2,b,2,9,9,0.5488000277492713
P03926,2,3,3,3,3,4,3.2,a,0,a,0,a,0,a,0,a,0,0,0,-0.8677065121185983
P03927,3,4,4,5,4,3,4.0,c,1,c,1,b,2,c,1,b,2,7,7,-0.32887099882930837
P03928,6,4,5,4,5,5,4.6,b,2,c,1,b,2,c,1,b,2,8,8,-0.5123644589614393
