period,disco,band,customer_class,energy_rate_ngn_per_kwh,fixed_charge_ngn_per_month,energy_rate_usd_per_kwh,provenance,sources
2023-01-01,AEDC,A,residential,130.5,818.05,0.1004,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,EKEDC,C,residential,129.21,543.34,0.0994,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,EKEDC,C,commercial,142.13,630.92,0.1093,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,EKEDC,C,industrial,148.59,517.5,0.1143,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,EKEDC,D,residential,104.99,422.86,0.0808,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,EKEDC,D,commercial,115.48,405.33,0.0888,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,EKEDC,D,industrial,120.73,458.24,0.0929,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,EKEDC,E,residential,80.76,259.87,0.0621,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,EKEDC,E,commercial,88.83,274.99,0.0683,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,EKEDC,E,industrial,92.87,289.47,0.0714,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,EKEDC,Premium,residential,323.03,1024.93,0.2485,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,EKEDC,Premium,commercial,355.34,1396.55,0.2733,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,EKEDC,Premium,industrial,371.49,1395.25,0.2858,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,IBEDC,A,residential,203.24,823.32,0.1563,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,IBEDC,A,commercial,223.57,848.81,0.172,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,IBEDC,A,industrial,233.73,943.24,0.1798,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,IBEDC,B,residential,162.59,588.77,0.1251,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,IBEDC,B,commercial,178.85,638.8,0.1376,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,IBEDC,B,industrial,186.98,656.38,0.1438,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,IBEDC,C,residential,130.07,511.31,0.1001,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,IBEDC,C,commercial,143.08,485.32,0.1101,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,IBEDC,C,industrial,149.59,552.05,0.1151,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,IBEDC,D,residential,105.69,466.83,0.0813,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,IBEDC,D,commercial,116.25,460.9,0.0894,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,IBEDC,D,industrial,121.54,384.85,0.0935,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,IBEDC,E,residential,81.3,358.04,0.0625,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,IBEDC,E,commercial,89.43,294.88,0.0688,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,IBEDC,E,industrial,93.49,357.14,0.0719,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,IBEDC,Premium,residential,325.19,1206.64,0.2501,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,IBEDC,Premium,commercial,357.7,1378.44,0.2752,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,IBEDC,Premium,industrial,373.96,1244.6,0.2877,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,IKEDC,A,residential,204.27,782.17,0.1571,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,IKEDC,A,commercial,224.7,815.08,0.1728,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,IKEDC,A,industrial,234.91,996.01,0.1807,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,IKEDC,B,residential,163.42,649.07,0.1257,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,IKEDC,B,commercial,179.76,661.28,0.1383,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,IKEDC,B,industrial,187.93,769.68,0.1446,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,IKEDC,C,residential,130.73,397.19,0.1006,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,IKEDC,C,commercial,143.81,489.91,0.1106,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,IKEDC,C,industrial,150.35,656.47,0.1157,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,IKEDC,D,residential,106.22,390.41,0.0817,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,IKEDC,D,commercial,116.84,512.08,0.0899,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,IKEDC,D,industrial,122.16,392.64,0.094,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,IKEDC,E,residential,81.71,295.54,0.0629,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,IKEDC,E,commercial,89.88,285.09,0.0691,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,IKEDC,E,industrial,93.97,319.01,0.0723,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,IKEDC,Premium,residential,326.84,1422.98,0.2514,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,IKEDC,Premium,commercial,359.52,1458.05,0.2766,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,IKEDC,Premium,industrial,375.86,1655.39,0.2891,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,JED,A,residential,202.5,819.38,0.1558,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,JED,A,commercial,222.76,758.83,0.1714,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,JED,A,industrial,232.88,906.73,0.1791,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,JED,B,residential,162.0,543.12,0.1246,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,JED,B,commercial,178.2,714.37,0.1371,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,JED,B,industrial,186.3,631.32,0.1433,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,JED,C,residential,129.6,575.39,0.0997,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,JED,C,commercial,142.56,576.3,0.1097,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,JED,C,industrial,149.04,484.7,0.1146,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,JED,D,residential,105.3,437.76,0.081,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,JED,D,commercial,115.83,423.21,0.0891,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,JED,D,industrial,121.1,394.75,0.0932,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,JED,E,residential,81.0,302.03,0.0623,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,JED,E,commercial,89.1,341.9,0.0685,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,JED,E,industrial,93.15,344.44,0.0717,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,JED,Premium,residential,324.01,1304.51,0.2492,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,JED,Premium,commercial,356.41,1261.65,0.2742,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,JED,Premium,industrial,372.61,1388.77,0.2866,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,KAEDCO,A,residential,211.21,885.95,0.1625,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,KAEDCO,A,commercial,232.33,881.44,0.1787,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,KAEDCO,A,industrial,242.89,846.13,0.1868,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,KAEDCO,B,residential,168.97,486.43,0.13,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,KAEDCO,B,commercial,185.87,539.84,0.143,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,KAEDCO,B,industrial,194.32,655.47,0.1495,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,KAEDCO,C,residential,135.18,570.71,0.104,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,KAEDCO,C,commercial,148.69,586.08,0.1144,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,KAEDCO,C,industrial,155.45,599.78,0.1196,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,KAEDCO,D,residential,109.83,449.88,0.0845,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,KAEDCO,D,commercial,120.81,405.73,0.0929,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,KAEDCO,D,industrial,126.31,536.06,0.0972,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,KAEDCO,E,residential,84.48,254.65,0.065,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,KAEDCO,E,commercial,92.93,305.84,0.0715,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,KAEDCO,E,industrial,97.16,382.51,0.0747,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,KAEDCO,Premium,residential,337.94,1148.4,0.26,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,KAEDCO,Premium,commercial,371.73,1446.16,0.2859,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,KAEDCO,Premium,industrial,388.63,1525.95,0.2989,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,KEDCO,A,residential,186.23,836.3,0.1433,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,KEDCO,A,commercial,204.86,679.85,0.1576,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,KEDCO,A,industrial,214.17,1013.83,0.1647,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,KEDCO,B,residential,148.99,635.36,0.1146,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,KEDCO,B,commercial,163.89,705.61,0.1261,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,KEDCO,B,industrial,171.34,603.31,0.1318,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,KEDCO,C,residential,119.19,401.19,0.0917,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,KEDCO,C,commercial,131.11,451.74,0.1009,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,KEDCO,C,industrial,137.07,486.38,0.1054,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,KEDCO,D,residential,96.84,421.94,0.0745,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,KEDCO,D,commercial,106.53,444.03,0.0819,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,KEDCO,D,industrial,111.37,517.94,0.0857,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,KEDCO,E,residential,74.49,274.41,0.0573,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,KEDCO,E,commercial,81.94,336.88,0.063,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,KEDCO,E,industrial,85.67,317.85,0.0659,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,KEDCO,Premium,residential,297.98,1188.39,0.2292,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,KEDCO,Premium,commercial,327.77,1498.2,0.2521,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,KEDCO,Premium,industrial,342.67,1227.25,0.2636,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,PHED,A,residential,209.88,892.76,0.1614,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,PHED,A,commercial,230.87,952.55,0.1776,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,PHED,A,industrial,241.37,900.61,0.1857,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,PHED,B,residential,167.91,693.59,0.1292,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,PHED,B,commercial,184.7,704.52,0.1421,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,PHED,B,industrial,193.09,552.42,0.1485,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,PHED,C,residential,134.33,423.54,0.1033,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,PHED,C,commercial,147.76,562.65,0.1137,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,PHED,C,industrial,154.48,526.99,0.1188,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,PHED,D,residential,109.14,405.04,0.084,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,PHED,D,commercial,120.05,480.0,0.0923,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,PHED,D,industrial,125.51,417.92,0.0965,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,PHED,E,residential,83.95,321.08,0.0646,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,PHED,E,commercial,92.35,306.39,0.071,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,PHED,E,industrial,96.55,380.95,0.0743,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,PHED,Premium,residential,335.82,960.82,0.2583,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,PHED,Premium,commercial,369.4,1527.28,0.2842,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,PHED,Premium,industrial,386.19,1167.74,0.2971,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,YEDC,A,residential,190.94,614.07,0.1469,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,YEDC,A,commercial,210.03,784.11,0.1616,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,YEDC,A,industrial,219.58,911.79,0.1689,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,YEDC,B,residential,152.75,508.35,0.1175,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,YEDC,B,commercial,168.03,598.02,0.1293,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,YEDC,B,industrial,175.66,650.84,0.1351,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,YEDC,C,residential,122.2,390.85,0.094,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,YEDC,C,commercial,134.42,426.74,0.1034,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,YEDC,C,industrial,140.53,559.21,0.1081,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,YEDC,D,residential,99.29,324.36,0.0764,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,YEDC,D,commercial,109.22,438.16,0.084,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,YEDC,D,industrial,114.18,448.17,0.0878,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,YEDC,E,residential,76.38,313.01,0.0588,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,YEDC,E,commercial,84.01,271.01,0.0646,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,YEDC,E,industrial,87.83,411.18,0.0676,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,YEDC,Premium,residential,305.5,1332.96,0.235,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,YEDC,Premium,commercial,336.05,1203.43,0.2585,synthetic_fabricated_from_policy_context,NERC publications; media reports
2024-12-01,YEDC,Premium,industrial,351.33,1580.74,0.2703,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,AEDC,A,residential,224.4,825.6,0.1726,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,AEDC,A,commercial,246.84,802.05,0.1899,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,AEDC,A,industrial,258.06,1032.02,0.1985,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,AEDC,B,residential,179.52,633.89,0.1381,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,AEDC,B,commercial,197.47,663.73,0.1519,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,AEDC,B,industrial,206.45,644.4,0.1588,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,AEDC,C,residential,143.62,447.28,0.1105,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,AEDC,C,commercial,157.98,430.33,0.1215,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,AEDC,C,industrial,165.16,570.59,0.127,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,AEDC,D,residential,116.69,413.56,0.0898,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,AEDC,D,commercial,128.36,386.91,0.0987,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,AEDC,D,industrial,134.19,472.22,0.1032,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,AEDC,E,residential,89.76,322.25,0.069,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,AEDC,E,commercial,98.74,307.3,0.076,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,AEDC,E,industrial,103.22,335.69,0.0794,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,AEDC,Premium,residential,359.04,1316.06,0.2762,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,AEDC,Premium,commercial,394.94,1249.84,0.3038,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,AEDC,Premium,industrial,412.9,1190.65,0.3176,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,BEDC,A,residential,196.37,855.27,0.1511,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,BEDC,A,commercial,216.01,718.24,0.1662,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,BEDC,A,industrial,225.83,916.19,0.1737,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,BEDC,B,residential,157.1,523.13,0.1208,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,BEDC,B,commercial,172.81,650.96,0.1329,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,BEDC,B,industrial,180.66,598.98,0.139,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,BEDC,C,residential,125.68,474.32,0.0967,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,BEDC,C,commercial,138.25,597.39,0.1063,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,BEDC,C,industrial,144.53,554.46,0.1112,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,BEDC,D,residential,102.11,386.99,0.0785,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,BEDC,D,commercial,112.32,386.6,0.0864,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,BEDC,D,industrial,117.43,519.85,0.0903,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,BEDC,E,residential,78.55,338.97,0.0604,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,BEDC,E,commercial,86.4,365.94,0.0665,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,BEDC,E,industrial,90.33,398.93,0.0695,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,BEDC,Premium,residential,314.19,1301.94,0.2417,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,BEDC,Premium,commercial,345.61,1126.41,0.2659,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,BEDC,Premium,industrial,361.32,1505.52,0.2779,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,EEDC,A,residential,212.07,822.73,0.1631,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,EEDC,A,commercial,233.28,970.0,0.1794,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,EEDC,A,industrial,243.89,904.61,0.1876,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,EEDC,B,residential,169.66,615.83,0.1305,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,EEDC,B,commercial,186.63,554.29,0.1436,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,EEDC,B,industrial,195.11,759.38,0.1501,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,EEDC,C,residential,135.73,448.66,0.1044,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,EEDC,C,commercial,149.3,631.07,0.1148,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,EEDC,C,industrial,156.09,533.01,0.1201,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,EEDC,D,residential,110.28,406.59,0.0848,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,EEDC,D,commercial,121.31,391.36,0.0933,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,EEDC,D,industrial,126.82,491.38,0.0976,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,EEDC,E,residential,84.83,323.32,0.0653,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,EEDC,E,commercial,93.31,307.02,0.0718,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,EEDC,E,industrial,97.55,394.95,0.075,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,EEDC,Premium,residential,339.32,960.21,0.261,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,EEDC,Premium,commercial,373.25,1407.52,0.2871,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,EEDC,Premium,industrial,390.22,1371.4,0.3002,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,EKEDC,A,residential,204.0,722.26,0.1569,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,EKEDC,A,commercial,224.4,871.5,0.1726,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,EKEDC,A,industrial,234.6,790.66,0.1805,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,EKEDC,B,residential,163.2,555.3,0.1255,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,EKEDC,B,commercial,179.52,778.61,0.1381,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,EKEDC,B,industrial,187.68,696.65,0.1444,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,EKEDC,C,residential,130.56,513.76,0.1004,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,EKEDC,C,commercial,143.62,550.01,0.1105,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,EKEDC,C,industrial,150.15,501.62,0.1155,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,EKEDC,D,residential,106.08,357.38,0.0816,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,EKEDC,D,commercial,116.69,411.5,0.0898,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,EKEDC,D,industrial,121.99,451.34,0.0938,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,EKEDC,E,residential,81.6,245.45,0.0628,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,EKEDC,E,commercial,89.76,372.48,0.069,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,EKEDC,E,industrial,93.84,371.26,0.0722,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,EKEDC,Premium,residential,326.4,1305.23,0.2511,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,EKEDC,Premium,commercial,359.04,1342.48,0.2762,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,EKEDC,Premium,industrial,375.36,1174.07,0.2887,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,IBEDC,A,residential,202.49,616.84,0.1558,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,IBEDC,A,commercial,222.74,868.1,0.1713,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,IBEDC,A,industrial,232.86,765.02,0.1791,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,IBEDC,B,residential,161.99,507.71,0.1246,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,IBEDC,B,commercial,178.19,605.68,0.1371,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,IBEDC,B,industrial,186.29,587.54,0.1433,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,IBEDC,C,residential,129.59,416.85,0.0997,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,IBEDC,C,commercial,142.55,463.58,0.1097,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,IBEDC,C,industrial,149.03,662.1,0.1146,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,IBEDC,D,residential,105.29,368.67,0.081,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,IBEDC,D,commercial,115.82,347.16,0.0891,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,IBEDC,D,industrial,121.09,482.12,0.0931,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,IBEDC,E,residential,81.0,283.44,0.0623,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,IBEDC,E,commercial,89.09,297.06,0.0685,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,IBEDC,E,industrial,93.14,355.66,0.0716,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,IBEDC,Premium,residential,323.98,1409.94,0.2492,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,IBEDC,Premium,commercial,356.38,1415.68,0.2741,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,IBEDC,Premium,industrial,372.58,1310.68,0.2866,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,IKEDC,A,residential,199.86,607.45,0.1537,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,IKEDC,A,commercial,219.84,804.98,0.1691,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,IKEDC,A,industrial,229.83,774.79,0.1768,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,IKEDC,B,residential,159.88,689.89,0.123,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,IKEDC,B,commercial,175.87,724.43,0.1353,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,IKEDC,B,industrial,183.87,815.72,0.1414,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,IKEDC,C,residential,127.91,510.25,0.0984,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,IKEDC,C,commercial,140.7,564.65,0.1082,synthetic_fabricated_from_policy_context,NERC publications; media reports
2025-01-01,IKEDC,C,industrial,147.09,617.99,0.1131,synthetic_fabricated_from_policy_context,NERC publications; media reports
