year,state,crop,residue_type,crop_production_tonnes,residue_production_tonnes,residue_ratio,energy_content_mj_per_kg,total_energy_potential_gj,current_utilization_rate,available_for_energy_tonnes,available_energy_potential_gj,biogas_potential_m3,sofc_feedstock_potential_tonnes,collection_cost_naira_per_tonne,transportation_cost_naira_per_tonne_km,storage_requirements,seasonal_availability,moisture_content_percent,ash_content_percent,carbon_content_percent,nitrogen_content_percent
2023,Oyo,Millet,Millet Stalks,14344.5,10758.37,0.75,16.2,174285.66,0.35,6992.94,113285.68,1293694.48,4545.41,14000.0,28,"Covered storage, chopping required","Peak: May-October, Limited: November-April",18,7,43,0.8
2023,Oyo,Millet,Millet Chaff,14344.5,3586.12,0.25,15.4,55226.32,0.05,3406.82,52465.0,459920.49,2146.3,7000.0,22,"Dry storage, pest control","Peak: May-October, Limited: November-April",10,9,42,1.0
2023,Plateau,Millet,Millet Stalks,14473.4,10855.05,0.75,16.2,175851.85,0.35,7055.78,114303.7,1305320.06,4586.26,14000.0,28,"Covered storage, chopping required","Peak: May-October, Limited: November-April",18,7,43,0.8
2023,Plateau,Millet,Millet Chaff,14473.4,3618.35,0.25,15.4,55722.6,0.05,3437.43,52936.47,464053.49,2165.58,7000.0,22,"Dry storage, pest control","Peak: May-October, Limited: November-April",10,9,42,1.0
2023,Rivers,Millet,Millet Stalks,15996.7,11997.52,0.75,16.2,194359.85,0.45499999999999996,6538.65,105926.12,1209650.11,4250.12,16800.0,28,"Covered storage, chopping required","Peak: May-October, Limited: November-April",18,7,43,0.8
2023,Rivers,Millet,Millet Chaff,15996.7,3999.17,0.25,15.4,61587.28,0.065,3739.23,57584.1,504795.72,2355.71,8400.0,22,"Dry storage, pest control","Peak: May-October, Limited: November-April",10,9,42,1.0
2023,Sokoto,Millet,Millet Stalks,341050.83,255788.12,0.75,16.2,4143767.58,0.35,166262.28,2693448.93,30758521.7,108070.48,12600.0,28,"Covered storage, chopping required","Peak: May-October, Limited: November-April",18,7,43,0.8
2023,Sokoto,Millet,Millet Chaff,341050.83,85262.71,0.25,15.4,1313045.69,0.05,80999.57,1247393.41,10934942.22,51029.73,6300.0,22,"Dry storage, pest control","Peak: May-October, Limited: November-April",10,9,42,1.0
2023,Taraba,Millet,Millet Stalks,15737.37,11803.03,0.75,16.2,191209.1,0.35,7671.97,124285.91,1419314.46,4986.78,14000.0,28,"Covered storage, chopping required","Peak: May-October, Limited: November-April",18,7,43,0.8
2023,Taraba,Millet,Millet Chaff,15737.37,3934.34,0.25,15.4,60588.89,0.05,3737.63,57559.45,504579.57,2354.7,7000.0,22,"Dry storage, pest control","Peak: May-October, Limited: November-April",10,9,42,1.0
2023,Yobe,Millet,Millet Stalks,174541.95,130906.46,0.75,16.2,2120684.71,0.35,85089.2,1378445.06,15741502.23,55307.98,11200.0,28,"Covered storage, chopping required","Peak: May-October, Limited: November-April",18,7,43,0.8
2023,Yobe,Millet,Millet Chaff,174541.95,43635.49,0.25,15.4,671986.51,0.05,41453.71,638387.19,5596251.31,26115.84,5600.0,22,"Dry storage, pest control","Peak: May-October, Limited: November-April",10,9,42,1.0
2023,Zamfara,Millet,Millet Stalks,261561.97,196171.48,0.75,16.2,3177977.97,0.35,127511.46,2065685.68,23589620.45,82882.45,11200.0,28,"Covered storage, chopping required","Peak: May-October, Limited: November-April",18,7,43,0.8
2023,Zamfara,Millet,Millet Chaff,261561.97,65390.49,0.25,15.4,1007013.6,0.05,62120.97,956662.92,8386330.76,39136.21,5600.0,22,"Dry storage, pest control","Peak: May-October, Limited: November-April",10,9,42,1.0
2023,Abia,Groundnut,Groundnut Shells,8563.15,2568.94,0.3,18.5,47525.48,0.4,1541.37,28515.29,246618.72,1063.54,4500.0,18,"Dry storage, pest control","Peak: May-October, Limited: November-April",8,3,48,0.7
2023,Abia,Groundnut,Groundnut Haulms,8563.15,5994.2,0.7,14.6,87515.39,0.5,2997.1,43757.7,719304.59,1768.29,11000.0,24,"Covered storage, baling beneficial","Peak: May-October, Limited: November-April",22,10,41,2.5
2023,Adamawa,Groundnut,Groundnut Shells,19570.93,5871.28,0.3,18.5,108618.64,0.4,3522.77,65171.18,563642.68,2430.71,4500.0,18,"Dry storage, pest control","Peak: May-October, Limited: November-April",8,3,48,0.7
2023,Adamawa,Groundnut,Groundnut Haulms,19570.93,13699.65,0.7,14.6,200014.87,0.5,6849.82,100007.43,1643957.82,4041.4,11000.0,24,"Covered storage, baling beneficial","Peak: May-October, Limited: November-April",22,10,41,2.5
2023,Akwa Ibom,Groundnut,Groundnut Shells,7714.65,2314.4,0.3,18.5,42816.33,0.4,1388.64,25689.8,222182.04,958.16,4500.0,18,"Dry storage, pest control","Peak: May-October, Limited: November-April",8,3,48,0.7
2023,Akwa Ibom,Groundnut,Groundnut Haulms,7714.65,5400.26,0.7,14.6,78843.77,0.5,2700.13,39421.88,648030.96,1593.08,11000.0,24,"Covered storage, baling beneficial","Peak: May-October, Limited: November-April",22,10,41,2.5
2023,Anambra,Groundnut,Groundnut Shells,17815.78,5344.73,0.3,18.5,98877.56,0.4,3206.84,59326.54,513094.36,2212.72,4500.0,18,"Dry storage, pest control","Peak: May-October, Limited: November-April",8,3,48,0.7
2023,Anambra,Groundnut,Groundnut Haulms,17815.78,12471.04,0.7,14.6,182077.23,0.5,6235.52,91038.62,1496525.22,3678.96,11000.0,24,"Covered storage, baling beneficial","Peak: May-October, Limited: November-April",22,10,41,2.5
2023,Bauchi,Groundnut,Groundnut Shells,249227.79,74768.34,0.3,18.5,1383214.21,0.4,44861.0,829928.53,7177760.23,30954.09,4500.0,18,"Dry storage, pest control","Peak: May-October, Limited: November-April",8,3,48,0.7
2023,Bauchi,Groundnut,Groundnut Haulms,249227.79,174459.45,0.7,14.6,2547107.97,0.5,87229.72,1273553.98,20935133.99,51465.54,11000.0,24,"Covered storage, baling beneficial","Peak: May-October, Limited: November-April",22,10,41,2.5
2023,Bayelsa,Groundnut,Groundnut Shells,8708.47,2612.54,0.3,18.5,48331.99,0.4,1567.52,28999.19,250803.82,1081.59,4500.0,18,"Dry storage, pest control","Peak: May-October, Limited: November-April",8,3,48,0.7
2023,Bayelsa,Groundnut,Groundnut Haulms,8708.47,6095.93,0.7,14.6,89000.52,0.5,3047.96,44500.26,731511.15,1798.3,11000.0,24,"Covered storage, baling beneficial","Peak: May-October, Limited: November-April",22,10,41,2.5
2023,Benue,Groundnut,Groundnut Shells,18061.25,5418.37,0.3,18.5,100239.93,0.4,3251.02,60143.96,520163.96,2243.21,4500.0,18,"Dry storage, pest control","Peak: May-October, Limited: November-April",8,3,48,0.7
2023,Benue,Groundnut,Groundnut Haulms,18061.25,12642.87,0.7,14.6,184585.96,0.5,6321.44,92292.98,1517144.88,3729.65,11000.0,24,"Covered storage, baling beneficial","Peak: May-October, Limited: November-April",22,10,41,2.5
2023,Borno,Groundnut,Groundnut Shells,11679.58,3503.87,0.3,18.5,64821.66,0.4,2102.32,38893.0,336371.87,1450.6,3150.0,18,"Dry storage, pest control","Peak: May-October, Limited: November-April",8,3,48,0.7
2023,Borno,Groundnut,Groundnut Haulms,11679.58,8175.71,0.7,14.6,119365.3,0.5,4087.85,59682.65,981084.62,2411.83,7700.0,24,"Covered storage, baling beneficial","Peak: May-October, Limited: November-April",22,10,41,2.5
2023,Cross River,Groundnut,Groundnut Shells,12722.26,3816.68,0.3,18.5,70608.54,0.4,2290.01,42365.13,366401.1,1580.1,4500.0,18,"Dry storage, pest control","Peak: May-October, Limited: November-April",8,3,48,0.7
2023,Cross River,Groundnut,Groundnut Haulms,12722.26,8905.58,0.7,14.6,130021.5,0.5,4452.79,65010.75,1068669.87,2627.15,11000.0,24,"Covered storage, baling beneficial","Peak: May-October, Limited: November-April",22,10,41,2.5
2023,Delta,Groundnut,Groundnut Shells,10388.5,3116.55,0.3,18.5,57656.18,0.4,1869.93,34593.71,299188.82,1290.25,4500.0,18,"Dry storage, pest control","Peak: May-October, Limited: November-April",8,3,48,0.7
2023,Delta,Groundnut,Groundnut Haulms,10388.5,7271.95,0.7,14.6,106170.48,0.5,3635.98,53085.24,872634.05,2145.23,11000.0,24,"Covered storage, baling beneficial","Peak: May-October, Limited: November-April",22,10,41,2.5
2023,Ebonyi,Groundnut,Groundnut Shells,13894.26,4168.28,0.3,18.5,77113.16,0.4,2500.97,46267.9,400154.77,1725.67,4500.0,18,"Dry storage, pest control","Peak: May-October, Limited: November-April",8,3,48,0.7
2023,Ebonyi,Groundnut,Groundnut Haulms,13894.26,9725.98,0.7,14.6,141999.37,0.5,4862.99,70999.68,1167118.07,2869.17,11000.0,24,"Covered storage, baling beneficial","Peak: May-October, Limited: November-April",22,10,41,2.5
2023,Edo,Groundnut,Groundnut Shells,7452.86,2235.86,0.3,18.5,41363.36,0.4,1341.51,24818.02,214642.31,925.64,4500.0,18,"Dry storage, pest control","Peak: May-October, Limited: November-April",8,3,48,0.7
2023,Edo,Groundnut,Groundnut Haulms,7452.86,5217.0,0.7,14.6,76168.21,0.5,2608.5,38084.1,626040.08,1539.02,11000.0,24,"Covered storage, baling beneficial","Peak: May-October, Limited: November-April",22,10,41,2.5
2023,Ekiti,Groundnut,Groundnut Shells,10866.22,3259.87,0.3,18.5,60307.54,0.4,1955.92,36184.52,312947.22,1349.58,4500.0,18,"Dry storage, pest control","Peak: May-October, Limited: November-April",8,3,48,0.7
2023,Ekiti,Groundnut,Groundnut Haulms,10866.22,7606.36,0.7,14.6,111052.8,0.5,3803.18,55526.4,912762.74,2243.88,11000.0,24,"Covered storage, baling beneficial","Peak: May-October, Limited: November-April",22,10,41,2.5
2023,Enugu,Groundnut,Groundnut Shells,19541.18,5862.36,0.3,18.5,108453.58,0.4,3517.41,65072.15,562786.12,2427.02,4500.0,18,"Dry storage, pest control","Peak: May-October, Limited: November-April",8,3,48,0.7
2023,Enugu,Groundnut,Groundnut Haulms,19541.18,13678.83,0.7,14.6,199710.91,0.5,6839.41,99855.45,1641459.53,4035.25,11000.0,24,"Covered storage, baling beneficial","Peak: May-October, Limited: November-April",22,10,41,2.5
2023,FCT,Groundnut,Groundnut Shells,8872.0,2661.6,0.3,18.5,49239.61,0.52,1277.57,23635.01,204410.91,881.52,5850.0,18,"Dry storage, pest control","Peak: May-October, Limited: November-April",8,3,48,0.7
2023,FCT,Groundnut,Groundnut Haulms,8872.0,6210.4,0.7,14.6,90671.86,0.65,2173.64,31735.15,521673.69,1282.45,14300.0,24,"Covered storage, baling beneficial","Peak: May-October, Limited: November-April",22,10,41,2.5
2023,Gombe,Groundnut,Groundnut Shells,14851.05,4455.31,0.3,18.5,82423.33,0.4,2673.19,49454.0,427710.24,1844.5,4500.0,18,"Dry storage, pest control","Peak: May-October, Limited: November-April",8,3,48,0.7
2023,Gombe,Groundnut,Groundnut Haulms,14851.05,10395.73,0.7,14.6,151777.73,0.5,5197.87,75888.87,1247488.2,3066.74,11000.0,24,"Covered storage, baling beneficial","Peak: May-October, Limited: November-April",22,10,41,2.5
2023,Imo,Groundnut,Groundnut Shells,9877.85,2963.36,0.3,18.5,54822.07,0.4,1778.01,32893.24,284482.11,1226.83,4500.0,18,"Dry storage, pest control","Peak: May-October, Limited: November-April",8,3,48,0.7
2023,Imo,Groundnut,Groundnut Haulms,9877.85,6914.5,0.7,14.6,100951.64,0.5,3457.25,50475.82,829739.48,2039.78,11000.0,24,"Covered storage, baling beneficial","Peak: May-October, Limited: November-April",22,10,41,2.5
2023,Jigawa,Groundnut,Groundnut Shells,332816.78,99845.03,0.3,18.5,1847133.1,0.4,59907.02,1108279.86,9585123.12,41335.84,4500.0,18,"Dry storage, pest control","Peak: May-October, Limited: November-April",8,3,48,0.7
2023,Jigawa,Groundnut,Groundnut Haulms,332816.78,232971.74,0.7,14.6,3401387.44,0.5,116485.87,1700693.72,27956609.11,68726.66,11000.0,24,"Covered storage, baling beneficial","Peak: May-October, Limited: November-April",22,10,41,2.5
2023,Kaduna,Groundnut,Groundnut Shells,426174.73,127852.42,0.3,18.5,2365269.76,0.4,76711.45,1419161.86,12273832.29,52930.9,4950.0,18,"Dry storage, pest control","Peak: May-October, Limited: November-April",8,3,48,0.7
2023,Kaduna,Groundnut,Groundnut Haulms,426174.73,298322.31,0.7,14.6,4355505.76,0.5,149161.16,2177752.88,35798677.5,88005.08,12100.0,24,"Covered storage, baling beneficial","Peak: May-October, Limited: November-April",22,10,41,2.5
2023,Kano,Groundnut,Groundnut Shells,712757.05,213827.12,0.3,18.5,3955801.63,0.52,102637.02,1898784.78,16421922.45,70819.54,4950.0,18,"Dry storage, pest control","Peak: May-October, Limited: November-April",8,3,48,0.7
2023,Kano,Groundnut,Groundnut Haulms,712757.05,498929.94,0.7,14.6,7284377.06,0.65,174625.48,2549531.97,41910114.59,103029.03,12100.0,24,"Covered storage, baling beneficial","Peak: May-October, Limited: November-April",22,10,41,2.5
2023,Katsina,Groundnut,Groundnut Shells,392606.33,117781.9,0.3,18.5,2178965.11,0.4,70669.14,1307379.07,11307062.21,48761.71,4500.0,18,"Dry storage, pest control","Peak: May-October, Limited: November-April",8,3,48,0.7
2023,Katsina,Groundnut,Groundnut Haulms,392606.33,274824.43,0.7,14.6,4012436.66,0.5,137412.21,2006218.33,32978931.44,81073.21,11000.0,24,"Covered storage, baling beneficial","Peak: May-October, Limited: November-April",22,10,41,2.5
2023,Kebbi,Groundnut,Groundnut Shells,8540.76,2562.23,0.3,18.5,47401.2,0.4,1537.34,28440.72,245973.8,1060.76,4050.0,18,"Dry storage, pest control","Peak: May-October, Limited: November-April",8,3,48,0.7
2023,Kebbi,Groundnut,Groundnut Haulms,8540.76,5978.53,0.7,14.6,87286.54,0.5,2989.26,43643.27,717423.58,1763.67,9900.0,24,"Covered storage, baling beneficial","Peak: May-October, Limited: November-April",22,10,41,2.5
2023,Kogi,Groundnut,Groundnut Shells,6102.45,1830.74,0.3,18.5,33868.6,0.4,1098.44,20321.16,175750.59,757.92,4500.0,18,"Dry storage, pest control","Peak: May-October, Limited: November-April",8,3,48,0.7
2023,Kogi,Groundnut,Groundnut Haulms,6102.45,4271.72,0.7,14.6,62367.05,0.5,2135.86,31183.53,512605.9,1260.16,11000.0,24,"Covered storage, baling beneficial","Peak: May-October, Limited: November-April",22,10,41,2.5
2023,Kwara,Groundnut,Groundnut Shells,7546.37,2263.91,0.3,18.5,41882.35,0.4,1358.35,25129.41,217335.41,937.26,4500.0,18,"Dry storage, pest control","Peak: May-October, Limited: November-April",8,3,48,0.7
2023,Kwara,Groundnut,Groundnut Haulms,7546.37,5282.46,0.7,14.6,77123.89,0.5,2641.23,38561.94,633894.96,1558.33,11000.0,24,"Covered storage, baling beneficial","Peak: May-October, Limited: November-April",22,10,41,2.5
2023,Lagos,Groundnut,Groundnut Shells,12796.61,3838.98,0.3,18.5,71021.18,0.52,1842.71,34090.17,294833.88,1271.47,6300.0,18,"Dry storage, pest control","Peak: May-October, Limited: November-April",8,3,48,0.7
2023,Lagos,Groundnut,Groundnut Haulms,12796.61,8957.63,0.7,14.6,130781.35,0.65,3135.17,45773.47,752440.62,1849.75,15400.0,24,"Covered storage, baling beneficial","Peak: May-October, Limited: November-April",22,10,41,2.5
2023,Nasarawa,Groundnut,Groundnut Shells,10055.05,3016.51,0.3,18.5,55805.51,0.4,1809.91,33483.31,289585.37,1248.84,4500.0,18,"Dry storage, pest control","Peak: May-October, Limited: November-April",8,3,48,0.7
2023,Nasarawa,Groundnut,Groundnut Haulms,10055.05,7038.53,0.7,14.6,102762.59,0.5,3519.27,51381.29,844624.0,2076.37,11000.0,24,"Covered storage, baling beneficial","Peak: May-October, Limited: November-April",22,10,41,2.5
2023,Niger,Groundnut,Groundnut Shells,17433.25,5229.98,0.3,18.5,96754.54,0.4,3137.99,58052.72,502077.61,2165.21,4500.0,18,"Dry storage, pest control","Peak: May-October, Limited: November-April",8,3,48,0.7
2023,Niger,Groundnut,Groundnut Haulms,17433.25,12203.28,0.7,14.6,178167.82,0.5,6101.64,89083.91,1464393.04,3599.97,11000.0,24,"Covered storage, baling beneficial","Peak: May-October, Limited: November-April",22,10,41,2.5
2023,Ogun,Groundnut,Groundnut Shells,11463.31,3438.99,0.3,18.5,63621.39,0.52,1650.72,30538.27,264114.73,1138.99,4500.0,18,"Dry storage, pest control","Peak: May-October, Limited: November-April",8,3,48,0.7
2023,Ogun,Groundnut,Groundnut Haulms,11463.31,8024.32,0.7,14.6,117155.06,0.65,2808.51,41004.27,674042.8,1657.02,11000.0,24,"Covered storage, baling beneficial","Peak: May-October, Limited: November-April",22,10,41,2.5
2023,Ondo,Groundnut,Groundnut Shells,8730.71,2619.21,0.3,18.5,48455.46,0.4,1571.53,29073.28,251444.57,1084.35,4500.0,18,"Dry storage, pest control","Peak: May-October, Limited: November-April",8,3,48,0.7
2023,Ondo,Groundnut,Groundnut Haulms,8730.71,6111.5,0.7,14.6,89227.9,0.5,3055.75,44613.95,733379.98,1802.89,11000.0,24,"Covered storage, baling beneficial","Peak: May-October, Limited: November-April",22,10,41,2.5
2023,Osun,Groundnut,Groundnut Shells,14257.17,4277.15,0.3,18.5,79127.32,0.4,2566.29,47476.39,410606.63,1770.74,4500.0,18,"Dry storage, pest control","Peak: May-October, Limited: November-April",8,3,48,0.7
2023,Osun,Groundnut,Groundnut Haulms,14257.17,9980.02,0.7,14.6,145708.33,0.5,4990.01,72854.16,1197602.68,2944.11,11000.0,24,"Covered storage, baling beneficial","Peak: May-October, Limited: November-April",22,10,41,2.5
2023,Oyo,Groundnut,Groundnut Shells,15601.66,4680.5,0.3,18.5,86589.2,0.4,2808.3,51953.52,449327.76,1937.73,4500.0,18,"Dry storage, pest control","Peak: May-October, Limited: November-April",8,3,48,0.7
2023,Oyo,Groundnut,Groundnut Haulms,15601.66,10921.16,0.7,14.6,159448.95,0.5,5460.58,79724.47,1310539.29,3221.74,11000.0,24,"Covered storage, baling beneficial","Peak: May-October, Limited: November-April",22,10,41,2.5
2023,Plateau,Groundnut,Groundnut Shells,7505.63,2251.69,0.3,18.5,41656.24,0.4,1351.01,24993.74,216162.1,932.2,4500.0,18,"Dry storage, pest control","Peak: May-October, Limited: November-April",8,3,48,0.7
2023,Plateau,Groundnut,Groundnut Haulms,7505.63,5253.94,0.7,14.6,76707.52,0.5,2626.97,38353.76,630472.8,1549.91,11000.0,24,"Covered storage, baling beneficial","Peak: May-October, Limited: November-April",22,10,41,2.5
2023,Rivers,Groundnut,Groundnut Shells,7514.29,2254.29,0.3,18.5,41704.3,0.52,1082.06,20018.06,173129.2,746.62,5400.0,18,"Dry storage, pest control","Peak: May-October, Limited: November-April",8,3,48,0.7
2023,Rivers,Groundnut,Groundnut Haulms,7514.29,5260.0,0.7,14.6,76796.03,0.65,1841.0,26878.61,441840.15,1086.19,13200.0,24,"Covered storage, baling beneficial","Peak: May-October, Limited: November-April",22,10,41,2.5
2023,Sokoto,Groundnut,Groundnut Shells,5550.07,1665.02,0.3,18.5,30802.9,0.4,999.01,18481.74,159842.06,689.32,4050.0,18,"Dry storage, pest control","Peak: May-October, Limited: November-April",8,3,48,0.7
2023,Sokoto,Groundnut,Groundnut Haulms,5550.07,3885.05,0.7,14.6,56721.73,0.5,1942.52,28360.86,466206.0,1146.09,9900.0,24,"Covered storage, baling beneficial","Peak: May-October, Limited: November-April",22,10,41,2.5
2023,Taraba,Groundnut,Groundnut Shells,218912.16,65673.65,0.3,18.5,1214962.49,0.4,39404.19,728977.5,6304670.24,27188.89,4500.0,18,"Dry storage, pest control","Peak: May-October, Limited: November-April",8,3,48,0.7
2023,Taraba,Groundnut,Groundnut Haulms,218912.16,153238.51,0.7,14.6,2237282.29,0.5,76619.26,1118641.14,18388621.54,45205.36,11000.0,24,"Covered storage, baling beneficial","Peak: May-October, Limited: November-April",22,10,41,2.5
2023,Yobe,Groundnut,Groundnut Shells,14957.07,4487.12,0.3,18.5,83011.73,0.4,2692.27,49807.04,430763.56,1857.67,3600.0,18,"Dry storage, pest control","Peak: May-October, Limited: November-April",8,3,48,0.7
2023,Yobe,Groundnut,Groundnut Haulms,14957.07,10469.95,0.7,14.6,152861.23,0.5,5234.97,76430.62,1256393.7,3088.63,8800.0,24,"Covered storage, baling beneficial","Peak: May-October, Limited: November-April",22,10,41,2.5
2023,Zamfara,Groundnut,Groundnut Shells,12119.46,3635.84,0.3,18.5,67263.02,0.4,2181.5,40357.81,349040.54,1505.24,3600.0,18,"Dry storage, pest control","Peak: May-October, Limited: November-April",8,3,48,0.7
2023,Zamfara,Groundnut,Groundnut Haulms,12119.46,8483.62,0.7,14.6,123860.91,0.5,4241.81,61930.46,1018034.9,2502.67,8800.0,24,"Covered storage, baling beneficial","Peak: May-October, Limited: November-April",22,10,41,2.5
2023,Abia,Cowpea,Cowpea Pods,17662.56,7065.02,0.4,17.2,121518.39,0.3,4945.52,85062.87,1088013.49,3016.76,8000.0,19,"Dry storage, pest control","Peak: May-October, Limited: November-April",15,5,45,1.8
2023,Abia,Cowpea,Cowpea Stalks,17662.56,10597.53,0.6,15.8,167441.04,0.25,7948.15,125580.78,1669111.61,4927.85,13000.0,25,"Covered storage, chopping beneficial","Peak: May-October, Limited: November-April",25,8,43,2.2
2023,Adamawa,Cowpea,Cowpea Pods,17085.05,6834.02,0.4,17.2,117545.16,0.3,4783.81,82281.61,1052439.22,2918.13,8000.0,19,"Dry storage, pest control","Peak: May-October, Limited: November-April",15,5,45,1.8
2023,Adamawa,Cowpea,Cowpea Stalks,17085.05,10251.03,0.6,15.8,161966.3,0.25,7688.27,121474.72,1614537.44,4766.73,13000.0,25,"Covered storage, chopping beneficial","Peak: May-October, Limited: November-April",25,8,43,2.2
2023,Akwa Ibom,Cowpea,Cowpea Pods,13780.32,5512.13,0.4,17.2,94808.57,0.3,3858.49,66366.0,848867.43,2353.68,8000.0,19,"Dry storage, pest control","Peak: May-October, Limited: November-April",15,5,45,1.8
2023,Akwa Ibom,Cowpea,Cowpea Stalks,13780.32,8268.19,0.6,15.8,130637.39,0.25,6201.14,97978.04,1302239.81,3844.71,13000.0,25,"Covered storage, chopping beneficial","Peak: May-October, Limited: November-April",25,8,43,2.2
2023,Anambra,Cowpea,Cowpea Pods,18024.07,7209.63,0.4,17.2,124005.6,0.3,5046.74,86803.92,1110282.66,3078.51,8000.0,19,"Dry storage, pest control","Peak: May-October, Limited: November-April",15,5,45,1.8
2023,Anambra,Cowpea,Cowpea Stalks,18024.07,10814.44,0.6,15.8,170868.18,0.25,8110.83,128151.13,1703274.54,5028.72,13000.0,25,"Covered storage, chopping beneficial","Peak: May-October, Limited: November-April",25,8,43,2.2
2023,Bauchi,Cowpea,Cowpea Pods,132350.47,52940.19,0.4,17.2,910571.25,0.3,37058.13,637399.88,8152789.11,22605.46,8000.0,19,"Dry storage, pest control","Peak: May-October, Limited: November-April",15,5,45,1.8
2023,Bauchi,Cowpea,Cowpea Stalks,132350.47,79410.28,0.6,15.8,1254682.48,0.25,59557.71,941011.86,12507119.66,36925.78,13000.0,25,"Covered storage, chopping beneficial","Peak: May-October, Limited: November-April",25,8,43,2.2
2023,Bayelsa,Cowpea,Cowpea Pods,6678.79,2671.52,0.4,17.2,45950.1,0.3,1870.06,32165.07,411413.73,1140.74,8000.0,19,"Dry storage, pest control","Peak: May-October, Limited: November-April",15,5,45,1.8
2023,Bayelsa,Cowpea,Cowpea Stalks,6678.79,4007.28,0.6,15.8,63314.97,0.25,3005.46,47486.23,631146.06,1863.38,13000.0,25,"Covered storage, chopping beneficial","Peak: May-October, Limited: November-April",25,8,43,2.2
2023,Benue,Cowpea,Cowpea Pods,9046.24,3618.5,0.4,17.2,62238.16,0.3,2532.95,43566.71,557248.64,1545.1,8000.0,19,"Dry storage, pest control","Peak: May-October, Limited: November-April",15,5,45,1.8
2023,Benue,Cowpea,Cowpea Stalks,9046.24,5427.75,0.6,15.8,85758.39,0.25,4070.81,64318.8,854870.07,2523.9,13000.0,25,"Covered storage, chopping beneficial","Peak: May-October, Limited: November-April",25,8,43,2.2
2023,Borno,Cowpea,Cowpea Pods,98740.17,39496.07,0.4,17.2,679332.36,0.3,27647.25,475532.65,6082394.42,16864.82,5600.0,19,"Dry storage, pest control","Peak: May-October, Limited: November-April",15,5,45,1.8
2023,Borno,Cowpea,Cowpea Stalks,98740.17,59244.1,0.6,15.8,936056.8,0.25,44433.08,702042.6,9330945.98,27548.51,9100.0,25,"Covered storage, chopping beneficial","Peak: May-October, Limited: November-April",25,8,43,2.2
2023,Cross River,Cowpea,Cowpea Pods,12967.54,5187.02,0.4,17.2,89216.7,0.3,3630.91,62451.69,798800.64,2214.86,8000.0,19,"Dry storage, pest control","Peak: May-October, Limited: November-April",15,5,45,1.8
2023,Cross River,Cowpea,Cowpea Stalks,12967.54,7780.53,0.6,15.8,122932.31,0.25,5835.39,92199.23,1225432.81,3617.94,13000.0,25,"Covered storage, chopping beneficial","Peak: May-October, Limited: November-April",25,8,43,2.2
2023,Delta,Cowpea,Cowpea Pods,19049.09,7619.63,0.4,17.2,131057.71,0.3,5333.74,91740.4,1173423.66,3253.58,8000.0,19,"Dry storage, pest control","Peak: May-October, Limited: November-April",15,5,45,1.8
2023,Delta,Cowpea,Cowpea Stalks,19049.09,11429.45,0.6,15.8,180585.33,0.25,8572.09,135439.0,1800138.57,5314.69,13000.0,25,"Covered storage, chopping beneficial","Peak: May-October, Limited: November-April",25,8,43,2.2
2023,Ebonyi,Cowpea,Cowpea Pods,5590.15,2236.06,0.4,17.2,38460.25,0.3,1565.24,26922.18,344353.43,954.8,8000.0,19,"Dry storage, pest control","Peak: May-October, Limited: November-April",15,5,45,1.8
2023,Ebonyi,Cowpea,Cowpea Stalks,5590.15,3354.09,0.6,15.8,52994.65,0.25,2515.57,39745.99,528269.47,1559.65,13000.0,25,"Covered storage, chopping beneficial","Peak: May-October, Limited: November-April",25,8,43,2.2
2023,Edo,Cowpea,Cowpea Pods,6831.65,2732.66,0.4,17.2,47001.74,0.3,1912.86,32901.22,420829.56,1166.85,8000.0,19,"Dry storage, pest control","Peak: May-October, Limited: November-April",15,5,45,1.8
2023,Edo,Cowpea,Cowpea Stalks,6831.65,4098.99,0.6,15.8,64764.03,0.25,3074.24,48573.02,645590.8,1906.03,13000.0,25,"Covered storage, chopping beneficial","Peak: May-October, Limited: November-April",25,8,43,2.2
2023,Ekiti,Cowpea,Cowpea Pods,11782.99,4713.19,0.4,17.2,81066.94,0.3,3299.24,56746.86,725831.9,2012.53,8000.0,19,"Dry storage, pest control","Peak: May-October, Limited: November-April",15,5,45,1.8
2023,Ekiti,Cowpea,Cowpea Stalks,11782.99,7069.79,0.6,15.8,111702.7,0.25,5302.34,83777.03,1113492.12,3287.45,13000.0,25,"Covered storage, chopping beneficial","Peak: May-October, Limited: November-April",25,8,43,2.2
2023,Enugu,Cowpea,Cowpea Pods,19008.13,7603.25,0.4,17.2,130775.9,0.3,5322.28,91543.13,1170900.52,3246.59,8000.0,19,"Dry storage, pest control","Peak: May-October, Limited: November-April",15,5,45,1.8
2023,Enugu,Cowpea,Cowpea Stalks,19008.13,11404.88,0.6,15.8,180197.03,0.25,8553.66,135147.77,1796267.84,5303.27,13000.0,25,"Covered storage, chopping beneficial","Peak: May-October, Limited: November-April",25,8,43,2.2
2023,FCT,Cowpea,Cowpea Pods,9742.34,3896.94,0.4,17.2,67027.31,0.39,2377.13,40886.66,522968.9,1450.05,10400.0,19,"Dry storage, pest control","Peak: May-October, Limited: November-April",15,5,45,1.8
2023,FCT,Cowpea,Cowpea Stalks,9742.34,5845.4,0.6,15.8,92357.4,0.325,3945.65,62341.24,828586.15,2446.3,16900.0,25,"Covered storage, chopping beneficial","Peak: May-October, Limited: November-April",25,8,43,2.2
