year,state,livestock_type,population,daily_manure_per_animal_kg,total_daily_manure_tonnes,annual_manure_tonnes,collection_efficiency_percent,collectible_manure_tonnes,biogas_yield_m3_per_kg,annual_biogas_potential_m3,methane_content_percent,annual_methane_potential_m3,sofc_potential_mwh_per_year,manure_collection_cost_naira_per_tonne,biogas_plant_investment_naira_per_m3,land_requirement_hectares,water_requirement_liters_per_day,feed_requirement_tonnes_per_year
2022,Borno,Goats,2383487,1.5,3575.23,1304959.55,20.0,260991.91,0.035,9134716.82,58,5298135.76,31637.5,12000.0,100634.47610849312,238348.77560115262,11917438.780057631,953395.1024046105
2022,Cross River,Goats,185638,1.5,278.46,101637.14,20.0,20327.43,0.035,711460.0,58,412646.8,2464.1,12000.0,113419.20902968777,18563.861660936313,928193.0830468156,74255.44664374525
2022,Delta,Goats,195323,1.5,292.99,106939.72,20.0,21387.94,0.035,748578.06,58,434175.27,2592.65,12000.0,95163.76194687745,19532.3694766768,976618.4738338399,78129.4779067072
2022,Ebonyi,Goats,146498,1.5,219.75,80207.68,20.0,16041.54,0.035,561453.75,58,325643.17,1944.56,12000.0,80773.10523670404,14649.804241479265,732490.2120739631,58599.21696591706
2022,Edo,Goats,250085,1.5,375.13,136922.0,20.0,27384.4,0.035,958453.99,58,555903.32,3319.54,12000.0,96545.70699674542,25008.584301794766,1250429.2150897384,100034.33720717907
2022,Ekiti,Goats,162008,1.5,243.01,88699.64,20.0,17739.93,0.035,620897.46,58,360120.53,2150.44,12000.0,96171.58989019477,16200.847003615077,810042.3501807539,64803.38801446031
2022,Enugu,Goats,141478,1.5,212.22,77459.21,20.0,15491.84,0.035,542214.5,58,314484.41,1877.92,12000.0,103805.26699622726,14147.801701723358,707390.0850861678,56591.20680689343
2022,FCT,Goats,292676,1.5,439.01,160240.12,26.0,41662.43,0.035,1458185.08,58,845747.35,5050.33,16800.0,98563.80637814016,29267.601629591212,1463380.0814795606,117070.40651836485
2022,Gombe,Goats,1686582,1.5,2529.87,923403.76,20.0,184680.75,0.035,6463826.34,58,3749019.28,22387.04,12000.0,100761.29120518194,168658.22156619985,8432911.078309992,674632.8862647994
2022,Imo,Goats,123200,1.5,184.8,67452.36,20.0,13490.47,0.035,472166.51,58,273856.57,1635.32,12000.0,92474.55431667533,12320.06537626393,616003.2688131965,49280.26150505572
2022,Jigawa,Goats,2607376,1.5,3911.07,1427538.88,20.0,285507.78,0.035,9992772.17,58,5795807.86,34609.32,12000.0,110916.85927504461,260737.6953496676,13036884.76748338,1042950.7813986704
2022,Kaduna,Goats,1846551,1.5,2769.83,1010986.94,26.0,262856.61,0.035,9199981.18,58,5335989.08,31863.54,12000.0,119040.55293116855,184655.14937485242,9232757.46874262,738620.5974994097
2022,Kano,Goats,2598634,1.5,3897.95,1422752.18,26.0,369915.57,0.035,12947044.8,58,7509285.98,44841.25,16800.0,80677.90659558323,259863.41106536594,12993170.553268297,1039453.6442614638
2022,Katsina,Goats,3316067,1.5,4974.1,1815547.16,20.0,363109.43,0.035,12708830.11,58,7371121.46,44016.21,12000.0,112286.2214945953,331606.7869368954,16580339.346844768,1326427.1477475816
2022,Kebbi,Goats,1972680,1.5,2959.02,1080042.65,20.0,216008.53,0.035,7560298.55,58,4384973.16,26184.6,12000.0,90623.31331834424,197268.06402031548,9863403.201015774,789072.2560812619
2022,Kogi,Goats,439756,1.5,659.63,240766.75,20.0,48153.35,0.035,1685367.24,58,977513.0,5837.16,12000.0,91732.34443122259,43975.661725956124,2198783.086297806,175902.6469038245
2022,Kwara,Goats,570343,1.5,855.51,312262.81,20.0,62452.56,0.035,2185839.64,58,1267786.99,7570.51,12000.0,100718.42110850316,57034.302508304376,2851715.1254152185,228137.2100332175
2022,Lagos,Goats,83899,1.5,125.85,45934.81,26.0,11943.05,0.035,418006.8,58,242443.95,1447.74,16800.0,94869.5717962532,8389.920309713314,419496.0154856657,33559.681238853256
2022,Nasarawa,Goats,694783,1.5,1042.18,380394.2,20.0,76078.84,0.035,2662759.42,58,1544400.46,9222.29,12000.0,91992.02110260943,69478.39321291825,3473919.6606459124,277913.572851673
2022,Niger,Goats,1669922,1.5,2504.88,914282.81,20.0,182856.56,0.035,6399979.64,58,3711988.19,22165.91,12000.0,118967.77775265428,166992.2932486676,8349614.662433379,667969.1729946705
2022,Ogun,Goats,347002,1.5,520.5,189984.07,26.0,49395.86,0.035,1728855.0,58,1002735.9,5987.78,12000.0,80943.79858582116,34700.285942794726,1735014.2971397364,138801.1437711789
2022,Ondo,Goats,291954,1.5,437.93,159844.9,20.0,31968.98,0.035,1118914.31,58,648970.3,3875.29,12000.0,111327.93653194504,29195.41575008154,1459770.787504077,116781.66300032617
2022,Osun,Goats,228450,1.5,342.68,125076.48,20.0,25015.3,0.035,875535.36,58,507810.51,3032.36,12000.0,98319.83036014286,22845.0192610175,1142250.9630508749,91380.07704407
2022,Oyo,Goats,423814,1.5,635.72,232038.49,20.0,46407.7,0.035,1624269.46,58,942076.29,5625.55,12000.0,92116.62915332771,42381.46019887674,2119073.009943837,169525.84079550696
2022,Plateau,Goats,805388,1.5,1208.08,440950.24,20.0,88190.05,0.035,3086651.71,58,1790257.99,10690.42,12000.0,89129.41453974796,80538.85731195501,4026942.8655977505,322155.42924782005
2022,Rivers,Goats,123214,1.5,184.82,67459.79,26.0,17539.55,0.035,613884.13,58,356052.79,2126.15,16800.0,99363.08278840806,12321.423579821358,616071.1789910679,49285.69431928543
2022,Sokoto,Goats,3537617,1.5,5306.43,1936845.37,20.0,387369.07,0.035,13557917.62,58,7863592.22,46956.97,12000.0,98952.39313591787,353761.7121151228,17688085.60575614,1415046.8484604913
2022,Taraba,Goats,1206005,1.5,1809.01,660288.09,20.0,132057.62,0.035,4622016.62,58,2680769.64,16008.06,12000.0,118311.59203952816,120600.56413237187,6030028.206618594,482402.2565294875
2022,Yobe,Goats,2201560,1.5,3302.34,1205354.22,20.0,241070.84,0.035,8437479.53,58,4893738.13,29222.66,12000.0,111407.58172593634,220156.02161762925,11007801.080881462,880624.086470517
2022,Zamfara,Goats,2591423,1.5,3887.14,1418804.38,20.0,283760.88,0.035,9931630.69,58,5760345.8,34397.56,12000.0,101779.29331201052,259142.35326829753,12957117.663414877,1036569.4130731901
2022,Abia,Sheep,58179,2.0,116.36,42471.25,25.0,10617.81,0.038,403476.87,59,238051.35,1421.51,10000.0,83024.20162467004,8726.969099190106,465438.3519568057,34907.876396760425
2022,Adamawa,Sheep,947289,2.0,1894.58,691521.45,25.0,172880.36,0.038,6569453.75,59,3875977.71,23145.17,10000.0,89015.25072027063,142093.4480276265,7578317.22814008,568373.792110506
2022,Akwa Ibom,Sheep,60014,2.0,120.03,43810.29,25.0,10952.57,0.038,416197.78,59,245556.69,1466.33,10000.0,85632.11795570704,9002.114882274629,480112.7937213136,36008.459529098516
2022,Anambra,Sheep,43643,2.0,87.29,31860.08,25.0,7965.02,0.038,302670.78,59,178575.76,1066.35,10000.0,111252.8742298922,6546.592159434222,349151.5818364918,26186.368637736887
2022,Bauchi,Sheep,1338603,2.0,2677.21,977180.71,25.0,244295.18,0.038,9283216.71,59,5477097.86,32706.16,10000.0,85878.50838352839,200790.5560299713,10708829.654931804,803162.2241198852
2022,Bayelsa,Sheep,45251,2.0,90.5,33033.81,25.0,8258.45,0.038,313821.19,59,185154.5,1105.64,10000.0,105438.18828654914,6787.7691383395495,362014.354044776,27151.076553358198
2022,Benue,Sheep,317222,2.0,634.44,231572.35,25.0,57893.09,0.038,2199937.36,59,1297963.04,7750.71,10000.0,106965.21182144251,47583.36024972264,2537779.2133185407,190333.44099889055
2022,Borno,Sheep,1359233,2.0,2718.47,992240.74,25.0,248060.19,0.038,9426287.07,59,5561509.37,33210.22,10000.0,93807.68833976841,203885.08445457055,10873871.17091043,815540.3378182822
2022,Cross River,Sheep,80776,2.0,161.55,58966.87,25.0,14741.72,0.038,560185.26,59,330509.31,1973.62,10000.0,91620.18022685681,12116.480129451189,646212.2735707301,48465.920517804756
2022,Delta,Sheep,84690,2.0,169.38,61824.07,25.0,15456.02,0.038,587328.68,59,346523.92,2069.25,10000.0,115605.64549584058,12703.576284735931,677524.0685192497,50814.305138943724
2022,Ebonyi,Sheep,66556,2.0,133.11,48586.01,25.0,12146.5,0.038,461567.1,59,272324.59,1626.17,10000.0,82488.12904658812,9983.426802025182,532449.4294413431,39933.70720810073
2022,Edo,Sheep,98989,2.0,197.98,72262.54,25.0,18065.64,0.038,686494.16,59,405031.56,2418.62,10000.0,80313.66363087668,14848.467832290498,791918.2843888266,59393.87132916199
2022,Ekiti,Sheep,87432,2.0,174.87,63826.0,25.0,15956.5,0.038,606347.01,59,357744.73,2136.25,10000.0,97906.93701641673,13114.93163692086,699463.0206357791,52459.72654768344
2022,Enugu,Sheep,54291,2.0,108.58,39632.98,25.0,9908.24,0.038,376513.31,59,222142.85,1326.51,10000.0,118317.36484227082,8143.762999032119,434334.0266150464,32575.051996128477
2022,FCT,Sheep,160701,2.0,321.4,117311.91,32.5,38126.37,0.038,1448802.12,59,854793.25,5104.35,14000.0,89675.73176451557,24105.18743025957,1285609.9962805104,96420.74972103829
2022,Gombe,Sheep,865384,2.0,1730.77,631730.65,25.0,157932.66,0.038,6001441.17,59,3540850.29,21143.98,10000.0,107184.81330940432,129807.66774146238,6923075.612877994,519230.67096584954
2022,Imo,Sheep,43864,2.0,87.73,32020.9,25.0,8005.22,0.038,304198.51,59,179477.12,1071.74,10000.0,90988.15260191567,6579.636205792154,350913.9309755816,26318.544823168617
2022,Jigawa,Sheep,1632025,2.0,3264.05,1191378.4,25.0,297844.6,0.038,11318094.76,59,6677675.91,39875.34,10000.0,98386.59481610644,244803.7799129939,13056201.595359676,979215.1196519756
2022,Kaduna,Sheep,1074945,2.0,2149.89,784709.96,32.5,255030.74,0.038,9691168.04,59,5717789.15,34143.43,10000.0,97312.64008837877,161241.77322347407,8599561.238585284,644967.0928938963
2022,Kano,Sheep,1497175,2.0,2994.35,1092937.78,32.5,355204.78,0.038,13497781.62,59,7963691.15,47554.7,14000.0,86629.99119280624,224576.25671720627,11977400.358251002,898305.0268688251
2022,Katsina,Sheep,1955414,2.0,3910.83,1427452.91,25.0,356863.23,0.038,13560802.6,59,8000873.54,47776.74,10000.0,88367.41861631711,293312.24085582583,15643319.512310712,1173248.9634233033
2022,Kebbi,Sheep,1998904,2.0,3997.81,1459199.97,25.0,364799.99,0.038,13862399.7,59,8178815.83,48839.31,10000.0,113745.98656207294,299835.6100255824,15991232.53469773,1199342.4401023297
2022,Kogi,Sheep,233504,2.0,467.01,170457.97,25.0,42614.49,0.038,1619350.68,59,955416.9,5705.21,10000.0,111725.71495986957,35025.6095530829,1868032.5094977547,140102.4382123316
2022,Kwara,Sheep,285095,2.0,570.19,208119.69,25.0,52029.92,0.038,1977137.1,59,1166510.89,6965.75,10000.0,89679.08521268182,42764.320743401935,2280763.7729814365,171057.28297360774
2022,Lagos,Sheep,34894,2.0,69.79,25472.76,32.5,8278.65,0.038,314588.59,59,185607.27,1108.34,14000.0,87877.02817813713,5234.128905572073,279153.54163051053,20936.51562228829
2022,Nasarawa,Sheep,412738,2.0,825.48,301299.22,25.0,75324.8,0.038,2862342.56,59,1688782.11,10084.46,10000.0,119792.77175863803,61910.79807031727,3301909.2304169214,247643.1922812691
2022,Niger,Sheep,999109,2.0,1998.22,729350.14,25.0,182337.53,0.038,6928826.3,59,4088007.52,24411.29,10000.0,119245.74927167287,149866.46647560573,7992878.212032306,599465.8659024229
2022,Ogun,Sheep,161975,2.0,323.95,118242.08,32.5,38428.67,0.038,1460289.63,59,861570.88,5144.82,10000.0,90381.67132704362,24296.31690387154,1295803.568206482,97185.26761548615
2022,Ondo,Sheep,126192,2.0,252.38,92120.49,25.0,23030.12,0.038,875144.7,59,516335.37,3083.27,10000.0,103742.43741515143,18928.868782086513,1009539.6683779473,75715.47512834605
2022,Osun,Sheep,97408,2.0,194.82,71108.45,25.0,17777.11,0.038,675530.25,59,398562.85,2379.99,10000.0,104893.73058468985,14611.324852548778,779270.6588026015,58445.29941019511
2022,Oyo,Sheep,210153,2.0,420.31,153411.76,25.0,38352.94,0.038,1457411.71,59,859872.91,5134.68,10000.0,87604.3059913491,31522.964099867604,1681224.751992939,126091.85639947042
2022,Plateau,Sheep,457957,2.0,915.92,334309.1,25.0,83577.27,0.038,3175936.44,59,1873802.5,11189.3,10000.0,116315.95175118477,68693.65053333019,3663661.36177761,274774.60213332076
2022,Rivers,Sheep,57976,2.0,115.95,42323.01,32.5,13754.98,0.038,522689.2,59,308386.63,1841.51,14000.0,118405.42417621789,8696.509267787644,463813.82761534106,34786.037071150575
2022,Sokoto,Sheep,2426639,2.0,4853.28,1771446.65,25.0,442861.66,0.038,16828743.21,59,9928958.49,59290.18,10000.0,119092.31631966014,363995.887665059,19413114.008803148,1455983.550660236
2022,Taraba,Sheep,796082,2.0,1592.17,581140.55,25.0,145285.14,0.038,5520835.19,59,3257292.76,19450.73,10000.0,86466.85744947847,119412.44112076881,6368663.526441003,477649.76448307524
2022,Yobe,Sheep,1202552,2.0,2405.11,877863.58,25.0,219465.89,0.038,8339703.98,59,4920425.35,29382.02,10000.0,108733.24701488015,180382.92671962854,9620422.75838019,721531.7068785141
2022,Zamfara,Sheep,1668487,2.0,3336.97,1217995.74,25.0,304498.93,0.038,11570959.53,59,6826866.12,40766.22,10000.0,105624.6073419555,250273.09719481744,13347898.51705693,1001092.3887792698
2022,Abia,Poultry,4648108,0.15,697.22,254483.94,80.0,203587.15,0.08,16286972.4,65,10586532.06,63216.84,3000.0,86507.98975234263,4648.108561276107,1394432.568382832,185924.3424510443
2022,Adamawa,Poultry,649870,0.15,97.48,35580.42,80.0,28464.34,0.08,2277146.95,65,1480145.52,8838.6,3000.0,110865.07643914431,649.8707059289385,194961.21177868152,25994.82823715754
2022,Akwa Ibom,Poultry,3550447,0.15,532.57,194387.01,80.0,155509.61,0.08,12440768.56,65,8086499.57,48288.05,3000.0,80484.1246710443,3550.4476497122614,1065134.2949136784,142017.90598849044
2022,Anambra,Poultry,4803792,0.15,720.57,263007.64,80.0,210406.11,0.08,16832488.96,65,10941117.82,65334.23,3000.0,94281.17375880049,4803.792510187619,1441137.7530562854,192151.70040750474
2022,Bauchi,Poultry,997711,0.15,149.66,54624.69,80.0,43699.75,0.08,3495980.27,65,2272387.18,13569.42,3000.0,89147.07118414436,997.7112646938738,299313.3794081621,39908.450587754945
2022,Bayelsa,Poultry,364666,0.15,54.7,19965.48,80.0,15972.39,0.08,1277790.83,65,830564.04,4959.66,3000.0,88883.03482773283,364.6663326311836,109399.89978935508,14586.653305247344
2022,Benue,Poultry,1799678,0.15,269.95,98532.41,80.0,78825.93,0.08,6306074.1,65,4098948.16,24476.62,3000.0,113921.68358405936,1799.6786803004477,539903.6040901343,71987.14721201791
2022,Borno,Poultry,600892,0.15,90.13,32898.86,80.0,26319.09,0.08,2105526.94,65,1368592.51,8172.47,3000.0,83815.97109252843,600.8923907673549,180267.71723020644,24035.695630694194
2022,Cross River,Poultry,3733965,0.15,560.09,204434.62,80.0,163547.7,0.08,13083815.9,65,8504480.33,50783.99,3000.0,81166.79054581058,3733.965724883562,1120189.7174650684,149358.62899534247
2022,Delta,Poultry,6485708,0.15,972.86,355092.55,80.0,284074.04,0.08,22725923.31,65,14771850.15,88209.22,3000.0,106497.36046804272,6485.7087082704775,1945712.612481143,259428.34833081908
2022,Ebonyi,Poultry,1640137,0.15,246.02,89797.52,80.0,71838.02,0.08,5747041.56,65,3735577.01,22306.77,3000.0,91555.39755636663,1640.1374309005714,492041.2292701714,65605.49723602286
2022,Edo,Poultry,5797784,0.15,869.67,317428.71,80.0,253942.97,0.08,20315437.65,65,13205034.47,78853.07,3000.0,116781.24098624199,5797.784718418427,1739335.415525528,231911.38873673708
2022,Ekiti,Poultry,2861147,0.15,429.17,156647.82,80.0,125318.25,0.08,10025460.39,65,6516549.26,38913.18,3000.0,81796.45195982464,2861.1473725898104,858344.2117769431,114445.89490359242
2022,Enugu,Poultry,4359380,0.15,653.91,238676.09,80.0,190940.87,0.08,15275269.6,65,9928925.24,59289.98,3000.0,94868.96265609373,4359.380594373091,1307814.1783119272,174375.22377492365
2022,FCT,Poultry,2248933,0.15,337.34,123129.13,90.0,110816.22,0.08,8865297.3,65,5762443.25,34410.08,4200.0,110170.59893388092,2248.933867313576,674680.1601940728,89957.35469254304
2022,Gombe,Poultry,884807,0.15,132.72,48443.2,80.0,38754.56,0.08,3100365.0,65,2015237.25,12033.87,3000.0,118037.14378010193,884.8073626636168,265442.208799085,35392.29450654467
2022,Imo,Poultry,4808010,0.15,721.2,263238.59,80.0,210590.87,0.08,16847269.56,65,10950725.21,65391.6,3000.0,94284.84637202011,4808.0107187898775,1442403.2156369633,192320.4287515951
2022,Jigawa,Poultry,546873,0.15,82.03,29941.3,80.0,23953.04,0.08,1916243.04,65,1245557.97,7437.77,3000.0,90040.055330492,546.8730127815182,164061.90383445547,21874.92051126073
2022,Kaduna,Poultry,9311284,0.15,1396.69,509792.83,90.0,458813.55,0.08,36705083.73,65,23858304.42,142468.43,3000.0,94343.13846099493,9311.284558001631,2793385.367400489,372451.3823200652
2022,Kano,Poultry,711110,0.15,106.67,38933.28,90.0,35039.95,0.08,2803196.21,65,1822077.54,10880.43,4200.0,89615.95651574028,711.1101508569496,213333.0452570849,28444.406034277985
2022,Katsina,Poultry,539150,0.15,80.87,29518.48,80.0,23614.79,0.08,1889182.84,65,1227968.85,7332.74,3000.0,116729.56346701749,539.1503547751332,161745.10643253996,21566.014191005328
2022,Kebbi,Poultry,401912,0.15,60.29,22004.7,80.0,17603.76,0.08,1408300.55,65,915395.36,5466.23,3000.0,100238.31630939727,401.9122564325878,120573.67692977634,16076.490257303512
2022,Kogi,Poultry,1085025,0.15,162.75,59405.16,80.0,47524.13,0.08,3801930.04,65,2471254.53,14756.95,3000.0,81557.1985330267,1085.025696907313,325507.70907219383,43401.027876292515
2022,Kwara,Poultry,1251052,0.15,187.66,68495.14,80.0,54796.12,0.08,4383689.22,65,2849397.99,17015.01,3000.0,87008.8708842331,1251.05285992306,375315.85797691793,50042.11439692239
2022,Lagos,Poultry,12705764,0.15,1905.86,695640.6,90.0,626076.54,0.08,50086123.32,65,32555980.16,194406.08,4200.0,91299.14975908106,12705.764413048706,3811729.3239146112,508230.5765219482
2022,Nasarawa,Poultry,1780076,0.15,267.01,97459.18,80.0,77967.34,0.08,6237387.57,65,4054301.92,24210.02,3000.0,103264.89171956773,1780.0763614365273,534022.9084309582,71203.0544574611
2022,Niger,Poultry,1021154,0.15,153.17,55908.18,80.0,44726.55,0.08,3578123.78,65,2325780.46,13888.26,3000.0,103203.55338677819,1021.1540473899416,306346.2142169825,40846.16189559767
2022,Ogun,Poultry,17815459,0.15,2672.32,975396.43,90.0,877856.78,0.08,70228542.69,65,45648552.75,272587.59,3000.0,110351.05015029301,17815.459839963853,5344637.951989156,712618.3935985542
2022,Ondo,Poultry,2830625,0.15,424.59,154976.75,80.0,123981.4,0.08,9918511.79,65,6447032.67,38498.07,3000.0,94122.0156640121,2830.6255115594845,849187.6534678453,113225.02046237938
2022,Osun,Poultry,3575726,0.15,536.36,195771.05,80.0,156616.84,0.08,12529347.37,65,8144075.79,48631.86,3000.0,117858.26052601621,3575.726988992436,1072718.0966977307,143029.07955969745
2022,Oyo,Poultry,15320180,0.15,2298.03,838779.87,80.0,671023.9,0.08,53681911.67,65,34893242.59,208362.9,3000.0,96777.91975829254,15320.180271450601,4596054.08143518,612807.2108580241
2022,Plateau,Poultry,2217246,0.15,332.59,121394.25,80.0,97115.4,0.08,7769232.07,65,5050000.85,30155.78,3000.0,99053.42933204395,2217.246596174602,665173.9788523805,88689.86384698408
2022,Rivers,Poultry,7098969,0.15,1064.85,388668.57,90.0,349801.72,0.08,27984137.29,65,18189689.24,108618.64,4200.0,88187.20436229136,7098.969377686604,2129690.813305981,283958.7751074642
2022,Sokoto,Poultry,468051,0.15,70.21,25625.83,80.0,20500.66,0.08,1640052.94,65,1066034.41,6365.76,3000.0,87445.43591013392,468.05163891358694,140415.49167407607,18722.065556543475
2022,Taraba,Poultry,676264,0.15,101.44,37025.48,80.0,29620.38,0.08,2369630.63,65,1540259.91,9197.57,3000.0,114201.2080647974,676.2644477990372,202879.33433971112,27050.577911961485
2022,Yobe,Poultry,432743,0.15,64.91,23692.72,80.0,18954.17,0.08,1516333.91,65,985617.04,5885.55,3000.0,82846.33140693732,432.74369653857354,129823.10896157206,17309.747861542943
2022,Zamfara,Poultry,367544,0.15,55.13,20123.04,80.0,16098.43,0.08,1287874.63,65,837118.51,4998.8,3000.0,117631.38082012432,367.5441294916418,110263.23884749252,14701.765179665672
2022,Abia,Pigs,85485,4.0,341.94,124808.5,70.0,87365.95,0.06,5241957.1,62,3250013.4,19407.26,4000.0,96376.48287268073,854.8527557158808,1282279.1335738213,68388.22045727046
2022,Adamawa,Pigs,90148,4.0,360.6,131617.51,70.0,92132.25,0.06,5527935.29,62,3427319.88,20466.04,4000.0,113433.03711642063,901.4897738546081,1352234.660781912,72119.18190836864
2022,Akwa Ibom,Pigs,412510,4.0,1650.04,602264.94,70.0,421585.46,0.06,25295127.41,62,15682979.0,93649.97,4000.0,107744.7222989518,4125.1023178690375,6187653.476803556,330008.185429523
2022,Anambra,Pigs,112495,4.0,449.98,164242.91,70.0,114970.04,0.06,6898202.2,62,4276885.36,25539.16,4000.0,106186.02747463818,1124.9514348889147,1687427.152333372,89996.11479111318
2022,Bauchi,Pigs,29437,4.0,117.75,42978.07,70.0,30084.65,0.06,1805078.88,62,1119148.91,6682.93,4000.0,115035.32334068228,294.37033329893,441555.499948395,23549.6266639144
2022,Bayelsa,Pigs,43017,4.0,172.07,62805.26,70.0,43963.68,0.06,2637820.77,62,1635448.88,9765.98,4000.0,91298.89705480015,430.1729893747611,645259.4840621416,34413.839149980886
2022,Benue,Pigs,836027,4.0,3344.11,1220600.78,70.0,854420.55,0.06,51265232.86,62,31784444.37,189798.9,4000.0,81502.8436159563,8360.279331089361,12540418.99663404,668822.3464871489
2022,Borno,Pigs,19524,4.0,78.1,28505.89,70.0,19954.12,0.06,1197247.32,62,742293.34,4432.56,4000.0,110621.87002063444,195.24581293546075,292868.7194031911,15619.66503483686
2022,Cross River,Pigs,432172,4.0,1728.69,630971.36,70.0,441679.95,0.06,26500797.0,62,16430494.14,98113.71,4000.0,96662.63313929169,4321.721623787522,6482582.435681282,345737.72990300175
2022,Delta,Pigs,321567,4.0,1286.27,469489.17,70.0,328642.42,0.06,19718544.98,62,12225497.89,73003.83,4000.0,82185.3768000389,3215.6792199746633,4823518.829961995,257254.33759797306
2022,Ebonyi,Pigs,128485,4.0,513.94,187589.2,70.0,131312.44,0.06,7878746.38,62,4884822.76,29169.43,4000.0,89045.01324998688,1284.8575308465563,1927286.2962698343,102788.6024677245
2022,Edo,Pigs,287084,4.0,1148.34,419143.26,70.0,293400.28,0.06,17604017.0,62,10914490.54,65175.23,4000.0,92157.7004902011,2870.8442602212563,4306266.390331885,229667.54081770053
2022,Ekiti,Pigs,201911,4.0,807.64,294790.09,70.0,206353.07,0.06,12381183.96,62,7676334.05,45838.77,4000.0,80058.95288345245,2019.110234224856,3028665.351337284,161528.81873798848
2022,Enugu,Pigs,78122,4.0,312.49,114058.8,70.0,79841.16,0.06,4790469.76,62,2970091.25,17735.72,4000.0,118673.81999197142,781.224682976999,1171837.0244654985,62497.974638159925
2022,FCT,Pigs,79725,4.0,318.9,116399.36,90.0,104759.42,0.06,6285565.47,62,3897050.59,23271.0,5600.0,106521.8876721369,797.2558946130802,1195883.8419196203,63780.471569046415
2022,Gombe,Pigs,27805,4.0,111.22,40596.23,70.0,28417.36,0.06,1705041.79,62,1057125.91,6312.56,4000.0,113937.01516362099,278.056390663525,417084.5859952875,22244.511253082004
2022,Imo,Pigs,94551,4.0,378.21,138045.78,70.0,96632.04,0.06,5797922.66,62,3594712.05,21465.61,4000.0,92117.23622561718,945.5190240981698,1418278.5361472545,75641.52192785358
2022,Jigawa,Pigs,10178,4.0,40.72,14860.99,70.0,10402.69,0.06,624161.41,62,386980.07,2310.83,4000.0,108504.85332394051,101.78757422825953,152681.36134238928,8143.005938260762
2022,Kaduna,Pigs,56077,4.0,224.31,81873.32,90.0,73685.99,0.06,4421159.16,62,2741118.68,16368.43,4000.0,87264.5587102641,560.7761489928023,841164.2234892034,44862.09191942419
2022,Kano,Pigs,15412,4.0,61.65,22502.35,90.0,20252.11,0.06,1215126.88,62,753378.66,4498.76,5600.0,116077.607869966,154.12568215779694,231188.5232366954,12330.054572623754
2022,Katsina,Pigs,11194,4.0,44.78,16343.6,70.0,11440.52,0.06,686431.23,62,425587.36,2541.37,4000.0,119394.33611049903,111.94247098668224,167913.70648002336,8955.39767893458
2022,Kebbi,Pigs,11083,4.0,44.33,16182.08,70.0,11327.46,0.06,679647.33,62,421381.35,2516.25,4000.0,95727.80804111689,110.83616025372442,166254.24038058662,8866.892820297953
2022,Kogi,Pigs,161077,4.0,644.31,235172.86,70.0,164621.0,0.06,9877260.07,62,6123901.24,36568.51,4000.0,106440.57016989282,1610.7730056033988,2416159.508405098,128861.8404482719
2022,Kwara,Pigs,57948,4.0,231.79,84604.61,70.0,59223.23,0.06,3553393.53,62,2203103.99,13155.7,4000.0,101779.8783641546,579.4836149626012,869225.4224439018,46358.6891970081
2022,Lagos,Pigs,55588,4.0,222.35,81158.61,90.0,73042.75,0.06,4382564.98,62,2717190.29,16225.54,5600.0,86692.85216004241,555.8808953534008,833821.3430301012,44470.47162827206
2022,Nasarawa,Pigs,224088,4.0,896.36,327169.78,70.0,229018.84,0.06,13741130.59,62,8519500.96,50873.69,4000.0,103350.91122056446,2240.8888756067095,3361333.313410064,179271.1100485368
2022,Niger,Pigs,115012,4.0,460.05,167918.0,70.0,117542.6,0.06,7052555.99,62,4372584.72,26110.63,4000.0,81696.89192827567,1150.1232863614075,1725184.9295421112,92009.8629089126
2022,Ogun,Pigs,183060,4.0,732.24,267269.02,90.0,240542.12,0.06,14432527.32,62,8948166.94,53433.44,4000.0,104062.15517199296,1830.6097570072532,2745914.6355108796,146448.78056058026
2022,Ondo,Pigs,255917,4.0,1023.67,373640.01,70.0,261548.01,0.06,15692880.48,62,9729585.9,58099.64,4000.0,108576.96656284969,2559.178160077957,3838767.240116935,204734.25280623656
2022,Osun,Pigs,134683,4.0,538.74,196638.41,70.0,137646.89,0.06,8258813.1,62,5120464.12,30576.54,4000.0,84100.63856265898,1346.8384051010505,2020257.6076515757,107747.07240808404
2022,Oyo,Pigs,160506,4.0,642.03,234340.03,70.0,164038.02,0.06,9842281.17,62,6102214.33,36439.01,4000.0,100355.62222364223,1605.0686839067805,2407603.025860171,128405.49471254245
2022,Plateau,Pigs,516581,4.0,2066.33,754209.72,70.0,527946.8,0.06,31676808.05,62,19639620.99,117276.82,4000.0,117316.99450278688,5165.819969121668,7748729.953682502,413265.59752973344
2022,Rivers,Pigs,397944,4.0,1591.78,580999.17,90.0,522899.25,0.06,31373955.21,62,19451852.23,116155.57,5600.0,107888.37527638547,3979.4463739570365,5969169.560935555,318355.70991656295
2022,Sokoto,Pigs,13199,4.0,52.8,19270.95,70.0,13489.67,0.06,809380.07,62,501815.65,2996.56,4000.0,98468.64575252477,131.9928364363713,197989.25465455695,10559.426914909705
2022,Taraba,Pigs,138027,4.0,552.11,201519.7,70.0,141063.79,0.06,8463827.54,62,5247573.08,31335.57,4000.0,107783.81709013142,1380.2719409835258,2070407.9114752887,110421.75527868206
