anode_material,cathode_material,tab_thickness_um,surface_finish,welding_technique,power_w,amplitude_um,force_n,time_ms,speed_mm_s,pulse_frequency_hz,preheat_temp_c,material_compatibility,weld_strength_mpa,contact_resistance_ohm,weld_width_mm,penetration_depth_mm,porosity_percent,thermal_cycles_to_failure,resistance_degradation_rate,strength_retention_percent,primary_failure_mode
Ni,Al,259.02170133274205,Coated,USW,157.09437751687418,98.05789668648409,507.8761606633693,597.1410451607371,23.976217138787476,555.6822698219486,158.52348921844285,0.4565,52.99395697646175,0.0008741716566562711,0.4940509429126715,0.03299021243092441,0.06669782289763107,198.26342294633392,6.034714090754538e-05,0.4180433554235171,Mechanical_Fatigue
Cu,Ni,455.5929493236129,Coated,USW,1983.6159023795185,28.189572583743573,2708.979819512575,682.4380170681168,35.60483868050548,260.6129004193216,161.3557689810303,0.505,172.81120281663263,0.00032365339907357423,1.7530484320450062,0.12975531361157772,0.06995267383463541,687.5472861194429,5.172056700059379e-05,0.4723050978999973,Thermal_Fatigue
Steel,Al,150.9412591876033,Coated,Laser,4340.116942957675,32.811011058313696,2286.843335401524,432.04340457835343,22.411308973061647,73.54645329339938,41.8066733066826,0.393,134.4410750832416,0.0004141171456193144,1.8196532438256234,0.1603343587901756,0.05395324404504796,609.3413384898022,6.808649901743273e-05,0.4103434082645008,Thermal_Fatigue
Steel,Steel,64.18498338820082,Anodized,USW,1227.617364279827,53.61630706780451,315.9935882790528,905.6953076266042,12.472849767950363,953.1360528631251,92.62200305061592,1.0,161.78697085258145,0.0014342092535090695,1.7132203203400884,0.07857600516116875,0.0410943036409891,1404.6122831694722,0.0,0.9253814015890173,Delamination
Ni,Steel,245.03393017106438,Rough,USW,3487.8596173075302,69.44500690927795,2645.148673298459,277.65723919820977,21.326094916838784,845.2876350537857,35.62680184053312,0.9365,335.8056566598897,0.00031595143502490284,1.5631073344897137,0.1901518399257829,0.03929688045904111,3034.2411504183037,7.636988895763544e-06,0.8591023017554947,Delamination
Steel,Ni,366.9943192914179,Plated,Friction_Stir,2432.3773091927524,49.65981469826946,627.8125002641552,103.15981953910337,30.027933112940314,46.29266896039665,223.61990327611775,0.9365,75.79317103541528,0.0005263950672433086,1.1721993820123224,0.16134792686640573,0.022879021518014016,784.5153560744427,4.503155887736653e-06,0.9637100814175674,Mechanical_Fatigue
Ti,Steel,254.5085780786613,Anodized,USW,3755.7810261024274,41.66348784208835,2180.2988000842374,978.1941532255797,46.88322353799365,272.1426656250718,221.19862488034158,0.888,1297.197386788341,0.0005879110118710585,2.987926776081533,0.10708566335238966,0.056943960656319945,9540.06418568924,1.1080095912027487e-05,0.7727201970865883,Delamination
Al,Steel,256.9902410800696,Rough,Friction_Stir,908.3867069919903,58.60782799696538,1425.0232601699067,655.4392422086883,25.47279481260529,630.8462630472839,101.11453166104648,0.393,117.09702621567621,0.00046238512441131274,1.8598904685948212,0.09180740196987607,0.03185742664655639,593.6292467683045,7.445480771229486e-05,0.4458132097147209,Thermal_Fatigue
Al,Ni,351.4122685572438,Polished,Electron_Beam,1271.5460910186023,96.24684862396916,4855.306975751176,662.6055685520747,44.50528680056564,322.0394403245533,182.62440555962132,0.4565,233.71423392147926,0.0001228817048785507,0.8187211581122318,0.07544812044252332,0.02944838509441988,1109.1885256814674,3.96164736933278e-05,0.46396720461410007,Thermal_Fatigue
Cu,Ti,164.47496372737203,Anodized,Laser,1288.369900533667,96.57567966044563,270.1928607008199,819.3513687153353,49.243242543778564,282.5215782728411,140.2600291625261,0.3295,83.93875093072326,0.001231550275996943,1.453971992171248,0.04819258431612212,0.05322614502296431,304.15340205067275,6.153071922845967e-05,0.3343173841021556,Mechanical_Fatigue
Steel,Al,388.35040623888983,Anodized,USW,2787.482486190232,39.52403097205553,2844.113856845755,427.22703222404806,28.391903069738078,596.2653596712157,63.15899444184939,0.393,156.06166697439215,0.0004701989549345461,1.6900153654666852,0.1681187509014024,0.06752319786006587,548.1110552299964,5.831655640343829e-05,0.3792768406184669,Thermal_Fatigue
Cu,Ti,118.90108890758005,Anodized,Laser,1519.1598432446317,71.2142776936395,844.4095783191891,392.37320877534614,8.2063764112042,195.14812450803743,208.0002269092664,0.3295,156.7059475549754,0.0008807774586615434,0.9180476059585219,0.14021806366214185,0.062101834020778394,460.7600322256815,6.43621691670003e-05,0.3362288473232161,Thermal_Fatigue
Al,Ti,228.08777237869447,Anodized,Laser,4077.4396268899727,74.9721067292369,1664.5411466991804,949.6535573405778,43.89033421614714,648.8783427822036,236.7019344718761,0.281,304.65301545699907,0.0006901934218868155,2.5901948315552774,0.11808366147689277,0.06318996429224794,703.5947382929999,7.166621393271695e-05,0.2724932775265636,Thermal_Fatigue
Al,Al,345.20364881191307,Polished,Laser,1799.2916736104307,68.80754154352206,1001.1147605008862,392.91354225569717,43.25545891122735,90.21818993958802,113.70441171649644,1.0,107.91433578772785,0.00034072479331584746,1.0390484835460134,0.09811898332818919,0.032565778619984005,1051.5877399154795,0.0,0.9533527952979225,Mechanical_Fatigue
Steel,Ti,422.76605325358895,Coated,Resistance_Spot,3338.1706290728985,20.17092288030735,4976.219710590542,87.69305880242007,43.55946827114127,325.62803014283026,163.28970230100424,0.888,588.9377170619653,0.00024891522288013806,1.0019225054743115,0.12570365309779558,0.06109186166184677,3310.432969559518,1.153546896323837e-05,0.6986227509755079,Delamination
Ti,Ni,406.1889820242749,Anodized,Friction_Stir,4747.659241874346,58.552808650277974,258.5741288547175,314.75119608275844,47.57690445081756,116.46498883376324,70.8883313147438,0.8245,141.31327779081184,0.0015928583643802076,2.9077134391911517,0.14539988708980858,0.025397711864984285,1472.1061380076885,1.6156765321377312e-05,0.8724774464956732,Mechanical_Fatigue
Ti,Al,374.75851968846405,Rough,Laser,3073.9262166360218,78.69264468538208,2752.6466497892693,874.8059149300827,14.545337457083203,297.30616189066234,36.85119812142179,0.281,380.30358713783033,0.00029116043652838576,2.0208693646293385,0.2939424841249696,0.05438626801576137,1362.3097042129366,8.911036443777459e-05,0.27108252668589017,Thermal_Fatigue
Steel,Cu,211.59337259137598,Coated,Electron_Beam,1286.5522588478298,28.0728600834013,3079.4093018260965,104.01045036107483,17.338097228043857,683.1186028083956,93.72607938839367,0.4415,69.60329191510239,0.0002937962621026394,0.33753337597893734,0.11800767660656525,0.025385351680936863,339.0253675850446,5.639160926044958e-05,0.41057135634436775,Mechanical_Fatigue
Steel,Ti,105.03694233217573,Polished,USW,4169.237698363839,41.338794734873645,3883.622688908209,719.5382332754772,34.667752574700046,764.1303164145558,249.44568240451224,0.888,1769.3328762098915,0.00014149125189628434,2.7183238524382056,0.09455674496737936,0.05440067155057571,11292.104363681316,9.110941091861274e-06,0.7555324236477068,Delamination
Cu,Steel,147.57539796184577,Plated,Laser,161.45835141448623,28.34203950928733,3167.319230025773,273.7371162384773,28.631264038742156,145.85641258596007,235.64899907419988,0.4415,144.4492921698161,0.0001660382834057427,0.284529239132066,0.02471963161583001,0.05641598944184461,561.7986516822704,4.296952392379813e-05,0.4403605197658542,Thermal_Fatigue
Steel,Al,439.17521655941823,Polished,Laser,1357.0320910121068,89.82356990102518,1233.5998432402778,748.3126678570715,43.55008607950402,746.4756938413796,86.00130482325815,0.393,104.04813292222205,0.0003038171849364185,1.2623765551435169,0.08629821493788235,0.04552859724681661,507.93758236431216,5.51826593218798e-05,0.3653298154630476,Thermal_Fatigue
Ti,Cu,435.79911655969676,Plated,USW,1998.7033938841416,87.26784544485727,3030.390526684602,519.4089137642266,13.470808436200437,85.20203103768907,37.551986425756255,0.3295,403.1101006214248,0.0001888056500987784,1.5967239615894826,0.25078721777180546,0.06951566827990921,1166.9091259208083,4.5223813780618776e-05,0.2793499779467073,Thermal_Fatigue
Steel,Steel,478.2023836425571,Rough,Electron_Beam,1060.2964207025616,25.228280829323786,4877.337695709298,640.2099637890796,33.26206203194696,217.33075286741825,251.94624706313837,1.0,902.6283696496006,0.0001820574715474724,0.8238574908687294,0.0950322242198596,0.019381179982545942,8860.388075402538,0.0,1.0502660543404525,Delamination
Cu,Cu,84.19489335299372,Plated,Laser,3059.6886534411537,78.44952113060715,4257.413666163325,250.76427487084555,47.08008285258891,500.82632348904923,193.88911672046189,1.0,156.45081356866882,0.00011371511511811966,0.9987271246337713,0.05484035408541392,0.034254663601113844,1446.7626043929936,0.0,1.0288536006624034,Mechanical_Fatigue
Cu,Ti,291.56408837485526,Anodized,Laser,2834.2030230072332,42.757846106742036,2322.13585789049,176.43742448297175,11.577720497130453,971.2940124100666,44.978672592582484,0.3295,192.6638713545236,0.00048590698907093744,0.9226561253598653,0.2790352284164354,0.0538050059922764,689.581445049045,6.412498409977182e-05,0.31844424514361946,Thermal_Fatigue
Cu,Steel,341.9073702069051,Coated,Electron_Beam,2091.8331853499712,71.7553885400251,2439.3002670914993,72.67541223552126,16.037102268577375,973.5837086517826,219.06904120622545,0.4415,48.1056293298106,0.0003500352801991487,0.38240453654427886,0.20429870867203515,0.026854401300817784,206.15014432803503,5.6738894354661115e-05,0.5019475523601148,Mechanical_Fatigue
Cu,Ti,369.79581968008546,Coated,Laser,1542.459288606536,54.4031331463275,751.2511483494386,827.3210229164497,20.963471015074617,478.8672463185388,165.54357791485486,0.3295,191.8493158957877,0.0007096744202953388,1.4368974981066007,0.14947240601943743,0.06027468729357919,651.3349892632234,7.70168777748551e-05,0.3304613595108007,Thermal_Fatigue
Ni,Steel,339.7384557546936,Anodized,Electron_Beam,2226.145492473908,52.478104101384176,2892.6331018962187,713.3797577985966,5.267634580876243,805.1818939980394,58.582489288451846,0.9365,571.617532955381,0.0005098670954440162,1.1748603931641282,0.34377438925716397,0.015318332927360576,6918.471639806248,5.621306890284757e-06,0.92501176216637,Delamination
Steel,Al,396.5051254560269,Coated,Laser,1526.8910578924033,89.31563311391456,1473.1926256826118,300.4186201211335,9.66661577326277,553.8043417010216,26.00092771117138,0.393,82.75174132843757,0.0005163211793995084,0.858535701667061,0.25531935877293893,0.04734476058570558,360.4230119656382,6.588032098643075e-05,0.4294252389252981,Mechanical_Fatigue
Al,Ni,211.76220933020372,Polished,USW,1184.166690563926,67.32678390173888,629.759851581024,838.5442316893208,19.722587857935103,751.9458646613177,255.24371724497456,0.4565,75.08540625395067,0.0004180178703743169,1.552267894140877,0.11276392399809824,0.07855832446163008,223.97724903727726,4.809575715240725e-05,0.41766889344204017,Mechanical_Fatigue
Steel,Ni,130.74474746096695,Anodized,Electron_Beam,1821.2236483157976,31.219114848873872,2423.6260865298564,835.359697159888,4.645275586807293,653.4324642039993,99.72081349156434,0.9365,545.8133839455915,0.0005689598563422071,1.1853983944265594,0.21785836374850373,0.016716963860981537,6472.332730976433,5.461665454010892e-06,1.0995683525628381,Delamination
Ni,Cu,142.06251746769735,Anodized,USW,3051.44435155887,19.96830619141364,320.8492917085959,146.38155271774878,18.769588204433585,697.4723947247304,173.29990984304774,0.505,18.139658531255897,0.0011581630451132233,1.0443660830479684,0.14460875829954614,0.0594884395825731,97.27901226047125,4.7019637324129044e-05,0.47945714860685795,Mechanical_Fatigue
Cu,Steel,55.390410261573955,Coated,USW,3277.115197923409,94.00661587102351,688.6455428064581,716.5505595317513,12.96294756789018,440.1692719972286,61.756541205498095,0.4415,78.74892380929725,0.0007658619069987881,2.5540369332848822,0.11704680937518121,0.06818107858755328,317.3354555825696,5.9746312923720824e-05,0.40798745103842604,Mechanical_Fatigue
Ni,Ti,207.64484244780004,Plated,Laser,1557.001089211767,23.804735638440597,1173.3155307823704,299.35907689917417,43.36101992966228,833.2836585942656,209.9734529756105,0.8245,441.2950184081624,0.00037205733383181236,0.8476252128221778,0.06639264453140016,0.04123871397966618,3697.3371228138603,1.3589202075043688e-05,0.7974205723743119,Delamination
Ti,Al,91.28482289598978,Rough,Electron_Beam,4742.250378014946,76.06688247332679,4954.109622708073,472.51747808867634,30.816183538143758,446.20888093350686,35.18386812446758,0.281,432.1352415184706,0.00017437625389304725,1.4068591030970927,0.09274330411735965,0.025882368947705285,1422.6423727339156,9.646706129066576e-05,0.3120992171365944,Thermal_Fatigue
Ti,Al,194.6699117555859,Plated,Resistance_Spot,1383.600226596259,54.62645654195361,4061.559841324418,435.8433645689754,45.02601143121923,706.0622639613352,254.17569887312166,0.281,362.38734412582215,0.00015156659108058528,1.5304236146731214,0.05767542270558779,0.1097795868304344,551.9164167182721,5.487692257843305e-05,0.1935690486331203,Thermal_Fatigue
Steel,Al,332.6945347248115,Polished,USW,3589.4473398736536,22.605884446810563,2754.615848191702,604.1819120460285,10.94146189007042,870.3774950188357,178.7264330046822,0.393,189.58418516342095,0.00020066036344089415,2.4085231406975653,0.3163602120437991,0.07528887441604715,500.1104278463034,5.361904544472074e-05,0.3098251767927137,Thermal_Fatigue
Steel,Ni,452.515125014069,Anodized,USW,499.25227880019986,79.89900468312595,1239.570382733893,353.66069936571705,5.001219550489722,655.9227980769402,47.91648141014673,0.9365,236.6177823262408,0.0008379298103245733,0.6693571712786038,0.19358904876270572,0.044518261085139746,2299.734279714147,6.193829856854865e-06,0.9546803032854033,Delamination
Al,Ti,427.8224529457324,Anodized,USW,3357.7382758820636,91.40360825374907,2642.707455364047,82.52142265560344,18.348312773384677,510.2552517682272,175.6431024044752,0.281,105.88560691035616,0.0004810177510762383,0.8192891080706598,0.27564631591848215,0.07633787010495144,234.1672080093092,7.145727184996164e-05,0.23212083658127783,Thermal_Fatigue
Al,Al,163.7033953809096,Polished,Laser,2353.7488684285377,20.93559467168332,3280.0857217825514,675.923656331694,3.7648351304181196,528.7888408071188,137.30653021721832,1.0,271.1082115033764,0.0001419408297994006,1.580030487148174,0.2872081456938585,0.03685652200188909,2976.751883717714,0.0,0.9430874471399364,Delamination
Ti,Al,110.33741398912113,Rough,Laser,2888.6284387526375,16.037994527227625,122.36319341047047,960.9652487524772,44.292188702701004,709.1071454482754,96.6207822069858,0.281,38.65107639783481,0.0010007187351759829,2.40441923714486,0.06283486854791938,0.05715289670247553,120.3353628464855,9.131739626709602e-05,0.26039384116544073,Mechanical_Fatigue
Cu,Cu,136.8825232085291,Anodized,USW,1001.9560316179405,86.48649561822138,4940.6786599998995,671.1890642561596,10.219449503353955,93.0695684054947,208.58080222368724,1.0,266.8622832751655,0.0002498603371382799,1.3601820782845118,0.12125991712851479,0.05085986046668825,1956.3579940098543,0.0,0.8739371513805031,Delamination
Ni,Steel,486.9439933566231,Plated,Laser,2224.463446040192,55.085809505778755,3171.2269025876153,544.2092511775086,7.912552558700111,636.9182642149397,246.81645718773277,0.9365,522.1631340335318,0.000194543409810959,1.4237690820111923,0.40038266682580553,0.037989559302543975,4672.276344427448,4.471959599950518e-06,0.9822105807891434,Delamination
Al,Steel,297.2635158584709,Polished,Laser,3854.7614971300522,70.70817313243387,4942.40772538268,171.98533016312084,39.60131474609085,375.5539340161594,52.78786167600205,0.393,121.91556159292327,0.00011777556570532405,1.0265553684408475,0.1408398278314218,0.04905785425771952,531.9556939982618,4.8111471203193123e-05,0.3930070675595863,Thermal_Fatigue
Al,Steel,132.12600035025866,Anodized,Laser,3858.715680727755,49.733230351830066,2398.4223861808487,628.9260315129162,35.90795088954812,136.0891360501597,96.72147910847474,0.393,178.8644802602007,0.0005243267182927304,2.1191988647391335,0.1111582880103444,0.05070982956166366,637.2057066809456,5.345284706495981e-05,0.39187868327544056,Thermal_Fatigue
Cu,Cu,428.3357696090668,Plated,Friction_Stir,1264.0242100348207,47.11854307910885,3155.186017755146,614.975993653348,3.790845375970756,912.6195183656785,64.69609162658425,1.0,204.66322952607882,0.00015702064859444474,1.874688632962859,0.3383449024111466,0.02014338096320904,2585.3258953165123,0.0,0.9814001371807217,Delamination
Cu,Ni,227.8360599406497,Polished,Electron_Beam,1827.7364480538422,36.9693221699885,2361.157636870352,622.5655930476439,25.968696967632006,498.12974112172685,147.16234909307394,0.505,176.2279823232653,0.00018625692178261575,1.051961184504579,0.1230075797313182,0.024301183112056465,897.6930618235143,3.6973746609026475e-05,0.5374273122477574,Thermal_Fatigue
Steel,Cu,454.6499683886273,Polished,Laser,118.68642142129728,60.66353401626319,146.46984960858595,893.3899416684322,22.993644573366534,457.53178545174035,21.12215163905589,0.4415,22.572089058510556,0.0006121311437741557,0.4151067996228543,0.04614019996163469,0.049322009691566755,101.90968920677865,4.490972155681261e-05,0.4310547680112068,Mechanical_Fatigue
Ni,Al,167.30470707551893,Polished,Friction_Stir,540.8146542570623,24.382711693518413,4264.4694088669685,719.1568664791897,19.956021529986064,542.8617450248591,214.47828215865357,0.4565,219.11961469049828,0.00012902173432496886,1.497719084774257,0.06882179851716848,0.03611218488461513,1270.8365069666831,4.155418957683665e-05,0.554263687079778,Thermal_Fatigue
Cu,Ti,226.94979146190627,Rough,Friction_Stir,720.9787279788989,74.55076927556634,2300.107891461727,785.5658677144789,7.208307745485342,622.9213381802241,31.82300128687813,0.3295,374.6078532430706,0.0002970864252556166,1.898289469450746,0.1450906426891306,0.03470966203447446,1935.60377955705,7.890760491246063e-05,0.3502075074343557,Thermal_Fatigue
Al,Al,277.22649325553806,Polished,Laser,1538.8914968899103,59.44867743339137,2407.587340441203,320.2055104025399,39.58024901264339,195.43935287089303,72.30040761050186,1.0,162.49342986858224,0.0001989421807977439,0.9587715559301736,0.08181917146155104,0.02978182904417188,1747.6309560540349,0.0,1.1085726913173752,Delamination
Al,Al,451.6769003400642,Coated,Friction_Stir,3819.175885038088,86.27687614375108,1863.8242828293442,277.67126433635025,12.75783394652866,625.8661021974856,257.86769692604173,1.0,128.14206072400253,0.0004387057432776064,2.4434586254493675,0.3765571972446506,0.02377765945095857,1379.104871538748,0.0,1.0182319421807688,Mechanical_Fatigue
Ti,Ti,440.94084422227513,Coated,Resistance_Spot,2600.2256475643358,92.89126996877174,2220.0166909411537,214.71310460292784,23.45353014348155,353.09847183626243,248.98617764031513,1.0,1280.860610487992,0.00047632091319105085,1.4156290478228386,0.19285819061586504,0.06576773750051575,6307.183532174374,0.0,0.8795577635639081,Delamination
Cu,Steel,308.45978163674505,Polished,Friction_Stir,3983.779869106022,91.05280873286897,3655.198511511675,780.5871932564473,44.172150982573015,715.0273452761812,192.96968888442058,0.4415,259.89083203317807,0.00015341764249458955,3.9878381155326577,0.11985229337277827,0.037727586880657554,1302.780334003628,4.3771826621237915e-05,0.5252433288445407,Thermal_Fatigue
Steel,Cu,149.7989794014008,Anodized,Electron_Beam,3799.0379672255117,64.11078231528003,3533.059958659912,701.6026032214484,16.59388024674184,772.0946364368459,220.3367491663687,0.4415,229.76849264330752,0.0003478307650748851,1.5407001595194647,0.1619304618229917,0.02797207688701987,922.2179528899774,5.157359570606018e-05,0.4407925864182553,Thermal_Fatigue
Ni,Ni,231.5106372820438,Coated,Friction_Stir,2976.97722658761,38.68608745889729,4061.056882814674,348.6730290666974,2.750878230946908,8.476780848060397,175.66667634150872,1.0,502.08705279509036,0.00027355704989885334,2.6028696460052156,0.40982361623737773,0.02250894594111608,5891.098369131646,0.0,1.0067911057221577,Delamination
Steel,Al,489.0348794144774,Plated,Laser,2549.3149858607844,42.14526769572202,4875.8686389639915,149.69500790638614,44.567489684895364,716.6236393061672,129.81716518188375,0.393,104.97561756698714,0.00012851946138469231,0.7688889370877582,0.13836343819840752,0.05112078044518163,419.4587657362399,4.7094708518797214e-05,0.3796332457265642,Thermal_Fatigue
Al,Al,323.4979507448309,Plated,USW,4663.472221591472,68.72824578334792,2016.7096393625018,848.2006329146049,25.200642048752087,353.1518627007363,87.38091785457168,1.0,241.9752405847117,0.00023472437564636095,2.8491918309068436,0.2261876704064177,0.04358196333822292,2125.630789629456,0.0,0.8989158387837465,Delamination
Steel,Ni,401.4939898058885,Anodized,Resistance_Spot,2889.424090810634,74.07703910856071,1760.9016375263648,390.43520523655144,25.356082821430785,304.4101669901906,274.3959288674596,0.9365,316.0314273105232,0.0006495712061271071,1.912665170213698,0.1832253414568184,0.061457870954172926,1852.7337919284391,5.7734458885016265e-06,0.7958506998844008,Delamination
Al,Cu,252.43911291263888,Plated,Friction_Stir,2465.8375246169767,24.515698154468854,2518.272817405934,197.85172193065566,28.019371876413725,373.52480960007887,271.59914300221453,0.6234999999999999,66.68559749797815,0.00019310295891635293,1.6196555306375031,0.127803935395237,0.03654359171486231,462.5921524791292,2.8286646642189075e-05,0.6412364595506408,Mechanical_Fatigue
Al,Al,289.40327396006285,Anodized,Resistance_Spot,4358.691966745197,99.81544030415841,856.5088561403932,152.96650590605768,9.816765265491817,576.0626961910041,270.58634211331355,1.0,58.653535106782215,0.000905834464475517,1.4916754170792281,0.3558415962029398,0.06694130593397671,334.08599454324604,0.0,0.8065091180950917,Mechanical_Fatigue
Al,Ni,243.02935050464484,Plated,Electron_Beam,450.0497022862984,19.675278911445023,3814.3450989402627,920.4830656230636,36.029419967424154,115.43151696608008,275.4572164887056,0.4565,249.54211948969856,0.0001576996882650532,0.6298805909862933,0.04137235093570207,0.028836081180041502,1055.0622724879797,4.053843896087982e-05,0.4361899565317552,Thermal_Fatigue
Al,Al,366.31444912788555,Polished,Friction_Stir,3314.5289656377304,64.63830135793995,2947.575832956344,138.86162366831465,12.337685505181192,698.552295123271,234.03977581203287,1.0,117.62091447247003,0.00016502006121735176,1.645842708658219,0.3161557378661271,0.02421736123572505,1292.9426562633228,0.0,1.013703930918055,Mechanical_Fatigue
Al,Steel,433.1619562490948,Plated,Friction_Stir,653.8335257827229,57.79213248671417,1135.569559051092,366.0767169442245,15.756260471626465,445.7219209042888,271.0465497803134,0.393,69.42495764764371,0.0003520618687764396,1.2206694445740773,0.12978456892222393,0.04125852042342119,322.6728070358696,4.515083374159002e-05,0.4331039025570453,Mechanical_Fatigue
Ti,Steel,278.31359445105363,Polished,Resistance_Spot,4117.1259766419125,63.18893600817733,4333.771754827569,635.8695849066278,31.92826007917431,160.6780266787823,263.88654954898016,0.888,1638.2384552679548,0.00013936527956866102,3.0233761835076494,0.16429577076602483,0.07010955701758048,8353.894192507245,9.04457879541818e-06,0.713535331029083,Delamination
Steel,Al,266.39035638630156,Plated,Friction_Stir,3984.06430674323,58.038837713137525,3133.4063352095454,413.99555039489525,37.73805381763351,509.87008983803634,94.53348414874621,0.393,153.39455375539242,0.0001773013749880807,3.0861195671095873,0.13400649579352858,0.035721989899659815,867.3988782679356,4.3520052178417264e-05,0.41700741831657895,Thermal_Fatigue
Ti,Al,203.12891019427863,Plated,Friction_Stir,2567.640167840908,15.211911058822398,266.79266959440736,482.68586173300497,36.80022708160956,574.5224589462924,256.50015885919424,0.281,60.200880117984816,0.0006178619646574129,2.51199931559944,0.09527381879856121,0.04095703662797496,191.5497058013551,5.148271235026499e-05,0.31775594819843983,Mechanical_Fatigue
Ti,Steel,129.6935124323377,Plated,USW,3339.116335421365,99.63328771854589,1062.9327547080118,804.5955690636752,5.074318284040955,346.94348355970897,177.08600758108213,0.888,838.0462796126436,0.00041769948887931615,2.5539164022242473,0.25151173047552283,0.054400881133599276,5736.218016983133,7.953125227333736e-06,0.8289497552713735,Delamination
Cu,Al,472.66147529379896,Polished,Resistance_Spot,3885.846287390407,98.3149337033671,4466.358087243755,999.2421356981503,37.974277902181036,899.7341128488066,165.53741368621246,0.6234999999999999,218.7179439960957,0.00011065791203291879,3.7443225483665747,0.1870157124860452,0.08292950730820269,777.872024533149,3.2173680329773533e-05,0.5189572673851973,Thermal_Fatigue
Cu,Cu,192.23587340577726,Plated,Laser,2468.188963080197,57.191675188084005,1967.1232264170853,472.5456041291956,33.473546325272615,697.5314680220863,54.50785175866446,1.0,133.68665982912572,0.00020824273708818365,1.3728485934990065,0.10047382385631783,0.032372674957163436,1478.321972069496,0.0,0.9922330952037741,Mechanical_Fatigue
Cu,Cu,410.31115860842846,Plated,Laser,4539.193777567703,28.751400744288134,4923.322770065144,385.0387112966766,30.649702836437097,661.6600550875963,258.41957902961815,1.0,210.49737395143498,0.0001101348803984173,1.7493742843280058,0.2189476966062467,0.03527734340451787,1490.1814637749387,0.0,1.0631276740152948,Delamination
Ni,Ti,371.90615957936336,Rough,Electron_Beam,2241.4470453672834,26.464788032156623,2695.7862061086016,412.69527631933073,48.376838370122705,54.290967324081684,108.93409918992226,0.8245,913.3770072639392,0.00030404727858630745,0.9309163877634294,0.09319161843641309,0.017987536368879956,9525.184726623329,2.2105143726047847e-05,0.8262141900447284,Delamination
Cu,Cu,405.9129201251581,Polished,USW,4470.910324346204,15.13436789735535,1118.7842199201277,375.4174816691498,17.994457939743246,502.12805003641336,78.90798694623699,1.0,80.765062388957,0.00025807862256278785,2.0392818005096314,0.3173571722803208,0.04265237410418738,750.4100933411322,0.0,0.8532039369633496,Mechanical_Fatigue
Steel,Al,471.5456600174461,Coated,Resistance_Spot,2955.445839357211,65.06730595132245,3010.083343297116,479.03365752239745,34.47122463942677,850.9366510802257,251.98116459400447,0.393,179.7987443678363,0.00032878296667845176,2.4935113867437204,0.17255189452808958,0.10274494212526171,365.20046626483867,6.208705049372322e-05,0.3086344029557952,Thermal_Fatigue
Ti,Al,330.51684209940373,Anodized,Resistance_Spot,2188.591993303749,53.04128952187432,601.5195987170137,339.7770742469589,29.088461652669533,668.6325898766615,27.388761806307052,0.281,96.03301519682248,0.0011092598488516875,1.5558129874672457,0.1338163891371794,0.08480392651075785,183.4904169089142,6.618019665522893e-05,0.21988824812367827,Thermal_Fatigue
Steel,Ni,454.07765452192007,Rough,USW,120.07791813175231,47.46806052645496,4056.8221157503153,467.99036922207205,20.010036666781282,233.6160907033965,75.67088176346493,0.9365,631.3777591411762,0.00022008700826196142,0.3916576587447392,0.05239536565026201,0.043844372810364955,4561.812645835638,8.410859656138674e-06,0.8201671233402049,Delamination
Cu,Cu,125.46379531053215,Plated,USW,1548.2240107267273,57.26920070239694,3176.4170245962923,946.0026093619161,39.6237410544029,861.3561545462007,157.61723426176738,1.0,229.58932977727434,0.00016221685644441156,1.9143109359955268,0.053213875387223976,0.050069794620463,1867.3365279005814,0.0,0.9167578992955349,Delamination
Ni,Steel,332.02065918055445,Coated,Electron_Beam,4352.815312474126,88.55676340831972,4823.338436995261,293.3510899766506,20.754238876311547,370.1726925459079,268.9535333777532,0.9365,511.61455284025806,0.000245138714299375,1.0981928473729878,0.25903226386790845,0.019839873223346818,4361.793127224326,6.55117016833453e-06,0.899388002518625,Delamination
Ni,Steel,397.5240258115757,Coated,Laser,2200.6926664121065,16.364678618129986,3481.528174393233,655.355973130453,28.36922931787466,915.1052422406943,141.2674328523268,0.9365,672.8389663757671,0.00035378869814967756,1.4359775616102468,0.15770881584018676,0.03474814001820989,5936.003297242712,6.6444113319517965e-06,0.9512477644009879,Delamination
Ti,Ti,172.23850883487833,Plated,Resistance_Spot,2165.195783152782,58.96803407652314,340.8367427609047,492.06423791168424,28.470734015688304,512.7540287063805,68.28254035951458,1.0,489.5524590279615,0.0006422053895188602,1.8491422398113053,0.09995798546409498,0.046803484362833,3451.9929650982444,0.0,0.840962875970395,Delamination
Steel,Ni,383.33921058138424,Plated,USW,2498.112337228811,73.0915205484861,2434.498378622648,735.0723887392068,26.055054473483167,786.8247162076156,157.04600813667713,0.9365,549.4705311699844,0.00024562696243422393,2.1119851081436685,0.17764225617872012,0.05115660708566474,4337.572384027981,4.6413320783702885e-06,0.839248184384205,Delamination
Al,Steel,400.31457310230655,Rough,Resistance_Spot,1502.8897544606316,97.36199345953446,2703.4201877079304,477.5691374470836,23.41270874078775,612.3417243403198,196.07869938970325,0.393,144.92535728590127,0.00026693665343098283,1.6043494219982524,0.15360224587955298,0.10177862065322456,407.0267985177585,7.751216984029928e-05,0.2904715456290705,Thermal_Fatigue
