Participant_ID,Country,Age,Gender,Education,Income_Level,Bank_Type,Years_with_Account,Frequency_of_Use,Past_Victim,Fraud_Incidents,Fraud_Types,Fraud_Amount,Fraud_Resolution,Tech_Adoption,Risk_Tolerance,Financial_Literacy,Trust_Banking,Mobile_Usage,Internet_Quality,Employment_Status,Marital_Status,Urban_Rural,Data_Collection_Date
4052,Ghana,45,1,3,3,3,1,2,0,0,,0.0,0,1.8,2.3,3.8,4.5,3.4,3.8,3,2,1,2025-10-26
4053,Ghana,26,1,3,1,2,2,1,0,0,,0.0,0,3.2,4.3,2.6,4.1,3.0,2.7,1,3,1,2025-10-26
4054,Nigeria,61,2,4,6,1,11,4,0,0,,0.0,0,3.5,4.4,4.7,4.3,3.1,2.1,5,3,1,2025-10-26
4055,Ghana,38,2,4,4,3,21,2,0,0,,0.0,0,4.0,2.4,3.5,3.2,3.3,3.4,1,2,1,2025-10-26
4056,Nigeria,24,2,5,5,3,8,5,0,0,,0.0,0,3.5,2.6,2.5,3.2,3.4,2.9,1,2,1,2025-10-26
4057,Ghana,54,2,3,4,1,2,4,1,1,Mobile Banking Fraud,100.0,1,1.7,4.5,2.8,4.0,4.0,3.0,1,3,1,2025-10-26
4058,Nigeria,59,1,5,2,3,13,4,1,3,Account Takeover; Mobile Banking Fraud; Online Banking Fraud,10000.0,2,2.6,4.0,3.3,4.5,4.0,2.8,3,3,1,2025-10-26
4059,Ghana,34,2,4,1,1,10,4,1,2,Account Takeover; Social Engineering,118.75,1,4.8,2.7,4.2,4.1,3.9,4.4,1,2,1,2025-10-26
4060,Ghana,28,1,3,5,2,3,1,0,0,,0.0,0,4.9,3.3,3.4,5.0,4.2,3.5,1,2,1,2025-10-26
4061,Nigeria,32,1,3,3,2,1,5,0,0,,0.0,0,4.8,2.0,3.6,3.0,4.2,2.1,2,1,1,2025-10-26
4062,Nigeria,43,2,3,2,2,2,5,0,0,,0.0,0,4.9,4.5,2.8,3.7,4.2,3.0,5,1,2,2025-10-26
4063,Ghana,50,2,4,3,1,2,3,1,1,Card Fraud,1782.22,1,3.0,3.1,4.8,3.7,4.0,2.0,4,2,1,2025-10-26
4064,Nigeria,41,2,3,3,1,3,4,0,0,,0.0,0,2.7,3.4,2.4,3.9,3.5,4.3,3,2,1,2025-10-26
4065,Ghana,36,1,5,4,2,1,2,0,0,,0.0,0,4.4,2.3,4.1,3.9,3.3,2.7,1,1,1,2025-10-26
4066,Nigeria,52,1,4,3,1,6,2,0,0,,0.0,0,3.8,2.2,3.9,3.2,3.7,3.2,4,1,1,2025-10-26
4067,Nigeria,31,1,5,4,3,6,1,1,1,Online Banking Fraud,10000.0,1,4.4,3.3,5.0,4.2,4.6,3.1,4,2,1,2025-10-26
4068,Ghana,47,2,1,5,1,7,2,0,0,,0.0,0,4.5,4.3,3.7,3.8,5.0,3.0,1,2,1,2025-10-26
4069,Ghana,31,1,3,2,2,7,2,0,0,,0.0,0,4.7,2.6,3.0,3.8,4.3,4.4,1,1,1,2025-10-26
4070,Ghana,40,2,1,3,1,13,2,1,2,Phishing; Account Takeover,722.51,1,3.7,2.3,3.1,4.4,4.2,4.9,2,2,1,2025-10-26
4071,Nigeria,33,1,3,3,1,1,5,0,0,,0.0,0,4.5,3.2,3.9,5.0,4.5,2.4,1,1,2,2025-10-26
4072,Ghana,34,2,5,6,3,2,3,0,0,,0.0,0,3.3,4.1,3.5,3.1,4.8,4.0,1,4,2,2025-10-26
4073,Nigeria,30,2,1,3,1,8,2,0,0,,0.0,0,4.0,2.6,1.8,4.3,3.5,2.2,1,4,1,2025-10-26
4074,Ghana,51,1,3,3,1,13,2,0,0,,0.0,0,3.5,2.8,2.4,4.1,5.0,4.4,2,2,1,2025-10-26
4075,Ghana,26,1,2,4,1,14,4,0,0,,0.0,0,4.0,3.6,2.8,3.3,4.8,4.4,3,2,2,2025-10-26
4076,Nigeria,26,2,3,3,2,7,2,0,0,,0.0,0,4.3,3.7,3.8,3.3,3.3,3.8,5,2,1,2025-10-26
4077,Nigeria,60,2,5,6,1,1,2,0,0,,0.0,0,2.4,2.8,4.6,4.0,3.5,1.7,1,4,1,2025-10-26
4078,Nigeria,46,2,4,5,1,6,1,0,0,,0.0,0,3.8,3.8,4.0,3.5,5.0,2.6,3,2,1,2025-10-26
4079,Ghana,18,2,4,3,1,1,2,0,0,,0.0,0,4.3,3.4,3.8,3.7,4.5,3.1,3,2,1,2025-10-26
4080,Nigeria,28,1,3,4,2,1,2,0,0,,0.0,0,4.0,3.0,2.6,3.1,3.7,2.5,2,1,1,2025-10-26
4081,Ghana,18,2,5,1,3,10,3,0,0,,0.0,0,3.9,3.6,4.8,3.7,4.0,4.4,5,1,1,2025-10-26
4082,Nigeria,23,1,4,4,2,2,1,0,0,,0.0,0,4.3,3.5,4.2,2.9,4.4,1.6,1,2,2,2025-10-26
4083,Ghana,18,2,3,4,1,8,2,0,0,,0.0,0,2.8,2.3,2.5,3.4,4.4,3.8,5,3,1,2025-10-26
4084,Ghana,33,1,3,3,1,2,1,0,0,,0.0,0,2.6,4.0,3.0,3.6,4.7,4.0,4,2,2,2025-10-26
4085,Nigeria,21,2,5,2,3,1,1,0,0,,0.0,0,2.9,3.2,3.9,4.2,4.1,2.4,1,2,2,2025-10-26
4086,Nigeria,35,1,4,5,2,2,3,1,1,Mobile Banking Fraud,10000.0,3,4.0,4.0,4.0,3.0,4.1,3.4,1,2,2,2025-10-26
4087,Nigeria,18,1,4,3,1,5,4,0,0,,0.0,0,4.6,3.0,2.4,4.0,3.8,3.4,2,3,1,2025-10-26
4088,Ghana,35,1,3,4,1,4,5,0,0,,0.0,0,4.2,3.2,3.9,3.2,3.5,3.3,1,2,1,2025-10-26
4089,Ghana,30,2,3,1,1,2,2,0,0,,0.0,0,4.7,3.3,3.7,4.2,3.5,4.3,4,2,1,2025-10-26
4090,Nigeria,53,2,4,3,1,2,1,0,0,,0.0,0,3.2,3.4,4.2,3.0,3.9,2.6,3,1,1,2025-10-26
4091,Ghana,51,2,4,4,1,3,1,0,0,,0.0,0,4.5,4.1,3.7,4.9,4.2,4.3,1,2,1,2025-10-26
4092,Nigeria,44,1,4,3,2,4,2,0,0,,0.0,0,4.8,3.3,4.0,3.9,3.3,3.1,5,2,2,2025-10-26
4093,Nigeria,31,2,4,4,3,9,4,0,0,,0.0,0,3.3,3.0,2.4,4.5,5.0,2.8,1,1,2,2025-10-26
4094,Ghana,58,2,3,2,1,14,5,0,0,,0.0,0,3.3,3.7,2.3,3.6,3.7,3.3,2,2,1,2025-10-26
4095,Nigeria,18,1,5,3,1,9,4,0,0,,0.0,0,4.9,3.3,4.6,3.9,3.6,1.9,2,1,1,2025-10-26
4096,Nigeria,18,1,5,5,1,5,1,0,0,,0.0,0,3.6,5.0,3.8,2.7,4.0,2.7,1,2,1,2025-10-26
4097,Nigeria,33,1,5,3,1,1,3,0,0,,0.0,0,3.1,3.2,2.8,2.9,2.8,2.1,3,2,1,2025-10-26
4098,Nigeria,62,1,3,5,2,7,2,0,0,,0.0,0,3.7,3.9,2.5,3.3,4.2,3.2,5,1,2,2025-10-26
4099,Nigeria,32,1,3,5,1,1,4,0,0,,0.0,0,2.5,3.6,1.8,4.4,3.5,3.7,2,1,1,2025-10-26
4100,Nigeria,32,2,5,5,2,4,1,1,3,Social Engineering; Mobile Banking Fraud; Account Takeover,15908.95,1,5.0,1.6,3.5,4.1,3.0,3.4,2,2,1,2025-10-26
4101,Ghana,18,1,4,5,1,3,1,0,0,,0.0,0,3.4,2.5,3.4,2.4,4.1,3.0,1,2,1,2025-10-26
4102,Nigeria,46,2,4,1,2,2,2,0,0,,0.0,0,4.0,2.7,5.0,2.9,4.1,2.8,4,1,2,2025-10-26
4103,Nigeria,46,2,5,5,3,4,1,0,0,,0.0,0,3.7,2.0,4.5,3.9,5.0,3.2,5,3,1,2025-10-26
4104,Nigeria,44,2,4,2,3,2,4,0,0,,0.0,0,3.7,2.7,3.8,4.8,4.1,3.3,1,2,1,2025-10-26
4105,Nigeria,27,2,4,1,3,1,3,0,0,,0.0,0,3.7,2.0,3.8,4.1,4.1,4.3,4,2,2,2025-10-26
4106,Ghana,26,1,1,1,1,3,4,0,0,,0.0,0,4.8,2.2,2.5,2.2,4.0,3.9,1,1,1,2025-10-26
4107,Ghana,19,2,2,3,1,1,3,1,2,Social Engineering; Mobile Banking Fraud,100.0,2,3.0,3.2,3.2,3.0,2.7,3.6,2,3,1,2025-10-26
4108,Nigeria,36,1,1,4,2,3,3,0,0,,0.0,0,3.9,4.3,3.7,3.9,4.0,3.1,1,2,1,2025-10-26
4109,Ghana,22,2,5,3,2,5,1,0,0,,0.0,0,3.5,2.0,2.7,3.8,4.0,3.3,1,2,1,2025-10-26
4110,Nigeria,20,3,3,1,2,1,5,0,0,,0.0,0,4.3,2.1,1.5,3.6,3.9,3.0,4,2,1,2025-10-26
4111,Nigeria,29,2,4,3,1,25,4,0,0,,0.0,0,2.9,2.6,3.8,4.2,3.6,3.6,3,2,1,2025-10-26
4112,Nigeria,29,2,5,3,2,2,2,0,0,,0.0,0,4.3,2.9,3.9,3.3,4.3,2.4,1,2,2,2025-10-26
4113,Nigeria,28,1,4,4,2,1,4,0,0,,0.0,0,3.4,1.9,4.2,3.9,3.5,3.3,3,1,1,2025-10-26
4114,Nigeria,40,1,4,2,2,4,2,0,0,,0.0,0,3.8,2.5,3.0,4.5,4.4,2.9,2,2,1,2025-10-26
4115,Ghana,35,2,3,2,1,9,2,0,0,,0.0,0,2.9,2.4,2.6,3.8,4.2,4.7,3,2,1,2025-10-26
4116,Nigeria,31,1,5,2,3,12,1,0,0,,0.0,0,3.3,3.2,4.0,3.5,4.7,3.2,2,1,1,2025-10-26
4117,Ghana,37,2,2,3,2,3,3,0,0,,0.0,0,3.7,3.3,2.5,3.4,3.8,3.7,1,2,2,2025-10-26
4118,Nigeria,23,1,2,3,2,1,1,0,0,,0.0,0,4.2,2.9,3.0,3.0,4.7,2.3,2,2,2,2025-10-26
4119,Nigeria,36,2,2,3,2,1,3,0,0,,0.0,0,3.6,2.7,4.1,2.2,4.1,4.2,1,1,1,2025-10-26
4120,Ghana,36,1,3,3,2,8,5,1,3,Online Banking Fraud; ATM Skimming; Card Fraud,806.34,1,4.0,2.5,2.7,3.2,4.0,3.9,1,1,1,2025-10-26
4121,Nigeria,18,1,3,3,2,1,2,0,0,,0.0,0,4.4,3.0,3.0,3.9,3.6,4.1,1,1,2,2025-10-26
4122,Nigeria,46,2,4,3,1,1,3,0,0,,0.0,0,3.7,2.3,3.8,3.5,4.2,2.9,1,2,1,2025-10-26
4123,Ghana,24,1,3,6,3,2,3,0,0,,0.0,0,3.3,4.1,1.9,5.0,3.8,3.5,1,1,2,2025-10-26
4124,Ghana,36,1,4,2,2,7,1,0,0,,0.0,0,4.2,2.0,3.6,3.8,4.0,2.5,3,2,1,2025-10-26
4125,Ghana,48,1,2,4,1,20,1,0,0,,0.0,0,3.6,2.5,3.5,4.2,4.4,4.8,5,3,2,2025-10-26
4126,Ghana,46,1,2,4,2,3,2,0,0,,0.0,0,4.5,3.6,2.6,2.6,4.0,3.8,3,1,2,2025-10-26
4127,Ghana,35,1,4,1,1,15,2,0,0,,0.0,0,3.5,2.7,3.7,3.4,4.2,4.8,1,1,1,2025-10-26
4128,Ghana,30,1,5,6,1,5,3,0,0,,0.0,0,4.5,3.5,3.3,3.5,4.8,3.3,2,1,2,2025-10-26
4129,Nigeria,46,2,5,4,2,7,4,0,0,,0.0,0,4.6,4.2,4.4,3.0,4.3,3.4,3,2,2,2025-10-26
4130,Nigeria,43,1,6,4,1,2,2,0,0,,0.0,0,3.4,3.6,4.3,4.4,3.7,3.8,4,4,1,2025-10-26
4131,Nigeria,27,3,4,3,3,4,3,0,0,,0.0,0,3.9,2.2,4.9,2.8,3.8,3.3,1,1,1,2025-10-26
4132,Nigeria,25,1,4,3,3,5,1,0,0,,0.0,0,4.1,2.2,3.9,3.9,4.1,2.7,2,1,1,2025-10-26
4133,Ghana,18,1,4,2,1,7,4,0,0,,0.0,0,3.3,2.9,3.7,4.4,5.0,3.2,1,2,2,2025-10-26
4134,Ghana,36,1,4,1,2,1,2,0,0,,0.0,0,3.0,3.3,4.3,4.2,3.3,3.3,3,3,2,2025-10-26
4135,Nigeria,34,2,2,4,2,6,1,0,0,,0.0,0,4.2,3.8,2.8,3.3,4.1,5.0,1,3,1,2025-10-26
4136,Nigeria,48,1,4,5,1,8,3,0,0,,0.0,0,4.2,2.5,4.1,3.0,4.7,2.5,1,1,1,2025-10-26
4137,Ghana,39,2,3,2,1,6,5,0,0,,0.0,0,2.2,2.7,3.6,4.4,4.3,2.1,2,2,1,2025-10-26
4138,Nigeria,51,2,3,4,2,1,4,0,0,,0.0,0,4.9,2.8,2.5,3.2,3.9,3.0,3,2,2,2025-10-26
4139,Ghana,26,1,4,4,1,4,3,0,0,,0.0,0,2.7,2.8,5.0,3.2,3.1,3.5,1,2,2,2025-10-26
4140,Nigeria,48,2,2,2,2,7,2,0,0,,0.0,0,3.6,4.0,3.4,4.1,4.8,2.7,1,2,1,2025-10-26
4141,Nigeria,28,1,3,3,1,19,2,0,0,,0.0,0,4.9,2.9,4.2,3.7,3.8,2.5,2,1,1,2025-10-26
4142,Nigeria,44,1,2,3,1,6,5,0,0,,0.0,0,3.3,3.1,2.3,3.3,3.5,2.8,5,2,1,2025-10-26
4143,Nigeria,18,2,6,4,2,1,3,1,1,Mobile Banking Fraud,10000.0,1,4.8,3.6,2.8,3.7,4.1,1.9,1,2,1,2025-10-26
4144,Ghana,37,2,2,4,3,13,2,1,2,Card Fraud; Account Takeover,565.77,1,3.2,4.1,3.2,4.5,4.7,4.7,4,2,2,2025-10-26
4145,Ghana,18,2,3,1,3,14,3,1,2,Account Takeover; Online Banking Fraud,1558.6,1,4.5,3.0,2.6,4.2,4.2,3.7,1,1,1,2025-10-26
4146,Ghana,31,2,5,3,2,1,3,0,0,,0.0,0,3.3,3.9,3.7,3.8,3.8,3.6,5,2,1,2025-10-26
4147,Nigeria,40,2,4,4,2,1,2,0,0,,0.0,0,5.0,4.3,3.2,2.2,4.1,3.8,1,3,1,2025-10-26
4148,Nigeria,28,2,2,4,1,14,3,0,0,,0.0,0,3.1,2.9,2.8,3.4,4.1,5.0,1,2,1,2025-10-26
4149,Ghana,22,1,3,2,1,13,4,0,0,,0.0,0,4.1,2.6,2.6,3.3,3.8,3.2,1,2,1,2025-10-26
4150,Ghana,45,2,2,3,3,1,3,0,0,,0.0,0,2.5,4.5,2.2,3.7,4.0,3.7,1,1,1,2025-10-26
4151,Nigeria,33,2,3,5,2,1,2,0,0,,0.0,0,5.0,3.8,2.8,3.1,3.6,3.6,1,1,2,2025-10-26
4152,Nigeria,29,1,2,3,1,12,3,0,0,,0.0,0,3.5,3.0,3.2,3.2,3.5,3.6,2,2,2,2025-10-26
4153,Ghana,35,1,3,3,1,4,2,0,0,,0.0,0,1.9,3.5,3.5,3.5,4.3,4.1,5,2,1,2025-10-26
4154,Nigeria,65,1,5,4,3,3,3,0,0,,0.0,0,3.9,2.3,3.8,4.1,3.8,3.7,1,2,1,2025-10-26
4155,Nigeria,48,2,4,1,1,4,5,1,2,Card Fraud; Mobile Banking Fraud,10000.0,1,4.5,3.8,3.5,3.1,4.0,2.7,3,2,2,2025-10-26
4156,Nigeria,48,2,4,5,3,3,2,0,0,,0.0,0,4.5,1.7,4.1,4.3,3.6,4.0,3,2,1,2025-10-26
4157,Nigeria,40,2,3,3,1,3,3,0,0,,0.0,0,3.1,3.7,2.9,3.9,3.7,2.9,1,1,1,2025-10-26
4158,Ghana,36,1,3,1,1,11,4,0,0,,0.0,0,3.6,2.5,2.1,4.1,3.8,3.7,1,2,1,2025-10-26
4159,Ghana,18,2,5,2,1,12,4,1,5,Online Banking Fraud; ATM Skimming; Card Fraud,100.0,1,3.7,1.8,3.2,4.3,3.7,3.9,5,2,1,2025-10-26
4160,Nigeria,26,1,2,1,2,7,3,0,0,,0.0,0,5.0,1.6,2.6,3.2,3.8,2.4,1,1,1,2025-10-26
4161,Nigeria,29,2,5,1,2,7,3,0,0,,0.0,0,5.0,2.7,4.0,3.3,4.1,3.3,2,2,2,2025-10-26
4162,Nigeria,18,2,4,4,2,1,4,0,0,,0.0,0,2.7,3.5,3.1,3.6,4.7,3.5,4,2,1,2025-10-26
4163,Nigeria,21,2,5,2,1,5,3,0,0,,0.0,0,3.2,2.0,3.2,3.2,4.4,1.5,1,2,2,2025-10-26
4164,Nigeria,18,2,3,5,2,3,2,0,0,,0.0,0,4.7,2.1,2.4,2.8,3.8,4.1,5,2,1,2025-10-26
4165,Ghana,34,2,3,3,1,15,3,0,0,,0.0,0,3.1,2.7,3.4,3.4,3.7,2.9,2,1,1,2025-10-26
4166,Nigeria,44,1,5,3,3,2,3,0,0,,0.0,0,3.5,3.6,4.1,5.0,3.1,3.2,5,2,1,2025-10-26
4167,Nigeria,48,1,5,3,2,1,4,0,0,,0.0,0,4.6,3.7,5.0,3.1,3.7,4.2,2,2,2,2025-10-26
4168,Nigeria,39,2,3,4,1,7,3,0,0,,0.0,0,4.0,3.1,2.2,3.0,3.5,3.5,1,2,1,2025-10-26
4169,Nigeria,23,1,6,3,2,2,1,0,0,,0.0,0,5.0,3.7,4.0,3.2,4.0,3.8,3,1,1,2025-10-26
4170,Nigeria,18,1,2,2,2,1,2,0,0,,0.0,0,2.6,3.5,2.5,3.8,4.8,3.9,5,2,2,2025-10-26
4171,Nigeria,18,2,2,5,1,5,3,0,0,,0.0,0,5.0,2.7,1.7,3.7,3.8,2.6,1,1,1,2025-10-26
4172,Ghana,19,1,4,3,3,5,2,0,0,,0.0,0,2.5,3.6,3.3,4.6,3.3,2.8,4,2,1,2025-10-26
4173,Nigeria,24,1,4,1,2,3,2,1,1,Social Engineering,10000.0,3,5.0,2.1,2.6,5.0,3.9,3.3,3,3,2,2025-10-26
4174,Nigeria,33,2,6,3,1,6,2,0,0,,0.0,0,2.2,3.3,4.0,4.0,3.8,3.6,1,2,1,2025-10-26
4175,Ghana,22,1,3,4,1,1,2,0,0,,0.0,0,4.6,2.2,2.3,4.2,4.6,4.3,1,2,1,2025-10-26
4176,Ghana,39,1,1,2,1,7,2,1,1,Online Banking Fraud,1785.92,1,2.8,3.1,2.6,5.0,3.1,4.0,1,2,1,2025-10-26
4177,Nigeria,32,1,4,4,1,2,3,1,3,ATM Skimming; Mobile Banking Fraud; Social Engineering,10000.0,1,3.8,3.9,3.4,3.8,3.5,2.6,4,1,1,2025-10-26
4178,Ghana,35,2,3,4,3,8,3,0,0,,0.0,0,1.4,3.1,3.6,4.0,4.4,4.1,1,2,1,2025-10-26
4179,Nigeria,48,2,3,4,2,1,1,0,0,,0.0,0,4.6,3.0,2.9,3.3,3.2,1.3,2,2,1,2025-10-26
4180,Nigeria,20,2,4,3,1,1,2,0,0,,0.0,0,4.3,3.2,3.6,4.1,4.3,4.0,2,2,1,2025-10-26
4181,Nigeria,40,1,2,6,2,1,4,1,1,Card Fraud,39157.46,1,4.5,3.5,3.1,2.7,3.7,2.3,3,2,1,2025-10-26
4182,Ghana,34,2,4,2,3,28,1,1,1,Phishing,100.0,1,4.3,4.5,4.1,3.0,4.5,2.9,5,3,1,2025-10-26
4183,Ghana,30,2,3,3,3,13,5,0,0,,0.0,0,3.1,3.5,2.8,3.7,4.0,5.0,3,3,1,2025-10-26
4184,Nigeria,45,2,4,3,2,4,1,0,0,,0.0,0,4.3,2.6,4.9,4.0,3.9,3.0,2,2,1,2025-10-26
4185,Nigeria,45,2,4,4,1,1,5,1,3,ATM Skimming; Account Takeover; Online Banking Fraud,50555.15,3,2.9,2.9,5.0,3.9,4.3,2.8,4,2,1,2025-10-26
4186,Ghana,23,1,2,1,1,1,5,0,0,,0.0,0,3.1,2.4,3.4,3.6,4.0,2.7,3,2,1,2025-10-26
4187,Nigeria,32,1,3,1,1,16,4,1,1,Online Banking Fraud,10000.0,2,4.0,2.1,3.0,4.1,3.4,3.4,4,3,1,2025-10-26
4188,Nigeria,38,1,3,4,1,1,3,0,0,,0.0,0,2.3,1.3,3.0,3.9,3.7,3.6,3,1,2,2025-10-26
4189,Ghana,31,1,2,3,3,16,2,0,0,,0.0,0,1.5,2.7,3.7,4.4,3.2,3.3,3,2,1,2025-10-26
4190,Ghana,42,2,4,3,1,3,4,0,0,,0.0,0,2.7,2.0,3.5,3.7,3.6,2.0,1,2,2,2025-10-26
4191,Ghana,38,2,6,4,1,1,4,0,0,,0.0,0,4.0,3.1,5.0,4.2,2.9,4.6,1,1,1,2025-10-26
4192,Ghana,56,2,4,4,1,1,4,0,0,,0.0,0,3.3,2.6,4.5,4.2,5.0,3.3,5,2,1,2025-10-26
4193,Nigeria,18,1,4,2,2,2,3,0,0,,0.0,0,5.0,2.2,3.3,3.3,4.0,2.8,1,2,2,2025-10-26
4194,Ghana,33,1,3,2,2,3,4,0,0,,0.0,0,2.4,1.5,3.2,4.2,4.3,3.5,1,2,2,2025-10-26
4195,Ghana,24,1,3,6,2,3,3,0,0,,0.0,0,2.1,2.8,2.9,3.3,3.6,2.9,1,2,1,2025-10-26
4196,Nigeria,42,1,5,3,2,1,2,0,0,,0.0,0,4.7,1.8,3.7,3.6,4.3,4.0,3,1,1,2025-10-26
4197,Nigeria,18,1,6,3,2,1,2,0,0,,0.0,0,5.0,3.5,4.1,3.7,4.4,3.6,1,1,1,2025-10-26
4198,Nigeria,39,2,4,4,2,1,3,0,0,,0.0,0,3.1,3.2,4.8,3.3,4.5,3.4,3,2,1,2025-10-26
4199,Nigeria,27,1,3,3,2,1,2,0,0,,0.0,0,4.9,2.8,2.8,3.6,4.0,4.8,2,2,1,2025-10-26
4200,Ghana,26,3,5,2,1,3,2,0,0,,0.0,0,5.0,4.0,3.7,4.1,4.5,3.0,1,4,1,2025-10-26
4201,Ghana,18,1,2,2,1,8,3,1,5,Mobile Banking Fraud; Social Engineering; Online Banking Fraud,1536.46,1,3.5,3.0,2.4,3.1,3.7,4.4,1,2,1,2025-10-26
4202,Nigeria,29,2,5,3,2,3,1,0,0,,0.0,0,5.0,3.3,3.3,3.6,4.2,1.2,1,2,1,2025-10-26
4203,Nigeria,48,2,5,5,1,1,5,0,0,,0.0,0,3.7,3.5,3.0,4.8,4.0,3.5,1,1,2,2025-10-26
4204,Ghana,34,1,2,1,3,1,3,0,0,,0.0,0,2.8,2.6,2.7,3.7,3.4,5.0,3,3,2,2025-10-26
4205,Nigeria,42,2,6,2,3,10,3,0,0,,0.0,0,4.2,2.6,3.4,4.6,3.1,2.2,1,3,1,2025-10-26
4206,Nigeria,54,2,6,5,1,2,4,0,0,,0.0,0,5.0,3.0,5.0,3.4,3.9,4.3,3,1,1,2025-10-26
4207,Nigeria,38,2,5,2,2,2,1,0,0,,0.0,0,4.1,2.1,3.7,4.2,3.9,1.9,5,2,1,2025-10-26
4208,Nigeria,28,1,4,4,3,14,1,0,0,,0.0,0,3.9,4.2,4.3,3.6,3.9,4.7,4,3,1,2025-10-26
4209,Nigeria,40,1,3,2,1,6,2,0,0,,0.0,0,2.2,3.1,2.6,3.5,4.5,2.6,3,2,2,2025-10-26
4210,Nigeria,28,2,4,4,1,1,5,0,0,,0.0,0,4.1,2.9,5.0,4.8,4.7,2.4,5,1,1,2025-10-26
4211,Nigeria,28,2,3,3,3,1,4,0,0,,0.0,0,3.4,4.5,2.9,3.9,4.3,2.6,3,3,2,2025-10-26
4212,Nigeria,18,1,3,2,2,1,4,0,0,,0.0,0,5.0,2.2,1.8,3.9,4.3,3.0,3,1,1,2025-10-26
4213,Nigeria,46,1,3,3,2,5,2,0,0,,0.0,0,5.0,4.1,3.4,3.9,4.0,2.9,3,1,2,2025-10-26
4214,Nigeria,30,2,4,4,2,1,2,1,2,Online Banking Fraud; Card Fraud,10000.0,1,5.0,3.6,4.2,2.3,4.1,3.0,5,3,1,2025-10-26
4215,Ghana,37,1,2,4,2,8,3,1,2,Phishing; Account Takeover,100.0,1,4.8,3.8,3.7,4.0,4.2,3.7,3,2,2,2025-10-26
4216,Ghana,22,2,3,4,1,1,4,0,0,,0.0,0,2.9,2.9,2.4,3.0,4.1,3.7,1,1,1,2025-10-26
4217,Nigeria,40,2,1,3,1,3,4,0,0,,0.0,0,2.2,3.0,3.1,3.9,4.3,3.0,1,2,2,2025-10-26
4218,Nigeria,25,2,4,3,3,11,2,1,1,ATM Skimming,10000.0,1,4.3,2.8,2.6,4.1,4.0,2.6,1,3,1,2025-10-26
4219,Ghana,33,1,4,4,1,11,5,0,0,,0.0,0,3.5,3.7,4.5,3.0,3.8,3.8,3,1,1,2025-10-26
4220,Nigeria,45,1,2,4,3,5,4,0,0,,0.0,0,4.6,3.3,3.0,3.3,4.1,3.3,3,1,2,2025-10-26
4221,Nigeria,44,1,6,4,1,2,2,0,0,,0.0,0,2.0,2.6,3.9,3.5,3.9,3.3,1,2,2,2025-10-26
4222,Ghana,34,2,1,3,3,1,2,0,0,,0.0,0,3.5,2.6,2.9,5.0,4.7,3.5,4,1,2,2025-10-26
4223,Ghana,18,2,4,2,3,2,2,0,0,,0.0,0,4.5,3.0,3.3,5.0,3.8,3.0,5,3,1,2025-10-26
4224,Ghana,65,2,5,2,2,4,2,0,0,,0.0,0,3.9,2.8,4.5,3.9,5.0,3.6,3,2,1,2025-10-26
4225,Nigeria,55,2,5,2,3,1,5,0,0,,0.0,0,2.7,4.0,3.4,4.3,4.8,2.8,1,2,2,2025-10-26
4226,Ghana,43,1,1,5,2,1,4,0,0,,0.0,0,3.7,3.6,3.4,4.1,3.4,2.1,3,1,2,2025-10-26
4227,Nigeria,25,1,5,4,1,1,5,1,3,Phishing; Account Takeover; Mobile Banking Fraud,10000.0,1,2.7,3.6,2.5,3.2,4.6,3.8,5,2,1,2025-10-26
4228,Ghana,33,2,5,3,1,1,2,0,0,,0.0,0,4.7,3.2,2.9,3.3,3.9,3.7,1,1,1,2025-10-26
4229,Nigeria,28,1,4,2,1,15,5,1,1,Social Engineering,11412.6,1,5.0,2.4,4.8,4.0,4.3,3.0,2,2,1,2025-10-26
4230,Nigeria,50,1,4,2,2,1,2,0,0,,0.0,0,4.2,3.5,3.4,3.1,4.8,3.4,1,1,1,2025-10-26
4231,Ghana,38,1,1,5,1,2,1,0,0,,0.0,0,2.5,1.5,3.1,4.6,3.6,3.0,4,2,1,2025-10-26
4232,Nigeria,25,1,4,5,1,7,5,0,0,,0.0,0,3.0,3.1,3.3,2.7,3.8,4.1,4,2,1,2025-10-26
4233,Nigeria,29,1,3,2,2,3,2,1,3,Mobile Banking Fraud; Card Fraud; Social Engineering,10000.0,1,3.6,2.4,3.2,3.0,4.4,4.0,1,2,2,2025-10-26
4234,Ghana,48,2,5,4,3,23,5,1,2,Social Engineering; ATM Skimming,164.33,1,3.0,2.4,4.0,5.0,3.8,2.7,1,2,1,2025-10-26
4235,Nigeria,54,2,3,3,1,7,3,0,0,,0.0,0,4.0,2.7,3.6,3.3,2.9,2.5,1,1,1,2025-10-26
4236,Nigeria,53,2,4,3,1,30,2,0,0,,0.0,0,5.0,2.9,3.1,3.4,4.5,3.5,1,1,2,2025-10-26
4237,Nigeria,44,2,2,4,1,5,2,0,0,,0.0,0,2.4,3.0,3.4,3.9,4.2,3.2,3,1,2,2025-10-26
4238,Ghana,31,2,2,4,3,4,3,0,0,,0.0,0,2.3,3.6,3.0,4.9,4.0,3.5,1,3,1,2025-10-26
4239,Ghana,18,2,2,4,2,1,3,0,0,,0.0,0,3.6,2.9,1.6,4.1,4.1,3.8,1,1,1,2025-10-26
4240,Nigeria,38,1,1,1,2,1,5,0,0,,0.0,0,4.4,2.9,2.7,3.7,5.0,1.5,3,1,1,2025-10-26
