ParticipantID,Age,Gender,Education,Prior_Fraud_Experience,Tech_Savviness,T1_T2_TimeLag_Days,T1_ATT1,T1_ATT2,T1_ATT3,T1_ATT4,T1_ATT5,T1_ATT_Mean,T1_ATT_Z,T1_SN1,T1_SN2,T1_SN3,T1_SN4,T1_SN_Mean,T1_SN_Z,T1_PBC1,T1_PBC2,T1_PBC3,T1_PBC4,T1_PBC5,T1_PBC_Mean,T1_PBC_Z,T1_INT1,T1_INT2,T1_INT3,T1_INT4,T1_INT_Mean,T1_INT_Z,T2_SRB1_CheckStatements,T2_SRB2_StrongPasswords,T2_SRB3_TwoFactorAuth,T2_SRB4_LogOut,T2_SRB5_VerifyAlerts,T2_SRB_Mean,T2_SRB_Z,T2_SRB_Consistency,T2_Scenario1_PhishingSMS,T2_Scenario2_EmailAttachment,T2_Scenario3_PublicWiFi,T2_Scenario4_PasswordSharing,T2_Scenario5_Enable2FA,T2_Objective_Score,T2_Objective_Z,T2_Intention_Behavior_Gap,T2_Gap_Magnitude,T2_Gap_Direction
P0226,56,2,3,1,2,33,6,6,7,6,7,6.4,1.0759445117255313,4,5,5,5,4.75,-0.22075246680962,5,5,4,3,4,4.2,-1.001263721832353,5,5,5,5,5.0,-0.3740720713072172,5,5,6,6,6,5.6,-0.5773905582463386,0.48989794855663565,2,1,0,0,1,4,-0.9047480283975574,-0.29963972990469045,0.29963972990469045,0
P0227,40,0,4,0,5,26,7,6,5,6,6,6.0,0.57182057718211,4,4,4,4,4.0,-1.0255791687196936,7,6,5,5,5,5.6,0.40210934366493845,6,6,6,5,5.75,0.8054344598416652,7,7,7,7,7,7.0,1.1711964228457827,0.0,1,0,2,2,2,7,0.6274865358241124,0.5875125715965819,0.5875125715965819,1
P0228,23,0,4,0,7,33,5,5,5,4,6,5.0,-0.6884892591764423,6,7,6,6,6.25,1.3889009370105272,5,4,4,4,3,4.0,-1.2017455883319663,6,6,5,6,5.75,0.8054344598416652,6,6,6,6,6,6.0,-0.07779427793430362,0.0,1,0,2,1,2,6,0.11674168108355583,-0.4124874284034181,0.4124874284034181,-1
P0229,29,1,2,0,6,33,6,6,6,6,6,6.0,0.57182057718211,7,7,7,7,7.0,2.193727638920601,6,4,5,4,6,5.0,-0.1993362558339006,4,5,5,5,4.75,-0.7672409150235113,7,7,7,7,7,7.0,1.1711964228457827,0.0,0,1,1,1,2,5,-0.39400317365700077,1.2713095029282186,1.2713095029282186,1
P0230,50,1,4,0,5,29,6,6,4,5,6,5.4,-0.1843653246330209,5,5,4,4,4.5,-0.48902803411297785,5,6,7,6,7,6.2,1.0035549431637782,5,5,5,5,5.0,-0.3740720713072172,6,6,6,6,6,6.0,-0.07779427793430362,0.0,0,1,1,1,2,5,-0.39400317365700077,0.1003602700953099,0.1003602700953099,0
P0231,29,1,1,0,4,23,7,6,5,6,7,6.2,0.8238825444538207,4,4,4,3,3.75,-1.2938547360230515,4,4,4,4,4,4.0,-1.2017455883319663,4,5,5,5,4.75,-0.7672409150235113,5,5,6,5,5,5.2,-1.0769868385583725,0.39999999999999997,0,0,1,2,2,5,-0.39400317365700077,-0.5286904970717812,0.5286904970717812,-1
P0232,43,0,3,0,5,28,5,5,6,7,5,5.6,0.06769664263868864,6,6,6,7,6.25,1.3889009370105272,7,7,7,6,7,6.8,1.6050005426626173,7,6,6,6,6.25,1.5917721472742534,7,7,7,7,7,7.0,1.1711964228457827,0.0,2,2,1,2,2,9,1.6489762453052257,0.24561410593076438,0.24561410593076438,0
P0233,40,0,2,1,5,33,5,5,5,5,5,5.0,-0.6884892591764423,4,5,4,3,4.0,-1.0255791687196936,5,5,6,6,5,5.4,0.20162747716532603,6,6,5,5,5.5,0.41226561612537105,6,6,5,6,5,5.6,-0.5773905582463386,0.4898979485566356,1,0,2,0,1,4,-0.9047480283975574,-0.6415381955705088,0.6415381955705088,-1
P0234,30,1,1,0,4,29,7,7,7,7,7,7.0,1.8321304135406622,5,5,6,6,5.5,0.5840742351004536,5,5,5,5,5,5.0,-0.1993362558339006,5,5,6,5,5.25,0.019096772409076933,6,6,7,7,7,6.6,0.6716001425337478,0.48989794855663565,0,2,1,1,2,6,0.11674168108355583,0.5294110372624008,0.5294110372624008,1
P0235,72,1,1,0,3,27,7,5,4,5,5,5.2,-0.4364272919047316,5,6,5,5,5.25,0.31579866779709576,6,7,7,6,6,6.4,1.2040368096633915,5,5,5,5,5.0,-0.3740720713072172,6,6,6,6,6,6.0,-0.07779427793430362,0.0,2,2,1,2,1,8,1.138231390564669,0.1003602700953099,0.1003602700953099,0
P0236,49,1,3,0,6,28,6,7,6,5,5,5.8,0.31975860991039934,4,4,4,3,3.75,-1.2938547360230515,6,6,7,6,5,6.0,0.803073076664165,6,7,7,7,6.75,2.3781098347068417,7,7,7,7,7,7.0,1.1711964228457827,0.0,0,2,1,1,2,6,0.11674168108355583,-0.096284359735054,0.096284359735054,0
P0237,18,1,2,1,4,32,5,6,6,6,7,6.0,0.57182057718211,6,6,5,6,5.75,0.8523498024038115,4,5,4,5,5,4.6,-0.6002999888331272,6,6,6,6,6.0,1.1986033035579593,6,6,7,7,6,6.4,0.42180200237773136,0.48989794855663565,2,1,2,2,2,9,1.6489762453052257,-0.18343666123632651,0.18343666123632651,0
P0238,42,0,3,0,3,31,5,6,7,6,6,6.0,0.57182057718211,6,6,6,6,6.0,1.1206253697071693,6,6,6,6,6,6.0,0.803073076664165,6,6,6,6,6.0,1.1986033035579593,7,7,7,7,7,7.0,1.1711964228457827,0.0,0,2,2,2,2,8,1.138231390564669,0.41656333876367313,0.41656333876367313,1
P0239,30,1,1,1,4,29,7,7,6,6,7,6.6,1.328006478997241,4,4,6,6,5.0,0.04752310049373789,6,6,5,5,7,5.8,0.6025912101645517,6,6,6,6,6.0,1.1986033035579593,7,7,7,7,7,7.0,1.1711964228457827,0.0,2,1,1,0,2,6,0.11674168108355583,0.41656333876367313,0.41656333876367313,1
P0240,52,0,2,0,4,28,7,6,6,6,6,6.2,0.8238825444538207,4,4,4,4,4.0,-1.0255791687196936,3,3,4,5,3,3.6,-1.6027093213311925,5,5,5,4,4.75,-0.7672409150235113,6,6,6,6,6,6.0,-0.07779427793430362,0.0,1,1,0,2,1,5,-0.39400317365700077,0.27130950292821865,0.27130950292821865,0
P0241,28,0,3,0,6,28,5,5,5,5,4,4.8,-0.9405512264481529,5,6,6,5,5.5,0.5840742351004536,3,4,2,4,3,3.2,-2.0036730543304184,5,5,4,4,4.5,-1.1604097587398055,5,5,5,5,5,5.0,-1.32678497871439,0.0,2,1,0,0,2,5,-0.39400317365700077,-0.5577412642388726,0.5577412642388726,-1
P0242,38,0,3,0,6,27,5,4,5,6,7,5.4,-0.1843653246330209,7,6,5,6,6.0,1.1206253697071693,6,6,5,5,6,5.6,0.40210934366493845,5,5,5,5,5.0,-0.3740720713072172,7,7,7,7,7,7.0,1.1711964228457827,0.0,1,0,2,2,2,7,0.6274865358241124,1.10036027009531,1.10036027009531,1
P0243,47,1,2,0,6,34,6,5,6,6,5,5.6,0.06769664263868864,5,6,5,7,5.75,0.8523498024038115,6,5,5,5,5,5.2,0.001145610665712712,5,5,5,5,5.0,-0.3740720713072172,5,6,6,6,5,5.6,-0.5773905582463386,0.4898979485566356,1,2,1,1,1,6,0.11674168108355583,-0.29963972990469045,0.29963972990469045,0
P0244,52,0,3,0,1,29,6,7,7,6,6,6.4,1.0759445117255313,5,5,5,5,5.0,0.04752310049373789,5,5,7,6,6,5.8,0.6025912101645517,5,5,5,5,5.0,-0.3740720713072172,7,7,7,7,7,7.0,1.1711964228457827,0.0,1,1,1,1,0,4,-0.9047480283975574,1.10036027009531,1.10036027009531,1
P0245,21,0,4,0,4,33,6,7,6,5,6,6.0,0.57182057718211,4,5,4,5,4.5,-0.48902803411297785,6,6,6,6,7,6.2,1.0035549431637782,6,6,5,5,5.5,0.41226561612537105,7,7,7,7,7,7.0,1.1711964228457827,0.0,2,1,0,0,2,5,-0.39400317365700077,0.7584618044294915,0.7584618044294915,1
P0246,34,1,3,1,5,34,7,7,7,6,7,6.8,1.5800684462689516,5,5,6,6,5.5,0.5840742351004536,6,7,6,7,5,6.2,1.0035549431637782,5,6,5,5,5.25,0.019096772409076933,7,7,7,7,7,7.0,1.1711964228457827,0.0,2,2,2,2,1,9,1.6489762453052257,0.9294110372624012,0.9294110372624012,1
P0247,32,0,2,0,1,32,6,6,7,7,6,6.4,1.0759445117255313,6,5,6,5,5.5,0.5840742351004536,6,6,6,7,7,6.4,1.2040368096633915,6,6,6,6,6.0,1.1986033035579593,7,7,7,7,7,7.0,1.1711964228457827,0.0,1,1,2,0,1,5,-0.39400317365700077,0.41656333876367313,0.41656333876367313,1
P0248,30,1,1,0,4,28,7,7,7,7,7,7.0,1.8321304135406622,5,7,5,5,5.5,0.5840742351004536,5,5,5,5,6,5.2,0.001145610665712712,6,6,6,6,6.0,1.1986033035579593,5,5,6,6,6,5.6,-0.5773905582463386,0.48989794855663565,1,0,1,0,1,3,-1.415492883138114,-0.9834366612363272,0.9834366612363272,-1
P0249,66,0,4,0,6,31,7,6,6,5,5,5.8,0.31975860991039934,4,4,3,4,3.75,-1.2938547360230515,5,5,6,6,6,5.6,0.40210934366493845,6,6,6,6,6.0,1.1986033035579593,6,6,6,6,6,6.0,-0.07779427793430362,0.0,2,0,2,1,2,7,0.6274865358241124,-0.5834366612363269,0.5834366612363269,-1
P0250,46,1,1,0,3,29,4,6,6,5,5,5.2,-0.4364272919047316,4,5,5,5,4.75,-0.22075246680962,7,7,7,5,6,6.4,1.2040368096633915,6,6,6,6,6.0,1.1986033035579593,7,7,7,7,7,7.0,1.1711964228457827,0.0,0,0,2,2,1,5,-0.39400317365700077,0.41656333876367313,0.41656333876367313,1
P0251,21,1,4,0,5,27,5,5,5,6,5,5.2,-0.4364272919047316,4,4,5,5,4.5,-0.48902803411297785,7,7,6,6,6,6.4,1.2040368096633915,5,5,5,5,5.0,-0.3740720713072172,6,6,5,5,5,5.4,-0.827188698402355,0.48989794855663565,1,1,0,2,2,6,0.11674168108355583,-0.49963972990468974,0.49963972990468974,-1
P0252,53,0,3,0,3,30,5,5,6,6,5,5.4,-0.1843653246330209,4,5,5,5,4.75,-0.22075246680962,4,3,5,3,4,3.8,-1.4022274548315796,5,6,5,6,5.5,0.41226561612537105,6,6,6,6,6,6.0,-0.07779427793430362,0.0,1,0,0,1,1,3,-1.415492883138114,-0.24153819557050848,0.24153819557050848,0
P0253,71,0,4,0,1,26,6,6,7,5,7,6.2,0.8238825444538207,7,6,5,6,6.0,1.1206253697071693,6,6,6,7,4,5.8,0.6025912101645517,6,6,6,6,6.0,1.1986033035579593,7,7,7,7,7,7.0,1.1711964228457827,0.0,1,0,2,0,2,5,-0.39400317365700077,0.41656333876367313,0.41656333876367313,1
P0254,55,0,3,1,3,33,5,6,6,5,6,5.6,0.06769664263868864,5,5,4,4,4.5,-0.48902803411297785,6,5,6,6,5,5.6,0.40210934366493845,5,5,5,5,5.0,-0.3740720713072172,6,6,6,6,6,6.0,-0.07779427793430362,0.0,1,0,1,2,2,6,0.11674168108355583,0.1003602700953099,0.1003602700953099,0
P0255,18,0,4,0,7,28,5,6,6,6,7,6.0,0.57182057718211,4,5,5,4,4.5,-0.48902803411297785,3,3,4,2,2,2.8,-2.404636787329645,6,6,6,6,6.0,1.1986033035579593,5,5,5,5,5,5.0,-1.32678497871439,0.0,1,2,1,1,2,7,0.6274865358241124,-1.5834366612363269,1.5834366612363269,-1
P0256,32,2,2,0,6,30,5,5,6,6,5,5.4,-0.1843653246330209,4,4,4,5,4.25,-0.7573036014163357,5,5,6,5,5,5.2,0.001145610665712712,5,5,5,5,5.0,-0.3740720713072172,7,7,7,7,7,7.0,1.1711964228457827,0.0,1,1,2,1,2,7,0.6274865358241124,1.10036027009531,1.10036027009531,1
P0257,59,0,3,1,7,30,6,5,6,5,5,5.4,-0.1843653246330209,6,6,6,6,6.0,1.1206253697071693,5,5,5,7,6,5.6,0.40210934366493845,5,5,5,5,5.0,-0.3740720713072172,7,7,7,7,7,7.0,1.1711964228457827,0.0,2,2,1,1,2,8,1.138231390564669,1.10036027009531,1.10036027009531,1
P0258,29,1,3,1,5,29,5,5,6,5,6,5.4,-0.1843653246330209,7,7,5,5,6.0,1.1206253697071693,6,6,7,6,7,6.4,1.2040368096633915,5,5,5,5,5.0,-0.3740720713072172,7,7,6,7,6,6.6,0.6716001425337478,0.4898979485566356,1,1,1,2,2,7,0.6274865358241124,0.7003602700953095,0.7003602700953095,1
P0259,46,0,3,0,2,31,7,5,5,5,5,5.4,-0.1843653246330209,4,4,5,4,4.25,-0.7573036014163357,7,5,5,4,5,5.2,0.001145610665712712,5,5,5,5,5.0,-0.3740720713072172,6,5,6,6,6,5.8,-0.32759241809032114,0.39999999999999997,0,1,1,2,1,5,-0.39400317365700077,-0.09963972990469028,0.09963972990469028,0
P0260,51,1,3,1,5,28,6,5,5,5,5,5.2,-0.4364272919047316,4,3,3,4,3.5,-1.5621303033264093,5,5,5,5,4,4.8,-0.3998181223335139,5,5,5,5,5.0,-0.3740720713072172,6,7,6,6,6,6.2,0.17200386222171388,0.39999999999999997,2,2,2,1,2,9,1.6489762453052257,0.3003602700953101,0.3003602700953101,1
P0261,26,1,4,0,5,32,7,7,7,7,7,7.0,1.8321304135406622,4,4,4,5,4.25,-0.7573036014163357,4,4,6,6,6,5.2,0.001145610665712712,6,6,6,6,6.0,1.1986033035579593,7,7,7,7,7,7.0,1.1711964228457827,0.0,0,1,2,2,2,7,0.6274865358241124,0.41656333876367313,0.41656333876367313,1
P0262,39,1,4,0,6,25,3,4,6,4,5,4.4,-1.4446751609915731,7,7,5,5,6.0,1.1206253697071693,5,4,5,5,5,4.8,-0.3998181223335139,5,6,5,5,5.25,0.019096772409076933,6,6,6,7,6,6.2,0.17200386222171388,0.39999999999999997,1,1,1,1,2,6,0.11674168108355583,0.12941103726240133,0.12941103726240133,0
P0263,18,0,3,0,2,30,7,5,5,6,5,5.6,0.06769664263868864,4,5,5,5,4.75,-0.22075246680962,4,4,4,4,3,3.8,-1.4022274548315796,5,5,4,4,4.5,-1.1604097587398055,5,6,6,6,6,5.8,-0.32759241809032114,0.39999999999999997,1,0,0,1,1,3,-1.415492883138114,0.24225873576112722,0.24225873576112722,0
P0264,24,0,3,0,5,35,5,5,5,5,5,5.0,-0.6884892591764423,5,6,5,4,5.0,0.04752310049373789,4,4,4,5,6,4.6,-0.6002999888331272,6,6,6,6,6.0,1.1986033035579593,6,7,7,6,7,6.6,0.6716001425337478,0.48989794855663565,1,2,2,1,1,7,0.6274865358241124,0.016563338763672775,0.016563338763672775,0
P0265,36,0,3,0,3,26,4,5,4,4,4,4.2,-1.696737128263284,5,5,5,6,5.25,0.31579866779709576,3,3,1,3,3,2.6,-2.605118653829258,4,4,3,4,3.75,-2.339916289888688,6,6,6,6,6,6.0,-0.07779427793430362,0.0,0,0,0,0,2,2,-1.9262377378786706,0.9551064342598554,0.9551064342598554,1
P0266,21,1,3,1,4,27,5,6,6,5,4,5.2,-0.4364272919047316,3,4,5,6,4.5,-0.48902803411297785,6,7,7,7,7,6.8,1.6050005426626173,5,6,6,6,5.75,0.8054344598416652,7,6,7,7,7,6.8,0.9213982826897652,0.39999999999999997,2,1,0,2,2,7,0.6274865358241124,0.3875125715965817,0.3875125715965817,1
P0267,64,1,2,0,6,31,5,5,6,6,6,5.6,0.06769664263868864,5,6,5,4,5.0,0.04752310049373789,5,6,5,5,5,5.2,0.001145610665712712,5,5,5,4,4.75,-0.7672409150235113,6,6,6,6,6,6.0,-0.07779427793430362,0.0,1,0,0,1,2,4,-0.9047480283975574,0.27130950292821865,0.27130950292821865,0
P0268,18,1,1,0,5,30,6,7,5,6,7,6.2,0.8238825444538207,5,6,6,4,5.25,0.31579866779709576,4,5,4,4,4,4.2,-1.001263721832353,6,6,6,6,6.0,1.1986033035579593,5,6,5,5,5,5.2,-1.0769868385583725,0.39999999999999997,0,2,0,1,1,4,-0.9047480283975574,-1.3834366612363267,1.3834366612363267,-1
P0269,33,0,2,0,4,31,5,5,5,6,5,5.2,-0.4364272919047316,6,6,6,6,6.0,1.1206253697071693,5,5,5,6,5,5.2,0.001145610665712712,5,5,5,6,5.25,0.019096772409076933,7,7,7,6,7,6.8,0.9213982826897652,0.39999999999999997,1,2,1,0,1,5,-0.39400317365700077,0.729411037262401,0.729411037262401,1
P0270,41,1,2,1,4,31,4,4,4,4,4,4.0,-1.9487990955349945,5,3,5,5,4.5,-0.48902803411297785,5,5,6,6,6,5.6,0.40210934366493845,5,5,5,5,5.0,-0.3740720713072172,7,7,6,7,7,6.8,0.9213982826897652,0.39999999999999997,1,1,1,2,2,7,0.6274865358241124,0.9003602700953097,0.9003602700953097,1
P0271,61,1,2,0,5,31,7,7,7,6,7,6.8,1.5800684462689516,3,3,4,4,3.5,-1.5621303033264093,5,4,4,4,4,4.2,-1.001263721832353,5,5,5,5,5.0,-0.3740720713072172,5,5,5,5,5,5.0,-1.32678497871439,0.0,0,1,1,1,1,4,-0.9047480283975574,-0.8996397299046901,0.8996397299046901,-1
P0272,18,0,2,0,6,33,6,7,6,7,6,6.4,1.0759445117255313,3,3,5,5,4.0,-1.0255791687196936,5,6,4,4,4,4.6,-0.6002999888331272,5,5,5,5,5.0,-0.3740720713072172,7,7,6,6,7,6.6,0.6716001425337478,0.48989794855663565,1,1,2,2,2,8,1.138231390564669,0.7003602700953095,0.7003602700953095,1
P0273,57,0,1,0,6,31,5,5,5,6,6,5.4,-0.1843653246330209,6,6,5,5,5.5,0.5840742351004536,5,5,5,5,4,4.8,-0.3998181223335139,4,4,4,4,4.0,-1.9467474461723937,6,7,7,7,6,6.6,0.6716001425337478,0.4898979485566356,2,1,0,1,1,5,-0.39400317365700077,1.3841572014269463,1.3841572014269463,1
P0274,40,1,1,0,7,29,6,6,6,7,6,6.2,0.8238825444538207,6,5,4,4,4.75,-0.22075246680962,7,6,7,7,6,6.6,1.404518676163004,5,5,5,5,5.0,-0.3740720713072172,7,7,7,7,7,7.0,1.1711964228457827,0.0,2,1,1,2,2,8,1.138231390564669,1.10036027009531,1.10036027009531,1
P0275,25,1,4,1,6,32,7,7,7,7,7,7.0,1.8321304135406622,5,4,3,4,4.0,-1.0255791687196936,4,5,5,4,3,4.2,-1.001263721832353,5,5,5,5,5.0,-0.3740720713072172,6,6,6,6,5,5.8,-0.32759241809032114,0.39999999999999997,2,0,2,2,2,8,1.138231390564669,-0.09963972990469028,0.09963972990469028,0
P0276,46,1,3,1,4,35,6,6,5,5,6,5.6,0.06769664263868864,6,4,4,5,4.75,-0.22075246680962,4,5,4,4,5,4.4,-0.8007818553327396,6,6,5,5,5.5,0.41226561612537105,7,6,6,7,6,6.4,0.42180200237773136,0.48989794855663565,0,1,2,1,2,6,0.11674168108355583,0.15846180442949187,0.15846180442949187,0
P0277,42,0,2,0,5,29,5,6,7,6,5,5.8,0.31975860991039934,5,3,4,6,4.5,-0.48902803411297785,6,7,6,5,7,6.2,1.0035549431637782,7,7,6,7,6.75,2.3781098347068417,7,7,7,7,7,7.0,1.1711964228457827,0.0,1,1,2,1,2,7,0.6274865358241124,-0.096284359735054,0.096284359735054,0
P0278,30,1,3,1,4,27,5,5,6,5,5,5.2,-0.4364272919047316,4,5,4,4,4.25,-0.7573036014163357,6,6,6,5,5,5.6,0.40210934366493845,6,5,5,6,5.5,0.41226561612537105,6,6,6,6,6,6.0,-0.07779427793430362,0.0,1,2,2,2,2,9,1.6489762453052257,-0.24153819557050848,0.24153819557050848,0
P0279,41,0,2,0,4,33,7,7,6,7,6,6.6,1.328006478997241,5,5,3,4,4.25,-0.7573036014163357,7,6,5,6,5,5.8,0.6025912101645517,5,6,5,5,5.25,0.019096772409076933,6,6,6,6,6,6.0,-0.07779427793430362,0.0,1,2,2,2,2,9,1.6489762453052257,-0.07058896273759885,0.07058896273759885,0
P0280,34,0,4,1,6,29,7,6,5,6,6,6.0,0.57182057718211,6,7,6,7,6.5,1.657176504313885,5,5,5,4,4,4.6,-0.6002999888331272,6,6,6,6,6.0,1.1986033035579593,6,6,6,6,6,6.0,-0.07779427793430362,0.0,1,2,2,2,2,9,1.6489762453052257,-0.5834366612363269,0.5834366612363269,-1
P0281,41,0,3,0,1,23,7,6,6,7,6,6.4,1.0759445117255313,4,6,5,4,4.75,-0.22075246680962,5,6,6,6,6,5.8,0.6025912101645517,6,6,6,6,6.0,1.1986033035579593,5,7,5,6,6,5.8,-0.32759241809032114,0.7483314773547882,1,0,1,2,2,6,0.11674168108355583,-0.783436661236327,0.783436661236327,-1
P0282,49,1,1,0,7,32,5,5,4,4,6,4.8,-0.9405512264481529,5,5,6,6,5.5,0.5840742351004536,6,6,5,6,6,5.8,0.6025912101645517,5,5,5,5,5.0,-0.3740720713072172,7,6,7,7,7,6.8,0.9213982826897652,0.39999999999999997,0,1,1,1,2,5,-0.39400317365700077,0.9003602700953097,0.9003602700953097,1
P0283,63,1,3,0,5,28,3,4,5,3,3,3.6,-2.4529230300784155,4,3,3,4,3.5,-1.5621303033264093,5,5,5,5,5,5.0,-0.1993362558339006,5,5,5,5,5.0,-0.3740720713072172,6,6,6,6,6,6.0,-0.07779427793430362,0.0,2,2,1,1,2,8,1.138231390564669,0.1003602700953099,0.1003602700953099,0
P0284,21,1,4,0,5,29,7,7,7,7,7,7.0,1.8321304135406622,4,5,4,5,4.5,-0.48902803411297785,3,3,6,4,3,3.8,-1.4022274548315796,6,6,6,5,5.75,0.8054344598416652,6,5,5,6,6,5.6,-0.5773905582463386,0.48989794855663565,0,1,1,1,2,5,-0.39400317365700077,-0.8124874284034185,0.8124874284034185,-1
P0285,71,0,4,0,5,30,6,6,5,5,5,5.4,-0.1843653246330209,6,5,6,6,5.75,0.8523498024038115,6,7,6,7,6,6.4,1.2040368096633915,6,6,5,6,5.75,0.8054344598416652,7,7,7,7,7,7.0,1.1711964228457827,0.0,2,1,2,2,2,9,1.6489762453052257,0.5875125715965819,0.5875125715965819,1
P0286,18,1,3,0,6,30,5,5,4,5,5,4.8,-0.9405512264481529,4,4,5,5,4.5,-0.48902803411297785,5,7,7,7,7,6.6,1.404518676163004,5,5,5,5,5.0,-0.3740720713072172,7,7,7,7,7,7.0,1.1711964228457827,0.0,2,0,2,1,2,7,0.6274865358241124,1.10036027009531,1.10036027009531,1
P0287,37,0,3,0,5,32,5,4,3,4,4,4.0,-1.9487990955349945,5,5,4,4,4.5,-0.48902803411297785,6,6,7,4,6,5.8,0.6025912101645517,5,5,5,4,4.75,-0.7672409150235113,6,6,6,6,6,6.0,-0.07779427793430362,0.0,1,2,2,1,0,6,0.11674168108355583,0.27130950292821865,0.27130950292821865,0
P0288,48,1,2,0,5,28,5,6,6,6,6,5.8,0.31975860991039934,5,5,6,5,5.25,0.31579866779709576,7,7,7,7,7,7.0,1.8054824091622308,7,7,7,7,7.0,2.7712786784231356,7,7,7,7,7,7.0,1.1711964228457827,0.0,2,1,2,2,2,9,1.6489762453052257,-0.26723359256796275,0.26723359256796275,0
P0289,44,0,4,0,2,31,4,5,4,4,4,4.2,-1.696737128263284,7,6,6,6,6.25,1.3889009370105272,4,5,4,3,4,4.0,-1.2017455883319663,4,5,5,5,4.75,-0.7672409150235113,5,6,5,6,6,5.6,-0.5773905582463386,0.48989794855663565,0,1,2,0,0,3,-1.415492883138114,-0.1286904970717817,0.1286904970717817,0
P0290,30,0,2,0,5,29,4,5,4,5,4,4.4,-1.4446751609915731,6,6,6,7,6.25,1.3889009370105272,6,5,6,4,5,5.2,0.001145610665712712,5,5,5,5,5.0,-0.3740720713072172,6,6,6,6,6,6.0,-0.07779427793430362,0.0,0,2,0,1,2,5,-0.39400317365700077,0.1003602700953099,0.1003602700953099,0
P0291,36,0,4,1,3,32,7,7,6,6,6,6.4,1.0759445117255313,4,4,4,4,4.0,-1.0255791687196936,5,6,6,5,6,5.6,0.40210934366493845,6,6,6,6,6.0,1.1986033035579593,7,7,7,7,7,7.0,1.1711964228457827,0.0,2,2,0,2,1,7,0.6274865358241124,0.41656333876367313,0.41656333876367313,1
P0292,32,0,3,0,6,31,7,6,7,6,7,6.6,1.328006478997241,5,5,4,4,4.5,-0.48902803411297785,7,7,6,6,7,6.6,1.404518676163004,6,6,6,5,5.75,0.8054344598416652,7,7,7,7,7,7.0,1.1711964228457827,0.0,1,1,2,2,2,8,1.138231390564669,0.5875125715965819,0.5875125715965819,1
P0293,31,1,3,0,5,27,7,7,6,7,7,6.8,1.5800684462689516,5,6,7,6,6.0,1.1206253697071693,6,7,7,7,6,6.6,1.404518676163004,7,7,7,7,7.0,2.7712786784231356,7,7,7,7,7,7.0,1.1711964228457827,0.0,1,2,2,2,1,8,1.138231390564669,-0.26723359256796275,0.26723359256796275,0
P0294,52,1,3,0,5,33,7,6,6,6,5,6.0,0.57182057718211,4,4,5,4,4.25,-0.7573036014163357,7,7,7,7,5,6.6,1.404518676163004,5,5,6,5,5.25,0.019096772409076933,7,6,6,6,7,6.4,0.42180200237773136,0.4898979485566356,1,2,1,1,1,6,0.11674168108355583,0.3294110372624015,0.3294110372624015,1
P0295,45,0,2,1,1,28,5,5,4,5,5,4.8,-0.9405512264481529,4,4,4,4,4.0,-1.0255791687196936,6,6,6,5,6,5.8,0.6025912101645517,6,6,6,6,6.0,1.1986033035579593,7,7,7,7,7,7.0,1.1711964228457827,0.0,0,1,1,0,2,4,-0.9047480283975574,0.41656333876367313,0.41656333876367313,1
P0296,29,1,2,0,2,32,6,7,5,6,7,6.2,0.8238825444538207,5,5,5,4,4.75,-0.22075246680962,5,5,5,5,5,5.0,-0.1993362558339006,6,6,6,6,6.0,1.1986033035579593,7,7,7,7,7,7.0,1.1711964228457827,0.0,0,0,1,0,2,3,-1.415492883138114,0.41656333876367313,0.41656333876367313,1
P0297,53,0,2,0,6,31,7,6,5,7,7,6.4,1.0759445117255313,3,3,3,2,2.75,-2.366957005236483,7,7,7,7,7,7.0,1.8054824091622308,5,5,6,6,5.5,0.41226561612537105,7,7,7,7,7,7.0,1.1711964228457827,0.0,1,2,1,2,1,7,0.6274865358241124,0.7584618044294915,0.7584618044294915,1
P0298,44,1,2,1,2,35,6,6,5,6,6,5.8,0.31975860991039934,4,4,4,4,4.0,-1.0255791687196936,4,4,3,4,3,3.6,-1.6027093213311925,5,5,5,5,5.0,-0.3740720713072172,5,5,5,5,5,5.0,-1.32678497871439,0.0,1,0,0,2,1,4,-0.9047480283975574,-0.8996397299046901,0.8996397299046901,-1
P0299,52,1,3,1,2,29,6,4,5,5,4,4.8,-0.9405512264481529,4,4,6,7,5.25,0.31579866779709576,4,4,4,4,3,3.8,-1.4022274548315796,4,4,4,4,4.0,-1.9467474461723937,4,4,3,4,4,3.8,-2.8255738196504936,0.39999999999999997,2,0,2,0,0,4,-0.9047480283975574,-1.4158427985730535,1.4158427985730535,-1
P0300,49,1,2,0,1,28,5,6,5,5,6,5.4,-0.1843653246330209,4,3,3,4,3.5,-1.5621303033264093,5,3,4,4,3,3.8,-1.4022274548315796,6,5,5,5,5.25,0.019096772409076933,5,5,5,5,5,5.0,-1.32678497871439,0.0,0,1,0,0,0,1,-2.436982592619227,-1.0705889627375988,1.0705889627375988,-1
P0301,27,0,1,0,7,29,7,7,7,7,6,6.8,1.5800684462689516,6,7,6,6,6.25,1.3889009370105272,7,6,7,7,7,6.8,1.6050005426626173,6,7,7,7,6.75,2.3781098347068417,7,7,7,7,7,7.0,1.1711964228457827,0.0,2,2,2,1,2,9,1.6489762453052257,-0.096284359735054,0.096284359735054,0
