participant_id,age,gender,education,income,tech_comfort,fraud_experience,ATT1,ATT2,ATT3,SN1,SN2,PBC1,PBC2,PBC3,INT1,INT2,perceived_severity,perceived_vulnerability,self_efficacy,response_efficacy,past_behavior,T2_security_steps_followed,T2_frequency_last_month,T2_consistency_score,T2_behavior_binary,T2_missing,response_time_seconds,straight_line_respondent,attitude_composite,subjective_norm_composite,pbc_composite,intention_composite,threat_appraisal_composite,coping_appraisal_composite
1597,18,Female,High School,37919.0,6.21552793717388,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0,31.080383037301072,0,1.6504915349982756,1.3070899500623878,1.3070899500623878,1.3070899500623878,1.049407970784485,1.0
1598,18,Female,High School,41420.0,4.919995224481901,1,3,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0.0,0,16.94543662628582,0,1.9331901450263445,1.1130246379672148,1.1130246379672148,1.5984763364577388,1.0341339206204672,1.1493480217592675
1599,18,Female,High School,27463.0,5.383448845717271,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1.0,0,174.12431904276158,0,1.5058066827876357,1.504637212623028,1.233026762873957,1.2856213441976174,1.0,1.4660027792178383
1600,18,Female,High School,32216.0,3.2175195778127224,1,1,1,1,1,1,,1,1,1,1,2,1,1,1,2,1,1,1,0.0,0,44.98525684550512,0,1.0464314599780673,1.0464314599780673,1.0464314599780673,1.0464314599780673,1.427854516997286,1.0
1601,18,Female,High School,37143.0,5.026086815722389,0,2,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,0.0,0,9.015806389161272,0,1.5021848083278524,1.2080333113200181,1.2080333113200181,1.2080333113200181,1.7619593617363167,1.314009163639548
1602,62,Male,Doctorate/Professional,151693.0,4.081429991513117,0,3,3,3,2,1,1,1,2,2,1,2,1,1,2,1,1,1,1,0.0,0,18.228404237668222,0,2.8980885678745083,1.7968321428082232,1.4536796572714954,1.6588807019916927,1.4405271326704119,1.3367770248557689
1603,27,Female,Some College,55295.0,6.102624295494088,0,4,5,5,1,1,2,2,1,1,2,1,2,1,1,1,2,2,2,1.0,0,58.088298429335275,0,4.333881536347392,1.4203577483657976,1.8131417599785769,1.471115782888075,1.3168148055220958,1.0
1604,36,Male,High School,39778.0,7.0,0,1,1,1,1,1,3,2,3,1,1,1,1,3,1,2,2,2,2,1.0,0,40.272849156151025,0,1.2109807556601324,1.2109807556601324,2.4800965896796896,1.2109807556601324,1.0,1.8689138011864528
1605,80,Male,High School,34716.0,5.8497681267659525,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,0.0,0,9.423069870551949,0,1.0977507448802302,1.0977507448802302,1.0977507448802302,1.0977507448802302,1.0,1.345169387953074
1606,75,Female,Master's Degree,74611.0,2.6115178063589335,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0.0,0,17.64051458757501,0,1.3254324218578892,1.3254324218578892,1.3254324218578892,1.3254324218578892,1.31528974143045,1.0
1607,24,Female,Bachelor's Degree,53267.0,4.730400749211316,0,3,2,2,2,1,2,2,2,2,2,1,1,2,1,1,,,,,1,55.402958043267816,0,2.313653384919137,1.4958773765219546,2.0951380039429837,1.6213981211079447,1.0,1.2538273636201562
1608,18,Female,Some College,39042.0,5.359238202986791,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1.0,0,44.5667160361768,0,1.2314309537182964,1.2314309537182964,1.2314309537182964,1.2314309537182964,1.0,1.142066183012822
1609,18,Male,Master's Degree,92644.0,5.313564652838343,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,2,2,2,1.0,0,52.50725875507391,0,1.1538400139272227,1.1538400139272227,1.392157616473962,1.1538400139272227,1.0,1.0
1610,31,Male,Some College,43999.0,4.249942936708621,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1.0,0,26.46971159637083,0,1.1121137052005654,1.1121137052005654,1.1121137052005654,1.1121137052005654,1.0316197906695201,1.0
1611,18,Male,Some College,34778.0,5.518879265428016,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1.0,0,16.68878387603462,0,1.2160497024097974,1.2160497024097974,1.2160497024097974,1.2160497024097974,1.0,1.0
1612,18,Male,High School,32820.0,3.5847489120047964,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1.0,0,11.931516867930238,0,1.2471160141451099,1.2471160141451099,1.2471160141451099,1.2471160141451099,1.1744009961263442,1.0
1613,18,Male,Some College,47619.0,3.971618660509413,0,1,2,1,1,1,1,1,,1,1,1,3,1,1,1,1,1,1,0.0,0,70.78625252205987,0,1.3154058889017668,1.1812785899922067,1.1812785899922067,1.1812785899922067,1.9257827985854792,1.0
1614,32,Female,Some College,44551.0,6.0395369340848255,0,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,0.0,0,156.7814760551169,0,1.4270941090679907,1.231803328983666,1.369640756292944,1.231803328983666,1.0,1.0
1615,40,Female,Bachelor's Degree,61764.0,3.8796377998562264,0,1,1,1,1,1,,1,1,1,,1,1,1,1,1,,,,,1,41.33063749956069,0,1.2106081597239886,1.2106081597239886,1.2106081597239886,1.2106081597239886,1.1295841904016368,1.0
1616,80,Male,Some College,44733.0,5.899675087139935,0,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0.0,0,70.00960471815348,0,1.4618581203287107,1.3697980067751812,1.3697980067751814,1.3697980067751812,1.4573196098103496,1.0636371205572623
1617,26,Female,Bachelor's Degree,69698.0,3.419697092947125,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,0.0,0,17.475644245423194,0,1.3435115428696083,1.2848079984418626,1.2848079984418626,1.2848079984418626,1.447926131128574,1.0
1618,59,Female,High School,36180.0,7.0,0,1,1,1,1,1,3,2,2,2,1,1,1,2,1,1,2,2,2,1.0,0,32.56756071172162,0,1.3929542134795385,1.3929542134795385,2.1335420190515504,1.4716899330282005,1.155478457688769,1.4610202705110042
1619,21,Male,High School,33069.0,4.193449100874729,0,4,4,4,4,4,4,4,4,4,4,1,1,1,1,2,2,1,1,1.0,0,31.488890252617065,1,4.115410220658397,4.115410220658397,4.115410220658397,4.115410220658397,1.0,1.0547952658450668
1620,23,Female,Some College,37158.0,4.909233456655523,1,1,1,1,,1,1,1,2,1,1,1,1,1,1,2,2,2,2,1.0,0,45.05914980911919,0,1.281348034042989,1.2664455805616475,1.381554078532402,1.2664455805616475,1.0,1.0
1621,22,Male,Master's Degree,87912.0,5.6297972394175275,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,0.0,0,35.23707526094394,0,1.200967874460473,1.200967874460473,1.200967874460473,1.200967874460473,1.0,1.0
1622,29,Male,Some College,28262.0,4.465045061748578,0,2,1,1,1,1,1,1,,1,1,1,2,1,1,1,2,1,1,1.0,0,305.4096404597827,0,1.431531896275607,1.2446371420158688,1.2446371420158688,1.2446371420158688,1.6455363247392798,1.0864713837744366
1623,45,Female,Bachelor's Degree,56117.0,5.386427749392696,1,1,1,1,2,2,1,1,1,1,,1,1,1,2,2,1,1,1,0.0,0,62.78397702187051,0,1.1757701651459251,1.7942266557785795,1.2037962387860934,1.1827734387269975,1.0791333409654846,1.4586586459357531
1624,18,Male,Some College,41299.0,5.947963741876164,0,1,1,1,1,1,1,1,1,,1,1,1,2,1,1,1,1,1,0.0,0,93.637991801366,0,1.1083994789783742,1.1083994789783742,1.1083994789783742,1.163175220378068,1.1480550148587285,1.5732260748047728
1625,18,Female,High School,28177.0,6.448797202254531,1,5,5,6,1,,2,2,2,2,2,1,1,1,4,2,2,2,1,1.0,0,41.12692466333149,0,5.3745289964945995,1.4067414661896325,2.1286736652967697,1.8997982983511896,1.0,2.3257770866720384
1626,48,Female,High School,30358.0,6.228946666764845,0,2,2,2,1,1,2,1,1,1,1,1,2,1,1,1,3,2,2,1.0,0,6.045219231550588,0,1.9938604929020534,1.3112382649040923,1.5459876124855694,1.3112382649040923,1.2535463521269927,1.0179093891996942
1627,46,Female,Some College,47223.0,4.976646397056524,0,7,7,7,7,7,7,7,7,7,7,1,1,2,1,1,2,2,2,1.0,0,47.40145680890187,1,7.0,7.0,7.0,7.0,1.1125037760444112,1.4133897106798037
1628,65,Female,High School,36153.0,5.009378693743317,0,3,3,2,1,1,1,1,1,2,1,1,1,3,1,2,1,1,1,1.0,0,79.5355794941124,0,2.513941312459881,1.234313677325603,1.234313677325603,1.3908620401778578,1.0,1.8529211418987133
1629,18,Female,High School,35508.0,7.0,0,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,3,3,3,1.0,0,100.964521644631,0,1.027807285130656,1.0117478561042659,1.1335795902922106,1.0117478561042659,1.3238654308253943,1.4954564112196485
1630,20,Female,Bachelor's Degree,59797.0,6.4348557887240805,1,2,2,2,1,1,1,2,1,1,1,2,1,1,2,2,1,1,1,0.0,0,31.381656931983414,0,1.7452143143929932,1.141675974622846,1.44469611948924,1.141675974622846,1.3550598149836328,1.2756686278874947
1631,49,Female,High School,35463.0,4.001629246783723,0,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,2,1,1.0,0,10.504843348623503,0,1.2604134605653894,1.2280428252393687,1.2280428252393687,1.2280428252393687,1.0,1.0
1632,18,Female,Bachelor's Degree,66821.0,5.329984612895218,1,4,3,4,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,0.0,0,26.273882956359174,0,3.5160402729941342,1.150007024732151,1.150007024732151,1.5732098937219505,1.1110819963539975,1.5119012039859652
1633,39,Male,Some College,43220.0,4.76431391958835,1,1,1,1,1,1,1,2,2,1,1,2,1,2,1,1,1,1,1,0.0,0,10.382563870804512,0,1.1374174354199247,1.209299042177583,1.6863315728088988,1.1374174354199247,1.3331707248024527,1.472692662449409
1634,21,Male,Bachelor's Degree,46563.0,5.024065495899958,0,2,,1,1,1,1,1,1,1,1,1,1,2,2,1,,,,,1,92.73153183185613,0,1.407038311959975,1.272112792424585,1.272112792424585,1.272112792424585,1.0,1.7314851348658964
1635,31,Female,Bachelor's Degree,69725.0,3.601656294979486,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0.0,0,47.61228056629276,1,1.1795448102738142,1.1795448102738142,1.1795448102738142,1.1795448102738142,1.0,1.1265423272891957
1636,18,Female,Some College,44660.0,4.664499795298261,0,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,3,3,2,1.0,0,21.978136493619044,1,4.224962419075262,4.224962419075262,4.224962419075262,4.224962419075262,1.117165662985587,1.01038683444275
1637,26,Female,Some College,39062.0,7.0,0,4,4,3,1,1,1,1,2,2,2,1,1,1,2,1,3,3,3,1.0,0,59.961482107119366,0,3.6414564551092057,1.1911718735681873,1.503186304167628,1.9789599223055352,1.0607378913538545,1.3163898608110276
1638,56,Female,Bachelor's Degree,48099.0,5.952799191138154,1,1,1,1,1,2,1,1,2,2,1,1,1,2,1,2,1,1,1,1.0,0,107.26568407051617,0,1.2788869037561303,1.396308138293548,1.4658679234236978,1.6505375989118138,1.0458711846543605,1.5759269439574441
1639,43,Male,Master's Degree,89618.0,1.9614901694031017,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0.0,0,62.01198718628718,0,1.0682182925461463,1.0682182925461463,1.0682182925461463,1.0682182925461463,1.0,1.1438076804988144
1640,18,Male,High School,34414.0,6.781740540247331,0,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0,163.98067379503215,0,1.6960234121142364,1.3123887763408961,1.3123887763408961,1.3123887763408961,1.0,1.1079205109050791
1641,76,Female,High School,42870.0,6.61651837978191,0,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,3,2,2,1.0,0,16.306707604250377,1,4.261564915680435,4.261564915680435,4.261564915680435,4.261564915680435,1.0,1.1510652769004512
1642,54,Female,Master's Degree,80964.0,4.732929104401658,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0,72.12471221012967,0,1.2483952215858833,1.2483952215858833,1.3181764846304518,1.2483952215858833,1.1378467167745425,1.0202800668419916
1643,18,Female,Some College,37615.0,6.13244260691818,0,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,3,2,1.0,0,10.305854266417533,0,1.2631560966081796,1.2631560966081796,1.7368100044264232,1.2631560966081796,1.0,1.0324589447754795
1644,18,Male,Bachelor's Degree,64218.0,4.082781025937639,0,,1,1,1,1,1,1,1,1,1,1,2,1,1,1,,,,,1,150.67471893003525,0,1.3720827701935085,1.102080676170401,1.102080676170401,1.102080676170401,1.3110368046040763,1.0
1645,18,Female,Some College,47897.0,4.588667568853736,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0.0,0,59.29203539777624,0,1.287950142233374,1.22814144787657,1.22814144787657,1.22814144787657,1.696502576398711,1.0
1646,32,Other,High School,35843.0,7.0,0,4,4,4,4,4,4,4,4,4,4,2,1,1,1,1,1,1,1,0.0,0,24.562520788451753,1,4.240670464937106,4.240670464937106,4.240670464937106,4.240670464937106,1.305904351858002,1.0
1647,18,Male,Bachelor's Degree,62572.0,4.84675094816938,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,0.0,0,13.136670214267987,0,1.135398488320398,1.135398488320398,1.3705670747497114,1.135398488320398,1.0,1.087846804689394
1648,18,Female,Bachelor's Degree,57217.0,2.7693488394585115,0,1,1,1,1,,1,1,1,1,1,1,2,1,1,1,1,1,1,0.0,0,21.500100426206256,0,1.2701560825840184,1.2701560825840184,1.2701560825840184,1.2701560825840184,1.6594630100745098,1.0
1649,23,Female,High School,36169.0,5.117705810384263,0,2,2,1,,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0.0,0,26.907561640088925,0,1.899182648588596,1.2032113411296441,1.2032113411296441,1.2032113411296441,1.0,1.0
1650,47,Male,Bachelor's Degree,66237.0,5.097835089211336,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0,39.367206560796085,0,1.3307207797712564,1.3307207797712564,1.3307207797712564,1.3307207797712564,1.0,1.0
1651,27,Female,Bachelor's Degree,62189.0,6.757879140185498,0,2,1,2,1,1,1,2,2,2,2,1,2,1,1,3,,,,,1,32.66729203111873,0,1.6234276777689185,1.269617908546207,1.8057409408408265,2.2664724343082545,1.2840700106436076,1.0907291117335376
1652,37,Female,Bachelor's Degree,56230.0,5.218637348828488,0,3,2,2,1,1,1,2,1,1,1,2,1,1,1,1,2,3,2,1.0,0,19.94809110768038,0,2.320670700750059,1.2681634565733122,1.658543235774843,1.3207642786448368,1.3103612972798475,1.0738729408048968
1653,29,Female,High School,41761.0,4.651942995127619,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.0,0,83.59319633804884,0,1.258974527877354,1.1498045946191144,1.1498045946191144,1.1498045946191144,1.0,1.059022529108872
1654,42,Male,Bachelor's Degree,39763.0,6.558572988800568,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1.0,0,8.504599472356613,0,1.3517501703735348,1.3517501703735348,1.3517501703735348,1.3517501703735348,1.0,1.0835416011268055
1655,31,Male,Bachelor's Degree,72890.0,5.357027302251444,0,3,2,2,1,1,2,2,2,1,2,1,2,1,1,1,1,1,2,1.0,0,52.38584117020726,0,2.2851127055297176,1.2144125743107472,2.109982409062267,1.4067374130855566,1.498498572037397,1.0
1656,22,Male,Bachelor's Degree,44705.0,4.224970513964568,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0,38.41999660486426,0,1.1845475884743175,1.1845475884743175,1.1845475884743175,1.1845475884743175,1.0,1.0238773050188892
1657,26,Male,Bachelor's Degree,52796.0,6.701496828704103,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,3,1.0,0,32.930711909883115,0,1.2894680828118603,1.3112905359432085,1.329102947341622,1.2894680828118603,1.0,2.1674202783646086
1658,67,Male,High School,34795.0,5.451760293871839,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1.0,0,54.82256581476866,0,2.0453327736541103,1.14931035103526,1.14931035103526,1.14931035103526,1.0,1.2815677452242706
1659,38,Male,Bachelor's Degree,56401.0,5.2038037566832696,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0,19.410092793543033,0,1.3530567395586353,1.3530567395586353,1.3530567395586353,1.3530567395586353,1.0900230272902893,1.095338047948648
1660,18,Female,Bachelor's Degree,65048.0,5.431280908835151,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,2,1.0,0,17.889300359603055,0,1.4372960142465177,1.4372960142465177,1.4372960142465177,1.4372960142465177,1.38816965530749,1.0
1661,26,Female,High School,29710.0,3.808131117158424,0,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,3,3,1.0,0,26.26797183408493,0,1.2262392409339598,1.0571045528338976,1.0571045528338976,1.0571045528338976,1.5839425912713259,1.0333808210568216
1662,32,Male,Some College,44021.0,4.514050090968162,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0.0,0,21.731023192496227,0,1.3826882752658012,1.3826882752658012,1.3826882752658012,1.3826882752658012,1.0,1.0
1663,22,Male,Some College,39127.0,5.204657382382618,0,4,4,4,4,4,4,4,4,4,4,1,1,1,1,2,1,1,1,0.0,0,27.396552936728412,1,4.220376688893057,4.220376688893057,4.220376688893057,4.220376688893057,1.0,1.2349857986620298
1664,18,Male,Bachelor's Degree,59713.0,4.946937196467916,1,4,4,4,4,4,4,4,4,4,4,1,3,1,1,2,1,2,2,1.0,0,58.91056743096297,1,4.107387851342344,4.107387851342344,4.107387851342344,4.107387851342344,1.8090220836059132,1.0
1665,18,Female,High School,34676.0,6.854156897661574,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1.0,0,36.17394797364292,0,1.0783470424834367,1.0783470424834367,1.0783470424834367,1.0783470424834367,1.2835243535562686,1.0
1666,18,Male,Bachelor's Degree,58197.0,5.482627608545105,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,0.0,0,33.912218785506006,0,1.0407403778400035,1.0,1.062590608492571,1.7024410668504952,1.121973171994864,1.198626393122749
1667,80,Male,Master's Degree,78584.0,6.311375099427323,0,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,,,,,1,39.84454559212375,0,1.0951639944717693,1.0951639944717693,1.671209931042716,1.4210487361876054,1.0,1.2115959797010663
1668,35,Female,Bachelor's Degree,53674.0,5.2122139609486045,1,1,1,1,,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0.0,0,25.42732711624421,0,1.2293692014304682,1.2293692014304682,1.3967934308453387,1.2293692014304682,1.0,1.0826524229825536
1669,18,Female,Master's Degree,88351.0,6.57317502886996,0,1,1,1,,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1.0,0,68.22225881364798,0,1.1203667615220718,1.1874642593470575,1.1203667615220718,1.1203667615220718,1.0,1.5417443783161071
1670,23,Female,Doctorate/Professional,155447.0,5.7167860835451005,0,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,3,3,3,1.0,0,52.05961604511615,0,1.1024302305106526,1.1024302305106526,1.8617447844624362,1.548076379844033,1.2615336160759583,1.0509959054806512
1671,60,Female,High School,32008.0,5.217446631004998,0,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,1.0,0,33.263031159769035,0,1.633681611627938,1.1206330902172017,1.1206330902172017,1.1206330902172017,1.0,1.4249036580129024
1672,18,Female,Bachelor's Degree,50984.0,5.182731984353275,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,,,,1,13.382945380981502,0,1.1757846357305937,1.1757846357305937,1.1757846357305937,1.1757846357305937,1.343569201341293,1.0
1673,50,Female,Some College,46078.0,3.959229785821748,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0,94.39463584767736,0,1.1521798762029345,1.1521798762029345,1.1521798762029345,1.1521798762029345,1.0,1.0
1674,18,Female,Master's Degree,84620.0,5.858990436177204,0,2,2,2,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1.0,0,56.35278031002824,0,2.0974231172930957,1.2501851619480213,1.2663864322912028,1.6140873074631077,1.0,1.1998382444094933
1675,18,Male,Some College,47344.0,5.1477338451027075,0,2,3,1,,1,1,2,2,1,1,1,1,1,2,1,1,1,1,0.0,0,52.127527543004796,0,1.8814417666548937,1.3069198963915065,1.5544993400209604,1.3069198963915065,1.0,1.3486014935721147
1676,56,Male,Doctorate/Professional,115374.0,4.547410451764434,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0,128.94324178193799,0,1.3220428827639865,1.3946572301038496,1.3220428827639865,1.3220428827639865,1.1158910872320544,1.0
1677,18,Male,Bachelor's Degree,44154.0,6.638400302055693,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,57.765052238000884,0,1.6953184576600597,1.0,1.0,1.0,1.0,1.0
1678,18,Female,Bachelor's Degree,53502.0,3.5747191663367586,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1.0,0,31.85402760844293,0,1.196390290742888,1.196390290742888,1.196390290742888,1.196390290742888,1.0,1.012404373316739
1679,28,Female,High School,31168.0,4.650755335937836,0,1,1,1,1,1,1,1,,1,1,1,2,2,1,1,1,1,1,0.0,0,22.009573337153014,0,1.200631589698038,1.200631589698038,1.200631589698038,1.200631589698038,1.262215525426213,1.3869473487006463
1680,34,Male,High School,34606.0,6.536034373413393,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1.0,0,21.334090682503508,0,1.0115252845804,1.0115252845804,1.0115252845804,1.0115252845804,1.0235270898245947,1.1306303215269775
1681,18,Female,Bachelor's Degree,52723.0,5.610179823196329,0,2,2,3,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,0.0,0,41.28776799170754,0,2.3032319340586977,1.9460506136984421,1.2082682422331201,1.1631767845353242,1.0675318820383983,1.5393040088948964
1682,18,Male,High School,38705.0,5.137783394051415,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1.0,0,71.76071813388964,0,1.193196278387591,1.1697167082313844,1.1697167082313844,1.3360219205324348,1.2483416594345316,1.0
1683,26,Male,Master's Degree,81638.0,5.526304606095191,0,4,3,4,1,1,2,3,2,1,1,1,1,2,1,1,2,2,2,1.0,0,72.41076853929081,0,3.503972942381811,1.3628880531886285,2.424132880701032,1.311453978636921,1.0818346098946072,1.4154374445327298
1684,34,Female,High School,35752.0,5.433238422363494,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0.0,0,10.975045516795289,0,1.474068462747195,1.1396902199993824,1.1396902199993824,1.1396902199993824,1.1826000704768744,1.0461027215849752
1685,18,Other,Bachelor's Degree,58682.0,3.2283386898283024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0,69.38429089326125,0,1.0843226399502806,1.0843226399502806,1.0843226399502806,1.0843226399502806,1.0378912409286323,1.0120118032070546
1686,21,Female,Some College,43637.0,4.74595954904765,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1.0,0,26.12632057843106,0,1.3502563555284723,1.3502563555284723,1.3502563555284723,1.3502563555284723,1.181060478715168,1.2173385484929626
1687,18,Female,Bachelor's Degree,57319.0,7.0,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,0.0,0,20.682875533966115,0,1.1678335953813983,1.1678335953813983,1.3394865104208638,1.1678335953813983,1.0091997243248478,1.4595616586846627
1688,29,Male,Bachelor's Degree,61329.0,4.342878624789682,0,3,3,2,2,2,1,1,1,1,1,1,2,1,1,1,3,3,2,1.0,0,44.38238303288325,0,2.642196310321925,1.9056246515040045,1.157465061048539,1.157465061048539,1.5811659095822377,1.0
1689,54,Female,Some College,37858.0,4.786208681664366,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1.0,0,62.186791276533384,0,1.276578797036264,1.0417993948158593,1.0417993948158593,1.0417993948158593,1.1557158150758304,1.0
1690,19,Male,High School,41997.0,4.495893007698056,0,4,3,4,1,1,1,1,1,1,1,1,2,1,3,1,2,2,2,1.0,0,12.347132677819182,0,3.4475003180722723,1.161926906026953,1.161926906026953,1.2087899889776286,1.5486378008043957,1.8378617271129407
1691,18,Female,High School,33817.0,5.086880209686422,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1.0,0,39.4052697975202,0,1.236261563229641,1.236261563229641,1.236261563229641,1.236261563229641,1.04894735594366,1.0
1692,18,Female,Bachelor's Degree,47663.0,4.441940319278412,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,,,,,1,9.052413065576523,0,1.184900973345488,1.184900973345488,1.184900973345488,1.184900973345488,1.7638841205537752,1.3672304268670352
1693,75,Female,Bachelor's Degree,58910.0,5.832763952805478,0,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1.0,0,62.39779538785621,0,1.291634014537971,1.0935032019340787,1.0935032019340787,1.0935032019340787,1.0,1.4303862168354007
1694,18,Male,Bachelor's Degree,51116.0,5.456507435977347,0,1,1,1,1,,1,1,,1,1,1,2,1,2,1,1,1,2,1.0,0,13.6308003106598,0,1.1649882630761002,1.1649882630761002,1.1649882630761002,1.1649882630761002,1.3009332327689256,1.6743988978736768
1695,18,Female,Bachelor's Degree,62490.0,6.205611899639123,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0,38.57473456556498,0,1.173237040837855,1.1689053484642342,1.1689053484642342,1.1689053484642342,1.1464035594844364,1.0
1696,18,Female,Some College,55389.0,3.8337764839543516,0,1,1,1,1,1,1,,1,1,1,1,2,1,1,2,2,2,3,1.0,0,24.70123343903016,0,1.1896316314225028,1.1896316314225028,1.1896316314225028,1.1896316314225028,1.2966844300474212,1.0
1697,23,Male,Some College,37911.0,4.757557372252226,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0,20.981414749119683,0,1.3473617170798502,1.3473617170798504,1.4106452793431543,1.3473617170798504,1.0,1.0
1698,18,Female,High School,36661.0,4.906560578904225,0,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,,,,,1,6.683411522239788,0,1.559502264762889,1.277947529842762,1.277947529842762,1.277947529842762,1.3286145318597695,1.0
1699,18,Male,Some College,32259.0,5.7923409831151735,0,1,2,1,1,1,1,2,2,1,1,1,1,1,1,3,1,1,1,0.0,0,10.812309214092064,0,1.428776828956704,1.315589303842956,1.5086358533658173,1.4829180267001054,1.0,1.0170091530179268
1700,31,Female,Doctorate/Professional,144834.0,4.168812443630856,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,0.0,0,31.182322971903957,0,1.8512919727093233,1.0,1.0,1.0,1.0,1.30490674574098
1701,29,Male,Master's Degree,74666.0,6.3903499455358475,0,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,0.0,0,15.735266177466126,1,7.0,7.0,7.0,7.0,1.1334629452676994,1.0
1702,40,Male,Some College,38855.0,6.742340267672891,0,2,2,2,1,1,1,1,1,2,2,1,1,2,1,1,2,1,2,1.0,0,25.664274884289604,0,1.9614044429805382,1.2349852119421594,1.2585509697598678,1.8410547054224826,1.0,1.6781203821341533
1703,29,Female,Bachelor's Degree,49240.0,3.914465948073741,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1.0,0,17.646696863841555,0,1.1489804893032842,1.1489804893032842,1.1489804893032842,1.1489804893032842,1.0,1.0
