Participant_ID,Data_Collection_Date,Country,Country_Name,Age,Gender,Gender_Label,Education,Education_Label,Income_Level,Income_Label,Income_Band_NGN,Income_Band_GHS,Bank_Type,Bank_Type_Label,Years_with_Account,Frequency_of_Use,Frequency_Label,Past_Victim,Past_Victim_Label
P0375,2025-01-16 13:24:00,1,Nigeria,73,1,Male,2,Primary,1,Very Low,"< ₦50,000/month",< GH₵500/month,3,Microfinance Bank,3.8,5,Less than monthly,0,No
P0376,2025-01-16 13:30:00,1,Nigeria,57,2,Female,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,5.0,2,Several times a week,1,Yes
P0377,2025-01-16 13:36:00,1,Nigeria,36,1,Male,4,Vocational/Diploma,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",2,Digital-Only Bank,1.8,1,Daily,1,Yes
P0378,2025-01-16 13:42:00,1,Nigeria,75,1,Male,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,1.4,2,Several times a week,1,Yes
P0379,2025-01-16 13:48:00,1,Nigeria,40,1,Male,6,Postgraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",3,Microfinance Bank,1.1,2,Several times a week,0,No
P0380,2025-01-16 13:54:00,1,Nigeria,42,1,Male,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",3,Microfinance Bank,2.1,1,Daily,0,No
P0381,2025-01-16 14:00:00,1,Nigeria,37,1,Male,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,18.7,1,Daily,0,No
P0382,2025-01-16 14:06:00,1,Nigeria,38,1,Male,5,Undergraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",1,Traditional Commercial Bank,10.8,1,Daily,1,Yes
P0383,2025-01-16 14:12:00,1,Nigeria,32,1,Male,3,Secondary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",1,Traditional Commercial Bank,8.0,2,Several times a week,1,Yes
P0384,2025-01-16 14:18:00,1,Nigeria,36,2,Female,2,Primary,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,13.0,1,Daily,0,No
P0385,2025-01-16 14:24:00,1,Nigeria,65,1,Male,2,Primary,1,Very Low,"< ₦50,000/month",< GH₵500/month,3,Microfinance Bank,0.8,4,Monthly,1,Yes
P0386,2025-01-16 14:30:00,1,Nigeria,60,2,Female,3,Secondary,1,Very Low,"< ₦50,000/month",< GH₵500/month,1,Traditional Commercial Bank,2.6,3,Weekly,1,Yes
P0387,2025-01-16 14:36:00,1,Nigeria,22,2,Female,4,Vocational/Diploma,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,4.0,1,Daily,1,Yes
P0388,2025-01-16 14:42:00,1,Nigeria,25,1,Male,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,7.0,3,Weekly,1,Yes
P0389,2025-01-16 14:48:00,1,Nigeria,30,2,Female,6,Postgraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",3,Microfinance Bank,2.4,4,Monthly,0,No
P0390,2025-01-16 14:54:00,1,Nigeria,54,1,Male,4,Vocational/Diploma,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,5.9,5,Less than monthly,0,No
P0391,2025-01-16 15:00:00,1,Nigeria,60,2,Female,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,4.0,1,Daily,0,No
P0392,2025-01-16 15:06:00,1,Nigeria,50,1,Male,1,No formal education,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",1,Traditional Commercial Bank,17.6,2,Several times a week,0,No
P0393,2025-01-16 15:12:00,1,Nigeria,27,2,Female,3,Secondary,1,Very Low,"< ₦50,000/month",< GH₵500/month,3,Microfinance Bank,0.5,5,Less than monthly,0,No
P0394,2025-01-16 15:18:00,1,Nigeria,33,2,Female,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",2,Digital-Only Bank,1.8,4,Monthly,0,No
P0395,2025-01-16 15:24:00,1,Nigeria,46,1,Male,4,Vocational/Diploma,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",1,Traditional Commercial Bank,5.9,3,Weekly,1,Yes
P0396,2025-01-16 15:30:00,1,Nigeria,36,1,Male,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,1.6,3,Weekly,0,No
P0397,2025-01-16 15:36:00,1,Nigeria,34,2,Female,3,Secondary,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,5.0,1,Daily,0,No
P0398,2025-01-16 15:42:00,1,Nigeria,34,2,Female,2,Primary,1,Very Low,"< ₦50,000/month",< GH₵500/month,1,Traditional Commercial Bank,16.0,3,Weekly,0,No
P0399,2025-01-16 15:48:00,1,Nigeria,58,1,Male,3,Secondary,1,Very Low,"< ₦50,000/month",< GH₵500/month,3,Microfinance Bank,2.5,2,Several times a week,0,No
P0400,2025-01-16 15:54:00,1,Nigeria,48,2,Female,3,Secondary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",3,Microfinance Bank,0.7,2,Several times a week,0,No
P0401,2025-01-16 16:00:00,1,Nigeria,35,1,Male,2,Primary,1,Very Low,"< ₦50,000/month",< GH₵500/month,2,Digital-Only Bank,1.7,3,Weekly,0,No
P0402,2025-01-16 16:06:00,1,Nigeria,43,2,Female,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",2,Digital-Only Bank,2.0,1,Daily,0,No
P0403,2025-01-16 16:12:00,1,Nigeria,26,1,Male,3,Secondary,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,1.9,2,Several times a week,0,No
P0404,2025-01-16 16:18:00,1,Nigeria,33,2,Female,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",2,Digital-Only Bank,2.7,4,Monthly,0,No
P0405,2025-01-16 16:24:00,1,Nigeria,56,1,Male,3,Secondary,1,Very Low,"< ₦50,000/month",< GH₵500/month,3,Microfinance Bank,1.4,2,Several times a week,0,No
P0406,2025-01-16 16:30:00,1,Nigeria,24,1,Male,3,Secondary,1,Very Low,"< ₦50,000/month",< GH₵500/month,1,Traditional Commercial Bank,3.7,5,Less than monthly,0,No
P0407,2025-01-16 16:36:00,1,Nigeria,48,1,Male,4,Vocational/Diploma,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,13.4,5,Less than monthly,0,No
P0408,2025-01-16 16:42:00,1,Nigeria,22,1,Male,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",2,Digital-Only Bank,0.5,2,Several times a week,0,No
P0409,2025-01-16 16:48:00,1,Nigeria,70,1,Male,3,Secondary,1,Very Low,"< ₦50,000/month",< GH₵500/month,1,Traditional Commercial Bank,11.1,1,Daily,1,Yes
P0410,2025-01-16 16:54:00,1,Nigeria,32,1,Male,5,Undergraduate,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,13.7,2,Several times a week,0,No
P0411,2025-01-16 17:00:00,1,Nigeria,44,2,Female,3,Secondary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",2,Digital-Only Bank,0.5,1,Daily,0,No
P0412,2025-01-16 17:06:00,1,Nigeria,40,1,Male,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",3,Microfinance Bank,9.0,2,Several times a week,1,Yes
P0413,2025-01-16 17:12:00,1,Nigeria,41,1,Male,3,Secondary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",1,Traditional Commercial Bank,2.6,2,Several times a week,0,No
P0414,2025-01-16 17:18:00,1,Nigeria,43,1,Male,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",2,Digital-Only Bank,1.8,4,Monthly,1,Yes
P0415,2025-01-16 17:24:00,1,Nigeria,23,1,Male,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",2,Digital-Only Bank,3.6,1,Daily,0,No
P0416,2025-01-16 17:30:00,1,Nigeria,41,1,Male,6,Postgraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",2,Digital-Only Bank,0.5,2,Several times a week,0,No
P0417,2025-01-16 17:36:00,1,Nigeria,37,1,Male,4,Vocational/Diploma,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",2,Digital-Only Bank,0.5,1,Daily,0,No
P0418,2025-01-16 17:42:00,1,Nigeria,33,1,Male,3,Secondary,1,Very Low,"< ₦50,000/month",< GH₵500/month,2,Digital-Only Bank,4.4,2,Several times a week,0,No
P0419,2025-01-16 17:48:00,1,Nigeria,30,1,Male,2,Primary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",2,Digital-Only Bank,0.5,4,Monthly,0,No
P0420,2025-01-16 17:54:00,1,Nigeria,41,2,Female,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",2,Digital-Only Bank,0.5,1,Daily,0,No
P0421,2025-01-16 18:00:00,1,Nigeria,28,2,Female,5,Undergraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",2,Digital-Only Bank,6.4,1,Daily,0,No
P0422,2025-01-16 18:06:00,1,Nigeria,55,1,Male,5,Undergraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",1,Traditional Commercial Bank,6.6,3,Weekly,0,No
P0423,2025-01-16 18:12:00,1,Nigeria,46,1,Male,3,Secondary,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,4.3,3,Weekly,0,No
P0424,2025-01-16 18:18:00,1,Nigeria,42,2,Female,4,Vocational/Diploma,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,4.6,3,Weekly,0,No
P0425,2025-01-16 18:24:00,1,Nigeria,54,1,Male,1,No formal education,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",1,Traditional Commercial Bank,4.2,2,Several times a week,0,No
P0426,2025-01-16 18:30:00,1,Nigeria,23,2,Female,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",2,Digital-Only Bank,5.0,1,Daily,0,No
P0427,2025-01-16 18:36:00,1,Nigeria,26,1,Male,5,Undergraduate,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,8.0,5,Less than monthly,0,No
P0428,2025-01-16 18:42:00,1,Nigeria,46,2,Female,6,Postgraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",1,Traditional Commercial Bank,5.3,4,Monthly,0,No
P0429,2025-01-16 18:48:00,1,Nigeria,31,2,Female,4,Vocational/Diploma,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",2,Digital-Only Bank,3.3,2,Several times a week,0,No
P0430,2025-01-16 18:54:00,1,Nigeria,32,2,Female,5,Undergraduate,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,1.3,4,Monthly,0,No
P0431,2025-01-16 19:00:00,1,Nigeria,25,2,Female,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",2,Digital-Only Bank,2.4,1,Daily,0,No
P0432,2025-01-16 19:06:00,1,Nigeria,28,1,Male,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,9.1,2,Several times a week,0,No
P0433,2025-01-16 19:12:00,1,Nigeria,56,1,Male,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",3,Microfinance Bank,2.7,2,Several times a week,1,Yes
P0434,2025-01-16 19:18:00,1,Nigeria,46,2,Female,6,Postgraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",2,Digital-Only Bank,4.2,1,Daily,0,No
P0435,2025-01-16 19:24:00,1,Nigeria,41,2,Female,6,Postgraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",2,Digital-Only Bank,1.1,2,Several times a week,0,No
P0436,2025-01-16 19:30:00,1,Nigeria,32,1,Male,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",2,Digital-Only Bank,1.3,1,Daily,0,No
P0437,2025-01-16 19:36:00,1,Nigeria,40,1,Male,4,Vocational/Diploma,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",2,Digital-Only Bank,0.5,2,Several times a week,1,Yes
P0438,2025-01-16 19:42:00,1,Nigeria,58,1,Male,3,Secondary,1,Very Low,"< ₦50,000/month",< GH₵500/month,1,Traditional Commercial Bank,5.6,4,Monthly,0,No
P0439,2025-01-16 19:48:00,1,Nigeria,31,1,Male,6,Postgraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,6.7,3,Weekly,1,Yes
P0440,2025-01-16 19:54:00,1,Nigeria,38,2,Female,1,No formal education,1,Very Low,"< ₦50,000/month",< GH₵500/month,1,Traditional Commercial Bank,4.4,3,Weekly,1,Yes
P0441,2025-01-16 20:00:00,1,Nigeria,71,1,Male,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,2.2,4,Monthly,0,No
P0442,2025-01-16 20:06:00,1,Nigeria,49,1,Male,5,Undergraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",1,Traditional Commercial Bank,7.1,1,Daily,1,Yes
P0443,2025-01-16 20:12:00,1,Nigeria,32,1,Male,5,Undergraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",2,Digital-Only Bank,4.0,2,Several times a week,0,No
P0444,2025-01-16 20:18:00,1,Nigeria,48,1,Male,6,Postgraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,13.3,3,Weekly,1,Yes
P0445,2025-01-16 20:24:00,1,Nigeria,24,1,Male,3,Secondary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",1,Traditional Commercial Bank,6.0,3,Weekly,0,No
P0446,2025-01-16 20:30:00,1,Nigeria,38,2,Female,4,Vocational/Diploma,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",2,Digital-Only Bank,0.5,1,Daily,0,No
P0447,2025-01-16 20:36:00,1,Nigeria,48,2,Female,3,Secondary,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,2.6,1,Daily,0,No
P0448,2025-01-16 20:42:00,1,Nigeria,44,2,Female,4,Vocational/Diploma,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",2,Digital-Only Bank,2.5,4,Monthly,0,No
P0449,2025-01-16 20:48:00,1,Nigeria,48,1,Male,3,Secondary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",1,Traditional Commercial Bank,9.2,2,Several times a week,0,No
P0450,2025-01-16 20:54:00,1,Nigeria,52,2,Female,3,Secondary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",3,Microfinance Bank,0.9,4,Monthly,0,No
P0451,2025-01-16 21:00:00,1,Nigeria,45,2,Female,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,18.2,3,Weekly,0,No
P0452,2025-01-16 21:06:00,1,Nigeria,45,2,Female,6,Postgraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,2.0,3,Weekly,0,No
P0453,2025-01-16 21:12:00,1,Nigeria,42,1,Male,3,Secondary,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,8.7,4,Monthly,0,No
P0454,2025-01-16 21:18:00,1,Nigeria,28,1,Male,4,Vocational/Diploma,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",2,Digital-Only Bank,1.2,2,Several times a week,0,No
P0455,2025-01-16 21:24:00,1,Nigeria,56,1,Male,6,Postgraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",2,Digital-Only Bank,0.8,1,Daily,0,No
P0456,2025-01-16 21:30:00,1,Nigeria,38,1,Male,2,Primary,1,Very Low,"< ₦50,000/month",< GH₵500/month,2,Digital-Only Bank,1.7,2,Several times a week,0,No
P0457,2025-01-16 21:36:00,1,Nigeria,49,1,Male,3,Secondary,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,3.1,4,Monthly,0,No
P0458,2025-01-16 21:42:00,1,Nigeria,54,1,Male,2,Primary,1,Very Low,"< ₦50,000/month",< GH₵500/month,3,Microfinance Bank,1.9,3,Weekly,0,No
P0459,2025-01-16 21:48:00,1,Nigeria,33,1,Male,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",2,Digital-Only Bank,2.0,1,Daily,0,No
P0460,2025-01-16 21:54:00,1,Nigeria,34,2,Female,3,Secondary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",1,Traditional Commercial Bank,10.4,1,Daily,1,Yes
P0461,2025-01-16 22:00:00,1,Nigeria,35,1,Male,6,Postgraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,10.0,4,Monthly,0,No
P0462,2025-01-16 22:06:00,1,Nigeria,60,1,Male,3,Secondary,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,1.0,1,Daily,1,Yes
P0463,2025-01-16 22:12:00,1,Nigeria,29,2,Female,5,Undergraduate,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",2,Digital-Only Bank,1.3,2,Several times a week,0,No
P0464,2025-01-16 22:18:00,1,Nigeria,64,2,Female,3,Secondary,1,Very Low,"< ₦50,000/month",< GH₵500/month,1,Traditional Commercial Bank,3.9,2,Several times a week,0,No
P0465,2025-01-16 22:24:00,1,Nigeria,42,2,Female,4,Vocational/Diploma,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",3,Microfinance Bank,1.7,3,Weekly,0,No
P0466,2025-01-16 22:30:00,1,Nigeria,43,3,Other/Prefer not to say,5,Undergraduate,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,3.6,3,Weekly,1,Yes
P0467,2025-01-16 22:36:00,1,Nigeria,53,2,Female,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,6.0,1,Daily,0,No
P0468,2025-01-16 22:42:00,1,Nigeria,40,2,Female,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",2,Digital-Only Bank,2.9,2,Several times a week,0,No
P0469,2025-01-16 22:48:00,1,Nigeria,56,1,Male,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",3,Microfinance Bank,0.8,4,Monthly,0,No
P0470,2025-01-16 22:54:00,1,Nigeria,33,1,Male,6,Postgraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",2,Digital-Only Bank,1.4,3,Weekly,0,No
P0471,2025-01-16 23:00:00,1,Nigeria,63,1,Male,5,Undergraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",1,Traditional Commercial Bank,3.3,1,Daily,1,Yes
P0472,2025-01-16 23:06:00,1,Nigeria,34,1,Male,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",2,Digital-Only Bank,3.0,3,Weekly,0,No
P0473,2025-01-16 23:12:00,1,Nigeria,64,1,Male,1,No formal education,1,Very Low,"< ₦50,000/month",< GH₵500/month,3,Microfinance Bank,0.9,4,Monthly,0,No
P0474,2025-01-16 23:18:00,1,Nigeria,34,2,Female,2,Primary,1,Very Low,"< ₦50,000/month",< GH₵500/month,2,Digital-Only Bank,5.1,4,Monthly,0,No
P0475,2025-01-16 23:24:00,1,Nigeria,35,2,Female,3,Secondary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",1,Traditional Commercial Bank,1.2,2,Several times a week,0,No
P0476,2025-01-16 23:30:00,1,Nigeria,28,2,Female,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",2,Digital-Only Bank,1.0,2,Several times a week,0,No
P0477,2025-01-16 23:36:00,1,Nigeria,30,1,Male,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,12.0,4,Monthly,0,No
P0478,2025-01-16 23:42:00,1,Nigeria,38,2,Female,4,Vocational/Diploma,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",3,Microfinance Bank,2.3,4,Monthly,1,Yes
P0479,2025-01-16 23:48:00,1,Nigeria,42,2,Female,6,Postgraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,5.2,2,Several times a week,0,No
P0480,2025-01-16 23:54:00,1,Nigeria,54,1,Male,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",3,Microfinance Bank,0.7,2,Several times a week,1,Yes
P0481,2025-01-17 00:00:00,1,Nigeria,36,2,Female,6,Postgraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",2,Digital-Only Bank,3.4,1,Daily,0,No
P0482,2025-01-17 00:06:00,1,Nigeria,27,1,Male,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",2,Digital-Only Bank,1.6,1,Daily,0,No
P0483,2025-01-17 00:12:00,1,Nigeria,44,1,Male,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",2,Digital-Only Bank,0.5,1,Daily,0,No
P0484,2025-01-17 00:18:00,1,Nigeria,41,2,Female,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,4.4,1,Daily,0,No
P0485,2025-01-17 00:24:00,1,Nigeria,46,1,Male,3,Secondary,1,Very Low,"< ₦50,000/month",< GH₵500/month,1,Traditional Commercial Bank,7.2,4,Monthly,0,No
P0486,2025-01-17 00:30:00,1,Nigeria,32,1,Male,4,Vocational/Diploma,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,3.1,1,Daily,0,No
P0487,2025-01-17 00:36:00,1,Nigeria,33,2,Female,4,Vocational/Diploma,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",2,Digital-Only Bank,1.0,2,Several times a week,0,No
P0488,2025-01-17 00:42:00,1,Nigeria,32,2,Female,5,Undergraduate,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",2,Digital-Only Bank,3.2,1,Daily,1,Yes
P0489,2025-01-17 00:48:00,1,Nigeria,58,1,Male,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",2,Digital-Only Bank,1.2,1,Daily,0,No
P0490,2025-01-17 00:54:00,1,Nigeria,63,1,Male,2,Primary,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,2.7,1,Daily,0,No
P0491,2025-01-17 01:00:00,1,Nigeria,32,1,Male,5,Undergraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",1,Traditional Commercial Bank,5.3,1,Daily,0,No
P0492,2025-01-17 01:06:00,1,Nigeria,32,2,Female,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",2,Digital-Only Bank,1.9,2,Several times a week,0,No
P0493,2025-01-17 01:12:00,1,Nigeria,48,1,Male,4,Vocational/Diploma,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",3,Microfinance Bank,2.9,4,Monthly,0,No
P0494,2025-01-17 01:18:00,1,Nigeria,66,1,Male,4,Vocational/Diploma,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",2,Digital-Only Bank,2.5,1,Daily,0,No
P0495,2025-01-17 01:24:00,1,Nigeria,72,2,Female,3,Secondary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",2,Digital-Only Bank,5.6,2,Several times a week,1,Yes
P0496,2025-01-17 01:30:00,1,Nigeria,32,2,Female,5,Undergraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",2,Digital-Only Bank,4.9,1,Daily,1,Yes
P0497,2025-01-17 01:36:00,1,Nigeria,34,1,Male,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,3.2,4,Monthly,0,No
P0498,2025-01-17 01:42:00,1,Nigeria,43,1,Male,3,Secondary,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",3,Microfinance Bank,7.9,4,Monthly,0,No
P0499,2025-01-17 01:48:00,1,Nigeria,44,2,Female,3,Secondary,1,Very Low,"< ₦50,000/month",< GH₵500/month,2,Digital-Only Bank,7.2,2,Several times a week,0,No
P0500,2025-01-17 01:54:00,1,Nigeria,37,1,Male,5,Undergraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",1,Traditional Commercial Bank,3.7,3,Weekly,1,Yes
P0501,2025-01-17 02:00:00,2,Ghana,30,1,Male,6,Postgraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",2,Digital-Only Bank,0.5,3,Weekly,0,No
