participant_id,age,gender,education,income_level,employment_status,banking_experience_years,previous_fraud_experience,technology_comfort,financial_literacy,risk_tolerance,trust_in_banks,privacy_concerns,ATT1,ATT2,ATT3,ATT4,ATT5,SN1,SN2,SN3,SN4,PBC1,PBC2,PBC3,PBC4,PBC5,INT1,INT2,INT3,INT4,Perceived_Severity,Perceived_Vulnerability,Threat_Probability,Threat_Consequences,Self_Efficacy,Response_Efficacy,Response_Cost,Coping_Confidence,Past_Behavior,Behavior_Frequency,Behavior_Consistency
1516,43,Male,Bachelor's Degree,$25k-$50k,Full-time,11,0,4.1577729760676485,3.3569218816439506,2.8062202767773865,2.370914265799699,5.264547114127754,4,5,3,5,5,7,7,7,6,4,4,5,5,5,4,3,4,3,6,6,6,5,5,5,5,5,3,1,2
1517,67,Female,Some College,Over $150k,Full-time,36,0,4.9236746460834,6.347130633291643,3.851929278711038,5.388239275971402,2.8823667585343,6,6,6,6,6,4,5,6,6,4,5,5,6,5,2,3,2,3,6,4,4,5,6,6,6,7,3,2,3
1518,54,Male,Master's Degree,Under $25k,Part-time,25,0,3.4134222523167455,4.0436464788765045,2.7784789647882313,4.302866156270259,2.8498148199598363,5,5,5,4,5,7,6,7,7,4,5,3,5,6,4,5,5,4,4,5,4,5,4,4,5,5,5,5,5
1519,29,Male,Bachelor's Degree,$50k-$75k,Part-time,25,1,3.622405242905101,3.0013683772696638,2.360808297495585,2.950991857154148,7.0,5,5,5,5,6,7,7,6,6,5,5,4,4,5,5,3,3,4,7,6,6,6,4,5,4,4,3,3,4
1520,72,Other,Some College,$50k-$75k,Self-employed,26,0,6.260763030550054,3.269426311962825,4.4707667788958805,4.506196076637048,5.779458327089674,5,4,4,4,4,3,3,3,1,5,5,6,5,5,4,5,4,4,5,5,5,5,4,4,5,4,5,5,5
1521,63,Female,High School,$50k-$75k,Full-time,5,1,2.9226786624897585,4.364801781484747,4.6802227675634915,5.473056848548744,5.233110167518692,5,5,5,5,5,6,5,5,6,4,4,5,4,5,5,5,4,6,4,4,4,5,6,6,6,5,5,6,5
1522,53,Female,Some College,$75k-$100k,Unemployed,2,0,3.0333683984369273,5.179330523311675,3.5373641998717433,4.421234002282768,5.50003991262288,5,4,5,5,4,6,7,6,5,3,3,3,3,4,3,3,3,3,4,6,5,5,4,4,5,4,3,3,4
1523,41,Male,Master's Degree,$50k-$75k,Retired,3,0,4.422628114176633,2.463425101304322,5.714711825510361,3.655806843117955,5.260975016124098,4,4,5,5,4,6,6,5,5,3,3,4,2,3,5,6,5,6,5,5,5,4,4,2,2,2,7,6,7
1524,30,Female,Some College,$50k-$75k,Self-employed,28,0,3.342164437221068,6.6019580038251835,3.4353971789068414,4.331791527644187,6.197085722206678,5,6,5,6,6,4,4,5,3,3,4,3,3,3,3,3,4,2,5,7,6,6,6,5,4,5,2,2,3
1525,39,Female,Some College,$75k-$100k,Part-time,9,0,3.172457051605802,4.601277882272301,3.376115636824246,4.576628241638385,4.404311388729623,5,3,4,5,5,6,6,4,5,5,4,5,4,4,3,3,3,4,3,4,4,4,6,6,6,6,2,3,3
1526,61,Female,Bachelor's Degree,$75k-$100k,Full-time,2,1,4.657613956812442,4.806392764860236,4.724684575283976,2.284621284848701,5.305276308680926,3,3,3,3,3,5,6,5,6,4,4,5,4,5,5,4,5,5,4,6,4,6,5,4,3,6,6,5,5
1527,73,Female,Some College,$100k-$150k,Student,10,1,2.2424012146444428,4.073653593029533,3.6146041810793283,4.428670056195168,5.350163394731487,6,4,5,5,5,5,5,4,6,3,3,3,2,3,5,6,4,4,4,5,5,4,3,3,3,5,5,5,6
1528,68,Female,High School,$25k-$50k,Full-time,12,0,2.988056647629543,4.225036657556464,3.9187168206366008,2.98679143342613,3.9484562456958283,6,6,5,4,4,3,3,4,3,3,4,4,4,3,4,3,3,4,5,5,5,4,4,5,3,4,4,4,3
1529,37,Male,Some College,$75k-$100k,Full-time,17,0,7.0,4.007231920694377,1.0,5.390831142425315,6.504681364969358,4,6,6,6,4,4,5,5,3,6,6,6,5,5,4,3,4,4,5,4,5,5,4,5,5,4,4,4,5
1530,28,Male,Bachelor's Degree,$75k-$100k,Full-time,17,1,5.189212588453514,5.523134759746749,3.8233903386331645,2.726748909295866,4.60975558610845,4,5,4,5,4,2,3,2,3,3,4,4,3,4,2,2,3,2,5,4,5,6,4,4,3,3,3,2,2
1531,47,Female,Bachelor's Degree,$50k-$75k,Full-time,6,1,3.3801549715951333,4.189692836310619,1.241925687540236,5.8152306454611224,6.219163836789791,5,6,6,5,5,3,3,4,4,4,5,4,5,4,2,3,3,3,6,5,5,6,4,5,4,4,3,4,4
1532,18,Male,Some College,$50k-$75k,Retired,21,1,5.127322617399296,5.197165284040523,2.090669200601581,4.10900191694327,5.226403999008628,4,5,6,5,5,4,4,4,4,4,4,3,4,2,7,6,6,6,5,6,7,6,4,4,4,5,5,6,6
1533,49,Female,Bachelor's Degree,$50k-$75k,Full-time,8,0,5.350995715479945,3.6359982196416563,1.930548445742293,3.9484291518735852,6.896943315649963,4,5,4,5,6,2,3,2,3,5,5,4,6,5,4,3,3,3,7,7,7,7,5,4,4,5,3,2,4
1534,42,Male,Doctorate,$25k-$50k,Full-time,13,1,5.9916216301353575,4.45433268680601,2.3403835850526433,4.953345516762366,3.954483002626323,5,4,4,4,5,3,3,3,3,6,6,5,4,5,3,2,4,3,4,4,5,4,4,4,4,4,2,2,3
1535,38,Female,Some College,$25k-$50k,Part-time,21,0,4.3092659558149045,3.1549035524887525,3.0316045965148457,3.560758665731929,3.906765318338505,4,4,5,4,4,6,5,6,6,5,5,6,5,4,4,4,4,4,4,4,4,4,4,5,6,5,4,2,3
1536,21,Female,Some College,$25k-$50k,Full-time,8,0,5.964746554159333,5.781486702314398,3.1189103382363204,4.934494904956076,4.10373484989526,5,5,5,4,4,5,5,4,5,4,5,4,3,4,6,5,7,6,4,5,4,4,6,5,5,5,6,4,5
1537,52,Male,Some College,$75k-$100k,Full-time,9,0,1.4423302126767408,3.1161285870651496,4.729985285959976,3.721469470373955,5.246625105565811,4,5,4,5,4,5,5,4,4,4,4,3,3,4,6,7,6,7,5,5,5,5,4,4,5,5,5,5,6
1538,37,Male,Bachelor's Degree,$75k-$100k,Part-time,20,0,2.9155378042863704,3.777526722460276,4.1113429397885755,3.9319185852102763,6.795615235356026,5,6,4,4,5,2,2,3,2,3,3,3,3,5,3,2,2,2,6,5,6,6,3,4,3,4,2,1,2
1539,27,Male,Master's Degree,Over $150k,Part-time,6,1,4.745807102604684,3.790551463808832,1.13849579965482,5.086425003194962,6.852402979981775,4,4,4,4,5,5,4,4,5,5,6,5,7,7,3,2,3,3,6,4,5,5,5,5,6,6,1,1,2
1540,18,Female,Some College,$75k-$100k,Full-time,11,1,4.994450299211687,3.7398631960241016,3.916612492565531,3.2337031195187405,2.5590345395177154,4,4,4,4,5,6,7,6,7,5,4,4,5,4,5,4,6,4,3,3,3,3,4,4,3,3,4,4,4
1541,44,Female,Bachelor's Degree,Under $25k,Self-employed,20,1,3.1323265684970374,5.139244500275819,4.245557345216798,3.082795237885171,5.3746778773447925,6,6,5,6,4,5,7,7,7,3,3,3,2,2,4,1,2,2,5,5,6,6,3,3,3,3,3,2,2
1542,71,Male,High School,$100k-$150k,Full-time,35,0,4.889129986894739,3.7883449058423633,3.3400068772458584,4.8978706088924095,1.5657510284334744,5,5,6,6,5,5,6,4,6,4,2,3,3,4,6,4,5,6,2,3,3,2,4,3,3,2,6,6,6
1543,69,Female,Bachelor's Degree,$100k-$150k,Full-time,21,0,3.5642396269691092,6.012101889703395,3.7147596323306162,4.567720177012738,5.9745349731635375,5,5,4,4,4,4,3,5,5,4,3,3,3,3,2,2,1,2,6,5,4,5,5,5,4,4,1,1,2
1544,38,Male,Master's Degree,$50k-$75k,Full-time,19,0,4.0845613586592515,3.1359823880307816,4.066434175555879,4.80243129377127,6.329986356384728,5,5,6,5,5,5,5,5,7,5,5,5,5,5,4,4,5,4,5,5,5,6,6,4,5,5,2,3,4
1545,35,Male,Some College,$75k-$100k,Full-time,20,0,6.037160700997516,4.420190710925519,4.8704394366898125,4.993167084065704,5.055731297838595,5,5,5,6,6,3,2,4,3,7,7,6,7,7,5,5,5,4,6,6,6,6,6,5,6,6,5,5,5
1546,52,Female,Bachelor's Degree,Over $150k,Self-employed,4,1,5.8634062453329,3.19147821389362,1.5951680175521714,4.668850664568377,5.19237973524423,4,5,4,5,4,5,5,6,5,4,6,5,5,4,6,6,6,7,4,5,4,6,3,3,4,4,6,7,7
1547,30,Male,Some College,$50k-$75k,Self-employed,16,0,3.0044095089551064,4.747264617290907,3.4579561459044914,5.329711148760483,5.1810027822342635,6,7,5,6,6,4,5,3,3,4,4,4,3,4,4,5,4,3,7,5,6,6,5,5,4,3,5,5,4
1548,49,Male,Bachelor's Degree,Over $150k,Full-time,14,0,2.9141228069698446,4.179265354930199,5.91167053728082,4.7169235443743895,4.237113889384628,5,5,5,5,6,6,6,5,6,4,3,3,4,3,5,4,5,5,5,4,5,5,4,4,5,5,5,5,5
1549,56,Male,High School,Under $25k,Full-time,18,0,3.883239906670026,3.998419341891978,5.783325831617138,2.191235320389636,5.574876363853628,5,4,4,5,4,7,6,5,5,4,4,5,5,4,4,5,5,4,6,5,5,5,4,4,4,4,5,5,6
1550,63,Male,Master's Degree,$25k-$50k,Part-time,16,1,4.459880548240612,5.7450174564545815,4.991311698886092,2.502538486405773,4.845451198181417,5,6,5,5,5,5,4,5,4,6,5,6,4,6,5,4,5,5,6,5,6,6,5,6,6,5,6,6,5
1551,43,Male,Some College,$50k-$75k,Full-time,18,0,3.5131522671378885,3.3493555676283657,4.551554557537946,6.913539016290499,6.12332088021858,5,6,5,4,6,6,7,6,6,4,4,4,4,4,6,5,5,5,4,5,5,4,4,4,4,3,6,5,6
1552,41,Male,Master's Degree,$75k-$100k,Full-time,11,0,6.060963664199502,4.9624697049034,6.116488647762924,4.6000862404706355,4.975010372028847,5,5,5,5,6,5,5,6,6,5,6,6,6,6,7,6,5,5,5,6,5,4,5,5,5,5,5,5,5
1553,31,Female,Some College,$100k-$150k,Retired,15,1,5.0210847625628325,3.20035211352277,6.484987202249332,5.740289982060515,4.152874582862915,6,6,5,6,4,6,6,4,5,4,3,5,5,4,5,5,6,5,5,6,5,5,3,5,5,4,5,5,5
1554,32,Male,Bachelor's Degree,Over $150k,Part-time,2,0,5.109127664811643,4.346490760208486,3.6192880167344064,4.185155313247509,3.4105488620479383,4,3,4,4,4,6,4,4,5,5,4,5,5,7,6,6,6,5,4,4,3,3,6,6,4,5,6,6,5
1555,41,Female,Some College,$50k-$75k,Student,11,1,2.6001917565825425,2.645752073309521,2.4427945793963515,4.530381886727283,3.049528692438716,5,5,6,4,3,3,3,3,3,5,3,5,4,3,2,3,3,1,4,5,4,4,5,5,4,5,1,1,1
1556,50,Male,Master's Degree,Under $25k,Full-time,28,0,6.25093607607567,3.338727709801238,3.4215907553257066,4.055962414874987,6.543760278349879,4,4,5,5,5,5,3,4,4,7,6,7,6,7,3,3,4,2,6,6,6,6,5,5,4,5,2,1,3
1557,58,Male,High School,$100k-$150k,Part-time,18,0,1.0,4.093214040755275,7.0,7.0,4.596431711855079,6,6,6,5,6,5,4,6,6,4,4,4,4,5,5,4,5,7,5,5,5,5,5,6,6,5,6,5,6
1558,32,Female,Some College,$75k-$100k,Full-time,14,1,5.751083177774054,6.559043917520001,1.602901120184728,4.9038909068369705,5.4724316090898135,4,6,5,5,5,5,6,5,5,4,4,4,3,4,6,7,6,6,4,5,5,5,5,4,4,5,7,7,7
1559,67,Other,Bachelor's Degree,$25k-$50k,Full-time,33,0,5.901467606506157,4.331045031597706,3.1412452046588157,3.9581705133925627,7.0,6,4,6,5,5,6,7,6,5,6,5,6,6,6,4,5,5,5,7,6,6,5,5,6,6,6,5,5,4
1560,40,Male,High School,$50k-$75k,Full-time,1,0,3.8513982190830576,6.351068810626718,1.822232386510316,2.6181523438837706,4.480915235572319,3,4,3,4,4,4,4,5,5,5,5,5,4,5,4,4,5,3,4,5,4,4,5,5,6,6,3,4,4
1561,44,Female,Some College,$75k-$100k,Full-time,3,0,6.409365325871136,4.486420279198193,3.974669408028339,6.968480131283022,4.40977476718073,7,7,6,5,6,6,4,4,5,7,7,7,6,6,5,6,5,5,5,4,4,4,5,6,3,4,7,5,4
1562,33,Female,Master's Degree,$100k-$150k,Full-time,32,0,4.405353670568481,3.696790482182579,2.1162325595471856,4.404065937726036,4.954622072409143,5,5,4,4,5,5,4,6,5,6,5,4,6,4,7,7,6,7,5,4,5,4,4,5,5,4,6,7,7
1563,18,Female,Doctorate,$50k-$75k,Full-time,15,0,4.593647554991165,6.201163479380902,3.647748568032935,5.493074943473916,5.132375970461991,5,6,4,6,6,4,6,5,5,6,4,4,5,6,5,5,5,6,4,6,5,4,5,5,5,6,5,5,6
1564,58,Female,Some College,$50k-$75k,Full-time,12,0,5.009293181106324,4.768122908695445,1.0698667759737375,5.627196748367854,7.0,5,5,5,5,5,4,5,3,5,5,5,5,6,5,5,3,4,4,5,6,6,6,4,5,5,5,5,4,5
1565,56,Male,Master's Degree,Over $150k,Part-time,3,1,7.0,3.3644619279524726,4.66466893111851,4.0446033718835555,6.8224026535035245,4,6,4,5,5,3,3,3,2,6,7,6,6,6,6,5,6,5,4,5,6,6,7,6,6,5,5,4,4
1566,40,Male,Bachelor's Degree,$75k-$100k,Full-time,19,1,6.516650862124506,4.811742897220387,5.511283359055165,5.4069433304633865,5.782962957497421,4,5,5,5,5,2,2,2,1,6,6,5,7,6,5,5,5,5,6,5,6,6,4,5,5,5,5,4,4
1567,46,Female,Some College,$50k-$75k,Full-time,20,0,5.551696801069377,3.819626825120107,3.262478929111157,3.8750340558980585,6.694355145896555,4,4,5,4,4,4,3,4,4,5,5,5,5,6,4,6,6,6,5,6,6,5,4,4,3,4,6,6,6
1568,52,Male,Bachelor's Degree,$25k-$50k,Full-time,4,0,3.1307932700982075,1.6142555449773157,3.610817990094017,3.4114883655527004,4.903959086175358,4,3,4,4,3,4,4,3,4,3,4,4,4,4,4,5,5,4,3,3,3,3,3,4,2,2,5,6,4
1569,21,Female,Bachelor's Degree,$75k-$100k,Full-time,13,0,4.715384738219238,5.416765107045303,3.5712298769761626,5.997357631014655,5.429081023907326,6,6,6,6,5,2,3,4,4,4,5,5,5,6,5,5,4,4,5,5,5,4,5,5,5,4,5,5,5
1570,37,Male,Other,$25k-$50k,Part-time,11,0,3.28031385923042,5.623414272334507,4.053274945315035,4.4101727442133605,4.7683349910074355,5,6,5,6,5,5,5,4,5,4,3,4,3,3,5,5,5,5,4,5,3,5,5,5,5,5,5,5,6
1571,56,Male,Some College,$25k-$50k,Full-time,17,0,5.733166270924219,6.589324638989958,3.7465625782470005,5.222215400323186,3.680594779162396,6,6,6,5,6,6,6,5,6,6,6,7,6,5,4,5,4,5,5,5,5,5,6,5,6,6,4,5,4
1572,26,Female,Bachelor's Degree,$50k-$75k,Self-employed,3,0,4.710700463602285,4.748786799853842,4.875363733402971,5.093105192658125,6.424262215972954,5,5,6,7,5,6,7,5,6,4,4,4,4,5,6,4,4,5,5,6,6,5,4,5,5,4,4,4,5
1573,49,Male,High School,$25k-$50k,Full-time,27,0,2.813217480579157,3.876659548692708,5.526254786831323,5.3655183520663465,5.684868607388847,5,5,5,5,5,6,6,5,6,5,4,4,4,5,6,7,7,5,5,5,5,6,5,4,4,4,6,7,7
1574,24,Female,High School,$75k-$100k,Full-time,24,0,4.621686875127755,5.285486255592161,2.660300288510944,2.73215567895805,5.11988082076603,4,5,4,3,4,5,7,6,7,6,6,6,4,5,4,4,3,4,4,5,4,5,7,6,6,5,3,3,3
1575,51,Female,High School,$25k-$50k,Unemployed,11,0,3.225873795425542,5.304766474914579,3.3669401101159844,3.8976513624203557,5.097285365756607,5,5,4,3,4,3,3,4,4,3,3,3,4,3,5,4,5,5,6,6,6,5,4,3,4,5,4,5,5
1576,44,Female,Other,$75k-$100k,Part-time,12,1,4.726824332006321,6.329765538077348,5.062267228494642,4.2106298110042895,3.4431636420028404,5,4,5,5,5,5,4,4,5,5,5,5,6,4,3,3,4,4,5,5,4,5,5,5,6,6,3,2,3
1577,20,Female,Master's Degree,$25k-$50k,Full-time,13,1,3.2113840254521153,4.141984090013626,1.8096633327173546,3.602225592518211,4.024777133532012,5,5,5,5,4,6,6,5,5,4,6,5,3,5,6,5,5,5,4,4,4,5,5,6,4,5,6,5,5
1578,62,Female,Master's Degree,Under $25k,Self-employed,7,0,4.541231450041219,3.9847473356621275,1.0409902054162021,5.1148082176196645,5.469768487125427,5,5,5,5,5,4,4,4,4,4,4,3,4,4,4,6,4,4,5,5,5,4,4,3,4,5,6,5,5
1579,33,Female,Bachelor's Degree,$25k-$50k,Full-time,10,1,5.625704792902642,3.2697922543139146,4.1168423340578695,6.024271693115077,4.5179760659980435,5,6,5,5,6,4,5,3,4,7,6,6,6,6,2,2,2,2,5,5,4,4,5,6,5,4,1,2,2
1580,32,Female,Some College,Over $150k,Self-employed,12,0,4.420422012112341,4.898700712742762,4.494884975498689,6.214221586415557,4.860515654660761,6,5,7,5,5,7,7,7,7,4,7,5,6,5,5,6,5,6,5,5,5,4,6,4,5,5,5,6,6
1581,48,Male,Some College,$100k-$150k,Part-time,31,1,3.9136675992414167,2.1872598312999143,2.7887797368649707,4.192954281748139,4.984878328742988,5,5,5,5,5,5,5,4,6,4,3,5,3,5,2,4,3,3,5,4,4,4,3,3,3,2,2,4,3
1582,62,Male,Some College,$25k-$50k,Part-time,24,0,4.804914331586194,5.208913584721334,2.989888524231363,4.950359034949488,4.349284354081178,5,5,5,4,6,7,6,7,7,4,4,4,5,5,5,6,5,5,6,4,4,4,4,3,4,4,6,5,5
1583,29,Male,Some College,$100k-$150k,Student,24,1,5.545773931189279,4.964185658425526,2.735730749562742,5.134772205388119,4.035289847973544,6,3,6,5,5,2,2,3,2,6,5,6,5,6,5,4,5,4,4,3,4,5,5,5,5,5,6,5,4
1584,45,Male,Master's Degree,$75k-$100k,Full-time,18,0,2.839225095177359,4.960591263195884,2.5863046649177917,5.3455073130442345,3.326406605982089,6,6,6,6,6,4,6,5,4,2,2,3,3,3,2,2,2,2,6,5,5,4,4,3,5,5,2,1,1
1585,51,Female,Bachelor's Degree,Over $150k,Part-time,3,0,4.890984232057804,4.379692807452392,4.770894148846439,3.546237912312827,4.938829893087305,4,5,5,4,4,5,5,5,6,2,2,3,3,2,2,1,2,2,4,5,4,4,2,2,3,3,1,1,1
1586,55,Female,High School,$50k-$75k,Full-time,14,0,6.4763112285261,6.192871721790411,2.1473021182033056,6.784696321917959,5.7804694023713115,4,5,4,5,5,5,5,5,4,6,6,5,5,6,2,2,3,2,4,5,5,4,5,6,4,4,2,2,2
1587,47,Female,High School,$75k-$100k,Full-time,24,0,5.3604854449150725,5.3335915050549225,3.4282679939933116,5.711824221215734,3.2920024435580544,5,5,5,5,5,2,2,1,3,5,7,6,6,6,4,4,6,6,4,4,3,3,6,4,6,6,6,7,6
1588,39,Male,High School,Under $25k,Full-time,2,0,4.586631220000842,3.4107996512115903,2.5325293654792063,5.743179212430929,5.073547392390191,6,4,5,5,4,4,5,5,5,3,4,3,4,3,1,2,2,3,3,4,5,5,5,3,3,4,2,2,3
1589,32,Female,Bachelor's Degree,$50k-$75k,Full-time,21,0,5.459606260048342,3.4340672353930595,1.7625954337382983,6.044152068280476,5.409257577960716,6,6,6,5,6,7,7,6,7,6,7,5,6,5,6,6,5,5,5,5,4,5,4,3,4,5,6,5,6
1590,46,Male,Master's Degree,Over $150k,Part-time,38,1,5.178744684154024,3.0564240425609723,5.018249444645479,5.240963130719181,4.011461555897941,5,6,6,5,5,6,6,5,6,4,4,5,5,5,3,2,2,2,3,3,5,4,4,5,6,4,2,1,2
1591,28,Female,Bachelor's Degree,$50k-$75k,Full-time,25,0,5.630401663739721,4.916668332608264,3.0722446889570456,3.367223892338833,6.664355992702896,5,5,5,7,6,6,6,6,6,5,5,5,5,5,2,2,1,2,7,6,7,7,4,5,4,4,1,1,1
1592,18,Female,Master's Degree,$25k-$50k,Full-time,29,0,1.4641025835255834,2.899819402388056,4.063816112589059,4.433232722133871,4.675713094057751,5,6,6,5,5,3,4,3,3,2,2,4,4,1,6,5,5,5,3,5,5,4,4,3,3,4,5,5,5
1593,51,Male,Bachelor's Degree,$25k-$50k,Full-time,17,0,2.169815799505102,5.608409786658358,1.6886937682785859,2.618735925925701,4.988614342697837,3,4,4,4,3,5,5,5,5,5,4,5,4,5,5,5,5,5,4,6,6,5,6,6,7,5,5,5,4
1594,58,Male,Some College,$75k-$100k,Full-time,24,1,6.007243724224855,5.919865300849207,2.7612847647409335,5.098087011638901,4.922603549342223,5,4,5,5,6,6,4,5,6,5,5,6,5,5,2,2,3,1,5,5,4,5,4,6,5,5,2,2,1
1595,18,Male,High School,$75k-$100k,Retired,7,1,2.2420812357578392,3.0572788503644137,4.858523032973007,4.396943610201344,3.152148135149838,4,5,4,6,5,7,6,7,6,4,3,3,4,3,3,4,4,4,3,4,3,4,4,4,3,4,3,3,2
1596,29,Female,Master's Degree,$50k-$75k,Full-time,22,1,5.102307953578808,3.9587869050292905,7.0,4.551373139767682,6.209627278852448,4,7,5,6,4,6,7,6,6,4,4,5,6,5,6,5,4,4,4,5,5,6,5,3,3,5,5,4,4
1597,54,Female,Master's Degree,Over $150k,Part-time,21,0,3.9719255159515625,4.221607275771138,1.0332975098535635,6.044801356102781,4.0489293547388385,5,5,5,4,6,5,5,4,5,3,3,3,4,4,5,4,4,4,4,4,5,4,3,3,3,4,4,4,4
1598,75,Female,Some College,Under $25k,Self-employed,17,0,3.005716131606005,5.349178108610568,3.518449086594803,4.051607153732249,4.8398274330536895,5,5,4,5,6,6,5,4,6,3,2,3,3,2,5,4,5,5,3,4,5,5,3,4,4,4,6,5,5
1599,45,Male,Bachelor's Degree,$50k-$75k,Self-employed,28,0,5.0244746357212104,6.29214638829284,4.3771928374009,4.297452209473508,5.757427101405795,6,5,5,5,5,3,2,2,2,2,4,2,4,2,4,3,3,4,5,4,6,4,4,3,4,3,4,5,4
1600,34,Male,Bachelor's Degree,Over $150k,Full-time,9,0,4.801550255574856,2.0088598892708496,2.937459785465003,4.626367955155859,6.706993768758987,6,5,5,6,6,2,3,2,2,5,4,5,5,5,5,6,7,6,5,7,5,6,4,3,3,3,6,6,6
1601,42,Female,Bachelor's Degree,$50k-$75k,Unemployed,13,0,7.0,3.7863650672153124,4.989330781791773,2.392009300703641,3.9120744899134765,4,5,4,3,5,4,5,5,4,6,6,6,5,6,2,3,4,3,6,5,5,6,5,5,5,4,3,3,2
1602,65,Female,Master's Degree,$25k-$50k,Full-time,15,0,3.562783193196166,3.854178295771549,2.5865742610755618,4.280723613085596,4.60886805584613,4,4,4,5,4,6,7,6,6,5,4,5,4,4,6,5,5,5,4,4,4,5,6,5,5,5,4,5,5
1603,35,Male,Bachelor's Degree,$50k-$75k,Unemployed,4,0,6.6601651801037605,2.379129188647488,4.015386724303298,1.6170461052565797,6.620660493007868,4,4,4,4,4,6,5,6,6,5,6,7,5,5,2,3,4,3,6,5,5,6,5,5,4,4,3,2,3
1604,33,Male,Bachelor's Degree,$100k-$150k,Full-time,17,0,5.028634371576472,3.56935697490472,3.069099333702296,3.8973741257251127,5.610085267202991,4,5,4,5,4,4,5,3,4,4,4,3,4,5,5,5,4,5,5,5,5,4,4,4,3,4,5,5,5
1605,37,Female,High School,$25k-$50k,Full-time,0,0,3.5084671776859313,4.756099627655795,5.5072035161366815,5.626226864071392,5.838288494956769,5,5,6,5,5,2,2,3,2,3,4,5,4,3,6,6,5,4,6,6,7,6,4,4,4,4,6,5,5
1606,30,Male,High School,Over $150k,Full-time,25,1,5.698869686275868,3.837717426308576,2.853089695750152,5.136719869901283,3.943755090646215,6,6,5,5,5,6,7,5,6,6,5,7,7,6,4,3,3,3,4,4,5,6,5,4,4,5,3,3,3
1607,46,Male,Some College,$100k-$150k,Self-employed,15,0,5.348607756680927,2.1919924808103626,3.3073766851988777,3.8862156274551083,4.6828695170807855,5,6,5,5,5,4,5,4,3,6,4,5,5,4,5,4,6,6,5,6,5,6,4,4,4,3,5,4,5
1608,69,Male,High School,$25k-$50k,Full-time,9,1,4.553764942287074,7.0,5.123964652496017,4.648957861868574,4.915381024381526,5,7,5,6,5,3,3,1,3,6,6,6,6,6,5,6,5,5,5,6,6,6,6,6,6,6,6,6,5
1609,49,Female,Bachelor's Degree,$75k-$100k,Full-time,6,0,4.899443034660935,4.546031224765435,2.3607458772699905,3.310012519443513,4.156315766922728,5,4,5,4,4,4,4,4,3,5,5,4,4,3,5,4,6,6,4,5,4,4,5,4,5,4,5,5,6
1610,41,Female,Bachelor's Degree,$50k-$75k,Full-time,12,0,3.6045194534317027,4.345202369138677,3.896250079469001,4.597187916220576,3.2579734117587016,5,5,5,5,5,5,4,5,4,5,6,4,5,5,3,5,3,3,4,4,5,5,5,5,4,6,2,4,3
1611,40,Female,High School,$50k-$75k,Retired,21,0,3.26131931211824,2.77269572801284,1.2484519188387577,7.0,4.538451585360044,5,5,5,5,4,6,7,6,6,2,2,1,4,2,3,3,4,3,3,3,4,4,1,2,2,2,4,4,4
1612,21,Female,Master's Degree,$100k-$150k,Self-employed,20,1,5.639163260733874,4.538918010562658,2.2768931579192953,6.814961584446317,6.5897170195428725,4,5,5,5,5,6,6,6,6,5,6,4,5,5,7,7,7,7,6,7,7,6,5,5,5,4,7,7,6
1613,58,Female,Some College,Over $150k,Full-time,7,0,4.164090863530089,3.9865220807460577,4.3349837862471245,4.663146556020713,5.165090812116546,6,6,6,6,5,4,4,5,5,5,3,4,3,4,5,3,4,4,5,5,6,6,4,4,5,3,2,3,2
1614,43,Male,Some College,$25k-$50k,Part-time,6,1,4.379875502626361,1.744919563469972,2.4130234866492746,4.792172997898449,6.611720004930714,6,5,4,6,5,7,7,7,7,3,4,4,3,3,5,5,5,5,6,7,6,7,3,2,2,3,5,5,5
1615,42,Female,Some College,$50k-$75k,Full-time,21,0,4.919732393916416,2.8086679279812587,3.037597895446692,3.4245216224385384,5.296923005652471,5,6,5,4,5,6,5,6,5,6,6,6,7,6,5,4,4,4,6,5,5,6,5,4,4,4,4,4,4
1616,80,Male,Some College,$50k-$75k,Full-time,7,0,4.897932517175712,5.233403822976129,4.490320962867113,3.637853070458739,4.258821497453241,4,3,3,3,3,6,6,6,6,5,5,5,5,5,5,5,4,5,4,5,4,4,4,4,5,5,4,6,5
1617,49,Female,Some College,$50k-$75k,Retired,15,0,2.356010293538903,6.727222945000575,2.9891394023942977,5.034621186525633,6.505380914554894,5,3,5,3,4,7,7,7,7,3,3,3,4,2,4,6,6,5,5,6,5,5,6,5,4,6,7,7,6
1618,33,Male,Bachelor's Degree,$50k-$75k,Full-time,16,0,6.429378129682288,4.677315026555958,4.951978902502901,3.970128921236218,5.333558754734688,5,5,5,3,4,5,5,3,4,7,7,6,7,6,4,4,4,4,5,4,4,4,6,6,7,6,3,3,3
1619,38,Male,Bachelor's Degree,Under $25k,Full-time,18,1,4.681773227851018,5.634008261781378,4.10192790248049,5.684979513821898,6.158022715670137,5,4,4,6,6,5,5,5,5,5,4,4,4,4,3,5,5,4,6,6,6,6,5,5,5,4,5,5,5
1620,62,Male,Other,$75k-$100k,Full-time,23,0,4.196020105766776,3.997518098841827,4.409956356694304,6.483622817173308,3.924839011767371,5,6,6,6,6,4,4,4,3,4,5,5,6,4,5,5,5,5,4,4,4,4,5,6,4,4,5,6,6
