respondent_id,ATT1,ATT2,ATT3,SN1,SN2,PBC1,PBC2,PBC3,INT1,INT2,SEV1,SEV2,VULN1,VULN2,SE1,SE2,SE3,RE1,RE2,RE3,PB1,PB2
904,2,4,2,5,7,3,3,3,4,3,7,7,5,5,5,2,2,1,4,6,3,7
905,3,3,5,7,5,5,6,7,6,6,2,3,6,3,4,7,7,6,4,3,6,7
906,5,3,2,1,2,1,1,1,1,1,3,1,2,1,2,6,2,2,1,2,3,2
907,3,3,3,1,3,7,7,6,5,5,7,6,4,4,6,4,5,7,5,7,5,4
908,2,5,5,5,6,6,7,7,7,7,1,4,3,1,6,7,7,6,7,4,6,7
909,1,3,1,1,1,5,4,3,7,6,2,1,2,1,6,6,7,5,7,7,7,3
910,7,4,4,4,3,3,2,3,6,6,4,2,1,1,6,7,7,5,7,4,7,5
911,5,4,3,3,1,7,7,7,6,4,6,2,5,5,5,5,3,2,2,2,5,5
912,3,3,3,1,1,2,7,1,1,1,4,2,2,3,1,3,2,4,1,4,3,4
913,3,6,7,6,5,6,7,6,7,7,4,1,7,3,6,7,5,7,7,7,4,4
914,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,4,2,1,2,2,3,1
915,7,7,4,6,5,4,2,3,7,7,3,2,6,6,4,6,3,7,6,6,4,6
916,5,6,4,2,1,2,3,1,1,2,4,5,7,5,5,4,4,5,3,4,2,3
917,4,7,6,3,6,2,4,1,3,3,1,4,4,7,4,3,4,1,2,1,4,5
918,3,2,4,3,3,1,3,4,5,6,4,3,7,5,5,4,6,4,3,2,3,6
919,7,7,6,7,7,7,7,6,7,7,2,4,1,3,7,6,6,3,5,7,5,6
920,6,4,3,2,4,7,5,6,6,6,3,1,2,1,7,7,1,7,5,5,7,7
921,6,4,3,7,5,5,4,3,6,7,4,2,4,4,5,5,5,6,7,7,2,3
922,3,6,5,6,3,5,4,6,4,4,3,5,7,5,6,2,1,5,7,7,2,2
923,5,5,6,3,1,6,7,4,3,4,4,3,2,1,1,1,6,6,6,5,4,5
924,4,6,6,2,4,5,4,6,5,6,6,6,6,7,2,6,6,6,7,6,4,1
925,7,7,7,4,7,7,7,6,7,7,5,3,7,6,6,5,6,7,5,7,7,7
926,1,4,3,2,5,4,4,7,6,4,4,4,3,3,6,3,2,7,4,4,3,4
927,5,4,6,2,2,6,3,6,5,6,2,1,7,7,5,4,7,3,5,7,3,6
928,7,7,7,7,6,6,6,5,7,7,6,7,6,4,7,7,7,6,6,7,5,4
929,5,3,7,1,5,7,7,7,6,5,1,4,5,4,2,5,3,4,5,7,6,6
930,7,1,1,4,2,5,1,4,3,2,5,7,7,7,6,2,6,2,3,7,3,2
931,2,1,2,4,6,6,5,6,6,5,1,5,5,1,1,1,6,3,3,3,1,4
932,4,5,3,2,5,6,3,3,4,3,5,3,1,1,5,4,7,1,2,1,2,5
933,7,6,7,1,2,3,3,7,7,6,2,1,5,5,3,3,1,7,6,6,1,2
934,3,1,1,5,4,3,3,2,1,1,1,2,2,3,3,1,3,3,2,1,3,2
935,6,5,7,2,4,5,7,4,2,1,6,7,7,7,4,7,5,5,7,5,2,3
936,1,2,5,7,3,4,3,1,4,5,3,1,2,6,4,4,4,4,3,3,2,2
937,2,1,3,1,2,2,2,2,2,2,4,2,2,2,1,3,2,4,6,6,1,5
938,1,2,1,7,4,7,5,4,4,3,4,1,6,7,4,1,3,7,4,7,6,6
939,7,6,7,7,5,4,4,5,7,5,6,7,3,2,6,7,5,7,7,7,2,1
940,6,7,4,2,4,4,7,2,4,7,7,7,5,6,6,3,6,3,4,3,7,6
941,7,7,7,6,7,5,4,2,7,7,2,4,2,3,7,7,4,4,6,7,1,5
942,1,1,1,5,2,3,1,5,3,5,5,2,4,5,4,6,2,4,3,4,3,6
943,4,6,4,5,1,4,4,6,5,3,4,2,1,1,1,2,2,4,7,4,2,5
944,4,6,6,3,4,6,6,6,6,4,1,4,3,4,7,7,7,6,5,6,4,3
945,1,5,3,2,3,1,1,4,2,2,1,1,4,4,4,3,1,3,6,4,7,4
946,1,1,1,3,1,4,2,2,1,1,7,7,1,3,1,2,6,1,3,2,3,5
947,6,6,7,5,5,2,2,3,2,6,2,2,2,1,7,7,7,7,7,7,1,5
948,7,6,5,6,6,7,7,5,7,7,7,7,7,7,7,4,4,7,7,7,7,7
949,5,1,2,2,3,3,4,4,5,2,2,5,6,4,1,5,1,2,4,4,3,6
950,2,2,2,2,1,1,1,1,1,2,1,2,1,2,2,5,5,1,2,1,2,1
951,6,6,4,5,7,6,6,7,7,7,5,6,7,6,2,7,6,7,4,7,2,4
952,3,4,6,2,4,6,6,3,5,5,3,3,1,5,4,5,5,5,2,4,7,6
953,6,1,2,2,1,4,4,3,3,3,6,3,1,3,3,5,7,4,6,7,5,2
954,7,7,7,3,3,6,7,6,6,2,3,7,7,7,3,6,5,7,6,6,3,1
955,7,4,6,3,4,5,3,1,6,5,3,6,2,7,1,2,7,5,7,4,5,2
956,1,3,2,5,1,5,4,3,4,4,3,5,6,7,3,5,1,7,7,7,5,1
957,3,7,6,1,3,2,5,4,2,1,6,6,7,7,1,1,1,2,5,4,2,1
958,4,3,3,5,3,7,7,6,3,5,2,7,5,7,6,7,6,3,3,7,2,7
959,7,6,6,3,3,3,4,7,5,2,7,5,4,1,6,4,2,4,2,6,7,6
960,7,7,6,2,5,5,5,5,3,5,2,4,7,7,1,4,3,7,6,7,4,4
961,7,6,6,6,3,3,6,5,7,7,3,6,2,4,4,3,2,3,5,1,2,3
962,5,7,4,1,6,6,5,5,5,4,7,5,3,5,4,2,3,5,4,5,7,6
963,3,1,2,1,1,1,1,2,1,1,1,1,1,3,2,1,3,1,1,4,2,3
964,7,7,5,6,2,4,5,5,7,7,3,3,5,4,6,2,3,7,7,7,7,6
965,4,2,2,6,1,5,3,2,4,5,4,4,4,4,5,6,7,1,3,1,4,4
966,7,7,6,7,7,6,3,5,4,7,1,1,1,2,3,6,4,1,2,1,5,1
967,1,1,2,4,6,1,1,1,3,1,1,7,5,5,1,1,1,2,1,1,3,2
968,5,4,5,3,4,4,3,3,5,5,1,1,5,7,7,6,5,5,7,5,4,4
969,1,1,2,5,3,4,2,2,2,1,5,4,2,5,2,3,1,3,1,1,2,1
970,6,6,3,7,5,7,7,7,7,7,4,5,4,5,6,4,6,7,7,6,7,7
971,7,4,5,7,5,4,2,7,6,5,4,6,7,6,7,3,5,3,3,2,5,1
972,3,2,2,7,4,2,1,2,1,2,6,5,3,4,1,5,3,6,4,4,4,1
973,7,7,7,6,3,7,5,6,5,5,7,5,6,7,6,6,6,5,3,3,5,6
974,2,4,3,1,1,1,3,1,4,2,6,5,5,6,3,4,7,1,1,3,3,4
975,6,5,6,6,6,3,4,2,2,3,3,6,4,3,6,3,5,2,1,1,1,2
976,1,1,2,1,1,2,3,1,5,1,5,4,2,4,2,2,1,4,2,2,1,5
977,1,3,2,2,4,6,6,7,4,2,7,2,6,4,7,5,7,6,3,1,1,1
978,7,7,7,2,3,7,7,4,7,7,2,2,3,3,7,5,7,7,7,6,6,6
979,5,5,6,4,5,5,7,6,7,6,3,6,3,7,4,7,7,6,6,7,6,5
980,6,5,2,3,1,2,6,6,3,4,6,7,6,4,1,1,2,1,1,1,1,5
981,7,6,7,7,7,5,2,3,7,7,5,3,4,4,5,6,5,6,5,2,4,6
982,3,1,2,2,6,3,4,5,4,4,7,4,3,3,1,1,2,7,5,2,2,4
983,1,4,1,7,3,5,6,3,4,4,4,4,6,1,6,4,7,6,2,4,5,5
984,5,5,6,3,1,6,7,7,5,6,5,5,2,4,6,6,3,7,7,7,2,4
985,3,5,5,6,6,4,7,6,7,6,5,7,7,6,5,4,7,5,6,5,7,7
986,1,2,3,4,4,2,6,4,6,4,5,2,6,6,6,4,7,3,5,3,5,6
987,2,1,2,3,2,1,1,5,1,1,1,1,1,2,2,2,1,1,1,3,1,1
988,2,1,2,3,6,3,4,2,1,2,4,3,5,6,2,1,1,1,1,1,3,2
989,5,1,6,3,7,2,1,3,2,2,4,7,7,6,2,2,2,6,4,2,4,2
990,7,2,5,1,6,4,5,2,4,4,1,6,4,7,1,2,1,4,3,4,4,7
991,4,5,7,3,1,3,2,2,2,3,1,3,2,6,3,4,2,6,6,5,5,1
992,6,4,7,7,6,6,3,3,4,2,1,1,1,5,2,6,2,2,5,4,4,3
993,1,2,1,1,3,1,1,1,2,1,7,2,2,5,2,1,2,6,2,3,4,1
994,1,1,2,3,3,4,5,3,1,4,5,7,4,1,5,3,2,4,7,6,5,4
995,1,5,5,5,6,1,1,1,2,1,6,6,5,7,1,1,1,2,1,1,4,1
996,3,2,3,1,5,1,1,1,4,6,7,6,5,7,5,2,7,7,7,7,4,5
997,3,2,4,1,1,2,1,3,2,1,4,1,1,1,2,2,2,1,1,2,2,2
998,6,5,5,4,6,3,4,3,3,4,5,4,5,4,6,3,3,1,2,1,3,5
999,1,2,3,3,3,7,7,6,6,7,1,2,2,4,7,6,6,7,7,7,5,7
1000,3,6,2,5,2,5,5,6,7,6,2,2,4,4,5,6,4,4,3,5,6,2
1001,1,1,1,5,1,5,7,7,1,1,1,1,3,3,1,3,1,4,6,4,2,2
1002,1,2,1,1,3,1,1,1,1,1,2,5,1,3,1,4,1,1,1,2,3,5
1003,2,1,3,2,5,2,4,6,1,1,6,7,1,2,1,1,3,2,6,4,2,5
1004,2,2,4,2,3,5,7,6,3,2,5,5,1,7,6,1,3,1,2,2,1,1
1005,4,6,4,1,4,1,1,1,4,3,5,7,2,6,2,2,1,4,5,6,1,6
1006,6,5,7,4,3,1,3,1,1,1,7,5,7,6,1,1,1,3,2,1,1,2
1007,2,2,6,4,1,2,1,3,1,1,1,1,1,3,1,3,2,2,1,1,4,2
1008,1,2,1,2,4,1,1,3,5,3,5,5,6,6,3,6,6,5,6,4,4,3
1009,6,2,2,5,6,3,2,2,2,2,6,7,2,3,1,4,5,1,3,5,2,1
1010,4,4,3,1,6,2,1,7,1,1,1,2,1,1,2,4,5,4,1,4,3,6
1011,1,1,2,2,1,3,4,2,2,1,2,5,1,2,1,1,2,6,3,6,4,4
1012,1,1,3,4,1,2,4,3,2,3,6,7,7,5,2,2,3,2,2,1,1,1
1013,4,2,5,3,4,2,2,4,4,3,1,7,5,6,4,7,7,7,7,7,5,4
1014,4,2,3,2,3,3,2,2,2,5,4,2,7,7,1,2,3,3,3,6,7,2
1015,2,2,3,4,6,3,3,2,1,1,3,7,5,6,1,4,4,1,2,2,1,2
1016,6,4,4,2,3,5,3,5,4,6,7,5,5,4,3,3,5,5,2,1,5,4
1017,3,2,2,5,4,6,5,4,5,3,1,3,2,1,1,2,1,4,2,3,1,1
1018,2,5,6,6,6,3,6,3,1,2,6,5,5,6,3,2,6,7,6,7,1,1
1019,5,4,6,2,2,4,2,3,3,2,2,1,5,5,4,6,3,2,3,3,6,2
1020,2,3,5,3,5,1,1,1,1,1,4,4,5,4,1,1,1,4,7,5,3,5
1021,5,6,7,5,7,5,5,1,5,4,6,5,3,5,2,7,3,6,6,2,3,7
1022,6,3,5,7,7,5,5,7,7,7,4,2,7,7,3,4,5,6,7,4,4,6
1023,5,5,6,1,6,4,6,3,3,3,6,4,1,4,5,5,7,4,3,4,6,4
1024,5,6,7,5,1,6,7,5,5,6,4,5,1,2,6,5,3,7,7,3,7,4
1025,4,4,3,1,1,1,1,1,1,1,2,6,4,6,4,6,4,1,1,1,4,3
1026,7,5,7,4,5,4,5,6,7,5,7,1,6,4,7,6,4,6,7,5,2,2
1027,6,2,3,6,1,5,2,3,6,4,6,3,7,7,3,1,4,5,5,6,6,7
1028,5,7,5,3,2,3,6,3,3,7,7,7,6,4,3,2,2,5,3,5,1,5
1029,4,3,3,5,2,5,6,3,2,7,3,2,6,6,3,6,6,2,4,4,3,3
1030,1,1,2,1,1,1,1,1,1,1,1,2,5,5,2,1,1,2,2,2,4,3
1031,3,4,4,3,4,6,7,6,6,6,4,3,1,4,7,7,7,5,4,3,5,6
1032,6,2,6,7,7,4,4,2,5,4,7,6,3,7,5,7,7,4,2,3,4,4
1033,4,2,1,7,6,1,3,1,6,3,2,2,7,1,1,5,1,1,3,1,7,5
1034,1,3,2,4,3,1,2,3,3,1,1,3,5,3,1,4,5,2,3,4,1,2
1035,3,4,3,7,3,3,2,6,4,2,7,6,7,6,1,1,3,5,4,5,3,5
1036,6,7,6,4,6,3,6,6,5,4,2,4,2,2,4,2,3,4,7,3,4,7
1037,2,1,1,4,1,3,1,4,3,3,6,7,2,3,2,1,3,5,3,5,3,5
1038,6,3,6,7,3,5,2,3,5,6,4,1,6,7,3,4,3,3,6,4,3,2
1039,1,1,1,4,1,2,1,3,3,4,2,7,5,6,4,7,6,1,2,1,4,3
1040,6,5,7,5,4,5,7,7,4,2,1,6,7,5,6,7,5,4,3,6,1,1
1041,3,1,4,4,7,6,6,6,5,6,6,6,7,7,5,3,6,3,5,4,5,5
1042,1,1,1,3,1,2,1,3,1,1,5,2,3,1,5,1,5,1,1,1,2,5
1043,6,6,5,5,4,7,7,7,7,7,3,1,6,3,6,6,7,5,4,3,7,7
1044,6,6,6,4,7,6,4,6,6,3,1,6,2,3,3,4,7,5,5,3,4,5
1045,7,7,6,3,6,4,4,6,3,7,3,6,2,4,4,6,5,5,2,3,5,1
1046,7,7,7,1,2,2,4,4,3,5,5,7,6,3,2,4,2,1,1,4,5,4
1047,6,7,7,6,3,5,5,5,7,6,1,7,7,7,7,7,7,7,7,7,7,6
1048,2,3,5,2,7,5,3,2,4,3,2,3,2,2,5,4,5,2,3,1,4,7
1049,6,4,6,6,2,3,4,4,3,4,5,5,3,5,3,5,5,2,3,2,3,2
1050,6,2,4,6,4,5,5,4,1,2,1,1,6,4,5,6,6,1,2,1,6,4
1051,2,1,2,3,6,2,4,4,6,7,6,3,1,1,5,4,6,6,6,4,3,2
1052,4,3,7,7,6,7,7,7,7,7,3,2,1,1,2,7,3,6,7,7,6,7
1053,4,7,7,6,7,6,7,7,7,6,6,7,6,7,6,5,6,7,7,7,5,7
1054,3,3,3,3,4,2,3,6,3,2,7,5,3,5,5,6,5,1,1,2,7,7
1055,2,1,1,3,1,1,6,5,2,2,1,4,1,6,7,4,5,1,3,2,1,1
1056,1,1,1,1,3,3,2,2,1,1,6,7,2,2,4,5,1,4,3,3,1,1
1057,3,2,4,6,2,2,1,5,3,1,3,5,5,7,4,1,1,3,4,2,5,7
1058,5,4,5,1,3,1,4,3,1,5,5,7,4,6,2,1,1,2,2,3,2,2
1059,1,1,1,2,1,1,1,1,1,1,2,1,5,5,1,1,1,1,5,1,1,1
1060,7,6,5,1,3,4,2,5,5,6,5,6,3,6,2,2,6,1,1,3,2,1
1061,1,4,2,7,7,6,5,3,5,6,7,4,5,6,6,1,6,1,1,2,3,1
1062,6,7,7,7,7,7,7,6,6,7,3,5,7,6,4,4,6,2,3,2,7,7
1063,1,2,5,1,4,1,1,1,5,1,5,2,1,1,6,2,1,1,2,1,7,6
1064,2,2,3,3,3,6,4,7,3,6,5,7,6,3,4,7,4,2,2,1,1,2
1065,7,7,4,2,5,5,4,2,5,6,3,2,2,5,5,5,4,7,7,2,1,5
1066,7,7,7,2,1,4,2,1,5,3,4,7,7,4,5,2,2,4,1,2,3,3
1067,2,3,1,3,4,7,7,4,4,4,4,7,3,1,2,5,1,7,6,7,4,2
1068,7,7,7,7,7,6,4,3,6,6,6,7,5,5,5,5,2,5,5,4,6,5
1069,6,3,6,7,6,1,7,1,7,7,1,3,1,1,4,4,3,4,7,1,6,5
1070,6,6,7,3,1,1,5,3,6,4,2,7,6,4,5,6,5,5,7,2,2,2
1071,3,4,3,6,5,2,2,6,3,4,1,2,6,2,5,3,3,5,2,7,5,7
1072,4,5,5,7,7,6,7,2,5,5,7,6,7,6,3,4,7,5,4,7,6,4
1073,1,1,1,1,2,3,4,6,1,1,6,5,2,3,3,4,2,5,4,4,1,1
1074,6,7,5,1,2,6,7,3,7,7,7,7,2,5,2,3,4,5,4,6,3,2
1075,2,2,3,6,7,4,4,4,1,1,2,7,5,6,1,1,6,7,3,7,6,7
1076,4,3,1,1,3,1,3,4,1,1,7,5,7,7,4,6,7,2,3,2,1,1
1077,5,4,4,1,1,1,2,1,1,1,4,4,2,6,3,3,2,1,1,1,3,7
1078,7,3,6,2,2,4,1,6,1,5,6,5,2,2,1,6,5,2,2,2,3,1
1079,6,7,4,6,6,2,4,5,2,5,3,3,6,5,6,5,7,7,3,4,1,2
1080,2,2,5,5,5,3,1,1,3,3,1,2,4,5,2,3,1,6,5,7,4,4
1081,2,4,2,5,5,6,7,4,6,4,5,6,7,7,4,5,3,4,5,2,4,5
1082,2,1,4,2,4,3,4,5,4,6,3,6,7,7,3,6,5,7,3,4,3,1
1083,1,5,2,3,5,7,6,7,5,4,1,5,6,6,5,6,6,5,5,6,3,5
1084,4,3,4,6,4,5,3,6,6,6,1,4,2,6,5,3,7,6,7,6,6,7
1085,7,4,5,6,5,5,4,1,5,5,6,3,3,4,3,3,5,5,5,5,7,7
1086,5,7,7,7,2,3,4,3,3,2,6,5,1,1,3,1,6,7,4,7,2,4
1087,5,5,1,2,2,4,6,5,1,5,1,1,3,5,6,6,4,3,1,1,3,7
1088,7,5,5,6,4,5,5,2,4,6,3,7,1,1,7,4,3,5,7,6,3,5
1089,7,7,5,7,7,7,7,5,6,7,4,1,3,6,7,4,5,7,7,7,4,5
1090,3,3,7,5,4,6,7,6,7,7,7,6,5,4,7,6,5,7,6,7,1,7
1091,1,5,2,2,6,2,3,2,2,2,3,4,5,6,6,5,2,6,6,7,4,2
1092,6,2,3,7,4,1,1,2,2,1,2,1,2,3,1,1,5,1,5,2,2,1
1093,2,3,3,3,5,1,1,1,1,2,1,2,6,7,1,1,3,2,4,5,3,2
1094,2,1,4,1,1,1,5,1,2,1,1,4,2,1,5,3,3,2,4,4,1,2
1095,2,2,1,2,1,4,2,3,2,3,2,5,3,4,5,6,6,4,2,3,2,7
1096,2,5,3,1,2,1,1,1,1,1,1,4,5,3,1,1,1,1,3,4,4,1
1097,5,3,3,3,6,5,3,7,7,6,1,4,6,3,6,6,5,7,7,7,6,7
1098,7,2,4,1,5,7,2,2,4,1,6,3,5,2,6,1,2,2,2,3,6,6
1099,6,5,6,3,2,7,4,4,2,2,6,5,6,2,3,1,2,1,1,1,5,2
1100,6,5,6,7,3,5,4,5,3,4,1,1,4,5,3,7,3,2,2,2,7,7
1101,2,2,4,5,2,7,7,7,4,1,2,1,4,3,6,5,5,4,4,6,1,3
1102,1,1,1,3,1,4,2,5,4,2,2,4,1,1,2,2,3,1,3,3,4,4
1103,7,4,7,6,2,6,5,7,7,7,5,7,6,7,2,5,3,5,7,7,6,3
1104,2,4,3,5,7,2,3,4,6,6,3,3,7,6,4,5,3,4,3,4,7,6
1105,1,2,1,1,3,1,2,5,1,1,3,7,6,3,1,1,1,6,5,5,4,1
1106,2,2,1,5,7,4,2,1,1,2,6,7,2,6,2,1,1,5,4,2,1,4
1107,3,2,1,5,6,2,4,4,1,1,7,1,4,7,3,7,2,3,7,3,6,6
1108,6,4,1,2,1,1,3,2,1,1,7,7,7,5,1,1,1,5,5,2,6,2
1109,1,3,3,7,7,2,1,3,1,2,4,7,1,3,3,3,3,1,2,2,1,2
1110,5,4,5,7,2,1,2,2,1,1,6,7,5,7,5,5,3,1,3,5,2,3
1111,2,3,6,4,5,6,5,3,6,7,1,3,7,7,6,5,4,7,7,7,6,4
1112,3,1,5,2,7,1,1,1,1,2,1,2,5,6,3,1,2,5,3,1,3,3
1113,7,6,3,5,5,5,3,3,6,6,2,4,7,7,4,3,6,3,4,6,4,4
1114,2,4,3,1,1,7,7,6,7,6,2,6,2,1,4,5,7,4,5,6,6,4
1115,5,7,6,7,7,6,7,7,7,7,7,4,3,7,4,5,5,4,5,7,6,7
1116,6,6,3,4,3,3,2,5,1,1,7,7,6,2,1,4,2,2,2,2,1,1
1117,3,4,7,4,1,3,3,4,5,5,6,5,5,3,4,5,7,2,2,2,2,4
1118,3,6,4,3,4,7,7,5,7,5,2,1,7,4,2,6,6,2,1,3,5,4
1119,6,2,5,2,3,4,4,7,5,5,4,4,2,2,7,5,4,5,6,3,6,7
1120,5,6,2,5,6,5,3,6,1,1,4,5,3,4,7,5,3,4,4,1,4,6
1121,7,5,5,3,5,6,7,6,6,5,3,4,3,3,6,7,5,7,6,5,7,7
1122,4,3,2,1,2,1,1,1,1,1,5,3,4,6,1,1,1,2,5,1,3,5
1123,1,5,4,6,7,6,4,5,4,6,5,4,2,2,4,3,6,2,6,7,6,6
1124,1,1,1,6,1,1,5,1,2,3,7,3,5,6,4,3,7,4,4,5,4,6
1125,6,6,7,6,7,7,7,7,6,6,5,2,3,2,5,5,4,5,7,6,6,3
1126,5,3,4,1,4,2,6,4,2,2,4,2,3,4,7,4,5,5,3,4,4,5
1127,1,2,1,6,4,5,5,6,7,4,5,4,1,1,7,7,7,1,1,5,2,6
1128,4,4,2,4,4,1,5,7,6,5,3,2,6,4,7,7,6,3,4,5,3,2
1129,6,6,5,4,2,2,3,3,5,3,7,5,7,5,4,5,4,4,3,4,5,7
1130,7,4,5,5,4,4,7,3,5,4,2,6,4,2,6,4,5,5,5,7,7,5
1131,5,4,5,6,1,2,1,1,2,3,5,7,5,4,3,5,3,2,4,6,3,2
1132,3,5,6,6,6,4,7,6,3,5,3,4,4,4,5,2,5,3,4,6,4,5
1133,5,6,6,4,5,4,2,3,2,3,5,2,1,3,3,3,2,5,2,1,4,3
1134,7,2,7,1,1,3,4,7,5,4,3,3,2,1,3,1,2,4,3,6,4,5
1135,3,5,7,2,1,2,5,5,5,5,7,7,7,5,7,5,2,5,7,6,1,6
1136,7,6,6,6,4,7,6,3,7,5,7,3,4,5,4,2,5,7,4,3,3,2
1137,5,4,2,6,7,6,6,3,6,6,1,2,5,4,2,4,4,7,7,7,4,2
1138,7,4,7,2,3,6,7,7,4,3,1,6,3,7,6,6,5,2,4,5,7,4
1139,2,2,2,3,1,5,1,3,2,5,4,2,6,4,6,3,6,2,3,6,3,1
1140,6,3,5,6,1,7,7,2,6,6,3,2,5,3,3,2,5,4,4,2,7,5
1141,1,3,2,6,7,1,1,4,5,4,7,3,1,3,5,2,4,6,6,6,1,1
1142,1,3,3,6,5,4,4,7,3,5,7,6,2,2,3,3,1,1,1,3,6,3
1143,1,1,1,3,3,2,2,1,1,2,3,1,4,3,2,1,2,1,3,1,7,3
1144,1,1,1,2,6,7,7,7,3,2,2,1,5,2,7,2,6,7,3,7,4,2
1145,7,7,7,3,5,6,5,6,7,7,3,5,5,2,7,7,7,7,7,6,2,4
1146,6,6,7,4,6,7,7,5,7,7,7,5,7,4,7,5,2,6,7,7,7,4
1147,2,2,2,2,1,1,1,1,1,1,4,4,1,4,1,1,1,2,1,3,1,1
1148,4,5,7,2,2,6,7,7,5,5,6,6,4,3,6,5,3,2,6,5,3,6
1149,1,1,2,1,1,4,5,3,6,5,5,7,1,2,3,1,2,3,5,3,7,7
1150,3,4,6,3,4,6,7,4,5,5,1,4,7,5,4,3,3,4,2,2,6,6
1151,6,4,5,6,5,1,3,1,3,1,4,5,3,6,6,7,5,2,1,2,7,3
1152,1,4,5,3,2,2,2,3,2,1,4,5,3,1,5,5,5,5,4,4,4,4
1153,2,2,1,6,2,7,7,4,6,4,3,4,4,5,6,2,3,3,2,3,2,3
1154,7,4,7,3,5,7,5,3,7,6,3,5,6,5,3,3,5,5,5,3,6,4
1155,1,1,2,1,1,6,6,4,1,1,1,6,7,5,5,3,4,6,3,1,3,7
1156,1,3,2,5,5,1,1,1,1,1,3,3,4,1,6,5,4,5,4,3,2,2
1157,6,5,7,3,2,1,3,3,4,4,1,1,2,3,4,3,5,2,1,2,6,6
1158,6,7,7,6,6,6,7,6,7,5,1,5,6,4,7,7,6,7,7,7,6,2
1159,3,3,4,2,2,6,5,7,5,6,2,6,3,2,5,7,6,4,7,3,4,7
1160,4,4,2,6,4,7,7,6,4,4,2,6,2,2,4,7,7,5,4,5,2,2
1161,1,1,1,4,3,2,3,4,2,1,4,2,7,7,6,2,5,5,6,5,4,2
1162,3,7,2,6,6,6,6,7,6,7,7,1,7,7,6,2,7,4,6,5,5,6
1163,3,3,6,5,6,4,5,3,5,3,7,7,1,1,4,5,3,2,2,4,3,3
1164,7,7,7,7,3,7,7,7,6,5,3,3,4,6,7,6,7,6,7,3,1,5
1165,4,5,3,3,2,5,5,6,3,7,7,6,6,6,1,2,4,2,2,1,7,5
1166,5,6,5,6,5,5,7,6,6,7,1,2,5,5,7,6,6,7,7,7,6,5
1167,2,2,2,3,4,3,2,1,3,2,5,5,4,1,5,5,2,1,1,1,1,3
1168,7,5,4,2,3,6,5,3,6,3,4,4,3,4,6,7,6,5,6,3,1,5
1169,1,1,1,7,3,1,6,3,5,3,3,2,2,2,5,3,6,6,3,6,5,4
1170,7,1,2,3,5,6,5,4,3,7,1,1,3,1,7,6,7,7,5,5,4,5
1171,2,2,4,1,4,1,5,1,4,4,1,4,1,1,1,4,4,5,3,2,4,2
1172,7,6,6,7,7,7,7,7,7,7,6,6,6,7,6,4,6,7,3,6,7,5
1173,2,2,3,2,7,2,3,7,5,6,1,1,4,6,4,2,5,2,1,1,2,3
1174,6,5,3,4,5,4,5,4,5,5,5,3,1,1,5,7,6,4,7,6,6,1
1175,6,7,2,6,3,5,6,3,7,7,6,5,7,7,6,5,4,5,3,4,1,4
1176,7,6,4,5,1,6,3,7,7,7,2,2,5,2,7,7,5,6,5,7,3,7
1177,5,6,6,1,4,6,6,4,7,7,4,5,1,2,6,7,6,5,4,5,4,4
1178,4,3,7,6,4,7,5,4,4,6,3,1,2,2,6,7,3,4,5,1,6,4
1179,7,7,7,5,3,6,7,5,7,5,1,3,1,5,3,2,5,6,7,6,1,5
1180,6,4,5,6,6,5,5,5,3,5,6,6,2,5,2,5,3,4,6,6,5,4
1181,6,6,2,4,6,7,7,6,4,5,3,3,6,2,5,5,5,4,2,2,6,7
1182,5,3,3,4,5,7,6,7,6,6,4,4,3,3,6,4,1,4,2,2,2,5
1183,6,5,5,6,2,7,3,7,2,7,3,5,3,2,5,6,1,5,4,6,3,7
1184,7,7,7,4,6,7,7,5,7,6,1,3,2,5,6,5,4,1,7,2,7,7
1185,7,5,6,7,6,6,5,4,7,5,5,5,3,3,6,2,3,6,6,5,6,7
1186,7,7,7,7,2,5,4,4,7,7,7,5,2,3,1,4,1,4,3,4,7,6
1187,3,3,2,1,5,5,5,1,6,6,6,6,3,4,7,7,7,4,6,7,6,6
1188,7,7,6,3,6,7,7,7,7,7,5,7,4,5,7,6,6,7,6,6,7,6
1189,3,4,5,7,7,2,4,4,7,6,2,3,7,7,1,1,4,7,4,7,2,1
1190,6,7,7,3,7,4,2,7,6,4,7,7,4,4,1,5,2,6,4,6,3,3
1191,1,2,1,1,5,1,2,3,3,3,1,1,1,6,2,4,1,7,5,7,4,2
1192,3,4,3,2,5,4,2,2,3,1,1,5,2,1,3,3,4,1,5,2,4,6
1193,1,1,6,1,2,4,1,6,4,4,5,4,2,1,7,7,6,3,3,3,2,5
1194,1,1,4,6,7,4,4,6,6,3,7,5,3,7,1,2,4,1,1,4,6,5
1195,6,4,5,2,2,3,4,3,1,1,1,1,2,2,3,1,4,4,6,1,5,1
1196,1,4,3,4,1,4,1,1,3,2,1,4,1,1,4,2,3,1,2,2,1,1
1197,4,3,4,5,1,1,1,1,1,3,2,2,7,6,7,2,3,6,6,7,2,5
1198,4,5,3,6,6,3,6,5,3,3,3,3,3,4,6,6,6,3,2,3,1,1
1199,4,4,6,6,6,7,6,4,2,5,4,5,6,7,3,6,5,3,4,7,5,3
1200,2,3,1,4,1,6,5,4,5,5,1,2,2,2,3,2,7,3,3,3,2,4
