firm_id,state,geo_zone,location_type,sector,isic_section,isic_2digit,firm_age_years,employees_full_time,annual_turnover_naira,legal_structure,owner_age,owner_gender,owner_education,owner_field_of_study,owner_prior_entre_experience,owner_digital_literacy_0_100,B1_digital_tools_computers,B1_digital_tools_accounting_software,B1_digital_tools_crm,B1_digital_tools_ecommerce,B1_digital_tools_cloud,B1_digital_tools_social_media,B2_advanced_ai_ml,B2_advanced_iot,B2_advanced_blockchain,B2_advanced_robotics,B3_process_new_methods,B3_process_supply_chain_software,B3_process_support_techniques,B4_product_new_or_improved,B4_product_launch_frequency,B5_bmi_revenue_model_changes,B5_bmi_value_prop_changes,B5_bmi_customer_engagement_changes,B6_drivers_competitive_pressure,B6_drivers_customer_demand,B6_drivers_top_mgmt_attitude,B_comp_digital_tools_mean_1_5,B_comp_advanced_tech_mean_1_5,B_comp_process_innovation_mean_1_5,B_comp_product_innovation_mean_1_5,B_comp_bmi_mean_1_5,B_comp_level_digitization_1_5,B_comp_level_digitization_score_0_100,C1_financial_access_to_credit,C1_financial_cost_of_innovation,C1_financial_internal_capital_sufficiency,C2_human_skill_shortage,C2_human_training_cost,C2_human_mgmt_capability_for_change,C3_infra_power_reliability,C3_infra_internet_quality_cost,C3_infra_logistics_access,C4_regulatory_burden_taxes,C4_regulatory_corruption_informal_charges,C4_regulatory_govt_program_effectiveness,C5_market_competition_intensity,C5_market_demand_uncertainty,C5_market_international_access,D1_subj_profitability_growth,D1_subj_sales_growth,D1_subj_market_share_growth,D1_subj_roi,D1_subj_overall_perf_satisfaction,D_comp_subjective_performance_mean_1_5,D2_obj_annual_turnover_naira,D2_obj_profit_naira,D2_obj_turnover_band,D2_obj_profit_band,D2_obj_employee_growth_rate_pct,D2_obj_num_new_branches_clients,D3_nonfin_increase_product_lines,D3_nonfin_quality_improved,D3_nonfin_customer_satisfaction_retention
F2025005059,Ogun,South West,Urban,Construction,F,41,14,5,4937584.476625898,Partnership,39,Female,Postgraduate,Sciences,0,87.95355675733835,5,4,4,5,1,2,4,4,3,3,2,1,1,5,5,5,4,5,2,3,3,3.5,3.5,1.3333333333333333,5.0,4.666666666666667,4.0,75.0,1,3,1,4,4,5,2,5,2,2,1,3,5,1,2,5,5,5,5,5,5.0,4937584.476625898,525383.4192420327,₦1m–₦5m,₦0.5m–₦2m,4.263057463484561,1,5,2,4
F2025005060,Osun,South West,Rural,Manufacturing,C,10,2,7,14524999.303775344,Limited Liability,41,Male,Secondary,Arts/Social Sciences,1,41.11417901136224,2,3,1,3,2,1,1,1,1,1,1,1,2,2,1,2,1,2,2,1,2,2.0,1.0,1.3333333333333333,1.5,1.6666666666666667,4.0,75.0,5,2,1,5,3,5,4,2,2,4,2,4,5,5,2,5,4,3,3,5,4.0,14524999.303775344,2937621.304450593,₦5m–₦20m,₦2m–₦10m,-8.123911017458136,1,2,4,1
F2025005061,Kogi,North Central,Rural,Retail & Wholesale,G,47,6,3,2761688.5186331733,Sole Proprietorship,37,Male,Tertiary,Business/Management,1,59.436721274977074,2,3,1,2,2,2,5,5,4,4,4,4,4,1,1,4,4,3,5,4,2,2.0,4.5,4.0,1.0,3.6666666666666665,5.0,100.0,1,4,2,4,4,3,2,4,3,5,4,3,4,4,1,5,4,4,4,4,4.2,2761688.5186331733,541381.4588696281,₦1m–₦5m,₦0.5m–₦2m,9.80308072857985,0,1,5,2
F2025005062,Delta,South South,Rural,Manufacturing,C,10,12,16,12837121.173883831,Limited Liability,37,Male,Tertiary,Business/Management,1,78.789175725854,5,5,5,5,5,5,3,4,3,3,5,5,5,5,4,4,4,4,1,4,5,5.0,3.25,5.0,4.5,4.0,3.0,50.0,2,3,3,2,4,5,2,2,3,2,2,3,5,3,3,5,5,4,5,4,4.6,12837121.173883831,3628001.1060877396,₦5m–₦20m,₦2m–₦10m,10.791062485787634,1,2,5,5
F2025005063,Benue,North Central,Rural,Retail & Wholesale,G,47,10,2,3234126.171921715,Sole Proprietorship,54,Male,Postgraduate,Other,0,67.17928909779204,5,5,5,4,5,5,2,2,2,2,2,2,4,3,5,5,3,3,4,3,3,4.833333333333333,2.0,2.6666666666666665,4.0,3.6666666666666665,2.0,25.0,1,1,3,3,3,3,3,4,4,4,3,2,2,4,3,5,5,5,5,5,5.0,3234126.171921715,606713.4755164031,₦1m–₦5m,₦0.5m–₦2m,-2.8031721165121564,1,2,2,2
F2025005064,Rivers,South South,Urban,Manufacturing,C,10,6,6,10852096.307575088,Sole Proprietorship,32,Male,Tertiary,Arts/Social Sciences,0,62.09066729945617,1,2,1,3,2,5,1,1,1,1,4,5,4,1,4,2,3,1,1,1,4,2.3333333333333335,1.0,4.333333333333333,2.5,2.0,2.0,25.0,5,3,2,3,2,4,4,4,4,1,3,2,3,4,4,5,2,5,5,1,3.6,,,₦5m–₦20m,₦2m–₦10m,-6.724094981194108,2,3,4,1
F2025005065,Rivers,South South,Rural,Retail & Wholesale,G,47,2,27,29046643.519423887,Sole Proprietorship,37,Male,Secondary,Business/Management,1,43.461121961767304,4,4,4,1,5,2,5,5,5,5,5,4,4,5,1,4,2,2,2,1,4,3.3333333333333335,5.0,4.333333333333333,3.0,2.6666666666666665,5.0,100.0,2,2,4,2,3,1,5,3,2,3,1,2,3,4,5,5,5,4,5,5,4.8,,,₦20m–₦100m,₦2m–₦10m,4.228352310180057,2,3,2,4
F2025005066,Lagos,South West,Urban,Retail & Wholesale,G,47,10,7,10089169.359863264,Limited Liability,33,Male,Tertiary,Engineering/Technology,0,76.24585112683316,4,1,2,4,3,4,5,5,5,5,4,4,1,3,1,5,5,3,4,4,3,3.0,5.0,3.0,2.0,4.333333333333333,5.0,100.0,1,1,1,3,4,4,4,2,1,5,5,4,1,1,3,4,5,5,5,5,4.8,10089169.359863264,3230121.74624904,₦5m–₦20m,₦2m–₦10m,10.924208383815076,0,1,1,3
F2025005067,Lagos,South West,Urban,Retail & Wholesale,G,47,8,11,15729420.789334327,Partnership,20,Male,Tertiary,Agric/Environment,1,74.24533414708335,5,4,5,4,3,5,5,5,4,4,4,4,3,2,1,5,1,2,3,3,2,4.333333333333333,4.5,3.6666666666666665,1.5,2.6666666666666665,5.0,100.0,2,2,2,2,1,2,3,3,2,4,1,3,1,2,1,5,5,5,5,5,5.0,15729420.789334327,5082120.121461446,₦5m–₦20m,₦2m–₦10m,19.996195080538513,2,1,5,3
F2025005068,Lagos,South West,Urban,Other Services,S,96,16,36,49358932.34206488,Sole Proprietorship,38,Male,Secondary,Other,1,45.43978651416805,4,4,5,5,5,5,2,3,2,2,5,4,5,1,2,2,2,2,3,3,2,4.666666666666667,2.25,4.666666666666667,1.5,2.0,4.0,75.0,3,1,2,3,5,1,5,5,5,3,2,4,2,4,1,4,5,4,5,5,4.6,49358932.34206488,7973840.263793677,₦20m–₦100m,₦2m–₦10m,11.993565050682156,0,1,5,1
F2025005069,Lagos,South West,Urban,Retail & Wholesale,G,47,15,8,22749368.34969354,Sole Proprietorship,48,Female,Secondary,Other,1,42.7231172973042,2,2,3,1,2,2,1,1,1,1,1,3,1,1,3,5,5,5,2,5,5,2.0,1.0,1.6666666666666667,2.0,5.0,4.0,75.0,3,1,1,3,4,1,4,5,3,4,4,1,5,3,2,5,2,4,5,5,4.2,22749368.34969354,4819162.690512952,₦20m–₦100m,₦2m–₦10m,1.064085796260709,0,2,1,5
F2025005070,Lagos,South West,Rural,Other Services,S,96,0,7,5068943.393293415,Sole Proprietorship,50,Female,Primary,Arts/Social Sciences,0,29.923258558004136,2,3,3,3,3,2,2,3,2,2,5,5,5,1,2,2,2,3,3,2,1,2.6666666666666665,2.25,5.0,1.5,2.3333333333333335,3.0,50.0,1,2,1,4,3,1,1,1,1,3,1,2,5,5,5,5,5,5,5,5,5.0,5068943.393293415,1360168.978033304,₦5m–₦20m,₦0.5m–₦2m,13.137440091038533,2,1,5,2
F2025005071,Enugu,South East,Rural,Other Services,S,96,17,4,4080556.784432059,Sole Proprietorship,30,Male,Primary,Business/Management,0,36.48286719151889,5,4,5,5,4,4,5,5,5,5,3,1,2,5,3,4,1,1,2,2,4,4.5,5.0,2.0,4.0,2.0,5.0,100.0,2,4,2,5,5,5,2,3,3,1,1,2,4,4,4,4,5,5,5,5,4.8,4080556.784432059,727507.5667277044,₦1m–₦5m,₦0.5m–₦2m,-1.399584164734282,1,4,1,4
F2025005072,Benue,North Central,Rural,Construction,F,41,6,2,3559673.2165448256,Sole Proprietorship,53,Male,Primary,Other,1,27.96008905420788,2,3,3,4,2,2,2,2,1,1,1,3,2,4,3,2,2,2,2,2,3,2.6666666666666665,1.5,2.0,3.5,2.0,2.0,25.0,5,2,1,2,4,3,3,1,1,1,4,2,3,4,4,5,5,5,5,5,5.0,3559673.2165448256,243242.0330783762,₦1m–₦5m,Loss/Break-even,6.462925047788319,0,2,2,3
F2025005073,Edo,South South,Rural,Hospitality & Food Services,I,56,0,5,10760361.76736385,Sole Proprietorship,28,Female,Tertiary,Sciences,0,76.95109800418341,5,5,5,5,5,5,5,5,5,5,4,2,3,3,3,4,4,3,2,2,4,5.0,5.0,3.0,3.0,3.6666666666666665,4.0,75.0,4,5,5,3,4,3,5,5,2,4,2,4,4,5,3,5,5,3,5,5,4.6,,,₦5m–₦20m,₦0.5m–₦2m,-5.586898749022174,1,3,3,2
F2025005074,Lagos,South West,Rural,Agriculture,A,01,10,5,2643547.480037123,Sole Proprietorship,20,Male,Secondary,Engineering/Technology,1,43.46396263479212,5,3,4,4,5,2,3,4,3,3,1,3,2,4,2,4,1,3,4,4,4,3.8333333333333335,3.25,2.0,3.0,2.6666666666666665,2.0,25.0,2,1,1,4,1,4,2,1,1,5,4,4,4,3,3,5,5,4,5,5,4.8,2643547.480037123,558670.710703092,₦1m–₦5m,₦0.5m–₦2m,9.193397134235623,1,5,2,2
F2025005075,Anambra,South East,Rural,IT & Professional Services,J,62,9,7,12842084.689828057,Sole Proprietorship,25,Male,Tertiary,Engineering/Technology,0,65.43526960319589,3,4,5,2,4,5,1,1,1,1,4,3,4,2,4,4,3,4,1,2,4,3.8333333333333335,1.0,3.6666666666666665,3.0,3.6666666666666665,5.0,100.0,1,3,2,4,5,4,5,4,4,3,2,4,2,3,3,5,5,5,4,5,4.8,,,₦5m–₦20m,₦2m–₦10m,7.859795083911707,3,2,2,3
F2025005076,Yobe,North East,Urban,Manufacturing,C,10,17,7,6371099.404839227,Sole Proprietorship,29,Male,Secondary,Business/Management,0,60.639747560846544,3,3,2,2,1,2,5,5,5,5,4,2,5,4,2,1,4,3,1,1,4,2.1666666666666665,5.0,3.6666666666666665,3.0,2.6666666666666665,4.0,75.0,2,2,3,1,2,4,3,4,4,4,2,2,3,5,5,5,5,5,4,5,4.8,6371099.404839227,1512482.9090443216,₦5m–₦20m,₦0.5m–₦2m,5.176233911532336,2,2,4,4
F2025005077,Sokoto,North West,Rural,Retail & Wholesale,G,47,3,11,23576578.626922235,Limited Liability,45,Male,Secondary,Arts/Social Sciences,1,51.04472313518532,2,1,2,3,1,4,5,5,4,4,4,3,5,2,2,3,1,4,3,5,4,2.1666666666666665,4.5,4.0,2.0,2.6666666666666665,2.0,25.0,2,1,1,3,1,5,5,3,2,3,4,3,2,3,3,5,5,5,4,5,4.8,23576578.626922235,5586369.304394284,₦20m–₦100m,₦2m–₦10m,6.231455584268102,0,5,3,4
F2025005078,Kano,North West,Rural,Agriculture,A,01,13,2,1316875.617703989,Partnership,49,Male,Tertiary,Business/Management,0,65.45917638366988,5,5,5,5,5,5,3,3,2,2,4,5,5,5,5,3,1,1,3,4,4,5.0,2.5,4.666666666666667,5.0,1.6666666666666667,2.0,25.0,3,4,5,2,2,1,3,2,3,2,4,2,5,3,4,5,5,5,5,5,5.0,1316875.617703989,326408.05803554016,₦1m–₦5m,Loss/Break-even,14.444613841886294,1,5,5,2
F2025005079,Kaduna,North West,Rural,Transport & Logistics,H,49,20,5,5160218.7920598425,Partnership,18,Male,Tertiary,Business/Management,1,79.09998553926292,2,3,2,3,1,1,3,4,3,3,1,1,3,1,3,1,1,1,1,1,4,2.0,3.25,1.6666666666666667,2.0,1.0,2.0,25.0,2,5,5,3,4,5,3,2,4,2,1,2,1,2,3,3,4,2,4,5,3.6,5160218.7920598425,224906.39772016107,₦5m–₦20m,Loss/Break-even,5.530934174469711,0,1,3,1
F2025005080,Abuja FCT,North Central,Rural,Agriculture,A,01,9,8,3975877.6536069866,Sole Proprietorship,51,Male,Tertiary,Sciences,1,74.43300452721157,4,5,1,3,3,1,1,2,1,1,4,4,3,1,4,5,3,4,5,5,3,2.8333333333333335,1.25,3.6666666666666665,2.5,4.0,4.0,75.0,2,1,1,2,3,1,3,2,2,5,4,4,1,1,1,5,4,5,5,5,4.8,3975877.6536069866,1039898.9998309537,₦1m–₦5m,₦0.5m–₦2m,15.975790297002805,0,1,4,4
F2025005081,Enugu,South East,Rural,Retail & Wholesale,G,47,12,8,17582492.52287069,Sole Proprietorship,37,Female,Postgraduate,Sciences,0,76.80137048632771,4,3,4,3,4,3,4,4,4,3,4,1,2,5,5,2,3,2,2,2,1,3.5,3.75,2.3333333333333335,5.0,2.3333333333333335,1.0,0.0,3,4,1,5,4,5,4,4,5,1,1,1,4,2,4,5,5,5,5,3,4.6,17582492.52287069,3157923.253748258,₦5m–₦20m,₦2m–₦10m,24.12935265638669,2,5,4,5
F2025005082,Benue,North Central,Rural,Retail & Wholesale,G,47,15,7,6351116.393798083,Sole Proprietorship,39,Male,Tertiary,Agric/Environment,1,68.88960511844034,4,5,4,4,4,2,4,4,3,3,5,5,5,2,2,2,2,3,4,3,1,3.8333333333333335,3.5,5.0,2.0,2.3333333333333335,4.0,75.0,1,1,1,4,2,2,4,1,1,2,2,1,4,2,4,5,5,5,5,5,5.0,6351116.393798083,2068196.055462821,₦5m–₦20m,₦2m–₦10m,11.918968762004878,0,1,3,1
F2025005083,Bauchi,North East,Urban,Retail & Wholesale,G,47,9,6,6849842.991778458,Sole Proprietorship,28,Female,Secondary,Agric/Environment,1,68.38642449139353,5,5,5,4,5,5,1,2,1,1,3,4,4,2,3,2,3,2,4,2,4,4.833333333333333,1.25,3.6666666666666665,2.5,2.3333333333333335,2.0,25.0,3,4,4,5,5,4,5,4,3,4,2,1,2,1,2,5,5,4,4,4,4.4,6849842.991778458,743880.5038917093,₦5m–₦20m,₦0.5m–₦2m,-5.207744586095036,2,3,3,2
F2025005084,Lagos,South West,Rural,Transport & Logistics,H,49,8,8,18907614.67832034,Sole Proprietorship,36,Male,Tertiary,Business/Management,1,70.7427508536869,3,2,1,1,3,1,3,3,3,2,4,4,4,4,4,2,5,1,1,2,5,1.8333333333333333,2.75,4.0,4.0,2.6666666666666665,1.0,0.0,4,5,2,1,2,3,1,1,1,5,3,4,1,1,1,5,5,5,5,4,4.8,18907614.67832034,4288470.998806434,₦5m–₦20m,₦2m–₦10m,3.9702126475048143,1,4,3,4
F2025005085,Delta,South South,Rural,Other Services,S,96,7,12,5996633.003647689,Sole Proprietorship,31,Male,Secondary,Business/Management,0,52.60873681598991,1,2,4,3,3,5,5,5,5,5,3,5,3,5,5,5,4,4,3,4,3,3.0,5.0,3.6666666666666665,5.0,4.333333333333333,5.0,100.0,4,5,5,2,3,3,4,5,5,2,4,4,4,5,4,5,4,4,5,5,4.6,5996633.003647689,1317443.755114226,₦5m–₦20m,₦0.5m–₦2m,15.697282853259114,1,4,4,4
F2025005086,Taraba,North East,Rural,Retail & Wholesale,G,47,9,5,3746994.4457452088,Sole Proprietorship,32,Male,Postgraduate,Arts/Social Sciences,1,68.6928292433022,5,5,5,5,2,4,1,1,1,1,5,3,3,5,3,1,2,2,4,2,3,4.333333333333333,1.0,3.6666666666666665,4.0,1.6666666666666667,3.0,50.0,1,1,3,4,4,2,3,5,5,1,3,3,2,1,4,5,5,2,5,5,4.4,3746994.4457452088,932796.8602498971,₦1m–₦5m,₦0.5m–₦2m,13.301216781908737,1,4,3,1
F2025005087,Kano,North West,Rural,Education & Health,P/Q,86,12,5,28335412.48516784,Sole Proprietorship,49,Male,Secondary,Arts/Social Sciences,0,65.61776087401113,5,5,4,5,5,5,4,5,4,4,5,3,4,3,2,4,3,2,5,2,3,4.833333333333333,4.25,4.0,2.5,3.0,4.0,75.0,5,3,5,3,4,2,4,5,4,2,1,5,5,4,2,3,4,4,5,4,4.0,28335412.48516784,4694822.68805615,₦20m–₦100m,₦2m–₦10m,-1.284887236178212,0,4,5,3
F2025005088,Lagos,South West,Urban,Construction,F,41,0,5,5639522.340915818,Limited Liability,39,Female,Tertiary,Agric/Environment,0,78.39571247864602,2,4,2,3,2,3,5,5,5,5,3,2,2,3,4,2,5,4,2,2,2,2.6666666666666665,5.0,2.3333333333333335,3.5,3.6666666666666665,4.0,75.0,2,2,2,3,2,4,4,2,3,3,5,5,5,4,5,5,5,5,3,5,4.6,5639522.340915818,967956.8782100074,₦5m–₦20m,₦0.5m–₦2m,9.935425748102682,0,4,3,5
F2025005089,Anambra,South East,Rural,Retail & Wholesale,G,47,4,2,1466131.8948466943,Cooperative/Other,22,Female,Secondary,Engineering/Technology,1,45.82740244462667,4,3,3,4,4,1,2,3,2,2,5,5,4,4,3,1,1,3,1,2,4,3.1666666666666665,2.25,4.666666666666667,3.5,1.6666666666666667,4.0,75.0,4,4,2,1,2,2,2,2,3,2,3,3,2,5,2,5,5,5,3,5,4.6,1466131.8948466943,348623.63961197087,₦1m–₦5m,Loss/Break-even,9.198484776013888,1,3,4,2
F2025005090,Oyo,South West,Urban,IT & Professional Services,J,62,10,5,17258101.93156821,Sole Proprietorship,38,Male,Postgraduate,Arts/Social Sciences,0,84.276807620608,4,4,2,3,2,2,5,5,5,5,3,3,5,4,4,3,4,4,2,3,4,2.8333333333333335,5.0,3.6666666666666665,4.0,3.6666666666666665,5.0,100.0,2,3,4,3,5,5,1,1,1,3,4,2,2,5,4,5,5,5,5,2,4.4,17258101.93156821,6648286.139949513,₦5m–₦20m,₦2m–₦10m,9.231543257493568,1,5,5,4
F2025005091,Sokoto,North West,Urban,Transport & Logistics,H,49,0,8,5797086.493668232,Partnership,38,Female,Secondary,Sciences,0,48.4052419745719,1,1,3,3,4,1,5,5,5,5,4,1,2,3,1,2,3,3,4,3,2,2.1666666666666665,5.0,2.3333333333333335,2.0,2.6666666666666665,5.0,100.0,2,2,5,5,2,1,4,4,3,4,4,5,3,3,3,5,4,4,5,5,4.6,5797086.493668232,1419196.963605988,₦5m–₦20m,₦0.5m–₦2m,-6.00490430336891,2,2,3,1
F2025005092,Enugu,South East,Rural,Other Services,S,96,1,7,5963266.379188415,Sole Proprietorship,34,Female,Primary,Engineering/Technology,1,25.812815657321593,4,3,4,1,2,2,1,1,1,1,5,4,4,1,1,1,3,1,5,2,3,2.6666666666666665,1.0,4.333333333333333,1.0,1.6666666666666667,5.0,100.0,1,5,2,2,4,4,3,4,2,1,3,3,5,5,3,4,5,4,5,5,4.6,5963266.379188415,1202993.559955721,₦5m–₦20m,₦0.5m–₦2m,-0.8923812742730307,2,1,2,1
F2025005093,Oyo,South West,Urban,Manufacturing,C,10,5,2,7801306.691615711,Partnership,44,Male,Tertiary,Arts/Social Sciences,1,82.87894304738363,3,5,4,2,4,3,1,1,1,1,3,1,4,3,2,5,3,4,4,3,4,3.5,1.0,2.6666666666666665,2.5,4.0,4.0,75.0,2,2,3,4,2,2,1,2,1,1,1,1,3,2,5,5,5,5,5,4,4.8,,,₦5m–₦20m,₦2m–₦10m,0.5399249396371639,0,2,3,3
F2025005094,Lagos,South West,Rural,Retail & Wholesale,G,47,14,4,1820957.4719855762,Limited Liability,44,Female,Tertiary,Arts/Social Sciences,1,59.85214216655214,2,5,4,3,4,3,1,1,1,1,4,2,3,1,1,1,1,1,2,2,4,3.5,1.0,3.0,1.0,1.0,3.0,50.0,3,1,2,4,4,3,2,2,4,1,5,5,5,5,4,3,5,5,4,5,4.4,1820957.4719855762,337989.161256133,₦1m–₦5m,Loss/Break-even,-8.017955580389483,0,1,4,2
F2025005095,Anambra,South East,Rural,Retail & Wholesale,G,47,3,6,5077644.414615332,Partnership,31,Male,Tertiary,Engineering/Technology,1,81.5092180974697,1,4,5,5,4,2,1,1,1,1,2,1,1,4,3,4,1,4,4,3,5,3.5,1.0,1.3333333333333333,3.5,3.0,5.0,100.0,1,1,2,1,2,2,2,2,3,4,2,1,3,5,5,5,5,5,4,5,4.8,5077644.414615332,1578670.5660719688,₦5m–₦20m,₦0.5m–₦2m,12.886126296642791,1,4,2,2
F2025005096,Lagos,South West,Urban,Manufacturing,C,10,17,2,2924259.434153154,Limited Liability,50,Male,Postgraduate,Arts/Social Sciences,1,80.89624373105009,2,4,3,3,3,4,2,2,2,2,5,5,5,3,4,2,1,2,4,4,2,3.1666666666666665,2.0,5.0,3.5,1.6666666666666667,4.0,75.0,1,1,2,5,4,4,1,1,1,3,3,2,2,4,2,5,5,5,5,5,5.0,2924259.434153154,1071710.3252343226,₦1m–₦5m,₦0.5m–₦2m,9.544245716567298,0,5,5,1
F2025005097,Cross River,South South,Rural,Manufacturing,C,10,11,19,22118534.103806484,Sole Proprietorship,40,Male,Postgraduate,Arts/Social Sciences,1,80.88412127303056,5,1,2,3,4,3,3,3,2,2,4,5,5,2,1,5,5,2,4,3,3,3.0,2.5,4.666666666666667,1.5,4.0,3.0,50.0,1,5,4,4,5,5,1,2,3,3,3,1,4,4,5,1,5,5,5,5,4.2,22118534.103806484,6077124.598197107,₦20m–₦100m,₦2m–₦10m,8.927868702435923,0,2,5,2
F2025005098,Osun,South West,Urban,Hospitality & Food Services,I,56,6,2,2242908.299917906,Sole Proprietorship,38,Male,Secondary,Engineering/Technology,0,59.632760784476005,5,5,5,3,4,2,1,2,1,1,4,3,3,1,2,2,2,2,2,3,5,4.0,1.25,3.3333333333333335,1.5,2.0,4.0,75.0,4,3,5,5,1,4,3,1,5,2,2,1,1,3,3,4,5,5,5,5,4.8,2242908.299917906,367876.73259811103,₦1m–₦5m,Loss/Break-even,12.272810343033967,0,2,2,2
F2025005099,Delta,South South,Urban,Manufacturing,C,10,0,12,17774983.884017933,Limited Liability,35,Female,Postgraduate,Arts/Social Sciences,1,75.96207098634153,5,5,4,4,5,5,2,2,2,2,3,5,5,2,4,4,2,1,1,5,4,4.666666666666667,2.0,4.333333333333333,3.0,2.3333333333333335,3.0,50.0,4,2,3,3,1,4,2,2,2,4,4,4,1,5,1,5,5,5,4,5,4.8,17774983.884017933,4753757.630637511,₦5m–₦20m,₦2m–₦10m,13.531281545975563,2,3,4,5
F2025005100,Imo,South East,Rural,Construction,F,41,18,8,13443595.512955582,Sole Proprietorship,27,Female,Secondary,Arts/Social Sciences,1,50.12824740836173,2,4,1,4,3,4,1,1,1,1,2,4,4,4,3,4,3,3,1,3,5,3.0,1.0,3.3333333333333335,3.5,3.3333333333333335,5.0,100.0,4,5,3,5,4,2,3,4,3,5,3,4,3,1,2,5,5,4,4,5,4.6,13443595.512955582,2028788.1379902777,₦5m–₦20m,₦2m–₦10m,-5.371635792214949,0,4,2,4
F2025005101,Kano,North West,Urban,IT & Professional Services,J,62,9,6,4983770.985875046,Sole Proprietorship,37,Male,Tertiary,Other,0,80.51961458483642,4,3,5,4,4,4,5,5,5,4,5,5,4,1,1,5,4,3,4,3,2,4.0,4.75,4.666666666666667,1.0,4.0,5.0,100.0,4,5,4,1,1,2,1,1,1,3,2,2,4,5,4,3,5,5,5,5,4.6,4983770.985875046,1911658.7263549508,₦1m–₦5m,₦0.5m–₦2m,5.099301206712379,2,1,4,3
F2025005102,Rivers,South South,Urban,Agriculture,A,01,1,4,1807993.6043666194,Sole Proprietorship,39,Female,Secondary,Other,1,36.79617977987224,2,2,1,1,3,2,4,5,4,4,2,2,3,4,2,1,3,1,3,4,4,1.8333333333333333,4.25,2.3333333333333335,3.0,1.6666666666666667,4.0,75.0,3,3,3,5,4,4,5,2,3,1,1,1,1,3,3,4,5,5,4,5,4.6,1807993.6043666194,298430.8943067441,₦1m–₦5m,Loss/Break-even,9.836414987487814,2,2,3,1
F2025005103,Zamfara,North West,Rural,IT & Professional Services,J,62,4,15,27825856.050734404,Limited Liability,44,Male,Tertiary,Arts/Social Sciences,1,60.13181599999003,5,4,5,4,5,4,4,4,4,3,5,5,4,3,5,3,2,1,4,2,1,4.5,3.75,4.666666666666667,4.0,2.0,4.0,75.0,2,2,2,1,1,1,3,3,3,4,2,3,4,5,4,5,5,5,5,4,4.8,,,₦20m–₦100m,₦10m–₦50m,5.322878973008855,0,1,2,4
F2025005104,Enugu,South East,Rural,IT & Professional Services,J,62,17,5,16615732.423187595,Sole Proprietorship,54,Male,Secondary,Engineering/Technology,0,36.446273689502284,3,4,3,4,2,4,1,1,1,1,3,4,4,5,3,4,4,2,4,5,4,3.3333333333333335,1.0,3.6666666666666665,4.0,3.3333333333333335,2.0,25.0,1,3,2,2,1,1,1,1,1,1,1,3,5,5,2,5,3,4,5,5,4.4,16615732.423187595,5200296.489933022,₦5m–₦20m,₦2m–₦10m,-1.5178543741416672,0,1,4,4
F2025005105,Imo,South East,Urban,Hospitality & Food Services,I,56,0,5,17241781.71597422,Limited Liability,38,Male,Postgraduate,Agric/Environment,1,84.16023251011299,2,2,4,2,3,3,5,5,4,4,4,5,3,4,5,3,3,3,3,2,3,2.6666666666666665,4.5,4.0,4.5,3.0,5.0,100.0,1,1,2,4,2,4,1,2,3,5,4,5,4,3,2,5,5,5,5,5,5.0,17241781.71597422,5767100.541220863,₦5m–₦20m,₦2m–₦10m,4.020040120099934,0,5,3,4
F2025005106,Anambra,South East,Urban,Manufacturing,C,10,17,18,42608388.489476554,Limited Liability,35,Male,Tertiary,Arts/Social Sciences,0,84.71449953123074,3,2,4,3,3,5,4,5,4,4,5,4,4,5,5,3,3,4,4,4,5,3.3333333333333335,4.25,4.333333333333333,5.0,3.3333333333333335,4.0,75.0,1,1,1,4,5,5,1,3,1,1,1,1,4,3,1,5,5,3,5,5,4.6,42608388.489476554,15229455.337156251,₦20m–₦100m,₦10m–₦50m,5.529548735352987,0,4,5,4
F2025005107,Lagos,South West,Urban,Manufacturing,C,10,9,6,12113151.427450174,Partnership,19,Male,Postgraduate,Agric/Environment,1,91.5815351116267,3,2,2,2,4,2,1,1,1,1,1,4,4,1,2,4,2,2,2,2,5,2.5,1.0,3.0,1.5,2.6666666666666665,3.0,50.0,1,3,1,4,4,4,4,3,2,2,2,2,2,4,2,4,5,5,3,5,4.4,12113151.427450174,2811022.942969409,₦5m–₦20m,₦2m–₦10m,13.021031998527805,1,1,4,4
F2025005108,Rivers,South South,Urban,Retail & Wholesale,G,47,10,5,7378549.981736014,Sole Proprietorship,34,Male,Secondary,Other,0,64.97724283115069,4,4,4,4,5,4,1,1,1,1,1,1,2,3,4,3,2,2,3,2,4,4.166666666666667,1.0,1.3333333333333333,3.5,2.3333333333333335,4.0,75.0,3,2,4,2,1,2,3,4,3,2,2,3,3,1,1,5,4,5,4,4,4.4,7378549.981736014,1630346.0125647373,₦5m–₦20m,₦0.5m–₦2m,6.775829467492517,2,1,1,2
F2025005109,Abuja FCT,North Central,Rural,Manufacturing,C,10,15,6,35562378.59813475,Sole Proprietorship,46,Female,Tertiary,Engineering/Technology,1,68.48568933460018,1,2,1,2,3,2,4,5,4,4,1,1,2,3,4,5,5,5,2,5,4,1.8333333333333333,4.25,1.3333333333333333,3.5,5.0,3.0,50.0,4,2,3,1,4,4,5,3,5,1,2,2,4,3,4,5,5,4,3,4,4.2,,,₦20m–₦100m,₦2m–₦10m,-1.5149675246615586,0,4,2,5
