Country,Age,Gender,Education,Income_Level,Bank_Type,Years_with_Account,Frequency_of_Use,Past_Victim,Country_Label,Gender_Label,Education_Label,Bank_Type_Label,Frequency_of_Use_Label,Income_Band_Label
1,18.0,1,4,7,2,1,1,1,Nigeria,Male,Vocational/Technical,Digital-Only Bank,Daily,> ₦1.5m
1,21.1,2,3,5,2,3,3,0,Nigeria,Female,Secondary,Digital-Only Bank,Weekly,₦400k–₦800k
2,24.3,1,4,5,2,2,3,0,Ghana,Male,Vocational/Technical,Digital-Only Bank,Weekly,GH₵7k–GH₵12k
2,30.0,2,3,3,3,6,1,0,Ghana,Female,Secondary,Microfinance,Daily,GH₵2k–GH₵4k
1,46.0,1,6,4,3,9,3,1,Nigeria,Male,Postgraduate,Microfinance,Weekly,₦200k–₦400k
1,40.5,1,3,6,1,7,5,0,Nigeria,Male,Secondary,Traditional Commercial,Less than monthly,₦800k–₦1.5m
2,36.1,2,4,2,1,7,4,0,Ghana,Female,Vocational/Technical,Traditional Commercial,Monthly,GH₵1k–GH₵2k
1,33.6,1,3,4,1,9,2,0,Nigeria,Male,Secondary,Traditional Commercial,Several times a week,₦200k–₦400k
2,34.9,1,4,3,1,6,2,0,Ghana,Male,Vocational/Technical,Traditional Commercial,Several times a week,GH₵2k–GH₵4k
1,46.7,1,3,2,3,1,4,0,Nigeria,Male,Secondary,Microfinance,Monthly,₦50k–₦100k
1,18.0,1,6,3,2,1,3,0,Nigeria,Male,Postgraduate,Digital-Only Bank,Weekly,₦100k–₦200k
2,42.7,2,5,4,3,2,2,0,Ghana,Female,Undergraduate,Microfinance,Several times a week,GH₵4k–GH₵7k
2,29.9,2,2,4,3,10,3,0,Ghana,Female,Primary,Microfinance,Weekly,GH₵4k–GH₵7k
1,38.0,1,5,3,1,23,4,0,Nigeria,Male,Undergraduate,Traditional Commercial,Monthly,₦100k–₦200k
2,40.1,1,4,4,1,2,4,0,Ghana,Male,Vocational/Technical,Traditional Commercial,Monthly,GH₵4k–GH₵7k
2,42.3,2,3,7,1,2,3,0,Ghana,Female,Secondary,Traditional Commercial,Weekly,> GH₵20k
1,48.8,1,4,4,1,13,1,1,Nigeria,Male,Vocational/Technical,Traditional Commercial,Daily,₦200k–₦400k
2,21.3,1,3,2,1,4,4,0,Ghana,Male,Secondary,Traditional Commercial,Monthly,GH₵1k–GH₵2k
1,43.1,3,4,3,1,4,5,0,Nigeria,Other/Prefer not to say,Vocational/Technical,Traditional Commercial,Less than monthly,₦100k–₦200k
1,32.4,2,3,2,3,2,3,0,Nigeria,Female,Secondary,Microfinance,Weekly,₦50k–₦100k
2,30.4,1,2,4,3,1,2,0,Ghana,Male,Primary,Microfinance,Several times a week,GH₵4k–GH₵7k
1,53.3,1,5,6,1,9,4,1,Nigeria,Male,Undergraduate,Traditional Commercial,Monthly,₦800k–₦1.5m
2,42.0,2,3,5,1,2,3,0,Ghana,Female,Secondary,Traditional Commercial,Weekly,GH₵7k–GH₵12k
1,28.8,2,5,2,3,3,5,0,Nigeria,Female,Undergraduate,Microfinance,Less than monthly,₦50k–₦100k
1,42.6,1,6,6,1,14,5,0,Nigeria,Male,Postgraduate,Traditional Commercial,Less than monthly,₦800k–₦1.5m
1,32.5,2,3,4,3,2,2,0,Nigeria,Female,Secondary,Microfinance,Several times a week,₦200k–₦400k
2,30.7,2,3,6,1,9,2,0,Ghana,Female,Secondary,Traditional Commercial,Several times a week,GH₵12k–GH₵20k
2,28.9,1,2,4,3,3,3,0,Ghana,Male,Primary,Microfinance,Weekly,GH₵4k–GH₵7k
1,36.0,2,4,4,1,8,3,0,Nigeria,Female,Vocational/Technical,Traditional Commercial,Weekly,₦200k–₦400k
1,26.9,2,5,7,3,8,3,1,Nigeria,Female,Undergraduate,Microfinance,Weekly,> ₦1.5m
1,34.6,2,2,4,3,7,4,0,Nigeria,Female,Primary,Microfinance,Monthly,₦200k–₦400k
1,41.9,2,3,3,2,1,2,0,Nigeria,Female,Secondary,Digital-Only Bank,Several times a week,₦100k–₦200k
2,36.1,1,5,7,1,6,4,0,Ghana,Male,Undergraduate,Traditional Commercial,Monthly,> GH₵20k
2,54.8,2,5,6,1,4,1,1,Ghana,Female,Undergraduate,Traditional Commercial,Daily,GH₵12k–GH₵20k
1,33.1,1,3,3,2,1,3,0,Nigeria,Male,Secondary,Digital-Only Bank,Weekly,₦100k–₦200k
1,46.5,1,3,3,3,11,3,0,Nigeria,Male,Secondary,Microfinance,Weekly,₦100k–₦200k
2,44.8,2,2,6,1,5,1,0,Ghana,Female,Primary,Traditional Commercial,Daily,GH₵12k–GH₵20k
1,48.3,2,1,3,1,3,4,0,Nigeria,Female,No formal education,Traditional Commercial,Monthly,₦100k–₦200k
1,52.7,1,4,4,1,3,3,0,Nigeria,Male,Vocational/Technical,Traditional Commercial,Weekly,₦200k–₦400k
2,18.0,1,3,4,2,1,3,0,Ghana,Male,Secondary,Digital-Only Bank,Weekly,GH₵4k–GH₵7k
1,35.7,1,3,4,1,12,1,0,Nigeria,Male,Secondary,Traditional Commercial,Daily,₦200k–₦400k
1,31.9,3,6,3,1,16,2,0,Nigeria,Other/Prefer not to say,Postgraduate,Traditional Commercial,Several times a week,₦100k–₦200k
1,34.1,2,2,3,3,6,3,0,Nigeria,Female,Primary,Microfinance,Weekly,₦100k–₦200k
2,31.0,1,5,4,2,2,2,0,Ghana,Male,Undergraduate,Digital-Only Bank,Several times a week,GH₵4k–GH₵7k
1,27.6,1,3,4,1,4,4,1,Nigeria,Male,Secondary,Traditional Commercial,Monthly,₦200k–₦400k
2,24.0,2,4,1,2,1,3,0,Ghana,Female,Vocational/Technical,Digital-Only Bank,Weekly,< GH₵1k
1,34.0,2,6,2,1,6,4,0,Nigeria,Female,Postgraduate,Traditional Commercial,Monthly,₦50k–₦100k
1,42.3,2,4,4,1,3,1,1,Nigeria,Female,Vocational/Technical,Traditional Commercial,Daily,₦200k–₦400k
2,30.1,2,2,3,1,14,4,0,Ghana,Female,Primary,Traditional Commercial,Monthly,GH₵2k–GH₵4k
1,29.7,1,5,3,2,0,5,0,Nigeria,Male,Undergraduate,Digital-Only Bank,Less than monthly,₦100k–₦200k
1,26.0,1,4,2,3,7,2,0,Nigeria,Male,Vocational/Technical,Microfinance,Several times a week,₦50k–₦100k
1,23.1,1,5,6,2,3,2,0,Nigeria,Male,Undergraduate,Digital-Only Bank,Several times a week,₦800k–₦1.5m
2,32.6,1,3,3,3,4,2,0,Ghana,Male,Secondary,Microfinance,Several times a week,GH₵2k–GH₵4k
1,36.4,2,3,4,1,11,3,0,Nigeria,Female,Secondary,Traditional Commercial,Weekly,₦200k–₦400k
2,47.6,2,6,4,1,6,3,0,Ghana,Female,Postgraduate,Traditional Commercial,Weekly,GH₵4k–GH₵7k
1,21.1,2,4,3,2,0,2,0,Nigeria,Female,Vocational/Technical,Digital-Only Bank,Several times a week,₦100k–₦200k
1,32.7,1,4,6,1,7,5,1,Nigeria,Male,Vocational/Technical,Traditional Commercial,Less than monthly,₦800k–₦1.5m
1,44.8,2,5,7,1,20,3,0,Nigeria,Female,Undergraduate,Traditional Commercial,Weekly,> ₦1.5m
1,21.2,3,4,4,2,1,1,1,Nigeria,Other/Prefer not to say,Vocational/Technical,Digital-Only Bank,Daily,₦200k–₦400k
2,47.7,1,5,7,1,6,3,0,Ghana,Male,Undergraduate,Traditional Commercial,Weekly,> GH₵20k
1,28.6,1,3,3,1,3,3,1,Nigeria,Male,Secondary,Traditional Commercial,Weekly,₦100k–₦200k
2,42.1,2,6,5,1,13,3,0,Ghana,Female,Postgraduate,Traditional Commercial,Weekly,GH₵7k–GH₵12k
1,30.8,1,2,4,1,10,2,1,Nigeria,Male,Primary,Traditional Commercial,Several times a week,₦200k–₦400k
1,37.6,2,4,4,3,15,1,0,Nigeria,Female,Vocational/Technical,Microfinance,Daily,₦200k–₦400k
1,49.1,1,6,7,2,1,2,0,Nigeria,Male,Postgraduate,Digital-Only Bank,Several times a week,> ₦1.5m
2,33.8,1,5,7,2,16,3,0,Ghana,Male,Undergraduate,Digital-Only Bank,Weekly,> GH₵20k
1,43.0,2,4,1,1,9,4,0,Nigeria,Female,Vocational/Technical,Traditional Commercial,Monthly,< ₦50k
1,35.7,1,6,3,2,3,4,1,Nigeria,Male,Postgraduate,Digital-Only Bank,Monthly,₦100k–₦200k
2,27.1,1,2,3,2,5,1,1,Ghana,Male,Primary,Digital-Only Bank,Daily,GH₵2k–GH₵4k
2,33.5,1,4,4,1,5,3,0,Ghana,Male,Vocational/Technical,Traditional Commercial,Weekly,GH₵4k–GH₵7k
1,30.9,1,6,5,2,8,1,1,Nigeria,Male,Postgraduate,Digital-Only Bank,Daily,₦400k–₦800k
2,20.9,1,5,6,2,2,3,0,Ghana,Male,Undergraduate,Digital-Only Bank,Weekly,GH₵12k–GH₵20k
1,37.6,2,3,7,3,3,1,0,Nigeria,Female,Secondary,Microfinance,Daily,> ₦1.5m
1,39.6,1,6,4,1,9,5,0,Nigeria,Male,Postgraduate,Traditional Commercial,Less than monthly,₦200k–₦400k
1,41.1,1,5,4,1,4,2,0,Nigeria,Male,Undergraduate,Traditional Commercial,Several times a week,₦200k–₦400k
2,49.3,1,6,5,2,16,4,0,Ghana,Male,Postgraduate,Digital-Only Bank,Monthly,GH₵7k–GH₵12k
1,42.5,2,4,5,1,6,2,0,Nigeria,Female,Vocational/Technical,Traditional Commercial,Several times a week,₦400k–₦800k
2,29.0,1,1,2,1,6,5,0,Ghana,Male,No formal education,Traditional Commercial,Less than monthly,GH₵1k–GH₵2k
2,31.1,2,6,5,2,4,4,0,Ghana,Female,Postgraduate,Digital-Only Bank,Monthly,GH₵7k–GH₵12k
1,41.4,2,5,6,3,2,3,0,Nigeria,Female,Undergraduate,Microfinance,Weekly,₦800k–₦1.5m
1,36.9,1,4,2,1,8,2,0,Nigeria,Male,Vocational/Technical,Traditional Commercial,Several times a week,₦50k–₦100k
2,34.8,1,3,4,2,5,3,0,Ghana,Male,Secondary,Digital-Only Bank,Weekly,GH₵4k–GH₵7k
1,24.3,2,6,1,1,9,4,0,Nigeria,Female,Postgraduate,Traditional Commercial,Monthly,< ₦50k
1,27.7,1,5,3,2,2,1,0,Nigeria,Male,Undergraduate,Digital-Only Bank,Daily,₦100k–₦200k
1,38.8,2,1,2,1,6,5,0,Nigeria,Female,No formal education,Traditional Commercial,Less than monthly,₦50k–₦100k
2,18.0,2,4,7,1,3,2,0,Ghana,Female,Vocational/Technical,Traditional Commercial,Several times a week,> GH₵20k
1,18.0,2,6,5,1,1,4,0,Nigeria,Female,Postgraduate,Traditional Commercial,Monthly,₦400k–₦800k
1,39.9,1,4,7,2,6,3,0,Nigeria,Male,Vocational/Technical,Digital-Only Bank,Weekly,> ₦1.5m
1,27.7,1,5,6,1,10,2,1,Nigeria,Male,Undergraduate,Traditional Commercial,Several times a week,₦800k–₦1.5m
1,37.7,1,5,4,3,1,3,0,Nigeria,Male,Undergraduate,Microfinance,Weekly,₦200k–₦400k
2,50.8,1,4,4,1,1,1,0,Ghana,Male,Vocational/Technical,Traditional Commercial,Daily,GH₵4k–GH₵7k
1,22.9,2,5,5,2,5,2,0,Nigeria,Female,Undergraduate,Digital-Only Bank,Several times a week,₦400k–₦800k
2,18.3,1,3,3,1,3,3,0,Ghana,Male,Secondary,Traditional Commercial,Weekly,GH₵2k–GH₵4k
2,32.2,2,3,2,3,6,3,0,Ghana,Female,Secondary,Microfinance,Weekly,GH₵1k–GH₵2k
1,26.2,2,6,6,2,8,3,0,Nigeria,Female,Postgraduate,Digital-Only Bank,Weekly,₦800k–₦1.5m
2,34.7,1,3,5,1,1,4,0,Ghana,Male,Secondary,Traditional Commercial,Monthly,GH₵7k–GH₵12k
2,40.4,2,4,7,1,5,3,0,Ghana,Female,Vocational/Technical,Traditional Commercial,Weekly,> GH₵20k
2,38.3,2,3,5,1,6,4,0,Ghana,Female,Secondary,Traditional Commercial,Monthly,GH₵7k–GH₵12k
2,35.5,1,6,4,2,5,3,1,Ghana,Male,Postgraduate,Digital-Only Bank,Weekly,GH₵4k–GH₵7k
1,43.6,2,3,3,2,1,1,1,Nigeria,Female,Secondary,Digital-Only Bank,Daily,₦100k–₦200k
2,41.7,1,4,4,1,2,3,0,Ghana,Male,Vocational/Technical,Traditional Commercial,Weekly,GH₵4k–GH₵7k
1,31.2,2,3,3,2,1,3,0,Nigeria,Female,Secondary,Digital-Only Bank,Weekly,₦100k–₦200k
2,41.4,2,3,4,3,14,4,0,Ghana,Female,Secondary,Microfinance,Monthly,GH₵4k–GH₵7k
1,18.0,2,3,3,2,1,3,1,Nigeria,Female,Secondary,Digital-Only Bank,Weekly,₦100k–₦200k
1,43.6,1,6,6,1,6,2,0,Nigeria,Male,Postgraduate,Traditional Commercial,Several times a week,₦800k–₦1.5m
2,35.2,1,3,5,2,2,3,1,Ghana,Male,Secondary,Digital-Only Bank,Weekly,GH₵7k–GH₵12k
2,23.0,2,3,3,2,6,3,1,Ghana,Female,Secondary,Digital-Only Bank,Weekly,GH₵2k–GH₵4k
1,28.8,2,3,4,1,8,3,0,Nigeria,Female,Secondary,Traditional Commercial,Weekly,₦200k–₦400k
2,45.4,1,5,6,1,7,5,0,Ghana,Male,Undergraduate,Traditional Commercial,Less than monthly,GH₵12k–GH₵20k
2,27.3,2,2,3,2,10,2,0,Ghana,Female,Primary,Digital-Only Bank,Several times a week,GH₵2k–GH₵4k
2,39.1,1,5,6,1,12,4,0,Ghana,Male,Undergraduate,Traditional Commercial,Monthly,GH₵12k–GH₵20k
2,43.8,2,4,3,1,6,3,1,Ghana,Female,Vocational/Technical,Traditional Commercial,Weekly,GH₵2k–GH₵4k
2,35.2,1,5,4,2,4,2,0,Ghana,Male,Undergraduate,Digital-Only Bank,Several times a week,GH₵4k–GH₵7k
2,26.4,1,1,4,3,6,2,1,Ghana,Male,No formal education,Microfinance,Several times a week,GH₵4k–GH₵7k
1,32.4,1,5,6,1,4,1,0,Nigeria,Male,Undergraduate,Traditional Commercial,Daily,₦800k–₦1.5m
1,18.9,1,2,3,3,3,2,0,Nigeria,Male,Primary,Microfinance,Several times a week,₦100k–₦200k
2,30.1,2,6,7,2,0,4,1,Ghana,Female,Postgraduate,Digital-Only Bank,Monthly,> GH₵20k
2,23.9,2,5,4,1,2,4,0,Ghana,Female,Undergraduate,Traditional Commercial,Monthly,GH₵4k–GH₵7k
1,32.5,2,3,4,2,6,4,0,Nigeria,Female,Secondary,Digital-Only Bank,Monthly,₦200k–₦400k
1,20.3,1,4,3,3,1,3,0,Nigeria,Male,Vocational/Technical,Microfinance,Weekly,₦100k–₦200k
1,33.8,2,6,4,1,18,2,1,Nigeria,Female,Postgraduate,Traditional Commercial,Several times a week,₦200k–₦400k
2,46.3,2,3,4,3,4,2,0,Ghana,Female,Secondary,Microfinance,Several times a week,GH₵4k–GH₵7k
2,47.0,2,2,5,3,5,3,0,Ghana,Female,Primary,Microfinance,Weekly,GH₵7k–GH₵12k
1,20.5,2,4,4,1,2,4,0,Nigeria,Female,Vocational/Technical,Traditional Commercial,Monthly,₦200k–₦400k
1,26.3,1,3,3,3,1,4,0,Nigeria,Male,Secondary,Microfinance,Monthly,₦100k–₦200k
1,41.5,2,5,3,3,15,2,1,Nigeria,Female,Undergraduate,Microfinance,Several times a week,₦100k–₦200k
2,42.0,1,6,5,1,2,4,0,Ghana,Male,Postgraduate,Traditional Commercial,Monthly,GH₵7k–GH₵12k
1,26.8,2,4,4,1,2,4,0,Nigeria,Female,Vocational/Technical,Traditional Commercial,Monthly,₦200k–₦400k
1,28.1,1,6,6,1,7,4,1,Nigeria,Male,Postgraduate,Traditional Commercial,Monthly,₦800k–₦1.5m
1,33.8,1,3,3,2,3,3,0,Nigeria,Male,Secondary,Digital-Only Bank,Weekly,₦100k–₦200k
2,18.0,1,6,5,1,3,3,0,Ghana,Male,Postgraduate,Traditional Commercial,Weekly,GH₵7k–GH₵12k
1,38.3,3,3,2,1,11,3,0,Nigeria,Other/Prefer not to say,Secondary,Traditional Commercial,Weekly,₦50k–₦100k
1,43.8,2,6,3,1,6,5,1,Nigeria,Female,Postgraduate,Traditional Commercial,Less than monthly,₦100k–₦200k
1,29.1,1,6,7,1,7,3,0,Nigeria,Male,Postgraduate,Traditional Commercial,Weekly,> ₦1.5m
2,20.8,2,3,5,1,3,4,0,Ghana,Female,Secondary,Traditional Commercial,Monthly,GH₵7k–GH₵12k
1,47.1,1,1,4,2,11,3,1,Nigeria,Male,No formal education,Digital-Only Bank,Weekly,₦200k–₦400k
1,35.2,2,3,3,1,1,5,0,Nigeria,Female,Secondary,Traditional Commercial,Less than monthly,₦100k–₦200k
1,40.1,2,4,1,1,9,4,0,Nigeria,Female,Vocational/Technical,Traditional Commercial,Monthly,< ₦50k
1,19.8,2,6,3,1,4,3,0,Nigeria,Female,Postgraduate,Traditional Commercial,Weekly,₦100k–₦200k
2,21.8,1,5,4,3,3,2,0,Ghana,Male,Undergraduate,Microfinance,Several times a week,GH₵4k–GH₵7k
2,39.1,2,5,2,1,7,4,0,Ghana,Female,Undergraduate,Traditional Commercial,Monthly,GH₵1k–GH₵2k
1,43.3,2,5,4,3,1,2,0,Nigeria,Female,Undergraduate,Microfinance,Several times a week,₦200k–₦400k
2,23.7,1,3,3,1,7,3,0,Ghana,Male,Secondary,Traditional Commercial,Weekly,GH₵2k–GH₵4k
1,32.0,2,5,7,2,4,3,0,Nigeria,Female,Undergraduate,Digital-Only Bank,Weekly,> ₦1.5m
2,19.1,1,3,5,1,1,5,0,Ghana,Male,Secondary,Traditional Commercial,Less than monthly,GH₵7k–GH₵12k
1,26.0,1,5,4,1,8,2,0,Nigeria,Male,Undergraduate,Traditional Commercial,Several times a week,₦200k–₦400k
1,30.4,2,5,4,1,6,4,0,Nigeria,Female,Undergraduate,Traditional Commercial,Monthly,₦200k–₦400k
2,39.9,2,5,3,1,7,5,0,Ghana,Female,Undergraduate,Traditional Commercial,Less than monthly,GH₵2k–GH₵4k
2,18.0,2,3,4,1,3,3,0,Ghana,Female,Secondary,Traditional Commercial,Weekly,GH₵4k–GH₵7k
2,48.2,2,4,5,1,9,4,1,Ghana,Female,Vocational/Technical,Traditional Commercial,Monthly,GH₵7k–GH₵12k
2,33.3,2,3,6,3,3,4,0,Ghana,Female,Secondary,Microfinance,Monthly,GH₵12k–GH₵20k
2,47.9,1,3,7,1,4,3,0,Ghana,Male,Secondary,Traditional Commercial,Weekly,> GH₵20k
2,42.0,1,5,5,1,6,3,0,Ghana,Male,Undergraduate,Traditional Commercial,Weekly,GH₵7k–GH₵12k
1,41.5,1,4,5,1,13,3,1,Nigeria,Male,Vocational/Technical,Traditional Commercial,Weekly,₦400k–₦800k
1,53.2,2,2,4,1,5,3,0,Nigeria,Female,Primary,Traditional Commercial,Weekly,₦200k–₦400k
2,27.2,1,6,3,2,0,3,1,Ghana,Male,Postgraduate,Digital-Only Bank,Weekly,GH₵2k–GH₵4k
1,34.4,1,2,5,3,1,3,1,Nigeria,Male,Primary,Microfinance,Weekly,₦400k–₦800k
2,25.1,2,4,5,1,5,3,1,Ghana,Female,Vocational/Technical,Traditional Commercial,Weekly,GH₵7k–GH₵12k
1,32.0,2,4,3,1,5,4,0,Nigeria,Female,Vocational/Technical,Traditional Commercial,Monthly,₦100k–₦200k
1,40.2,1,3,6,3,7,1,0,Nigeria,Male,Secondary,Microfinance,Daily,₦800k–₦1.5m
1,44.3,2,1,4,3,2,3,0,Nigeria,Female,No formal education,Microfinance,Weekly,₦200k–₦400k
2,31.2,1,3,5,1,5,2,0,Ghana,Male,Secondary,Traditional Commercial,Several times a week,GH₵7k–GH₵12k
1,21.0,2,3,4,2,4,2,0,Nigeria,Female,Secondary,Digital-Only Bank,Several times a week,₦200k–₦400k
2,35.7,1,3,4,2,13,5,0,Ghana,Male,Secondary,Digital-Only Bank,Less than monthly,GH₵4k–GH₵7k
1,24.5,2,3,5,1,2,3,0,Nigeria,Female,Secondary,Traditional Commercial,Weekly,₦400k–₦800k
1,27.2,1,5,3,1,5,2,1,Nigeria,Male,Undergraduate,Traditional Commercial,Several times a week,₦100k–₦200k
2,41.7,2,2,5,1,6,5,0,Ghana,Female,Primary,Traditional Commercial,Less than monthly,GH₵7k–GH₵12k
1,37.9,2,3,4,1,3,2,0,Nigeria,Female,Secondary,Traditional Commercial,Several times a week,₦200k–₦400k
2,43.3,1,4,4,1,3,5,0,Ghana,Male,Vocational/Technical,Traditional Commercial,Less than monthly,GH₵4k–GH₵7k
1,29.6,2,2,4,1,5,4,0,Nigeria,Female,Primary,Traditional Commercial,Monthly,₦200k–₦400k
1,43.1,2,4,7,1,12,3,1,Nigeria,Female,Vocational/Technical,Traditional Commercial,Weekly,> ₦1.5m
1,33.1,2,4,3,1,8,4,0,Nigeria,Female,Vocational/Technical,Traditional Commercial,Monthly,₦100k–₦200k
2,32.2,2,6,4,3,2,3,0,Ghana,Female,Postgraduate,Microfinance,Weekly,GH₵4k–GH₵7k
1,22.0,1,3,2,1,7,2,0,Nigeria,Male,Secondary,Traditional Commercial,Several times a week,₦50k–₦100k
1,18.0,2,2,4,1,1,4,0,Nigeria,Female,Primary,Traditional Commercial,Monthly,₦200k–₦400k
2,19.4,2,3,5,3,2,3,0,Ghana,Female,Secondary,Microfinance,Weekly,GH₵7k–GH₵12k
2,37.2,1,4,4,1,2,3,0,Ghana,Male,Vocational/Technical,Traditional Commercial,Weekly,GH₵4k–GH₵7k
2,25.9,1,3,5,1,7,3,0,Ghana,Male,Secondary,Traditional Commercial,Weekly,GH₵7k–GH₵12k
2,18.5,2,5,5,2,1,3,1,Ghana,Female,Undergraduate,Digital-Only Bank,Weekly,GH₵7k–GH₵12k
1,28.8,2,5,4,1,7,1,0,Nigeria,Female,Undergraduate,Traditional Commercial,Daily,₦200k–₦400k
1,35.8,1,4,6,1,17,4,1,Nigeria,Male,Vocational/Technical,Traditional Commercial,Monthly,₦800k–₦1.5m
2,39.2,1,3,2,1,1,3,0,Ghana,Male,Secondary,Traditional Commercial,Weekly,GH₵1k–GH₵2k
2,34.7,2,4,5,1,7,2,0,Ghana,Female,Vocational/Technical,Traditional Commercial,Several times a week,GH₵7k–GH₵12k
2,34.4,2,3,6,1,4,2,0,Ghana,Female,Secondary,Traditional Commercial,Several times a week,GH₵12k–GH₵20k
2,29.6,2,5,5,2,1,1,0,Ghana,Female,Undergraduate,Digital-Only Bank,Daily,GH₵7k–GH₵12k
2,41.3,2,3,4,2,1,3,1,Ghana,Female,Secondary,Digital-Only Bank,Weekly,GH₵4k–GH₵7k
1,31.2,1,6,4,1,5,2,0,Nigeria,Male,Postgraduate,Traditional Commercial,Several times a week,₦200k–₦400k
1,32.2,2,6,3,1,1,5,0,Nigeria,Female,Postgraduate,Traditional Commercial,Less than monthly,₦100k–₦200k
2,45.4,2,3,4,1,5,1,0,Ghana,Female,Secondary,Traditional Commercial,Daily,GH₵4k–GH₵7k
1,40.9,2,6,4,2,3,2,1,Nigeria,Female,Postgraduate,Digital-Only Bank,Several times a week,₦200k–₦400k
1,31.2,2,5,5,2,3,4,0,Nigeria,Female,Undergraduate,Digital-Only Bank,Monthly,₦400k–₦800k
1,29.7,2,5,3,2,0,3,0,Nigeria,Female,Undergraduate,Digital-Only Bank,Weekly,₦100k–₦200k
2,31.7,1,5,1,1,2,3,0,Ghana,Male,Undergraduate,Traditional Commercial,Weekly,< GH₵1k
2,18.0,1,4,5,1,3,4,0,Ghana,Male,Vocational/Technical,Traditional Commercial,Monthly,GH₵7k–GH₵12k
2,46.0,1,5,5,1,9,3,1,Ghana,Male,Undergraduate,Traditional Commercial,Weekly,GH₵7k–GH₵12k
1,26.2,2,3,3,3,7,4,0,Nigeria,Female,Secondary,Microfinance,Monthly,₦100k–₦200k
1,41.5,2,6,5,1,1,2,0,Nigeria,Female,Postgraduate,Traditional Commercial,Several times a week,₦400k–₦800k
1,33.4,2,4,6,2,4,3,0,Nigeria,Female,Vocational/Technical,Digital-Only Bank,Weekly,₦800k–₦1.5m
2,48.9,1,3,4,1,4,3,0,Ghana,Male,Secondary,Traditional Commercial,Weekly,GH₵4k–GH₵7k
1,38.3,1,5,4,2,4,4,0,Nigeria,Male,Undergraduate,Digital-Only Bank,Monthly,₦200k–₦400k
2,44.1,1,5,4,1,4,5,0,Ghana,Male,Undergraduate,Traditional Commercial,Less than monthly,GH₵4k–GH₵7k
1,27.1,2,6,4,2,8,3,0,Nigeria,Female,Postgraduate,Digital-Only Bank,Weekly,₦200k–₦400k
2,22.1,1,1,4,3,5,3,0,Ghana,Male,No formal education,Microfinance,Weekly,GH₵4k–GH₵7k
1,34.5,2,5,4,1,1,3,0,Nigeria,Female,Undergraduate,Traditional Commercial,Weekly,₦200k–₦400k
2,18.0,1,4,5,2,0,3,0,Ghana,Male,Vocational/Technical,Digital-Only Bank,Weekly,GH₵7k–GH₵12k
2,30.3,1,5,4,1,3,4,0,Ghana,Male,Undergraduate,Traditional Commercial,Monthly,GH₵4k–GH₵7k
1,21.1,1,4,4,1,6,2,0,Nigeria,Male,Vocational/Technical,Traditional Commercial,Several times a week,₦200k–₦400k
1,24.6,1,3,7,1,8,2,0,Nigeria,Male,Secondary,Traditional Commercial,Several times a week,> ₦1.5m
1,39.0,2,2,6,2,4,3,0,Nigeria,Female,Primary,Digital-Only Bank,Weekly,₦800k–₦1.5m
1,38.3,1,3,3,1,19,3,1,Nigeria,Male,Secondary,Traditional Commercial,Weekly,₦100k–₦200k
2,33.4,2,5,5,1,7,2,0,Ghana,Female,Undergraduate,Traditional Commercial,Several times a week,GH₵7k–GH₵12k
1,36.2,1,1,4,1,6,3,0,Nigeria,Male,No formal education,Traditional Commercial,Weekly,₦200k–₦400k
2,29.6,3,6,5,3,4,1,0,Ghana,Other/Prefer not to say,Postgraduate,Microfinance,Daily,GH₵7k–GH₵12k
1,57.3,1,3,5,3,1,2,0,Nigeria,Male,Secondary,Microfinance,Several times a week,₦400k–₦800k
2,38.0,2,2,4,1,6,4,0,Ghana,Female,Primary,Traditional Commercial,Monthly,GH₵4k–GH₵7k
1,27.1,2,6,6,1,3,1,0,Nigeria,Female,Postgraduate,Traditional Commercial,Daily,₦800k–₦1.5m
1,41.8,3,3,5,3,3,1,1,Nigeria,Other/Prefer not to say,Secondary,Microfinance,Daily,₦400k–₦800k
1,45.4,2,2,5,3,6,2,0,Nigeria,Female,Primary,Microfinance,Several times a week,₦400k–₦800k
2,27.3,2,2,6,2,0,4,0,Ghana,Female,Primary,Digital-Only Bank,Monthly,GH₵12k–GH₵20k
1,18.8,2,4,4,3,3,3,0,Nigeria,Female,Vocational/Technical,Microfinance,Weekly,₦200k–₦400k
2,22.8,2,3,3,2,0,2,0,Ghana,Female,Secondary,Digital-Only Bank,Several times a week,GH₵2k–GH₵4k
1,26.3,2,5,3,1,11,3,1,Nigeria,Female,Undergraduate,Traditional Commercial,Weekly,₦100k–₦200k
2,34.5,2,4,5,3,9,5,1,Ghana,Female,Vocational/Technical,Microfinance,Less than monthly,GH₵7k–GH₵12k
2,18.7,2,3,4,3,2,1,1,Ghana,Female,Secondary,Microfinance,Daily,GH₵4k–GH₵7k
2,30.8,2,4,6,2,5,2,0,Ghana,Female,Vocational/Technical,Digital-Only Bank,Several times a week,GH₵12k–GH₵20k
2,32.9,1,6,2,3,12,3,0,Ghana,Male,Postgraduate,Microfinance,Weekly,GH₵1k–GH₵2k
1,36.2,2,6,2,1,9,2,0,Nigeria,Female,Postgraduate,Traditional Commercial,Several times a week,₦50k–₦100k
2,41.1,1,3,5,3,6,1,0,Ghana,Male,Secondary,Microfinance,Daily,GH₵7k–GH₵12k
