respondent_id,Country,Country_label,Age,Gender,Gender_label,Education,Education_label,Income_Level,Income_Level_label,Bank_Type,Bank_Type_label,Years_with_Account,Frequency_of_Use,Frequency_of_Use_label,Past_Victim,Past_Victim_label
7408,2,Ghana,39,1,Male,6,Postgraduate,2,"₵500–₵1,000",1,Traditional Commercial,4,1,Daily,0,No
7409,1,Nigeria,37,2,Female,3,Secondary,2,"₦50,000–₦100,000",3,Microfinance,14,2,Several times a week,0,No
7410,1,Nigeria,51,2,Female,4,Vocational/Technical,3,"₦100,001–₦250,000",1,Traditional Commercial,16,3,Weekly,0,No
7411,2,Ghana,42,1,Male,4,Vocational/Technical,2,"₵500–₵1,000",1,Traditional Commercial,14,1,Daily,1,Yes
7412,1,Nigeria,35,1,Male,5,Undergraduate,5,">₦500,000",1,Traditional Commercial,4,3,Weekly,0,No
7413,1,Nigeria,37,2,Female,2,Primary,2,"₦50,000–₦100,000",1,Traditional Commercial,6,2,Several times a week,0,No
7414,2,Ghana,26,1,Male,3,Secondary,1,<₵500,2,Digital-Only Bank,4,3,Weekly,0,No
7415,2,Ghana,46,1,Male,5,Undergraduate,3,"₵1,001–₵2,500",2,Digital-Only Bank,5,3,Weekly,1,Yes
7416,1,Nigeria,44,1,Male,3,Secondary,2,"₦50,000–₦100,000",1,Traditional Commercial,10,3,Weekly,0,No
7417,1,Nigeria,57,2,Female,6,Postgraduate,3,"₦100,001–₦250,000",2,Digital-Only Bank,5,2,Several times a week,1,Yes
7418,1,Nigeria,60,2,Female,6,Postgraduate,3,"₦100,001–₦250,000",1,Traditional Commercial,6,1,Daily,1,Yes
7419,1,Nigeria,40,1,Male,1,No formal,3,"₦100,001–₦250,000",1,Traditional Commercial,12,1,Daily,0,No
7420,1,Nigeria,28,1,Male,5,Undergraduate,4,"₦250,001–₦500,000",1,Traditional Commercial,3,2,Several times a week,0,No
7421,1,Nigeria,47,2,Female,2,Primary,1,"<₦50,000",1,Traditional Commercial,10,2,Several times a week,0,No
7422,1,Nigeria,67,2,Female,3,Secondary,1,"<₦50,000",1,Traditional Commercial,29,1,Daily,0,No
7423,1,Nigeria,47,1,Male,5,Undergraduate,3,"₦100,001–₦250,000",3,Microfinance,18,1,Daily,0,No
7424,1,Nigeria,33,2,Female,5,Undergraduate,3,"₦100,001–₦250,000",1,Traditional Commercial,10,1,Daily,0,No
7425,1,Nigeria,42,1,Male,5,Undergraduate,3,"₦100,001–₦250,000",1,Traditional Commercial,20,3,Weekly,0,No
7426,1,Nigeria,28,1,Male,5,Undergraduate,5,">₦500,000",1,Traditional Commercial,6,2,Several times a week,0,No
7427,2,Ghana,60,2,Female,3,Secondary,3,"₵1,001–₵2,500",1,Traditional Commercial,4,2,Several times a week,0,No
7428,2,Ghana,24,1,Male,6,Postgraduate,4,"₵2,501–₵5,000",2,Digital-Only Bank,5,2,Several times a week,0,No
7429,1,Nigeria,41,1,Male,3,Secondary,3,"₦100,001–₦250,000",1,Traditional Commercial,6,1,Daily,1,Yes
7430,2,Ghana,59,2,Female,5,Undergraduate,2,"₵500–₵1,000",2,Digital-Only Bank,6,1,Daily,0,No
7431,2,Ghana,53,2,Female,6,Postgraduate,3,"₵1,001–₵2,500",1,Traditional Commercial,22,2,Several times a week,0,No
7432,1,Nigeria,47,2,Female,6,Postgraduate,3,"₦100,001–₦250,000",1,Traditional Commercial,19,4,Monthly,0,No
7433,1,Nigeria,43,2,Female,6,Postgraduate,5,">₦500,000",1,Traditional Commercial,7,2,Several times a week,0,No
7434,2,Ghana,34,1,Male,3,Secondary,4,"₵2,501–₵5,000",2,Digital-Only Bank,11,4,Monthly,0,No
7435,2,Ghana,47,2,Female,3,Secondary,3,"₵1,001–₵2,500",1,Traditional Commercial,21,5,Less than monthly,1,Yes
7436,2,Ghana,34,1,Male,5,Undergraduate,5,">₵5,000",1,Traditional Commercial,5,4,Monthly,0,No
7437,1,Nigeria,59,2,Female,3,Secondary,3,"₦100,001–₦250,000",1,Traditional Commercial,37,3,Weekly,0,No
7438,1,Nigeria,38,2,Female,1,No formal,3,"₦100,001–₦250,000",3,Microfinance,8,2,Several times a week,0,No
7439,2,Ghana,31,2,Female,5,Undergraduate,1,<₵500,2,Digital-Only Bank,5,2,Several times a week,0,No
7440,2,Ghana,37,1,Male,3,Secondary,4,"₵2,501–₵5,000",1,Traditional Commercial,4,3,Weekly,0,No
7441,2,Ghana,48,1,Male,3,Secondary,4,"₵2,501–₵5,000",1,Traditional Commercial,9,1,Daily,0,No
7442,2,Ghana,57,2,Female,3,Secondary,3,"₵1,001–₵2,500",2,Digital-Only Bank,26,1,Daily,0,No
7443,2,Ghana,65,1,Male,3,Secondary,3,"₵1,001–₵2,500",2,Digital-Only Bank,45,2,Several times a week,0,No
7444,2,Ghana,29,2,Female,5,Undergraduate,4,"₵2,501–₵5,000",2,Digital-Only Bank,8,4,Monthly,0,No
7445,1,Nigeria,32,1,Male,2,Primary,1,"<₦50,000",3,Microfinance,11,3,Weekly,0,No
7446,2,Ghana,25,1,Male,4,Vocational/Technical,4,"₵2,501–₵5,000",1,Traditional Commercial,10,3,Weekly,1,Yes
7447,2,Ghana,29,2,Female,4,Vocational/Technical,2,"₵500–₵1,000",1,Traditional Commercial,5,3,Weekly,0,No
7448,1,Nigeria,44,2,Female,3,Secondary,3,"₦100,001–₦250,000",2,Digital-Only Bank,11,4,Monthly,0,No
7449,1,Nigeria,45,2,Female,3,Secondary,3,"₦100,001–₦250,000",3,Microfinance,12,1,Daily,0,No
7450,1,Nigeria,48,2,Female,5,Undergraduate,4,"₦250,001–₦500,000",1,Traditional Commercial,7,3,Weekly,0,No
7451,2,Ghana,45,2,Female,5,Undergraduate,4,"₵2,501–₵5,000",1,Traditional Commercial,12,4,Monthly,0,No
7452,1,Nigeria,59,2,Female,5,Undergraduate,2,"₦50,000–₦100,000",1,Traditional Commercial,8,1,Daily,1,Yes
7453,1,Nigeria,44,1,Male,5,Undergraduate,4,"₦250,001–₦500,000",1,Traditional Commercial,10,5,Less than monthly,0,No
7454,1,Nigeria,32,1,Male,5,Undergraduate,3,"₦100,001–₦250,000",1,Traditional Commercial,17,3,Weekly,0,No
7455,1,Nigeria,31,1,Male,4,Vocational/Technical,4,"₦250,001–₦500,000",2,Digital-Only Bank,6,2,Several times a week,0,No
7456,1,Nigeria,48,2,Female,5,Undergraduate,3,"₦100,001–₦250,000",1,Traditional Commercial,10,4,Monthly,0,No
7457,2,Ghana,47,2,Female,6,Postgraduate,1,<₵500,2,Digital-Only Bank,11,5,Less than monthly,0,No
7458,1,Nigeria,55,1,Male,3,Secondary,2,"₦50,000–₦100,000",2,Digital-Only Bank,32,2,Several times a week,0,No
7459,1,Nigeria,38,2,Female,5,Undergraduate,4,"₦250,001–₦500,000",1,Traditional Commercial,15,2,Several times a week,1,Yes
7460,1,Nigeria,32,1,Male,3,Secondary,5,">₦500,000",3,Microfinance,12,3,Weekly,0,No
7461,2,Ghana,43,2,Female,2,Primary,4,"₵2,501–₵5,000",1,Traditional Commercial,14,1,Daily,1,Yes
7462,1,Nigeria,48,2,Female,3,Secondary,4,"₦250,001–₦500,000",2,Digital-Only Bank,4,1,Daily,0,No
7463,2,Ghana,49,2,Female,5,Undergraduate,3,"₵1,001–₵2,500",1,Traditional Commercial,14,5,Less than monthly,0,No
7464,1,Nigeria,40,1,Male,3,Secondary,3,"₦100,001–₦250,000",1,Traditional Commercial,8,3,Weekly,0,No
7465,1,Nigeria,60,1,Male,5,Undergraduate,5,">₦500,000",1,Traditional Commercial,32,2,Several times a week,0,No
7466,2,Ghana,57,2,Female,4,Vocational/Technical,5,">₵5,000",2,Digital-Only Bank,25,3,Weekly,0,No
7467,1,Nigeria,67,1,Male,5,Undergraduate,4,"₦250,001–₦500,000",3,Microfinance,15,2,Several times a week,0,No
7468,1,Nigeria,29,1,Male,5,Undergraduate,3,"₦100,001–₦250,000",1,Traditional Commercial,5,1,Daily,0,No
7469,1,Nigeria,50,2,Female,5,Undergraduate,3,"₦100,001–₦250,000",1,Traditional Commercial,16,1,Daily,1,Yes
7470,2,Ghana,31,1,Male,2,Primary,2,"₵500–₵1,000",1,Traditional Commercial,13,2,Several times a week,0,No
7471,2,Ghana,41,1,Male,4,Vocational/Technical,3,"₵1,001–₵2,500",1,Traditional Commercial,9,3,Weekly,0,No
7472,1,Nigeria,38,1,Male,5,Undergraduate,3,"₦100,001–₦250,000",3,Microfinance,26,2,Several times a week,1,Yes
7473,2,Ghana,44,1,Male,5,Undergraduate,2,"₵500–₵1,000",2,Digital-Only Bank,32,3,Weekly,1,Yes
7474,1,Nigeria,31,1,Male,6,Postgraduate,2,"₦50,000–₦100,000",1,Traditional Commercial,12,3,Weekly,0,No
7475,1,Nigeria,51,1,Male,3,Secondary,2,"₦50,000–₦100,000",3,Microfinance,21,3,Weekly,0,No
7476,2,Ghana,51,1,Male,2,Primary,2,"₵500–₵1,000",2,Digital-Only Bank,15,1,Daily,0,No
7477,1,Nigeria,28,1,Male,6,Postgraduate,3,"₦100,001–₦250,000",1,Traditional Commercial,4,4,Monthly,0,No
7478,1,Nigeria,32,1,Male,3,Secondary,4,"₦250,001–₦500,000",1,Traditional Commercial,15,1,Daily,0,No
7479,1,Nigeria,42,2,Female,3,Secondary,2,"₦50,000–₦100,000",1,Traditional Commercial,6,2,Several times a week,0,No
7480,2,Ghana,58,1,Male,3,Secondary,2,"₵500–₵1,000",1,Traditional Commercial,9,5,Less than monthly,0,No
7481,2,Ghana,55,2,Female,6,Postgraduate,4,"₵2,501–₵5,000",1,Traditional Commercial,11,4,Monthly,0,No
7482,1,Nigeria,56,2,Female,5,Undergraduate,3,"₦100,001–₦250,000",1,Traditional Commercial,31,1,Daily,0,No
7483,1,Nigeria,34,1,Male,4,Vocational/Technical,3,"₦100,001–₦250,000",1,Traditional Commercial,3,2,Several times a week,0,No
7484,1,Nigeria,39,2,Female,3,Secondary,4,"₦250,001–₦500,000",1,Traditional Commercial,4,2,Several times a week,0,No
7485,2,Ghana,59,1,Male,5,Undergraduate,4,"₵2,501–₵5,000",1,Traditional Commercial,7,2,Several times a week,0,No
7486,1,Nigeria,32,1,Male,5,Undergraduate,3,"₦100,001–₦250,000",1,Traditional Commercial,8,2,Several times a week,0,No
7487,1,Nigeria,26,2,Female,3,Secondary,4,"₦250,001–₦500,000",2,Digital-Only Bank,5,2,Several times a week,0,No
7488,2,Ghana,63,2,Female,6,Postgraduate,5,">₵5,000",2,Digital-Only Bank,8,2,Several times a week,0,No
7489,1,Nigeria,32,1,Male,5,Undergraduate,2,"₦50,000–₦100,000",3,Microfinance,19,3,Weekly,0,No
7490,2,Ghana,34,1,Male,5,Undergraduate,5,">₵5,000",2,Digital-Only Bank,9,3,Weekly,0,No
7491,2,Ghana,34,2,Female,4,Vocational/Technical,4,"₵2,501–₵5,000",2,Digital-Only Bank,10,5,Less than monthly,0,No
7492,2,Ghana,34,2,Female,5,Undergraduate,3,"₵1,001–₵2,500",1,Traditional Commercial,8,2,Several times a week,0,No
7493,1,Nigeria,41,2,Female,5,Undergraduate,4,"₦250,001–₦500,000",1,Traditional Commercial,7,1,Daily,0,No
7494,1,Nigeria,46,1,Male,6,Postgraduate,2,"₦50,000–₦100,000",1,Traditional Commercial,11,5,Less than monthly,0,No
7495,2,Ghana,54,2,Female,5,Undergraduate,5,">₵5,000",2,Digital-Only Bank,25,2,Several times a week,0,No
7496,2,Ghana,27,1,Male,6,Postgraduate,5,">₵5,000",1,Traditional Commercial,4,4,Monthly,0,No
7497,1,Nigeria,37,2,Female,3,Secondary,4,"₦250,001–₦500,000",2,Digital-Only Bank,2,1,Daily,0,No
7498,2,Ghana,52,2,Female,6,Postgraduate,3,"₵1,001–₵2,500",1,Traditional Commercial,12,2,Several times a week,0,No
7499,2,Ghana,56,1,Male,3,Secondary,3,"₵1,001–₵2,500",1,Traditional Commercial,7,1,Daily,1,Yes
7500,1,Nigeria,60,1,Male,5,Undergraduate,4,"₦250,001–₦500,000",1,Traditional Commercial,3,2,Several times a week,0,No
7501,2,Ghana,28,1,Male,2,Primary,2,"₵500–₵1,000",1,Traditional Commercial,12,1,Daily,0,No
7502,2,Ghana,27,2,Female,3,Secondary,5,">₵5,000",1,Traditional Commercial,12,2,Several times a week,0,No
7503,1,Nigeria,49,2,Female,3,Secondary,3,"₦100,001–₦250,000",3,Microfinance,29,4,Monthly,0,No
7504,1,Nigeria,47,2,Female,4,Vocational/Technical,2,"₦50,000–₦100,000",3,Microfinance,7,2,Several times a week,0,No
7505,1,Nigeria,33,2,Female,2,Primary,1,"<₦50,000",1,Traditional Commercial,10,2,Several times a week,0,No
7506,1,Nigeria,50,1,Male,5,Undergraduate,2,"₦50,000–₦100,000",1,Traditional Commercial,11,2,Several times a week,0,No
7507,2,Ghana,31,1,Male,3,Secondary,1,<₵500,1,Traditional Commercial,13,5,Less than monthly,0,No
7508,1,Nigeria,39,2,Female,3,Secondary,4,"₦250,001–₦500,000",1,Traditional Commercial,19,2,Several times a week,0,No
7509,1,Nigeria,48,1,Male,4,Vocational/Technical,2,"₦50,000–₦100,000",3,Microfinance,13,5,Less than monthly,0,No
7510,1,Nigeria,63,2,Female,6,Postgraduate,5,">₦500,000",1,Traditional Commercial,14,5,Less than monthly,0,No
7511,2,Ghana,59,1,Male,3,Secondary,3,"₵1,001–₵2,500",1,Traditional Commercial,25,4,Monthly,0,No
7512,2,Ghana,51,1,Male,5,Undergraduate,4,"₵2,501–₵5,000",1,Traditional Commercial,16,1,Daily,0,No
7513,2,Ghana,38,2,Female,5,Undergraduate,3,"₵1,001–₵2,500",1,Traditional Commercial,11,2,Several times a week,0,No
7514,1,Nigeria,33,2,Female,3,Secondary,4,"₦250,001–₦500,000",3,Microfinance,7,3,Weekly,0,No
7515,1,Nigeria,47,1,Male,2,Primary,5,">₦500,000",1,Traditional Commercial,22,2,Several times a week,0,No
7516,2,Ghana,27,1,Male,3,Secondary,3,"₵1,001–₵2,500",3,Microfinance,4,2,Several times a week,0,No
7517,1,Nigeria,32,2,Female,5,Undergraduate,3,"₦100,001–₦250,000",1,Traditional Commercial,10,4,Monthly,0,No
7518,2,Ghana,60,2,Female,3,Secondary,5,">₵5,000",3,Microfinance,23,1,Daily,0,No
7519,2,Ghana,39,2,Female,3,Secondary,4,"₵2,501–₵5,000",1,Traditional Commercial,9,2,Several times a week,0,No
7520,1,Nigeria,31,2,Female,3,Secondary,2,"₦50,000–₦100,000",1,Traditional Commercial,12,3,Weekly,0,No
7521,1,Nigeria,72,1,Male,6,Postgraduate,4,"₦250,001–₦500,000",1,Traditional Commercial,17,4,Monthly,0,No
7522,1,Nigeria,47,1,Male,4,Vocational/Technical,1,"<₦50,000",2,Digital-Only Bank,14,2,Several times a week,0,No
7523,2,Ghana,57,2,Female,3,Secondary,4,"₵2,501–₵5,000",1,Traditional Commercial,27,2,Several times a week,0,No
7524,1,Nigeria,46,1,Male,3,Secondary,2,"₦50,000–₦100,000",1,Traditional Commercial,3,2,Several times a week,0,No
7525,2,Ghana,24,2,Female,3,Secondary,2,"₵500–₵1,000",1,Traditional Commercial,8,1,Daily,1,Yes
7526,2,Ghana,65,2,Female,5,Undergraduate,4,"₵2,501–₵5,000",3,Microfinance,16,1,Daily,0,No
7527,2,Ghana,47,1,Male,4,Vocational/Technical,4,"₵2,501–₵5,000",1,Traditional Commercial,5,1,Daily,0,No
7528,1,Nigeria,59,2,Female,6,Postgraduate,4,"₦250,001–₦500,000",1,Traditional Commercial,27,5,Less than monthly,0,No
7529,2,Ghana,28,1,Male,4,Vocational/Technical,2,"₵500–₵1,000",1,Traditional Commercial,15,1,Daily,0,No
7530,2,Ghana,39,1,Male,3,Secondary,2,"₵500–₵1,000",2,Digital-Only Bank,17,2,Several times a week,0,No
7531,2,Ghana,36,1,Male,3,Secondary,5,">₵5,000",2,Digital-Only Bank,3,4,Monthly,0,No
7532,1,Nigeria,61,2,Female,5,Undergraduate,2,"₦50,000–₦100,000",1,Traditional Commercial,27,3,Weekly,0,No
7533,1,Nigeria,52,2,Female,5,Undergraduate,4,"₦250,001–₦500,000",3,Microfinance,9,4,Monthly,1,Yes
7534,1,Nigeria,27,2,Female,6,Postgraduate,2,"₦50,000–₦100,000",2,Digital-Only Bank,8,2,Several times a week,0,No
7535,2,Ghana,54,1,Male,4,Vocational/Technical,2,"₵500–₵1,000",1,Traditional Commercial,40,2,Several times a week,0,No
7536,2,Ghana,33,2,Female,2,Primary,2,"₵500–₵1,000",2,Digital-Only Bank,12,1,Daily,0,No
7537,2,Ghana,39,2,Female,5,Undergraduate,1,<₵500,2,Digital-Only Bank,18,2,Several times a week,0,No
7538,1,Nigeria,41,2,Female,3,Secondary,2,"₦50,000–₦100,000",1,Traditional Commercial,7,3,Weekly,0,No
7539,1,Nigeria,24,1,Male,2,Primary,3,"₦100,001–₦250,000",1,Traditional Commercial,2,5,Less than monthly,0,No
7540,1,Nigeria,38,2,Female,5,Undergraduate,2,"₦50,000–₦100,000",3,Microfinance,5,4,Monthly,0,No
7541,2,Ghana,64,1,Male,3,Secondary,5,">₵5,000",1,Traditional Commercial,19,5,Less than monthly,0,No
7542,2,Ghana,40,2,Female,5,Undergraduate,3,"₵1,001–₵2,500",1,Traditional Commercial,15,1,Daily,0,No
7543,1,Nigeria,55,1,Male,5,Undergraduate,3,"₦100,001–₦250,000",1,Traditional Commercial,23,3,Weekly,0,No
7544,1,Nigeria,56,2,Female,5,Undergraduate,5,">₦500,000",3,Microfinance,41,3,Weekly,0,No
7545,1,Nigeria,61,1,Male,6,Postgraduate,4,"₦250,001–₦500,000",3,Microfinance,22,3,Weekly,0,No
7546,1,Nigeria,25,1,Male,3,Secondary,3,"₦100,001–₦250,000",2,Digital-Only Bank,12,2,Several times a week,0,No
7547,2,Ghana,28,2,Female,4,Vocational/Technical,3,"₵1,001–₵2,500",3,Microfinance,15,2,Several times a week,0,No
7548,2,Ghana,54,1,Male,3,Secondary,2,"₵500–₵1,000",3,Microfinance,17,4,Monthly,0,No
7549,1,Nigeria,32,1,Male,3,Secondary,3,"₦100,001–₦250,000",1,Traditional Commercial,8,2,Several times a week,1,Yes
7550,2,Ghana,34,2,Female,6,Postgraduate,4,"₵2,501–₵5,000",1,Traditional Commercial,4,2,Several times a week,0,No
7551,1,Nigeria,52,2,Female,3,Secondary,2,"₦50,000–₦100,000",1,Traditional Commercial,20,1,Daily,0,No
7552,2,Ghana,56,2,Female,6,Postgraduate,2,"₵500–₵1,000",1,Traditional Commercial,27,2,Several times a week,0,No
7553,1,Nigeria,46,2,Female,6,Postgraduate,2,"₦50,000–₦100,000",1,Traditional Commercial,13,1,Daily,0,No
7554,1,Nigeria,42,2,Female,5,Undergraduate,3,"₦100,001–₦250,000",1,Traditional Commercial,9,2,Several times a week,0,No
7555,1,Nigeria,44,1,Male,5,Undergraduate,4,"₦250,001–₦500,000",1,Traditional Commercial,5,1,Daily,0,No
7556,1,Nigeria,62,2,Female,6,Postgraduate,5,">₦500,000",3,Microfinance,39,2,Several times a week,1,Yes
7557,1,Nigeria,42,1,Male,3,Secondary,4,"₦250,001–₦500,000",1,Traditional Commercial,13,3,Weekly,0,No
7558,1,Nigeria,44,1,Male,3,Secondary,2,"₦50,000–₦100,000",1,Traditional Commercial,29,3,Weekly,0,No
7559,1,Nigeria,40,1,Male,1,No formal,2,"₦50,000–₦100,000",1,Traditional Commercial,12,2,Several times a week,1,Yes
7560,2,Ghana,27,1,Male,1,No formal,3,"₵1,001–₵2,500",2,Digital-Only Bank,4,1,Daily,0,No
7561,1,Nigeria,55,2,Female,1,No formal,3,"₦100,001–₦250,000",1,Traditional Commercial,32,3,Weekly,0,No
7562,2,Ghana,57,2,Female,3,Secondary,3,"₵1,001–₵2,500",1,Traditional Commercial,41,4,Monthly,0,No
7563,1,Nigeria,37,2,Female,3,Secondary,3,"₦100,001–₦250,000",1,Traditional Commercial,10,2,Several times a week,0,No
7564,1,Nigeria,62,2,Female,2,Primary,2,"₦50,000–₦100,000",1,Traditional Commercial,15,4,Monthly,0,No
7565,1,Nigeria,61,2,Female,3,Secondary,4,"₦250,001–₦500,000",3,Microfinance,24,4,Monthly,0,No
7566,1,Nigeria,42,1,Male,6,Postgraduate,4,"₦250,001–₦500,000",1,Traditional Commercial,13,2,Several times a week,0,No
7567,1,Nigeria,36,2,Female,5,Undergraduate,4,"₦250,001–₦500,000",2,Digital-Only Bank,13,1,Daily,0,No
7568,1,Nigeria,46,2,Female,2,Primary,3,"₦100,001–₦250,000",1,Traditional Commercial,29,1,Daily,0,No
7569,1,Nigeria,59,2,Female,5,Undergraduate,2,"₦50,000–₦100,000",1,Traditional Commercial,11,1,Daily,0,No
7570,1,Nigeria,48,2,Female,5,Undergraduate,4,"₦250,001–₦500,000",1,Traditional Commercial,15,2,Several times a week,0,No
7571,1,Nigeria,41,1,Male,6,Postgraduate,4,"₦250,001–₦500,000",1,Traditional Commercial,7,2,Several times a week,0,No
7572,2,Ghana,62,1,Male,5,Undergraduate,5,">₵5,000",1,Traditional Commercial,39,3,Weekly,1,Yes
7573,2,Ghana,30,1,Male,5,Undergraduate,2,"₵500–₵1,000",1,Traditional Commercial,6,3,Weekly,0,No
7574,1,Nigeria,36,1,Male,5,Undergraduate,3,"₦100,001–₦250,000",1,Traditional Commercial,10,4,Monthly,0,No
7575,2,Ghana,33,2,Female,3,Secondary,5,">₵5,000",1,Traditional Commercial,13,3,Weekly,0,No
7576,2,Ghana,38,2,Female,3,Secondary,5,">₵5,000",1,Traditional Commercial,9,2,Several times a week,1,Yes
7577,2,Ghana,62,2,Female,4,Vocational/Technical,3,"₵1,001–₵2,500",2,Digital-Only Bank,21,3,Weekly,0,No
7578,1,Nigeria,40,1,Male,5,Undergraduate,4,"₦250,001–₦500,000",3,Microfinance,2,1,Daily,0,No
7579,1,Nigeria,49,1,Male,3,Secondary,2,"₦50,000–₦100,000",2,Digital-Only Bank,30,3,Weekly,0,No
7580,1,Nigeria,42,1,Male,3,Secondary,3,"₦100,001–₦250,000",2,Digital-Only Bank,17,5,Less than monthly,0,No
7581,2,Ghana,49,1,Male,6,Postgraduate,5,">₵5,000",2,Digital-Only Bank,18,1,Daily,0,No
7582,1,Nigeria,42,2,Female,3,Secondary,4,"₦250,001–₦500,000",3,Microfinance,28,3,Weekly,0,No
7583,2,Ghana,56,2,Female,5,Undergraduate,4,"₵2,501–₵5,000",1,Traditional Commercial,33,4,Monthly,0,No
7584,1,Nigeria,42,1,Male,2,Primary,3,"₦100,001–₦250,000",1,Traditional Commercial,8,2,Several times a week,0,No
7585,1,Nigeria,57,2,Female,6,Postgraduate,3,"₦100,001–₦250,000",1,Traditional Commercial,16,4,Monthly,1,Yes
7586,2,Ghana,55,1,Male,4,Vocational/Technical,2,"₵500–₵1,000",1,Traditional Commercial,3,3,Weekly,0,No
7587,1,Nigeria,48,2,Female,3,Secondary,4,"₦250,001–₦500,000",2,Digital-Only Bank,13,4,Monthly,0,No
7588,2,Ghana,22,2,Female,6,Postgraduate,3,"₵1,001–₵2,500",2,Digital-Only Bank,8,1,Daily,0,No
7589,1,Nigeria,69,1,Male,5,Undergraduate,4,"₦250,001–₦500,000",1,Traditional Commercial,47,4,Monthly,0,No
7590,2,Ghana,47,1,Male,6,Postgraduate,1,<₵500,3,Microfinance,21,2,Several times a week,0,No
7591,1,Nigeria,29,1,Male,3,Secondary,1,"<₦50,000",1,Traditional Commercial,13,2,Several times a week,1,Yes
7592,2,Ghana,36,1,Male,3,Secondary,3,"₵1,001–₵2,500",1,Traditional Commercial,6,1,Daily,1,Yes
7593,1,Nigeria,34,1,Male,6,Postgraduate,4,"₦250,001–₦500,000",1,Traditional Commercial,16,3,Weekly,0,No
7594,2,Ghana,61,2,Female,6,Postgraduate,2,"₵500–₵1,000",1,Traditional Commercial,24,1,Daily,0,No
7595,1,Nigeria,52,2,Female,5,Undergraduate,4,"₦250,001–₦500,000",3,Microfinance,28,2,Several times a week,1,Yes
7596,1,Nigeria,20,2,Female,5,Undergraduate,2,"₦50,000–₦100,000",2,Digital-Only Bank,4,2,Several times a week,1,Yes
7597,1,Nigeria,40,2,Female,3,Secondary,3,"₦100,001–₦250,000",1,Traditional Commercial,14,1,Daily,0,No
7598,2,Ghana,42,1,Male,1,No formal,1,<₵500,3,Microfinance,16,2,Several times a week,0,No
7599,2,Ghana,30,1,Male,3,Secondary,3,"₵1,001–₵2,500",1,Traditional Commercial,10,1,Daily,0,No
7600,1,Nigeria,36,1,Male,6,Postgraduate,3,"₦100,001–₦250,000",3,Microfinance,3,3,Weekly,1,Yes
7601,1,Nigeria,21,2,Female,3,Secondary,2,"₦50,000–₦100,000",2,Digital-Only Bank,4,2,Several times a week,0,No
7602,2,Ghana,39,1,Male,4,Vocational/Technical,4,"₵2,501–₵5,000",2,Digital-Only Bank,14,1,Daily,1,Yes
7603,2,Ghana,24,2,Female,6,Postgraduate,3,"₵1,001–₵2,500",1,Traditional Commercial,4,2,Several times a week,0,No
7604,1,Nigeria,26,2,Female,3,Secondary,3,"₦100,001–₦250,000",3,Microfinance,2,5,Less than monthly,0,No
7605,2,Ghana,34,1,Male,3,Secondary,1,<₵500,1,Traditional Commercial,18,4,Monthly,0,No
7606,1,Nigeria,45,1,Male,5,Undergraduate,2,"₦50,000–₦100,000",1,Traditional Commercial,12,2,Several times a week,0,No
7607,1,Nigeria,70,1,Male,6,Postgraduate,5,">₦500,000",3,Microfinance,10,2,Several times a week,0,No
7608,2,Ghana,29,2,Female,5,Undergraduate,4,"₵2,501–₵5,000",1,Traditional Commercial,1,2,Several times a week,0,No
7609,1,Nigeria,70,1,Male,6,Postgraduate,5,">₦500,000",3,Microfinance,41,2,Several times a week,0,No
7610,2,Ghana,61,2,Female,6,Postgraduate,3,"₵1,001–₵2,500",1,Traditional Commercial,5,1,Daily,0,No
7611,2,Ghana,29,1,Male,3,Secondary,4,"₵2,501–₵5,000",2,Digital-Only Bank,7,5,Less than monthly,0,No
7612,2,Ghana,36,1,Male,5,Undergraduate,1,<₵500,2,Digital-Only Bank,13,3,Weekly,0,No
7613,1,Nigeria,60,2,Female,3,Secondary,2,"₦50,000–₦100,000",1,Traditional Commercial,8,3,Weekly,0,No
7614,1,Nigeria,54,1,Male,5,Undergraduate,3,"₦100,001–₦250,000",2,Digital-Only Bank,5,3,Weekly,0,No
7615,2,Ghana,34,2,Female,4,Vocational/Technical,4,"₵2,501–₵5,000",1,Traditional Commercial,8,3,Weekly,0,No
7616,1,Nigeria,58,1,Male,5,Undergraduate,2,"₦50,000–₦100,000",3,Microfinance,7,2,Several times a week,0,No
7617,2,Ghana,27,1,Male,3,Secondary,2,"₵500–₵1,000",2,Digital-Only Bank,7,1,Daily,0,No
7618,2,Ghana,35,2,Female,3,Secondary,2,"₵500–₵1,000",3,Microfinance,23,5,Less than monthly,0,No
7619,2,Ghana,64,1,Male,6,Postgraduate,2,"₵500–₵1,000",1,Traditional Commercial,28,2,Several times a week,0,No
7620,2,Ghana,34,2,Female,3,Secondary,4,"₵2,501–₵5,000",1,Traditional Commercial,5,2,Several times a week,0,No
7621,1,Nigeria,56,2,Female,3,Secondary,4,"₦250,001–₦500,000",3,Microfinance,19,3,Weekly,0,No
7622,1,Nigeria,41,2,Female,5,Undergraduate,5,">₦500,000",1,Traditional Commercial,21,3,Weekly,0,No
7623,1,Nigeria,36,2,Female,4,Vocational/Technical,5,">₦500,000",1,Traditional Commercial,21,1,Daily,0,No
7624,2,Ghana,55,1,Male,5,Undergraduate,2,"₵500–₵1,000",2,Digital-Only Bank,22,1,Daily,1,Yes
7625,1,Nigeria,55,2,Female,5,Undergraduate,3,"₦100,001–₦250,000",1,Traditional Commercial,8,2,Several times a week,0,No
