participant_id,Intention_T1,SRB1,SRB2,SRB3,SRB4,SRB5,SRB_Mean,Objective_Q1_Choice,Objective_Q1_Score,Objective_Q2_Choice,Objective_Q2_Score,Objective_Q3_Choice,Objective_Q3_Score,Objective_Q4_Choice,Objective_Q4_Score,Objective_Q5_Choice,Objective_Q5_Score,Objective_Score_Total,Objective_Score_Percent,Intention_Behavior_Gap
3719,4.02,3,5,4,4,5,4.2,c,1,c,1,b,2,b,2,b,2,8,80.0,0.1946
3720,3.98,4,4,2,3,3,3.2,a,0,b,2,a,0,a,0,a,0,2,20.0,-0.7922
3721,4.12,2,1,3,1,3,2.0,a,0,a,0,a,0,a,0,b,2,2,20.0,-2.046
3722,2.63,2,3,2,3,3,2.6,c,1,c,1,b,2,c,1,b,2,7,70.0,-0.8644
3723,3.61,3,5,4,3,4,3.8,c,1,c,1,a,0,b,2,a,0,4,40.0,-0.0467
3724,3.33,3,4,2,3,4,3.2,b,2,b,2,b,2,b,2,b,2,10,100.0,-0.5385
3725,3.02,4,3,5,4,3,3.8,b,2,b,2,b,2,a,0,b,2,8,80.0,0.184
3726,6.37,6,6,5,6,6,5.8,b,2,b,2,b,2,c,1,b,2,9,90.0,0.8741
3727,4.99,4,4,5,4,4,4.2,b,2,c,1,a,0,a,0,a,0,3,30.0,-0.1862
3728,3.49,2,4,3,5,4,3.6,b,2,a,0,c,1,a,0,a,0,3,30.0,-0.1981
3729,3.12,4,5,5,5,5,4.8,c,1,b,2,a,0,c,1,b,2,6,60.0,1.1448
3730,7.0,4,4,4,5,5,4.4,a,0,a,0,b,2,c,1,a,0,3,30.0,-0.7699
3731,2.08,2,1,2,3,3,2.2,a,0,c,1,a,0,c,1,b,2,4,40.0,-1.0486
3732,1.83,3,4,4,3,4,3.6,b,2,b,2,a,0,b,2,a,0,6,60.0,0.4486
3733,4.46,6,4,4,4,6,4.8,b,2,a,0,c,1,b,2,a,0,5,50.0,0.6208
3734,3.65,4,3,3,4,4,3.6,a,0,a,0,a,0,a,0,c,1,1,10.0,-0.2631
3735,2.52,3,6,4,4,4,4.2,c,1,b,2,b,2,b,2,b,2,9,90.0,0.7773
3736,3.55,5,4,6,5,5,5.0,b,2,b,2,b,2,b,2,b,2,10,100.0,1.177
3737,5.39,3,5,4,4,5,4.2,c,1,c,1,b,2,b,2,b,2,8,80.0,-0.3422
3738,3.69,3,3,2,3,3,2.8,b,2,b,2,b,2,c,1,b,2,9,90.0,-1.0796
3739,4.36,3,4,5,4,4,4.0,a,0,b,2,b,2,b,2,a,0,6,60.0,-0.14
3740,4.87,3,2,3,4,4,3.2,b,2,b,2,c,1,b,2,b,2,9,90.0,-1.1367
3741,3.61,5,5,5,5,5,5.0,b,2,b,2,b,2,c,1,b,2,9,90.0,1.1547
3742,6.14,6,7,7,7,7,6.8,b,2,b,2,b,2,c,1,b,2,9,90.0,1.9652
3743,2.9,3,5,5,4,5,4.4,a,0,c,1,c,1,c,1,c,1,4,40.0,0.8297
3744,5.25,5,4,5,5,5,4.8,b,2,b,2,c,1,b,2,b,2,9,90.0,0.3129
3745,5.78,4,4,5,5,4,4.4,c,1,a,0,a,0,a,0,c,1,2,20.0,-0.2924
3746,4.0,4,4,4,4,3,3.8,b,2,a,0,b,2,b,2,b,2,8,80.0,-0.1997
3747,4.93,6,7,7,7,6,6.6,c,1,b,2,c,1,b,2,a,0,6,60.0,2.2393
3748,3.4,3,3,4,4,4,3.6,b,2,b,2,b,2,b,2,b,2,10,100.0,-0.1661
3749,2.57,3,3,3,3,4,3.2,b,2,c,1,c,1,b,2,c,1,7,70.0,-0.2408
3750,2.64,3,3,2,2,3,2.6,a,0,a,0,a,0,a,0,a,0,0,0.0,-0.8675
3751,2.04,5,3,4,4,4,4.0,b,2,a,0,c,1,c,1,c,1,5,50.0,0.7654
3752,3.05,4,4,3,4,5,4.0,a,0,b,2,a,0,c,1,b,2,5,50.0,0.3737
3753,5.0,5,5,5,6,7,5.6,a,0,a,0,c,1,a,0,c,1,2,20.0,1.2114
3754,4.79,4,5,6,6,4,5.0,c,1,b,2,b,2,b,2,b,2,9,90.0,0.6914
3755,6.06,5,5,5,6,7,5.6,b,2,b,2,b,2,c,1,b,2,9,90.0,0.7977
3756,4.55,3,4,4,3,3,3.4,b,2,b,2,c,1,c,1,b,2,8,80.0,-0.8143
3757,4.19,4,4,4,4,4,4.0,c,1,a,0,a,0,c,1,b,2,4,40.0,-0.0722
3758,5.3,1,3,3,4,4,3.0,b,2,b,2,b,2,b,2,c,1,9,90.0,-1.5057
3759,5.04,2,4,4,4,4,3.6,b,2,a,0,b,2,b,2,b,2,8,80.0,-0.803
3760,3.98,4,2,3,4,4,3.4,b,2,c,1,b,2,b,2,b,2,9,90.0,-0.5918
3761,4.56,3,4,4,5,4,4.0,a,0,c,1,b,2,a,0,c,1,4,40.0,-0.2155
3762,5.49,5,6,5,5,6,5.4,b,2,b,2,b,2,b,2,b,2,10,100.0,0.8198
3763,2.58,2,3,3,3,1,2.4,a,0,a,0,a,0,a,0,a,0,0,0.0,-1.0445
3764,3.9,4,4,5,5,5,4.6,b,2,b,2,b,2,b,2,b,2,10,100.0,0.6403
3765,2.61,4,4,4,4,4,4.0,a,0,a,0,b,2,c,1,b,2,5,50.0,0.5428
3766,4.81,3,4,4,3,4,3.6,a,0,c,1,c,1,b,2,c,1,5,50.0,-0.713
3767,3.04,3,3,2,3,3,2.8,b,2,b,2,b,2,c,1,b,2,9,90.0,-0.8223
3768,4.18,2,2,3,3,2,2.4,b,2,c,1,a,0,c,1,a,0,4,40.0,-1.669
3769,2.96,2,3,3,3,3,2.8,b,2,b,2,a,0,c,1,a,0,5,50.0,-0.7942
3770,3.37,4,5,5,5,6,5.0,a,0,a,0,b,2,b,2,c,1,5,50.0,1.2453
3771,5.41,4,5,5,4,5,4.6,c,1,b,2,a,0,b,2,b,2,7,70.0,0.0507
3772,2.92,1,2,1,2,2,1.6,c,1,c,1,b,2,b,2,b,2,8,80.0,-1.9781
3773,5.12,3,4,3,4,4,3.6,c,1,b,2,b,2,b,2,b,2,9,90.0,-0.8352
3774,3.22,4,4,6,4,4,4.4,c,1,b,2,a,0,b,2,c,1,6,60.0,0.707
3775,2.76,3,3,3,3,3,3.0,b,2,c,1,c,1,b,2,b,2,8,80.0,-0.5128
3776,3.8,2,2,2,2,3,2.2,b,2,a,0,a,0,a,0,a,0,2,20.0,-1.7213
3777,4.61,4,5,4,3,5,4.2,c,1,a,0,b,2,b,2,b,2,7,70.0,-0.0357
3778,3.71,5,6,4,6,6,5.4,b,2,b,2,a,0,b,2,c,1,7,70.0,1.5133
3779,2.45,6,6,6,5,4,5.4,b,2,b,2,b,2,c,1,a,0,7,70.0,2.0045
3780,3.9,4,4,4,3,5,4.0,c,1,b,2,a,0,c,1,c,1,5,50.0,0.0401
3781,3.31,2,3,3,3,4,3.0,c,1,b,2,c,1,c,1,b,2,7,70.0,-0.7277
3782,3.8,5,5,4,4,6,4.8,b,2,c,1,b,2,b,2,b,2,9,90.0,0.8793
3783,4.33,4,5,3,5,6,4.6,b,2,a,0,b,2,c,1,b,2,7,70.0,0.4734
3784,4.11,4,4,5,3,3,3.8,c,1,a,0,a,0,b,2,b,2,5,50.0,-0.2424
3785,3.3,3,4,4,4,5,4.0,b,2,a,0,a,0,b,2,a,0,4,40.0,0.2746
3786,3.14,4,3,3,3,4,3.4,a,0,b,2,c,1,b,2,b,2,7,70.0,-0.2646
3787,5.02,3,6,4,5,5,4.6,b,2,b,2,b,2,b,2,b,2,10,100.0,0.2015
3788,4.85,3,5,4,5,5,4.4,c,1,b,2,c,1,b,2,c,1,7,70.0,0.07
3789,1.93,3,4,4,4,4,3.8,a,0,a,0,a,0,a,0,b,2,2,20.0,0.6075
3790,3.45,4,4,3,4,4,3.8,c,1,c,1,a,0,a,0,b,2,4,40.0,0.0176
3791,3.56,4,3,4,5,4,4.0,b,2,b,2,a,0,b,2,b,2,8,80.0,0.1722
3792,3.19,3,4,4,4,4,3.8,a,0,a,0,a,0,c,1,b,2,3,30.0,0.1194
3793,3.74,5,6,5,5,6,5.4,a,0,b,2,b,2,b,2,b,2,8,80.0,1.5039
3794,3.12,3,4,3,3,4,3.4,b,2,c,1,b,2,b,2,b,2,9,90.0,-0.2567
3795,4.36,3,3,2,3,3,2.8,b,2,a,0,c,1,b,2,a,0,5,50.0,-1.3379
3796,2.66,1,2,3,1,3,2.0,b,2,a,0,a,0,c,1,a,0,3,30.0,-1.4769
3797,5.03,3,4,4,5,5,4.2,c,1,c,1,c,1,b,2,a,0,5,50.0,-0.2008
3798,6.14,4,2,4,3,4,3.4,a,0,a,0,b,2,b,2,a,0,4,40.0,-1.4341
3799,2.37,5,4,6,4,5,4.8,c,1,c,1,c,1,c,1,c,1,5,50.0,1.4359
3800,3.67,3,3,3,4,4,3.4,b,2,a,0,b,2,c,1,c,1,6,60.0,-0.47
3801,5.46,3,3,4,3,3,3.2,b,2,c,1,b,2,a,0,b,2,7,70.0,-1.3702
3802,2.96,3,4,4,4,5,4.0,b,2,b,2,c,1,b,2,b,2,9,90.0,0.408
3803,5.07,4,4,3,3,4,3.6,a,0,b,2,a,0,c,1,c,1,4,40.0,-0.815
3804,2.61,5,6,5,5,6,5.4,c,1,b,2,b,2,b,2,c,1,8,80.0,1.9458
3805,5.19,7,6,7,7,5,6.4,b,2,b,2,b,2,b,2,b,2,10,100.0,1.9367
3806,4.82,3,4,3,4,4,3.6,c,1,b,2,a,0,b,2,b,2,7,70.0,-0.7187
3807,2.34,2,3,1,2,3,2.2,a,0,a,0,b,2,c,1,c,1,4,40.0,-1.1515
3808,3.45,3,2,2,2,3,2.4,b,2,b,2,c,1,b,2,c,1,8,80.0,-1.3837
3809,4.74,6,5,5,5,6,5.4,c,1,c,1,a,0,c,1,c,1,4,40.0,1.1136
3810,4.44,4,3,2,3,3,3.0,b,2,b,2,c,1,c,1,c,1,7,70.0,-1.1723
3811,4.92,4,4,4,3,5,4.0,a,0,a,0,b,2,c,1,a,0,3,30.0,-0.3576
3812,1.89,3,3,6,4,4,4.0,b,2,b,2,b,2,c,1,b,2,9,90.0,0.8261
3813,3.94,2,3,3,4,3,3.0,c,1,b,2,b,2,a,0,a,0,5,50.0,-0.9735
3814,4.21,3,6,3,4,4,4.0,b,2,b,2,b,2,b,2,b,2,10,100.0,-0.0816
3815,4.54,5,4,5,6,5,5.0,b,2,b,2,b,2,b,2,b,2,10,100.0,0.7919
3816,3.76,2,3,4,2,2,2.6,b,2,b,2,b,2,c,1,a,0,7,70.0,-1.305
3817,5.45,4,4,6,5,4,4.6,b,2,a,0,b,2,b,2,a,0,6,60.0,0.0355
3818,2.52,3,3,4,4,4,3.6,c,1,a,0,b,2,b,2,a,0,5,50.0,0.1784
3819,5.9,5,4,4,4,6,4.6,b,2,c,1,a,0,b,2,b,2,7,70.0,-0.141
3820,5.65,4,5,5,5,6,5.0,b,2,b,2,c,1,b,2,b,2,9,90.0,0.3573
3821,5.01,4,4,5,5,5,4.6,b,2,b,2,c,1,b,2,b,2,9,90.0,0.2069
3822,3.09,5,3,3,4,5,4.0,b,2,a,0,c,1,b,2,a,0,5,50.0,0.3549
3823,4.53,4,3,3,3,4,3.4,a,0,a,0,a,0,c,1,a,0,1,10.0,-0.8053
3824,1.0,3,3,2,3,2,2.6,b,2,b,2,b,2,b,2,c,1,9,90.0,-0.2275
3825,3.26,5,5,5,5,6,5.2,b,2,a,0,a,0,a,0,c,1,3,30.0,1.4903
3826,3.38,4,3,4,4,3,3.6,a,0,b,2,a,0,b,2,b,2,6,60.0,-0.1555
3827,3.27,4,4,4,5,4,4.2,a,0,a,0,a,0,a,0,c,1,1,10.0,0.4857
3828,6.36,3,2,3,3,3,2.8,a,0,c,1,b,2,a,0,a,0,3,30.0,-2.1215
3829,5.24,4,5,5,5,5,4.8,b,2,b,2,b,2,b,2,b,2,10,100.0,0.3179
3830,3.59,3,4,4,4,3,3.6,a,0,a,0,a,0,a,0,a,0,0,0.0,-0.2368
3831,2.95,4,3,3,4,4,3.6,b,2,b,2,b,2,c,1,b,2,9,90.0,0.0107
3832,5.48,3,3,4,5,4,3.8,b,2,c,1,b,2,b,2,b,2,9,90.0,-0.7784
3833,3.52,3,4,3,4,4,3.6,b,2,b,2,b,2,b,2,b,2,10,100.0,-0.2116
3834,2.74,2,3,2,4,3,2.8,a,0,a,0,a,0,a,0,a,0,0,0.0,-0.7074
3835,4.6,2,4,3,4,3,3.2,c,1,a,0,c,1,b,2,a,0,4,40.0,-1.0333
3836,5.74,3,2,2,3,4,2.8,c,1,a,0,a,0,a,0,a,0,1,10.0,-1.88
3837,4.79,5,6,4,7,6,5.6,b,2,c,1,b,2,a,0,b,2,7,70.0,1.2923
3838,4.86,5,5,4,5,6,5.0,c,1,b,2,c,1,c,1,a,0,5,50.0,0.666
3839,2.96,3,2,4,2,3,2.8,a,0,a,0,a,0,a,0,a,0,0,0.0,-0.7919
3840,2.67,5,5,6,4,5,5.0,b,2,b,2,b,2,b,2,b,2,10,100.0,1.5194
3841,2.34,3,5,5,5,4,4.4,c,1,a,0,a,0,a,0,b,2,3,30.0,1.0507
3842,4.41,1,2,2,2,3,2.0,a,0,c,1,b,2,b,2,b,2,7,70.0,-2.1593
3843,4.58,5,4,6,4,5,4.8,b,2,c,1,b,2,b,2,a,0,7,70.0,0.5743
3844,1.48,3,3,4,3,4,3.4,a,0,a,0,b,2,a,0,a,0,2,20.0,0.3858
3845,2.21,3,4,3,3,5,3.6,a,0,a,0,a,0,a,0,a,0,0,0.0,0.3002
3846,4.57,4,5,6,4,5,4.8,b,2,b,2,b,2,b,2,b,2,10,100.0,0.5802
3847,3.65,4,4,4,5,5,4.4,b,2,b,2,b,2,b,2,b,2,10,100.0,0.538
3848,3.85,3,3,5,3,4,3.6,a,0,a,0,b,2,b,2,a,0,4,40.0,-0.3393
3849,5.03,4,2,4,4,4,3.6,a,0,a,0,c,1,c,1,b,2,4,40.0,-0.8
3850,2.4,3,5,4,4,5,4.2,c,1,c,1,b,2,a,0,b,2,6,60.0,0.825
3851,4.33,3,3,3,3,4,3.2,b,2,a,0,b,2,b,2,a,0,6,60.0,-0.9295
3852,4.26,4,4,5,4,5,4.4,c,1,b,2,b,2,b,2,c,1,8,80.0,0.2983
3853,5.05,3,4,4,4,4,3.8,a,0,b,2,a,0,b,2,b,2,6,60.0,-0.6089
3854,3.06,5,5,5,6,5,5.2,b,2,b,2,b,2,b,2,b,2,10,100.0,1.5665
3855,2.94,3,3,3,5,4,3.6,a,0,b,2,b,2,a,0,a,0,4,40.0,0.014
3856,3.02,4,4,5,4,5,4.4,a,0,b,2,b,2,b,2,b,2,8,80.0,0.7842
3857,3.58,4,4,4,5,6,4.6,b,2,c,1,c,1,a,0,a,0,4,40.0,0.7646
3858,6.05,5,4,5,5,5,4.8,a,0,b,2,c,1,b,2,c,1,6,60.0,0.0018
3859,4.06,3,5,4,5,6,4.6,b,2,c,1,b,2,a,0,b,2,7,70.0,0.5783
3860,4.44,4,4,4,4,6,4.4,a,0,b,2,b,2,a,0,a,0,4,40.0,0.2304
3861,3.21,3,4,4,4,2,3.4,b,2,a,0,c,1,c,1,c,1,5,50.0,-0.2917
3862,4.36,2,4,3,3,4,3.2,b,2,c,1,b,2,b,2,b,2,9,90.0,-0.9381
3863,4.71,4,3,4,4,4,3.8,a,0,a,0,b,2,a,0,a,0,2,20.0,-0.4753
3864,3.0,5,4,4,4,4,4.2,b,2,b,2,c,1,a,0,b,2,7,70.0,0.5924
3865,2.28,3,3,3,3,2,2.8,c,1,b,2,c,1,b,2,b,2,8,80.0,-0.5268
3866,3.49,4,4,4,4,5,4.2,b,2,b,2,a,0,a,0,a,0,4,40.0,0.4021
3867,5.05,4,6,5,4,4,4.6,b,2,b,2,c,1,b,2,a,0,7,70.0,0.1907
3868,4.44,2,2,1,3,2,2.0,b,2,b,2,a,0,c,1,b,2,7,70.0,-2.1714
3869,3.59,3,3,4,4,4,3.6,c,1,c,1,b,2,b,2,b,2,8,80.0,-0.2393
3870,2.65,3,3,2,3,3,2.8,c,1,a,0,b,2,a,0,c,1,4,40.0,-0.6711
3871,4.22,4,3,4,4,4,3.8,a,0,c,1,b,2,c,1,b,2,6,60.0,-0.2845
3872,5.22,4,5,5,6,5,5.0,b,2,b,2,a,0,b,2,b,2,8,80.0,0.523
3873,4.13,2,2,3,3,3,2.6,c,1,a,0,a,0,b,2,a,0,3,30.0,-1.4511
3874,2.28,3,3,4,2,4,3.2,c,1,c,1,c,1,a,0,b,2,5,50.0,-0.1284
3875,2.19,1,1,2,2,2,1.6,a,0,a,0,a,0,a,0,a,0,0,0.0,-1.6916
3876,4.83,5,5,6,5,6,5.4,a,0,b,2,b,2,c,1,c,1,6,60.0,1.0787
3877,4.74,4,5,5,5,5,4.8,c,1,b,2,c,1,a,0,c,1,5,50.0,0.5112
3878,2.34,3,3,3,2,2,2.6,b,2,a,0,b,2,b,2,a,0,6,60.0,-0.7488
3879,5.87,3,4,3,3,4,3.4,c,1,a,0,a,0,c,1,a,0,2,20.0,-1.329
3880,4.82,3,5,5,5,4,4.4,a,0,c,1,a,0,a,0,b,2,3,30.0,0.0825
3881,2.61,1,3,3,2,2,2.2,b,2,a,0,a,0,a,0,a,0,2,20.0,-1.2555
3882,4.28,6,5,6,6,6,5.8,b,2,b,2,b,2,a,0,b,2,8,80.0,1.6938
3883,3.84,3,3,4,4,4,3.6,c,1,b,2,b,2,b,2,b,2,9,90.0,-0.338
3884,5.0,5,4,4,4,4,4.2,b,2,b,2,c,1,b,2,a,0,7,70.0,-0.1904
3885,4.0,4,4,5,4,4,4.2,b,2,c,1,a,0,c,1,a,0,4,40.0,0.1998
3886,6.0,5,5,4,5,6,5.0,b,2,b,2,b,2,c,1,c,1,8,80.0,0.2203
3887,3.0,2,3,4,4,4,3.4,c,1,a,0,a,0,a,0,b,2,3,30.0,-0.2083
3888,4.1,2,3,3,4,3,3.0,b,2,a,0,b,2,b,2,a,0,6,60.0,-1.0361
3889,3.58,3,2,3,2,3,2.6,b,2,a,0,a,0,b,2,b,2,6,60.0,-1.2335
3890,4.71,3,4,6,4,5,4.4,b,2,b,2,b,2,b,2,b,2,10,100.0,0.1223
3891,5.78,3,4,5,4,3,3.8,b,2,a,0,a,0,a,0,a,0,2,20.0,-0.8952
3892,4.78,6,5,6,5,6,5.6,b,2,c,1,b,2,b,2,b,2,9,90.0,1.2953
3893,3.44,4,4,4,4,4,4.0,b,2,b,2,b,2,c,1,b,2,9,90.0,0.2209
3894,5.04,6,6,4,6,4,5.2,b,2,b,2,b,2,c,1,a,0,7,70.0,0.7947
3895,2.32,2,4,3,4,5,3.6,b,2,c,1,b,2,b,2,b,2,9,90.0,0.2569
3896,2.31,4,5,5,5,4,4.6,a,0,b,2,b,2,c,1,a,0,5,50.0,1.2613
3897,4.21,4,5,6,4,6,5.0,c,1,b,2,b,2,a,0,c,1,6,60.0,0.9196
3898,4.4,2,3,2,3,3,2.6,a,0,a,0,c,1,a,0,c,1,2,20.0,-1.5535
3899,3.85,4,3,4,3,4,3.6,c,1,a,0,a,0,a,0,c,1,2,20.0,-0.3392
3900,4.62,5,4,4,5,6,4.8,a,0,b,2,a,0,c,1,c,1,4,40.0,0.5595
3901,6.54,5,6,4,5,6,5.2,c,1,a,0,b,2,b,2,b,2,7,70.0,0.2093
3902,2.8,1,2,1,1,2,1.4,a,0,c,1,a,0,a,0,a,0,1,10.0,-2.1296
3903,4.85,3,2,3,4,3,3.0,c,1,c,1,a,0,c,1,a,0,3,30.0,-1.3307
3904,5.74,6,6,5,5,7,5.8,a,0,b,2,b,2,c,1,a,0,5,50.0,1.1224
3905,3.97,4,5,4,4,4,4.2,c,1,b,2,c,1,b,2,a,0,6,60.0,0.2148
3906,5.11,5,5,5,4,5,4.8,c,1,b,2,b,2,b,2,b,2,9,90.0,0.3693
3907,4.42,4,4,4,5,4,4.2,b,2,b,2,b,2,c,1,b,2,9,90.0,0.0373
3908,4.09,4,4,3,3,4,3.6,b,2,b,2,b,2,a,0,b,2,8,80.0,-0.4346
3909,3.95,5,4,5,5,6,5.0,b,2,b,2,b,2,b,2,c,1,9,90.0,1.022
3910,1.99,3,3,3,4,3,3.2,a,0,a,0,a,0,a,0,b,2,2,20.0,-0.0123
3911,1.76,4,4,3,4,4,3.8,a,0,a,0,b,2,a,0,a,0,2,20.0,0.6771
3912,5.84,3,4,4,3,4,3.6,a,0,c,1,b,2,b,2,c,1,6,60.0,-1.1188
3913,1.81,3,1,3,3,2,2.4,b,2,b,2,a,0,b,2,b,2,8,80.0,-0.7445
3914,4.98,4,5,4,5,5,4.6,a,0,b,2,b,2,a,0,b,2,6,60.0,0.2182
3915,5.64,3,2,2,2,3,2.4,c,1,c,1,b,2,b,2,b,2,8,80.0,-2.2395
3916,5.94,5,5,6,6,6,5.6,b,2,b,2,b,2,b,2,b,2,10,100.0,0.8429
3917,4.49,4,4,4,4,3,3.8,b,2,b,2,b,2,b,2,b,2,10,100.0,-0.3918
3918,3.83,3,3,2,5,5,3.6,b,2,c,1,b,2,b,2,c,1,8,80.0,-0.3323
3919,4.02,2,4,3,4,4,3.4,a,0,a,0,a,0,a,0,a,0,0,0.0,-0.6062
3920,4.75,4,4,4,4,4,4.0,a,0,b,2,c,1,b,2,b,2,7,70.0,-0.2926
3921,2.68,4,4,3,4,4,3.8,b,2,b,2,b,2,b,2,b,2,10,100.0,0.3183
3922,1.48,3,2,5,2,4,3.2,b,2,b,2,c,1,b,2,c,1,8,80.0,0.1862
3923,5.49,3,4,3,3,4,3.4,b,2,a,0,c,1,c,1,b,2,6,60.0,-1.1787
3924,4.36,3,2,3,4,4,3.2,a,0,b,2,b,2,a,0,c,1,5,50.0,-0.9374
3925,2.27,3,4,3,4,4,3.6,a,0,b,2,a,0,a,0,c,1,3,30.0,0.2762
3926,4.43,3,2,3,3,3,2.8,a,0,c,1,c,1,c,1,b,2,5,50.0,-1.368
3927,3.94,4,5,4,5,4,4.4,a,0,c,1,b,2,a,0,a,0,3,30.0,0.4254
3928,2.65,1,2,3,2,3,2.2,a,0,a,0,a,0,a,0,c,1,1,10.0,-1.2721
3929,3.18,3,5,3,3,4,3.6,c,1,b,2,c,1,c,1,b,2,7,70.0,-0.0784
3930,3.79,4,5,5,3,5,4.4,b,2,a,0,a,0,b,2,c,1,5,50.0,0.4842
3931,4.84,4,5,5,6,6,5.2,b,2,b,2,b,2,c,1,b,2,9,90.0,0.8742
3932,3.23,4,2,4,5,4,3.8,b,2,b,2,b,2,b,2,b,2,10,100.0,0.102
3933,4.05,4,4,4,3,4,3.8,a,0,a,0,a,0,a,0,a,0,0,0.0,-0.22
3934,4.95,4,4,4,4,2,3.6,a,0,b,2,b,2,c,1,b,2,7,70.0,-0.771
3935,4.21,5,6,6,5,6,5.6,b,2,a,0,b,2,c,1,b,2,7,70.0,1.5183
3936,1.97,4,4,3,4,4,3.8,b,2,b,2,b,2,a,0,b,2,8,80.0,0.5949
3937,5.07,4,6,5,5,5,5.0,b,2,b,2,b,2,b,2,c,1,9,90.0,0.5817
3938,3.71,3,5,3,4,3,3.6,b,2,b,2,b,2,b,2,c,1,9,90.0,-0.286
3939,5.15,4,4,4,4,6,4.4,a,0,b,2,b,2,b,2,b,2,8,80.0,-0.0479
3940,6.23,6,6,5,6,5,5.6,b,2,b,2,c,1,b,2,b,2,9,90.0,0.7308
3941,4.44,4,4,6,5,5,4.8,a,0,a,0,b,2,a,0,a,0,2,20.0,0.6285
3942,3.85,5,6,4,6,5,5.2,b,2,b,2,c,1,a,0,b,2,7,70.0,1.2609
3943,5.27,5,5,5,5,5,5.0,c,1,c,1,b,2,b,2,c,1,7,70.0,0.5057
3944,1.56,3,3,4,5,5,4.0,a,0,a,0,a,0,a,0,c,1,1,10.0,0.9554
3945,3.55,3,4,5,5,5,4.4,b,2,b,2,b,2,b,2,c,1,9,90.0,0.5782
3946,4.43,4,6,5,5,4,4.8,a,0,a,0,a,0,b,2,c,1,3,30.0,0.6329
3947,4.27,5,4,4,4,5,4.4,b,2,b,2,b,2,b,2,c,1,9,90.0,0.296
3948,3.68,2,3,3,3,4,3.0,a,0,c,1,b,2,a,0,c,1,4,40.0,-0.8733
3949,3.24,2,1,2,3,4,2.4,b,2,b,2,a,0,b,2,b,2,8,80.0,-1.3007
3950,5.19,4,5,5,6,5,5.0,a,0,b,2,b,2,b,2,b,2,8,80.0,0.5381
3951,3.69,3,3,5,3,4,3.6,a,0,b,2,b,2,b,2,c,1,7,70.0,-0.2785
3952,2.88,4,4,3,4,5,4.0,b,2,c,1,b,2,b,2,b,2,9,90.0,0.438
3953,5.66,4,5,7,6,6,5.6,c,1,a,0,c,1,c,1,b,2,5,50.0,0.9533
3954,5.04,5,4,5,6,5,5.0,a,0,b,2,b,2,b,2,a,0,6,60.0,0.5967
3955,4.87,3,4,3,4,3,3.4,b,2,a,0,a,0,b,2,b,2,6,60.0,-0.937
3956,3.36,3,2,2,4,2,2.6,c,1,a,0,c,1,b,2,b,2,6,60.0,-1.1488
3957,4.19,5,6,5,5,6,5.4,b,2,b,2,b,2,b,2,b,2,10,100.0,1.3283
3958,4.4,2,2,3,2,3,2.4,c,1,b,2,b,2,c,1,c,1,7,70.0,-1.754
3959,6.13,4,4,4,4,4,4.0,c,1,b,2,c,1,a,0,a,0,4,40.0,-0.8284
3960,5.33,4,4,3,6,3,4.0,c,1,b,2,b,2,b,2,b,2,9,90.0,-0.5174
3961,6.25,4,4,5,5,5,4.6,c,1,c,1,a,0,c,1,c,1,4,40.0,-0.278
3962,2.55,3,3,3,5,5,3.8,c,1,a,0,b,2,b,2,a,0,5,50.0,0.3668
3963,3.53,4,4,3,4,4,3.8,c,1,c,1,b,2,b,2,b,2,8,80.0,-0.0152
3964,5.11,5,5,4,4,4,4.4,b,2,c,1,a,0,c,1,b,2,6,60.0,-0.0303
3965,1.97,2,3,4,3,3,3.0,b,2,c,1,a,0,b,2,b,2,7,70.0,-0.2073
3966,4.47,3,2,4,3,4,3.2,c,1,b,2,b,2,b,2,b,2,9,90.0,-0.9837
3967,3.46,4,4,2,5,4,3.8,a,0,c,1,a,0,b,2,a,0,3,30.0,0.0113
3968,5.55,5,4,6,4,5,4.8,a,0,c,1,b,2,b,2,b,2,7,70.0,0.1969
3969,5.27,4,4,5,5,5,4.6,b,2,b,2,b,2,c,1,b,2,9,90.0,0.1073
3970,4.79,4,6,5,5,4,4.8,b,2,b,2,b,2,b,2,b,2,10,100.0,0.4913
3971,3.61,3,2,4,3,4,3.2,b,2,c,1,c,1,b,2,b,2,8,80.0,-0.6446
3972,3.07,3,3,5,4,4,3.8,b,2,b,2,b,2,a,0,c,1,7,70.0,0.1632
3973,6.28,3,2,3,3,4,3.0,b,2,b,2,c,1,b,2,c,1,8,80.0,-1.8887
3974,4.18,4,4,5,4,5,4.4,c,1,a,0,a,0,a,0,a,0,1,10.0,0.3319
3975,4.76,3,3,2,4,3,3.0,b,2,b,2,b,2,b,2,b,2,10,100.0,-1.2971
3976,4.65,3,4,4,4,3,3.6,a,0,b,2,b,2,a,0,c,1,5,50.0,-0.6531
3977,4.0,4,4,5,4,5,4.4,b,2,b,2,c,1,c,1,b,2,8,80.0,0.4015
3978,4.23,4,4,4,4,4,4.0,b,2,b,2,a,0,a,0,b,2,6,60.0,-0.0891
3979,4.14,3,4,4,3,4,3.6,c,1,a,0,a,0,a,0,c,1,2,20.0,-0.4543
3980,6.96,5,5,5,6,6,5.4,b,2,b,2,b,2,b,2,b,2,10,100.0,0.2461
3981,4.57,3,3,4,2,5,3.4,b,2,b,2,b,2,c,1,b,2,9,90.0,-0.8222
