date,site_name,flared_mscf
2025-04-15,Brass,111917
2025-04-15,Ebocha,51156
2025-04-15,Ughelli,54052
2025-04-15,Ogbogu,63467
2025-04-15,Utorogu,16910
2025-04-15,Agbada,76020
2025-04-15,Nembe,129894
2025-04-15,Obite,66501
2025-04-15,Soku,98449
2025-04-15,Bonga Offshore,43380
2025-04-15,Akpo Offshore,4123
2025-04-15,Egina Offshore,55009
2025-04-16,Escravos,70099
2025-04-16,Forcados,10683
2025-04-16,Bonny,114712
2025-04-16,Brass,115502
2025-04-16,Ebocha,40776
2025-04-16,Ughelli,46665
2025-04-16,Ogbogu,53055
2025-04-16,Utorogu,17281
2025-04-16,Agbada,94324
2025-04-16,Nembe,131627
2025-04-16,Obite,74795
2025-04-16,Soku,87944
2025-04-16,Bonga Offshore,43595
2025-04-16,Akpo Offshore,5723
2025-04-16,Egina Offshore,55780
2025-04-17,Escravos,72828
2025-04-17,Forcados,11375
2025-04-17,Bonny,103235
2025-04-17,Brass,136009
2025-04-17,Ebocha,34705
2025-04-17,Ughelli,43305
2025-04-17,Ogbogu,61667
2025-04-17,Utorogu,12598
2025-04-17,Agbada,86430
2025-04-17,Nembe,115031
2025-04-17,Obite,81651
2025-04-17,Soku,80714
2025-04-17,Bonga Offshore,53771
2025-04-17,Akpo Offshore,7022
2025-04-17,Egina Offshore,47645
2025-04-18,Escravos,74057
2025-04-18,Forcados,10739
2025-04-18,Bonny,124809
2025-04-18,Brass,114424
2025-04-18,Ebocha,49941
2025-04-18,Ughelli,42437
2025-04-18,Ogbogu,60861
2025-04-18,Utorogu,12937
2025-04-18,Agbada,68437
2025-04-18,Nembe,115728
2025-04-18,Obite,86334
2025-04-18,Soku,78726
2025-04-18,Bonga Offshore,33057
2025-04-18,Akpo Offshore,6461
2025-04-18,Egina Offshore,48761
2025-04-19,Escravos,80455
2025-04-19,Forcados,9720
2025-04-19,Bonny,106841
2025-04-19,Brass,95664
2025-04-19,Ebocha,46639
2025-04-19,Ughelli,46587
2025-04-19,Ogbogu,56877
2025-04-19,Utorogu,17107
2025-04-19,Agbada,83876
2025-04-19,Nembe,74621
2025-04-19,Obite,71466
2025-04-19,Soku,86502
2025-04-19,Bonga Offshore,45860
2025-04-19,Akpo Offshore,6474
2025-04-19,Egina Offshore,43543
2025-04-20,Escravos,86053
2025-04-20,Forcados,7125
2025-04-20,Bonny,125906
2025-04-20,Brass,115311
2025-04-20,Ebocha,51015
2025-04-20,Ughelli,47157
2025-04-20,Ogbogu,70423
2025-04-20,Utorogu,17975
2025-04-20,Agbada,91736
2025-04-20,Nembe,92193
2025-04-20,Obite,63495
2025-04-20,Soku,77984
2025-04-20,Bonga Offshore,42493
2025-04-20,Akpo Offshore,5963
2025-04-20,Egina Offshore,58115
2025-04-21,Escravos,94042
2025-04-21,Forcados,11011
2025-04-21,Bonny,117458
2025-04-21,Brass,114350
2025-04-21,Ebocha,48808
2025-04-21,Ughelli,40526
2025-04-21,Ogbogu,67053
2025-04-21,Utorogu,14597
2025-04-21,Agbada,72723
2025-04-21,Nembe,141323
2025-04-21,Obite,75625
2025-04-21,Soku,74623
2025-04-21,Bonga Offshore,42240
2025-04-21,Akpo Offshore,5539
2025-04-21,Egina Offshore,52468
2025-04-22,Escravos,90145
2025-04-22,Forcados,9765
2025-04-22,Bonny,125715
2025-04-22,Brass,150076
2025-04-22,Ebocha,43236
2025-04-22,Ughelli,38812
2025-04-22,Ogbogu,57466
2025-04-22,Utorogu,17043
2025-04-22,Agbada,98814
2025-04-22,Nembe,120349
2025-04-22,Obite,75437
2025-04-22,Soku,62990
2025-04-22,Bonga Offshore,43761
2025-04-22,Akpo Offshore,6092
2025-04-22,Egina Offshore,51985
2025-04-23,Escravos,88960
2025-04-23,Forcados,11394
2025-04-23,Bonny,110727
2025-04-23,Brass,102254
2025-04-23,Ebocha,44334
2025-04-23,Ughelli,42843
2025-04-23,Ogbogu,67573
2025-04-23,Utorogu,18166
2025-04-23,Agbada,71093
2025-04-23,Nembe,122797
2025-04-23,Obite,84030
2025-04-23,Soku,69870
2025-04-23,Bonga Offshore,45441
2025-04-23,Akpo Offshore,5861
2025-04-23,Egina Offshore,53741
2025-04-24,Escravos,93805
2025-04-24,Forcados,11643
2025-04-24,Bonny,144481
2025-04-24,Brass,93379
2025-04-24,Ebocha,44476
2025-04-24,Ughelli,36950
2025-04-24,Ogbogu,57301
2025-04-24,Utorogu,15549
2025-04-24,Agbada,80458
2025-04-24,Nembe,107982
2025-04-24,Obite,71812
2025-04-24,Soku,79084
2025-04-24,Bonga Offshore,47257
2025-04-24,Akpo Offshore,5348
2025-04-24,Egina Offshore,46590
2025-04-25,Escravos,76163
2025-04-25,Forcados,9922
2025-04-25,Bonny,120321
2025-04-25,Brass,129744
2025-04-25,Ebocha,44530
2025-04-25,Ughelli,42844
2025-04-25,Ogbogu,53032
2025-04-25,Utorogu,17508
2025-04-25,Agbada,77764
2025-04-25,Nembe,108184
2025-04-25,Obite,78251
2025-04-25,Soku,78168
2025-04-25,Bonga Offshore,54079
2025-04-25,Akpo Offshore,6100
2025-04-25,Egina Offshore,54814
2025-04-26,Escravos,74663
2025-04-26,Forcados,11209
2025-04-26,Bonny,143326
2025-04-26,Brass,126830
2025-04-26,Ebocha,41594
2025-04-26,Ughelli,55848
2025-04-26,Ogbogu,47531
2025-04-26,Utorogu,17889
2025-04-26,Agbada,83955
2025-04-26,Nembe,139833
2025-04-26,Obite,64170
2025-04-26,Soku,84130
2025-04-26,Bonga Offshore,44009
2025-04-26,Akpo Offshore,6552
2025-04-26,Egina Offshore,54966
2025-04-27,Escravos,78071
2025-04-27,Forcados,7895
2025-04-27,Bonny,130831
2025-04-27,Brass,96349
2025-04-27,Ebocha,43239
2025-04-27,Ughelli,45105
2025-04-27,Ogbogu,72096
2025-04-27,Utorogu,15460
2025-04-27,Agbada,75244
2025-04-27,Nembe,125084
2025-04-27,Obite,66095
2025-04-27,Soku,78880
2025-04-27,Bonga Offshore,42786
2025-04-27,Akpo Offshore,6950
2025-04-27,Egina Offshore,50647
2025-04-28,Escravos,72866
2025-04-28,Forcados,11747
2025-04-28,Bonny,108674
2025-04-28,Brass,124512
2025-04-28,Ebocha,51008
2025-04-28,Ughelli,45931
2025-04-28,Ogbogu,53567
2025-04-28,Utorogu,17227
2025-04-28,Agbada,81332
2025-04-28,Nembe,91738
2025-04-28,Obite,73522
2025-04-28,Soku,75846
2025-04-28,Bonga Offshore,45715
2025-04-28,Akpo Offshore,6823
2025-04-28,Egina Offshore,48449
2025-04-29,Escravos,78308
2025-04-29,Forcados,7879
2025-04-29,Bonny,114421
2025-04-29,Brass,121616
2025-04-29,Ebocha,48618
2025-04-29,Ughelli,41944
2025-04-29,Ogbogu,50092
2025-04-29,Utorogu,20383
2025-04-29,Agbada,92829
2025-04-29,Nembe,115856
2025-04-29,Obite,65765
2025-04-29,Soku,81950
2025-04-29,Bonga Offshore,44472
2025-04-29,Akpo Offshore,5488
2025-04-29,Egina Offshore,60750
2025-04-30,Escravos,68409
2025-04-30,Forcados,11997
2025-04-30,Bonny,122748
2025-04-30,Brass,131507
2025-04-30,Ebocha,47358
2025-04-30,Ughelli,42927
2025-04-30,Ogbogu,59218
2025-04-30,Utorogu,17847
2025-04-30,Agbada,103108
2025-04-30,Nembe,121427
2025-04-30,Obite,82593
2025-04-30,Soku,80182
2025-04-30,Bonga Offshore,45106
2025-04-30,Akpo Offshore,5613
2025-04-30,Egina Offshore,60386
2025-05-01,Escravos,80156
2025-05-01,Forcados,10661
2025-05-01,Bonny,134585
2025-05-01,Brass,112775
2025-05-01,Ebocha,53349
2025-05-01,Ughelli,43039
2025-05-01,Ogbogu,65444
2025-05-01,Utorogu,16141
2025-05-01,Agbada,78271
2025-05-01,Nembe,100757
2025-05-01,Obite,85243
2025-05-01,Soku,86161
2025-05-01,Bonga Offshore,54310
2025-05-01,Akpo Offshore,7430
2025-05-01,Egina Offshore,43921
2025-05-02,Escravos,70647
2025-05-02,Forcados,9797
2025-05-02,Bonny,119439
2025-05-02,Brass,121105
2025-05-02,Ebocha,37820
2025-05-02,Ughelli,46861
2025-05-02,Ogbogu,64066
2025-05-02,Utorogu,21686
2025-05-02,Agbada,97021
2025-05-02,Nembe,109850
2025-05-02,Obite,74008
2025-05-02,Soku,66617
2025-05-02,Bonga Offshore,51630
2025-05-02,Akpo Offshore,6518
2025-05-02,Egina Offshore,65484
2025-05-03,Escravos,80602
2025-05-03,Forcados,10737
2025-05-03,Bonny,128732
2025-05-03,Brass,92411
2025-05-03,Ebocha,54819
2025-05-03,Ughelli,50235
2025-05-03,Ogbogu,52051
2025-05-03,Utorogu,17614
2025-05-03,Agbada,82974
2025-05-03,Nembe,126242
2025-05-03,Obite,86229
2025-05-03,Soku,76809
2025-05-03,Bonga Offshore,48386
2025-05-03,Akpo Offshore,5980
2025-05-03,Egina Offshore,56378
2025-05-04,Escravos,70239
2025-05-04,Forcados,8931
2025-05-04,Bonny,110183
2025-05-04,Brass,128785
2025-05-04,Ebocha,41693
2025-05-04,Ughelli,50504
2025-05-04,Ogbogu,59192
2025-05-04,Utorogu,18143
2025-05-04,Agbada,87026
2025-05-04,Nembe,102824
2025-05-04,Obite,93834
2025-05-04,Soku,75167
2025-05-04,Bonga Offshore,49408
2025-05-04,Akpo Offshore,6466
2025-05-04,Egina Offshore,47833
2025-05-05,Escravos,88441
2025-05-05,Forcados,9439
2025-05-05,Bonny,118371
2025-05-05,Brass,131356
2025-05-05,Ebocha,41710
2025-05-05,Ughelli,42235
2025-05-05,Ogbogu,61853
2025-05-05,Utorogu,21061
2025-05-05,Agbada,77219
2025-05-05,Nembe,112419
2025-05-05,Obite,67020
2025-05-05,Soku,59431
2025-05-05,Bonga Offshore,52991
2025-05-05,Akpo Offshore,6585
2025-05-05,Egina Offshore,54116
2025-05-06,Escravos,87057
2025-05-06,Forcados,10159
2025-05-06,Bonny,124850
2025-05-06,Brass,110552
2025-05-06,Ebocha,47415
2025-05-06,Ughelli,49949
2025-05-06,Ogbogu,56203
2025-05-06,Utorogu,18517
2025-05-06,Agbada,104033
2025-05-06,Nembe,107121
2025-05-06,Obite,62815
2025-05-06,Soku,88051
2025-05-06,Bonga Offshore,54096
2025-05-06,Akpo Offshore,5597
2025-05-06,Egina Offshore,53710
2025-05-07,Escravos,85554
2025-05-07,Forcados,8970
2025-05-07,Bonny,93953
2025-05-07,Brass,130106
2025-05-07,Ebocha,36549
2025-05-07,Ughelli,36777
2025-05-07,Ogbogu,62804
2025-05-07,Utorogu,16630
2025-05-07,Agbada,77275
2025-05-07,Nembe,139819
2025-05-07,Obite,77443
2025-05-07,Soku,68721
2025-05-07,Bonga Offshore,37475
2025-05-07,Akpo Offshore,7006
2025-05-07,Egina Offshore,55551
2025-05-08,Escravos,90190
2025-05-08,Forcados,11117
2025-05-08,Bonny,122477
2025-05-08,Brass,108235
2025-05-08,Ebocha,46788
2025-05-08,Ughelli,34444
2025-05-08,Ogbogu,59023
2025-05-08,Utorogu,14312
2025-05-08,Agbada,68991
2025-05-08,Nembe,116555
2025-05-08,Obite,86107
2025-05-08,Soku,78490
2025-05-08,Bonga Offshore,48670
2025-05-08,Akpo Offshore,6444
2025-05-08,Egina Offshore,51399
2025-05-09,Escravos,104239
2025-05-09,Forcados,10257
2025-05-09,Bonny,114486
2025-05-09,Brass,122922
2025-05-09,Ebocha,55079
2025-05-09,Ughelli,41855
2025-05-09,Ogbogu,68785
2025-05-09,Utorogu,16186
2025-05-09,Agbada,90438
2025-05-09,Nembe,114383
2025-05-09,Obite,74727
2025-05-09,Soku,77044
2025-05-09,Bonga Offshore,53457
2025-05-09,Akpo Offshore,6123
2025-05-09,Egina Offshore,56312
2025-05-10,Escravos,44475
2025-05-10,Forcados,10451
2025-05-10,Bonny,146143
2025-05-10,Brass,118277
2025-05-10,Ebocha,50171
2025-05-10,Ughelli,45203
2025-05-10,Ogbogu,52472
2025-05-10,Utorogu,13982
2025-05-10,Agbada,69386
2025-05-10,Nembe,106410
2025-05-10,Obite,83850
2025-05-10,Soku,76659
2025-05-10,Bonga Offshore,45357
2025-05-10,Akpo Offshore,6207
2025-05-10,Egina Offshore,54810
2025-05-11,Escravos,69066
2025-05-11,Forcados,11409
2025-05-11,Bonny,128108
2025-05-11,Brass,127587
2025-05-11,Ebocha,46396
2025-05-11,Ughelli,39412
2025-05-11,Ogbogu,50355
2025-05-11,Utorogu,14180
2025-05-11,Agbada,61068
2025-05-11,Nembe,127166
2025-05-11,Obite,69319
2025-05-11,Soku,65098
2025-05-11,Bonga Offshore,52251
2025-05-11,Akpo Offshore,6749
2025-05-11,Egina Offshore,66095
2025-05-12,Escravos,95623
2025-05-12,Forcados,11724
2025-05-12,Bonny,127727
2025-05-12,Brass,96852
2025-05-12,Ebocha,39232
2025-05-12,Ughelli,46850
2025-05-12,Ogbogu,51861
2025-05-12,Utorogu,19278
2025-05-12,Agbada,70827
2025-05-12,Nembe,120961
2025-05-12,Obite,80295
2025-05-12,Soku,65915
2025-05-12,Bonga Offshore,53194
2025-05-12,Akpo Offshore,7482
2025-05-12,Egina Offshore,49405
2025-05-13,Escravos,63413
2025-05-13,Forcados,8522
2025-05-13,Bonny,130013
2025-05-13,Brass,118308
2025-05-13,Ebocha,45894
2025-05-13,Ughelli,50060
2025-05-13,Ogbogu,65009
2025-05-13,Utorogu,17716
2025-05-13,Agbada,81435
2025-05-13,Nembe,111142
2025-05-13,Obite,85291
2025-05-13,Soku,86106
2025-05-13,Bonga Offshore,40868
2025-05-13,Akpo Offshore,6704
2025-05-13,Egina Offshore,56242
2025-05-14,Escravos,83019
2025-05-14,Forcados,10931
2025-05-14,Bonny,147786
2025-05-14,Brass,117338
2025-05-14,Ebocha,44900
2025-05-14,Ughelli,43033
2025-05-14,Ogbogu,56309
2025-05-14,Utorogu,17176
2025-05-14,Agbada,94621
2025-05-14,Nembe,87355
2025-05-14,Obite,62102
2025-05-14,Soku,83347
2025-05-14,Bonga Offshore,42421
2025-05-14,Akpo Offshore,5531
2025-05-14,Egina Offshore,48568
2025-05-15,Escravos,72069
2025-05-15,Forcados,7317
2025-05-15,Bonny,135158
2025-05-15,Brass,104880
2025-05-15,Ebocha,45909
2025-05-15,Ughelli,35575
2025-05-15,Ogbogu,60440
2025-05-15,Utorogu,13183
2025-05-15,Agbada,71866
2025-05-15,Nembe,127927
2025-05-15,Obite,80615
2025-05-15,Soku,84184
2025-05-15,Bonga Offshore,47376
2025-05-15,Akpo Offshore,6101
2025-05-15,Egina Offshore,48781
2025-05-16,Escravos,96670
2025-05-16,Forcados,12989
2025-05-16,Bonny,129344
2025-05-16,Brass,92106
2025-05-16,Ebocha,42973
2025-05-16,Ughelli,35573
2025-05-16,Ogbogu,59918
2025-05-16,Utorogu,17435
2025-05-16,Agbada,79453
2025-05-16,Nembe,111423
2025-05-16,Obite,87078
2025-05-16,Soku,84445
2025-05-16,Bonga Offshore,46710
2025-05-16,Akpo Offshore,6979
2025-05-16,Egina Offshore,57606
2025-05-17,Escravos,72187
2025-05-17,Forcados,10636
2025-05-17,Bonny,122489
2025-05-17,Brass,113647
2025-05-17,Ebocha,39045
2025-05-17,Ughelli,47388
2025-05-17,Ogbogu,60854
2025-05-17,Utorogu,18435
2025-05-17,Agbada,96827
2025-05-17,Nembe,107030
2025-05-17,Obite,55741
2025-05-17,Soku,100516
2025-05-17,Bonga Offshore,51431
2025-05-17,Akpo Offshore,5613
2025-05-17,Egina Offshore,50568
2025-05-18,Escravos,86566
2025-05-18,Forcados,8368
2025-05-18,Bonny,132141
2025-05-18,Brass,117186
2025-05-18,Ebocha,37277
2025-05-18,Ughelli,44651
2025-05-18,Ogbogu,65515
2025-05-18,Utorogu,13921
2025-05-18,Agbada,98432
2025-05-18,Nembe,147809
2025-05-18,Obite,79332
2025-05-18,Soku,89496
2025-05-18,Bonga Offshore,40550
2025-05-18,Akpo Offshore,6048
2025-05-18,Egina Offshore,48741
2025-05-19,Escravos,96865
2025-05-19,Forcados,11134
2025-05-19,Bonny,144296
2025-05-19,Brass,115909
2025-05-19,Ebocha,34661
2025-05-19,Ughelli,43283
2025-05-19,Ogbogu,49699
2025-05-19,Utorogu,14984
2025-05-19,Agbada,77781
2025-05-19,Nembe,100923
2025-05-19,Obite,84954
2025-05-19,Soku,73300
2025-05-19,Bonga Offshore,45498
2025-05-19,Akpo Offshore,7232
2025-05-19,Egina Offshore,51534
2025-05-20,Escravos,80526
2025-05-20,Forcados,11823
2025-05-20,Bonny,141263
2025-05-20,Brass,120639
2025-05-20,Ebocha,42429
2025-05-20,Ughelli,41352
2025-05-20,Ogbogu,56214
2025-05-20,Utorogu,16128
2025-05-20,Agbada,72349
2025-05-20,Nembe,113576
2025-05-20,Obite,58143
2025-05-20,Soku,73268
2025-05-20,Bonga Offshore,48894
2025-05-20,Akpo Offshore,5472
2025-05-20,Egina Offshore,50897
2025-05-21,Escravos,85787
2025-05-21,Forcados,11390
2025-05-21,Bonny,118387
2025-05-21,Brass,105055
2025-05-21,Ebocha,43675
2025-05-21,Ughelli,49608
2025-05-21,Ogbogu,50595
2025-05-21,Utorogu,14664
2025-05-21,Agbada,90814
2025-05-21,Nembe,113138
2025-05-21,Obite,79261
2025-05-21,Soku,70555
2025-05-21,Bonga Offshore,40828
2025-05-21,Akpo Offshore,6585
2025-05-21,Egina Offshore,58639
2025-05-22,Escravos,67257
2025-05-22,Forcados,8680
2025-05-22,Bonny,120915
2025-05-22,Brass,130430
2025-05-22,Ebocha,32641
2025-05-22,Ughelli,34351
2025-05-22,Ogbogu,60082
2025-05-22,Utorogu,19608
2025-05-22,Agbada,82586
2025-05-22,Nembe,110805
2025-05-22,Obite,71099
2025-05-22,Soku,86098
2025-05-22,Bonga Offshore,48707
2025-05-22,Akpo Offshore,7102
2025-05-22,Egina Offshore,51697
2025-05-23,Escravos,55984
2025-05-23,Forcados,7973
2025-05-23,Bonny,140949
2025-05-23,Brass,113187
2025-05-23,Ebocha,49954
2025-05-23,Ughelli,35636
2025-05-23,Ogbogu,64369
2025-05-23,Utorogu,12470
2025-05-23,Agbada,91611
2025-05-23,Nembe,104565
2025-05-23,Obite,66592
2025-05-23,Soku,75123
2025-05-23,Bonga Offshore,51342
2025-05-23,Akpo Offshore,5778
2025-05-23,Egina Offshore,52731
2025-05-24,Escravos,75103
2025-05-24,Forcados,7228
2025-05-24,Bonny,125078
2025-05-24,Brass,102221
2025-05-24,Ebocha,39293
2025-05-24,Ughelli,51973
2025-05-24,Ogbogu,69705
2025-05-24,Utorogu,15595
2025-05-24,Agbada,86284
2025-05-24,Nembe,122424
2025-05-24,Obite,73542
2025-05-24,Soku,67255
2025-05-24,Bonga Offshore,43021
2025-05-24,Akpo Offshore,6495
2025-05-24,Egina Offshore,44028
2025-05-25,Escravos,85742
2025-05-25,Forcados,8837
2025-05-25,Bonny,136622
2025-05-25,Brass,128137
2025-05-25,Ebocha,47342
2025-05-25,Ughelli,49012
2025-05-25,Ogbogu,57739
2025-05-25,Utorogu,14051
2025-05-25,Agbada,90350
2025-05-25,Nembe,115870
2025-05-25,Obite,68903
2025-05-25,Soku,71086
2025-05-25,Bonga Offshore,55481
2025-05-25,Akpo Offshore,5057
2025-05-25,Egina Offshore,61528
2025-05-26,Escravos,88683
2025-05-26,Forcados,10507
2025-05-26,Bonny,121974
2025-05-26,Brass,112588
2025-05-26,Ebocha,49555
2025-05-26,Ughelli,44095
2025-05-26,Ogbogu,52535
2025-05-26,Utorogu,15144
2025-05-26,Agbada,90944
2025-05-26,Nembe,102421
2025-05-26,Obite,60748
2025-05-26,Soku,86172
2025-05-26,Bonga Offshore,47453
2025-05-26,Akpo Offshore,5299
2025-05-26,Egina Offshore,44173
2025-05-27,Escravos,75005
2025-05-27,Forcados,7785
2025-05-27,Bonny,122624
2025-05-27,Brass,112766
2025-05-27,Ebocha,41672
2025-05-27,Ughelli,44824
2025-05-27,Ogbogu,62189
2025-05-27,Utorogu,18429
2025-05-27,Agbada,67153
2025-05-27,Nembe,104717
2025-05-27,Obite,81353
2025-05-27,Soku,81403
2025-05-27,Bonga Offshore,35304
2025-05-27,Akpo Offshore,5985
2025-05-27,Egina Offshore,60931
2025-05-28,Escravos,76155
2025-05-28,Forcados,11030
2025-05-28,Bonny,131046
2025-05-28,Brass,116244
2025-05-28,Ebocha,38597
2025-05-28,Ughelli,37665
2025-05-28,Ogbogu,45375
2025-05-28,Utorogu,15515
2025-05-28,Agbada,72779
2025-05-28,Nembe,84669
2025-05-28,Obite,70426
2025-05-28,Soku,61711
2025-05-28,Bonga Offshore,47563
2025-05-28,Akpo Offshore,6738
2025-05-28,Egina Offshore,44766
2025-05-29,Escravos,92274
2025-05-29,Forcados,7242
2025-05-29,Bonny,112525
2025-05-29,Brass,118445
2025-05-29,Ebocha,37252
2025-05-29,Ughelli,41188
2025-05-29,Ogbogu,67988
2025-05-29,Utorogu,16106
2025-05-29,Agbada,81886
2025-05-29,Nembe,116491
2025-05-29,Obite,83726
2025-05-29,Soku,65116
2025-05-29,Bonga Offshore,40160
2025-05-29,Akpo Offshore,5593
2025-05-29,Egina Offshore,63400
2025-05-30,Escravos,82685
2025-05-30,Forcados,10801
2025-05-30,Bonny,122932
2025-05-30,Brass,130697
2025-05-30,Ebocha,46327
2025-05-30,Ughelli,39276
2025-05-30,Ogbogu,56120
2025-05-30,Utorogu,14599
2025-05-30,Agbada,76665
2025-05-30,Nembe,106064
2025-05-30,Obite,55556
2025-05-30,Soku,87728
2025-05-30,Bonga Offshore,41906
2025-05-30,Akpo Offshore,5899
2025-05-30,Egina Offshore,51044
2025-05-31,Escravos,90986
2025-05-31,Forcados,8799
2025-05-31,Bonny,117884
2025-05-31,Brass,113747
2025-05-31,Ebocha,42771
2025-05-31,Ughelli,53014
2025-05-31,Ogbogu,53119
2025-05-31,Utorogu,17113
2025-05-31,Agbada,102134
2025-05-31,Nembe,124782
2025-05-31,Obite,64133
2025-05-31,Soku,59704
2025-05-31,Bonga Offshore,39490
2025-05-31,Akpo Offshore,6855
2025-05-31,Egina Offshore,46486
2025-06-01,Escravos,93235
2025-06-01,Forcados,9665
2025-06-01,Bonny,149160
2025-06-01,Brass,112022
2025-06-01,Ebocha,51924
2025-06-01,Ughelli,41402
2025-06-01,Ogbogu,49715
2025-06-01,Utorogu,19212
2025-06-01,Agbada,95247
2025-06-01,Nembe,109165
2025-06-01,Obite,71210
2025-06-01,Soku,87755
2025-06-01,Bonga Offshore,40219
2025-06-01,Akpo Offshore,5217
2025-06-01,Egina Offshore,57616
2025-06-02,Escravos,90543
2025-06-02,Forcados,8621
2025-06-02,Bonny,126492
2025-06-02,Brass,122867
2025-06-02,Ebocha,44895
2025-06-02,Ughelli,46558
2025-06-02,Ogbogu,69455
2025-06-02,Utorogu,17378
2025-06-02,Agbada,86029
2025-06-02,Nembe,96332
2025-06-02,Obite,71288
2025-06-02,Soku,99129
2025-06-02,Bonga Offshore,45519
2025-06-02,Akpo Offshore,5491
2025-06-02,Egina Offshore,49064
2025-06-03,Escravos,80676
2025-06-03,Forcados,11049
2025-06-03,Bonny,133387
2025-06-03,Brass,120865
2025-06-03,Ebocha,48570
2025-06-03,Ughelli,38345
2025-06-03,Ogbogu,55770
2025-06-03,Utorogu,15722
2025-06-03,Agbada,84807
2025-06-03,Nembe,115201
2025-06-03,Obite,65402
2025-06-03,Soku,70328
2025-06-03,Bonga Offshore,46609
2025-06-03,Akpo Offshore,6083
2025-06-03,Egina Offshore,43764
2025-06-04,Escravos,76091
2025-06-04,Forcados,10793
2025-06-04,Bonny,119737
2025-06-04,Brass,122364
2025-06-04,Ebocha,43698
2025-06-04,Ughelli,46375
2025-06-04,Ogbogu,50515
2025-06-04,Utorogu,14782
2025-06-04,Agbada,91301
2025-06-04,Nembe,106936
2025-06-04,Obite,55316
2025-06-04,Soku,68854
2025-06-04,Bonga Offshore,53704
2025-06-04,Akpo Offshore,7085
2025-06-04,Egina Offshore,61512
2025-06-05,Escravos,98159
2025-06-05,Forcados,9247
2025-06-05,Bonny,137284
2025-06-05,Brass,131205
2025-06-05,Ebocha,48660
2025-06-05,Ughelli,48365
2025-06-05,Ogbogu,49956
2025-06-05,Utorogu,15124
2025-06-05,Agbada,85028
2025-06-05,Nembe,93251
2025-06-05,Obite,78122
2025-06-05,Soku,73316
2025-06-05,Bonga Offshore,43467
2025-06-05,Akpo Offshore,6821
2025-06-05,Egina Offshore,51750
2025-06-06,Escravos,73814
2025-06-06,Forcados,9498
2025-06-06,Bonny,127729
2025-06-06,Brass,109141
2025-06-06,Ebocha,49613
2025-06-06,Ughelli,33127
2025-06-06,Ogbogu,54546
2025-06-06,Utorogu,17281
2025-06-06,Agbada,71225
2025-06-06,Nembe,116142
2025-06-06,Obite,47641
2025-06-06,Soku,76025
2025-06-06,Bonga Offshore,50030
2025-06-06,Akpo Offshore,5269
2025-06-06,Egina Offshore,45033
2025-06-07,Escravos,81143
2025-06-07,Forcados,10369
2025-06-07,Bonny,113776
2025-06-07,Brass,123752
2025-06-07,Ebocha,49799
2025-06-07,Ughelli,43200
2025-06-07,Ogbogu,54673
2025-06-07,Utorogu,13572
2025-06-07,Agbada,78935
2025-06-07,Nembe,110721
2025-06-07,Obite,70907
2025-06-07,Soku,84486
2025-06-07,Bonga Offshore,50453
2025-06-07,Akpo Offshore,4556
2025-06-07,Egina Offshore,46795
2025-06-08,Escravos,84287
2025-06-08,Forcados,10468
2025-06-08,Bonny,141431
2025-06-08,Brass,110657
2025-06-08,Ebocha,42441
2025-06-08,Ughelli,40349
2025-06-08,Ogbogu,55953
2025-06-08,Utorogu,17264
2025-06-08,Agbada,72595
2025-06-08,Nembe,110347
2025-06-08,Obite,71717
2025-06-08,Soku,95954
2025-06-08,Bonga Offshore,40445
2025-06-08,Akpo Offshore,5658
2025-06-08,Egina Offshore,57603
2025-06-09,Escravos,69929
2025-06-09,Forcados,10775
2025-06-09,Bonny,106964
2025-06-09,Brass,120259
2025-06-09,Ebocha,45117
2025-06-09,Ughelli,38233
2025-06-09,Ogbogu,51979
2025-06-09,Utorogu,14760
2025-06-09,Agbada,96519
2025-06-09,Nembe,103455
2025-06-09,Obite,66472
2025-06-09,Soku,77818
2025-06-09,Bonga Offshore,34509
2025-06-09,Akpo Offshore,5090
2025-06-09,Egina Offshore,45031
2025-06-10,Escravos,67483
2025-06-10,Forcados,8125
2025-06-10,Bonny,130565
2025-06-10,Brass,125455
2025-06-10,Ebocha,42984
2025-06-10,Ughelli,43022
2025-06-10,Ogbogu,47698
2025-06-10,Utorogu,14521
2025-06-10,Agbada,69810
2025-06-10,Nembe,93643
2025-06-10,Obite,74632
2025-06-10,Soku,81669
2025-06-10,Bonga Offshore,53915
2025-06-10,Akpo Offshore,5875
2025-06-10,Egina Offshore,49051
2025-06-11,Escravos,75910
2025-06-11,Forcados,11014
2025-06-11,Bonny,111031
2025-06-11,Brass,124889
2025-06-11,Ebocha,43288
2025-06-11,Ughelli,45540
2025-06-11,Ogbogu,58075
2025-06-11,Utorogu,15192
2025-06-11,Agbada,70640
2025-06-11,Nembe,115391
2025-06-11,Obite,63951
2025-06-11,Soku,80263
2025-06-11,Bonga Offshore,45621
2025-06-11,Akpo Offshore,5257
2025-06-11,Egina Offshore,45265
2025-06-12,Escravos,66948
2025-06-12,Forcados,11647
2025-06-12,Bonny,134280
2025-06-12,Brass,112576
2025-06-12,Ebocha,50641
2025-06-12,Ughelli,39038
2025-06-12,Ogbogu,66707
2025-06-12,Utorogu,16676
2025-06-12,Agbada,79280
2025-06-12,Nembe,126767
2025-06-12,Obite,83062
2025-06-12,Soku,91235
2025-06-12,Bonga Offshore,48028
2025-06-12,Akpo Offshore,6084
