respondent_id,role,state,awareness_sofc,acceptance_sofc,perceived_cost_barrier,perceived_reliability_benefit,environmental_concern,policy_support_expectation,willingness_to_pilot,year,source
R0818,Community Leader,Katsina,2,3,5,3,4,2,3,2024,Synthetic survey; use for scenario analysis only
R0819,Policymaker,Enugu,3,1,4,2,4,4,4,2024,Synthetic survey; use for scenario analysis only
R0820,DisCo Official,Plateau,2,2,4,3,2,1,3,2024,Synthetic survey; use for scenario analysis only
R0821,Policymaker,Jigawa,2,2,4,2,4,5,2,2024,Synthetic survey; use for scenario analysis only
R0822,Community Leader,Kano,3,2,4,4,5,3,3,2024,Synthetic survey; use for scenario analysis only
R0823,Industrial Manager,Kaduna,2,3,3,3,2,3,2,2024,Synthetic survey; use for scenario analysis only
R0824,Policymaker,Katsina,3,3,4,3,3,5,4,2024,Synthetic survey; use for scenario analysis only
R0825,DisCo Official,Rivers,2,3,4,1,3,4,4,2024,Synthetic survey; use for scenario analysis only
R0826,Community Leader,Kebbi,3,3,5,4,1,4,4,2024,Synthetic survey; use for scenario analysis only
R0827,Community Leader,Taraba,3,3,3,5,3,2,2,2024,Synthetic survey; use for scenario analysis only
R0828,Investor,Abia,4,2,4,3,3,3,3,2024,Synthetic survey; use for scenario analysis only
R0829,Investor,Enugu,2,3,4,2,3,2,3,2024,Synthetic survey; use for scenario analysis only
R0830,Community Leader,Ogun,2,3,2,4,4,2,3,2024,Synthetic survey; use for scenario analysis only
R0831,Academic/Researcher,Cross River,2,4,2,3,3,4,2,2024,Synthetic survey; use for scenario analysis only
R0832,Investor,Taraba,4,3,5,3,3,5,5,2024,Synthetic survey; use for scenario analysis only
R0833,DisCo Official,Zamfara,2,2,2,2,4,3,2,2024,Synthetic survey; use for scenario analysis only
R0834,Community Leader,Oyo,4,4,4,2,4,4,3,2024,Synthetic survey; use for scenario analysis only
R0835,Academic/Researcher,Edo,4,3,3,3,5,4,3,2024,Synthetic survey; use for scenario analysis only
R0836,Investor,Sokoto,4,3,4,3,3,4,2,2024,Synthetic survey; use for scenario analysis only
R0837,Community Leader,Borno,4,3,4,3,4,3,4,2024,Synthetic survey; use for scenario analysis only
R0838,Investor,Oyo,2,4,5,3,4,3,2,2024,Synthetic survey; use for scenario analysis only
R0839,Community Leader,Abia,4,3,4,2,3,4,2,2024,Synthetic survey; use for scenario analysis only
R0840,Policymaker,Zamfara,3,3,4,2,1,2,4,2024,Synthetic survey; use for scenario analysis only
R0841,DisCo Official,Nasarawa,2,2,4,4,4,2,1,2024,Synthetic survey; use for scenario analysis only
R0842,Community Leader,Zamfara,4,4,4,5,4,4,5,2024,Synthetic survey; use for scenario analysis only
R0843,Academic/Researcher,Kaduna,3,3,3,1,4,3,3,2024,Synthetic survey; use for scenario analysis only
R0844,DisCo Official,Bauchi,3,3,3,4,2,4,4,2024,Synthetic survey; use for scenario analysis only
R0845,Industrial Manager,Osun,4,3,3,3,3,4,3,2024,Synthetic survey; use for scenario analysis only
R0846,DisCo Official,Borno,3,3,3,3,2,3,3,2024,Synthetic survey; use for scenario analysis only
R0847,Investor,Gombe,3,2,3,4,4,5,3,2024,Synthetic survey; use for scenario analysis only
R0848,Industrial Manager,Taraba,3,3,3,3,3,3,4,2024,Synthetic survey; use for scenario analysis only
R0849,Community Leader,Enugu,3,1,3,3,4,4,2,2024,Synthetic survey; use for scenario analysis only
R0850,Investor,Benue,3,3,4,3,3,4,1,2024,Synthetic survey; use for scenario analysis only
R0851,Community Leader,Kwara,4,2,4,3,5,3,3,2024,Synthetic survey; use for scenario analysis only
R0852,Industrial Manager,Ebonyi,3,3,3,2,3,3,4,2024,Synthetic survey; use for scenario analysis only
R0853,Academic/Researcher,Enugu,4,2,3,4,4,4,4,2024,Synthetic survey; use for scenario analysis only
R0854,Industrial Manager,Lagos,3,3,4,3,2,3,3,2024,Synthetic survey; use for scenario analysis only
R0855,Community Leader,Niger,3,4,4,3,1,3,3,2024,Synthetic survey; use for scenario analysis only
R0856,Industrial Manager,Katsina,3,5,3,2,1,3,2,2024,Synthetic survey; use for scenario analysis only
R0857,Investor,Katsina,4,3,4,3,4,3,2,2024,Synthetic survey; use for scenario analysis only
R0858,Academic/Researcher,Abia,3,3,5,4,3,3,1,2024,Synthetic survey; use for scenario analysis only
R0859,Academic/Researcher,Bayelsa,4,3,3,4,3,4,4,2024,Synthetic survey; use for scenario analysis only
R0860,Policymaker,Kebbi,2,3,4,3,3,4,2,2024,Synthetic survey; use for scenario analysis only
R0861,DisCo Official,Adamawa,3,4,3,4,5,4,5,2024,Synthetic survey; use for scenario analysis only
R0862,Investor,FCT,3,3,3,3,4,5,3,2024,Synthetic survey; use for scenario analysis only
R0863,Industrial Manager,Ekiti,5,4,4,3,4,4,3,2024,Synthetic survey; use for scenario analysis only
R0864,Academic/Researcher,Bayelsa,2,2,4,4,4,2,4,2024,Synthetic survey; use for scenario analysis only
R0865,DisCo Official,Kaduna,1,2,4,5,1,4,2,2024,Synthetic survey; use for scenario analysis only
R0866,Policymaker,Ondo,4,2,4,3,3,4,2,2024,Synthetic survey; use for scenario analysis only
R0867,Policymaker,Ogun,4,2,5,3,4,4,3,2024,Synthetic survey; use for scenario analysis only
R0868,Policymaker,Kaduna,4,2,4,4,3,3,3,2024,Synthetic survey; use for scenario analysis only
R0869,Community Leader,Abia,4,3,3,2,5,2,4,2024,Synthetic survey; use for scenario analysis only
R0870,Policymaker,Kano,3,2,3,3,3,4,2,2024,Synthetic survey; use for scenario analysis only
R0871,Academic/Researcher,Ebonyi,3,4,4,5,3,2,2,2024,Synthetic survey; use for scenario analysis only
R0872,Investor,Anambra,3,2,2,3,2,5,3,2024,Synthetic survey; use for scenario analysis only
R0873,Investor,Adamawa,3,2,4,4,3,3,1,2024,Synthetic survey; use for scenario analysis only
R0874,Community Leader,Abia,2,3,4,3,2,3,1,2024,Synthetic survey; use for scenario analysis only
R0875,Industrial Manager,Sokoto,5,2,4,4,3,2,1,2024,Synthetic survey; use for scenario analysis only
R0876,Academic/Researcher,Kano,3,3,2,5,2,4,4,2024,Synthetic survey; use for scenario analysis only
R0877,DisCo Official,Delta,3,3,4,2,4,3,3,2024,Synthetic survey; use for scenario analysis only
R0878,Investor,Niger,3,2,3,3,3,2,4,2024,Synthetic survey; use for scenario analysis only
R0879,Community Leader,Plateau,4,5,2,4,3,4,4,2024,Synthetic survey; use for scenario analysis only
R0880,DisCo Official,Niger,4,1,4,4,4,4,3,2024,Synthetic survey; use for scenario analysis only
R0881,Industrial Manager,Jigawa,3,3,4,4,3,3,3,2024,Synthetic survey; use for scenario analysis only
R0882,Investor,Akwa Ibom,5,4,4,5,3,5,3,2024,Synthetic survey; use for scenario analysis only
R0883,Policymaker,Oyo,3,2,3,5,3,4,3,2024,Synthetic survey; use for scenario analysis only
R0884,Policymaker,Lagos,4,1,2,5,2,5,3,2024,Synthetic survey; use for scenario analysis only
R0885,Policymaker,Cross River,3,3,1,3,3,3,1,2024,Synthetic survey; use for scenario analysis only
R0886,Policymaker,Rivers,3,2,4,5,3,3,3,2024,Synthetic survey; use for scenario analysis only
R0887,DisCo Official,Akwa Ibom,4,3,3,3,2,3,3,2024,Synthetic survey; use for scenario analysis only
R0888,Policymaker,Benue,2,3,3,4,4,2,3,2024,Synthetic survey; use for scenario analysis only
R0889,Investor,Rivers,4,3,5,4,5,3,1,2024,Synthetic survey; use for scenario analysis only
R0890,Industrial Manager,Oyo,3,3,3,4,5,3,3,2024,Synthetic survey; use for scenario analysis only
R0891,Policymaker,Adamawa,4,5,5,3,3,4,1,2024,Synthetic survey; use for scenario analysis only
R0892,Industrial Manager,Cross River,3,4,3,2,3,3,4,2024,Synthetic survey; use for scenario analysis only
R0893,Academic/Researcher,Bauchi,2,2,3,2,2,4,1,2024,Synthetic survey; use for scenario analysis only
R0894,Community Leader,FCT,2,3,4,4,4,3,3,2024,Synthetic survey; use for scenario analysis only
R0895,Industrial Manager,Zamfara,2,5,5,3,3,3,1,2024,Synthetic survey; use for scenario analysis only
R0896,Policymaker,Katsina,3,3,2,4,3,3,2,2024,Synthetic survey; use for scenario analysis only
R0897,Industrial Manager,Nasarawa,5,3,3,5,3,4,3,2024,Synthetic survey; use for scenario analysis only
R0898,DisCo Official,Delta,3,3,2,4,3,3,4,2024,Synthetic survey; use for scenario analysis only
R0899,Investor,Borno,3,5,2,3,3,4,3,2024,Synthetic survey; use for scenario analysis only
R0900,DisCo Official,Delta,3,3,3,3,1,3,3,2024,Synthetic survey; use for scenario analysis only
R0901,Community Leader,Plateau,3,2,4,2,3,3,2,2024,Synthetic survey; use for scenario analysis only
R0902,Policymaker,Kogi,4,3,3,3,3,3,2,2024,Synthetic survey; use for scenario analysis only
R0903,Academic/Researcher,Nasarawa,4,3,4,2,5,4,3,2024,Synthetic survey; use for scenario analysis only
R0904,Academic/Researcher,Cross River,4,2,4,4,3,3,2,2024,Synthetic survey; use for scenario analysis only
R0905,Investor,Abia,2,5,5,4,4,3,4,2024,Synthetic survey; use for scenario analysis only
R0906,Community Leader,Anambra,3,5,5,4,3,5,3,2024,Synthetic survey; use for scenario analysis only
R0907,Academic/Researcher,Ogun,4,3,3,4,3,4,2,2024,Synthetic survey; use for scenario analysis only
R0908,Investor,Lagos,1,4,1,3,3,2,3,2024,Synthetic survey; use for scenario analysis only
R0909,Policymaker,Jigawa,2,2,4,3,4,4,3,2024,Synthetic survey; use for scenario analysis only
R0910,Academic/Researcher,Zamfara,3,4,4,3,3,3,3,2024,Synthetic survey; use for scenario analysis only
R0911,Investor,Ogun,3,4,3,5,4,2,2,2024,Synthetic survey; use for scenario analysis only
R0912,Policymaker,Yobe,4,3,2,3,3,4,2,2024,Synthetic survey; use for scenario analysis only
R0913,Investor,Borno,3,3,3,3,4,2,4,2024,Synthetic survey; use for scenario analysis only
R0914,DisCo Official,Borno,3,4,4,3,3,3,5,2024,Synthetic survey; use for scenario analysis only
R0915,Industrial Manager,Borno,2,3,3,3,3,3,2,2024,Synthetic survey; use for scenario analysis only
R0916,Academic/Researcher,Kaduna,5,2,3,2,2,1,3,2024,Synthetic survey; use for scenario analysis only
R0917,DisCo Official,Taraba,2,3,3,3,4,3,3,2024,Synthetic survey; use for scenario analysis only
R0918,Community Leader,Yobe,3,3,4,4,4,4,3,2024,Synthetic survey; use for scenario analysis only
R0919,Policymaker,Ebonyi,3,3,4,4,3,2,4,2024,Synthetic survey; use for scenario analysis only
R0920,Investor,Ekiti,4,3,2,3,2,4,4,2024,Synthetic survey; use for scenario analysis only
R0921,DisCo Official,Ogun,1,4,4,4,2,3,2,2024,Synthetic survey; use for scenario analysis only
R0922,Industrial Manager,Kwara,3,5,3,4,4,3,3,2024,Synthetic survey; use for scenario analysis only
R0923,Community Leader,Lagos,5,2,4,4,4,2,3,2024,Synthetic survey; use for scenario analysis only
R0924,DisCo Official,Zamfara,3,4,3,2,2,4,5,2024,Synthetic survey; use for scenario analysis only
R0925,Policymaker,Edo,2,4,5,3,2,2,2,2024,Synthetic survey; use for scenario analysis only
R0926,Industrial Manager,Rivers,3,3,2,4,4,3,5,2024,Synthetic survey; use for scenario analysis only
R0927,Investor,Kwara,3,3,3,3,4,5,3,2024,Synthetic survey; use for scenario analysis only
R0928,DisCo Official,Ogun,2,1,3,4,3,3,3,2024,Synthetic survey; use for scenario analysis only
R0929,DisCo Official,Niger,3,1,3,3,3,4,3,2024,Synthetic survey; use for scenario analysis only
R0930,DisCo Official,Yobe,3,4,3,5,3,2,1,2024,Synthetic survey; use for scenario analysis only
R0931,Community Leader,Oyo,2,3,3,2,3,3,4,2024,Synthetic survey; use for scenario analysis only
R0932,Industrial Manager,Ogun,5,3,2,3,5,5,2,2024,Synthetic survey; use for scenario analysis only
R0933,Academic/Researcher,Akwa Ibom,1,1,3,2,2,3,5,2024,Synthetic survey; use for scenario analysis only
R0934,Academic/Researcher,Kogi,4,4,3,3,4,5,4,2024,Synthetic survey; use for scenario analysis only
R0935,Community Leader,Taraba,4,1,3,4,3,3,2,2024,Synthetic survey; use for scenario analysis only
R0936,DisCo Official,Rivers,2,3,3,2,3,2,3,2024,Synthetic survey; use for scenario analysis only
R0937,Academic/Researcher,Osun,3,4,5,3,3,4,4,2024,Synthetic survey; use for scenario analysis only
R0938,Industrial Manager,Sokoto,4,3,4,4,4,4,4,2024,Synthetic survey; use for scenario analysis only
R0939,Community Leader,Oyo,2,3,3,4,3,3,1,2024,Synthetic survey; use for scenario analysis only
R0940,Community Leader,Cross River,4,2,4,2,5,3,4,2024,Synthetic survey; use for scenario analysis only
R0941,Industrial Manager,Cross River,2,4,4,3,3,4,3,2024,Synthetic survey; use for scenario analysis only
R0942,Policymaker,Plateau,2,1,3,3,2,3,1,2024,Synthetic survey; use for scenario analysis only
R0943,Academic/Researcher,Lagos,5,4,4,3,3,3,3,2024,Synthetic survey; use for scenario analysis only
R0944,DisCo Official,Ogun,3,4,3,3,3,2,3,2024,Synthetic survey; use for scenario analysis only
R0945,Community Leader,Delta,3,2,4,4,3,5,3,2024,Synthetic survey; use for scenario analysis only
R0946,Policymaker,Benue,2,2,3,5,5,2,2,2024,Synthetic survey; use for scenario analysis only
R0947,Community Leader,Borno,3,3,5,3,2,4,3,2024,Synthetic survey; use for scenario analysis only
R0948,Policymaker,Sokoto,3,2,5,3,4,2,3,2024,Synthetic survey; use for scenario analysis only
R0949,Investor,Anambra,3,4,3,4,2,4,3,2024,Synthetic survey; use for scenario analysis only
R0950,Industrial Manager,Katsina,3,3,5,4,3,4,5,2024,Synthetic survey; use for scenario analysis only
R0951,DisCo Official,Kebbi,3,3,5,3,4,3,3,2024,Synthetic survey; use for scenario analysis only
R0952,Academic/Researcher,Sokoto,2,2,3,3,4,4,3,2024,Synthetic survey; use for scenario analysis only
R0953,Investor,Borno,5,4,5,2,3,4,5,2024,Synthetic survey; use for scenario analysis only
R0954,Academic/Researcher,Kebbi,4,2,5,3,2,4,3,2024,Synthetic survey; use for scenario analysis only
R0955,Policymaker,Yobe,3,1,4,2,2,3,2,2024,Synthetic survey; use for scenario analysis only
R0956,Industrial Manager,Ogun,4,4,4,4,3,5,3,2024,Synthetic survey; use for scenario analysis only
R0957,Investor,Cross River,2,5,5,4,4,5,2,2024,Synthetic survey; use for scenario analysis only
R0958,Academic/Researcher,Bauchi,3,4,5,2,4,3,3,2024,Synthetic survey; use for scenario analysis only
R0959,Community Leader,Abia,3,3,3,2,3,2,3,2024,Synthetic survey; use for scenario analysis only
R0960,DisCo Official,FCT,2,3,4,4,4,3,3,2024,Synthetic survey; use for scenario analysis only
R0961,Investor,Delta,4,3,5,5,5,4,4,2024,Synthetic survey; use for scenario analysis only
R0962,Industrial Manager,Abia,3,2,3,4,3,5,2,2024,Synthetic survey; use for scenario analysis only
R0963,DisCo Official,Cross River,2,3,3,4,4,2,3,2024,Synthetic survey; use for scenario analysis only
R0964,Community Leader,Imo,5,4,3,5,3,3,3,2024,Synthetic survey; use for scenario analysis only
R0965,Investor,Lagos,4,3,3,3,3,4,3,2024,Synthetic survey; use for scenario analysis only
R0966,Investor,Nasarawa,4,4,4,3,2,4,3,2024,Synthetic survey; use for scenario analysis only
R0967,Community Leader,Osun,4,4,4,4,3,2,4,2024,Synthetic survey; use for scenario analysis only
R0968,Community Leader,Nasarawa,3,3,3,4,4,2,3,2024,Synthetic survey; use for scenario analysis only
R0969,Policymaker,Benue,3,2,4,3,4,4,3,2024,Synthetic survey; use for scenario analysis only
R0970,Investor,Akwa Ibom,3,4,5,3,5,2,2,2024,Synthetic survey; use for scenario analysis only
R0971,Industrial Manager,Benue,1,3,4,3,4,4,4,2024,Synthetic survey; use for scenario analysis only
R0972,DisCo Official,Kebbi,2,2,4,3,3,3,3,2024,Synthetic survey; use for scenario analysis only
R0973,Industrial Manager,Benue,3,3,4,3,4,3,3,2024,Synthetic survey; use for scenario analysis only
R0974,DisCo Official,Kaduna,4,3,5,2,4,3,3,2024,Synthetic survey; use for scenario analysis only
R0975,Community Leader,Borno,3,5,4,4,3,4,3,2024,Synthetic survey; use for scenario analysis only
R0976,Industrial Manager,Delta,3,4,5,2,2,4,4,2024,Synthetic survey; use for scenario analysis only
R0977,DisCo Official,Kaduna,3,3,5,3,5,3,3,2024,Synthetic survey; use for scenario analysis only
R0978,Industrial Manager,Delta,3,3,3,4,4,4,1,2024,Synthetic survey; use for scenario analysis only
R0979,Industrial Manager,Borno,1,2,4,4,4,3,2,2024,Synthetic survey; use for scenario analysis only
R0980,Policymaker,Oyo,4,2,3,4,2,4,1,2024,Synthetic survey; use for scenario analysis only
R0981,Community Leader,Lagos,2,3,3,3,3,3,2,2024,Synthetic survey; use for scenario analysis only
R0982,Academic/Researcher,FCT,3,3,3,5,3,4,3,2024,Synthetic survey; use for scenario analysis only
R0983,Community Leader,Borno,4,3,5,2,3,3,4,2024,Synthetic survey; use for scenario analysis only
R0984,Policymaker,Gombe,4,3,4,3,3,3,2,2024,Synthetic survey; use for scenario analysis only
R0985,Investor,Adamawa,3,2,4,4,2,3,3,2024,Synthetic survey; use for scenario analysis only
R0986,Community Leader,Kwara,3,3,4,5,3,2,4,2024,Synthetic survey; use for scenario analysis only
R0987,Policymaker,Cross River,3,1,3,4,2,5,2,2024,Synthetic survey; use for scenario analysis only
R0988,Community Leader,Anambra,2,3,3,3,2,5,3,2024,Synthetic survey; use for scenario analysis only
R0989,Investor,Osun,1,3,5,3,3,2,4,2024,Synthetic survey; use for scenario analysis only
R0990,Academic/Researcher,Lagos,5,3,4,4,4,3,4,2024,Synthetic survey; use for scenario analysis only
R0991,Investor,Yobe,3,3,3,2,3,3,3,2024,Synthetic survey; use for scenario analysis only
R0992,DisCo Official,Ogun,3,3,4,4,4,3,3,2024,Synthetic survey; use for scenario analysis only
R0993,DisCo Official,Ebonyi,3,3,2,3,3,4,3,2024,Synthetic survey; use for scenario analysis only
R0994,DisCo Official,Bayelsa,3,4,3,2,2,4,3,2024,Synthetic survey; use for scenario analysis only
R0995,DisCo Official,Abia,4,3,5,3,3,4,3,2024,Synthetic survey; use for scenario analysis only
R0996,Investor,Benue,3,2,5,2,3,3,3,2024,Synthetic survey; use for scenario analysis only
R0997,Policymaker,Oyo,1,2,3,4,1,4,4,2024,Synthetic survey; use for scenario analysis only
R0998,Community Leader,Delta,4,3,3,4,3,3,2,2024,Synthetic survey; use for scenario analysis only
R0999,DisCo Official,Ondo,3,2,2,5,1,4,3,2024,Synthetic survey; use for scenario analysis only
R1000,Community Leader,Bauchi,2,4,3,4,3,5,3,2024,Synthetic survey; use for scenario analysis only
R1001,DisCo Official,Yobe,4,2,4,3,3,3,3,2024,Synthetic survey; use for scenario analysis only
R1002,Academic/Researcher,Kwara,3,3,4,3,2,5,3,2024,Synthetic survey; use for scenario analysis only
R1003,Policymaker,Cross River,5,2,3,3,3,4,2,2024,Synthetic survey; use for scenario analysis only
R1004,Policymaker,Kwara,2,2,4,3,3,2,3,2024,Synthetic survey; use for scenario analysis only
R1005,Investor,Akwa Ibom,2,2,4,3,3,3,3,2024,Synthetic survey; use for scenario analysis only
R1006,Community Leader,Zamfara,2,3,4,3,4,4,4,2024,Synthetic survey; use for scenario analysis only
R1007,Investor,Taraba,4,3,5,4,5,2,3,2024,Synthetic survey; use for scenario analysis only
R1008,DisCo Official,Bauchi,2,2,5,2,3,3,3,2024,Synthetic survey; use for scenario analysis only
R1009,Industrial Manager,Taraba,4,4,3,3,4,4,1,2024,Synthetic survey; use for scenario analysis only
R1010,DisCo Official,Ogun,4,3,4,3,3,3,2,2024,Synthetic survey; use for scenario analysis only
R1011,DisCo Official,Edo,3,3,3,4,3,2,2,2024,Synthetic survey; use for scenario analysis only
R1012,DisCo Official,Edo,3,3,3,4,3,3,2,2024,Synthetic survey; use for scenario analysis only
R1013,DisCo Official,Niger,2,3,4,1,1,4,1,2024,Synthetic survey; use for scenario analysis only
R1014,Academic/Researcher,Ekiti,2,4,4,3,3,5,3,2024,Synthetic survey; use for scenario analysis only
R1015,Investor,Katsina,5,3,5,3,2,5,3,2024,Synthetic survey; use for scenario analysis only
R1016,Investor,Abia,2,5,3,4,2,3,2,2024,Synthetic survey; use for scenario analysis only
R1017,Industrial Manager,Enugu,3,3,3,2,3,3,3,2024,Synthetic survey; use for scenario analysis only
R1018,Investor,Zamfara,4,4,3,3,4,3,5,2024,Synthetic survey; use for scenario analysis only
R1019,Industrial Manager,Plateau,2,2,3,4,2,3,3,2024,Synthetic survey; use for scenario analysis only
R1020,Community Leader,Osun,3,2,4,2,2,2,4,2024,Synthetic survey; use for scenario analysis only
R1021,Investor,Ogun,2,2,5,3,3,4,3,2024,Synthetic survey; use for scenario analysis only
R1022,Industrial Manager,Niger,3,4,5,3,2,3,2,2024,Synthetic survey; use for scenario analysis only
R1023,Industrial Manager,Kaduna,3,3,4,2,4,4,4,2024,Synthetic survey; use for scenario analysis only
R1024,Policymaker,Niger,3,4,3,4,2,5,2,2024,Synthetic survey; use for scenario analysis only
R1025,Academic/Researcher,Kaduna,3,4,3,5,4,3,5,2024,Synthetic survey; use for scenario analysis only
R1026,Industrial Manager,Abia,3,5,4,4,2,3,2,2024,Synthetic survey; use for scenario analysis only
R1027,Community Leader,Zamfara,4,3,4,3,2,2,3,2024,Synthetic survey; use for scenario analysis only
R1028,Community Leader,Lagos,2,3,4,4,2,3,3,2024,Synthetic survey; use for scenario analysis only
R1029,Community Leader,Rivers,4,4,2,4,5,2,3,2024,Synthetic survey; use for scenario analysis only
R1030,Industrial Manager,Bayelsa,4,3,4,3,3,2,2,2024,Synthetic survey; use for scenario analysis only
R1031,Industrial Manager,Zamfara,2,4,4,4,3,3,3,2024,Synthetic survey; use for scenario analysis only
R1032,DisCo Official,Ekiti,5,2,3,4,2,3,2,2024,Synthetic survey; use for scenario analysis only
R1033,DisCo Official,Bayelsa,4,2,3,2,4,4,3,2024,Synthetic survey; use for scenario analysis only
R1034,DisCo Official,Imo,3,3,3,3,3,4,2,2024,Synthetic survey; use for scenario analysis only
R1035,Policymaker,Adamawa,2,3,3,3,1,4,2,2024,Synthetic survey; use for scenario analysis only
R1036,Community Leader,Edo,2,2,5,3,2,4,3,2024,Synthetic survey; use for scenario analysis only
R1037,DisCo Official,Kogi,2,3,3,3,3,1,3,2024,Synthetic survey; use for scenario analysis only
R1038,Industrial Manager,Sokoto,3,3,4,4,3,3,4,2024,Synthetic survey; use for scenario analysis only
R1039,Community Leader,Bayelsa,3,1,3,4,4,3,2,2024,Synthetic survey; use for scenario analysis only
R1040,Investor,Plateau,3,1,4,4,3,4,5,2024,Synthetic survey; use for scenario analysis only
R1041,Investor,Jigawa,3,3,4,2,3,4,3,2024,Synthetic survey; use for scenario analysis only
R1042,Policymaker,Ogun,2,2,3,3,3,3,3,2024,Synthetic survey; use for scenario analysis only
R1043,DisCo Official,Kwara,4,2,2,4,4,3,2,2024,Synthetic survey; use for scenario analysis only
R1044,Investor,Sokoto,4,3,4,4,4,4,2,2024,Synthetic survey; use for scenario analysis only
R1045,Industrial Manager,Enugu,3,2,4,3,3,3,3,2024,Synthetic survey; use for scenario analysis only
R1046,DisCo Official,FCT,4,2,3,3,2,4,3,2024,Synthetic survey; use for scenario analysis only
R1047,Academic/Researcher,Bauchi,2,2,3,3,3,3,4,2024,Synthetic survey; use for scenario analysis only
R1048,Industrial Manager,Jigawa,3,3,4,4,4,2,4,2024,Synthetic survey; use for scenario analysis only
R1049,DisCo Official,Adamawa,2,1,5,3,3,5,1,2024,Synthetic survey; use for scenario analysis only
R1050,Academic/Researcher,Akwa Ibom,4,3,4,2,3,3,3,2024,Synthetic survey; use for scenario analysis only
R1051,DisCo Official,Kogi,2,3,3,5,2,4,1,2024,Synthetic survey; use for scenario analysis only
R1052,Industrial Manager,Kwara,3,4,3,4,5,5,5,2024,Synthetic survey; use for scenario analysis only
R1053,Investor,Ogun,3,4,3,2,4,2,4,2024,Synthetic survey; use for scenario analysis only
R1054,Industrial Manager,Imo,3,3,3,4,3,3,4,2024,Synthetic survey; use for scenario analysis only
R1055,Policymaker,Jigawa,2,1,3,3,3,4,1,2024,Synthetic survey; use for scenario analysis only
R1056,Policymaker,Ondo,2,2,3,3,4,3,3,2024,Synthetic survey; use for scenario analysis only
R1057,Investor,Oyo,3,4,3,4,1,3,2,2024,Synthetic survey; use for scenario analysis only
R1058,Community Leader,Bauchi,2,4,4,4,4,2,3,2024,Synthetic survey; use for scenario analysis only
R1059,Policymaker,Benue,2,4,4,2,2,5,2,2024,Synthetic survey; use for scenario analysis only
R1060,Academic/Researcher,Benue,2,3,3,2,5,4,2,2024,Synthetic survey; use for scenario analysis only
R1061,Policymaker,Ekiti,4,3,3,1,3,3,2,2024,Synthetic survey; use for scenario analysis only
R1062,Industrial Manager,Gombe,3,4,4,3,4,2,3,2024,Synthetic survey; use for scenario analysis only
R1063,Industrial Manager,Yobe,4,4,4,4,3,3,3,2024,Synthetic survey; use for scenario analysis only
R1064,Investor,Lagos,3,3,3,3,4,2,2,2024,Synthetic survey; use for scenario analysis only
R1065,Policymaker,Sokoto,2,3,2,2,3,4,3,2024,Synthetic survey; use for scenario analysis only
R1066,Industrial Manager,Taraba,3,4,4,2,2,3,3,2024,Synthetic survey; use for scenario analysis only
R1067,Investor,Jigawa,2,3,4,5,3,3,4,2024,Synthetic survey; use for scenario analysis only
R1068,Investor,Oyo,3,3,2,3,3,3,3,2024,Synthetic survey; use for scenario analysis only
R1069,DisCo Official,Osun,3,3,3,4,3,4,4,2024,Synthetic survey; use for scenario analysis only
R1070,Industrial Manager,Kogi,4,4,3,3,3,5,4,2024,Synthetic survey; use for scenario analysis only
R1071,Academic/Researcher,Kaduna,4,2,4,4,4,4,3,2024,Synthetic survey; use for scenario analysis only
R1072,Investor,Kogi,2,4,4,3,3,4,3,2024,Synthetic survey; use for scenario analysis only
R1073,Investor,Kebbi,4,2,5,2,3,3,2,2024,Synthetic survey; use for scenario analysis only
R1074,Industrial Manager,Delta,2,5,3,3,3,3,3,2024,Synthetic survey; use for scenario analysis only
R1075,Investor,Ogun,2,4,4,5,2,2,4,2024,Synthetic survey; use for scenario analysis only
R1076,Policymaker,Sokoto,2,4,5,3,4,1,2,2024,Synthetic survey; use for scenario analysis only
R1077,DisCo Official,Kano,3,4,3,2,4,4,2,2024,Synthetic survey; use for scenario analysis only
R1078,DisCo Official,Kaduna,2,3,4,4,3,3,2,2024,Synthetic survey; use for scenario analysis only
R1079,DisCo Official,Yobe,3,2,3,5,3,3,3,2024,Synthetic survey; use for scenario analysis only
R1080,Industrial Manager,Plateau,4,3,4,3,3,3,4,2024,Synthetic survey; use for scenario analysis only
R1081,DisCo Official,Rivers,2,1,4,4,3,5,3,2024,Synthetic survey; use for scenario analysis only
R1082,Industrial Manager,Kaduna,4,3,5,2,4,3,2,2024,Synthetic survey; use for scenario analysis only
R1083,Industrial Manager,Imo,4,3,4,4,4,2,4,2024,Synthetic survey; use for scenario analysis only
R1084,DisCo Official,Cross River,4,2,4,3,4,4,3,2024,Synthetic survey; use for scenario analysis only
R1085,Community Leader,Lagos,3,1,5,4,3,2,3,2024,Synthetic survey; use for scenario analysis only
R1086,DisCo Official,Ogun,2,1,4,1,4,5,3,2024,Synthetic survey; use for scenario analysis only
R1087,Industrial Manager,Cross River,2,3,4,4,4,4,2,2024,Synthetic survey; use for scenario analysis only
R1088,Policymaker,Cross River,3,3,4,4,1,3,3,2024,Synthetic survey; use for scenario analysis only
R1089,Industrial Manager,Jigawa,4,2,3,4,3,4,3,2024,Synthetic survey; use for scenario analysis only
R1090,Investor,Rivers,3,3,3,4,4,3,2,2024,Synthetic survey; use for scenario analysis only
R1091,Community Leader,Delta,3,4,4,3,2,3,3,2024,Synthetic survey; use for scenario analysis only
