technique,anode_material,anode_symbol,cathode_material,cathode_symbol,tab_thickness_um,surface_coating,power_W,pulse_energy_J,amplitude_um,force_N,weld_time_ms,speed_mm_s,pulse_frequency_Hz,preheat_temp_C,ambient_humidity_pct,clamp_area_mm2,linear_energy_density_J_per_mm,total_energy_input_J
RSW,Copper,Cu,Copper,Cu,209.0,Nickel-plated,1086.65,,,1373.58,76.3,,,9.9,31.2,18.31,,52.99
RSW,Copper,Cu,Aluminum,Al,34.0,Nickel-plated,2252.26,,,420.68,232.7,,,36.9,70.7,21.87,,349.853
RSW,Copper,Cu,Copper,Cu,221.9,Bare,2427.97,,,2192.91,390.5,,,42.4,44.9,14.65,,670.194
RSW,Aluminum,Al,Aluminum,Al,225.8,Bare,2488.36,,,748.64,162.6,,,3.2,72.2,10.93,,255.394
RSW,Copper,Cu,Copper,Cu,44.9,Oxide,2056.86,,,535.47,113.6,,,18.2,42.7,17.49,,138.458
RSW,Copper,Cu,Copper,Cu,72.0,Bare,5266.02,,,2017.67,116.2,,,58.6,40.7,20.06,,419.567
RSW,Copper,Cu,StainlessSteel,SS304,186.8,Nickel-plated,5035.92,,,725.27,478.3,,,93.9,53.0,13.68,,1378.172
RSW,Nickel,Ni,Copper,Cu,86.3,Oxide,5373.44,,,1188.75,340.5,,,37.7,31.5,11.36,,1268.551
RSW,Copper,Cu,Copper,Cu,158.2,Tin-plated,1717.68,,,1218.29,92.5,,,61.0,25.6,8.16,,97.451
RSW,Copper,Cu,StainlessSteel,SS304,49.6,Bare,4444.46,,,2477.95,71.2,,,43.3,53.6,23.05,,208.353
RSW,Aluminum,Al,Aluminum,Al,177.6,Oxide,7050.92,,,2408.69,291.1,,,-2.3,64.9,9.72,,1331.241
RSW,Nickel,Ni,Copper,Cu,173.5,Tin-plated,6986.76,,,1178.34,429.6,,,117.6,27.4,21.62,,2002.931
RSW,Copper,Cu,Copper,Cu,165.1,Carbon-coated,7149.79,,,2125.56,237.3,,,99.7,61.5,6.28,,1231.34
RSW,Copper,Cu,StainlessSteel,SS304,50.3,Tin-plated,5597.5,,,1706.9,444.6,,,20.6,57.9,6.25,,1488.269
RSW,Copper,Cu,Copper,Cu,121.7,Nickel-plated,4345.86,,,1545.0,104.6,,,55.6,22.5,15.04,,305.518
RSW,Copper,Cu,StainlessSteel,SS304,207.4,Nickel-plated,1152.85,,,684.59,185.2,,,40.5,55.5,21.76,,140.231
RSW,StainlessSteel,SS304,Nickel,Ni,30.2,Nickel-plated,3516.71,,,1466.56,240.2,,,36.8,13.3,5.91,,564.231
RSW,Copper,Cu,Aluminum,Al,66.9,Carbon-coated,6045.71,,,1080.16,262.9,,,109.3,74.5,18.26,,1042.036
RSW,Copper,Cu,Aluminum,Al,169.0,Bare,2963.88,,,1025.16,335.6,,,68.1,13.0,13.51,,698.244
RSW,Nickel,Ni,Copper,Cu,232.0,Nickel-plated,1420.76,,,2187.44,50.9,,,17.8,12.9,16.6,,50.481
RSW,Aluminum,Al,Aluminum,Al,211.7,Bare,5299.37,,,1577.11,395.0,,,101.2,10.8,10.95,,1290.207
RSW,Copper,Cu,Aluminum,Al,172.7,Anodized,4633.92,,,606.5,324.5,,,17.9,21.2,9.73,,982.723
RSW,Copper,Cu,StainlessSteel,SS304,91.9,Bare,6174.32,,,2237.84,461.1,,,-8.3,63.1,23.42,,2057.24
RSW,Copper,Cu,Copper,Cu,208.4,Anodized,4163.62,,,712.62,466.0,,,-1.8,36.1,13.24,,1265.4
RSW,StainlessSteel,SS304,Nickel,Ni,100.1,Bare,1652.72,,,368.87,147.0,,,96.0,29.0,9.71,,148.602
RSW,StainlessSteel,SS304,Nickel,Ni,166.8,Anodized,5662.45,,,1985.81,394.7,,,106.9,78.6,18.44,,1365.173
RSW,Nickel,Ni,Copper,Cu,77.4,Tin-plated,4494.91,,,650.29,162.3,,,38.4,53.9,7.51,,505.681
RSW,Nickel,Ni,Copper,Cu,53.0,Nickel-plated,6275.07,,,1130.96,378.5,,,91.5,42.0,14.0,,1394.477
RSW,Copper,Cu,Copper,Cu,236.2,Carbon-coated,5262.89,,,1152.62,101.5,,,92.4,24.1,20.69,,315.198
RSW,Aluminum,Al,Aluminum,Al,57.2,Oxide,1337.25,,,1700.69,358.1,,,53.4,35.2,15.1,,305.632
RSW,Nickel,Ni,Copper,Cu,90.2,Bare,2030.38,,,1273.05,160.5,,,100.7,42.8,7.67,,184.133
RSW,Nickel,Ni,Copper,Cu,59.8,Bare,3010.55,,,1187.31,325.5,,,116.1,18.2,6.01,,658.415
RSW,Nickel,Ni,Copper,Cu,182.6,Nickel-plated,1595.95,,,1893.11,180.6,,,98.6,11.1,12.71,,170.031
RSW,Copper,Cu,Copper,Cu,200.4,Bare,5245.71,,,643.41,413.7,,,94.4,31.5,22.39,,1322.278
RSW,Nickel,Ni,Copper,Cu,202.7,Nickel-plated,5149.68,,,479.96,141.7,,,0.3,67.3,13.61,,472.561
RSW,Copper,Cu,Copper,Cu,180.8,Oxide,6461.63,,,2173.44,327.4,,,55.5,37.8,7.9,,1279.749
RSW,Copper,Cu,Copper,Cu,45.7,Carbon-coated,5202.3,,,1371.38,71.2,,,51.5,72.0,6.69,,212.445
RSW,Nickel,Ni,Copper,Cu,73.8,Bare,2411.43,,,1907.29,492.0,,,67.7,37.2,23.38,,681.604
RSW,StainlessSteel,SS304,Nickel,Ni,188.1,Carbon-coated,2653.65,,,463.78,200.5,,,-6.2,76.8,12.05,,320.233
RSW,Copper,Cu,Aluminum,Al,156.5,Oxide,2144.18,,,1615.32,103.0,,,11.5,22.8,12.85,,136.409
RSW,Copper,Cu,Copper,Cu,210.3,Bare,4226.65,,,689.63,285.5,,,101.4,10.4,11.59,,831.674
RSW,Copper,Cu,StainlessSteel,SS304,194.7,Bare,7053.8,,,1921.39,426.3,,,11.5,40.9,19.47,,2093.425
RSW,Copper,Cu,StainlessSteel,SS304,139.5,Carbon-coated,2726.04,,,2341.87,119.0,,,9.5,55.1,5.68,,233.621
RSW,Nickel,Ni,Copper,Cu,47.1,Anodized,3838.34,,,417.36,157.9,,,71.1,26.1,10.91,,383.47
RSW,StainlessSteel,SS304,Nickel,Ni,98.9,Nickel-plated,6168.29,,,836.44,208.3,,,-5.0,68.9,17.89,,799.488
RSW,Nickel,Ni,Copper,Cu,119.9,Bare,3628.18,,,1521.54,145.1,,,114.2,34.8,23.7,,319.412
RSW,StainlessSteel,SS304,Nickel,Ni,208.2,Anodized,6818.75,,,1918.75,124.4,,,28.6,22.7,14.87,,606.772
RSW,Copper,Cu,Aluminum,Al,96.4,Bare,1553.49,,,901.39,436.0,,,80.7,70.6,18.46,,461.617
RSW,StainlessSteel,SS304,Nickel,Ni,123.9,Nickel-plated,2916.14,,,469.13,370.6,,,19.6,68.7,11.59,,661.219
RSW,Nickel,Ni,Copper,Cu,71.4,Nickel-plated,1455.96,,,2063.53,53.6,,,82.8,72.5,8.7,,45.126
RSW,StainlessSteel,SS304,Nickel,Ni,114.2,Bare,2278.41,,,664.01,288.1,,,112.2,61.1,4.55,,461.527
RSW,Copper,Cu,Copper,Cu,183.0,Nickel-plated,1953.4,,,483.77,133.5,,,116.6,37.5,22.77,,164.553
RSW,Nickel,Ni,Copper,Cu,46.9,Carbon-coated,7160.02,,,2110.72,257.7,,,-9.7,55.9,18.29,,1085.332
RSW,Nickel,Ni,Copper,Cu,231.1,Oxide,2893.44,,,1205.41,73.5,,,61.2,50.1,20.17,,149.323
RSW,StainlessSteel,SS304,Nickel,Ni,35.1,Bare,5177.48,,,1110.32,366.6,,,75.5,50.6,9.46,,1201.016
RSW,Copper,Cu,Copper,Cu,36.3,Bare,4782.09,,,1783.47,330.0,,,38.6,60.2,12.34,,1057.891
RSW,StainlessSteel,SS304,Nickel,Ni,151.4,Carbon-coated,6321.02,,,2199.26,348.1,,,100.3,33.6,6.86,,1286.115
RSW,StainlessSteel,SS304,Nickel,Ni,100.2,Oxide,5231.62,,,1607.42,486.9,,,34.0,44.3,14.65,,1535.395
RSW,StainlessSteel,SS304,Nickel,Ni,60.6,Bare,1757.23,,,1353.76,109.7,,,98.9,76.2,10.19,,127.61
RSW,Nickel,Ni,Copper,Cu,89.2,Carbon-coated,7494.67,,,1317.76,106.9,,,84.5,71.6,8.77,,505.842
RSW,Nickel,Ni,Copper,Cu,201.7,Oxide,4546.03,,,1743.96,209.6,,,40.9,35.5,24.88,,671.502
RSW,StainlessSteel,SS304,Nickel,Ni,205.1,Oxide,7832.64,,,1979.18,192.5,,,100.9,61.7,20.52,,970.837
RSW,Nickel,Ni,Copper,Cu,243.0,Carbon-coated,7394.83,,,451.03,380.7,,,4.4,55.8,11.69,,1675.111
RSW,StainlessSteel,SS304,Nickel,Ni,191.4,Oxide,1500.68,,,1675.31,419.8,,,-9.3,72.8,11.97,,426.905
RSW,Copper,Cu,StainlessSteel,SS304,111.5,Nickel-plated,6982.09,,,1674.7,145.9,,,119.0,76.4,11.73,,590.116
RSW,Copper,Cu,Aluminum,Al,195.0,Nickel-plated,3340.44,,,2145.82,87.9,,,54.1,74.0,8.89,,201.123
RSW,Nickel,Ni,Copper,Cu,85.6,Bare,4854.31,,,547.51,252.3,,,-2.3,37.7,8.7,,823.364
RSW,Copper,Cu,Copper,Cu,182.8,Nickel-plated,1567.88,,,2091.27,465.4,,,70.2,71.3,23.01,,470.936
RSW,Nickel,Ni,Copper,Cu,191.3,Tin-plated,2735.69,,,2340.41,205.2,,,28.8,40.3,7.24,,329.986
RSW,Copper,Cu,StainlessSteel,SS304,188.2,Bare,7070.58,,,2060.87,379.4,,,72.4,24.5,13.79,,1852.91
RSW,Nickel,Ni,Copper,Cu,37.7,Bare,4910.61,,,1744.67,96.8,,,7.4,44.5,22.24,,292.895
RSW,Nickel,Ni,Copper,Cu,222.2,Nickel-plated,1325.5,,,1321.98,449.4,,,107.4,46.7,15.35,,418.365
RSW,Aluminum,Al,Aluminum,Al,122.3,Nickel-plated,5186.82,,,621.55,303.3,,,87.8,18.1,19.06,,889.575
RSW,Nickel,Ni,Copper,Cu,42.5,Nickel-plated,3526.18,,,2102.01,317.1,,,32.7,25.0,17.96,,708.667
RSW,Copper,Cu,Aluminum,Al,128.1,Bare,1654.9,,,2095.79,306.7,,,84.9,62.4,23.26,,343.383
RSW,Copper,Cu,StainlessSteel,SS304,222.0,Tin-plated,2558.64,,,1958.39,284.9,,,13.0,60.8,17.63,,529.472
RSW,StainlessSteel,SS304,Nickel,Ni,158.4,Oxide,1986.46,,,891.61,443.8,,,13.2,60.9,9.15,,495.711
RSW,Copper,Cu,StainlessSteel,SS304,93.3,Nickel-plated,5564.98,,,1517.36,484.1,,,100.8,31.4,15.3,,1858.124
RSW,Nickel,Ni,Copper,Cu,225.2,Bare,7366.45,,,874.62,277.8,,,91.7,37.3,8.04,,1172.259
RSW,Copper,Cu,Aluminum,Al,90.3,Carbon-coated,5804.45,,,2493.16,467.4,,,57.8,64.3,8.48,,1883.716
RSW,Nickel,Ni,Copper,Cu,30.8,Nickel-plated,7648.12,,,671.78,75.5,,,103.7,14.3,4.44,,323.462
RSW,Copper,Cu,Copper,Cu,86.8,Nickel-plated,7960.55,,,850.63,239.5,,,92.6,45.1,9.25,,1311.907
RSW,Copper,Cu,Aluminum,Al,124.5,Nickel-plated,1173.34,,,1298.18,452.2,,,54.9,57.8,7.65,,327.256
RSW,StainlessSteel,SS304,Nickel,Ni,91.2,Nickel-plated,1558.94,,,1418.84,334.2,,,72.4,17.0,5.05,,355.69
RSW,Nickel,Ni,Copper,Cu,247.9,Tin-plated,4077.06,,,969.78,118.9,,,-5.9,52.1,13.64,,288.348
RSW,Nickel,Ni,Copper,Cu,67.3,Nickel-plated,1248.14,,,1059.57,145.7,,,97.7,54.2,23.07,,103.315
RSW,Copper,Cu,Copper,Cu,42.4,Bare,7289.56,,,1970.36,346.8,,,75.5,26.4,20.12,,1674.143
RSW,StainlessSteel,SS304,Nickel,Ni,202.8,Nickel-plated,4048.42,,,1745.0,390.1,,,-9.4,10.1,21.72,,1139.645
RSW,StainlessSteel,SS304,Nickel,Ni,222.3,Nickel-plated,5879.97,,,763.3,121.4,,,46.3,72.7,14.65,,412.053
RSW,StainlessSteel,SS304,Nickel,Ni,156.1,Bare,5993.79,,,1767.52,248.7,,,89.9,27.4,21.98,,1071.623
RSW,Copper,Cu,Copper,Cu,98.6,Tin-plated,1662.16,,,1690.63,136.0,,,37.8,42.5,23.07,,159.953
RSW,Copper,Cu,Copper,Cu,189.8,Nickel-plated,3715.35,,,2153.37,67.8,,,77.3,14.6,13.16,,179.264
RSW,Nickel,Ni,Copper,Cu,170.4,Nickel-plated,7852.31,,,983.73,162.7,,,111.6,77.8,17.78,,769.206
RSW,Copper,Cu,Aluminum,Al,61.4,Tin-plated,6887.91,,,1938.19,248.3,,,24.5,34.5,20.28,,1142.575
RSW,Copper,Cu,StainlessSteel,SS304,153.2,Nickel-plated,6625.93,,,1163.91,445.9,,,40.9,25.9,6.97,,2019.636
RSW,Copper,Cu,Copper,Cu,87.8,Bare,2457.15,,,2227.78,398.9,,,29.3,62.5,7.19,,699.017
RSW,Copper,Cu,Aluminum,Al,157.7,Tin-plated,7946.41,,,2166.15,426.3,,,112.7,45.1,4.76,,1966.339
RSW,Nickel,Ni,Copper,Cu,130.5,Bare,4258.96,,,1883.06,193.9,,,29.8,73.7,13.62,,591.057
RSW,StainlessSteel,SS304,Nickel,Ni,218.8,Bare,5118.93,,,1975.88,483.6,,,13.1,54.2,12.45,,1416.344
RSW,Nickel,Ni,Copper,Cu,85.1,Bare,4348.23,,,2357.11,391.9,,,110.3,23.5,9.94,,1246.314
RSW,Copper,Cu,StainlessSteel,SS304,128.7,Oxide,5030.62,,,1257.71,253.0,,,62.1,27.9,9.59,,840.404
RSW,StainlessSteel,SS304,Nickel,Ni,150.3,Bare,6956.88,,,1349.03,376.7,,,58.3,68.0,21.63,,1682.668
RSW,Nickel,Ni,Copper,Cu,201.0,Nickel-plated,4749.77,,,2196.69,428.1,,,1.6,13.2,15.4,,1416.287
RSW,StainlessSteel,SS304,Nickel,Ni,226.3,Oxide,4413.72,,,1196.89,477.4,,,97.3,72.3,17.88,,1403.175
RSW,StainlessSteel,SS304,Nickel,Ni,125.2,Bare,6128.3,,,764.99,483.1,,,-0.5,61.2,6.32,,1781.473
RSW,Aluminum,Al,Aluminum,Al,92.4,Tin-plated,1398.76,,,366.9,215.1,,,11.1,34.8,4.61,,173.915
RSW,Nickel,Ni,Copper,Cu,190.1,Bare,1182.65,,,2381.13,431.3,,,-2.1,17.4,13.43,,306.716
RSW,StainlessSteel,SS304,Nickel,Ni,30.5,Oxide,2478.34,,,2460.8,157.9,,,90.9,74.8,7.3,,273.543
RSW,Copper,Cu,Aluminum,Al,71.8,Nickel-plated,1681.05,,,486.93,498.1,,,63.8,13.0,15.37,,523.132
RSW,Nickel,Ni,Copper,Cu,173.3,Bare,3575.17,,,770.69,78.8,,,50.5,71.2,10.96,,185.465
RSW,Nickel,Ni,Copper,Cu,231.8,Tin-plated,1586.45,,,2207.19,96.2,,,22.9,30.1,15.4,,88.688
RSW,Nickel,Ni,Copper,Cu,161.8,Nickel-plated,3863.85,,,1701.2,256.9,,,58.8,39.4,22.59,,715.973
RSW,Copper,Cu,Aluminum,Al,63.9,Bare,2719.83,,,2056.66,226.8,,,91.6,16.3,11.1,,408.005
RSW,StainlessSteel,SS304,Nickel,Ni,88.6,Bare,1141.64,,,2073.78,443.8,,,77.3,48.5,23.67,,349.745
RSW,Aluminum,Al,Aluminum,Al,95.0,Oxide,3053.48,,,1606.61,320.2,,,116.6,22.3,21.59,,567.81
RSW,StainlessSteel,SS304,Nickel,Ni,69.1,Tin-plated,2149.39,,,465.06,312.1,,,82.5,59.4,13.54,,456.655
RSW,Copper,Cu,Copper,Cu,249.5,Nickel-plated,3139.69,,,476.74,120.0,,,8.7,20.7,21.42,,229.959
RSW,Copper,Cu,Aluminum,Al,237.8,Bare,4361.94,,,827.01,376.3,,,76.0,17.2,4.55,,1115.054
RSW,Copper,Cu,StainlessSteel,SS304,204.9,Bare,7678.62,,,1407.01,466.4,,,37.6,21.5,11.7,,2303.747
RSW,Nickel,Ni,Copper,Cu,107.4,Nickel-plated,1035.24,,,1110.4,109.9,,,26.6,37.7,11.74,,74.335
RSW,Copper,Cu,StainlessSteel,SS304,160.7,Bare,5527.19,,,803.36,75.0,,,98.8,20.8,20.86,,260.676
RSW,StainlessSteel,SS304,Nickel,Ni,81.0,Tin-plated,2372.12,,,2124.47,147.3,,,11.0,13.4,17.11,,251.264
RSW,Copper,Cu,Aluminum,Al,78.5,Bare,2044.72,,,1529.37,224.6,,,23.7,74.6,11.83,,267.742
RSW,StainlessSteel,SS304,Nickel,Ni,138.0,Bare,4551.85,,,1624.58,221.1,,,42.6,53.7,15.87,,582.748
RSW,StainlessSteel,SS304,Nickel,Ni,125.7,Bare,4117.26,,,951.0,273.6,,,97.4,67.7,6.6,,740.471
RSW,StainlessSteel,SS304,Nickel,Ni,73.7,Nickel-plated,2932.86,,,648.44,344.8,,,30.8,33.8,24.99,,708.423
RSW,Aluminum,Al,Aluminum,Al,111.6,Bare,3781.26,,,1244.93,321.4,,,52.3,34.5,6.16,,844.123
RSW,Copper,Cu,Copper,Cu,125.6,Bare,7018.27,,,623.73,335.7,,,63.7,23.9,13.65,,1341.561
RSW,Copper,Cu,Aluminum,Al,148.9,Tin-plated,2625.57,,,2073.43,82.2,,,17.4,66.9,21.64,,134.317
RSW,Aluminum,Al,Aluminum,Al,132.5,Nickel-plated,7581.37,,,1713.02,61.2,,,45.8,13.3,23.38,,313.881
RSW,Aluminum,Al,Aluminum,Al,162.0,Nickel-plated,3165.69,,,1042.5,491.0,,,57.3,31.8,13.64,,934.672
RSW,Nickel,Ni,Copper,Cu,92.2,Carbon-coated,4329.19,,,1859.59,209.8,,,20.6,74.9,24.7,,617.153
RSW,Copper,Cu,Copper,Cu,122.4,Bare,6869.93,,,1929.86,204.5,,,55.0,49.4,20.17,,875.886
RSW,Nickel,Ni,Copper,Cu,73.7,Carbon-coated,6704.63,,,2330.79,261.3,,,-0.4,31.1,18.84,,1157.896
RSW,Nickel,Ni,Copper,Cu,170.0,Nickel-plated,2618.66,,,1981.5,309.3,,,-0.3,19.1,15.38,,490.011
RSW,Aluminum,Al,Aluminum,Al,74.0,Bare,5139.89,,,1905.2,336.2,,,21.6,73.8,18.16,,1162.219
RSW,Nickel,Ni,Copper,Cu,93.7,Bare,5358.73,,,605.46,429.3,,,113.5,30.0,16.89,,1422.696
RSW,Copper,Cu,StainlessSteel,SS304,182.7,Nickel-plated,2253.14,,,2341.31,191.5,,,25.0,62.9,14.41,,284.263
RSW,StainlessSteel,SS304,Nickel,Ni,143.2,Tin-plated,3390.96,,,1876.13,294.0,,,32.4,41.9,7.73,,685.355
RSW,Nickel,Ni,Copper,Cu,202.3,Nickel-plated,7392.62,,,1015.63,253.8,,,25.4,50.5,11.38,,1241.563
RSW,Aluminum,Al,Aluminum,Al,121.6,Nickel-plated,6482.63,,,2082.66,433.6,,,66.3,59.8,23.49,,1934.6
RSW,Copper,Cu,StainlessSteel,SS304,242.3,Bare,4893.87,,,2063.75,311.9,,,46.6,52.6,14.2,,947.287
RSW,StainlessSteel,SS304,Nickel,Ni,161.6,Bare,4259.76,,,1040.17,493.4,,,108.3,24.1,16.03,,1489.385
RSW,Nickel,Ni,Copper,Cu,92.4,Bare,6312.59,,,1229.9,54.6,,,62.7,23.3,18.88,,205.271
RSW,StainlessSteel,SS304,Nickel,Ni,41.4,Bare,1284.53,,,608.61,91.5,,,98.2,54.6,5.34,,75.191
RSW,Copper,Cu,StainlessSteel,SS304,47.5,Anodized,3948.52,,,602.19,244.2,,,97.4,69.4,18.82,,629.106
RSW,Aluminum,Al,Aluminum,Al,195.6,Nickel-plated,4924.33,,,846.2,107.7,,,99.6,70.8,19.02,,368.77
RSW,Copper,Cu,Copper,Cu,189.4,Tin-plated,2629.28,,,1428.29,473.0,,,4.7,76.1,13.45,,718.877
RSW,Copper,Cu,StainlessSteel,SS304,151.1,Bare,4327.02,,,2472.46,411.1,,,21.2,78.9,13.16,,1152.787
RSW,Copper,Cu,Copper,Cu,183.4,Nickel-plated,4630.61,,,318.97,449.8,,,85.8,37.7,15.82,,1359.405
RSW,StainlessSteel,SS304,Nickel,Ni,136.6,Tin-plated,5425.35,,,1436.59,397.5,,,118.0,73.8,7.78,,1413.847
RSW,Copper,Cu,StainlessSteel,SS304,232.1,Tin-plated,4547.87,,,1548.2,332.6,,,113.7,68.7,4.09,,869.508
RSW,Copper,Cu,Aluminum,Al,247.9,Oxide,3500.5,,,1458.6,147.8,,,67.4,14.8,20.03,,369.513
RSW,Copper,Cu,Copper,Cu,181.5,Bare,1104.9,,,699.35,96.4,,,30.7,38.5,7.15,,60.765
RSW,Nickel,Ni,Copper,Cu,68.5,Anodized,3892.85,,,2043.49,418.6,,,78.3,54.9,16.92,,956.205
RSW,Copper,Cu,Aluminum,Al,55.5,Bare,4064.11,,,2072.21,158.3,,,43.0,73.0,15.7,,441.695
RSW,Nickel,Ni,Copper,Cu,240.5,Bare,6779.12,,,1414.16,260.4,,,100.3,75.3,15.55,,1192.047
RSW,Copper,Cu,StainlessSteel,SS304,158.9,Carbon-coated,5321.16,,,570.07,308.1,,,43.8,40.2,16.41,,1046.708
RSW,Copper,Cu,Copper,Cu,201.7,Bare,5219.44,,,1382.97,488.6,,,57.8,76.7,20.59,,1468.786
RSW,Copper,Cu,Copper,Cu,130.6,Bare,1319.82,,,343.15,51.8,,,87.8,49.0,11.54,,44.866
RSW,Nickel,Ni,Copper,Cu,158.4,Tin-plated,2751.31,,,1056.09,384.8,,,84.6,33.3,19.33,,678.367
RSW,StainlessSteel,SS304,Nickel,Ni,148.9,Tin-plated,5353.81,,,1336.91,132.1,,,1.8,68.6,4.57,,401.81
RSW,StainlessSteel,SS304,Nickel,Ni,244.5,Nickel-plated,4544.53,,,2013.46,421.7,,,87.0,14.4,22.11,,1127.674
RSW,Copper,Cu,Copper,Cu,152.5,Tin-plated,7692.57,,,2238.9,285.5,,,27.9,67.4,23.87,,1263.24
RSW,Copper,Cu,Copper,Cu,177.1,Nickel-plated,1318.35,,,1273.73,184.3,,,77.8,46.4,4.78,,149.616
RSW,Nickel,Ni,Copper,Cu,53.6,Nickel-plated,6480.04,,,1506.71,182.1,,,48.9,73.0,13.59,,690.118
RSW,Copper,Cu,StainlessSteel,SS304,187.7,Bare,1530.14,,,501.39,176.1,,,84.1,71.0,16.03,,188.328
RSW,Nickel,Ni,Copper,Cu,155.3,Bare,6911.63,,,2329.49,452.7,,,19.4,45.3,10.93,,1838.585
RSW,Copper,Cu,Aluminum,Al,143.3,Anodized,3032.21,,,1609.34,94.0,,,27.1,14.0,13.23,,161.696
RSW,StainlessSteel,SS304,Nickel,Ni,120.5,Nickel-plated,1228.83,,,1298.29,283.5,,,12.5,72.9,14.47,,219.294
RSW,StainlessSteel,SS304,Nickel,Ni,229.9,Bare,7068.87,,,1180.25,322.8,,,10.0,32.8,20.92,,1517.103
RSW,Copper,Cu,Copper,Cu,112.1,Bare,3001.19,,,328.76,298.1,,,90.7,27.6,17.39,,525.891
RSW,Copper,Cu,Copper,Cu,214.7,Bare,5552.94,,,2054.5,188.6,,,112.3,15.2,4.86,,615.493
RSW,Nickel,Ni,Copper,Cu,92.4,Oxide,7406.02,,,2168.6,202.1,,,24.0,47.7,14.99,,974.445
RSW,StainlessSteel,SS304,Nickel,Ni,37.1,Nickel-plated,6921.46,,,2257.24,155.8,,,40.1,78.2,11.71,,711.592
RSW,Copper,Cu,Copper,Cu,119.1,Tin-plated,4213.92,,,1587.33,109.2,,,62.3,18.8,20.41,,269.854
RSW,StainlessSteel,SS304,Nickel,Ni,195.9,Nickel-plated,3552.14,,,1979.89,294.2,,,66.4,24.8,7.94,,733.617
RSW,StainlessSteel,SS304,Nickel,Ni,219.8,Carbon-coated,1026.53,,,808.92,403.3,,,19.1,49.8,15.25,,252.904
RSW,Nickel,Ni,Copper,Cu,170.6,Oxide,7060.3,,,2063.7,423.1,,,45.7,62.1,9.37,,2119.511
RSW,StainlessSteel,SS304,Nickel,Ni,49.7,Carbon-coated,4713.58,,,1367.62,449.8,,,77.0,40.1,7.83,,1272.877
RSW,StainlessSteel,SS304,Nickel,Ni,86.2,Tin-plated,6287.98,,,979.66,419.5,,,35.4,79.4,13.27,,1606.838
RSW,Nickel,Ni,Copper,Cu,167.3,Bare,4779.27,,,1051.91,50.3,,,-2.0,16.0,24.87,,159.885
RSW,StainlessSteel,SS304,Nickel,Ni,205.6,Bare,7584.67,,,1454.75,267.3,,,37.2,44.7,12.11,,1326.991
RSW,Copper,Cu,Copper,Cu,245.7,Anodized,2263.19,,,418.75,239.2,,,-4.6,23.7,21.36,,328.312
RSW,Nickel,Ni,Copper,Cu,165.3,Bare,5810.16,,,1328.78,136.3,,,102.4,48.0,15.08,,467.63
RSW,StainlessSteel,SS304,Nickel,Ni,132.6,Tin-plated,2488.98,,,1101.28,417.7,,,-4.3,65.0,15.01,,689.467
RSW,Nickel,Ni,Copper,Cu,197.2,Carbon-coated,4955.14,,,424.82,209.2,,,52.7,34.9,10.65,,661.933
RSW,StainlessSteel,SS304,Nickel,Ni,245.5,Nickel-plated,2549.51,,,920.11,200.4,,,94.2,10.6,5.3,,338.263
RSW,Copper,Cu,Copper,Cu,241.5,Carbon-coated,6644.32,,,684.08,253.7,,,65.6,66.4,23.69,,1099.221
RSW,Nickel,Ni,Copper,Cu,119.5,Carbon-coated,7774.41,,,1192.05,482.9,,,110.4,12.3,4.73,,2331.273
RSW,Copper,Cu,Aluminum,Al,53.7,Bare,3849.65,,,1084.22,81.7,,,5.8,59.4,5.63,,195.07
RSW,Copper,Cu,StainlessSteel,SS304,80.7,Tin-plated,7891.56,,,1545.38,68.5,,,39.6,47.4,12.6,,330.951
RSW,StainlessSteel,SS304,Nickel,Ni,91.0,Bare,6695.43,,,1378.33,406.3,,,103.1,30.8,16.01,,1909.932
RSW,Nickel,Ni,Copper,Cu,79.9,Bare,3836.54,,,1578.86,92.3,,,109.7,41.0,8.73,,241.759
RSW,Nickel,Ni,Copper,Cu,112.3,Carbon-coated,6291.19,,,511.97,111.7,,,9.7,38.7,16.5,,397.075
RSW,StainlessSteel,SS304,Nickel,Ni,217.4,Oxide,4064.51,,,851.79,171.5,,,16.7,52.9,11.99,,443.234
RSW,Nickel,Ni,Copper,Cu,80.9,Oxide,3941.82,,,2400.09,364.3,,,75.1,45.8,15.39,,1037.257
RSW,StainlessSteel,SS304,Nickel,Ni,37.3,Oxide,4185.13,,,2188.0,426.4,,,112.2,67.3,6.75,,1191.063
RSW,StainlessSteel,SS304,Nickel,Ni,221.5,Bare,6123.39,,,1126.75,445.4,,,2.8,51.6,9.03,,1877.654
RSW,Nickel,Ni,Copper,Cu,118.6,Tin-plated,6519.94,,,1289.6,82.5,,,97.1,44.1,16.33,,334.098
RSW,Copper,Cu,StainlessSteel,SS304,136.6,Bare,3803.85,,,1287.23,341.0,,,42.4,30.4,7.72,,804.229
RSW,Copper,Cu,Copper,Cu,105.4,Bare,5435.9,,,634.37,437.8,,,35.4,41.8,22.59,,1400.137
RSW,Copper,Cu,StainlessSteel,SS304,157.3,Bare,1632.75,,,709.61,415.8,,,100.5,61.8,6.2,,419.586
RSW,Nickel,Ni,Copper,Cu,107.9,Nickel-plated,2162.71,,,1727.9,461.3,,,69.3,73.6,20.25,,660.284
RSW,Copper,Cu,StainlessSteel,SS304,203.0,Oxide,2378.0,,,1952.01,343.9,,,47.6,67.6,11.72,,504.587
