sample_id,anode_material,cathode_material,tab_thickness_um,surface_coating,welding_technique,tab_width_mm,overlap_length_mm,preheat_celsius,usw_power_w,usw_amplitude_um,usw_force_n,usw_time_ms,laser_power_w,laser_speed_mm_s,laser_pulse_frequency_hz,laser_energy_per_pulse_j,laser_spot_diameter_mm,rsw_current_ka,rsw_voltage_v,rsw_weld_time_ms,rsw_squeeze_time_ms,rsw_hold_time_ms,rsw_force_n,effective_energy_j,energy_density_j_mm2,peak_temperature_c,fused_area_mm2,nugget_diameter_mm,porosity_pct,spatter_mass_mg,intermetallic_thickness_um,hardness_hv,bond_integrity_score,immediate_shear_strength_n,joint_resistance_mohm,cycles_to_failure,resistance_growth_pct_1000,retained_strength_pct_1000,delamination_probability,failure_mode
8860,Copper,StainlessSteel,118.815,brushed,USW,5.275,6.004,64.57,2304.129613,32.763008,734.703119,261.700025,,,,,,,,,,,,387.253329,12.227352,19724.575,31.67107,6.350186,35.0,25.0,5.495264,350.0,0.099854,961.768093,13.097084,383,15.787212,40.386186,0.822711,interfacial_delamination
8861,Copper,Nickel,131.214,oxide_heavy,Laser,7.214,5.649,60.227,,,,,924.048023,42.339412,0.0,0.0,0.102638,,,,,,,3781.904387,92.801464,135554.22,40.752637,7.203323,35.0,25.0,12.0,350.0,0.0,1143.792747,5.11486,196,17.326768,39.269609,1.0,interfacial_delamination
8862,Copper,Nickel,126.816,oxide_heavy,USW,3.892,4.656,31.504,1278.768635,25.448458,823.737025,315.835585,,,,,,,,,,,,246.374276,13.595787,20570.453,18.121369,4.80342,35.0,25.0,4.907872,350.0,0.157836,624.849893,7.554551,824,14.538961,47.574394,0.79074,interfacial_delamination
8863,Copper,StainlessSteel,155.955,nickel_plated,RSW,4.88,7.325,20.0,,,,,,,,,,10.39788,3.525052,75.307228,72.617037,50.0,2707.114269,49737.22538,1391.499228,1704559.891,35.743624,6.746124,35.0,25.0,12.0,350.0,0.0,1021.892451,12.123571,50,14.748972,31.169771,0.933912,interfacial_delamination
8864,Copper,Copper,74.549,tin_plated,RSW,8.737,7.102,33.077,,,,,,,,,,11.792597,3.769936,174.567374,88.310684,98.104285,1902.390764,3716.835188,59.904706,163153.272,62.045796,8.888147,35.0,25.0,12.0,350.0,0.0,1724.968445,3.528473,137,16.842871,30.879328,0.954797,interfacial_delamination
8865,Copper,Copper,55.535,brushed,USW,6.597,5.135,53.444,500.0,18.038532,810.446495,241.267261,,,,,,,,,,,,58.657718,1.731388,6382.153,20.771972,5.142732,8.345948,0.728417,0.811691,216.314473,0.439469,1031.078883,1.467949,2078,11.633705,67.761355,0.160075,pullout
8866,Copper,Copper,180.411,nickel_plated,USW,6.694,5.49,57.775,812.523215,34.763537,1110.151982,253.392226,,,,,,,,,,,,135.649056,3.691071,4210.923,34.103888,6.589569,7.491301,0.0,1.046872,175.625427,0.694905,1742.08654,1.29268,2698,8.307752,82.227232,0.146124,tearing
8867,Copper,Copper,122.69,tin_plated,Laser,2.0,5.678,42.007,,,,,399.311658,54.782489,0.0,0.0,0.238824,,,,,,,121.247331,10.67696,17707.492,11.355979,3.802484,35.0,16.297396,3.032774,350.0,0.43523,639.314703,3.921558,1362,12.220055,60.673331,0.658497,porosity_cracking
8868,Copper,Aluminum,135.436,bare,Laser,5.759,5.378,20.0,,,,,832.10708,65.884502,0.0,0.0,0.253413,,,,,,,662.639027,21.397261,37708.6,30.735561,6.255696,35.0,25.0,12.0,350.0,0.0,874.128277,3.691613,225,19.369204,46.534221,1.0,interfacial_delamination
8869,Copper,Aluminum,106.097,graphite_coated,USW,6.929,2.405,52.437,1360.159249,31.329377,852.610361,277.589479,,,,,,,,,,,,264.253194,15.859366,35711.397,16.66228,4.605982,35.0,25.0,9.586863,350.0,0.0,523.738021,4.500404,138,18.12522,33.34554,0.980907,interfacial_delamination
8870,Copper,Aluminum,90.644,graphite_coated,RSW,4.569,2.946,52.776,,,,,,,,,,15.107,3.477887,163.452493,137.542987,91.414397,2663.455394,50201.274852,3729.43843,9815074.253,13.460813,4.139908,35.0,25.0,12.0,350.0,0.0,395.607383,5.11323,50,18.158585,38.629212,0.972063,interfacial_delamination
8871,Aluminum,StainlessSteel,113.88,nickel_plated,RSW,2.31,8.937,60.985,,,,,,,,,,6.311291,2.935314,250.588499,85.686462,94.233944,2142.603912,92084.128691,4459.906581,9180674.485,20.647098,5.127251,35.0,25.0,12.0,350.0,0.0,599.206843,18.939711,411,16.163313,27.764114,1.0,interfacial_delamination
8872,Aluminum,Nickel,78.707,nickel_plated,Laser,3.696,11.301,49.3,,,,,551.924319,15.154265,79.012648,0.545693,0.365986,,,,,,,1730.953848,41.440097,120681.499,37.234721,6.885399,35.0,25.0,12.0,350.0,0.0,1076.286471,3.972448,151,19.978516,42.189467,0.947831,interfacial_delamination
8873,Copper,Nickel,151.377,nickel_plated,RSW,3.869,4.868,28.878,,,,,,,,,,14.294577,4.035116,119.314715,111.578252,88.546222,2444.516561,34551.151069,1834.501412,2321718.477,18.834083,4.896968,35.0,25.0,12.0,350.0,0.0,553.465737,5.032562,179,12.898097,28.487363,0.941393,interfacial_delamination
8874,Copper,Copper,193.508,gold_plated,USW,7.136,6.919,20.0,1241.482201,39.115053,521.666062,406.920452,,,,,,,,,,,,232.25869,4.703922,4954.565,44.003782,7.485142,8.110967,1.027312,0.978476,190.433012,0.655353,2181.029598,1.32055,2795,8.738474,76.868609,0.15054,tearing
8875,Aluminum,StainlessSteel,175.286,bare,USW,6.485,2.499,20.0,2230.485535,25.841337,679.746783,168.756501,,,,,,,,,,,,198.996753,12.277696,16439.617,16.119237,4.530303,35.0,24.659897,6.968856,350.0,0.0,464.369079,25.0,178,13.287117,43.682262,0.925358,interfacial_delamination
8876,Copper,Copper,41.379,graphite_coated,RSW,9.456,7.974,36.49,,,,,,,,,,6.708316,1.631744,291.647765,99.028663,83.729104,2309.514298,1651.567496,21.902699,107485.922,75.404749,9.798383,35.0,25.0,4.231361,350.0,0.324501,2858.823262,2.806334,1052,10.771019,60.017298,0.803419,interfacial_delamination
8877,Aluminum,Aluminum,176.724,nickel_plated,Laser,8.681,5.732,28.984,,,,,704.596342,53.169511,0.0,0.0,0.147337,,,,,,,1853.711771,37.253741,61322.632,49.759077,7.9596,35.0,25.0,9.338667,350.0,0.0,1381.715132,3.707724,259,10.252616,42.661891,0.928371,interfacial_delamination
8878,Copper,Aluminum,173.259,bare,Laser,6.168,6.044,47.177,,,,,524.956004,53.504105,0.0,0.0,0.16481,,,,,,,843.869753,22.63775,31216.184,37.277104,6.889317,35.0,25.0,12.0,350.0,0.0,1038.169428,3.46865,50,15.878041,39.649582,0.997399,interfacial_delamination
8879,Copper,Aluminum,167.544,nickel_plated,USW,5.591,5.096,56.907,1732.086533,20.593218,805.744733,305.659035,,,,,,,,,,,,259.792003,9.118288,13039.787,28.491314,6.022978,35.0,10.132864,5.89803,350.0,0.0,879.643575,3.516452,124,14.783684,43.758964,0.871383,interfacial_delamination
8880,Copper,StainlessSteel,172.417,tin_plated,USW,5.178,4.516,44.291,1679.910481,22.836078,831.176963,146.647828,,,,,,,,,,,,130.115478,5.564505,6209.796,23.183098,5.433014,16.784624,0.224846,3.101842,240.532208,0.633651,1181.228588,16.252658,2408,9.889091,71.497547,0.341844,tearing
8881,Copper,Nickel,130.504,graphite_coated,Laser,5.451,4.858,33.305,,,,,737.72639,61.826499,0.0,0.0,0.134165,,,,,,,986.292461,37.247536,54712.261,26.479402,5.806429,35.0,25.0,12.0,350.0,0.0,738.5318,4.788933,134,13.756223,39.403736,0.958712,interfacial_delamination
8882,Copper,StainlessSteel,175.269,silver_plated,Laser,5.273,2.925,53.31,,,,,735.750499,45.451422,223.149537,0.543278,0.246339,,,,,,,494.074315,32.035905,34971.853,15.399421,4.427996,35.0,25.0,12.0,350.0,0.0,477.024388,21.649172,139,17.428099,40.072199,0.97223,interfacial_delamination
8883,Copper,Copper,95.019,nickel_plated,USW,6.895,8.387,48.97,1367.026491,29.72071,613.801235,214.561886,,,,,,,,,,,,174.475454,3.017294,6495.059,45.050563,7.573649,6.710456,1.19379,0.667075,216.926666,0.644867,2102.211226,1.21751,2753,9.174728,79.772395,0.194525,tearing
8884,Aluminum,Aluminum,42.502,tin_plated,Laser,8.036,9.487,27.027,,,,,864.963478,16.490558,0.0,0.0,0.202724,,,,,,,8525.153219,111.821303,765014.096,76.23908,9.852442,35.0,25.0,12.0,350.0,0.0,2096.851823,3.335681,310,12.330492,34.067512,0.990693,interfacial_delamination
8885,Copper,Copper,84.894,bare,Laser,4.749,5.538,43.986,,,,,467.829715,5.0,0.0,0.0,0.248357,,,,,,,3634.20969,138.186858,330473.487,26.215116,5.77738,35.0,25.0,12.0,350.0,0.0,736.215805,3.558241,165,16.016685,32.133694,0.967857,interfacial_delamination
8886,Copper,StainlessSteel,136.268,nickel_plated,Laser,5.038,4.898,29.102,,,,,548.233533,44.613651,81.51469,1.024515,0.067361,,,,,,,1999.447983,81.028018,113625.296,24.676007,5.605218,35.0,25.0,12.0,350.0,0.0,707.993641,16.124645,65,14.081573,26.793733,0.937913,interfacial_delamination
8887,Aluminum,Aluminum,96.265,nickel_plated,Laser,4.857,8.591,33.053,,,,,756.68028,49.919382,152.285169,0.311145,0.107799,,,,,,,2626.566146,62.938563,190136.431,41.732223,7.289384,35.0,25.0,12.0,350.0,0.0,1161.605988,3.65014,300,14.387212,38.247894,0.923577,interfacial_delamination
8888,Aluminum,StainlessSteel,102.813,tin_plated,Laser,5.376,6.641,20.0,,,,,371.483442,36.395342,69.016381,0.49583,0.222884,,,,,,,612.175601,17.148631,39119.986,35.69822,6.741838,35.0,25.0,12.0,350.0,0.0,1017.3186,12.799422,161,15.236888,47.04719,0.929684,interfacial_delamination
8889,Aluminum,Aluminum,75.745,graphite_coated,Laser,3.283,8.582,38.255,,,,,602.705513,34.897589,0.0,0.0,0.274084,,,,,,,704.411979,24.999681,96005.076,27.446667,5.91153,35.0,25.0,5.986454,350.0,0.013874,858.037546,4.334592,336,14.102733,41.684283,0.836908,interfacial_delamination
8890,Copper,Aluminum,77.428,bare,USW,4.637,3.919,52.309,801.210566,25.533407,909.562877,474.336616,,,,,,,,,,,,253.31304,13.937592,42993.893,18.174807,4.810497,35.0,25.0,8.188111,350.0,0.0,548.465177,4.046342,297,15.559439,34.518192,0.919442,interfacial_delamination
8891,Copper,Copper,135.158,gold_plated,RSW,4.653,5.641,27.018,,,,,,,,,,11.442089,3.36635,229.206302,77.743626,117.144355,2702.781074,9584.742955,365.133931,548427.592,26.249938,5.781216,35.0,25.0,12.0,350.0,0.0,744.134318,3.182752,218,14.975357,31.592588,0.9559,interfacial_delamination
8892,Aluminum,Aluminum,68.747,bare,USW,6.36,7.145,36.133,1527.6039,39.936767,931.242091,202.065067,,,,,,,,,,,,198.63675,4.370994,18523.297,43.564023,7.447646,8.708795,0.666487,0.700941,350.0,0.665256,2098.938116,1.616489,2789,8.654984,78.097215,0.06222,tearing
8893,Copper,Aluminum,63.84,graphite_coated,USW,2.745,3.461,36.299,2069.981254,45.353888,461.136159,377.312608,,,,,,,,,,,,333.143992,35.070742,131087.137,8.940171,3.373867,35.0,25.0,12.0,350.0,0.0,271.642623,6.029013,50,18.461134,36.151941,0.931318,interfacial_delamination
8894,Copper,Aluminum,152.773,tin_plated,USW,4.346,6.61,20.0,2010.159346,24.078497,1090.004579,156.903635,,,,,,,,,,,,194.172009,6.759403,10574.754,28.726209,6.047755,33.371325,4.144246,4.349202,343.285506,0.293382,1082.429593,2.955465,1164,18.778136,55.102178,0.670917,interfacial_delamination
8895,Copper,Aluminum,159.468,gold_plated,Laser,3.752,5.82,69.22,,,,,292.014782,43.477013,298.510012,0.380646,0.296802,,,,,,,222.162185,10.173712,15288.377,20.785684,5.14443,35.0,13.578584,11.461389,350.0,0.0,610.649755,3.882592,128,17.017389,25.746999,0.952662,interfacial_delamination
8896,Copper,Aluminum,88.59,tin_plated,RSW,2.085,5.578,48.725,,,,,,,,,,10.260346,5.018932,231.916488,141.509619,106.38512,1581.617447,25028.735232,2152.106073,5795195.166,11.190451,3.774669,35.0,25.0,12.0,350.0,0.0,334.928337,5.082251,95,19.065059,30.774985,0.950437,interfacial_delamination
8897,Copper,StainlessSteel,104.807,nickel_plated,USW,12.0,3.158,20.0,1350.280386,28.426684,971.957372,324.731037,,,,,,,,,,,,314.428484,8.297456,15144.422,37.894565,6.94614,35.0,7.559865,3.989497,350.0,0.314031,1569.953182,11.088174,722,11.888233,64.894028,0.683923,interfacial_delamination
8898,Copper,Aluminum,186.432,gold_plated,Laser,4.23,9.09,25.237,,,,,448.419918,88.95641,160.859747,0.844928,0.223088,,,,,,,409.929971,10.660347,13665.956,38.453717,6.997199,35.0,16.250598,10.918277,350.0,0.0,1074.459896,3.178224,243,19.582926,32.914723,1.0,interfacial_delamination
8899,Copper,StainlessSteel,154.767,silver_plated,USW,7.821,7.693,25.44,1629.972431,25.316404,962.514158,286.909296,,,,,,,,,,,,288.301035,4.791875,5940.391,59.312795,8.69019,14.257033,0.0,2.417191,227.305308,0.662493,3151.471193,6.261278,2539,13.042779,76.885645,0.232384,pullout
8900,Copper,StainlessSteel,114.639,brushed,Laser,2.089,2.177,54.695,,,,,715.300283,22.072801,168.263681,0.874304,0.192907,,,,,,,383.033377,84.204209,140376.591,4.548863,2.406614,35.0,25.0,12.0,350.0,0.0,158.871963,25.0,233,16.968039,26.934954,0.946605,interfacial_delamination
8901,Aluminum,Aluminum,64.801,nickel_plated,USW,4.262,5.449,23.935,540.55474,39.616252,1078.855268,480.813013,,,,,,,,,,,,177.669181,7.650445,34351.969,23.223379,5.437732,35.0,5.155232,0.926918,350.0,0.49137,1188.32962,3.527778,1487,9.047943,69.851793,0.442877,porosity_cracking
8902,Copper,Aluminum,123.368,bare,Laser,4.022,3.933,42.233,,,,,403.491059,10.826418,0.0,0.0,0.239508,,,,,,,863.618335,54.598207,105617.092,15.817705,4.487731,35.0,25.0,12.0,350.0,0.0,493.465347,4.399746,50,17.954332,34.633244,0.943901,interfacial_delamination
8903,Copper,Copper,125.615,silver_plated,USW,7.223,3.498,37.969,1309.995838,34.630051,792.450472,217.819057,,,,,,,,,,,,185.687987,7.34922,11914.437,25.266354,5.671871,35.0,4.971482,1.320676,333.377483,0.458245,1345.682166,3.212872,1501,12.982008,60.083555,0.495495,porosity_cracking
8904,Copper,StainlessSteel,96.512,silver_plated,USW,7.288,5.718,72.071,1640.930143,21.696699,198.459718,338.990461,,,,,,,,,,,,221.357287,5.312241,10587.276,35.533573,6.726273,16.609283,0.298662,2.679264,322.455273,0.636272,1880.546392,8.605279,2341,14.981405,75.888797,0.337263,mixed
8905,Aluminum,StainlessSteel,160.621,tin_plated,USW,4.1,9.243,91.359,2188.257589,25.48608,393.197634,180.266507,,,,,,,,,,,,176.985594,4.670796,6908.19,32.671084,6.44966,13.926023,0.217116,3.13383,253.942573,0.581945,1658.672116,10.559447,2436,11.590848,71.22764,0.324321,tearing
8906,Copper,Copper,45.133,brushed,USW,5.934,3.746,62.715,1623.401283,40.219237,977.858864,369.302776,,,,,,,,,,,,392.63075,17.663644,79509.671,22.228185,5.319944,35.0,25.0,2.961226,350.0,0.475644,1127.216643,3.202467,1513,11.710271,69.684202,0.563108,porosity_cracking
8907,Copper,Copper,99.114,bare,USW,3.764,6.768,75.707,1354.620992,18.498465,693.616463,50.0,,,,,,,,,,,,31.534057,1.238039,2611.353,12.893045,4.051658,7.342335,0.691575,0.05,131.312922,0.443697,562.398553,1.729765,1878,13.631106,66.790732,0.137484,pullout
8908,Aluminum,Titanium,100.39,bare,USW,7.137,2.271,72.808,1429.88394,27.282315,1088.039173,382.14967,,,,,,,,,,,,398.480127,24.584897,77173.228,16.20833,4.542806,35.0,25.0,10.238646,350.0,0.0,493.825377,16.850192,265,17.609525,37.760213,0.92006,interfacial_delamination
8909,Aluminum,StainlessSteel,114.941,nickel_plated,Laser,8.806,8.37,34.161,,,,,225.801516,42.780016,168.394089,1.690037,0.262097,,,,,,,1036.740678,14.06612,28721.701,72.586001,9.613499,35.0,25.0,12.0,350.0,0.0,2021.170454,7.543622,291,14.56362,33.570742,0.941013,interfacial_delamination
8910,Aluminum,Aluminum,117.959,tin_plated,RSW,7.117,3.837,41.464,,,,,,,,,,7.542426,4.880533,282.859642,50.0,81.62323,1715.598211,9265.491414,339.272584,836336.758,26.814139,5.843015,35.0,25.0,12.0,350.0,0.0,754.877858,4.536968,149,15.908965,37.279736,0.938551,interfacial_delamination
8911,Aluminum,StainlessSteel,143.773,bare,USW,7.394,3.262,45.458,1399.18707,30.161842,628.757311,317.555717,,,,,,,,,,,,254.70999,10.558955,17261.698,23.671644,5.489961,35.0,15.949156,5.73504,350.0,0.0,739.379391,17.913573,328,17.629961,40.548032,0.865489,interfacial_delamination
8912,Copper,StainlessSteel,123.664,bare,RSW,10.968,5.959,43.681,,,,,,,,,,9.710496,2.07904,156.197887,85.233982,97.053795,2496.310805,42698.812463,653.281465,1009249.469,65.360514,9.122477,35.0,25.0,12.0,350.0,0.0,1819.323873,8.390803,176,19.173783,40.703336,0.936047,interfacial_delamination
8913,Copper,StainlessSteel,96.576,tin_plated,Laser,5.061,7.191,56.734,,,,,442.754776,37.209055,216.715655,0.733729,0.255527,,,,,,,830.688881,22.825785,45209.125,36.052365,6.775197,35.0,25.0,12.0,350.0,0.0,1030.066888,12.459556,54,16.738946,29.840136,0.962021,interfacial_delamination
8914,Copper,Nickel,127.327,bare,Laser,4.502,3.858,30.559,,,,,382.869281,27.909509,218.950474,0.668624,0.22881,,,,,,,497.587721,28.653057,43142.451,17.365956,4.702236,35.0,25.0,12.0,350.0,0.0,525.608908,5.324348,50,17.580962,37.885122,0.933409,interfacial_delamination
8915,Copper,Aluminum,172.507,nickel_plated,USW,5.819,8.962,40.068,1716.924245,25.653108,1115.33446,430.200181,,,,,,,,,,,,461.271733,8.845361,12272.0,52.148437,8.148463,35.0,9.318658,5.814246,350.0,0.046549,1555.200189,3.198549,410,15.41896,39.071896,0.862551,interfacial_delamination
8916,Copper,Titanium,106.535,tin_plated,Laser,5.821,7.697,66.783,,,,,735.039424,21.900457,0.0,0.0,0.146015,,,,,,,4309.912528,96.185211,221794.351,44.808474,7.553272,35.0,25.0,12.0,350.0,0.0,1285.048699,7.572655,164,16.60904,28.643717,0.934284,interfacial_delamination
8917,Aluminum,Nickel,99.154,tin_plated,USW,5.413,6.542,20.0,1756.401337,27.048273,918.343828,196.589995,,,,,,,,,,,,236.658677,6.682679,15461.656,35.413743,6.714922,32.618907,4.775616,3.900973,350.0,0.330694,1470.849964,4.013196,1334,12.533967,57.319403,0.670757,interfacial_delamination
8918,Copper,Nickel,100.824,tin_plated,USW,3.484,6.057,65.118,1025.083741,20.170144,1087.624143,171.363688,,,,,,,,,,,,98.427968,4.664636,8928.501,20.992642,5.169977,15.291651,0.0,1.785189,278.689945,0.651914,1164.248426,3.428,2524,10.012743,78.02282,0.294287,pullout
8919,Copper,Aluminum,184.54,graphite_coated,RSW,4.009,3.182,61.788,,,,,,,,,,9.816947,4.281413,103.106417,79.581278,100.246532,1964.845085,13150.676005,1030.903168,1332703.344,12.756461,4.03014,35.0,25.0,12.0,350.0,0.0,401.982299,5.361289,50,20.628226,40.028113,0.927314,interfacial_delamination
8920,Copper,Aluminum,49.536,brushed,USW,6.238,5.171,24.332,1377.948505,13.080609,1002.494592,124.730494,,,,,,,,,,,,72.586879,2.250463,10862.081,23.464231,5.465856,7.888748,0.099274,2.161966,322.698581,0.565452,1341.074138,1.776102,2327,13.683871,79.180266,0.204523,tearing
8921,Aluminum,Titanium,95.11,silver_plated,RSW,5.48,6.418,24.19,,,,,,,,,,6.235828,2.663519,256.473318,76.827795,72.006059,1632.128874,24743.108061,703.548849,2328897.618,34.103546,6.589536,35.0,25.0,12.0,350.0,0.0,994.174315,8.267528,473,16.673418,29.183818,0.921069,interfacial_delamination
8922,Copper,Copper,223.298,nickel_plated,USW,6.494,5.979,45.425,1267.087842,41.273904,948.253717,199.087661,,,,,,,,,,,,123.447554,3.179531,2935.883,33.24475,6.506038,7.294923,0.535623,0.225834,140.519176,0.648426,1440.016177,0.902775,2869,12.069487,80.477932,0.117572,tearing
8923,Copper,StainlessSteel,154.297,brushed,Laser,6.888,6.466,46.504,,,,,587.087503,33.266518,0.0,0.0,0.213507,,,,,,,1449.166882,32.537039,40331.613,44.538991,7.530525,35.0,25.0,12.0,350.0,0.0,1268.947776,10.219398,116,17.164052,38.317733,0.946327,interfacial_delamination
8924,Aluminum,Aluminum,118.683,graphite_coated,Laser,3.519,6.785,37.294,,,,,636.554878,19.6317,291.783608,0.2662,0.080122,,,,,,,4370.56719,183.032571,448452.924,23.878631,5.513911,35.0,25.0,12.0,350.0,0.0,670.473018,4.472591,101,13.323301,38.268848,0.928679,interfacial_delamination
8925,Copper,Nickel,83.122,nickel_plated,USW,8.871,7.547,36.03,1379.952398,30.76009,347.577802,278.927354,,,,,,,,,,,,185.617027,2.772406,6425.819,46.943717,7.731145,1.895107,0.0,1.282023,223.18005,0.653551,2431.549107,1.13485,2934,14.002143,72.273386,0.118943,tearing
8926,Aluminum,Aluminum,138.464,bare,Laser,5.61,6.968,29.47,,,,,518.414869,86.052672,102.566606,0.660526,0.227248,,,,,,,443.846851,11.353447,23870.931,39.093578,7.055175,35.0,19.855597,3.60813,350.0,0.356977,1712.116988,3.495677,1373,16.073996,53.090631,0.673555,interfacial_delamination
8927,Copper,StainlessSteel,161.688,silver_plated,RSW,4.094,7.249,41.275,,,,,,,,,,14.385745,1.620235,155.481728,99.722739,92.208226,1751.957087,132624.085138,4469.08625,5280424.177,29.290502,6.106867,35.0,25.0,12.0,350.0,0.0,797.812793,12.723603,86,15.586308,34.511978,0.930784,interfacial_delamination
8928,Aluminum,Nickel,160.509,nickel_plated,Laser,6.477,2.305,44.345,,,,,660.349097,48.703284,0.0,0.0,0.181132,,,,,,,455.114859,30.482801,43556.348,14.930218,4.360016,35.0,25.0,12.0,350.0,0.0,434.075921,5.821975,77,17.375952,31.30529,0.937941,interfacial_delamination
8929,Copper,Aluminum,105.102,nickel_plated,USW,7.214,5.536,30.297,1644.438886,18.290373,1006.06404,236.951351,,,,,,,,,,,,197.344961,4.941681,11246.599,39.875087,7.125345,12.722723,1.578819,3.419138,345.35569,0.628879,1866.854312,1.691453,2121,10.311644,76.213109,0.26179,mixed
8930,Copper,Nickel,155.486,bare,USW,8.744,7.398,88.678,1879.74865,37.216236,726.969171,172.304669,,,,,,,,,,,,185.734196,2.871178,3626.335,50.626563,8.028682,5.121187,1.191586,1.474558,168.447826,0.698281,2721.390371,1.618172,2863,10.14435,80.508357,0.126535,pullout
8931,Aluminum,StainlessSteel,206.148,brushed,Laser,6.955,5.084,36.803,,,,,808.155006,30.57737,0.0,0.0,0.275327,,,,,,,1449.56011,40.989793,46648.094,34.407303,6.618817,35.0,25.0,12.0,350.0,0.0,957.27837,12.334768,50,18.162545,31.090679,0.981411,interfacial_delamination
8932,Copper,Copper,143.07,brushed,RSW,10.1,9.433,23.826,,,,,,,,,,5.666659,1.904482,238.985431,50.0,59.443894,1806.997895,553.496946,5.809601,8266.809,91.868134,10.815274,21.490391,0.0,1.735418,265.684673,0.623739,4972.677745,2.374369,2345,11.245321,69.320978,0.291177,porosity_cracking
8933,Copper,Copper,115.204,bare,Laser,6.361,8.516,38.179,,,,,526.569594,31.377339,334.67778,0.227185,0.075698,,,,,,,5230.520459,96.566861,170195.256,54.164756,8.304499,35.0,25.0,12.0,350.0,0.0,1523.380906,3.174677,167,16.359743,36.317847,0.934821,interfacial_delamination
8934,Aluminum,Nickel,164.751,tin_plated,Laser,7.137,2.0,65.001,,,,,432.324272,49.576477,60.747339,1.54869,0.144494,,,,,,,375.589015,26.311978,36656.439,14.27445,4.263191,35.0,25.0,12.0,350.0,0.0,435.945119,6.196784,50,18.366732,33.441673,0.987141,interfacial_delamination
8935,Aluminum,StainlessSteel,85.977,tin_plated,USW,4.352,5.547,20.0,1435.80004,32.077614,619.891969,357.644373,,,,,,,,,,,,312.34455,12.939199,35299.215,23.65235,5.487723,35.0,25.0,7.067269,350.0,0.0,686.750186,17.093957,266,15.266931,38.3995,0.883853,interfacial_delamination
8936,Copper,Aluminum,50.843,oxide_heavy,USW,5.941,6.003,74.512,1180.100554,26.196058,459.677976,473.360311,,,,,,,,,,,,284.510151,7.977089,37502.643,33.348094,6.516142,35.0,7.393106,5.815192,350.0,0.0,1031.07758,4.202691,319,16.986511,43.595668,0.811597,interfacial_delamination
8937,Copper,Copper,121.336,silver_plated,Laser,5.615,6.52,53.246,,,,,568.500411,62.838968,185.520307,0.403562,0.114663,,,,,,,1274.249006,34.805471,58283.031,36.610595,6.827449,35.0,25.0,8.910694,350.0,0.0,1045.290038,3.318184,67,10.674806,31.271405,0.935443,interfacial_delamination
8938,Copper,Copper,187.901,silver_plated,USW,8.69,8.329,86.245,1592.686573,39.288206,439.754542,348.267532,,,,,,,,,,,,245.036023,3.385562,3743.795,56.746396,8.500103,6.235517,0.0,0.49775,159.124017,0.561673,2561.978686,1.122441,2651,10.111631,72.434202,0.127014,pullout
8939,Copper,Aluminum,121.135,tin_plated,USW,7.385,9.245,20.0,1154.645673,40.949742,1095.350123,394.214507,,,,,,,,,,,,282.925969,4.144114,8181.066,65.798816,9.153013,6.172339,0.0,3.401756,284.042392,0.6862,3066.259037,1.114083,2707,8.240712,79.039435,0.217953,tearing
8940,Copper,Nickel,153.097,bare,RSW,8.51,3.454,20.0,,,,,,,,,,8.764282,3.978166,226.893726,103.291052,165.031473,1493.498765,13317.977058,453.043782,566936.771,27.898167,5.959954,35.0,25.0,12.0,350.0,0.0,804.368298,4.618693,169,17.063834,35.491249,0.973266,interfacial_delamination
8941,Aluminum,Aluminum,127.615,tin_plated,Laser,7.266,4.841,20.0,,,,,513.956977,16.252604,262.350866,0.823833,0.308923,,,,,,,1931.863388,54.92874,125172.413,33.117939,6.493618,35.0,25.0,12.0,350.0,0.0,922.02381,3.799482,208,12.890966,37.743738,0.968051,interfacial_delamination
8942,Copper,StainlessSteel,150.588,nickel_plated,USW,5.696,6.482,60.042,1193.270221,29.650907,640.169374,286.958565,,,,,,,,,,,,195.121066,5.284896,6764.569,34.74436,6.651157,12.270618,0.0,3.019968,250.330176,0.65732,1733.767014,10.018522,2612,12.589158,73.162776,0.278412,pullout
8943,Aluminum,Aluminum,123.506,bare,RSW,3.278,7.651,20.0,,,,,,,,,,6.633789,4.681924,129.587709,143.878876,136.439348,2955.926973,4769.237053,190.143237,447665.03,25.082339,5.651179,35.0,25.0,12.0,350.0,0.0,721.808643,3.972227,207,14.588648,40.123715,0.996053,interfacial_delamination
8944,Copper,Aluminum,182.723,oxide_heavy,USW,7.822,5.819,81.232,1483.305152,29.554944,1018.505916,246.942893,,,,,,,,,,,,235.312846,5.169786,6830.65,45.516941,7.61275,18.873842,0.1847,3.509351,257.100562,0.585369,2059.035501,2.57064,2155,11.875386,80.215381,0.36105,porosity_cracking
8945,Copper,Titanium,116.289,graphite_coated,RSW,6.034,4.244,48.999,,,,,,,,,,13.131594,3.187203,242.615733,100.31052,118.583016,2313.554763,265507.564204,10366.523215,21892844.628,25.612017,5.710537,35.0,25.0,12.0,350.0,0.0,753.428462,13.178133,165,17.310624,38.283393,0.974488,interfacial_delamination
8946,Aluminum,Aluminum,130.133,bare,Laser,4.105,5.08,26.745,,,,,682.431819,35.191531,206.822861,0.561198,0.306233,,,,,,,634.727287,30.439489,68039.64,19.687701,5.006711,35.0,25.0,8.286528,350.0,0.0,598.540541,4.148109,268,17.716582,30.900924,0.977739,interfacial_delamination
