nugget_diameter_mm,bond_area_mm2,porosity_pct,imc_thickness_um,peak_temp_C,haz_width_mm,contact_resistance_mOhm,tensile_shear_strength_N,peel_strength_N,visual_defect_score,microhardness_HV,forward_pass_fail,pressure_MPa,effective_energy_J
6.0,28.274,9.153,3.243,224.4,0.375,0.189,5031.6,3287.0,82.2,78.4,True,117.156,175.977
6.0,28.274,18.094,12.0,906.5,3.5,0.0996,2759.0,1797.0,43.5,142.0,False,283.014,1479.807
3.356,8.848,11.603,1.985,191.5,0.165,0.3264,1851.9,1194.0,73.6,118.8,True,66.546,33.506
6.0,28.274,6.971,2.676,117.1,0.312,0.08,6500.0,4233.4,78.0,104.4,True,431.927,180.664
5.036,19.919,11.067,2.474,107.1,0.245,0.3896,3618.4,2359.5,69.7,92.8,True,53.769,113.221
6.0,28.274,10.436,2.785,161.0,0.321,0.3574,6204.0,4036.6,75.5,108.3,True,84.231,187.379
6.0,28.274,4.956,5.842,255.9,0.5,0.1054,4797.6,3115.7,84.2,105.6,True,121.119,326.31
4.049,12.875,12.717,1.844,164.5,0.162,0.2651,2718.7,1745.2,67.1,97.7,False,92.723,63.869
4.511,15.984,12.816,1.56,107.1,0.232,0.484,2682.7,1728.5,65.5,90.8,False,20.316,90.419
4.582,16.491,11.792,1.543,110.8,0.205,0.4781,2810.4,1829.2,71.0,81.3,True,52.258,74.405
6.0,28.274,4.387,10.223,335.2,1.526,0.1659,3641.9,2400.0,77.5,121.4,True,406.623,876.531
6.0,28.274,6.643,10.332,269.3,0.97,0.2391,3350.0,2182.5,64.8,110.4,True,85.496,611.323
6.0,28.274,18.883,12.0,1024.1,3.5,0.1263,2679.0,1727.8,38.4,155.5,False,167.378,1973.017
6.0,28.274,12.458,12.0,407.4,1.764,0.6639,2812.3,1862.9,58.4,110.8,False,37.17,1157.364
5.868,27.043,7.463,2.134,167.6,0.321,0.2172,5562.6,3609.0,82.8,81.2,True,106.666,144.04
6.0,28.274,3.147,5.207,276.5,0.58,0.2041,4560.8,2972.8,85.4,97.3,True,111.133,298.039
6.0,28.274,6.946,6.274,305.5,0.823,0.1857,3675.4,2377.8,80.6,113.8,True,74.35,450.338
6.0,28.274,3.913,4.079,187.2,0.583,0.3807,5456.8,3513.2,89.4,110.2,True,121.678,305.071
6.0,28.274,5.316,4.675,203.7,0.438,0.166,5673.9,3717.3,84.8,97.6,True,75.401,278.27
6.0,28.274,5.069,5.987,276.3,0.557,0.2251,4700.0,3073.4,84.8,105.9,True,69.147,371.069
6.0,28.274,4.25,6.731,280.2,0.988,0.2219,3634.7,2318.0,84.1,118.3,True,85.323,550.377
6.0,28.274,6.594,11.681,445.4,1.699,0.4888,3502.0,2298.8,73.1,129.8,True,24.927,914.103
6.0,28.274,2.774,4.389,236.0,0.548,0.1252,5155.1,3324.2,100.0,89.7,True,149.783,279.04
6.0,28.274,5.273,4.607,223.9,0.548,0.1477,5663.8,3710.5,88.1,103.2,True,118.165,364.22
6.0,28.274,8.928,6.381,284.4,0.883,0.4087,3450.9,2245.1,82.0,122.0,True,83.207,486.991
6.0,28.274,3.794,6.07,294.1,0.719,0.2109,4086.8,2639.5,87.8,111.2,True,195.619,360.783
4.192,13.804,12.386,2.469,213.0,0.167,0.397,2561.7,1653.6,67.3,107.7,False,102.863,52.767
6.0,28.274,7.48,9.472,386.6,1.277,0.3353,3363.5,2195.4,68.0,121.0,True,121.314,725.7
6.0,28.274,0.895,5.04,353.1,0.879,0.1892,5642.4,3630.1,93.3,127.5,True,110.116,313.998
6.0,28.274,7.737,12.0,470.9,1.842,0.2415,3390.1,2166.6,69.3,120.3,True,43.003,1067.817
6.0,28.274,3.55,4.308,200.6,0.658,0.2619,5370.4,3497.0,91.2,118.4,True,75.346,350.557
6.0,28.274,5.987,4.42,185.4,0.621,0.1808,5015.8,3239.1,87.5,122.2,True,25.935,328.114
5.898,27.317,8.404,1.925,134.4,0.285,0.2705,6488.7,4233.9,76.0,105.4,True,63.529,159.284
6.0,28.274,4.665,4.888,221.8,0.523,0.1948,5564.3,3621.2,88.7,103.3,True,167.867,344.862
6.0,28.274,16.967,12.0,1006.4,3.5,0.2323,2843.4,1828.9,51.4,151.1,False,150.756,1737.532
6.0,28.274,4.941,7.315,319.6,1.116,0.2458,3594.5,2320.3,85.4,114.4,True,46.119,584.797
6.0,28.274,5.615,3.786,196.3,0.569,0.1963,5507.3,3589.3,85.4,110.8,True,56.589,296.301
4.658,17.038,10.213,1.481,126.1,0.213,0.1723,3177.3,2074.5,75.0,107.6,True,164.031,80.503
6.0,28.274,7.642,6.177,306.5,0.696,0.1712,3546.3,2297.0,78.4,92.5,True,52.033,367.716
6.0,28.274,5.087,10.561,398.0,1.703,0.3129,3572.8,2349.3,72.3,117.4,True,62.96,916.197
5.454,23.361,17.538,2.777,180.3,0.255,0.7315,4138.2,2682.1,52.7,104.9,False,76.384,135.965
6.0,28.274,4.864,4.916,306.8,1.001,0.3229,5309.4,3416.9,91.0,125.7,True,55.209,361.595
6.0,28.274,4.636,10.662,408.9,1.711,0.2656,3627.5,2353.6,80.9,114.8,True,92.353,920.662
4.561,16.336,11.852,1.636,162.1,0.203,0.3149,2956.0,1936.1,65.4,118.7,True,56.878,74.84
6.0,28.274,8.402,12.0,445.7,1.564,0.245,3340.7,2154.5,62.5,123.2,True,114.336,899.364
6.0,28.274,4.899,9.339,327.0,1.315,0.2271,3596.2,2353.2,76.5,117.4,True,111.697,748.457
6.0,28.274,7.328,12.0,436.7,1.863,0.1038,3410.4,2224.8,70.7,121.7,True,212.393,1080.554
3.322,8.668,12.492,1.536,135.8,0.14,0.1982,1509.1,1002.5,75.7,104.0,False,116.71,36.261
5.413,23.013,13.539,2.27,166.4,0.302,0.3113,3978.1,2577.1,66.9,85.8,False,21.387,132.331
6.0,28.274,5.939,7.978,366.7,1.081,0.271,3511.5,2274.3,74.8,106.6,True,158.436,565.036
5.004,19.663,12.032,2.736,196.0,0.211,0.2889,4105.0,2663.1,68.3,103.6,False,75.132,102.162
6.0,28.274,8.743,11.765,436.6,1.595,0.1704,3260.1,2111.9,65.2,123.5,True,127.256,918.375
6.0,28.274,6.127,11.516,328.8,0.933,0.1989,3370.4,2188.0,74.2,95.0,True,112.214,586.383
5.47,23.496,10.132,2.155,165.8,0.325,0.2915,4742.1,3090.9,67.6,110.7,True,28.218,148.715
6.0,28.274,6.735,4.939,202.4,0.44,0.3676,4360.1,2827.7,86.9,104.5,True,38.501,247.679
6.0,28.274,7.399,5.095,318.9,1.046,0.2531,4853.6,3151.2,84.0,131.7,True,85.887,379.342
6.0,28.274,5.407,6.748,257.7,0.534,0.3099,3399.3,2206.5,78.9,97.6,True,212.54,311.889
6.0,28.274,9.483,3.032,193.4,0.403,0.4102,5107.3,3321.6,76.9,83.4,True,46.482,192.733
6.0,28.274,7.87,5.822,187.6,0.528,0.1876,3718.0,2400.8,82.2,93.7,True,307.503,308.032
6.0,28.274,5.532,5.629,274.2,0.555,0.3499,4928.8,3192.6,78.5,102.3,True,75.261,369.529
6.0,28.274,3.698,5.096,198.9,0.544,0.2505,5541.9,3605.7,100.0,105.5,True,67.604,361.028
6.0,28.274,20.29,12.0,868.9,3.5,0.4912,2472.6,1608.1,33.2,142.4,False,65.947,1402.285
4.363,14.947,9.337,2.049,173.0,0.216,0.1981,3007.9,1966.5,77.4,99.6,True,115.661,82.337
6.0,28.274,9.419,12.0,721.4,3.172,0.08,3509.7,2298.4,68.2,132.8,True,517.397,1214.608
6.0,28.274,6.456,8.469,278.8,0.966,0.08,4040.3,2605.3,72.0,110.2,True,243.833,689.415
6.0,28.274,6.567,6.248,313.4,0.75,0.2491,3794.6,2484.1,87.9,111.8,True,106.85,406.003
6.0,28.274,5.421,9.972,497.2,2.058,0.2979,3956.8,2586.7,76.1,125.9,True,40.89,777.05
4.934,19.121,8.754,2.301,164.8,0.212,0.2352,4638.9,3018.3,70.4,97.6,True,112.58,102.338
6.0,28.274,2.559,7.686,422.2,1.702,0.2669,4211.4,2708.5,94.3,126.1,True,65.869,637.125
6.0,28.274,4.918,5.025,311.5,1.114,0.3114,5167.5,3371.2,89.4,125.0,True,50.412,405.991
6.0,28.274,7.133,12.0,329.3,1.1,0.0916,3332.9,2147.6,68.3,100.0,True,255.812,700.669
6.0,28.274,6.617,6.643,306.6,0.791,0.2467,3550.9,2309.5,77.9,115.2,True,171.707,430.756
6.0,28.274,6.758,4.754,263.2,0.595,0.1514,4492.3,2901.8,81.4,84.6,True,42.798,307.006
4.988,19.543,8.478,2.66,208.3,0.276,0.2841,3976.3,2616.2,76.1,105.2,True,107.062,118.54
6.0,28.274,8.682,10.419,380.0,1.44,0.1956,3303.7,2116.6,74.9,123.9,True,114.987,824.322
6.0,28.274,5.768,5.558,341.5,0.852,0.0981,4727.8,3086.9,87.3,124.5,True,475.031,303.221
6.0,28.274,6.913,8.391,417.9,1.86,0.2675,3801.4,2489.6,80.1,136.7,True,74.515,699.262
6.0,28.274,4.002,6.942,411.8,1.355,0.341,4076.1,2662.3,95.5,123.8,True,39.33,500.598
6.0,28.274,5.278,11.666,640.2,2.4,0.1113,3931.5,2559.7,75.6,130.8,True,99.82,911.111
6.0,28.274,5.625,12.0,459.4,1.616,0.2832,3546.4,2302.7,72.2,115.1,True,30.99,930.698
5.866,27.028,8.153,3.201,200.2,0.296,0.2068,6041.4,3897.5,83.4,104.0,True,190.702,168.357
6.0,28.274,10.101,2.941,212.4,0.603,0.2279,5823.5,3778.2,72.8,122.4,True,175.775,205.548
6.0,28.274,3.109,4.19,209.6,0.479,0.0872,6304.6,4090.1,99.1,105.3,True,113.841,310.416
6.0,28.274,4.908,12.0,675.9,2.601,0.1977,4003.0,2637.9,75.2,129.8,True,158.517,990.036
6.0,28.274,5.399,8.487,301.5,0.887,0.08,4091.7,2634.4,76.0,101.1,True,153.982,627.689
5.849,26.873,9.848,3.467,220.5,0.327,0.2391,4837.4,3137.6,76.8,105.3,True,60.575,149.6
6.0,28.274,4.456,7.114,225.3,0.786,0.08,4205.5,2752.2,88.2,105.8,True,446.35,549.291
6.0,28.274,3.607,5.378,239.6,0.796,0.2755,4417.5,2891.2,90.5,97.3,True,193.392,427.028
3.556,9.93,13.997,1.317,171.8,0.191,0.557,1782.3,1151.4,62.8,116.4,False,38.681,43.588
6.0,28.274,3.962,3.34,151.6,0.432,0.1647,6500.0,4233.8,87.9,111.0,True,81.312,273.539
6.0,28.274,6.28,6.574,235.8,0.974,0.1406,3615.1,2343.8,88.3,117.0,True,262.037,541.765
6.0,28.274,10.174,3.226,232.3,0.632,0.3137,5678.4,3674.0,65.2,119.8,True,39.385,216.705
6.0,28.274,5.241,3.489,218.2,0.467,0.1244,5617.2,3661.0,85.7,108.1,True,183.975,218.591
6.0,28.274,8.475,10.41,356.5,1.065,0.7837,3812.7,2461.5,68.1,103.6,True,33.818,765.911
5.786,26.295,8.133,2.566,190.1,0.355,0.2658,5410.5,3479.1,76.5,112.2,True,101.044,155.041
6.0,28.274,3.055,8.714,340.8,1.124,0.3458,3738.4,2450.7,92.5,120.3,True,56.609,632.618
6.0,28.274,8.802,3.977,175.6,0.635,0.4269,4667.4,3030.9,73.0,95.2,True,106.273,331.131
6.0,28.274,6.102,10.121,378.2,1.502,0.2171,3353.6,2169.3,77.3,101.2,True,56.113,848.262
6.0,28.274,5.114,5.758,361.5,1.118,0.3559,4652.0,3049.1,90.4,114.1,True,36.188,407.808
6.0,28.274,6.708,5.993,281.1,0.825,0.5121,3718.5,2411.9,83.2,85.4,True,42.553,444.378
6.0,28.274,6.736,2.936,180.0,0.451,0.1584,5824.4,3788.5,81.0,106.9,True,209.542,209.501
6.0,28.274,3.177,6.355,374.8,1.307,0.3433,4339.0,2819.7,86.0,123.5,True,39.032,481.858
6.0,28.274,7.601,5.236,304.4,1.18,0.3606,4683.6,3009.2,83.1,131.7,True,61.104,432.15
6.0,28.274,5.461,12.0,449.2,1.608,0.08,3570.1,2304.5,74.8,121.4,True,214.334,925.849
6.0,28.274,2.322,4.35,205.6,0.628,0.1753,5470.9,3532.4,91.6,118.5,True,96.64,332.258
6.0,28.274,6.568,7.265,254.0,1.113,0.252,3484.1,2250.1,80.0,109.8,True,75.366,583.069
6.0,28.274,3.812,12.0,390.5,1.246,0.4466,3528.6,2282.8,81.6,100.7,True,20.045,800.994
5.965,27.95,12.697,3.168,217.0,0.331,0.08,4805.9,3123.2,71.0,112.3,False,317.21,151.914
5.452,23.345,12.521,2.869,209.1,0.249,0.1318,4757.8,3093.1,67.7,101.9,False,240.164,131.514
3.411,9.136,11.558,1.063,100.0,0.14,0.4818,1817.0,1173.6,65.5,96.7,True,101.076,46.988
6.0,28.274,7.612,3.126,148.7,0.495,0.1148,5518.4,3586.6,88.0,108.9,True,202.309,251.354
5.515,23.89,11.341,2.161,160.6,0.421,0.1129,5150.0,3353.7,75.8,120.7,True,234.854,134.128
6.0,28.274,4.624,3.917,233.5,0.368,0.2307,6279.2,4087.3,86.0,108.9,True,90.586,224.085
6.0,28.274,3.483,10.336,262.9,1.184,0.1816,4295.9,2801.7,78.6,104.9,True,126.084,858.573
6.0,28.274,7.426,2.368,163.4,0.454,0.2405,5775.9,3776.2,82.9,90.3,True,111.753,223.04
3.892,11.897,10.724,0.929,112.6,0.166,0.4828,2070.9,1366.1,79.4,116.2,True,21.588,52.157
6.0,28.274,7.126,3.847,161.1,0.398,0.1758,4931.7,3223.3,87.6,90.3,True,86.869,218.465
6.0,28.274,3.822,7.245,308.2,1.011,0.3635,3674.3,2378.1,86.5,116.0,True,55.186,564.242
6.0,28.274,5.245,3.405,193.0,0.423,0.2069,5699.8,3721.7,87.8,120.8,True,59.188,207.884
6.0,28.274,7.261,3.498,213.0,0.483,0.1643,5386.6,3491.8,89.2,117.0,True,127.498,227.396
6.0,28.274,4.018,5.012,235.0,0.6,0.339,4836.6,3144.0,86.2,117.3,True,69.428,315.021
3.646,10.44,13.7,2.37,220.1,0.153,0.39,2222.2,1443.9,72.3,103.0,False,63.798,56.754
6.0,28.274,5.657,4.911,290.9,0.585,0.1352,4710.6,3054.8,86.5,115.9,True,117.252,306.38
6.0,28.274,5.344,8.836,315.5,0.916,0.3697,4137.7,2669.8,77.6,107.3,True,29.27,650.372
6.0,28.274,4.29,5.963,331.9,1.112,0.4733,4565.0,2930.7,81.0,127.0,True,43.582,405.483
4.927,19.066,9.365,2.781,230.3,0.238,0.2654,3526.6,2259.3,72.5,81.0,True,73.462,94.29
6.0,28.274,5.659,4.566,279.9,0.955,0.2255,5427.9,3535.3,88.0,124.0,True,113.426,343.874
6.0,28.274,2.865,7.492,280.4,1.141,0.3085,3770.4,2462.4,85.1,110.6,True,110.997,643.17
6.0,28.274,4.548,9.614,327.7,1.025,0.1176,4151.2,2680.8,86.0,117.3,True,118.671,735.134
6.0,28.274,7.557,2.816,162.6,0.381,0.2293,6500.0,4219.0,78.6,100.1,True,60.272,234.069
6.0,28.274,3.809,5.87,255.6,0.545,0.4274,4842.8,3142.9,89.8,106.2,True,64.247,361.497
6.0,28.274,6.131,12.0,318.5,1.167,0.3958,3340.6,2180.4,70.3,104.1,True,116.435,746.891
6.0,28.274,7.817,3.528,258.3,0.555,0.1208,5856.6,3809.3,76.1,122.0,True,319.466,186.451
6.0,28.274,3.662,12.0,374.2,1.256,0.1571,3527.8,2342.6,83.5,107.7,True,103.117,808.268
6.0,28.274,3.513,6.578,373.8,1.473,0.1723,4197.0,2719.0,96.5,129.7,True,73.644,547.174
6.0,28.274,5.26,5.342,259.2,0.507,0.2102,5151.7,3341.0,86.4,98.9,True,84.003,331.934
6.0,28.274,5.212,5.84,222.0,0.466,0.2379,3980.0,2544.9,87.9,105.8,True,43.156,264.929
6.0,28.274,7.554,10.827,316.1,1.208,0.1488,3933.2,2539.7,69.8,114.3,True,55.166,877.33
6.0,28.274,7.439,4.494,216.2,0.475,0.2651,5503.8,3593.3,84.6,107.3,True,72.073,307.385
5.309,22.133,10.093,2.871,194.8,0.289,0.2435,4236.1,2753.7,83.5,111.1,True,110.111,126.931
6.0,28.274,8.087,7.744,408.9,1.801,0.8478,3708.2,2408.9,74.6,127.6,True,31.201,676.087
6.0,28.274,6.159,3.053,176.7,0.508,0.2243,5784.6,3780.6,79.5,107.1,True,103.112,259.128
4.483,15.784,18.01,1.699,156.8,0.194,0.8314,2375.7,1587.9,56.9,108.8,False,17.597,69.035
6.0,28.274,5.919,5.983,303.8,0.736,0.1923,3978.9,2593.9,85.9,112.3,True,55.765,370.265
6.0,28.274,5.694,11.589,609.2,2.355,0.2308,3906.1,2552.6,77.4,133.4,True,77.705,893.411
6.0,28.274,12.143,12.0,787.5,3.339,0.1567,3320.0,2163.5,57.3,141.7,False,106.354,1279.962
6.0,28.274,7.998,5.572,234.0,0.859,0.6534,4032.9,2578.5,76.1,113.2,True,38.001,439.643
6.0,28.274,4.82,7.104,307.8,0.921,0.3299,3634.3,2332.2,80.4,113.8,True,53.102,509.692
6.0,28.274,9.77,3.459,181.8,0.32,0.3502,5867.2,3815.4,83.1,105.5,True,51.957,186.286
6.0,28.274,12.355,3.177,176.1,0.464,0.5559,4859.9,3169.2,67.6,112.1,False,43.971,232.858
6.0,28.274,4.607,5.207,210.4,0.534,0.122,5298.3,3447.0,89.0,109.1,True,267.396,353.29
5.645,25.03,8.487,3.512,227.4,0.261,0.2633,5298.3,3436.7,79.2,100.6,True,112.777,141.126
5.554,24.229,11.371,3.302,193.7,0.271,0.3372,4915.0,3185.1,66.3,111.7,True,103.121,148.2
6.0,28.274,6.005,3.086,225.5,0.736,0.1391,6445.5,4210.9,89.3,120.5,True,194.291,257.69
5.366,22.613,8.371,3.526,233.7,0.31,0.2842,4141.9,2698.5,72.4,117.0,True,90.191,139.175
5.52,23.932,9.311,3.136,216.9,0.306,0.2723,4299.9,2782.5,76.0,86.7,True,51.661,135.017
6.0,28.274,5.352,4.699,296.9,1.003,0.111,5328.9,3441.4,82.7,116.0,True,159.709,362.625
6.0,28.274,8.813,2.54,128.6,0.346,0.1787,6500.0,4228.8,82.7,99.4,True,64.786,206.768
6.0,28.274,2.208,6.318,203.7,0.522,0.08,3884.9,2531.1,94.4,96.5,True,125.028,303.9
5.615,24.763,10.723,3.466,231.4,0.316,0.0807,4063.1,2653.5,71.1,87.3,True,257.995,140.777
6.0,28.274,8.648,12.0,668.0,2.843,0.305,3573.2,2309.5,61.2,131.7,True,116.169,1085.223
4.842,18.416,6.962,1.718,122.6,0.192,0.2601,4449.9,2887.7,82.4,103.3,True,54.741,87.023
6.0,28.274,7.713,12.0,441.4,1.585,0.2502,3855.3,2521.8,60.0,111.7,True,177.552,1170.188
4.428,15.401,8.95,2.752,222.8,0.214,0.1987,3047.5,2019.6,76.1,101.9,True,86.327,81.383
6.0,28.274,9.374,12.0,625.8,2.5,0.4669,3622.0,2340.5,59.1,130.0,True,63.449,950.677
6.0,28.274,14.673,12.0,846.5,3.5,0.1629,3016.3,1959.2,54.8,149.3,False,97.152,1352.809
6.0,28.274,7.956,3.389,193.5,0.477,0.08,5378.7,3480.7,78.1,101.9,True,282.33,240.784
3.288,8.489,10.144,1.89,103.5,0.143,0.5635,1595.3,1064.6,71.0,88.6,True,15.604,42.953
6.0,28.274,5.494,8.413,256.1,0.659,0.1993,3406.0,2194.0,79.4,100.3,True,148.069,397.889
6.0,28.274,7.176,11.847,624.2,2.461,0.2379,3750.1,2464.7,68.2,134.2,True,88.778,935.192
6.0,28.274,7.926,3.792,220.2,0.412,0.08,5108.6,3365.5,79.4,115.0,True,317.837,201.474
6.0,28.274,7.649,6.976,285.0,0.714,0.2691,3849.8,2491.7,73.1,101.9,True,155.998,492.912
6.0,28.274,5.797,4.656,232.1,0.778,0.3282,4845.5,3137.1,86.8,113.1,True,68.959,393.942
6.0,28.274,6.308,9.115,292.3,0.93,0.2345,3959.5,2569.1,69.4,120.0,True,92.187,660.742
6.0,28.274,6.35,8.005,444.7,1.591,0.2823,3842.9,2468.8,81.3,139.1,True,92.309,593.473
6.0,28.274,6.446,4.425,264.4,0.469,0.164,4973.1,3237.6,86.2,106.1,True,114.792,235.491
5.982,28.106,7.135,3.234,158.3,0.319,0.247,5276.7,3438.4,78.3,88.7,True,45.424,164.263
6.0,28.274,4.23,4.705,207.7,0.712,0.1145,5023.2,3281.9,95.4,118.6,True,162.141,356.95
6.0,28.274,3.336,4.599,325.1,0.716,0.19,5683.1,3722.2,91.5,126.0,True,222.327,249.901
5.438,23.227,11.661,1.918,131.9,0.279,0.5978,5043.4,3287.1,65.9,91.4,True,41.451,154.643
5.486,23.634,11.162,2.768,191.5,0.313,0.08,4431.2,2882.8,72.4,114.2,True,121.552,141.143
6.0,28.274,7.026,6.626,305.2,0.897,0.1747,3465.9,2281.5,81.7,115.5,True,95.924,495.147
6.0,28.274,7.532,4.442,191.8,0.709,0.3524,4553.5,2968.5,73.9,92.8,True,96.592,375.026
6.0,28.274,6.225,2.879,138.7,0.392,0.283,6500.0,4251.0,80.8,97.7,True,102.265,242.496
5.936,27.679,9.513,3.076,185.2,0.384,0.1276,5282.6,3428.7,78.8,103.8,True,235.989,183.96
6.0,28.274,5.831,8.325,259.5,0.729,0.3564,3459.0,2236.0,80.3,102.3,True,68.046,446.187
6.0,28.274,5.557,4.519,245.3,0.581,0.08,4965.8,3244.5,88.5,111.9,True,259.492,282.569
6.0,28.274,4.998,9.363,469.1,2.115,0.4347,3993.1,2577.4,78.5,131.0,True,131.096,799.405
6.0,28.274,4.392,3.917,193.3,0.588,0.0879,5490.7,3530.3,88.1,113.2,True,174.929,307.856
6.0,28.274,5.794,6.414,257.1,1.004,0.2483,3684.6,2413.3,86.1,113.7,True,113.495,560.25
6.0,28.274,4.128,10.948,349.6,1.182,0.4188,4253.0,2761.5,79.3,102.5,True,50.726,857.23
6.0,28.274,8.171,5.345,234.3,0.351,0.1367,3960.8,2560.4,83.1,90.0,True,230.162,186.228
6.0,28.274,5.804,12.0,480.2,1.815,0.2211,3564.4,2300.8,78.6,120.5,True,131.278,979.194
4.061,12.952,10.803,1.885,170.4,0.167,0.2846,2832.1,1837.4,75.1,107.8,True,113.061,67.564
6.0,28.274,5.701,12.0,377.8,1.293,0.1912,4052.6,2657.6,78.0,110.8,True,175.712,943.529
6.0,28.274,7.279,10.866,373.7,1.134,0.2946,3950.7,2577.3,74.5,110.3,True,118.861,819.997
5.068,20.172,10.214,2.164,175.3,0.284,0.3988,4094.0,2694.1,65.4,106.0,True,25.33,123.389
5.679,25.327,8.915,3.193,246.6,0.32,0.1103,4780.4,3108.5,78.7,112.1,True,47.809,145.302
6.0,28.274,4.643,5.848,267.2,0.749,0.1644,4197.5,2730.5,87.1,114.1,True,264.28,377.658
6.0,28.274,3.841,6.338,245.8,0.726,0.1219,4519.5,2948.5,96.9,112.2,True,267.604,502.397
5.187,21.129,9.191,3.27,240.1,0.266,0.2913,3752.4,2481.5,83.2,78.8,True,29.265,110.944
6.0,28.274,8.925,4.083,249.6,0.447,0.151,4586.1,3009.0,71.6,83.3,True,116.972,219.257
6.0,28.274,7.795,3.879,195.9,0.406,0.2518,5919.0,3844.6,74.2,105.1,True,95.356,253.9
6.0,28.274,7.77,6.745,318.7,0.844,0.58,3335.2,2169.2,79.1,112.9,True,67.267,431.068
6.0,28.274,7.02,6.196,188.0,0.585,0.2277,3489.9,2257.1,84.8,101.7,True,44.485,347.333
6.0,28.274,5.475,4.127,223.9,0.509,0.2914,5220.8,3374.1,84.1,123.9,True,67.313,260.133
6.0,28.274,5.671,9.58,210.1,0.887,0.1879,3329.6,2163.0,77.2,101.7,True,243.555,554.794
6.0,28.274,6.211,4.534,314.6,0.761,0.2111,5389.3,3462.8,78.5,111.5,True,198.597,267.46
6.0,28.274,6.983,4.639,315.7,1.071,0.2747,5184.8,3378.7,80.6,115.6,True,200.352,389.433
4.097,13.186,8.286,2.479,204.0,0.213,0.1267,2584.5,1655.2,79.6,81.2,True,140.993,79.222
6.0,28.274,4.728,4.533,256.2,0.403,0.2827,5826.1,3789.6,83.3,111.0,True,70.043,251.454
6.0,28.274,4.31,6.376,244.7,0.886,0.331,3860.6,2511.9,91.9,117.7,True,117.29,488.828
5.523,23.957,8.383,3.079,124.1,0.268,0.1862,4432.3,2897.6,76.5,98.6,True,58.182,129.383
6.0,28.274,10.095,4.694,316.1,0.815,0.1388,4762.7,3097.5,72.5,121.4,True,317.578,288.658
6.0,28.274,9.751,12.0,755.6,3.36,0.1193,3591.5,2349.5,62.7,137.9,True,95.715,1288.37
6.0,28.274,6.268,8.707,261.2,0.733,0.3111,3323.4,2145.5,78.7,95.4,True,74.533,448.968
5.857,26.941,10.903,2.393,168.8,0.273,0.08,6066.3,3982.7,78.8,98.3,True,421.505,150.469
4.147,13.505,10.026,1.794,162.5,0.161,0.5353,3031.4,2006.0,77.0,95.4,True,24.661,63.054
6.0,28.274,7.744,2.991,137.3,0.318,0.3759,6500.0,4222.9,79.5,99.7,True,19.527,185.131
6.0,28.274,6.479,3.275,221.7,0.308,0.08,6451.1,4198.4,81.8,104.0,True,403.229,177.516
6.0,28.274,6.899,8.722,242.7,1.043,0.2542,3952.7,2564.7,80.3,101.6,True,63.753,748.634
5.495,23.716,10.32,3.412,144.2,0.271,0.3318,3959.9,2564.2,70.6,87.7,True,71.312,131.259
5.921,27.534,9.192,2.898,140.2,0.357,0.3723,5352.8,3483.2,79.1,113.2,True,87.037,167.774
6.0,28.274,7.553,3.804,225.2,0.444,0.1319,5156.5,3366.1,82.7,113.4,True,97.486,220.402
6.0,28.274,2.539,7.148,264.4,1.058,0.1417,3629.7,2388.9,92.9,94.5,True,220.587,583.635
6.0,28.274,2.266,9.387,503.2,2.053,0.4395,4238.9,2730.3,85.6,134.1,True,30.631,774.786
6.0,28.274,4.614,5.858,300.9,0.687,0.2823,4193.4,2756.5,93.0,115.9,True,69.646,367.652
6.0,28.274,6.842,2.853,195.7,0.449,0.3259,5580.5,3638.3,81.5,78.9,True,89.458,219.9
4.174,13.682,9.392,2.045,201.0,0.174,0.3051,3283.6,2138.2,86.0,93.3,True,60.34,72.951
6.0,28.274,6.143,2.471,148.2,0.397,0.1643,6237.9,4078.4,85.3,111.4,True,99.799,192.081
6.0,28.274,4.134,4.874,257.4,0.595,0.276,4844.9,3165.9,88.9,103.8,True,101.61,290.836
6.0,28.274,3.742,4.361,245.6,0.419,0.1574,6114.8,3966.5,91.6,100.4,True,190.352,263.751
6.0,28.274,5.878,6.221,359.9,1.419,0.1828,4219.1,2728.8,84.0,125.7,True,78.509,525.995
5.73,25.789,7.142,2.927,188.0,0.34,0.1699,5241.5,3409.1,86.3,108.6,True,90.589,157.873
5.388,22.801,9.073,3.45,253.6,0.453,0.1468,4601.9,3008.8,71.3,126.1,True,143.055,146.486
6.0,28.274,5.85,5.89,298.8,0.674,0.2297,4062.8,2614.6,86.0,116.3,True,66.456,359.93
6.0,28.274,3.887,9.52,302.0,1.022,0.1644,4303.4,2786.5,78.9,112.2,True,208.409,732.402
6.0,28.274,3.604,5.855,264.7,0.812,0.3097,4345.7,2826.5,89.3,112.2,True,84.916,443.598
6.0,28.274,5.281,8.685,317.4,0.9,0.2203,4121.5,2671.2,79.6,116.2,True,51.962,637.798
6.0,28.274,7.137,10.554,419.3,1.523,0.2847,3410.0,2223.5,74.4,121.9,True,65.811,874.489
6.0,28.274,10.092,5.47,243.2,0.797,0.7161,3635.5,2396.5,80.2,85.6,True,24.606,428.06
6.0,28.274,5.733,7.234,309.9,0.982,0.1975,3394.6,2199.1,86.9,87.5,True,159.699,538.036
6.0,28.274,5.252,4.08,185.2,0.47,0.3254,6060.5,3930.1,89.6,101.6,True,92.109,303.38
