sample_id,anode_material,cathode_material,tab_thickness_um,surface_coating,welding_technique,tab_width_mm,overlap_length_mm,preheat_celsius,usw_power_w,usw_amplitude_um,usw_force_n,usw_time_ms,laser_power_w,laser_speed_mm_s,laser_pulse_frequency_hz,laser_energy_per_pulse_j,laser_spot_diameter_mm,rsw_current_ka,rsw_voltage_v,rsw_weld_time_ms,rsw_squeeze_time_ms,rsw_hold_time_ms,rsw_force_n
7784,Aluminum,Nickel,131.513,graphite_coated,USW,5.419,2.533,20.0,2388.044084,31.250159,747.35293,169.362162,,,,,,,,,,,
7785,Aluminum,Nickel,127.327,brushed,USW,6.659,2.274,20.0,750.450291,28.788178,697.218091,377.496502,,,,,,,,,,,
7786,Copper,Aluminum,99.288,tin_plated,Laser,5.774,4.316,38.894,,,,,1037.559806,50.358382,254.363262,0.494525,0.264237,,,,,,
7787,Copper,Aluminum,165.91,brushed,USW,5.509,4.089,24.37,1290.615973,24.297218,770.123301,121.68159,,,,,,,,,,,
7788,Aluminum,Nickel,122.344,silver_plated,Laser,4.35,5.651,44.27,,,,,290.564138,11.826175,233.11373,0.891444,0.202532,,,,,,
7789,Copper,Nickel,73.574,bare,RSW,5.82,5.663,76.886,,,,,,,,,,8.732265,3.766146,131.821394,73.295562,69.968909,1054.955416
7790,Copper,Aluminum,109.453,nickel_plated,Laser,8.846,4.547,39.498,,,,,716.265081,55.490239,0.0,0.0,0.198353,,,,,,
7791,Copper,Aluminum,141.555,tin_plated,Laser,3.255,8.77,38.902,,,,,1030.789948,39.718724,370.953466,0.81607,0.218926,,,,,,
7792,Copper,Nickel,120.397,brushed,Laser,3.582,6.054,52.636,,,,,674.525584,67.169376,0.0,0.0,0.237373,,,,,,
7793,Copper,Titanium,57.506,nickel_plated,Laser,10.415,8.009,71.72,,,,,234.956168,5.0,264.01092,0.339721,0.263251,,,,,,
7794,Copper,Nickel,169.846,gold_plated,Laser,2.276,12.0,20.0,,,,,567.579744,6.393407,0.0,0.0,0.223438,,,,,,
7795,Copper,Aluminum,192.994,bare,USW,4.588,3.91,47.991,1335.280877,20.269177,834.716357,147.415656,,,,,,,,,,,
7796,Copper,Aluminum,105.92,brushed,USW,4.33,6.927,71.872,735.577018,32.707468,1037.508972,389.993068,,,,,,,,,,,
7797,Copper,Aluminum,110.877,tin_plated,Laser,8.644,5.071,20.0,,,,,874.991042,48.025183,0.0,0.0,0.174043,,,,,,
7798,Copper,StainlessSteel,124.596,tin_plated,USW,3.226,5.469,32.847,1579.694794,36.085292,518.854124,205.140572,,,,,,,,,,,
7799,Copper,Copper,65.922,oxide_heavy,USW,6.644,4.705,40.856,1440.340949,32.816912,501.766759,370.844689,,,,,,,,,,,
7800,Copper,Aluminum,90.765,gold_plated,USW,4.482,4.462,38.926,1815.569671,28.213752,418.516791,544.848336,,,,,,,,,,,
7801,Aluminum,Nickel,205.875,graphite_coated,Laser,6.364,6.277,48.41,,,,,508.7041,32.940871,0.0,0.0,0.173735,,,,,,
7802,Copper,Nickel,66.257,oxide_heavy,USW,5.863,3.387,41.286,1472.406628,31.126276,778.438549,82.815915,,,,,,,,,,,
7803,Aluminum,Aluminum,77.828,bare,Laser,8.327,7.499,58.355,,,,,416.721376,67.178233,354.106683,0.966772,0.096423,,,,,,
7804,Copper,StainlessSteel,166.347,graphite_coated,USW,7.961,8.517,39.429,1528.919174,43.967658,989.820976,324.835016,,,,,,,,,,,
7805,Copper,Aluminum,127.175,nickel_plated,USW,5.388,4.218,38.034,2121.896487,31.55966,932.229472,431.560158,,,,,,,,,,,
7806,Aluminum,Nickel,146.764,gold_plated,Laser,4.983,6.314,33.832,,,,,892.867299,32.937032,0.0,0.0,0.28754,,,,,,
7807,Copper,Copper,92.515,graphite_coated,RSW,5.984,7.833,42.557,,,,,,,,,,11.410204,2.328673,142.412461,73.873654,108.54581,1552.586039
7808,Aluminum,Nickel,159.412,bare,Laser,7.788,5.768,67.645,,,,,514.66988,21.255817,0.0,0.0,0.268656,,,,,,
7809,Aluminum,Titanium,128.838,bare,USW,5.715,8.318,28.639,2109.508999,27.088075,992.097476,484.895478,,,,,,,,,,,
7810,Aluminum,StainlessSteel,92.746,nickel_plated,USW,7.671,4.185,36.093,1434.521363,28.131072,553.451372,516.353538,,,,,,,,,,,
7811,Copper,Nickel,160.352,nickel_plated,USW,4.812,7.96,44.952,1797.646611,20.938709,431.829249,354.366755,,,,,,,,,,,
7812,Aluminum,Nickel,105.204,silver_plated,Laser,2.504,7.454,39.909,,,,,1082.670629,67.519109,0.0,0.0,0.244763,,,,,,
7813,Aluminum,StainlessSteel,56.935,nickel_plated,Laser,3.159,5.262,34.092,,,,,1005.584593,32.609669,220.753568,0.635397,0.107138,,,,,,
7814,Copper,Nickel,79.358,bare,Laser,6.989,6.607,66.457,,,,,709.599044,38.724118,99.905095,0.108597,0.221495,,,,,,
7815,Copper,StainlessSteel,135.886,bare,RSW,5.862,7.024,53.299,,,,,,,,,,12.179882,2.905942,203.635375,70.281316,62.573763,2143.143208
7816,Copper,Nickel,112.042,tin_plated,RSW,6.227,6.021,59.41,,,,,,,,,,12.352205,4.463907,57.904837,111.794908,87.748192,2445.291492
7817,Copper,Titanium,126.16,brushed,USW,6.467,2.0,53.958,1666.109084,31.564027,621.071892,361.977485,,,,,,,,,,,
7818,Aluminum,Aluminum,156.009,tin_plated,USW,4.289,8.381,25.93,1969.462705,37.020945,944.908275,349.019044,,,,,,,,,,,
7819,Copper,Copper,85.875,tin_plated,RSW,8.004,7.904,37.038,,,,,,,,,,14.793331,2.704766,189.260174,104.965012,68.154547,2082.070846
7820,Copper,StainlessSteel,168.783,nickel_plated,Laser,6.174,6.74,20.0,,,,,528.598936,28.443251,0.0,0.0,0.169451,,,,,,
7821,Copper,Aluminum,127.471,bare,RSW,5.408,6.076,44.884,,,,,,,,,,7.930706,1.711252,236.615052,135.595427,166.836371,2329.888018
7822,Aluminum,Nickel,147.127,nickel_plated,USW,8.723,5.771,28.446,939.800474,34.342506,974.936508,219.831582,,,,,,,,,,,
7823,Aluminum,Aluminum,98.591,brushed,USW,5.012,4.005,41.766,1412.123106,37.986014,854.4398,324.689629,,,,,,,,,,,
7824,Aluminum,StainlessSteel,168.118,tin_plated,RSW,2.283,6.793,20.0,,,,,,,,,,12.393106,3.018036,222.471641,56.54179,121.97896,872.438394
7825,Copper,Aluminum,134.604,nickel_plated,Laser,3.132,6.71,23.532,,,,,497.915072,9.6933,170.10147,1.127717,0.102289,,,,,,
7826,Copper,Titanium,117.354,bare,Laser,7.509,5.552,49.795,,,,,696.285642,5.0,266.925124,0.89835,0.159937,,,,,,
7827,Copper,Aluminum,121.79,brushed,USW,7.581,7.984,70.889,1400.642319,17.597429,472.511411,227.963996,,,,,,,,,,,
7828,Aluminum,StainlessSteel,98.714,bare,Laser,6.574,8.131,38.502,,,,,732.877244,43.714309,0.0,0.0,0.075846,,,,,,
7829,Aluminum,Nickel,130.909,nickel_plated,USW,4.542,5.866,74.735,1340.508387,29.868368,450.622639,50.0,,,,,,,,,,,
7830,Copper,Copper,145.805,silver_plated,USW,8.929,5.151,23.374,2270.528332,23.648922,1164.274786,234.075301,,,,,,,,,,,
7831,Copper,StainlessSteel,154.091,nickel_plated,USW,3.082,6.084,37.381,831.424548,42.08739,640.962495,195.099029,,,,,,,,,,,
7832,Copper,StainlessSteel,102.894,brushed,RSW,5.244,5.392,47.489,,,,,,,,,,9.256517,2.074669,296.203872,115.181285,115.12318,2606.983311
7833,Copper,Aluminum,69.996,tin_plated,Laser,8.154,4.225,50.16,,,,,809.718022,75.08864,324.824866,1.115526,0.099565,,,,,,
7834,Copper,Nickel,125.556,nickel_plated,USW,5.468,6.364,54.953,1192.911494,41.199543,143.215112,424.850381,,,,,,,,,,,
7835,Aluminum,Aluminum,131.855,tin_plated,RSW,5.454,9.175,25.638,,,,,,,,,,23.302274,2.316926,114.281087,85.934382,131.656632,2373.604683
7836,Aluminum,Nickel,167.771,silver_plated,RSW,8.823,4.127,35.026,,,,,,,,,,7.189695,3.320038,191.608622,128.699587,76.489622,2465.421086
7837,Copper,Aluminum,80.998,bare,Laser,5.074,4.355,64.386,,,,,640.35447,52.676837,0.0,0.0,0.190669,,,,,,
7838,Copper,Copper,158.719,bare,USW,7.913,4.578,38.296,1871.435532,44.073162,761.701758,194.228691,,,,,,,,,,,
7839,Aluminum,Aluminum,120.678,tin_plated,USW,5.093,8.664,46.861,1076.444881,29.662581,909.467677,50.0,,,,,,,,,,,
7840,Copper,Titanium,129.344,brushed,Laser,7.83,4.345,54.807,,,,,808.598677,15.888409,254.660896,0.05,0.276802,,,,,,
7841,Copper,Copper,29.503,gold_plated,Laser,7.63,4.555,26.608,,,,,756.66316,63.326079,145.812338,0.421235,0.211526,,,,,,
7842,Aluminum,Aluminum,106.001,brushed,Laser,7.655,2.135,20.0,,,,,533.201845,48.820724,0.0,0.0,0.201145,,,,,,
7843,Aluminum,StainlessSteel,63.642,brushed,USW,4.076,7.114,61.563,1563.344356,43.533103,1147.996692,166.516084,,,,,,,,,,,
7844,Aluminum,Aluminum,142.76,brushed,RSW,6.945,6.145,49.68,,,,,,,,,,12.05979,3.382697,205.33736,113.738622,96.31142,3029.559303
7845,Copper,Copper,148.791,nickel_plated,Laser,5.355,2.878,54.246,,,,,596.804051,5.0,0.0,0.0,0.270313,,,,,,
7846,Copper,Nickel,73.193,nickel_plated,Laser,4.782,3.028,47.026,,,,,473.174038,40.763531,0.0,0.0,0.23795,,,,,,
7847,Copper,Aluminum,165.726,graphite_coated,Laser,6.773,5.977,71.414,,,,,757.19773,46.105813,0.0,0.0,0.230454,,,,,,
7848,Aluminum,Aluminum,36.641,graphite_coated,Laser,7.552,3.74,30.677,,,,,764.723447,48.871246,330.884027,1.01029,0.213915,,,,,,
7849,Copper,Aluminum,63.037,tin_plated,USW,3.223,5.353,42.928,1921.804819,30.586952,385.173656,532.97784,,,,,,,,,,,
7850,Aluminum,StainlessSteel,167.641,nickel_plated,Laser,2.949,2.377,31.281,,,,,767.036447,30.126491,0.0,0.0,0.197071,,,,,,
7851,Copper,Copper,109.2,graphite_coated,USW,6.848,3.833,57.027,746.496861,34.827333,916.230633,97.645084,,,,,,,,,,,
7852,Copper,Copper,202.371,tin_plated,RSW,6.635,6.657,39.264,,,,,,,,,,13.292592,3.21444,102.855152,73.764816,126.7173,2502.742576
7853,Copper,Aluminum,78.161,oxide_heavy,USW,2.0,7.044,54.319,949.490176,47.79192,770.193284,355.082378,,,,,,,,,,,
7854,Aluminum,Aluminum,142.859,nickel_plated,USW,4.349,6.61,28.613,834.098121,31.039076,492.502659,298.428032,,,,,,,,,,,
7855,Copper,Aluminum,118.922,bare,USW,5.519,4.475,54.689,1491.654389,20.920223,463.968058,376.546479,,,,,,,,,,,
7856,Copper,Nickel,187.181,tin_plated,USW,9.41,7.939,31.019,1314.31762,10.0,935.031523,404.212938,,,,,,,,,,,
7857,Copper,Nickel,113.591,nickel_plated,Laser,4.821,5.772,46.577,,,,,459.535299,7.743424,0.0,0.0,0.293758,,,,,,
7858,Copper,Nickel,150.452,nickel_plated,USW,10.331,5.24,55.981,1511.936608,38.577034,699.980982,351.033272,,,,,,,,,,,
7859,Copper,StainlessSteel,94.086,nickel_plated,USW,3.675,2.0,54.477,1894.987478,24.974488,739.224131,130.023995,,,,,,,,,,,
7860,Copper,Copper,164.432,nickel_plated,USW,6.8,6.018,62.439,2294.311039,32.001364,849.871366,227.222852,,,,,,,,,,,
7861,Copper,Copper,111.423,graphite_coated,Laser,9.059,4.55,59.274,,,,,1069.879984,40.827137,134.863853,1.419011,0.178654,,,,,,
7862,Aluminum,Nickel,144.87,nickel_plated,USW,3.593,6.045,20.0,1771.706176,16.101086,649.286017,223.990504,,,,,,,,,,,
7863,Copper,Nickel,75.445,gold_plated,USW,3.965,9.183,32.214,589.979024,25.464906,766.335316,211.756482,,,,,,,,,,,
7864,Copper,StainlessSteel,73.316,nickel_plated,Laser,3.956,6.718,20.0,,,,,571.357551,45.918675,50.852962,0.274551,0.398332,,,,,,
7865,Aluminum,Aluminum,158.843,nickel_plated,RSW,6.839,4.738,22.639,,,,,,,,,,5.307445,1.668774,189.674884,96.542839,124.323682,1666.451716
7866,Copper,Copper,152.293,gold_plated,Laser,6.283,2.628,41.577,,,,,305.55398,58.656806,0.0,0.0,0.214445,,,,,,
7867,Copper,Aluminum,105.758,tin_plated,RSW,3.887,6.303,41.251,,,,,,,,,,10.991222,2.442351,125.884626,111.865519,125.070381,2066.543292
7868,Copper,Aluminum,101.847,bare,USW,3.866,5.251,53.899,1325.497475,26.710114,522.250198,274.384527,,,,,,,,,,,
7869,Aluminum,StainlessSteel,89.519,nickel_plated,USW,4.055,6.275,63.867,1535.087715,33.942426,1072.533439,428.860283,,,,,,,,,,,
7870,Copper,Copper,93.159,bare,Laser,5.538,5.957,41.975,,,,,780.485242,52.755792,144.282965,0.607263,0.167978,,,,,,
7871,Aluminum,Nickel,144.002,tin_plated,Laser,3.484,3.241,32.377,,,,,491.074171,83.180844,225.734806,0.979575,0.16281,,,,,,
7872,Aluminum,StainlessSteel,134.747,bare,USW,6.273,8.854,20.0,798.985212,45.229844,1032.28795,355.860978,,,,,,,,,,,
7873,Copper,StainlessSteel,112.482,tin_plated,RSW,2.36,8.254,44.408,,,,,,,,,,14.822025,3.300243,297.850581,78.309326,50.0,1032.141678
7874,Aluminum,Aluminum,166.812,tin_plated,USW,2.886,3.673,20.0,1404.919544,38.59114,211.383559,269.260116,,,,,,,,,,,
7875,Aluminum,Nickel,108.246,tin_plated,RSW,5.129,3.264,60.356,,,,,,,,,,16.005609,2.271872,165.73328,82.83898,102.806476,2877.683886
7876,Copper,Nickel,99.289,nickel_plated,USW,7.39,3.991,57.462,1705.270992,45.46442,348.285522,241.259227,,,,,,,,,,,
7877,Aluminum,Aluminum,145.042,bare,USW,7.823,3.929,31.178,1914.254092,14.528152,100.0,226.448611,,,,,,,,,,,
7878,Aluminum,Aluminum,179.58,nickel_plated,USW,8.22,6.139,36.98,2316.216391,31.774727,618.916324,330.245096,,,,,,,,,,,
7879,Copper,Aluminum,160.856,brushed,USW,6.505,7.062,20.0,933.433258,41.570819,171.018912,438.124579,,,,,,,,,,,
7880,Copper,Aluminum,197.538,tin_plated,USW,4.355,5.698,53.538,1567.057685,48.380411,1049.917259,318.746918,,,,,,,,,,,
7881,Copper,Copper,191.717,nickel_plated,USW,3.142,5.983,38.729,1808.664087,18.548785,815.576666,330.921099,,,,,,,,,,,
7882,Copper,Copper,110.609,bare,USW,7.171,4.362,56.432,1132.004176,24.189584,812.043184,341.279419,,,,,,,,,,,
7883,Copper,StainlessSteel,144.724,nickel_plated,USW,3.454,2.834,67.725,1260.874134,42.949801,176.94167,288.960914,,,,,,,,,,,
7884,Copper,StainlessSteel,156.562,brushed,Laser,10.79,8.009,20.0,,,,,775.284556,31.5281,0.0,0.0,0.280537,,,,,,
7885,Copper,Copper,113.414,nickel_plated,RSW,4.246,8.415,45.229,,,,,,,,,,14.245692,3.955078,153.735806,124.886668,119.194132,2416.320062
7886,Aluminum,StainlessSteel,95.677,nickel_plated,Laser,5.303,5.275,67.939,,,,,855.261378,47.373579,120.574805,1.119922,0.1375,,,,,,
7887,Aluminum,Titanium,190.554,brushed,RSW,6.761,3.453,73.078,,,,,,,,,,19.714815,3.039149,179.522102,117.211575,90.728152,2637.606812
7888,Copper,Nickel,131.207,brushed,USW,5.591,8.021,57.898,1389.701436,35.377087,778.777083,457.036178,,,,,,,,,,,
7889,Aluminum,StainlessSteel,113.675,tin_plated,USW,7.037,8.601,38.03,1377.789217,43.155369,570.46508,580.21555,,,,,,,,,,,
7890,Copper,Aluminum,81.439,graphite_coated,Laser,5.964,5.061,74.179,,,,,781.764684,27.697237,0.0,0.0,0.243363,,,,,,
7891,Copper,Aluminum,127.985,silver_plated,USW,5.483,5.58,40.598,1628.988231,27.381239,382.957741,397.017399,,,,,,,,,,,
7892,Copper,Nickel,119.413,bare,Laser,4.152,2.0,30.907,,,,,371.813805,42.04782,170.875777,1.783726,0.105743,,,,,,
7893,Copper,Copper,87.435,tin_plated,RSW,4.217,8.475,33.84,,,,,,,,,,9.569772,1.506083,305.992893,50.0,122.950065,753.289862
7894,Copper,Aluminum,159.576,graphite_coated,USW,4.963,8.424,44.137,1565.087293,30.23789,747.33526,256.937567,,,,,,,,,,,
7895,Aluminum,Nickel,136.307,graphite_coated,RSW,8.956,7.494,35.274,,,,,,,,,,8.932048,1.396987,217.336668,71.899888,76.634671,1929.193281
7896,Copper,Titanium,86.831,brushed,USW,9.278,3.48,74.255,1308.65647,21.889205,1007.453617,50.0,,,,,,,,,,,
7897,Copper,Aluminum,122.779,brushed,Laser,8.733,5.181,20.0,,,,,882.290921,36.196229,200.873209,0.239086,0.147144,,,,,,
7898,Copper,Aluminum,65.293,nickel_plated,USW,5.866,4.788,34.509,1438.534269,28.949083,1060.987896,452.722698,,,,,,,,,,,
7899,Aluminum,Aluminum,105.704,brushed,Laser,4.999,6.744,30.193,,,,,331.753245,73.09344,0.0,0.0,0.21973,,,,,,
7900,Copper,Nickel,137.632,bare,USW,5.298,6.693,54.722,1319.117493,27.304255,882.300234,402.002311,,,,,,,,,,,
7901,Copper,Aluminum,198.07,graphite_coated,USW,7.918,6.509,65.2,1717.978601,18.019444,742.646488,344.471548,,,,,,,,,,,
7902,Copper,Nickel,91.755,graphite_coated,USW,4.723,3.305,20.0,1185.449569,21.895321,751.538498,322.742762,,,,,,,,,,,
7903,Copper,Copper,68.292,bare,USW,7.749,6.263,20.0,1640.86915,26.624004,579.01389,236.790311,,,,,,,,,,,
7904,Copper,Aluminum,80.163,gold_plated,USW,4.715,5.717,62.154,1156.9775,33.080467,277.264403,428.585362,,,,,,,,,,,
7905,Aluminum,Aluminum,119.909,graphite_coated,RSW,4.783,3.653,24.731,,,,,,,,,,12.431231,2.117432,220.825049,74.977426,77.742734,1850.83539
7906,Copper,Copper,151.95,brushed,USW,7.088,8.443,35.214,1713.564525,24.724538,772.399642,229.110808,,,,,,,,,,,
7907,Copper,Nickel,159.232,nickel_plated,USW,8.391,7.68,54.867,2189.200985,37.913316,756.563682,336.564988,,,,,,,,,,,
7908,Copper,Nickel,97.233,bare,USW,5.356,4.826,37.267,1815.879155,26.558141,864.656973,318.253589,,,,,,,,,,,
7909,Aluminum,StainlessSteel,119.126,oxide_heavy,Laser,6.871,7.476,44.757,,,,,378.196102,19.562026,173.526976,0.941712,0.268192,,,,,,
7910,Copper,Aluminum,76.184,bare,USW,5.847,5.445,58.253,1358.270566,30.727795,1027.974379,220.4886,,,,,,,,,,,
7911,Copper,StainlessSteel,144.436,brushed,USW,7.301,7.224,39.16,1831.186019,28.035152,541.589901,422.921692,,,,,,,,,,,
7912,Copper,Nickel,123.796,tin_plated,USW,5.045,6.953,46.133,1701.180577,34.131515,166.14457,477.785692,,,,,,,,,,,
7913,Copper,StainlessSteel,33.009,brushed,Laser,6.428,7.897,45.845,,,,,504.091813,32.625664,132.625311,0.707988,0.05,,,,,,
7914,Aluminum,StainlessSteel,130.829,bare,Laser,4.005,6.09,51.953,,,,,655.381149,77.746952,150.234421,0.606144,0.177242,,,,,,
7915,Copper,Copper,96.821,tin_plated,Laser,7.03,2.0,68.682,,,,,649.373982,71.12187,223.665781,0.815531,0.149148,,,,,,
7916,Copper,Copper,116.706,silver_plated,RSW,5.183,4.084,67.065,,,,,,,,,,8.893119,4.021673,164.857367,80.069363,83.726769,1593.45497
7917,Copper,Copper,116.624,silver_plated,USW,6.612,6.989,30.0,1596.803086,25.497924,865.148189,359.598686,,,,,,,,,,,
7918,Copper,Aluminum,151.237,brushed,USW,2.733,5.796,20.0,1388.095397,27.14411,465.132466,187.883042,,,,,,,,,,,
7919,Copper,Copper,94.469,graphite_coated,RSW,2.557,7.536,58.005,,,,,,,,,,11.42821,2.776709,128.099779,68.377629,74.243362,1446.40806
7920,Copper,Aluminum,144.881,graphite_coated,Laser,8.479,7.96,23.074,,,,,548.691592,39.98663,0.0,0.0,0.288586,,,,,,
7921,Copper,Copper,140.86,tin_plated,RSW,5.581,4.954,66.811,,,,,,,,,,14.953501,2.770561,186.846136,115.345337,137.241096,1480.574368
7922,Copper,Copper,71.634,brushed,USW,5.653,7.821,59.826,1040.095269,39.092863,1079.850718,295.94948,,,,,,,,,,,
7923,Copper,Aluminum,136.7,silver_plated,Laser,6.528,6.207,50.732,,,,,780.911321,36.313917,0.0,0.0,0.159321,,,,,,
7924,Copper,Copper,126.311,nickel_plated,Laser,7.401,5.826,54.283,,,,,408.13394,31.49659,233.562925,1.113208,0.269642,,,,,,
7925,Copper,Nickel,74.478,nickel_plated,Laser,7.492,6.672,66.792,,,,,614.866124,37.938875,184.390967,0.979718,0.16125,,,,,,
7926,Aluminum,Nickel,178.988,tin_plated,USW,4.469,7.743,60.04,1446.570987,25.5522,389.414612,371.608827,,,,,,,,,,,
7927,Copper,Aluminum,142.574,nickel_plated,USW,8.819,8.363,73.263,918.480884,39.432107,610.445857,296.898505,,,,,,,,,,,
7928,Copper,Aluminum,70.5,brushed,RSW,7.316,5.682,38.151,,,,,,,,,,11.643212,2.614716,182.56545,115.820343,102.89307,1856.460687
7929,Copper,Copper,95.565,bare,Laser,10.834,6.585,38.369,,,,,787.47565,90.27556,0.0,0.0,0.300628,,,,,,
7930,Aluminum,Aluminum,48.719,bare,Laser,5.696,8.166,20.0,,,,,884.214782,35.017789,0.0,0.0,0.149698,,,,,,
7931,Copper,StainlessSteel,165.827,graphite_coated,RSW,8.395,7.667,20.0,,,,,,,,,,10.852503,1.962249,329.007061,106.671265,79.016834,2814.909283
7932,Copper,Copper,100.983,tin_plated,RSW,4.458,4.165,33.287,,,,,,,,,,10.274393,3.232572,179.787912,81.278752,129.111696,1788.616628
7933,Copper,StainlessSteel,46.305,nickel_plated,Laser,5.194,9.245,21.498,,,,,1001.329371,21.576096,135.523534,0.765954,0.129091,,,,,,
7934,Copper,Nickel,120.462,nickel_plated,RSW,7.634,6.542,52.02,,,,,,,,,,11.741541,3.8734,129.642236,140.843849,108.310061,1866.653981
7935,Aluminum,Aluminum,82.733,tin_plated,USW,7.303,2.597,20.0,1209.598878,42.694668,885.85654,302.242467,,,,,,,,,,,
7936,Copper,Copper,179.109,nickel_plated,USW,7.134,5.931,35.824,1031.573774,35.079815,789.969035,357.489779,,,,,,,,,,,
7937,Aluminum,Aluminum,191.129,tin_plated,USW,10.344,4.729,30.665,2398.522531,30.407234,697.457621,279.108729,,,,,,,,,,,
7938,Copper,Aluminum,131.046,graphite_coated,Laser,6.215,5.399,52.506,,,,,371.373918,31.573408,135.800586,0.05,0.222021,,,,,,
7939,Copper,Copper,113.087,bare,Laser,5.99,5.718,54.914,,,,,749.628434,62.978778,278.585344,1.213186,0.184362,,,,,,
7940,Aluminum,Nickel,145.071,bare,USW,6.286,6.397,28.366,1880.2801,31.20494,775.292716,239.419903,,,,,,,,,,,
7941,Aluminum,StainlessSteel,111.196,brushed,Laser,5.67,3.304,28.24,,,,,796.761208,43.002936,241.101078,0.666275,0.258566,,,,,,
7942,Copper,Aluminum,183.427,brushed,USW,8.282,5.548,51.016,1425.216682,39.568014,1129.979152,213.544507,,,,,,,,,,,
7943,Copper,Aluminum,126.529,bare,USW,6.162,4.972,54.878,1399.177344,35.113565,455.436235,330.360562,,,,,,,,,,,
7944,Copper,StainlessSteel,128.383,brushed,Laser,5.236,4.112,20.0,,,,,255.854904,12.760417,0.0,0.0,0.140554,,,,,,
7945,Copper,Aluminum,152.287,tin_plated,USW,4.633,4.144,36.761,2030.427287,27.336252,232.925516,353.808427,,,,,,,,,,,
7946,Copper,Copper,115.325,tin_plated,USW,7.413,4.777,33.911,987.388927,24.57551,716.595885,228.866526,,,,,,,,,,,
7947,Copper,Nickel,83.336,silver_plated,RSW,4.107,5.843,46.729,,,,,,,,,,8.637059,2.52432,184.766311,120.125915,114.973171,2875.173387
7948,Copper,Aluminum,81.4,nickel_plated,USW,8.243,7.657,48.793,1629.273485,37.285606,950.601276,385.767133,,,,,,,,,,,
7949,Copper,Copper,109.653,bare,USW,6.897,7.577,50.81,1160.304979,35.945598,550.953169,444.227266,,,,,,,,,,,
7950,Copper,Titanium,115.798,brushed,Laser,2.0,5.432,36.396,,,,,741.595731,56.46014,0.0,0.0,0.212573,,,,,,
7951,Copper,Copper,90.354,gold_plated,USW,4.894,8.009,45.55,1311.244154,38.486791,245.213264,274.380321,,,,,,,,,,,
7952,Copper,Aluminum,154.936,nickel_plated,Laser,3.108,5.812,61.422,,,,,774.336526,28.713203,239.549514,1.172322,0.079543,,,,,,
7953,Aluminum,Aluminum,116.144,silver_plated,USW,7.17,5.504,37.743,1378.90524,31.28821,618.780769,461.234382,,,,,,,,,,,
7954,Copper,Aluminum,146.304,graphite_coated,Laser,5.98,6.921,59.862,,,,,745.1398,53.383493,185.567747,0.7324,0.114919,,,,,,
7955,Copper,Aluminum,127.603,silver_plated,Laser,2.0,7.94,20.0,,,,,293.684126,37.580695,280.749571,0.656679,0.22515,,,,,,
7956,Copper,Aluminum,73.259,graphite_coated,Laser,7.177,5.012,64.383,,,,,248.993728,46.515379,0.0,0.0,0.287731,,,,,,
7957,Copper,Copper,129.894,graphite_coated,Laser,2.512,2.256,42.488,,,,,971.707185,46.488067,0.0,0.0,0.120565,,,,,,
7958,Aluminum,Titanium,75.082,silver_plated,USW,6.174,3.822,72.286,1223.039058,34.598239,820.215136,544.774547,,,,,,,,,,,
7959,Aluminum,Aluminum,123.88,brushed,Laser,9.359,5.066,42.64,,,,,1206.141608,54.835675,153.435658,1.089892,0.05,,,,,,
7960,Aluminum,Titanium,117.059,nickel_plated,USW,4.454,9.696,74.488,1781.846777,35.591901,996.310597,504.354851,,,,,,,,,,,
7961,Copper,Copper,151.263,tin_plated,USW,9.555,6.263,62.796,1312.728052,33.205557,531.751088,50.0,,,,,,,,,,,
7962,Copper,Copper,88.923,oxide_heavy,Laser,7.364,6.426,29.066,,,,,1173.297179,45.613446,0.0,0.0,0.1883,,,,,,
7963,Aluminum,Titanium,171.157,graphite_coated,Laser,5.532,5.621,29.241,,,,,258.349065,43.984356,187.703421,0.364647,0.211,,,,,,
7964,Aluminum,Nickel,75.971,bare,Laser,9.699,8.338,41.57,,,,,757.808796,64.927533,0.0,0.0,0.350172,,,,,,
7965,Copper,Nickel,114.019,brushed,RSW,5.548,5.377,20.0,,,,,,,,,,10.139874,2.063361,225.8425,97.487093,63.258691,1991.646624
7966,Copper,Nickel,114.224,gold_plated,USW,5.72,5.359,44.647,2365.844183,30.029611,757.194671,541.472428,,,,,,,,,,,
7967,Copper,Nickel,107.027,brushed,USW,5.569,6.067,20.0,1046.179335,42.69539,708.001058,72.558029,,,,,,,,,,,
7968,Copper,Nickel,161.361,brushed,RSW,5.759,7.771,67.739,,,,,,,,,,10.631789,3.624744,238.474691,156.371498,98.651072,1925.795065
7969,Copper,Aluminum,79.185,tin_plated,USW,7.701,6.919,49.427,2138.785918,40.767538,662.611686,360.493597,,,,,,,,,,,
7970,Aluminum,Nickel,147.492,nickel_plated,USW,6.004,4.054,21.662,1287.054313,34.034751,623.829656,381.181234,,,,,,,,,,,
7971,Copper,Aluminum,34.975,nickel_plated,USW,6.055,5.217,20.0,1120.731102,15.572997,1280.103447,150.763812,,,,,,,,,,,
7972,Copper,Aluminum,61.693,nickel_plated,USW,3.953,4.848,41.227,1604.221201,30.328781,866.855167,309.209159,,,,,,,,,,,
7973,Aluminum,StainlessSteel,141.29,oxide_heavy,RSW,6.187,5.343,35.773,,,,,,,,,,14.621388,2.469146,135.717503,74.164886,89.924264,1756.582976
