sample_id,effective_energy_j,energy_density_j_mm2,peak_temperature_c,fused_area_mm2,nugget_diameter_mm,porosity_pct,spatter_mass_mg,intermetallic_thickness_um,hardness_hv,bond_integrity_score,immediate_shear_strength_n,joint_resistance_mohm
8727,290.911435,5.415837,12101.731,53.71495,8.269946,11.48238,1.749478,3.529952,350.0,0.700224,2428.286975,1.698781
8728,27445.260232,588.718011,1044597.94,46.618686,7.704334,35.0,25.0,12.0,350.0,0.0,1301.281435,3.533285
8729,459.633083,10.46775,19262.995,43.909446,7.477115,35.0,15.673399,2.308544,350.0,0.486093,2416.409926,3.312124
8730,8424.635049,227.651007,262798.843,37.006799,6.864293,35.0,25.0,12.0,350.0,0.0,1032.942179,4.162787
8731,371.748787,4.99709,5345.039,68.959748,9.370287,8.954974,0.146323,2.292931,213.722693,0.713284,3739.113753,1.363063
8732,371.105167,30.874509,52348.485,11.738042,3.86592,35.0,25.0,12.0,350.0,0.0,359.268093,4.732004
8733,1321.025817,95.796497,151022.822,11.846441,3.88373,35.0,25.0,12.0,350.0,0.0,349.963757,3.977408
8734,109.19461,3.054562,4037.015,27.335461,5.899542,3.867485,0.0,1.970888,183.078801,0.635541,1560.360082,1.878181
8735,138.599286,2.680975,5043.115,40.772158,7.205048,4.396408,0.183417,2.06617,204.382084,0.680034,2249.902621,1.091062
8736,170.111737,4.725342,11236.386,31.935764,6.376667,10.489196,0.681897,1.930433,327.220224,0.576118,1745.770976,2.300042
8737,1407.137315,43.162874,80421.573,32.60064,6.442703,35.0,25.0,12.0,350.0,0.0,960.569465,16.339486
8738,1975.361499,121.920223,238290.67,15.980776,4.510804,35.0,25.0,12.0,350.0,0.0,488.157099,6.025974
8739,18814.254854,586.690449,731919.419,32.068453,6.3899,35.0,25.0,12.0,350.0,0.0,923.767601,3.708872
8740,87.971534,3.211184,12694.701,20.523915,5.111933,2.531894,0.0,2.461708,350.0,0.66859,1139.284767,1.539427
8741,494.31527,26.871414,106860.091,18.395581,4.839626,35.0,25.0,3.906863,350.0,0.326394,774.812718,3.718918
8742,162.862576,2.860224,5435.751,45.181715,7.584665,10.355673,0.0,0.06505,188.417301,0.608022,1871.6116,2.213916
8743,653.563084,13.303564,16703.123,45.191812,7.585513,35.0,25.0,8.351545,350.0,0.0,1281.747609,4.235487
8744,6114.422551,183.208077,467035.821,31.546885,6.337724,35.0,25.0,12.0,350.0,0.0,917.484895,3.461514
8745,5156.271745,121.064857,245962.463,40.774731,7.205276,35.0,25.0,12.0,350.0,0.0,1149.949889,3.560713
8746,327.938727,10.852261,14651.655,29.037791,6.080466,35.0,19.164905,1.170009,350.0,0.427475,1498.408249,3.319931
8747,694.572724,23.40684,45178.564,29.673921,6.146707,35.0,25.0,12.0,350.0,0.0,824.71033,8.512729
8748,123.213112,4.351134,6704.647,24.295912,5.561881,6.207021,0.447206,3.063398,249.547406,0.622089,1244.079352,1.799776
8749,1798.74124,29.167849,66206.322,60.514007,8.777746,35.0,25.0,12.0,350.0,0.0,1667.415688,9.152574
8750,161.733438,6.541331,14143.1,24.416281,5.575641,28.762383,3.520755,2.902428,350.0,0.52671,1256.861281,9.401201
8751,1876.243082,39.460139,60616.165,47.547808,7.780729,35.0,25.0,10.127806,350.0,0.0,1336.936124,3.769858
8752,5403.086886,225.624511,381171.116,23.947251,5.521828,35.0,25.0,12.0,350.0,0.0,699.700632,3.966392
8753,239.408751,18.993864,47439.515,12.604531,4.006069,35.0,25.0,12.0,350.0,0.0,415.172276,6.808219
8754,5435.462894,148.568254,266051.285,36.188343,6.787962,35.0,25.0,12.0,350.0,0.0,1014.900559,3.457077
8755,493.685663,14.456651,28020.215,33.197392,6.501402,35.0,25.0,3.663995,350.0,0.329505,1435.514919,2.94393
8756,4740.405499,166.484628,204436.64,28.473533,6.021099,35.0,25.0,12.0,350.0,0.0,813.73622,3.629624
8757,808.004952,82.760557,118491.03,9.763165,3.525741,35.0,25.0,12.0,350.0,0.0,316.316717,7.355149
8758,145.029321,1.852791,4198.368,43.448196,7.437739,7.962752,0.036868,0.772541,172.490006,0.439033,2112.06564,1.570616
8759,158295.275366,2677.944898,3445407.08,59.110729,8.675374,35.0,25.0,12.0,350.0,0.0,1635.552862,7.822309
8760,12973.634098,393.558806,846438.907,32.759101,6.458342,35.0,25.0,12.0,350.0,0.0,968.99296,3.674933
8761,566.484287,17.958069,50502.207,31.544834,6.337518,35.0,25.0,9.354322,350.0,0.0,907.109265,4.669367
8762,210.423632,4.292268,6930.141,45.812558,7.637432,16.519935,0.0,1.657131,238.088384,0.589947,2471.993578,16.096981
8763,66476.21631,4537.06006,9207881.57,13.834769,4.19702,35.0,25.0,12.0,350.0,0.0,403.495938,6.750186
8764,154.32373,15.798624,26682.045,9.768175,3.526645,35.0,25.0,3.766925,350.0,0.301204,458.010124,4.050666
8765,463.471429,69.311909,198752.285,6.68675,2.917848,35.0,25.0,12.0,350.0,0.0,208.241105,25.0
8766,176.029768,3.496516,8168.018,42.862962,7.387477,2.422008,0.742198,2.27335,269.208503,0.727819,2336.227665,7.412406
8767,111.063226,4.076772,8121.031,24.598036,5.596355,6.522365,0.137178,1.969575,265.655528,0.704934,1391.09792,2.156484
8768,115.65895,1.463093,8391.334,41.555494,7.273933,7.327844,0.441499,0.946493,258.513226,0.451876,2070.569232,5.080076
8769,181.208372,8.804347,19669.198,19.042265,4.923958,35.0,8.470177,2.047756,350.0,0.325004,1062.349725,3.329135
8770,152.506229,2.943793,9204.989,43.335459,7.428083,2.429969,0.711563,2.172481,289.681789,0.703468,2374.631685,1.172779
8771,252.380326,12.094462,31597.282,20.867428,5.154535,35.0,24.14299,1.598361,350.0,0.376919,1148.084561,3.218869
8772,67103.090768,1211.732454,2481353.135,55.377811,8.396977,35.0,25.0,12.0,350.0,0.0,1559.173189,10.80261
8773,198.566431,4.859852,5714.084,40.858537,7.212677,11.653407,2.228967,1.870671,215.697503,0.687709,2262.667865,2.404052
8774,164.339759,14.448387,21952.033,11.17364,3.771832,35.0,25.0,2.491015,350.0,0.420203,614.370272,3.769445
8775,189.172353,4.384562,12494.131,37.044596,6.867798,10.327894,0.0,2.049921,350.0,0.660795,2059.718328,1.750984
8776,339.368514,14.235078,18990.28,22.710929,5.377402,35.0,25.0,5.022582,350.0,0.099999,764.652227,4.371075
8777,1070.388747,33.445913,76234.718,31.566332,6.339677,35.0,25.0,12.0,350.0,0.0,936.105711,4.527075
8778,2311.651972,42.585851,57098.503,52.385344,8.166951,35.0,25.0,10.170897,350.0,0.0,1456.957413,3.383125
8779,4699.268909,207.347305,504642.142,22.663757,5.371815,35.0,25.0,12.0,350.0,0.0,670.914827,3.890759
8780,36123.562979,495.241257,907520.79,67.757988,9.28828,35.0,25.0,12.0,350.0,0.0,1882.250523,7.627002
8781,30501.528668,795.749466,2362295.687,38.330568,6.985986,35.0,25.0,12.0,350.0,0.0,1095.017357,4.151742
8782,1027.180552,61.701203,101137.737,16.647658,4.603961,35.0,25.0,12.0,350.0,0.0,493.553627,4.070587
8783,227.082844,13.744715,14626.543,16.370207,4.565435,35.0,25.0,6.709565,350.0,0.0,495.164784,8.637451
8784,228.930305,4.84061,12846.86,44.647892,7.539726,12.102584,2.288081,1.129543,349.094716,0.722284,2286.099624,1.550657
8785,2954.693498,57.16457,109587.111,50.837443,8.045386,35.0,25.0,12.0,350.0,0.0,1401.912998,3.477566
8786,120.194768,5.354122,10635.452,22.449015,5.346305,14.074676,2.904451,2.836556,326.046177,0.677851,1196.668233,16.432552
8787,28.60801,0.642928,747.091,18.860965,4.900462,12.311872,0.0,0.44078,99.638141,0.344747,866.824125,1.529688
8788,73006.456743,1944.016792,6850607.097,37.554437,6.914897,35.0,25.0,12.0,350.0,0.0,1078.413227,8.304579
8789,144.043371,12.978073,19676.987,10.367308,3.63319,35.0,25.0,7.589515,350.0,0.0,332.595924,4.68623
8790,187.637539,3.357548,9199.825,41.721834,7.288476,6.042713,1.26207,1.475179,281.15015,0.598101,2236.842259,1.987093
8791,1249.070265,33.129446,33867.809,37.702721,6.928535,35.0,25.0,12.0,350.0,0.0,1033.450869,3.899502
8792,1282.361282,13.676121,26841.12,93.766448,10.926443,35.0,25.0,3.019297,350.0,0.423865,4637.229468,2.921952
8793,142.355248,5.754807,15030.58,23.367793,5.454613,24.354751,1.490248,3.376355,350.0,0.496995,1087.665182,2.690755
8794,3332.397279,45.125166,215734.779,73.847868,9.696702,35.0,25.0,12.0,350.0,0.0,2029.706397,3.611741
8795,354.369526,26.330205,63459.619,12.821307,4.040371,35.0,25.0,12.0,350.0,0.0,393.181996,6.348968
8796,330.957779,10.031091,26266.37,29.585438,6.137536,35.0,13.402476,4.468267,350.0,0.14233,1089.933075,8.751297
8797,321.602386,7.699372,18738.699,41.769949,7.292678,35.0,5.971356,8.376802,350.0,0.0,1200.197547,3.419019
8798,251.040383,13.751695,19443.64,18.255231,4.821129,35.0,25.0,8.674996,350.0,0.0,551.540078,4.02198
8799,333.664818,17.140606,46500.591,19.214033,4.946116,35.0,25.0,8.915414,350.0,0.0,555.437609,5.412773
8800,52.075163,1.667437,4245.375,18.768638,4.888453,11.005446,0.0,0.870281,173.965512,0.415897,971.166083,2.611519
8801,203868.651961,4571.472875,10959062.965,44.595835,7.535329,35.0,25.0,12.0,350.0,0.0,1261.840049,7.993603
8802,3688.462266,74.185806,148898.485,49.719245,7.956413,35.0,25.0,12.0,350.0,0.0,1404.982491,3.490389
8803,331.230186,7.699053,13945.886,43.022196,7.401186,35.0,5.173329,4.394094,350.0,0.216113,1597.558017,10.82616
8804,131.655772,8.101837,19386.48,16.171764,4.537679,35.0,8.432585,7.801512,350.0,0.0,470.122974,24.133256
8805,289.147679,16.209792,37868.846,17.598534,4.733619,35.0,25.0,9.022983,350.0,0.0,533.175999,21.087738
8806,162910.224101,7194.307514,13299565.142,22.644323,5.369511,35.0,25.0,12.0,350.0,0.0,647.998876,15.989343
8807,192.065446,7.653387,11778.079,25.095482,5.65266,35.0,6.699245,2.029385,339.514196,0.48754,1403.995321,2.996726
8808,265.020578,5.247534,10864.583,47.862388,7.806426,16.298952,1.944801,0.892733,307.145085,0.636085,2353.150721,2.198378
8809,36643.384857,1293.850808,3184838.68,28.321183,6.004969,35.0,25.0,12.0,350.0,0.0,778.804112,5.069379
8810,515.153719,22.515829,35739.712,22.62135,5.366787,35.0,25.0,5.652657,350.0,0.031382,713.880955,3.165796
8811,1592.623527,29.733361,40446.687,49.793657,7.962365,35.0,25.0,12.0,350.0,0.0,1397.143912,3.856871
8812,15036.569005,234.122845,375159.452,60.281327,8.760854,35.0,25.0,12.0,350.0,0.0,1678.559302,3.739298
8813,1157.437576,23.878607,158512.101,45.957378,7.649494,35.0,25.0,12.0,350.0,0.0,1275.623557,3.80217
8814,4277.879903,52.579014,319708.781,67.998321,9.304738,35.0,25.0,12.0,350.0,0.0,1894.703194,3.410202
8815,495.874372,10.597644,13857.541,46.791002,7.718559,35.0,16.938927,4.901827,350.0,0.178664,1579.877964,11.892258
8816,1499.719018,22.267005,31062.727,67.351627,9.260386,35.0,25.0,5.665921,350.0,0.031715,2013.142739,2.84224
8817,358.499067,12.656026,17623.472,28.326353,6.005517,35.0,25.0,7.377498,350.0,0.0,833.259787,3.946528
8818,508.603164,15.299749,40585.063,33.242582,6.505826,35.0,25.0,2.331825,350.0,0.470867,1834.662338,3.464489
8819,61613.035059,1042.145364,3993987.738,58.53795,8.63324,35.0,25.0,12.0,350.0,0.0,1610.031777,9.256726
8820,11789.96739,205.650785,332357.386,57.330038,8.543704,35.0,25.0,12.0,350.0,0.0,1599.462322,3.191747
8821,15235.50718,322.590368,563848.012,47.228649,7.754572,35.0,25.0,12.0,350.0,0.0,1337.107132,3.752622
8822,1560.548458,30.116158,41063.395,51.817648,8.122578,35.0,25.0,12.0,350.0,0.0,1444.942391,3.957592
8823,3341.846576,92.028946,405979.471,36.312994,6.799643,35.0,25.0,12.0,350.0,0.0,1043.167574,3.675159
8824,110.951625,1.695249,2551.502,40.610659,7.190765,9.374656,0.417037,0.913741,141.594928,0.540587,2050.383565,1.52919
8825,509.598665,10.966272,21998.572,46.469635,7.692007,35.0,17.508738,5.947122,350.0,0.040178,1371.907882,10.152755
8826,1108.275278,28.00637,104745.637,39.572257,7.098237,35.0,25.0,12.0,350.0,0.0,1113.511696,3.727558
8827,405.280479,8.070838,16827.538,47.585727,7.783831,35.0,6.137429,1.132091,350.0,0.307026,2455.92107,2.874115
8828,182.664784,11.122909,36829.153,15.091229,4.383463,35.0,19.145435,7.073372,350.0,0.0,433.84138,4.213289
8829,366.60194,21.187219,39711.548,17.163827,4.67479,35.0,25.0,5.665663,350.0,0.002877,559.347067,3.934934
8830,133.097069,2.206101,2920.166,37.56543,6.915909,4.821299,0.0,0.979148,149.753086,0.578623,1881.71386,6.904818
8831,8684.00926,133.098476,297913.254,64.364501,9.052703,35.0,25.0,12.0,350.0,0.0,1800.75771,3.214864
8832,258.63313,13.193784,26145.444,19.602651,4.995885,35.0,25.0,3.242049,350.0,0.40799,969.467125,4.140419
8833,72429.015781,6895.035519,28239260.682,10.504517,3.657153,35.0,25.0,12.0,350.0,0.0,348.901414,6.545561
8834,86.123183,2.889383,6056.052,24.242731,5.55579,5.025664,0.378993,1.463418,217.624078,0.684093,1318.498321,6.910672
8835,211.078971,4.474205,5939.474,44.710244,7.544988,12.610946,0.0,0.895502,209.135508,0.680072,2207.606502,1.653149
8836,1910.448336,44.280805,82298.303,43.143938,7.411651,35.0,25.0,12.0,350.0,0.0,1217.914002,3.271011
8837,7120.241388,199.728269,1078578.471,34.358259,6.614098,35.0,25.0,12.0,350.0,0.0,988.52961,3.47
8838,1784.737556,40.644234,59714.51,43.911212,7.477265,35.0,25.0,12.0,350.0,0.0,1244.054676,4.046555
8839,12427.731062,165.875721,241032.432,74.921941,9.766964,35.0,25.0,12.0,350.0,0.0,2080.766475,3.449662
8840,304.442023,18.215156,28309.692,15.50658,4.443376,35.0,25.0,8.795226,350.0,0.0,439.184127,6.750895
8841,1277.230432,27.906444,33243.917,45.768298,7.633741,35.0,25.0,12.0,350.0,0.0,1300.206544,12.569446
8842,785.830464,26.9973,38813.113,29.097439,6.086708,35.0,25.0,12.0,350.0,0.0,838.630686,10.439465
8843,20570.187111,718.390101,2727210.781,27.520751,5.919502,35.0,25.0,12.0,350.0,0.0,794.342535,18.743919
8844,93363.194567,2557.857538,2458891.076,33.964933,6.576131,35.0,25.0,12.0,350.0,0.0,965.002897,11.733236
8845,6188.428532,483.388679,2393527.424,12.802179,4.037356,35.0,25.0,12.0,350.0,0.0,382.620918,4.618001
8846,219.264332,9.918991,10377.317,22.105507,5.305243,35.0,12.656386,3.820979,332.458794,0.285013,962.899392,4.418105
8847,84.427871,2.468111,7631.783,25.609305,5.710235,7.036886,0.067415,1.840023,254.134907,0.604449,1421.727487,9.293553
8848,434.167552,10.912888,43208.232,39.784846,7.117277,35.0,17.500427,7.68561,350.0,0.0,1129.198018,8.227543
8849,641.9272,39.76497,59008.591,16.143032,4.533646,35.0,25.0,12.0,350.0,0.0,484.914317,4.222473
8850,154.97283,1.956096,3280.51,53.28366,8.236678,8.966343,0.845213,0.666932,153.213388,0.547911,2525.455034,1.204982
8851,347.310714,6.552411,17315.726,51.178348,8.072317,29.968665,2.44398,1.351153,350.0,0.457984,2707.227188,2.920622
8852,16352.522396,297.009173,2410871.242,55.057298,8.372642,35.0,25.0,12.0,350.0,0.0,1529.052756,3.431715
8853,1899.149869,46.83619,170096.904,40.548769,7.185283,35.0,25.0,11.158932,350.0,0.0,1179.433497,3.393646
8854,377.897114,9.023942,12599.062,41.877167,7.302032,35.0,9.772259,4.210371,350.0,0.320033,1617.674957,3.740835
8855,305.961645,5.784791,7128.714,46.214466,7.670859,21.415195,0.228113,2.856593,255.976237,0.569316,2384.04905,3.000743
8856,98.475707,3.332386,9452.826,22.432541,5.344343,2.667074,0.660225,2.601855,298.993877,0.672196,1208.089054,1.360607
8857,1145.951768,19.775474,41208.654,57.94813,8.589636,35.0,25.0,12.0,350.0,0.0,1593.259746,10.613539
8858,26535.438278,736.83703,2759714.379,33.807678,6.56089,35.0,25.0,12.0,350.0,0.0,952.55949,4.149285
8859,179.040189,2.914239,8997.098,47.930501,7.811979,4.674926,0.806752,1.707204,279.735895,0.701664,2610.740457,1.527192
8860,387.253329,12.227352,19724.575,31.67107,6.350186,35.0,25.0,5.495264,350.0,0.099854,961.768093,13.097084
8861,3781.904387,92.801464,135554.22,40.752637,7.203323,35.0,25.0,12.0,350.0,0.0,1143.792747,5.11486
8862,246.374276,13.595787,20570.453,18.121369,4.80342,35.0,25.0,4.907872,350.0,0.157836,624.849893,7.554551
8863,49737.22538,1391.499228,1704559.891,35.743624,6.746124,35.0,25.0,12.0,350.0,0.0,1021.892451,12.123571
8864,3716.835188,59.904706,163153.272,62.045796,8.888147,35.0,25.0,12.0,350.0,0.0,1724.968445,3.528473
8865,58.657718,1.731388,6382.153,20.771972,5.142732,8.345948,0.728417,0.811691,216.314473,0.439469,1031.078883,1.467949
8866,135.649056,3.691071,4210.923,34.103888,6.589569,7.491301,0.0,1.046872,175.625427,0.694905,1742.08654,1.29268
8867,121.247331,10.67696,17707.492,11.355979,3.802484,35.0,16.297396,3.032774,350.0,0.43523,639.314703,3.921558
8868,662.639027,21.397261,37708.6,30.735561,6.255696,35.0,25.0,12.0,350.0,0.0,874.128277,3.691613
8869,264.253194,15.859366,35711.397,16.66228,4.605982,35.0,25.0,9.586863,350.0,0.0,523.738021,4.500404
8870,50201.274852,3729.43843,9815074.253,13.460813,4.139908,35.0,25.0,12.0,350.0,0.0,395.607383,5.11323
8871,92084.128691,4459.906581,9180674.485,20.647098,5.127251,35.0,25.0,12.0,350.0,0.0,599.206843,18.939711
8872,1730.953848,41.440097,120681.499,37.234721,6.885399,35.0,25.0,12.0,350.0,0.0,1076.286471,3.972448
8873,34551.151069,1834.501412,2321718.477,18.834083,4.896968,35.0,25.0,12.0,350.0,0.0,553.465737,5.032562
8874,232.25869,4.703922,4954.565,44.003782,7.485142,8.110967,1.027312,0.978476,190.433012,0.655353,2181.029598,1.32055
8875,198.996753,12.277696,16439.617,16.119237,4.530303,35.0,24.659897,6.968856,350.0,0.0,464.369079,25.0
8876,1651.567496,21.902699,107485.922,75.404749,9.798383,35.0,25.0,4.231361,350.0,0.324501,2858.823262,2.806334
8877,1853.711771,37.253741,61322.632,49.759077,7.9596,35.0,25.0,9.338667,350.0,0.0,1381.715132,3.707724
8878,843.869753,22.63775,31216.184,37.277104,6.889317,35.0,25.0,12.0,350.0,0.0,1038.169428,3.46865
8879,259.792003,9.118288,13039.787,28.491314,6.022978,35.0,10.132864,5.89803,350.0,0.0,879.643575,3.516452
8880,130.115478,5.564505,6209.796,23.183098,5.433014,16.784624,0.224846,3.101842,240.532208,0.633651,1181.228588,16.252658
8881,986.292461,37.247536,54712.261,26.479402,5.806429,35.0,25.0,12.0,350.0,0.0,738.5318,4.788933
8882,494.074315,32.035905,34971.853,15.399421,4.427996,35.0,25.0,12.0,350.0,0.0,477.024388,21.649172
8883,174.475454,3.017294,6495.059,45.050563,7.573649,6.710456,1.19379,0.667075,216.926666,0.644867,2102.211226,1.21751
8884,8525.153219,111.821303,765014.096,76.23908,9.852442,35.0,25.0,12.0,350.0,0.0,2096.851823,3.335681
8885,3634.20969,138.186858,330473.487,26.215116,5.77738,35.0,25.0,12.0,350.0,0.0,736.215805,3.558241
8886,1999.447983,81.028018,113625.296,24.676007,5.605218,35.0,25.0,12.0,350.0,0.0,707.993641,16.124645
8887,2626.566146,62.938563,190136.431,41.732223,7.289384,35.0,25.0,12.0,350.0,0.0,1161.605988,3.65014
8888,612.175601,17.148631,39119.986,35.69822,6.741838,35.0,25.0,12.0,350.0,0.0,1017.3186,12.799422
8889,704.411979,24.999681,96005.076,27.446667,5.91153,35.0,25.0,5.986454,350.0,0.013874,858.037546,4.334592
8890,253.31304,13.937592,42993.893,18.174807,4.810497,35.0,25.0,8.188111,350.0,0.0,548.465177,4.046342
8891,9584.742955,365.133931,548427.592,26.249938,5.781216,35.0,25.0,12.0,350.0,0.0,744.134318,3.182752
8892,198.63675,4.370994,18523.297,43.564023,7.447646,8.708795,0.666487,0.700941,350.0,0.665256,2098.938116,1.616489
8893,333.143992,35.070742,131087.137,8.940171,3.373867,35.0,25.0,12.0,350.0,0.0,271.642623,6.029013
8894,194.172009,6.759403,10574.754,28.726209,6.047755,33.371325,4.144246,4.349202,343.285506,0.293382,1082.429593,2.955465
8895,222.162185,10.173712,15288.377,20.785684,5.14443,35.0,13.578584,11.461389,350.0,0.0,610.649755,3.882592
8896,25028.735232,2152.106073,5795195.166,11.190451,3.774669,35.0,25.0,12.0,350.0,0.0,334.928337,5.082251
8897,314.428484,8.297456,15144.422,37.894565,6.94614,35.0,7.559865,3.989497,350.0,0.314031,1569.953182,11.088174
8898,409.929971,10.660347,13665.956,38.453717,6.997199,35.0,16.250598,10.918277,350.0,0.0,1074.459896,3.178224
8899,288.301035,4.791875,5940.391,59.312795,8.69019,14.257033,0.0,2.417191,227.305308,0.662493,3151.471193,6.261278
8900,383.033377,84.204209,140376.591,4.548863,2.406614,35.0,25.0,12.0,350.0,0.0,158.871963,25.0
8901,177.669181,7.650445,34351.969,23.223379,5.437732,35.0,5.155232,0.926918,350.0,0.49137,1188.32962,3.527778
8902,863.618335,54.598207,105617.092,15.817705,4.487731,35.0,25.0,12.0,350.0,0.0,493.465347,4.399746
8903,185.687987,7.34922,11914.437,25.266354,5.671871,35.0,4.971482,1.320676,333.377483,0.458245,1345.682166,3.212872
8904,221.357287,5.312241,10587.276,35.533573,6.726273,16.609283,0.298662,2.679264,322.455273,0.636272,1880.546392,8.605279
8905,176.985594,4.670796,6908.19,32.671084,6.44966,13.926023,0.217116,3.13383,253.942573,0.581945,1658.672116,10.559447
8906,392.63075,17.663644,79509.671,22.228185,5.319944,35.0,25.0,2.961226,350.0,0.475644,1127.216643,3.202467
8907,31.534057,1.238039,2611.353,12.893045,4.051658,7.342335,0.691575,0.05,131.312922,0.443697,562.398553,1.729765
8908,398.480127,24.584897,77173.228,16.20833,4.542806,35.0,25.0,10.238646,350.0,0.0,493.825377,16.850192
8909,1036.740678,14.06612,28721.701,72.586001,9.613499,35.0,25.0,12.0,350.0,0.0,2021.170454,7.543622
8910,9265.491414,339.272584,836336.758,26.814139,5.843015,35.0,25.0,12.0,350.0,0.0,754.877858,4.536968
8911,254.70999,10.558955,17261.698,23.671644,5.489961,35.0,15.949156,5.73504,350.0,0.0,739.379391,17.913573
8912,42698.812463,653.281465,1009249.469,65.360514,9.122477,35.0,25.0,12.0,350.0,0.0,1819.323873,8.390803
8913,830.688881,22.825785,45209.125,36.052365,6.775197,35.0,25.0,12.0,350.0,0.0,1030.066888,12.459556
8914,497.587721,28.653057,43142.451,17.365956,4.702236,35.0,25.0,12.0,350.0,0.0,525.608908,5.324348
8915,461.271733,8.845361,12272.0,52.148437,8.148463,35.0,9.318658,5.814246,350.0,0.046549,1555.200189,3.198549
8916,4309.912528,96.185211,221794.351,44.808474,7.553272,35.0,25.0,12.0,350.0,0.0,1285.048699,7.572655
8917,236.658677,6.682679,15461.656,35.413743,6.714922,32.618907,4.775616,3.900973,350.0,0.330694,1470.849964,4.013196
8918,98.427968,4.664636,8928.501,20.992642,5.169977,15.291651,0.0,1.785189,278.689945,0.651914,1164.248426,3.428
8919,13150.676005,1030.903168,1332703.344,12.756461,4.03014,35.0,25.0,12.0,350.0,0.0,401.982299,5.361289
8920,72.586879,2.250463,10862.081,23.464231,5.465856,7.888748,0.099274,2.161966,322.698581,0.565452,1341.074138,1.776102
8921,24743.108061,703.548849,2328897.618,34.103546,6.589536,35.0,25.0,12.0,350.0,0.0,994.174315,8.267528
8922,123.447554,3.179531,2935.883,33.24475,6.506038,7.294923,0.535623,0.225834,140.519176,0.648426,1440.016177,0.902775
8923,1449.166882,32.537039,40331.613,44.538991,7.530525,35.0,25.0,12.0,350.0,0.0,1268.947776,10.219398
8924,4370.56719,183.032571,448452.924,23.878631,5.513911,35.0,25.0,12.0,350.0,0.0,670.473018,4.472591
8925,185.617027,2.772406,6425.819,46.943717,7.731145,1.895107,0.0,1.282023,223.18005,0.653551,2431.549107,1.13485
8926,443.846851,11.353447,23870.931,39.093578,7.055175,35.0,19.855597,3.60813,350.0,0.356977,1712.116988,3.495677
8927,132624.085138,4469.08625,5280424.177,29.290502,6.106867,35.0,25.0,12.0,350.0,0.0,797.812793,12.723603
8928,455.114859,30.482801,43556.348,14.930218,4.360016,35.0,25.0,12.0,350.0,0.0,434.075921,5.821975
8929,197.344961,4.941681,11246.599,39.875087,7.125345,12.722723,1.578819,3.419138,345.35569,0.628879,1866.854312,1.691453
8930,185.734196,2.871178,3626.335,50.626563,8.028682,5.121187,1.191586,1.474558,168.447826,0.698281,2721.390371,1.618172
8931,1449.56011,40.989793,46648.094,34.407303,6.618817,35.0,25.0,12.0,350.0,0.0,957.27837,12.334768
8932,553.496946,5.809601,8266.809,91.868134,10.815274,21.490391,0.0,1.735418,265.684673,0.623739,4972.677745,2.374369
8933,5230.520459,96.566861,170195.256,54.164756,8.304499,35.0,25.0,12.0,350.0,0.0,1523.380906,3.174677
8934,375.589015,26.311978,36656.439,14.27445,4.263191,35.0,25.0,12.0,350.0,0.0,435.945119,6.196784
8935,312.34455,12.939199,35299.215,23.65235,5.487723,35.0,25.0,7.067269,350.0,0.0,686.750186,17.093957
8936,284.510151,7.977089,37502.643,33.348094,6.516142,35.0,7.393106,5.815192,350.0,0.0,1031.07758,4.202691
8937,1274.249006,34.805471,58283.031,36.610595,6.827449,35.0,25.0,8.910694,350.0,0.0,1045.290038,3.318184
8938,245.036023,3.385562,3743.795,56.746396,8.500103,6.235517,0.0,0.49775,159.124017,0.561673,2561.978686,1.122441
8939,282.925969,4.144114,8181.066,65.798816,9.153013,6.172339,0.0,3.401756,284.042392,0.6862,3066.259037,1.114083
8940,13317.977058,453.043782,566936.771,27.898167,5.959954,35.0,25.0,12.0,350.0,0.0,804.368298,4.618693
8941,1931.863388,54.92874,125172.413,33.117939,6.493618,35.0,25.0,12.0,350.0,0.0,922.02381,3.799482
8942,195.121066,5.284896,6764.569,34.74436,6.651157,12.270618,0.0,3.019968,250.330176,0.65732,1733.767014,10.018522
8943,4769.237053,190.143237,447665.03,25.082339,5.651179,35.0,25.0,12.0,350.0,0.0,721.808643,3.972227
8944,235.312846,5.169786,6830.65,45.516941,7.61275,18.873842,0.1847,3.509351,257.100562,0.585369,2059.035501,2.57064
8945,265507.564204,10366.523215,21892844.628,25.612017,5.710537,35.0,25.0,12.0,350.0,0.0,753.428462,13.178133
8946,634.727287,30.439489,68039.64,19.687701,5.006711,35.0,25.0,8.286528,350.0,0.0,598.540541,4.148109
8947,4148.619508,286.25876,512062.063,14.192854,4.250989,35.0,25.0,12.0,350.0,0.0,464.233546,4.64618
8948,36057.494097,1163.085704,1571850.384,29.398512,6.118116,35.0,25.0,12.0,350.0,0.0,867.165627,4.718117
8949,326.97653,8.99996,14029.127,33.412191,6.522402,35.0,9.592918,1.78883,350.0,0.339338,1866.333371,2.926006
8950,167.803955,4.838766,9999.913,31.027515,6.285337,9.584707,1.205606,5.357957,343.183785,0.357806,983.329615,2.542258
8951,27826.078529,1026.733872,2357019.466,27.101549,5.874246,35.0,25.0,12.0,350.0,0.0,800.822921,4.227354
8952,435.000648,19.494991,39824.998,22.313457,5.330138,35.0,25.0,7.573237,350.0,0.0,650.605053,11.378154
8953,956.745272,57.563123,70717.045,16.620802,4.600246,35.0,25.0,12.0,350.0,0.0,471.856391,6.050344
