resistance_growth_pct_1000cyc,strength_retention_pct_1000cyc,cycles_to_failure,crack_growth_mm,delamination_probability,reliability_class
31.8,67.24,6675,0.828,0.9582,C
25.49,72.29,6722,0.56,0.9233,C
10.83,97.45,8289,0.192,0.4318,A
16.82,91.98,7268,0.378,0.5134,B
10.76,97.28,8691,0.178,0.3583,A
17.06,84.76,8926,0.314,0.7676,B
10.84,97.73,9648,0.173,0.2905,A
8.6,98.95,8947,0.183,0.3966,A
10.52,96.29,8557,0.171,0.3894,A
25.39,78.62,6719,0.337,0.6731,B
12.12,89.09,9051,0.195,0.4602,B
7.08,90.41,7828,0.261,0.4338,A
11.27,90.25,8001,0.2,0.4433,A
15.31,91.8,6615,0.343,0.5152,B
9.88,97.98,8289,0.214,0.3853,A
12.79,93.18,9230,0.213,0.3924,A
12.08,97.18,10184,0.229,0.3222,A
12.82,87.32,9298,0.222,0.5003,B
28.25,68.42,7091,0.562,0.9654,C
10.34,90.27,8594,0.248,0.5179,A
20.94,87.0,6713,0.307,0.4989,B
24.32,73.54,6841,0.37,0.824,C
13.68,87.22,9228,0.264,0.3999,B
17.07,86.34,8198,0.267,0.5424,B
16.88,83.51,7704,0.296,0.5923,B
20.8,77.01,6812,0.396,0.9105,B
9.97,96.05,8266,0.184,0.5147,A
32.56,66.84,6119,0.542,0.9034,C
15.73,84.15,8761,0.231,0.5662,B
8.49,81.01,10002,0.27,0.5794,B
17.9,79.59,7559,0.312,0.8414,B
16.49,98.86,9587,0.28,0.3967,B
7.67,99.07,10222,0.154,0.2637,A
15.21,95.17,7494,0.252,0.4128,B
18.57,74.54,8309,0.37,0.8163,C
10.78,99.53,9610,0.245,0.4041,A
20.77,83.98,5831,0.293,0.5346,B
14.52,85.14,8958,0.306,0.6416,B
9.96,95.66,9649,0.16,0.363,A
12.16,95.33,7316,0.271,0.4463,A
16.74,94.44,8427,0.257,0.4211,B
11.91,91.29,9042,0.178,0.3814,A
12.09,84.29,8281,0.24,0.4729,B
13.72,99.38,8344,0.265,0.3717,A
23.8,83.45,7990,0.468,0.653,B
7.79,98.37,9061,0.19,0.3916,A
12.44,86.9,8950,0.19,0.5221,B
30.64,67.69,6211,0.522,0.9087,C
12.31,80.8,9106,0.289,0.684,B
29.06,78.17,6504,0.487,0.8493,B
13.45,89.91,9309,0.209,0.4681,B
9.48,95.99,8244,0.142,0.388,A
12.69,94.44,9597,0.122,0.3463,A
8.9,98.34,9206,0.164,0.3866,A
11.01,88.53,9509,0.214,0.6032,B
8.51,90.4,8731,0.241,0.4758,A
8.89,89.49,8714,0.246,0.4818,B
11.4,93.07,7927,0.245,0.4811,A
10.78,97.62,10132,0.195,0.3712,A
14.16,89.27,6337,0.303,0.4885,B
19.11,80.72,9152,0.32,0.833,B
13.64,85.83,7093,0.256,0.4768,B
29.05,71.61,6736,0.522,0.9277,C
8.12,87.73,9649,0.205,0.5199,B
14.38,84.65,9016,0.343,0.5066,B
41.95,62.67,6264,0.852,0.9466,C
13.59,93.28,7555,0.246,0.4823,A
14.93,98.29,8237,0.198,0.3331,A
11.66,88.04,8082,0.176,0.3953,B
11.2,98.58,8193,0.216,0.3944,A
18.4,89.42,7769,0.276,0.4965,B
11.09,90.96,8616,0.104,0.3177,A
21.09,79.31,7388,0.32,0.6872,B
27.55,76.65,7059,0.408,0.8861,B
7.82,94.49,9507,0.139,0.331,A
20.43,77.8,8404,0.419,0.7918,B
11.91,94.57,9010,0.244,0.3976,A
5.24,100.0,10519,0.094,0.2319,A
15.17,99.05,8291,0.209,0.3434,B
8.63,90.76,8527,0.156,0.4189,A
8.63,98.16,10099,0.217,0.3957,A
31.07,67.21,6298,0.617,0.9585,C
15.09,96.54,7907,0.287,0.4943,B
19.07,82.67,7654,0.243,0.572,B
10.66,94.63,9520,0.244,0.3961,A
12.55,90.36,9209,0.242,0.479,A
11.8,82.75,8570,0.168,0.5395,B
15.65,83.22,9921,0.225,0.5144,B
13.73,100.0,10964,0.185,0.2546,A
21.18,72.52,6910,0.383,0.8738,C
13.66,81.2,8840,0.265,0.6111,B
9.08,94.13,8552,0.257,0.3435,A
13.39,92.81,8798,0.205,0.4428,A
15.39,82.41,8645,0.236,0.5737,B
11.7,91.71,8479,0.314,0.4529,A
29.96,66.47,6385,0.509,0.9347,C
12.59,87.37,9227,0.303,0.3862,B
26.53,68.69,7647,0.626,0.8918,C
16.48,79.85,7938,0.301,0.7196,B
14.65,88.89,9617,0.279,0.581,B
18.07,81.99,9098,0.315,0.7236,B
6.36,98.64,10545,0.2,0.3084,A
13.41,89.28,7688,0.226,0.4207,B
20.27,74.73,6655,0.449,0.901,C
10.95,88.2,7290,0.283,0.4154,B
15.26,86.66,7546,0.217,0.5132,B
21.66,89.59,6935,0.293,0.6069,B
7.52,100.0,9573,0.139,0.3005,A
11.27,93.68,8581,0.197,0.3802,A
27.6,65.73,6663,0.561,0.9356,C
10.65,89.14,9685,0.261,0.4351,B
8.2,100.0,10356,0.211,0.2998,A
14.64,88.74,8380,0.323,0.3867,B
13.8,100.0,8558,0.305,0.4224,A
9.32,89.12,8427,0.205,0.4065,B
11.9,92.1,8896,0.288,0.4388,A
12.48,95.69,7761,0.348,0.4278,A
9.8,94.99,8507,0.305,0.4235,A
12.91,84.89,8445,0.242,0.6385,B
19.83,81.75,7363,0.302,0.673,B
27.64,73.13,7461,0.593,0.9073,C
23.28,75.91,5296,0.48,0.8329,B
10.52,100.0,9944,0.196,0.3409,A
8.98,90.26,9072,0.175,0.3732,A
10.86,85.8,8196,0.247,0.501,B
15.5,100.0,9970,0.178,0.2823,B
10.92,94.81,9108,0.169,0.4408,A
12.54,86.01,9230,0.233,0.4159,B
9.31,89.6,9216,0.207,0.5148,B
17.37,78.65,7553,0.305,0.7204,B
4.19,97.17,9346,0.156,0.2766,A
11.61,97.47,9320,0.124,0.42,A
18.06,87.99,7668,0.281,0.609,B
7.58,87.87,9853,0.236,0.4458,B
16.06,87.3,7413,0.33,0.4258,B
14.62,79.33,8535,0.315,0.728,B
10.03,90.87,9288,0.123,0.2549,A
16.07,73.57,8411,0.38,0.8317,C
7.87,99.3,8408,0.211,0.3465,A
10.31,100.0,8854,0.2,0.3849,A
9.38,100.0,10281,0.221,0.3358,A
8.8,97.5,8697,0.234,0.4274,A
21.98,68.23,6448,0.551,0.9194,C
8.67,89.34,9593,0.251,0.5241,B
12.71,98.86,9923,0.196,0.3516,A
10.84,94.42,9071,0.289,0.408,A
16.5,84.42,8634,0.289,0.5411,B
11.88,83.64,9564,0.327,0.7001,B
26.86,92.65,7510,0.458,0.6056,B
11.16,95.44,8361,0.173,0.3914,A
15.63,82.94,8594,0.251,0.7102,B
10.99,92.78,8771,0.266,0.4303,A
19.47,72.73,8080,0.367,0.7847,C
13.45,81.97,8181,0.271,0.5802,B
17.13,77.46,9124,0.358,0.8218,B
8.77,89.86,9226,0.304,0.4732,B
13.85,94.5,8669,0.329,0.5558,A
13.77,80.71,8184,0.271,0.5872,B
15.21,90.93,8442,0.358,0.4863,B
22.08,72.69,8060,0.394,0.8242,C
19.05,70.77,7600,0.27,0.7033,C
10.33,99.35,10367,0.188,0.4246,A
11.3,88.95,7574,0.242,0.4386,B
15.01,91.23,7696,0.221,0.5034,B
15.32,82.67,7078,0.176,0.5491,B
9.95,96.48,7922,0.189,0.4214,A
18.39,92.25,6247,0.284,0.5235,B
13.27,91.69,8705,0.233,0.4285,A
8.34,96.35,8872,0.228,0.4143,A
35.88,64.13,7178,0.632,0.9382,C
9.07,93.83,9175,0.205,0.3599,A
22.73,77.72,8849,0.412,0.8255,B
14.99,88.09,8469,0.297,0.5884,B
16.9,83.85,8030,0.238,0.5027,B
14.05,84.74,9926,0.252,0.6701,B
8.28,93.55,9767,0.256,0.3124,A
8.64,91.33,9162,0.162,0.4523,A
8.44,95.3,7935,0.203,0.4306,A
23.15,72.32,7302,0.299,0.7985,C
15.0,84.16,7621,0.202,0.5232,B
10.19,89.78,7410,0.245,0.3905,B
10.39,90.22,9457,0.209,0.4274,A
18.08,76.82,7210,0.339,0.7939,B
12.69,89.46,8401,0.213,0.3767,B
18.56,87.98,8033,0.322,0.6087,B
15.35,87.86,9557,0.257,0.4916,B
13.55,77.33,8385,0.313,0.7119,B
15.9,72.81,8053,0.345,0.7935,C
10.73,95.12,8401,0.224,0.3771,A
13.32,100.0,8816,0.27,0.4292,A
10.28,98.34,10700,0.076,0.3197,A
16.46,76.69,10116,0.299,0.7702,B
14.36,84.8,9578,0.22,0.6049,B
14.73,94.76,8922,0.316,0.4652,A
13.8,88.43,8962,0.214,0.4855,B
6.01,96.42,9742,0.149,0.3495,A
12.33,88.3,7923,0.334,0.4548,B
6.04,100.0,9748,0.143,0.2822,A
7.65,90.06,8389,0.259,0.5115,A
12.51,97.65,7890,0.273,0.4275,A
11.76,99.63,9534,0.143,0.3582,A
27.01,75.88,6681,0.391,0.7913,B
8.95,100.0,9000,0.212,0.3314,A
14.1,84.53,8680,0.223,0.508,B
16.82,96.11,8255,0.216,0.4159,B
19.15,79.02,9367,0.306,0.7038,B
10.37,92.74,8670,0.202,0.4455,A
14.05,87.64,7556,0.242,0.464,B
7.32,99.98,10904,0.265,0.3958,A
7.93,91.53,9165,0.182,0.4332,A
9.72,94.51,7065,0.28,0.5125,A
18.01,72.39,8471,0.36,0.7856,C
8.85,100.0,9297,0.101,0.2381,A
14.71,88.89,7865,0.248,0.5147,B
22.35,71.71,8918,0.271,0.6855,C
14.87,90.73,8034,0.35,0.5635,A
8.86,89.76,8408,0.296,0.4665,B
14.6,94.17,7618,0.286,0.4991,A
11.21,99.07,9931,0.189,0.3639,A
10.82,98.61,10049,0.291,0.443,A
10.89,94.55,9596,0.194,0.3442,A
12.93,84.23,8656,0.241,0.6409,B
8.21,98.51,9628,0.155,0.3274,A
11.79,95.53,8303,0.295,0.4045,A
12.02,95.05,8494,0.244,0.4257,A
13.71,88.17,9581,0.174,0.4664,B
10.52,97.12,9722,0.178,0.3266,A
10.96,94.59,8408,0.154,0.3392,A
13.42,95.78,9566,0.203,0.3667,A
11.75,84.8,7706,0.359,0.5009,B
12.68,89.46,8060,0.222,0.3875,B
15.33,80.6,8475,0.299,0.616,B
11.41,94.14,9085,0.229,0.4125,A
14.96,88.88,8532,0.268,0.3865,B
9.84,95.88,8932,0.162,0.3886,A
12.64,91.64,9953,0.198,0.5032,A
11.25,83.21,8873,0.298,0.6263,B
11.09,100.0,9812,0.221,0.3484,A
15.26,90.43,9324,0.2,0.4283,B
23.42,75.38,7808,0.326,0.7702,B
10.46,97.39,9200,0.208,0.3702,A
20.61,75.5,9072,0.266,0.6984,B
14.05,90.55,8908,0.204,0.4298,A
6.87,92.68,9273,0.168,0.399,A
12.62,85.96,7066,0.219,0.4703,B
16.98,80.05,8438,0.249,0.7857,B
11.82,95.9,7307,0.214,0.421,A
11.29,92.51,8067,0.294,0.474,A
21.95,86.51,7735,0.322,0.6481,B
9.36,99.7,9059,0.221,0.3182,A
21.01,89.8,8178,0.336,0.6388,B
14.78,86.8,9226,0.209,0.4977,B
15.05,77.73,9120,0.322,0.7998,B
24.86,71.7,7325,0.489,0.8969,C
15.58,92.85,6748,0.244,0.487,B
10.6,88.41,8659,0.236,0.5486,B
10.53,95.91,8853,0.218,0.493,A
15.81,94.16,7454,0.345,0.5172,B
8.03,94.88,9414,0.21,0.3737,A
9.46,92.66,8428,0.222,0.3912,A
14.49,94.66,8574,0.313,0.4809,A
11.92,100.0,9986,0.183,0.3257,A
12.92,88.53,8245,0.195,0.3976,B
10.25,96.04,8503,0.209,0.3849,A
12.69,97.25,8590,0.235,0.3932,A
7.61,100.0,9953,0.322,0.3259,A
11.29,91.41,8656,0.144,0.3561,A
13.3,87.22,7572,0.294,0.5016,B
22.6,76.06,7877,0.393,0.8001,B
10.73,99.14,9864,0.18,0.2988,A
19.72,73.57,7582,0.276,0.7753,C
11.97,87.75,9960,0.231,0.3702,B
25.44,72.42,7554,0.448,0.8765,C
24.17,68.61,7598,0.548,0.9112,C
11.89,96.95,8762,0.198,0.3509,A
14.46,88.89,8602,0.345,0.4146,B
18.95,80.89,7707,0.222,0.6042,B
16.4,75.96,9295,0.305,0.7618,B
12.25,93.88,9097,0.221,0.3834,A
19.56,85.98,7020,0.229,0.5631,B
13.98,96.96,9107,0.222,0.3695,A
16.2,81.5,7836,0.231,0.6225,B
16.95,85.48,9269,0.241,0.6966,B
10.94,90.56,8607,0.203,0.3997,A
10.89,97.2,8041,0.194,0.3943,A
13.28,99.82,9830,0.177,0.3479,A
10.28,91.67,9583,0.21,0.343,A
16.94,100.0,7925,0.267,0.4132,B
7.86,94.14,8582,0.264,0.4386,A
10.26,83.65,8801,0.251,0.5584,B
11.22,95.1,7743,0.246,0.442,A
11.82,100.0,10525,0.167,0.2874,A
9.9,99.11,8967,0.247,0.4387,A
17.45,81.16,7770,0.254,0.5622,B
9.27,95.73,8146,0.183,0.2952,A
17.91,85.35,9820,0.267,0.5943,B
7.63,100.0,10611,0.165,0.3277,A
14.33,89.98,8019,0.208,0.4911,B
12.86,79.13,7940,0.293,0.6775,B
11.07,84.71,7637,0.251,0.4923,B
15.79,75.42,8473,0.337,0.8391,B
10.5,94.16,8516,0.252,0.3472,A
17.09,75.5,8514,0.292,0.8145,B
19.36,77.04,7870,0.344,0.7605,B
11.53,96.66,8806,0.27,0.429,A
9.09,91.33,9277,0.246,0.4138,A
11.53,89.95,7980,0.203,0.41,B
8.99,90.91,9774,0.196,0.3804,A
11.45,85.97,9078,0.284,0.3996,B
11.16,93.05,7829,0.23,0.4547,A
11.98,97.19,7760,0.243,0.384,A
19.6,83.56,7222,0.278,0.621,B
11.78,86.42,6670,0.203,0.4928,B
9.4,96.15,9657,0.269,0.4065,A
15.34,81.04,7602,0.297,0.652,B
7.16,94.09,7722,0.256,0.3917,A
13.63,98.38,7336,0.233,0.4678,A
6.68,88.18,10494,0.195,0.3682,B
14.14,92.56,9107,0.154,0.3136,A
11.42,93.44,9390,0.209,0.5124,A
12.18,92.49,8299,0.179,0.3781,A
15.82,89.06,6939,0.305,0.5073,B
16.07,75.36,7573,0.417,0.8673,B
17.53,79.08,6710,0.321,0.6897,B
11.71,100.0,10281,0.264,0.4207,A
9.85,90.66,8832,0.222,0.3797,A
8.11,100.0,9511,0.206,0.3271,A
5.24,98.8,10004,0.249,0.3318,A
14.5,86.99,8791,0.291,0.627,B
13.16,91.57,6550,0.283,0.4706,A
12.53,96.21,8067,0.267,0.3951,A
14.6,94.62,9052,0.26,0.4017,A
10.14,90.17,9795,0.188,0.4846,A
13.79,86.19,10720,0.224,0.5283,B
13.3,86.47,8072,0.156,0.4374,B
8.32,96.83,9588,0.214,0.3248,A
9.26,89.71,9791,0.238,0.3492,B
4.89,100.0,9855,0.167,0.2624,A
8.47,94.37,9251,0.153,0.3639,A
11.93,94.84,9111,0.126,0.3156,A
11.93,91.57,8768,0.236,0.4964,A
9.56,97.47,9411,0.201,0.3942,A
11.28,91.12,9077,0.231,0.375,A
8.6,86.28,7915,0.188,0.4539,B
12.62,84.71,9694,0.233,0.582,B
11.3,91.33,8278,0.212,0.4333,A
9.95,82.54,9012,0.174,0.6014,B
16.46,77.4,7965,0.263,0.8302,B
16.99,89.82,5796,0.294,0.589,B
12.19,87.14,8483,0.248,0.549,B
10.28,97.85,8699,0.136,0.312,A
11.92,100.0,9146,0.271,0.3983,A
7.66,93.85,8661,0.148,0.3509,A
24.47,68.57,7274,0.54,0.9039,C
19.82,85.12,7579,0.362,0.6755,B
11.56,85.37,7266,0.285,0.4844,B
13.2,85.93,10259,0.208,0.4991,B
12.92,87.63,9106,0.275,0.5739,B
14.3,79.89,8695,0.343,0.6793,B
12.43,99.48,7652,0.246,0.4697,A
8.06,96.06,9485,0.267,0.3435,A
11.82,86.28,8137,0.214,0.4554,B
22.95,77.62,8196,0.288,0.6852,B
17.66,96.62,7606,0.236,0.406,B
23.07,75.11,7306,0.48,0.9318,B
9.75,93.87,10242,0.155,0.3101,A
13.77,96.18,9249,0.356,0.4847,A
16.79,75.48,8576,0.288,0.7621,B
12.52,91.69,9692,0.245,0.4108,A
13.58,90.49,7462,0.273,0.4773,A
14.34,83.52,8897,0.241,0.5678,B
11.57,85.73,7640,0.23,0.5994,B
11.57,82.4,9413,0.194,0.5857,B
14.67,92.49,8505,0.245,0.4085,A
12.55,89.25,8481,0.237,0.4725,B
5.7,95.05,9362,0.161,0.3428,A
11.13,100.0,10292,0.172,0.3291,A
13.02,88.19,8123,0.197,0.4612,B
12.02,93.22,9126,0.188,0.3878,A
7.82,100.0,9302,0.216,0.3414,A
14.29,88.2,8834,0.267,0.5699,B
10.7,96.66,9126,0.268,0.4267,A
18.78,90.24,9326,0.191,0.5117,B
15.41,82.57,8738,0.25,0.5338,B
12.65,95.09,9358,0.252,0.3853,A
9.49,100.0,9244,0.194,0.3103,A
15.77,88.96,9259,0.315,0.557,B
11.28,95.02,9075,0.267,0.42,A
7.49,95.76,9900,0.187,0.3487,A
14.88,92.38,7517,0.21,0.4585,A
18.36,90.3,7824,0.302,0.4853,B
21.63,75.11,6873,0.424,0.8499,B
16.15,80.33,8371,0.305,0.6444,B
13.08,83.58,9428,0.233,0.5932,B
12.74,81.87,9108,0.232,0.636,B
8.34,91.06,8507,0.127,0.3538,A
10.05,89.97,9200,0.116,0.3797,B
11.7,89.44,8096,0.201,0.4238,B
6.88,83.69,9331,0.133,0.4772,B
15.85,84.33,8229,0.273,0.7312,B
8.44,98.97,8930,0.204,0.3616,A
18.19,78.63,8630,0.327,0.8626,B
11.8,93.6,7474,0.282,0.5172,A
13.2,84.56,7873,0.317,0.7107,B
17.94,78.71,8595,0.367,0.8765,B
10.84,93.56,6855,0.281,0.4694,A
18.78,84.01,8003,0.394,0.815,B
12.87,82.97,8654,0.207,0.5252,B
13.38,91.35,7760,0.174,0.3926,A
12.86,98.73,8595,0.208,0.3315,A
10.13,92.98,8164,0.219,0.4136,A
9.5,99.68,9935,0.257,0.3893,A
9.69,100.0,8363,0.194,0.3252,A
8.72,100.0,8750,0.18,0.3276,A
7.3,88.66,7899,0.21,0.4972,B
11.33,98.69,10047,0.164,0.364,A
12.59,92.14,7567,0.249,0.4492,A
23.57,72.07,6699,0.497,0.8735,C
6.56,97.4,8992,0.141,0.3599,A
10.18,93.19,10393,0.273,0.4456,A
14.07,80.82,8174,0.274,0.7377,B
10.32,98.57,9990,0.221,0.3779,A
11.65,88.92,10128,0.297,0.4933,B
18.67,78.83,8298,0.242,0.622,B
8.43,100.0,10502,0.159,0.2813,A
22.06,73.73,7188,0.296,0.7644,C
14.4,94.79,9299,0.229,0.4147,A
23.2,91.79,7836,0.311,0.5669,B
9.35,87.74,8771,0.254,0.4884,B
12.78,87.33,9695,0.2,0.4499,B
17.44,83.1,8049,0.252,0.5527,B
25.59,79.09,7424,0.367,0.8256,B
11.48,92.37,7423,0.232,0.4759,A
13.9,98.7,8044,0.219,0.3712,A
15.82,85.8,8117,0.251,0.4651,B
25.12,87.06,7082,0.419,0.653,B
8.76,100.0,9310,0.139,0.3604,A
9.48,100.0,10945,0.193,0.3212,A
15.34,79.92,9014,0.288,0.679,B
17.35,95.3,8302,0.363,0.48,B
10.09,98.99,8613,0.16,0.3384,A
17.8,76.44,8591,0.268,0.7203,B
7.89,82.71,7988,0.218,0.5125,B
12.58,91.42,8753,0.282,0.4448,A
14.09,86.34,9081,0.243,0.6477,B
12.73,77.71,7898,0.328,0.6626,B
12.38,83.97,8040,0.272,0.5283,B
12.26,97.2,8636,0.146,0.3779,A
29.43,71.41,7249,0.595,0.9413,C
12.25,82.3,9591,0.225,0.6787,B
16.25,91.74,7347,0.246,0.4433,B
4.62,100.0,9188,0.175,0.2985,A
18.02,94.47,8093,0.305,0.4693,B
8.26,89.89,8033,0.292,0.4349,B
14.27,79.52,8980,0.265,0.631,B
18.68,86.54,5865,0.329,0.6129,B
21.49,81.49,4869,0.314,0.5999,B
11.62,92.13,7807,0.232,0.3903,A
20.62,84.24,8781,0.326,0.6014,B
12.88,100.0,8710,0.224,0.4048,A
9.88,93.14,7933,0.153,0.3854,A
15.32,88.46,7756,0.297,0.4442,B
22.04,70.64,7322,0.52,0.9768,C
16.88,79.12,8489,0.298,0.596,B
7.44,87.77,7071,0.277,0.4622,B
7.77,98.1,9007,0.169,0.3046,A
22.85,73.4,7698,0.445,0.8498,C
20.02,79.75,8772,0.378,0.8563,B
11.23,95.6,8714,0.214,0.3742,A
9.33,100.0,9763,0.189,0.2461,A
10.81,97.36,9018,0.182,0.3763,A
12.7,91.53,7134,0.306,0.5771,A
26.45,71.98,7101,0.388,0.8637,C
10.66,93.76,9752,0.254,0.3354,A
23.81,72.61,7826,0.537,0.8944,C
21.92,94.42,8771,0.32,0.5788,B
18.75,76.75,7776,0.408,0.8112,B
11.74,84.82,7384,0.285,0.5338,B
15.5,93.68,8014,0.301,0.4606,B
26.62,79.74,7451,0.369,0.8337,B
13.85,95.85,7665,0.338,0.5481,A
13.57,100.0,8805,0.217,0.3365,A
17.4,85.87,8010,0.241,0.6567,B
22.03,86.85,6305,0.447,0.6234,B
12.57,98.7,10045,0.215,0.3957,A
14.46,80.86,8516,0.296,0.6774,B
9.78,96.9,8923,0.222,0.3562,A
17.85,93.59,7623,0.209,0.4547,B
9.02,100.0,8446,0.192,0.4027,A
16.55,82.96,6612,0.351,0.6297,B
15.19,78.72,8557,0.242,0.6331,B
12.24,87.36,8460,0.246,0.4071,B
15.48,83.8,8611,0.323,0.5991,B
17.56,84.85,7848,0.317,0.5913,B
10.8,86.6,9286,0.209,0.5126,B
9.33,93.29,8920,0.221,0.4329,A
16.77,92.81,6803,0.286,0.4462,B
11.34,83.85,9955,0.134,0.5242,B
15.54,84.53,8421,0.337,0.5823,B
20.25,88.21,7818,0.222,0.5158,B
13.25,89.35,10091,0.154,0.4782,B
21.81,79.07,6847,0.399,0.8743,B
17.73,79.51,8617,0.316,0.7165,B
12.22,97.95,7588,0.231,0.3849,A
17.68,81.06,7503,0.311,0.7645,B
15.79,96.02,7558,0.212,0.4992,B
16.1,88.06,8341,0.243,0.5666,B
11.94,94.38,9368,0.244,0.3897,A
13.63,92.87,8261,0.268,0.402,A
12.87,89.83,9512,0.213,0.4939,B
29.3,72.82,6636,0.454,0.907,C
13.33,90.21,9167,0.27,0.3254,A
15.14,83.87,7944,0.27,0.5464,B
11.67,95.39,8262,0.278,0.5329,A
10.16,93.56,8753,0.194,0.4416,A
10.37,94.56,8059,0.252,0.4465,A
11.22,89.55,8238,0.202,0.4638,B
8.73,100.0,9414,0.197,0.3446,A
15.4,86.57,8247,0.207,0.5073,B
15.27,91.85,8504,0.194,0.4498,B
10.05,92.14,8271,0.221,0.4174,A
11.3,95.73,7643,0.264,0.4952,A
20.06,85.55,6287,0.291,0.6222,B
23.58,77.01,6416,0.431,0.8607,B
12.82,87.18,8875,0.296,0.4876,B
7.49,100.0,11509,0.186,0.3142,A
9.01,96.02,8754,0.265,0.448,A
10.5,97.97,9604,0.217,0.447,A
11.28,99.74,9904,0.227,0.4408,A
17.82,91.9,8831,0.413,0.6239,B
13.96,98.49,8553,0.193,0.3553,A
18.59,72.8,7116,0.289,0.7492,C
12.48,84.27,7244,0.284,0.6555,B
17.48,77.24,9160,0.319,0.7733,B
16.51,80.8,8767,0.162,0.6464,B
14.24,93.05,7863,0.355,0.5157,A
8.96,91.51,9492,0.202,0.4514,A
11.44,92.33,8174,0.211,0.4571,A
9.21,91.25,8808,0.195,0.4953,A
11.58,86.44,7613,0.212,0.4988,B
9.41,88.01,9358,0.215,0.4765,B
9.08,87.52,9933,0.144,0.528,B
16.46,89.73,8447,0.415,0.5525,B
9.0,90.85,8332,0.181,0.3948,A
16.23,76.59,8368,0.396,0.8086,B
42.46,66.95,5557,0.673,0.9607,C
10.89,89.08,8656,0.248,0.4853,B
14.35,82.93,8109,0.261,0.5243,B
12.91,80.31,8129,0.365,0.8411,B
8.55,100.0,10716,0.197,0.35,A
29.36,68.55,6102,0.587,0.9271,C
15.37,80.14,7980,0.246,0.5736,B
11.43,93.49,8824,0.26,0.3208,A
13.64,91.5,8998,0.224,0.4778,A
14.91,82.79,9656,0.204,0.6751,B
13.57,91.83,9387,0.177,0.4779,A
19.88,90.64,8000,0.39,0.5639,B
16.6,84.35,7086,0.239,0.5744,B
14.32,82.31,9748,0.236,0.5993,B
16.28,78.25,8497,0.355,0.8008,B
18.7,77.54,7639,0.378,0.8264,B
13.07,100.0,8057,0.21,0.3568,A
11.55,93.23,9019,0.278,0.4151,A
15.95,86.58,7424,0.22,0.5067,B
15.63,87.16,9272,0.279,0.5589,B
19.3,74.22,7318,0.367,0.84,C
10.7,84.52,10321,0.18,0.4879,B
8.47,98.74,8762,0.192,0.3305,A
6.16,89.94,9847,0.178,0.4098,B
12.72,94.23,8388,0.231,0.4001,A
13.4,91.15,7244,0.302,0.458,A
8.02,99.5,8316,0.245,0.4032,A
14.53,93.25,7800,0.198,0.3561,A
6.88,95.0,8127,0.209,0.46,A
7.84,94.82,7768,0.313,0.4963,A
10.85,96.35,8705,0.195,0.3523,A
17.46,77.9,7997,0.368,0.8751,B
11.54,98.75,9496,0.179,0.3189,A
13.47,97.09,8976,0.253,0.3566,A
12.53,91.53,8847,0.189,0.4384,A
10.22,100.0,9392,0.258,0.3542,A
13.12,87.63,8987,0.185,0.5447,B
24.17,69.52,6479,0.467,0.8808,C
13.23,97.44,8824,0.147,0.3916,A
5.95,97.01,10418,0.139,0.3278,A
9.5,91.81,8371,0.239,0.4688,A
19.48,89.13,9279,0.409,0.5975,B
9.7,100.0,11499,0.119,0.2911,A
10.44,100.0,10321,0.178,0.3784,A
20.51,88.59,6008,0.299,0.5142,B
8.0,98.41,8878,0.195,0.2631,A
16.06,89.51,6659,0.311,0.4767,B
12.54,89.25,8229,0.285,0.428,B
12.85,92.15,7561,0.218,0.3555,A
17.67,96.1,7339,0.283,0.4958,B
13.17,100.0,8868,0.306,0.4681,A
8.92,95.74,8585,0.243,0.4286,A
39.76,65.01,6677,0.788,0.977,C
9.85,87.26,8537,0.097,0.3742,B
3.92,94.71,9133,0.196,0.3982,A
16.19,93.26,6923,0.245,0.5193,B
16.26,83.0,7571,0.317,0.609,B
6.75,91.38,9537,0.262,0.3327,A
15.14,80.98,8208,0.299,0.7233,B
21.37,87.22,8086,0.455,0.6864,B
20.46,74.44,6958,0.366,0.8124,C
14.04,84.1,9207,0.279,0.591,B
19.47,71.9,7874,0.37,0.8606,C
28.09,73.36,5812,0.362,0.6307,C
15.87,83.1,8296,0.308,0.6281,B
8.19,100.0,10022,0.226,0.346,A
15.14,83.26,8772,0.28,0.6763,B
22.37,72.72,6298,0.325,0.6818,C
9.66,90.45,7843,0.142,0.4132,A
14.69,84.32,8780,0.27,0.6958,B
13.61,91.8,8153,0.322,0.5112,A
8.89,98.86,9020,0.144,0.3426,A
11.51,89.76,7976,0.262,0.5098,B
14.39,86.43,8840,0.251,0.5368,B
12.23,97.14,9387,0.239,0.2899,A
17.87,81.3,7417,0.346,0.7343,B
13.69,82.32,7273,0.241,0.5603,B
28.03,72.3,6887,0.487,0.9134,C
12.96,92.09,8379,0.22,0.502,A
13.03,82.82,8900,0.226,0.4807,B
12.1,89.9,8764,0.2,0.3468,B
9.94,94.54,10264,0.121,0.3106,A
10.13,95.4,9323,0.253,0.3824,A
10.26,86.69,9001,0.252,0.5066,B
9.9,98.56,9481,0.254,0.3667,A
18.66,92.1,6816,0.286,0.5111,B
7.26,94.61,9931,0.146,0.3311,A
14.13,77.8,9720,0.285,0.718,B
8.49,86.95,9145,0.223,0.4644,B
9.83,97.02,9753,0.201,0.4026,A
18.65,84.99,9425,0.293,0.6317,B
