date,region,state,saidi_hours,saifi_interruptions,caidi_hours,customers_affected,major_outages,grid_availability_percent
2022-08-01,North Central,FCT,108.36,13.55,8.0,85443,2,84.95
2022-08-01,North Central,Benue,163.54,20.44,8.0,415883,2,77.29
2022-08-01,North Central,Kogi,239.43,29.93,8.0,404150,2,66.75
2022-08-01,North Central,Kwara,183.84,22.98,8.0,336703,2,74.47
2022-08-01,North Central,Nasarawa,205.61,25.7,8.0,161972,4,71.44
2022-08-01,North Central,Niger,238.12,29.76,8.0,57630,2,66.93
2022-08-01,North Central,Plateau,202.95,25.37,8.0,54144,3,71.81
2022-08-01,North East,Adamawa,379.29,47.41,8.0,247377,1,47.32
2022-08-01,North East,Bauchi,379.52,47.44,8.0,376971,1,47.29
2022-08-01,North East,Borno,390.72,48.84,8.0,450708,3,45.73
2022-08-01,North East,Gombe,319.11,39.89,8.0,79981,1,55.68
2022-08-01,North East,Taraba,353.97,44.25,8.0,425133,1,50.84
2022-08-01,North East,Yobe,632.88,79.11,8.0,73199,2,12.1
2022-08-01,North West,Jigawa,371.11,46.39,8.0,282942,3,48.46
2022-08-01,North West,Kaduna,308.74,38.59,8.0,144621,1,57.12
2022-08-01,North West,Kano,234.58,29.32,8.0,146134,0,67.42
2022-08-01,North West,Katsina,235.99,29.5,8.0,142423,1,67.22
2022-08-01,North West,Kebbi,312.04,39.0,8.0,258872,4,56.66
2022-08-01,North West,Sokoto,286.1,35.76,8.0,352533,2,60.26
2022-08-01,North West,Zamfara,268.4,33.55,8.0,455399,4,62.72
2022-08-01,South East,Abia,347.67,44.25,7.86,284614,2,51.71
2022-08-01,South East,Anambra,270.12,34.38,7.86,178066,1,62.48
2022-08-01,South East,Ebonyi,313.6,39.91,7.86,179717,0,56.44
2022-08-01,South East,Enugu,368.42,46.89,7.86,113992,1,48.83
2022-08-01,South East,Imo,313.8,39.94,7.86,393432,3,56.42
2022-08-01,South South,Akwa Ibom,252.18,28.02,9.0,360853,1,64.97
2022-08-01,South South,Bayelsa,187.43,20.83,9.0,369817,2,73.97
2022-08-01,South South,Cross River,216.03,24.0,9.0,299623,2,70.0
2022-08-01,South South,Delta,270.18,30.02,9.0,392983,2,62.48
2022-08-01,South South,Edo,180.86,20.1,9.0,49046,0,74.88
2022-08-01,South South,Rivers,212.16,23.57,9.0,478472,0,70.53
2022-08-01,South West,Ekiti,119.75,14.97,8.0,431731,4,83.37
2022-08-01,South West,Lagos,102.2,12.78,8.0,119123,1,85.81
2022-08-01,South West,Ogun,156.89,19.61,8.0,25082,2,78.21
2022-08-01,South West,Ondo,116.62,14.58,8.0,387773,3,83.8
2022-08-01,South West,Osun,148.64,18.58,8.0,363277,4,79.36
2022-08-01,South West,Oyo,120.64,15.08,8.0,296281,0,83.24
2022-09-01,North Central,FCT,131.87,16.48,8.0,114160,2,81.68
2022-09-01,North Central,Benue,255.43,31.93,8.0,80102,2,64.52
2022-09-01,North Central,Kogi,180.02,22.5,8.0,115622,1,75.0
2022-09-01,North Central,Kwara,167.62,20.95,8.0,239542,3,76.72
2022-09-01,North Central,Nasarawa,226.14,28.27,8.0,191974,0,68.59
2022-09-01,North Central,Niger,262.38,32.8,8.0,320766,0,63.56
2022-09-01,North Central,Plateau,186.94,23.37,8.0,161404,3,74.04
2022-09-01,North East,Adamawa,327.93,40.99,8.0,406971,1,54.45
2022-09-01,North East,Bauchi,254.54,31.82,8.0,173334,1,64.65
2022-09-01,North East,Borno,457.91,57.24,8.0,439951,3,36.4
2022-09-01,North East,Gombe,276.25,34.53,8.0,482447,1,61.63
2022-09-01,North East,Taraba,311.94,38.99,8.0,88171,1,56.68
2022-09-01,North East,Yobe,417.43,52.18,8.0,344677,3,42.02
2022-09-01,North West,Jigawa,232.38,29.05,8.0,280442,1,67.73
2022-09-01,North West,Kaduna,292.95,36.62,8.0,485508,2,59.31
2022-09-01,North West,Kano,351.7,43.96,8.0,118283,2,51.15
2022-09-01,North West,Katsina,259.32,32.42,8.0,337491,2,63.98
2022-09-01,North West,Kebbi,262.07,32.76,8.0,350551,2,63.6
2022-09-01,North West,Sokoto,299.58,37.45,8.0,350442,4,58.39
2022-09-01,North West,Zamfara,232.98,29.12,8.0,436176,4,67.64
2022-09-01,South East,Abia,362.53,46.14,7.86,73829,2,49.65
2022-09-01,South East,Anambra,239.91,30.53,7.86,143237,1,66.68
2022-09-01,South East,Ebonyi,361.63,46.03,7.86,147014,3,49.77
2022-09-01,South East,Enugu,225.32,28.68,7.86,387112,5,68.71
2022-09-01,South East,Imo,323.12,41.12,7.86,302767,0,55.12
2022-09-01,South South,Akwa Ibom,212.31,23.59,9.0,165044,4,70.51
2022-09-01,South South,Bayelsa,194.45,21.61,9.0,16095,1,72.99
2022-09-01,South South,Cross River,197.08,21.9,9.0,321148,1,72.63
2022-09-01,South South,Delta,300.11,33.35,9.0,498483,1,58.32
2022-09-01,South South,Edo,279.14,31.02,9.0,274214,1,61.23
2022-09-01,South South,Rivers,135.46,15.05,9.0,486510,2,81.19
2022-09-01,South West,Ekiti,146.2,18.27,8.0,432132,1,79.69
2022-09-01,South West,Lagos,77.58,9.7,8.0,115629,3,89.23
2022-09-01,South West,Ogun,157.59,19.7,8.0,400647,1,78.11
2022-09-01,South West,Ondo,125.37,15.67,8.0,170423,3,82.59
2022-09-01,South West,Osun,180.61,22.58,8.0,101704,3,74.91
2022-09-01,South West,Oyo,137.84,17.23,8.0,39183,1,80.86
2022-10-01,North Central,FCT,140.46,17.56,8.0,448863,3,80.49
2022-10-01,North Central,Benue,255.59,31.95,8.0,393719,1,64.5
2022-10-01,North Central,Kogi,284.2,35.52,8.0,324884,5,60.53
2022-10-01,North Central,Kwara,265.65,33.21,8.0,225440,3,63.1
2022-10-01,North Central,Nasarawa,235.5,29.44,8.0,174256,2,67.29
2022-10-01,North Central,Niger,223.96,27.99,8.0,231116,3,68.89
2022-10-01,North Central,Plateau,242.25,30.28,8.0,496008,2,66.35
2022-10-01,North East,Adamawa,416.32,52.04,8.0,395216,1,42.18
2022-10-01,North East,Bauchi,454.97,56.87,8.0,471879,3,36.81
2022-10-01,North East,Borno,559.41,69.93,8.0,305589,3,22.3
2022-10-01,North East,Gombe,430.45,53.81,8.0,433410,3,40.22
2022-10-01,North East,Taraba,386.65,48.33,8.0,288039,2,46.3
2022-10-01,North East,Yobe,614.84,76.86,8.0,110594,2,14.61
2022-10-01,North West,Jigawa,396.08,49.51,8.0,264183,2,44.99
2022-10-01,North West,Kaduna,344.16,43.02,8.0,327058,1,52.2
2022-10-01,North West,Kano,234.17,29.27,8.0,386951,3,67.48
2022-10-01,North West,Katsina,344.74,43.09,8.0,261597,1,52.12
2022-10-01,North West,Kebbi,252.33,31.54,8.0,89181,2,64.95
2022-10-01,North West,Sokoto,344.54,43.07,8.0,450913,2,52.15
2022-10-01,North West,Zamfara,229.45,28.68,8.0,189040,4,68.13
2022-10-01,South East,Abia,336.99,42.89,7.86,85003,2,53.2
2022-10-01,South East,Anambra,228.02,29.02,7.86,491962,1,68.33
2022-10-01,South East,Ebonyi,246.29,31.35,7.86,192319,0,65.79
2022-10-01,South East,Enugu,218.8,27.85,7.86,383259,2,69.61
2022-10-01,South East,Imo,352.78,44.9,7.86,165435,1,51.0
2022-10-01,South South,Akwa Ibom,302.28,33.59,9.0,490684,1,58.02
2022-10-01,South South,Bayelsa,281.97,31.33,9.0,320960,0,60.84
2022-10-01,South South,Cross River,200.55,22.28,9.0,347719,5,72.15
2022-10-01,South South,Delta,187.75,20.86,9.0,372520,1,73.92
2022-10-01,South South,Edo,174.71,19.41,9.0,298326,0,75.73
2022-10-01,South South,Rivers,233.6,25.96,9.0,314275,4,67.56
2022-10-01,South West,Ekiti,118.22,14.78,8.0,320648,1,83.58
2022-10-01,South West,Lagos,121.32,15.16,8.0,379513,1,83.15
2022-10-01,South West,Ogun,127.14,15.89,8.0,156401,2,82.34
2022-10-01,South West,Ondo,197.5,24.69,8.0,275975,0,72.57
2022-10-01,South West,Osun,174.84,21.86,8.0,44962,4,75.72
2022-10-01,South West,Oyo,117.8,14.72,8.0,45145,5,83.64
2022-11-01,North Central,FCT,173.93,21.74,8.0,35396,2,75.84
2022-11-01,North Central,Benue,224.54,28.07,8.0,448980,2,68.81
2022-11-01,North Central,Kogi,162.72,20.34,8.0,413790,0,77.4
2022-11-01,North Central,Kwara,248.39,31.05,8.0,304555,3,65.5
2022-11-01,North Central,Nasarawa,181.94,22.74,8.0,94796,1,74.73
2022-11-01,North Central,Niger,218.36,27.3,8.0,92922,3,69.67
2022-11-01,North Central,Plateau,235.82,29.48,8.0,441594,0,67.25
2022-11-01,North East,Adamawa,415.82,51.98,8.0,157315,1,42.25
2022-11-01,North East,Bauchi,225.66,28.21,8.0,444094,2,68.66
2022-11-01,North East,Borno,563.83,70.48,8.0,132600,1,21.69
2022-11-01,North East,Gombe,359.21,44.9,8.0,460454,0,50.11
2022-11-01,North East,Taraba,246.41,30.8,8.0,283041,0,65.78
2022-11-01,North East,Yobe,363.97,45.5,8.0,103194,1,49.45
2022-11-01,North West,Jigawa,275.89,34.49,8.0,265376,3,61.68
2022-11-01,North West,Kaduna,239.46,29.93,8.0,320982,3,66.74
2022-11-01,North West,Kano,287.61,35.95,8.0,72692,2,60.05
2022-11-01,North West,Katsina,246.44,30.8,8.0,51189,3,65.77
2022-11-01,North West,Kebbi,268.23,33.53,8.0,407619,0,62.75
2022-11-01,North West,Sokoto,331.86,41.48,8.0,462134,1,53.91
2022-11-01,North West,Zamfara,241.28,30.16,8.0,64579,2,66.49
2022-11-01,South East,Abia,191.46,24.37,7.86,263305,3,73.41
2022-11-01,South East,Anambra,243.28,30.96,7.86,432266,0,66.21
2022-11-01,South East,Ebonyi,223.92,28.5,7.86,376134,1,68.9
2022-11-01,South East,Enugu,199.07,25.34,7.86,48492,3,72.35
2022-11-01,South East,Imo,167.49,21.32,7.86,315935,6,76.74
2022-11-01,South South,Akwa Ibom,206.84,22.98,9.0,221936,3,71.27
2022-11-01,South South,Bayelsa,189.76,21.08,9.0,475485,0,73.64
2022-11-01,South South,Cross River,203.73,22.64,9.0,28205,1,71.7
2022-11-01,South South,Delta,172.68,19.19,9.0,482996,0,76.02
2022-11-01,South South,Edo,144.25,16.03,9.0,109493,1,79.97
2022-11-01,South South,Rivers,184.21,20.47,9.0,284327,5,74.41
2022-11-01,South West,Ekiti,148.94,18.62,8.0,266706,2,79.31
2022-11-01,South West,Lagos,71.09,8.89,8.0,410054,0,90.13
2022-11-01,South West,Ogun,97.18,12.15,8.0,478725,1,86.5
2022-11-01,South West,Ondo,150.48,18.81,8.0,456494,0,79.1
2022-11-01,South West,Osun,110.1,13.76,8.0,457282,1,84.71
2022-11-01,South West,Oyo,107.1,13.39,8.0,370917,1,85.13
2022-12-01,North Central,FCT,98.0,12.25,8.0,133756,1,86.39
2022-12-01,North Central,Benue,243.25,30.41,8.0,458250,2,66.22
2022-12-01,North Central,Kogi,172.97,21.62,8.0,161845,5,75.98
2022-12-01,North Central,Kwara,210.72,26.34,8.0,147396,2,70.73
2022-12-01,North Central,Nasarawa,174.71,21.84,8.0,147834,1,75.73
2022-12-01,North Central,Niger,237.48,29.69,8.0,144531,2,67.02
2022-12-01,North Central,Plateau,225.17,28.15,8.0,422374,2,68.73
2022-12-01,North East,Adamawa,404.02,50.5,8.0,57260,1,43.89
2022-12-01,North East,Bauchi,253.33,31.67,8.0,209273,2,64.82
2022-12-01,North East,Borno,399.1,49.89,8.0,405803,2,44.57
2022-12-01,North East,Gombe,259.22,32.4,8.0,412848,3,64.0
2022-12-01,North East,Taraba,224.51,28.06,8.0,303866,4,68.82
2022-12-01,North East,Yobe,443.3,55.41,8.0,206198,3,38.43
2022-12-01,North West,Jigawa,360.95,45.12,8.0,345065,3,49.87
2022-12-01,North West,Kaduna,328.77,41.1,8.0,436675,1,54.34
2022-12-01,North West,Kano,196.94,24.62,8.0,168743,1,72.65
2022-12-01,North West,Katsina,331.04,41.38,8.0,428878,1,54.02
2022-12-01,North West,Kebbi,310.1,38.76,8.0,477412,0,56.93
2022-12-01,North West,Sokoto,201.32,25.17,8.0,438092,4,72.04
2022-12-01,North West,Zamfara,269.22,33.65,8.0,80899,2,62.61
2022-12-01,South East,Abia,274.9,34.99,7.86,15783,4,61.82
2022-12-01,South East,Anambra,275.24,35.03,7.86,171183,2,61.77
2022-12-01,South East,Ebonyi,279.01,35.51,7.86,390256,3,61.25
2022-12-01,South East,Enugu,211.0,26.85,7.86,380750,2,70.69
2022-12-01,South East,Imo,259.98,33.09,7.86,216727,1,63.89
2022-12-01,South South,Akwa Ibom,195.19,21.69,9.0,295580,1,72.89
2022-12-01,South South,Bayelsa,219.79,24.42,9.0,444749,1,69.47
2022-12-01,South South,Cross River,228.25,25.36,9.0,45294,3,68.3
2022-12-01,South South,Delta,176.66,19.63,9.0,441518,5,75.46
2022-12-01,South South,Edo,188.23,20.91,9.0,85517,2,73.86
2022-12-01,South South,Rivers,128.71,14.3,9.0,229977,3,82.12
2022-12-01,South West,Ekiti,134.09,16.76,8.0,245144,3,81.38
2022-12-01,South West,Lagos,88.74,11.09,8.0,435417,1,87.67
2022-12-01,South West,Ogun,115.63,14.45,8.0,149904,3,83.94
2022-12-01,South West,Ondo,105.79,13.22,8.0,22633,4,85.31
2022-12-01,South West,Osun,120.27,15.03,8.0,268167,0,83.3
2022-12-01,South West,Oyo,140.33,17.54,8.0,146376,3,80.51
2023-01-01,North Central,FCT,102.89,12.86,8.0,490153,2,85.71
2023-01-01,North Central,Benue,216.76,27.09,8.0,302068,1,69.9
2023-01-01,North Central,Kogi,240.34,30.04,8.0,244546,4,66.62
2023-01-01,North Central,Kwara,233.97,29.25,8.0,224126,1,67.5
2023-01-01,North Central,Nasarawa,182.65,22.83,8.0,220611,2,74.63
2023-01-01,North Central,Niger,226.87,28.36,8.0,47653,2,68.49
2023-01-01,North Central,Plateau,227.46,28.43,8.0,268297,0,68.41
2023-01-01,North East,Adamawa,382.83,47.85,8.0,70779,1,46.83
2023-01-01,North East,Bauchi,360.26,45.03,8.0,256712,1,49.96
2023-01-01,North East,Borno,571.92,71.49,8.0,260227,3,20.57
2023-01-01,North East,Gombe,268.7,33.59,8.0,458736,4,62.68
2023-01-01,North East,Taraba,310.12,38.76,8.0,256205,1,56.93
2023-01-01,North East,Yobe,412.37,51.55,8.0,46736,1,42.73
2023-01-01,North West,Jigawa,322.41,40.3,8.0,338867,4,55.22
2023-01-01,North West,Kaduna,287.97,36.0,8.0,391788,0,60.0
2023-01-01,North West,Kano,188.57,23.57,8.0,57002,2,73.81
2023-01-01,North West,Katsina,315.72,39.46,8.0,147573,1,56.15
2023-01-01,North West,Kebbi,197.68,24.71,8.0,350393,2,72.54
2023-01-01,North West,Sokoto,351.81,43.98,8.0,439081,3,51.14
2023-01-01,North West,Zamfara,351.89,43.99,8.0,236439,1,51.13
2023-01-01,South East,Abia,181.9,23.15,7.86,87353,2,74.74
2023-01-01,South East,Anambra,221.32,28.17,7.86,337916,3,69.26
2023-01-01,South East,Ebonyi,244.3,31.09,7.86,16548,2,66.07
2023-01-01,South East,Enugu,193.11,24.58,7.86,72365,1,73.18
2023-01-01,South East,Imo,280.74,35.73,7.86,472334,4,61.01
2023-01-01,South South,Akwa Ibom,149.79,16.64,9.0,346732,0,79.2
2023-01-01,South South,Bayelsa,215.78,23.98,9.0,295782,0,70.03
2023-01-01,South South,Cross River,220.15,24.46,9.0,440073,4,69.42
2023-01-01,South South,Delta,157.19,17.47,9.0,180067,2,78.17
2023-01-01,South South,Edo,146.48,16.28,9.0,361311,0,79.66
2023-01-01,South South,Rivers,113.72,12.64,9.0,223129,2,84.21
2023-01-01,South West,Ekiti,115.16,14.39,8.0,65005,3,84.01
2023-01-01,South West,Lagos,80.31,10.04,8.0,105725,2,88.85
2023-01-01,South West,Ogun,120.66,15.08,8.0,113715,3,83.24
2023-01-01,South West,Ondo,96.66,12.08,8.0,201294,2,86.57
2023-01-01,South West,Osun,131.69,16.46,8.0,57936,2,81.71
2023-01-01,South West,Oyo,123.7,15.46,8.0,305898,3,82.82
2023-02-01,North Central,FCT,132.35,16.54,8.0,362435,4,81.62
2023-02-01,North Central,Benue,204.12,25.52,8.0,31770,2,71.65
2023-02-01,North Central,Kogi,218.67,27.33,8.0,246716,3,69.63
2023-02-01,North Central,Kwara,223.82,27.98,8.0,213509,1,68.91
2023-02-01,North Central,Nasarawa,236.43,29.55,8.0,196711,3,67.16
2023-02-01,North Central,Niger,215.0,26.88,8.0,405721,3,70.14
2023-02-01,North Central,Plateau,147.91,18.49,8.0,132893,7,79.46
2023-02-01,North East,Adamawa,246.11,30.76,8.0,187704,2,65.82
2023-02-01,North East,Bauchi,326.78,40.85,8.0,482763,2,54.61
2023-02-01,North East,Borno,342.56,42.82,8.0,71518,2,52.42
2023-02-01,North East,Gombe,365.89,45.74,8.0,105346,4,49.18
2023-02-01,North East,Taraba,283.87,35.48,8.0,108586,5,60.57
2023-02-01,North East,Yobe,469.92,58.74,8.0,238326,1,34.73
2023-02-01,North West,Jigawa,269.36,33.67,8.0,101222,3,62.59
2023-02-01,North West,Kaduna,300.54,37.57,8.0,314323,4,58.26
2023-02-01,North West,Kano,216.06,27.01,8.0,244140,2,69.99
2023-02-01,North West,Katsina,327.54,40.94,8.0,93573,3,54.51
2023-02-01,North West,Kebbi,249.97,31.25,8.0,159499,4,65.28
2023-02-01,North West,Sokoto,202.15,25.27,8.0,111163,2,71.92
2023-02-01,North West,Zamfara,203.01,25.38,8.0,309473,1,71.8
2023-02-01,South East,Abia,210.88,26.84,7.86,160315,4,70.71
2023-02-01,South East,Anambra,165.65,21.08,7.86,359350,2,76.99
2023-02-01,South East,Ebonyi,258.81,32.94,7.86,478557,8,64.05
2023-02-01,South East,Enugu,232.93,29.65,7.86,441376,1,67.65
2023-02-01,South East,Imo,197.19,25.1,7.86,480512,2,72.61
2023-02-01,South South,Akwa Ibom,198.26,22.03,9.0,293714,0,72.46
2023-02-01,South South,Bayelsa,230.33,25.59,9.0,312718,3,68.01
2023-02-01,South South,Cross River,188.23,20.91,9.0,484004,0,73.86
2023-02-01,South South,Delta,207.96,23.11,9.0,291824,2,71.12
2023-02-01,South South,Edo,153.7,17.08,9.0,98600,2,78.65
2023-02-01,South South,Rivers,142.98,15.89,9.0,443548,4,80.14
2023-02-01,South West,Ekiti,87.54,10.94,8.0,256569,2,87.84
2023-02-01,South West,Lagos,60.37,7.55,8.0,109801,2,91.62
2023-02-01,South West,Ogun,96.28,12.03,8.0,445502,0,86.63
2023-02-01,South West,Ondo,151.93,18.99,8.0,196231,2,78.9
2023-02-01,South West,Osun,91.25,11.41,8.0,406874,4,87.33
2023-02-01,South West,Oyo,109.23,13.65,8.0,117322,0,84.83
2023-03-01,North Central,FCT,159.51,19.94,8.0,81372,0,77.85
2023-03-01,North Central,Benue,182.92,22.86,8.0,39672,1,74.59
2023-03-01,North Central,Kogi,245.27,30.66,8.0,392069,3,65.93
2023-03-01,North Central,Kwara,248.0,31.0,8.0,267269,1,65.56
2023-03-01,North Central,Nasarawa,179.24,22.41,8.0,32770,0,75.11
2023-03-01,North Central,Niger,190.85,23.86,8.0,414976,2,73.49
2023-03-01,North Central,Plateau,187.25,23.41,8.0,72445,5,73.99
2023-03-01,North East,Adamawa,317.17,39.65,8.0,418709,2,55.95
2023-03-01,North East,Bauchi,299.85,37.48,8.0,23424,4,58.35
2023-03-01,North East,Borno,342.51,42.81,8.0,448931,2,52.43
2023-03-01,North East,Gombe,251.26,31.41,8.0,52540,4,65.1
2023-03-01,North East,Taraba,256.69,32.09,8.0,102839,4,64.35
2023-03-01,North East,Yobe,554.92,69.36,8.0,315867,2,22.93
2023-03-01,North West,Jigawa,302.74,37.84,8.0,144049,2,57.95
2023-03-01,North West,Kaduna,271.97,34.0,8.0,88986,1,62.23
2023-03-01,North West,Kano,319.82,39.98,8.0,130708,1,55.58
2023-03-01,North West,Katsina,228.38,28.55,8.0,349690,0,68.28
2023-03-01,North West,Kebbi,301.53,37.69,8.0,11013,4,58.12
2023-03-01,North West,Sokoto,330.84,41.35,8.0,154927,2,54.05
2023-03-01,North West,Zamfara,353.77,44.22,8.0,96571,3,50.87
2023-03-01,South East,Abia,184.74,23.51,7.86,182696,1,74.34
2023-03-01,South East,Anambra,262.91,33.46,7.86,377853,1,63.48
2023-03-01,South East,Ebonyi,213.39,27.16,7.86,154283,1,70.36
2023-03-01,South East,Enugu,213.58,27.18,7.86,299779,1,70.34
2023-03-01,South East,Imo,169.04,21.51,7.86,494144,3,76.52
2023-03-01,South South,Akwa Ibom,149.14,16.57,9.0,145284,4,79.29
2023-03-01,South South,Bayelsa,171.93,19.1,9.0,458118,2,76.12
2023-03-01,South South,Cross River,210.24,23.36,9.0,219021,2,70.8
2023-03-01,South South,Delta,146.4,16.27,9.0,78375,0,79.67
2023-03-01,South South,Edo,156.31,17.37,9.0,93990,1,78.29
2023-03-01,South South,Rivers,130.31,14.48,9.0,264779,2,81.9
2023-03-01,South West,Ekiti,110.09,13.76,8.0,410439,1,84.71
2023-03-01,South West,Lagos,90.1,11.26,8.0,155642,4,87.49
2023-03-01,South West,Ogun,136.59,17.07,8.0,180097,1,81.03
2023-03-01,South West,Ondo,105.32,13.17,8.0,269268,2,85.37
2023-03-01,South West,Osun,137.63,17.2,8.0,235069,5,80.88
2023-03-01,South West,Oyo,102.18,12.77,8.0,349614,2,85.81
2023-04-01,North Central,FCT,156.64,19.58,8.0,289389,0,78.24
2023-04-01,North Central,Benue,225.09,28.14,8.0,397102,4,68.74
2023-04-01,North Central,Kogi,162.7,20.34,8.0,75126,3,77.4
2023-04-01,North Central,Kwara,168.87,21.11,8.0,457533,2,76.55
2023-04-01,North Central,Nasarawa,178.9,22.36,8.0,376366,2,75.15
2023-04-01,North Central,Niger,242.01,30.25,8.0,371414,2,66.39
2023-04-01,North Central,Plateau,143.3,17.91,8.0,164393,4,80.1
2023-04-01,North East,Adamawa,308.5,38.56,8.0,18965,5,57.15
2023-04-01,North East,Bauchi,305.87,38.23,8.0,487818,2,57.52
2023-04-01,North East,Borno,427.32,53.41,8.0,201886,4,40.65
2023-04-01,North East,Gombe,231.15,28.89,8.0,77650,2,67.9
2023-04-01,North East,Taraba,297.25,37.16,8.0,399739,0,58.72
2023-04-01,North East,Yobe,335.23,41.9,8.0,274585,4,53.44
2023-04-01,North West,Jigawa,253.43,31.68,8.0,421261,3,64.8
2023-04-01,North West,Kaduna,243.11,30.39,8.0,87585,0,66.23
2023-04-01,North West,Kano,293.74,36.72,8.0,74342,3,59.2
2023-04-01,North West,Katsina,311.88,38.99,8.0,406871,2,56.68
2023-04-01,North West,Kebbi,312.44,39.06,8.0,71153,3,56.61
2023-04-01,North West,Sokoto,339.36,42.42,8.0,100302,1,52.87
2023-04-01,North West,Zamfara,276.32,34.54,8.0,267033,0,61.62
2023-04-01,South East,Abia,163.29,20.78,7.86,421243,1,77.32
2023-04-01,South East,Anambra,238.53,30.36,7.86,118150,1,66.87
2023-04-01,South East,Ebonyi,161.79,20.59,7.86,459315,2,77.53
2023-04-01,South East,Enugu,216.12,27.51,7.86,58967,1,69.98
2023-04-01,South East,Imo,247.21,31.46,7.86,145099,1,65.66
2023-04-01,South South,Akwa Ibom,182.66,20.3,9.0,11601,2,74.63
2023-04-01,South South,Bayelsa,162.83,18.09,9.0,32572,1,77.38
2023-04-01,South South,Cross River,177.1,19.68,9.0,159698,5,75.4
2023-04-01,South South,Delta,208.9,23.21,9.0,224674,2,70.99
2023-04-01,South South,Edo,177.6,19.73,9.0,300512,0,75.33
2023-04-01,South South,Rivers,175.49,19.5,9.0,164026,4,75.63
2023-04-01,South West,Ekiti,119.48,14.93,8.0,286767,1,83.41
2023-04-01,South West,Lagos,78.77,9.85,8.0,81536,0,89.06
2023-04-01,South West,Ogun,117.79,14.72,8.0,304183,3,83.64
2023-04-01,South West,Ondo,94.95,11.87,8.0,307563,2,86.81
2023-04-01,South West,Osun,108.45,13.56,8.0,388812,2,84.94
2023-04-01,South West,Oyo,152.99,19.12,8.0,382927,2,78.75
2023-05-01,North Central,FCT,114.1,14.26,8.0,63605,1,84.15
2023-05-01,North Central,Benue,285.63,35.7,8.0,216823,3,60.33
2023-05-01,North Central,Kogi,186.11,23.26,8.0,442386,3,74.15
2023-05-01,North Central,Kwara,185.57,23.2,8.0,287937,2,74.23
2023-05-01,North Central,Nasarawa,216.56,27.07,8.0,75760,5,69.92
2023-05-01,North Central,Niger,209.5,26.19,8.0,167422,4,70.9
2023-05-01,North Central,Plateau,260.07,32.51,8.0,25716,0,63.88
2023-05-01,North East,Adamawa,406.06,50.76,8.0,66050,5,43.6
2023-05-01,North East,Bauchi,366.68,45.83,8.0,258857,2,49.07
2023-05-01,North East,Borno,589.79,73.72,8.0,128881,0,18.09
2023-05-01,North East,Gombe,447.83,55.98,8.0,73565,4,37.8
2023-05-01,North East,Taraba,345.2,43.15,8.0,23490,2,52.06
2023-05-01,North East,Yobe,584.47,73.06,8.0,36050,0,18.82
2023-05-01,North West,Jigawa,220.67,27.58,8.0,147213,1,69.35
2023-05-01,North West,Kaduna,399.8,49.97,8.0,499784,4,44.47
2023-05-01,North West,Kano,325.85,40.73,8.0,123160,3,54.74
2023-05-01,North West,Katsina,229.68,28.71,8.0,434400,4,68.1
2023-05-01,North West,Kebbi,263.14,32.89,8.0,245882,3,63.45
2023-05-01,North West,Sokoto,380.0,47.5,8.0,322738,1,47.22
2023-05-01,North West,Zamfara,354.53,44.32,8.0,165316,3,50.76
2023-05-01,South East,Abia,308.38,39.25,7.86,49955,1,57.17
2023-05-01,South East,Anambra,267.46,34.04,7.86,261141,3,62.85
2023-05-01,South East,Ebonyi,266.59,33.93,7.86,147525,2,62.97
2023-05-01,South East,Enugu,286.36,36.45,7.86,443587,5,60.23
2023-05-01,South East,Imo,209.88,26.71,7.86,172581,1,70.85
2023-05-01,South South,Akwa Ibom,189.52,21.06,9.0,488031,5,73.68
2023-05-01,South South,Bayelsa,197.47,21.94,9.0,321544,2,72.57
2023-05-01,South South,Cross River,235.08,26.12,9.0,40818,4,67.35
2023-05-01,South South,Delta,303.65,33.74,9.0,485213,2,57.83
2023-05-01,South South,Edo,300.04,33.34,9.0,233593,3,58.33
2023-05-01,South South,Rivers,171.78,19.09,9.0,473920,5,76.14
2023-05-01,South West,Ekiti,180.98,22.62,8.0,19168,3,74.86
2023-05-01,South West,Lagos,101.29,12.66,8.0,339461,3,85.93
2023-05-01,South West,Ogun,152.96,19.12,8.0,83517,3,78.76
2023-05-01,South West,Ondo,136.05,17.01,8.0,250722,1,81.1
2023-05-01,South West,Osun,182.5,22.81,8.0,253640,1,74.65
2023-05-01,South West,Oyo,152.86,19.11,8.0,373888,1,78.77
2023-06-01,North Central,FCT,144.43,18.05,8.0,479973,1,79.94
2023-06-01,North Central,Benue,229.14,28.64,8.0,407264,0,68.17
2023-06-01,North Central,Kogi,227.67,28.46,8.0,419793,2,68.38
2023-06-01,North Central,Kwara,222.21,27.78,8.0,482194,0,69.14
2023-06-01,North Central,Nasarawa,251.7,31.46,8.0,411099,1,65.04
2023-06-01,North Central,Niger,223.21,27.9,8.0,85220,4,69.0
2023-06-01,North Central,Plateau,166.81,20.85,8.0,426960,0,76.83
2023-06-01,North East,Adamawa,306.44,38.31,8.0,469471,2,57.44
2023-06-01,North East,Bauchi,303.53,37.94,8.0,259410,3,57.84
2023-06-01,North East,Borno,485.84,60.73,8.0,129642,1,32.52
2023-06-01,North East,Gombe,313.28,39.16,8.0,151761,3,56.49
2023-06-01,North East,Taraba,417.69,52.21,8.0,444373,4,41.99
2023-06-01,North East,Yobe,599.75,74.97,8.0,425923,1,16.7
