date,disco,allocated_mw,peak_demand_mw,energy_delivered_mwh,load_rejection_mw,technical_losses_percent,commercial_losses_percent
2024-10-15,Kaduna,317.06,559.19,6851.77,124.95,20.7,31.54
2024-10-15,Kano,405.16,705.0,8467.13,133.04,11.67,37.82
2024-10-15,Port Harcourt,424.0,549.77,9157.8,87.73,11.13,21.41
2024-10-15,Yola,41.19,51.67,838.46,14.82,15.63,30.65
2024-10-16,Abuja,663.56,1056.79,12543.1,194.3,11.7,39.45
2024-10-16,Benin,306.99,461.44,5684.69,86.03,15.28,22.67
2024-10-16,Eko,801.7,1049.83,17234.47,133.61,21.15,27.13
2024-10-16,Enugu,437.96,569.02,9703.96,123.0,11.13,32.59
2024-10-16,Ibadan,606.27,847.81,12210.11,114.0,9.36,24.99
2024-10-16,Ikeja,1118.49,1650.0,21510.3,234.66,15.8,22.96
2024-10-16,Jos,155.8,192.91,3372.25,23.67,18.77,26.25
2024-10-16,Kaduna,326.19,553.12,5879.72,98.89,11.23,18.1
2024-10-16,Kano,453.83,589.36,8245.61,63.13,15.99,37.99
2024-10-16,Port Harcourt,420.18,640.83,8096.39,84.37,17.73,28.97
2024-10-16,Yola,48.12,82.31,823.83,6.04,24.84,33.69
2024-10-17,Abuja,712.66,1034.72,14663.16,91.06,20.88,28.52
2024-10-17,Benin,398.74,631.0,7061.72,97.0,8.98,33.64
2024-10-17,Eko,864.67,1229.38,19551.29,330.46,24.2,20.52
2024-10-17,Enugu,535.34,946.06,10827.27,87.93,21.9,37.0
2024-10-17,Ibadan,584.68,804.6,10491.6,167.97,16.21,31.72
2024-10-17,Ikeja,916.23,1174.19,17387.59,162.75,18.53,24.19
2024-10-17,Jos,158.59,263.46,2842.4,59.62,21.38,30.67
2024-10-17,Kaduna,337.47,458.79,6523.3,42.43,15.76,27.66
2024-10-17,Kano,414.74,513.63,7048.44,93.72,11.22,33.97
2024-10-17,Port Harcourt,473.71,661.06,8088.42,73.3,19.76,39.75
2024-10-17,Yola,47.49,79.84,1044.9,5.44,23.58,26.66
2024-10-18,Abuja,755.3,1012.92,17106.04,130.66,23.0,19.33
2024-10-18,Benin,398.6,576.68,9021.16,61.96,14.95,30.99
2024-10-18,Eko,1067.06,1475.02,20467.57,254.53,12.3,35.43
2024-10-18,Enugu,474.83,770.6,9498.38,81.95,16.38,35.75
2024-10-18,Ibadan,585.43,745.33,9978.46,195.14,13.62,38.28
2024-10-18,Ikeja,1159.36,1694.71,23403.69,274.93,23.4,26.45
2024-10-18,Jos,143.04,222.89,2937.7,47.15,23.87,26.08
2024-10-18,Kaduna,310.23,463.63,6887.47,122.23,24.51,20.74
2024-10-18,Kano,432.45,586.26,8219.88,47.36,10.73,24.93
2024-10-18,Port Harcourt,467.19,638.79,8494.38,151.69,13.01,32.66
2024-10-18,Yola,51.97,87.38,925.31,7.65,19.55,37.87
2024-10-19,Abuja,404.08,711.49,7072.93,70.76,23.8,35.07
2024-10-19,Benin,223.94,396.98,4525.36,27.25,19.95,28.43
2024-10-19,Eko,591.78,1063.1,10483.35,175.78,15.8,21.8
2024-10-19,Enugu,355.24,568.72,7793.63,129.19,17.55,23.14
2024-10-19,Ibadan,372.6,527.43,6879.71,98.91,19.18,29.76
2024-10-19,Ikeja,789.74,1089.2,15031.98,237.15,18.21,15.05
2024-10-19,Jos,95.05,128.53,2075.88,34.21,12.83,17.55
2024-10-19,Kaduna,183.63,239.81,3346.62,31.29,16.16,22.99
2024-10-19,Kano,273.42,384.56,5929.9,105.33,14.87,16.24
2024-10-19,Port Harcourt,278.56,351.3,5256.11,81.77,16.82,21.07
2024-10-19,Yola,36.27,46.38,658.93,10.98,11.35,31.97
2024-10-20,Abuja,825.7,1070.12,16450.48,187.18,24.86,39.11
2024-10-20,Benin,338.35,590.5,6076.9,66.26,14.01,22.17
2024-10-20,Eko,1038.29,1451.49,22531.43,413.57,22.29,23.65
2024-10-20,Enugu,578.73,879.87,12453.68,84.45,18.85,34.34
2024-10-20,Ibadan,645.58,1147.93,11071.92,131.53,16.1,22.74
2024-10-20,Ikeja,1062.28,1387.0,23027.83,395.62,9.4,18.87
2024-10-20,Jos,149.97,225.76,3231.41,18.21,18.83,18.73
2024-10-20,Kaduna,372.73,648.27,8385.41,49.14,16.3,19.13
2024-10-20,Kano,448.5,600.83,9608.49,131.5,17.72,35.63
2024-10-20,Port Harcourt,489.85,667.13,10053.84,189.63,18.22,30.74
2024-10-20,Yola,61.52,92.85,1401.35,9.1,17.13,20.32
2024-10-21,Abuja,514.03,685.46,9285.79,100.75,10.29,35.23
2024-10-21,Benin,265.09,384.36,4479.0,34.85,23.24,35.93
2024-10-21,Eko,785.92,1137.08,13870.85,104.03,18.3,35.7
2024-10-21,Enugu,462.95,635.73,8669.19,60.3,21.16,21.89
2024-10-21,Ibadan,452.06,794.43,9634.96,52.36,8.14,34.69
2024-10-21,Ikeja,869.07,1418.5,15418.11,314.27,21.15,37.27
2024-10-21,Jos,118.09,161.24,2091.39,44.76,11.01,17.98
2024-10-21,Kaduna,225.13,374.36,4983.84,77.28,17.58,39.85
2024-10-21,Kano,287.9,495.27,5575.47,68.1,10.17,15.84
2024-10-21,Port Harcourt,351.53,458.72,6925.24,50.69,10.34,36.92
2024-10-21,Yola,46.56,82.8,972.25,15.42,22.21,31.47
2024-10-22,Abuja,473.51,635.63,10342.69,146.23,15.75,15.74
2024-10-22,Benin,249.01,407.71,4948.9,57.44,13.33,30.17
2024-10-22,Eko,752.25,1309.42,12775.45,183.76,13.6,27.77
2024-10-22,Enugu,394.75,521.08,8482.96,95.74,24.86,15.63
2024-10-22,Ibadan,381.65,615.89,8003.52,104.82,24.52,25.38
2024-10-22,Ikeja,772.19,1348.47,15467.49,159.16,20.22,30.49
2024-10-22,Jos,108.1,149.05,2072.73,13.13,24.02,19.58
2024-10-22,Kaduna,208.45,331.07,4407.84,66.92,14.38,36.83
2024-10-22,Kano,310.09,453.71,6717.23,53.67,22.62,28.47
2024-10-22,Port Harcourt,385.63,509.4,8644.37,118.14,18.51,25.55
2024-10-22,Yola,43.49,63.78,860.78,14.55,12.84,22.29
2024-10-23,Abuja,605.54,1025.66,12444.55,158.49,11.89,34.66
2024-10-23,Benin,377.3,562.09,7219.67,65.59,20.82,30.99
2024-10-23,Eko,776.88,1302.57,17163.69,91.5,21.13,36.32
2024-10-23,Enugu,566.64,760.75,10780.9,220.91,9.6,28.09
2024-10-23,Ibadan,544.31,851.26,10224.65,205.63,12.59,31.24
2024-10-23,Ikeja,1020.97,1388.52,18309.14,395.08,17.54,30.1
2024-10-23,Jos,160.72,200.7,3388.4,24.03,20.59,18.53
2024-10-23,Kaduna,325.85,524.16,6228.72,67.66,10.53,37.6
2024-10-23,Kano,349.85,518.91,6373.93,139.55,17.96,18.74
2024-10-23,Port Harcourt,466.78,837.86,9536.51,110.73,12.99,17.3
2024-10-23,Yola,45.36,69.49,967.12,16.48,21.49,18.14
2024-10-24,Abuja,697.51,1033.34,14115.25,71.44,9.15,28.15
2024-10-24,Benin,311.54,475.82,5895.99,115.96,24.14,39.49
2024-10-24,Eko,952.91,1707.17,20046.26,369.88,18.91,35.23
2024-10-24,Enugu,438.88,706.41,9825.13,114.99,11.18,28.17
2024-10-24,Ibadan,576.39,957.89,11494.56,95.23,23.75,34.34
2024-10-24,Ikeja,951.01,1604.44,17961.88,184.24,22.67,36.83
2024-10-24,Jos,143.5,172.97,2571.46,53.5,23.28,26.33
2024-10-24,Kaduna,278.62,384.96,6180.75,55.01,16.7,33.28
2024-10-24,Kano,360.29,487.22,6826.95,106.74,21.9,28.67
2024-10-24,Port Harcourt,395.13,579.95,6940.94,49.98,18.02,38.91
2024-10-24,Yola,54.33,90.45,1149.82,20.06,20.8,30.67
2024-10-25,Abuja,475.19,701.67,10619.88,130.64,11.14,31.23
2024-10-25,Benin,270.98,476.61,4814.17,84.98,19.59,39.59
2024-10-25,Eko,687.91,1185.23,11658.87,94.15,13.88,30.48
2024-10-25,Enugu,385.19,509.08,7833.01,104.01,16.92,17.26
2024-10-25,Ibadan,485.41,754.98,8923.75,148.64,13.4,27.65
2024-10-25,Ikeja,771.13,1332.7,17553.92,114.4,8.4,20.48
2024-10-25,Jos,120.52,157.2,2611.49,26.83,18.38,26.39
2024-10-25,Kaduna,263.1,321.27,5571.37,77.79,19.04,25.35
2024-10-25,Kano,267.47,431.57,5824.59,33.59,15.51,19.06
2024-10-25,Port Harcourt,363.77,607.99,7566.5,71.09,10.38,34.86
2024-10-25,Yola,37.05,44.95,749.48,6.45,22.3,18.58
2024-10-26,Abuja,522.24,842.76,10492.33,176.15,15.8,15.12
2024-10-26,Benin,261.65,470.83,5032.0,74.85,23.38,15.51
2024-10-26,Eko,738.77,1014.34,13649.05,123.71,21.99,24.32
2024-10-26,Enugu,355.62,447.41,6291.59,131.47,15.27,37.9
2024-10-26,Ibadan,492.39,838.41,9119.53,89.32,17.52,25.45
2024-10-26,Ikeja,848.31,1045.05,19196.84,99.63,11.04,31.96
2024-10-26,Jos,109.94,138.98,1948.3,13.04,12.27,21.78
2024-10-26,Kaduna,245.12,358.67,4814.69,69.81,11.93,18.37
2024-10-26,Kano,364.12,575.45,6249.81,141.39,19.78,18.79
2024-10-26,Port Harcourt,419.6,595.51,9527.85,54.96,10.72,31.44
2024-10-26,Yola,35.01,42.41,754.55,5.26,23.62,25.65
2024-10-27,Abuja,697.76,1059.3,13047.48,207.53,13.41,20.58
2024-10-27,Benin,317.28,391.71,5912.77,101.83,11.5,22.48
2024-10-27,Eko,1002.96,1588.18,22384.43,374.47,9.08,38.88
2024-10-27,Enugu,448.61,787.48,9008.28,116.62,20.13,36.98
2024-10-27,Ibadan,590.27,858.99,10312.82,198.78,10.18,33.16
2024-10-27,Ikeja,1082.11,1549.04,22159.26,358.94,24.0,21.62
2024-10-27,Jos,176.39,313.36,3824.36,64.28,19.77,15.98
2024-10-27,Kaduna,318.05,524.26,7140.38,86.24,21.5,32.63
2024-10-27,Kano,387.46,500.92,8254.96,65.92,12.16,31.1
2024-10-27,Port Harcourt,507.03,785.6,11210.45,82.87,12.29,30.92
2024-10-27,Yola,56.96,86.79,960.54,17.26,21.83,21.91
2024-10-28,Abuja,435.03,533.04,8394.36,45.83,11.82,24.72
2024-10-28,Benin,193.92,245.98,4220.1,21.8,19.71,35.36
2024-10-28,Eko,480.95,633.52,9931.19,93.64,16.1,35.9
2024-10-28,Enugu,279.5,439.31,6275.92,32.77,9.02,28.87
2024-10-28,Ibadan,392.51,522.93,7373.19,50.87,14.16,16.11
2024-10-28,Ikeja,627.45,962.07,14211.82,216.8,21.98,20.7
2024-10-28,Jos,82.42,128.72,1642.31,21.01,9.85,27.35
2024-10-28,Kaduna,168.4,244.72,2891.86,60.13,8.22,38.48
2024-10-28,Kano,278.15,459.38,6312.65,32.31,18.91,36.23
2024-10-28,Port Harcourt,250.58,388.62,4802.09,57.82,23.51,28.47
2024-10-28,Yola,27.53,48.52,493.08,10.12,24.51,36.95
2024-10-29,Abuja,694.93,1125.73,13595.0,126.7,12.85,33.28
2024-10-29,Benin,340.92,528.74,7062.36,113.33,20.72,17.63
2024-10-29,Eko,776.25,1054.44,15547.88,91.93,20.96,17.66
2024-10-29,Enugu,437.1,729.8,7478.51,130.28,23.72,30.44
2024-10-29,Ibadan,549.14,920.02,9957.9,150.62,13.25,21.24
2024-10-29,Ikeja,881.79,1367.89,19017.75,319.88,15.29,24.32
2024-10-29,Jos,148.7,248.06,2724.1,28.13,17.07,26.11
2024-10-29,Kaduna,298.95,449.23,5222.59,44.78,23.33,20.68
2024-10-29,Kano,324.75,532.23,6788.68,90.94,16.54,39.24
2024-10-29,Port Harcourt,374.19,563.56,7552.66,39.94,15.0,34.57
2024-10-29,Yola,46.52,80.26,961.54,15.34,21.68,32.24
2024-10-30,Abuja,711.94,1089.47,14380.66,111.75,22.07,22.8
2024-10-30,Benin,344.8,465.38,7232.22,135.35,21.63,30.48
2024-10-30,Eko,857.7,1281.28,15464.11,175.32,14.91,38.61
2024-10-30,Enugu,476.47,739.34,10641.63,121.75,12.27,24.53
2024-10-30,Ibadan,516.06,840.58,9586.77,164.67,23.12,23.4
2024-10-30,Ikeja,898.44,1422.36,17039.1,233.77,18.78,25.19
2024-10-30,Jos,164.83,237.32,3073.15,60.28,10.32,18.11
2024-10-30,Kaduna,330.63,438.21,5849.01,86.15,8.8,30.5
2024-10-30,Kano,384.37,608.94,7112.25,142.85,12.6,30.94
2024-10-30,Port Harcourt,497.18,716.18,8834.12,59.92,24.37,34.09
2024-10-30,Yola,54.86,88.83,1034.36,7.51,23.8,27.24
2024-10-31,Abuja,563.65,712.42,10515.01,164.23,9.7,18.38
2024-10-31,Benin,280.28,441.18,5023.12,30.81,24.29,15.69
2024-10-31,Eko,585.64,816.39,10620.49,159.34,23.2,27.03
2024-10-31,Enugu,431.85,753.81,7745.87,106.45,18.92,23.3
2024-10-31,Ibadan,470.62,763.9,9095.43,59.48,8.2,24.23
2024-10-31,Ikeja,722.61,1206.01,13589.29,216.66,13.89,34.9
2024-10-31,Jos,133.69,227.61,2634.62,16.74,14.32,25.61
2024-10-31,Kaduna,272.54,419.52,5626.66,91.19,17.66,29.96
2024-10-31,Kano,294.91,364.3,6230.88,104.58,15.0,28.72
2024-10-31,Port Harcourt,338.45,497.56,6110.09,111.0,16.36,28.68
2024-10-31,Yola,34.37,54.08,619.21,7.39,15.02,26.22
2024-11-01,Abuja,544.19,792.73,11141.11,154.65,18.32,28.98
2024-11-01,Benin,273.98,462.36,5288.58,79.66,9.75,17.27
2024-11-01,Eko,611.87,1064.73,12665.77,184.03,10.68,26.33
2024-11-01,Enugu,346.24,578.14,6103.12,90.63,23.49,37.31
2024-11-01,Ibadan,434.04,618.5,9742.67,148.26,22.47,38.31
2024-11-01,Ikeja,835.54,1123.0,14677.24,256.73,17.57,23.19
2024-11-01,Jos,112.98,139.78,1930.1,23.31,11.3,32.96
2024-11-01,Kaduna,242.89,387.9,5034.88,24.77,16.71,35.43
2024-11-01,Kano,298.69,399.25,6538.51,116.28,12.74,20.18
2024-11-01,Port Harcourt,305.61,378.32,6735.94,115.76,18.77,34.11
2024-11-01,Yola,37.49,53.48,772.03,13.16,21.77,17.03
2024-11-02,Abuja,555.93,917.95,11011.97,113.92,20.01,26.84
2024-11-02,Benin,269.71,467.75,4714.1,28.43,10.45,19.09
2024-11-02,Eko,725.18,1142.1,14134.96,116.94,10.25,27.3
2024-11-02,Enugu,423.82,585.87,7680.66,52.63,8.45,17.64
2024-11-02,Ibadan,490.42,689.73,8319.74,123.81,17.11,25.72
2024-11-02,Ikeja,759.91,1256.11,15908.24,165.98,14.47,18.9
2024-11-02,Jos,134.18,209.29,2323.29,28.64,23.36,26.31
2024-11-02,Kaduna,236.29,374.82,4257.47,60.76,19.38,36.37
2024-11-02,Kano,351.72,503.19,7529.28,129.97,16.12,15.11
2024-11-02,Port Harcourt,416.83,541.58,7318.75,80.16,14.46,34.98
2024-11-02,Yola,40.18,49.4,828.41,12.11,21.84,24.97
2024-11-03,Abuja,450.76,573.63,7618.91,150.36,14.86,28.13
2024-11-03,Benin,236.06,340.07,4038.19,41.5,11.3,39.43
2024-11-03,Eko,594.47,874.42,10213.09,80.11,21.82,38.64
2024-11-03,Enugu,276.31,482.51,5273.01,45.34,9.74,34.29
2024-11-03,Ibadan,350.37,595.44,6361.66,106.36,10.01,17.24
2024-11-03,Ikeja,592.35,998.3,12281.52,88.73,14.54,34.09
2024-11-03,Jos,90.25,158.19,2011.53,24.0,18.74,31.33
2024-11-03,Kaduna,178.93,253.94,3152.01,67.54,20.31,16.16
2024-11-03,Kano,261.03,366.96,5662.09,53.02,18.95,19.14
2024-11-03,Port Harcourt,294.47,405.28,5238.36,84.15,18.86,39.58
2024-11-03,Yola,33.78,50.99,752.54,11.77,17.33,27.78
2024-11-04,Abuja,764.95,1245.54,13248.92,241.33,12.5,17.89
2024-11-04,Benin,414.17,668.76,7970.78,95.02,11.35,15.24
2024-11-04,Eko,881.98,1136.91,17048.97,308.82,9.95,17.29
2024-11-04,Enugu,600.09,988.4,10272.58,74.33,19.64,24.26
2024-11-04,Ibadan,628.66,906.94,14211.84,193.83,8.79,23.26
2024-11-04,Ikeja,1129.62,1451.7,18994.71,139.84,16.91,30.81
2024-11-04,Jos,141.03,225.52,2891.46,53.87,22.29,38.58
2024-11-04,Kaduna,366.22,536.33,7224.65,67.56,16.64,18.77
2024-11-04,Kano,450.43,547.25,8203.95,73.16,23.94,18.62
2024-11-04,Port Harcourt,538.44,686.31,11148.02,105.52,13.37,39.96
2024-11-04,Yola,49.15,64.95,999.48,15.84,24.7,32.54
2024-11-05,Abuja,591.28,920.66,12064.98,97.75,19.41,20.11
2024-11-05,Benin,307.4,416.81,5741.22,87.35,9.1,15.3
2024-11-05,Eko,675.61,879.12,12152.35,224.42,15.6,26.75
2024-11-05,Enugu,459.54,752.48,7729.95,164.06,24.8,18.05
2024-11-05,Ibadan,506.47,608.5,8657.77,93.95,22.39,31.31
2024-11-05,Ikeja,896.95,1312.38,17576.89,173.39,22.92,29.2
2024-11-05,Jos,131.5,194.5,2947.66,41.7,10.46,25.92
2024-11-05,Kaduna,247.5,443.55,4774.9,29.79,14.99,23.03
2024-11-05,Kano,362.9,484.71,6175.07,46.73,12.81,23.71
2024-11-05,Port Harcourt,436.2,594.12,7410.51,145.79,22.77,27.31
2024-11-05,Yola,41.2,68.54,694.44,15.54,22.71,28.62
2024-11-06,Abuja,438.32,788.94,9368.05,88.37,8.33,30.98
2024-11-06,Benin,296.35,481.34,5127.49,65.4,9.86,37.8
2024-11-06,Eko,604.79,991.87,10467.77,83.78,19.55,36.09
2024-11-06,Enugu,336.31,487.99,6899.91,113.97,18.68,17.39
2024-11-06,Ibadan,411.55,712.3,9057.55,113.39,24.93,17.63
2024-11-06,Ikeja,759.74,1265.02,13406.51,297.68,14.02,23.75
2024-11-06,Jos,101.28,139.04,2052.57,23.17,11.29,35.23
2024-11-06,Kaduna,192.53,327.45,3552.11,47.9,14.48,29.27
2024-11-06,Kano,321.76,577.1,5996.38,85.63,15.92,39.97
2024-11-06,Port Harcourt,363.27,522.47,7142.27,63.13,20.84,36.13
2024-11-06,Yola,42.09,64.8,876.54,9.84,18.36,23.72
2024-11-07,Abuja,572.78,697.12,12083.78,217.2,18.75,33.16
2024-11-07,Benin,372.05,527.2,6491.76,141.35,23.96,26.05
2024-11-07,Eko,764.73,1327.12,16097.91,78.36,9.83,39.58
2024-11-07,Enugu,417.3,571.51,8383.96,64.81,11.94,23.82
2024-11-07,Ibadan,496.03,834.32,9822.12,91.06,13.32,16.0
2024-11-07,Ikeja,867.2,1414.18,15156.45,210.5,22.32,24.21
2024-11-07,Jos,138.6,238.93,3047.73,50.46,17.72,38.81
2024-11-07,Kaduna,318.47,461.58,6553.18,43.48,17.37,21.58
2024-11-07,Kano,362.37,462.18,6866.67,88.57,18.21,22.62
2024-11-07,Port Harcourt,474.2,717.27,9782.04,86.99,21.84,30.61
2024-11-07,Yola,53.71,69.6,1024.96,7.19,11.66,24.86
2024-11-08,Abuja,735.0,1027.69,15641.75,77.84,14.29,30.02
2024-11-08,Benin,375.71,587.8,6788.62,75.56,23.84,39.35
2024-11-08,Eko,852.35,1352.43,15553.56,179.47,21.47,27.53
2024-11-08,Enugu,578.56,912.54,11903.1,63.74,20.74,39.45
2024-11-08,Ibadan,571.35,739.98,12947.84,106.86,14.96,16.93
2024-11-08,Ikeja,957.4,1273.28,19234.86,255.95,18.31,29.6
2024-11-08,Jos,156.87,263.74,3514.4,28.38,10.21,25.63
2024-11-08,Kaduna,269.55,466.32,4916.11,71.37,9.96,28.83
2024-11-08,Kano,360.98,599.69,8133.78,69.34,12.39,26.2
2024-11-08,Port Harcourt,488.24,641.25,10555.75,77.9,8.09,28.11
2024-11-08,Yola,46.32,74.99,824.7,15.99,16.0,29.16
2024-11-09,Abuja,427.67,675.19,7840.33,92.28,16.15,20.74
2024-11-09,Benin,264.16,465.88,5122.38,99.13,23.01,19.15
2024-11-09,Eko,539.37,801.75,10763.27,109.14,13.32,25.78
2024-11-09,Enugu,366.45,458.3,7718.82,138.47,20.98,19.79
2024-11-09,Ibadan,334.12,499.25,7530.58,115.51,17.57,18.57
2024-11-09,Ikeja,763.59,1288.79,17112.37,216.58,16.75,30.48
2024-11-09,Jos,117.82,185.79,2161.52,34.27,22.96,29.18
2024-11-09,Kaduna,208.16,341.38,4322.56,24.36,20.33,25.19
2024-11-09,Kano,314.0,559.7,6120.58,122.66,13.28,32.07
2024-11-09,Port Harcourt,272.21,350.33,5985.1,100.21,17.05,23.49
2024-11-09,Yola,34.16,58.81,617.05,6.44,21.35,38.38
2024-11-10,Abuja,486.71,772.43,8850.64,159.03,20.37,18.55
2024-11-10,Benin,226.42,374.71,4063.98,54.07,10.05,22.67
2024-11-10,Eko,510.39,767.15,9007.09,109.71,12.68,33.65
2024-11-10,Enugu,342.59,430.63,7715.52,110.8,18.47,26.94
2024-11-10,Ibadan,321.2,570.84,5411.31,98.85,16.63,37.56
2024-11-10,Ikeja,645.14,974.93,13711.88,73.72,8.93,20.29
2024-11-10,Jos,86.68,104.36,1780.31,29.37,24.27,26.02
2024-11-10,Kaduna,181.12,311.23,3960.5,52.06,12.64,37.71
2024-11-10,Kano,233.64,286.48,5041.82,62.87,12.19,31.77
2024-11-10,Port Harcourt,314.19,536.23,5810.16,33.83,16.67,36.4
2024-11-10,Yola,29.49,42.84,540.8,3.07,23.27,18.38
2024-11-11,Abuja,647.31,884.62,14529.61,192.35,19.68,33.99
2024-11-11,Benin,327.76,504.16,6037.77,114.83,18.19,21.09
2024-11-11,Eko,949.89,1470.9,18779.44,104.82,23.47,38.81
2024-11-11,Enugu,500.93,734.11,9496.24,90.37,17.77,18.2
2024-11-11,Ibadan,608.88,794.93,12952.65,116.94,11.84,28.95
2024-11-11,Ikeja,1098.76,1797.61,20000.14,218.82,22.77,33.08
2024-11-11,Jos,156.92,213.62,3381.94,32.56,14.82,22.19
2024-11-11,Kaduna,261.51,379.77,4419.89,61.92,20.33,39.02
2024-11-11,Kano,343.63,470.35,6791.72,51.93,9.99,26.31
2024-11-11,Port Harcourt,453.24,766.94,10327.9,150.6,11.76,33.7
2024-11-11,Yola,49.72,73.11,1114.38,15.44,19.59,15.29
2024-11-12,Abuja,775.14,1069.2,14380.89,89.95,8.86,31.71
2024-11-12,Benin,327.37,574.25,7154.5,67.0,14.46,23.18
2024-11-12,Eko,781.66,952.74,15252.43,299.31,23.59,35.25
2024-11-12,Enugu,536.18,918.88,10664.93,82.6,19.63,38.02
2024-11-12,Ibadan,486.05,656.59,8939.75,63.05,11.83,24.6
2024-11-12,Ikeja,1209.69,2076.02,27188.96,164.72,8.48,17.75
2024-11-12,Jos,174.13,225.41,3523.67,29.3,8.35,17.12
2024-11-12,Kaduna,329.26,431.14,5984.19,70.19,19.17,26.73
2024-11-12,Kano,468.1,683.67,8423.42,122.1,15.67,34.68
2024-11-12,Port Harcourt,525.29,893.93,10051.09,86.59,23.55,24.65
2024-11-12,Yola,55.81,100.11,1131.01,13.62,19.9,19.85
2024-11-13,Abuja,549.65,713.74,11246.3,149.9,20.94,36.82
2024-11-13,Benin,270.66,451.41,5143.67,78.12,22.45,21.4
2024-11-13,Eko,750.1,1116.3,16159.86,231.91,21.08,22.2
2024-11-13,Enugu,447.94,700.34,8752.69,95.64,13.64,15.24
2024-11-13,Ibadan,418.24,516.69,9155.38,149.74,22.39,35.45
2024-11-13,Ikeja,800.62,1196.99,17811.55,262.55,8.03,26.49
2024-11-13,Jos,108.03,147.83,2097.37,39.74,19.12,24.06
2024-11-13,Kaduna,252.53,426.88,4696.46,71.85,12.46,27.0
2024-11-13,Kano,289.5,495.44,4947.56,48.44,13.67,30.63
2024-11-13,Port Harcourt,404.93,505.46,6908.39,137.55,20.11,35.79
2024-11-13,Yola,44.44,73.36,847.68,12.31,21.69,19.3
2024-11-14,Abuja,600.27,912.16,12539.55,112.77,8.55,15.73
2024-11-14,Benin,321.72,568.39,5812.71,46.4,8.31,20.78
2024-11-14,Eko,665.06,894.34,14354.94,216.03,9.38,32.43
2024-11-14,Enugu,408.21,522.22,8669.27,51.36,11.01,18.73
2024-11-14,Ibadan,505.06,817.63,9731.26,175.08,11.67,38.28
2024-11-14,Ikeja,889.44,1365.96,19183.41,260.99,23.08,35.73
2024-11-14,Jos,110.68,148.73,1902.63,18.38,13.84,15.72
2024-11-14,Kaduna,229.91,382.32,5021.7,23.6,8.12,18.66
2024-11-14,Kano,360.84,534.61,8190.18,132.14,23.13,18.21
2024-11-14,Port Harcourt,362.42,650.97,6412.79,98.68,13.85,24.7
2024-11-14,Yola,45.33,70.38,967.85,13.69,16.99,34.79
2024-11-15,Abuja,853.78,1428.95,16840.01,127.17,8.76,20.79
2024-11-15,Benin,361.67,462.19,6563.86,45.23,16.9,18.16
2024-11-15,Eko,1004.31,1405.62,20922.11,366.33,9.46,39.73
2024-11-15,Enugu,566.33,697.73,10581.31,207.21,18.14,22.18
2024-11-15,Ibadan,675.84,1130.24,14336.7,247.71,21.09,22.17
2024-11-15,Ikeja,1151.62,1963.95,20596.9,171.48,10.7,19.86
2024-11-15,Jos,143.43,244.19,3113.77,20.86,19.99,30.67
2024-11-15,Kaduna,303.75,405.94,5559.65,96.95,13.43,21.95
2024-11-15,Kano,371.95,649.04,7928.63,89.95,24.03,22.34
2024-11-15,Port Harcourt,514.01,710.93,9605.59,181.66,21.38,22.35
2024-11-15,Yola,47.45,67.12,1013.62,6.18,19.43,37.24
2024-11-16,Abuja,527.54,649.3,10973.47,177.94,15.56,20.09
2024-11-16,Benin,272.12,329.8,5477.88,57.65,15.84,28.41
2024-11-16,Eko,600.99,794.62,12547.64,63.55,8.36,26.96
2024-11-16,Enugu,349.14,476.55,7021.25,88.97,13.94,31.29
2024-11-16,Ibadan,431.39,644.71,9282.01,75.18,20.95,31.22
2024-11-16,Ikeja,743.66,1290.87,13534.74,156.57,9.41,33.15
2024-11-16,Jos,114.11,164.72,2161.41,33.96,9.29,22.35
2024-11-16,Kaduna,198.58,300.09,3903.98,32.29,17.19,38.15
2024-11-16,Kano,236.71,380.67,4863.98,89.32,18.97,30.62
2024-11-16,Port Harcourt,335.44,456.43,6834.48,85.82,15.45,16.99
2024-11-16,Yola,32.34,44.23,683.75,12.16,11.92,16.87
2024-11-17,Abuja,802.52,1389.87,14175.16,273.04,21.83,18.79
2024-11-17,Benin,345.89,476.38,6260.78,135.8,14.17,34.03
2024-11-17,Eko,1035.55,1482.46,21638.45,137.05,14.75,39.18
2024-11-17,Enugu,495.3,708.98,10670.27,148.4,18.74,36.33
2024-11-17,Ibadan,519.52,863.81,11478.96,54.47,17.5,23.71
2024-11-17,Ikeja,985.04,1428.95,20355.12,370.08,18.55,36.42
2024-11-17,Jos,146.26,193.99,3308.77,53.57,12.0,30.52
2024-11-17,Kaduna,316.39,468.63,6949.69,101.47,12.05,22.9
2024-11-17,Kano,412.23,687.77,8137.71,158.8,21.88,20.28
2024-11-17,Port Harcourt,537.45,808.14,9847.34,112.33,24.53,27.1
2024-11-17,Yola,58.62,87.13,1115.54,19.87,22.42,16.8
2024-11-18,Abuja,511.45,710.87,10996.99,68.75,21.56,30.45
2024-11-18,Benin,242.47,341.07,4339.51,42.62,20.19,24.4
2024-11-18,Eko,673.68,1016.23,11905.18,168.23,20.86,22.44
2024-11-18,Enugu,386.17,509.52,6802.08,80.35,14.62,34.03
2024-11-18,Ibadan,401.85,501.8,8279.67,96.76,13.64,35.06
2024-11-18,Ikeja,686.01,1199.1,12900.06,163.47,23.8,34.03
2024-11-18,Jos,96.76,149.68,1805.7,24.44,20.63,27.4
