state,lga,year,population_estimate,area_km2,population_density_per_km2,is_synthetic_lga,urban_population_share,rural_population_share,notes,source,is_fabricated
Osun,Osun LGA 3,2025,180915,33.44,5409.57,True,0.616,0.384,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Osun,Osun LGA 4,2025,322760,81.36,3966.89,True,0.585,0.415,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Osun,Osun LGA 5,2025,84020,613.07,137.05,True,0.497,0.503,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Osun,Osun LGA 6,2025,28937,233.24,124.07,True,0.437,0.563,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Osun,Osun LGA 7,2025,344806,257.11,1341.09,True,0.566,0.434,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Osun,Osun LGA 8,2025,515191,279.66,1842.17,True,0.616,0.384,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Osun,Osun LGA 9,2025,348094,11.3,30792.73,True,0.446,0.554,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Osun,Osun LGA 10,2025,78102,859.88,90.83,True,0.611,0.389,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Osun,Osun LGA 11,2025,112877,12.19,9258.32,True,0.571,0.429,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Osun,Osun LGA 12,2025,156178,281.78,554.26,True,0.524,0.476,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Osun,Osun LGA 13,2025,11989,17.11,700.5,True,0.634,0.366,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Osun,Osun LGA 14,2025,158059,58.55,2699.39,True,0.538,0.462,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Osun,Osun LGA 15,2025,69466,807.24,86.05,True,0.586,0.414,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Osun,Osun LGA 16,2025,115618,197.91,584.19,True,0.532,0.468,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Osun,Osun LGA 17,2025,250890,861.16,291.34,True,0.516,0.484,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Osun,Osun LGA 18,2025,40373,203.55,198.34,True,0.66,0.34,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Osun,Osun LGA 19,2025,102266,409.81,249.54,True,0.529,0.471,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Osun,Osun LGA 20,2025,143988,185.49,776.26,True,0.486,0.514,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Osun,Osun LGA 21,2025,60674,29.71,2042.07,True,0.548,0.452,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Osun,Osun LGA 22,2025,137181,278.04,493.38,True,0.568,0.432,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Osun,Osun LGA 23,2025,219232,497.64,440.54,True,0.585,0.415,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Osun,Osun LGA 24,2025,50253,477.69,105.2,True,0.561,0.439,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Osun,Osun LGA 25,2025,39049,125.13,312.08,True,0.509,0.491,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Osun,Osun LGA 26,2025,110825,429.13,258.25,True,0.674,0.326,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Osun,Osun LGA 27,2025,32708,280.27,116.7,True,0.579,0.421,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Osun,Osun LGA 28,2025,378952,215.28,1760.28,True,0.539,0.461,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Osun,Osun LGA 29,2025,45244,751.15,60.23,True,0.541,0.459,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Osun,Osun LGA 30,2025,888,14.05,63.2,True,0.561,0.439,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Oyo,Oyo LGA 1,2025,70929,766.58,92.53,True,0.613,0.387,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Oyo,Oyo LGA 2,2025,681597,317.88,2144.17,True,0.669,0.331,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Oyo,Oyo LGA 3,2025,95765,334.59,286.21,True,0.525,0.475,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Oyo,Oyo LGA 4,2025,33338,2536.58,13.14,True,0.574,0.426,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Oyo,Oyo LGA 5,2025,561240,47.84,11732.67,True,0.634,0.366,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Oyo,Oyo LGA 6,2025,858285,2713.16,316.34,True,0.584,0.416,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Oyo,Oyo LGA 7,2025,223216,553.67,403.15,True,0.552,0.448,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Oyo,Oyo LGA 8,2025,86386,109.64,787.9,True,0.723,0.277,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Oyo,Oyo LGA 9,2025,213007,106.76,1995.23,True,0.606,0.394,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Oyo,Oyo LGA 10,2025,92750,2225.56,41.67,True,0.659,0.341,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Oyo,Oyo LGA 11,2025,567206,253.52,2237.29,True,0.716,0.284,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Oyo,Oyo LGA 12,2025,293382,356.76,822.34,True,0.662,0.338,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Oyo,Oyo LGA 13,2025,513667,20.1,25559.27,True,0.646,0.354,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Oyo,Oyo LGA 14,2025,263132,191.99,1370.52,True,0.675,0.325,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Oyo,Oyo LGA 15,2025,118991,1345.3,88.45,True,0.734,0.266,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Oyo,Oyo LGA 16,2025,2126566,170.01,12508.13,True,0.647,0.353,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Oyo,Oyo LGA 17,2025,383283,295.86,1295.48,True,0.634,0.366,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Oyo,Oyo LGA 18,2025,303514,1.46,208112.09,True,0.642,0.358,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Oyo,Oyo LGA 19,2025,82819,710.51,116.56,True,0.638,0.362,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Oyo,Oyo LGA 20,2025,81232,1028.96,78.95,True,0.64,0.36,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Oyo,Oyo LGA 21,2025,26673,1681.56,15.86,True,0.647,0.353,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Oyo,Oyo LGA 22,2025,140026,371.33,377.09,True,0.63,0.37,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Oyo,Oyo LGA 23,2025,219766,1763.69,124.61,True,0.617,0.383,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Oyo,Oyo LGA 24,2025,19879,69.71,285.16,True,0.554,0.446,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Oyo,Oyo LGA 25,2025,71981,921.45,78.12,True,0.658,0.342,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Oyo,Oyo LGA 26,2025,243087,1131.71,214.8,True,0.672,0.328,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Oyo,Oyo LGA 27,2025,114401,515.7,221.84,True,0.596,0.404,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Oyo,Oyo LGA 28,2025,547803,1863.91,293.9,True,0.548,0.452,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Oyo,Oyo LGA 29,2025,373363,3004.17,124.28,True,0.659,0.341,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Oyo,Oyo LGA 30,2025,110172,1075.01,102.48,True,0.652,0.348,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Oyo,Oyo LGA 31,2025,196757,761.59,258.35,True,0.624,0.376,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Oyo,Oyo LGA 32,2025,687827,619.99,1109.41,True,0.709,0.291,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Oyo,Oyo LGA 33,2025,539904,587.44,919.08,True,0.632,0.368,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Plateau,Plateau LGA 1,2025,84257,2087.55,40.36,True,0.516,0.484,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Plateau,Plateau LGA 2,2025,32572,3901.95,8.35,True,0.576,0.424,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Plateau,Plateau LGA 3,2025,31070,160.72,193.32,True,0.472,0.528,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Plateau,Plateau LGA 4,2025,42789,1796.81,23.81,True,0.542,0.458,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Plateau,Plateau LGA 5,2025,399483,1387.71,287.87,True,0.505,0.495,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Plateau,Plateau LGA 6,2025,30613,51.8,590.96,True,0.448,0.552,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Plateau,Plateau LGA 7,2025,225628,998.87,225.88,True,0.436,0.564,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Plateau,Plateau LGA 8,2025,109341,1863.3,58.68,True,0.456,0.544,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Plateau,Plateau LGA 9,2025,394508,2031.22,194.22,True,0.484,0.516,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Plateau,Plateau LGA 10,2025,141787,540.09,262.52,True,0.451,0.549,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Plateau,Plateau LGA 11,2025,191202,1830.99,104.43,True,0.494,0.506,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Plateau,Plateau LGA 12,2025,5589,2095.62,2.67,True,0.458,0.542,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Plateau,Plateau LGA 13,2025,533888,1284.33,415.69,True,0.464,0.536,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Plateau,Plateau LGA 14,2025,373738,1795.58,208.14,True,0.554,0.446,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Plateau,Plateau LGA 15,2025,188873,4654.95,40.57,True,0.469,0.531,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Plateau,Plateau LGA 16,2025,510832,733.94,696.01,True,0.467,0.533,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Plateau,Plateau LGA 17,2025,642925,3697.56,173.88,True,0.465,0.535,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Rivers,Rivers LGA 1,2025,177611,102.41,1734.37,True,0.584,0.416,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Rivers,Rivers LGA 2,2025,273102,155.72,1753.77,True,0.499,0.501,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Rivers,Rivers LGA 3,2025,184544,252.44,731.03,True,0.7,0.3,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Rivers,Rivers LGA 4,2025,31058,444.22,69.92,True,0.531,0.469,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Rivers,Rivers LGA 5,2025,686474,248.69,2760.32,True,0.663,0.337,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Rivers,Rivers LGA 6,2025,585371,1714.56,341.41,True,0.691,0.309,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Rivers,Rivers LGA 7,2025,241544,443.4,544.76,True,0.565,0.435,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Rivers,Rivers LGA 8,2025,164482,1150.22,143.0,True,0.664,0.336,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Rivers,Rivers LGA 9,2025,219609,392.44,559.59,True,0.602,0.398,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Rivers,Rivers LGA 10,2025,221339,1027.39,215.44,True,0.695,0.305,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Rivers,Rivers LGA 11,2025,65809,377.74,174.22,True,0.626,0.374,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Rivers,Rivers LGA 12,2025,449183,96.36,4661.46,True,0.596,0.404,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Rivers,Rivers LGA 13,2025,131950,72.67,1815.68,True,0.576,0.424,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Rivers,Rivers LGA 14,2025,1765109,1385.54,1273.95,True,0.546,0.454,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Rivers,Rivers LGA 15,2025,537169,269.22,1995.26,True,0.609,0.391,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Rivers,Rivers LGA 16,2025,945814,402.04,2352.55,True,0.657,0.343,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Rivers,Rivers LGA 17,2025,243039,232.19,1046.74,True,0.654,0.346,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Rivers,Rivers LGA 18,2025,59198,249.82,236.96,True,0.573,0.427,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Rivers,Rivers LGA 19,2025,1546811,179.82,8601.82,True,0.49,0.51,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Rivers,Rivers LGA 20,2025,189644,43.81,4328.55,True,0.614,0.386,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Rivers,Rivers LGA 21,2025,54594,195.09,279.84,True,0.515,0.485,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Rivers,Rivers LGA 22,2025,872140,1080.86,806.89,True,0.643,0.357,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Rivers,Rivers LGA 23,2025,202159,560.33,360.79,True,0.661,0.339,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Sokoto,Sokoto LGA 1,2025,565711,443.16,1276.54,True,0.614,0.386,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Sokoto,Sokoto LGA 2,2025,149405,197.76,755.5,True,0.648,0.352,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Sokoto,Sokoto LGA 3,2025,68580,2641.19,25.97,True,0.618,0.382,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Sokoto,Sokoto LGA 4,2025,113460,324.35,349.81,True,0.621,0.379,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Sokoto,Sokoto LGA 5,2025,148585,617.5,240.62,True,0.624,0.376,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Sokoto,Sokoto LGA 6,2025,98445,1120.39,87.87,True,0.57,0.43,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Sokoto,Sokoto LGA 7,2025,240882,616.63,390.64,True,0.458,0.542,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Sokoto,Sokoto LGA 8,2025,7085,79.34,89.3,True,0.625,0.375,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Sokoto,Sokoto LGA 9,2025,42815,835.56,51.24,True,0.515,0.485,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Sokoto,Sokoto LGA 10,2025,449036,698.33,643.01,True,0.662,0.338,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Sokoto,Sokoto LGA 11,2025,197889,596.62,331.68,True,0.623,0.377,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Sokoto,Sokoto LGA 12,2025,172443,172.35,1000.55,True,0.649,0.351,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Sokoto,Sokoto LGA 13,2025,337873,1971.05,171.42,True,0.698,0.302,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Sokoto,Sokoto LGA 14,2025,281124,1454.82,193.24,True,0.627,0.373,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Sokoto,Sokoto LGA 15,2025,221950,1279.32,173.49,True,0.6,0.4,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Sokoto,Sokoto LGA 16,2025,110902,1887.18,58.77,True,0.673,0.327,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Sokoto,Sokoto LGA 17,2025,176601,724.63,243.71,True,0.602,0.398,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Sokoto,Sokoto LGA 18,2025,17777,2358.05,7.54,True,0.6,0.4,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Sokoto,Sokoto LGA 19,2025,35082,1212.68,28.93,True,0.596,0.404,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Sokoto,Sokoto LGA 20,2025,730564,4748.99,153.84,True,0.525,0.475,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Sokoto,Sokoto LGA 21,2025,110186,1483.39,74.28,True,0.711,0.289,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Sokoto,Sokoto LGA 22,2025,76139,349.84,217.64,True,0.647,0.353,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Sokoto,Sokoto LGA 23,2025,24241,159.86,151.64,True,0.595,0.405,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Taraba,Taraba LGA 1,2025,131852,2940.5,44.84,True,0.448,0.552,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Taraba,Taraba LGA 2,2025,344857,4481.0,76.96,True,0.461,0.539,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Taraba,Taraba LGA 3,2025,122111,306.38,398.56,True,0.389,0.611,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Taraba,Taraba LGA 4,2025,580549,3536.88,164.14,True,0.428,0.572,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Taraba,Taraba LGA 5,2025,604529,2793.25,216.42,True,0.391,0.609,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Taraba,Taraba LGA 6,2025,58520,2969.33,19.71,True,0.441,0.559,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Taraba,Taraba LGA 7,2025,171320,4394.9,38.98,True,0.469,0.531,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Taraba,Taraba LGA 8,2025,19996,7718.56,2.59,True,0.391,0.609,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Taraba,Taraba LGA 9,2025,195060,2895.58,67.36,True,0.446,0.554,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Taraba,Taraba LGA 10,2025,261710,2767.69,94.56,True,0.451,0.549,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Taraba,Taraba LGA 11,2025,74402,7.55,9855.72,True,0.434,0.566,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Taraba,Taraba LGA 12,2025,241121,1971.39,122.31,True,0.372,0.628,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Taraba,Taraba LGA 13,2025,206591,658.52,313.72,True,0.44,0.56,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Taraba,Taraba LGA 14,2025,103911,8610.84,12.07,True,0.443,0.557,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Taraba,Taraba LGA 15,2025,589091,2954.94,199.36,True,0.354,0.646,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Taraba,Taraba LGA 16,2025,14638,5465.69,2.68,True,0.42,0.58,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Yobe,Yobe LGA 1,2025,210140,988.11,212.67,True,0.628,0.372,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Yobe,Yobe LGA 2,2025,61533,7489.11,8.22,True,0.712,0.288,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Yobe,Yobe LGA 3,2025,270065,1322.56,204.2,True,0.629,0.371,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Yobe,Yobe LGA 4,2025,201754,10482.55,19.25,True,0.674,0.326,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Yobe,Yobe LGA 5,2025,160128,2743.7,58.36,True,0.729,0.271,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Yobe,Yobe LGA 6,2025,198810,544.92,364.84,True,0.628,0.372,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Yobe,Yobe LGA 7,2025,61982,505.35,122.65,True,0.685,0.315,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Yobe,Yobe LGA 8,2025,56877,694.92,81.85,True,0.664,0.336,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Yobe,Yobe LGA 9,2025,78467,409.66,191.54,True,0.652,0.348,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Yobe,Yobe LGA 10,2025,193587,1423.09,136.03,True,0.597,0.403,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Yobe,Yobe LGA 11,2025,666023,8992.76,74.06,True,0.765,0.235,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Yobe,Yobe LGA 12,2025,78063,1934.57,40.35,True,0.662,0.338,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Yobe,Yobe LGA 13,2025,17611,1170.0,15.05,True,0.66,0.34,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Yobe,Yobe LGA 14,2025,14235,928.37,15.33,True,0.648,0.352,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Yobe,Yobe LGA 15,2025,120200,2206.76,54.47,True,0.617,0.383,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Yobe,Yobe LGA 16,2025,320419,3039.74,105.41,True,0.621,0.379,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Yobe,Yobe LGA 17,2025,791524,625.83,1264.75,True,0.638,0.362,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Zamfara,Zamfara LGA 1,2025,42057,1677.56,25.07,True,0.306,0.694,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Zamfara,Zamfara LGA 2,2025,981104,3059.88,320.64,True,0.368,0.632,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Zamfara,Zamfara LGA 3,2025,318730,1237.09,257.65,True,0.311,0.689,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Zamfara,Zamfara LGA 4,2025,33802,5057.23,6.68,True,0.287,0.713,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Zamfara,Zamfara LGA 5,2025,136601,3847.68,35.5,True,0.349,0.651,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Zamfara,Zamfara LGA 6,2025,82347,3224.9,25.53,True,0.314,0.686,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Zamfara,Zamfara LGA 7,2025,706551,5107.17,138.34,True,0.383,0.617,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Zamfara,Zamfara LGA 8,2025,499184,117.18,4260.09,True,0.292,0.708,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Zamfara,Zamfara LGA 9,2025,162085,3084.71,52.54,True,0.309,0.691,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Zamfara,Zamfara LGA 10,2025,156120,2692.48,57.98,True,0.236,0.764,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Zamfara,Zamfara LGA 11,2025,250069,3508.37,71.28,True,0.315,0.685,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Zamfara,Zamfara LGA 12,2025,130980,7003.35,18.7,True,0.275,0.725,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Zamfara,Zamfara LGA 13,2025,40668,59.21,686.87,True,0.379,0.621,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Zamfara,Zamfara LGA 14,2025,179962,85.2,2112.16,True,0.37,0.63,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
FCT,Abaji,2025,120398,272.05,442.56,False,0.763,0.237,Actual LGA,NBS/NPCom (fabricated synthesis),True
FCT,Abuja Municipal,2025,3297827,495.0,6662.31,False,0.787,0.213,Actual LGA,NBS/NPCom (fabricated synthesis),True
FCT,Bwari,2025,841539,4388.47,191.76,False,0.737,0.263,Actual LGA,NBS/NPCom (fabricated synthesis),True
FCT,Gwagwalada,2025,740509,359.78,2058.24,False,0.716,0.284,Actual LGA,NBS/NPCom (fabricated synthesis),True
FCT,Kuje,2025,350296,1785.68,196.17,False,0.852,0.148,Actual LGA,NBS/NPCom (fabricated synthesis),True
FCT,Kwali,2025,558085,14.03,39780.82,False,0.847,0.153,Actual LGA,NBS/NPCom (fabricated synthesis),True
