firm_id,state,geo_political_zone,location_type,industry_code,industry_name,firm_age_years,num_employees,annual_turnover_naira,legal_structure,owner_age,owner_gender,owner_education,field_of_study,prior_entrepreneurial_exp,digital_literacy_score,digital_tools_computers,digital_tools_accounting_software,digital_tools_crm,digital_tools_ecommerce,digital_tools_cloud_computing,digital_tools_social_media,advanced_tech_ai_ml,advanced_tech_iot,advanced_tech_blockchain,advanced_tech_robotics,website_presence,social_media_presence,online_payments,new_production_methods,supply_chain_software,inventory_management,new_support_processes,new_products_services_3yrs,frequency_new_launches,product_improvement_efforts,revenue_model_changes,value_proposition_changes,customer_engagement_changes,competitive_pressure,customer_demand_innovation,management_innovation_attitude,access_to_credit,cost_of_innovation,internal_capital_sufficiency,skilled_employee_availability,training_costs,management_capability,electricity_reliability,internet_quality_cost,logistics_transportation,regulatory_burden,corruption_informal_charges,govt_support_effectiveness,competition_intensity,demand_uncertainty,international_market_access,profitability_growth_3yrs,sales_growth_3yrs,market_share_growth_3yrs,roi_satisfaction,overall_performance_satisfaction,annual_turnover_growth_pct,profit_margin_pct,employee_growth_pct,new_branches_3yrs,product_line_increase,service_quality_improvement,customer_satisfaction_improvement,innovation_composite_score,constraint_composite_score,performance_composite_score
SME_1388,Borno,North East,Rural,H49,Transportation and Storage,1,9,9017977,Sole Proprietorship,55,Female,Primary Education,Business/Management,0,2,1,1,1,1,1,1,2,2,2,1,1,2,1,2,1,2,1,1,1,2,1,1,1,2,1,2,5,5,4,5,4,5,5,5,5,4,5,4,4,3,5,1,2,2,1,2,-11.6,-2.4,-30.0,0,1,1,2,1.2,5.0,1.6666666666666667
SME_1389,Gombe,North East,Rural,H49,Transportation and Storage,1,23,22524442,Limited Liability Company,38,Female,OND/NCE,Medicine/Health,0,3,3,3,2,3,4,3,3,5,4,4,3,2,3,4,4,4,4,1,1,1,1,1,1,3,4,3,4,2,3,4,4,3,3,5,5,3,3,4,4,5,5,2,2,2,2,1,,5.7,-26.0,0,2,2,2,2.6,3.6666666666666665,1.6666666666666667
SME_1390,Abuja,North Central,Urban,I56,Food and Beverage Services,5,18,10465551,Limited Liability Company,56,Female,OND/NCE,Arts/Humanities,0,4,2,2,2,1,2,2,1,1,2,1,4,5,4,4,3,4,3,2,2,2,3,2,3,3,2,4,3,2,4,4,3,3,3,3,3,3,4,2,4,2,3,2,2,2,2,2,-11.5,,-2.4,0,2,1,2,2.4,3.3333333333333335,2.0
SME_1391,Ondo,South West,Urban,C13,Textiles Manufacturing,3,2,3430909,Partnership,29,Male,HND/Bachelor,Engineering,0,8,2,2,2,2,3,2,3,3,2,2,4,5,5,3,3,3,3,4,3,3,3,3,3,5,5,5,5,5,5,4,5,4,4,4,4,4,4,3,2,2,3,1,2,2,2,1,-6.0,-0.7,10.0,0,3,2,2,2.6,4.333333333333333,1.3333333333333333
SME_1392,Oyo,South West,Urban,M69,Professional Services,5,3,6395290,Sole Proprietorship,27,Female,Master,Computer Science/IT,0,8,4,3,4,4,4,5,3,3,3,2,4,3,4,5,5,5,5,2,2,3,3,3,2,5,4,4,3,4,3,5,4,4,4,3,4,4,4,4,5,4,4,3,3,4,3,3,,21.4,14.9,5,4,3,3,3.6,4.0,3.0
SME_1393,Abia,South East,Urban,C25,Metal Products Manufacturing,2,3,3679914,Limited Liability Company,40,Male,No Formal Education,Agriculture,1,3,2,1,1,1,1,2,1,1,2,1,1,1,2,3,3,3,3,2,3,3,2,2,2,2,2,2,4,5,4,5,3,4,3,3,3,4,4,4,5,4,5,2,1,1,1,1,-3.9,3.6,6.6,0,2,2,2,1.8,4.0,1.3333333333333333
SME_1394,Imo,South East,Urban,I56,Food and Beverage Services,12,4,4181299,Sole Proprietorship,42,Male,No Formal Education,Social Sciences,0,3,2,3,1,2,2,2,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,5,3,3,4,5,5,4,5,3,4,4,3,3,4,4,1,1,1,1,1,-30.8,-5.0,,0,1,1,1,1.8,4.333333333333333,1.0
SME_1395,Oyo,South West,Urban,A01,"Agriculture, Forestry and Fishing",8,1,412521,Limited Liability Company,31,Male,HND/Bachelor,Agriculture,0,9,2,2,3,3,2,2,2,2,3,2,3,2,2,3,4,4,4,3,4,3,3,3,2,4,4,4,3,3,2,4,3,4,3,3,3,3,4,3,3,4,4,3,3,2,3,3,15.2,,8.8,3,3,3,3,2.6,3.3333333333333335,3.0
SME_1396,Kebbi,North West,Rural,F41,Construction,7,16,21332176,Sole Proprietorship,38,Female,Secondary Education,Law,0,4,4,4,3,4,3,3,2,2,2,2,5,4,5,3,3,3,3,2,2,3,2,1,2,2,1,3,5,5,5,5,4,5,3,5,5,2,4,5,4,5,5,2,2,2,3,2,2.6,-2.5,-17.7,0,3,3,2,3.2,4.333333333333333,2.0
SME_1397,Abia,South East,Urban,F41,Construction,4,4,6748049,Sole Proprietorship,58,Male,Secondary Education,Other,1,5,4,4,5,4,4,4,1,1,1,1,2,2,2,2,3,2,3,3,2,3,1,1,1,1,1,1,4,5,3,5,4,4,3,4,5,4,3,5,5,5,5,2,1,2,3,2,-4.4,,-4.9,0,2,2,2,3.6,4.0,1.6666666666666667
SME_1398,Jigawa,North West,Urban,H49,Transportation and Storage,4,11,14968154,Partnership,37,Female,OND/NCE,Law,1,5,3,4,4,3,3,2,4,4,3,4,2,3,3,3,3,2,2,1,2,2,1,1,1,3,4,3,4,4,5,5,2,3,3,4,3,3,3,4,4,3,3,1,2,2,2,2,,,-27.4,0,2,2,2,3.0,4.0,1.6666666666666667
SME_1399,Kano,North West,Rural,A01,"Agriculture, Forestry and Fishing",1,5,3142858,Sole Proprietorship,25,Female,No Formal Education,Arts/Humanities,0,3,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,3,1,5,4,4,5,4,4,4,5,4,5,5,5,4,5,4,2,2,1,2,1,17.5,,,0,1,1,1,1.4,4.666666666666667,1.6666666666666667
SME_1400,Ebonyi,South East,Urban,J62,IT Services,13,7,15763885,Partnership,25,Male,OND/NCE,Computer Science/IT,0,7,4,4,5,4,5,4,1,1,2,2,3,4,3,3,2,3,3,4,4,3,3,3,3,4,4,3,3,3,2,3,3,4,4,4,3,3,3,4,5,4,2,4,3,4,4,3,,20.3,35.2,0,3,3,3,4.0,3.3333333333333335,3.3333333333333335
SME_1401,Sokoto,North West,Rural,C13,Textiles Manufacturing,7,3,3126697,Partnership,67,Male,Secondary Education,Engineering,1,3,2,2,2,1,1,2,2,2,2,1,3,4,4,1,1,1,2,3,4,5,1,1,1,1,1,2,4,5,5,4,4,5,5,5,4,5,5,5,5,5,5,1,1,1,1,1,-48.4,-5.0,-3.5,0,1,2,2,2.0,4.333333333333333,1.0
SME_1402,Ondo,South West,Urban,I56,Food and Beverage Services,3,7,7376935,Limited Liability Company,59,Male,HND/Bachelor,Social Sciences,1,4,4,4,3,3,4,4,3,2,3,2,3,2,3,3,4,4,3,2,3,2,3,3,5,5,4,5,2,2,2,3,3,2,4,4,4,2,1,1,3,3,2,3,2,2,3,2,1.1,,-21.9,0,2,3,3,3.2,3.0,2.3333333333333335
SME_1403,Ondo,South West,Rural,K64,Financial Services,8,3,7388088,Sole Proprietorship,36,Male,HND/Bachelor,Medicine/Health,0,6,4,5,4,3,5,4,1,2,2,1,5,5,5,4,3,3,4,5,4,5,1,2,3,4,3,4,4,5,4,5,3,5,5,5,4,5,4,4,4,5,5,3,3,3,3,3,-1.6,14.6,,0,3,2,2,4.4,4.666666666666667,3.0
SME_1404,Abuja,North Central,Rural,H49,Transportation and Storage,8,7,7502337,Partnership,51,Female,Secondary Education,Business/Management,0,3,2,4,3,2,2,3,2,2,2,1,2,2,1,2,2,3,2,2,2,2,3,3,3,1,1,2,1,2,3,4,4,3,5,5,5,3,2,2,5,5,4,2,2,1,1,2,-7.2,7.8,-12.3,0,3,2,3,2.6,3.3333333333333335,2.0
SME_1405,Rivers,South South,Rural,J62,IT Services,7,31,73391739,Partnership,45,Male,Master,Computer Science/IT,1,9,5,5,4,4,5,5,3,4,4,3,5,4,5,5,5,4,4,5,5,4,5,5,4,5,5,4,3,3,3,4,3,3,5,4,4,3,2,3,4,4,5,5,5,5,5,5,38.1,35.2,35.1,0,4,4,5,4.8,4.0,5.0
SME_1406,Sokoto,North West,Urban,I56,Food and Beverage Services,15,12,17527816,Sole Proprietorship,57,Female,Secondary Education,Agriculture,0,3,3,3,3,3,3,4,2,1,1,1,3,3,3,2,2,2,2,2,2,3,1,1,1,3,3,3,4,4,4,3,3,3,4,4,3,3,1,4,3,4,4,2,1,2,2,3,,-5.0,16.5,0,2,2,2,2.6,3.6666666666666665,2.0
SME_1407,Jigawa,North West,Urban,F41,Construction,11,9,4570368,Limited Liability Company,29,Female,HND/Bachelor,Law,1,6,2,3,3,3,3,2,4,4,4,3,4,4,3,2,2,2,2,2,2,3,4,5,4,3,3,4,2,4,4,4,5,4,5,5,3,3,4,4,4,4,4,1,1,1,1,1,-24.8,10.8,-5.1,0,1,1,1,2.4,3.6666666666666665,1.0
SME_1408,Ekiti,South West,Rural,K64,Financial Services,8,1,3800849,Sole Proprietorship,29,Male,Master,Economics/Finance,0,7,5,5,5,5,5,4,4,3,4,4,4,4,4,5,5,5,5,5,5,5,3,3,2,5,5,5,4,5,4,5,4,5,3,5,5,4,5,5,4,5,4,4,3,3,4,4,22.5,,11.6,0,4,4,4,5.0,4.0,3.6666666666666665
SME_1409,Bauchi,North East,Rural,C25,Metal Products Manufacturing,4,13,16474545,Limited Liability Company,57,Female,Primary Education,Education,0,4,1,1,1,1,1,2,1,1,2,1,3,4,4,1,1,1,1,1,2,1,2,3,2,1,3,2,4,5,4,5,5,4,5,4,4,4,3,3,3,3,2,1,1,1,1,1,,-1.1,-11.3,0,1,1,1,1.0,4.666666666666667,1.0
SME_1410,Abuja,North Central,Urban,H49,Transportation and Storage,3,14,21715369,Partnership,25,Male,OND/NCE,Medicine/Health,1,4,3,4,2,2,2,3,2,2,2,2,2,2,1,2,2,1,1,4,2,1,3,2,2,5,4,5,2,2,2,4,4,4,3,3,3,3,3,3,2,4,3,2,3,2,3,2,-16.4,,-30.0,0,4,3,2,3.0,3.0,2.3333333333333335
SME_1411,Rivers,South South,Urban,J62,IT Services,11,9,24076397,Sole Proprietorship,42,Male,PhD,Other,1,8,5,5,5,5,5,5,4,4,5,4,5,4,4,4,4,4,4,4,5,5,5,5,5,5,5,4,3,3,2,3,2,4,3,3,3,4,3,4,3,4,3,4,4,5,4,4,,,12.0,0,4,4,4,4.6,3.0,4.0
SME_1412,Ogun,South West,Urban,F41,Construction,12,9,10805899,Partnership,41,Male,PhD,Education,0,6,4,4,4,4,5,5,1,3,2,3,4,3,4,5,5,5,4,4,5,5,3,3,3,3,4,4,1,2,2,2,3,2,3,1,3,2,4,3,3,2,2,5,5,5,5,5,25.9,24.3,40.0,3,4,5,5,4.2,2.0,5.0
SME_1413,Anambra,South East,Rural,C25,Metal Products Manufacturing,22,6,10514766,Sole Proprietorship,51,Male,Primary Education,Sciences,1,3,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,2,2,3,1,1,1,1,1,1,3,4,4,5,5,5,5,5,4,3,3,4,3,5,4,1,1,1,1,1,-8.4,,-6.0,0,2,2,2,1.4,4.333333333333333,1.0
SME_1414,Bayelsa,South South,Urban,G47,Retail Trade,5,14,9657014,Partnership,43,Male,Primary Education,Agriculture,1,4,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,1,3,2,1,2,2,1,1,2,2,3,2,2,4,3,5,3,2,4,3,2,4,2,4,2,3,1,1,2,2,2,-8.9,11.0,-23.1,0,2,1,2,1.4,2.3333333333333335,1.3333333333333333
SME_1415,Kano,North West,Rural,K64,Financial Services,5,29,42847575,Limited Liability Company,40,Female,OND/NCE,Economics/Finance,0,6,4,5,4,4,4,4,4,4,4,3,2,3,2,4,5,3,4,4,4,3,4,3,4,5,5,5,5,4,3,5,4,3,5,5,5,5,4,3,4,3,3,4,5,4,4,3,31.7,18.7,-21.2,0,4,3,2,4.2,5.0,4.0
SME_1416,Plateau,North Central,Urban,P85,Education Services,1,10,14862070,Partnership,37,Male,HND/Bachelor,Law,1,5,4,5,4,3,4,4,3,3,2,2,3,4,3,2,3,3,4,4,5,4,2,3,3,5,4,5,4,3,3,3,5,4,1,1,2,4,5,4,2,2,2,4,3,4,4,4,-7.1,,11.8,0,3,4,4,3.8,2.6666666666666665,3.6666666666666665
SME_1417,Ondo,South West,Urban,H49,Transportation and Storage,15,2,3610429,Sole Proprietorship,30,Female,OND/NCE,Agriculture,0,5,3,3,3,3,2,3,1,1,1,1,3,4,3,4,3,4,5,3,3,2,3,2,2,4,2,3,4,4,4,4,4,4,5,5,5,3,3,4,4,3,3,1,1,2,1,1,-6.4,7.2,-12.1,0,1,2,1,3.2,4.333333333333333,1.0
SME_1418,Zamfara,North West,Urban,I56,Food and Beverage Services,6,3,4412734,Partnership,40,Male,HND/Bachelor,Economics/Finance,0,7,4,2,3,4,3,4,3,4,4,4,4,4,4,3,3,2,2,3,2,1,4,4,4,4,4,3,5,5,5,5,5,5,5,4,3,5,4,5,4,5,4,2,2,2,2,2,-3.0,,-9.1,0,1,1,1,3.0,5.0,2.0
SME_1419,Ondo,South West,Urban,M73,Advertising and Market Research,15,15,21984160,Sole Proprietorship,55,Male,Master,Medicine/Health,0,9,4,5,5,4,5,4,5,5,5,5,3,4,3,4,4,4,4,4,4,5,4,5,5,4,5,5,1,1,3,3,3,4,4,5,5,1,2,1,3,3,2,4,4,3,3,4,,,22.4,0,3,4,3,4.4,2.6666666666666665,4.0
SME_1420,Akwa Ibom,South South,Urban,A01,"Agriculture, Forestry and Fishing",1,2,1803527,Partnership,38,Male,OND/NCE,Engineering,1,5,2,3,2,2,2,2,3,3,3,3,2,2,3,4,4,4,3,2,3,3,2,2,1,4,5,4,2,3,2,3,3,3,3,4,4,4,3,3,5,5,4,3,4,4,4,3,-17.3,,8.2,0,3,3,2,2.6,2.6666666666666665,3.3333333333333335
SME_1421,Cross River,South South,Urban,C13,Textiles Manufacturing,4,9,8973806,Partnership,58,Female,HND/Bachelor,Engineering,1,5,3,4,4,4,2,3,2,2,1,1,4,4,3,4,4,4,5,3,2,2,3,2,2,3,3,3,2,4,3,3,2,4,4,3,3,3,3,4,4,3,3,4,4,3,3,4,-17.1,10.4,,0,4,4,3,3.6,3.0,4.0
SME_1422,Jigawa,North West,Rural,J58,Publishing Activities,4,5,9850003,Sole Proprietorship,50,Male,No Formal Education,Agriculture,0,4,2,2,2,3,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,4,4,3,1,2,3,3,2,4,5,5,4,5,5,5,5,5,3,4,5,4,1,1,2,2,1,-0.5,4.0,23.2,0,1,1,1,1.8,4.333333333333333,1.0
SME_1423,Taraba,North East,Rural,K64,Financial Services,8,2,3918174,Limited Liability Company,47,Male,Primary Education,Arts/Humanities,0,2,1,2,1,1,2,2,1,1,1,1,3,2,3,1,1,2,2,2,3,2,2,1,1,2,1,2,4,5,5,5,5,3,5,5,4,3,4,4,3,5,5,1,1,1,1,2,,12.0,-17.9,0,1,1,1,1.4,4.666666666666667,1.3333333333333333
SME_1424,Zamfara,North West,Rural,M69,Professional Services,6,16,33618606,Limited Liability Company,40,Male,HND/Bachelor,Business/Management,1,6,3,3,2,2,3,3,1,3,2,2,3,3,3,3,4,3,3,2,1,1,4,4,4,4,3,4,3,3,3,4,3,4,5,5,5,3,4,4,5,4,5,2,1,2,1,2,-22.1,,-26.9,0,2,3,2,2.6,4.0,1.6666666666666667
SME_1425,Plateau,North Central,Urban,G47,Retail Trade,7,14,16354456,Sole Proprietorship,34,Female,Primary Education,Law,1,5,1,2,2,2,2,2,1,1,1,1,3,3,2,3,2,2,2,2,1,2,3,3,2,2,3,2,3,2,3,4,5,4,3,4,3,3,4,4,2,2,3,2,2,2,2,2,,14.6,4.8,0,2,1,1,2.0,3.3333333333333335,2.0
SME_1426,Adamawa,North East,Urban,A01,"Agriculture, Forestry and Fishing",3,1,988937,Sole Proprietorship,62,Male,OND/NCE,Agriculture,1,4,2,3,3,3,3,3,1,1,1,1,2,4,2,3,2,3,3,1,1,1,3,2,2,2,3,2,4,5,3,3,4,4,4,5,5,5,3,5,5,4,4,1,2,1,2,2,-13.6,2.9,6.6,0,1,2,2,2.4,3.6666666666666665,1.6666666666666667
SME_1427,Kano,North West,Urban,G47,Retail Trade,6,11,10793186,Limited Liability Company,51,Female,Master,Economics/Finance,0,8,4,3,4,4,3,3,2,1,2,2,5,5,5,4,4,5,3,3,4,3,2,3,3,4,5,4,2,1,2,4,3,3,5,5,4,4,4,4,5,5,4,4,5,4,5,4,4.5,,-22.2,0,4,4,4,3.6,3.6666666666666665,4.333333333333333
SME_1428,Delta,South South,Urban,C13,Textiles Manufacturing,8,10,19472346,Sole Proprietorship,40,Male,Secondary Education,Computer Science/IT,1,4,2,4,3,3,3,4,2,1,1,1,2,2,2,4,4,3,4,2,2,1,1,2,1,3,3,4,3,4,2,3,4,2,3,4,4,4,3,2,2,3,1,4,3,3,4,4,-8.9,11.1,12.4,0,1,1,2,3.0,3.0,3.6666666666666665
SME_1429,Kogi,North Central,Urban,C25,Metal Products Manufacturing,5,17,23077899,Partnership,62,Female,HND/Bachelor,Sciences,0,7,3,2,4,3,4,2,2,2,3,3,5,5,5,3,2,3,3,5,5,5,4,4,4,4,5,5,4,4,4,3,4,3,3,2,2,3,2,2,4,3,3,4,4,4,3,4,29.5,13.6,-18.1,0,3,3,4,3.4,3.3333333333333335,4.0
SME_1430,Cross River,South South,Urban,J62,IT Services,3,8,22880177,Limited Liability Company,49,Male,HND/Bachelor,Other,1,7,4,3,3,4,3,4,5,4,4,4,2,2,4,5,5,5,5,4,5,5,4,5,4,4,5,5,3,2,3,3,3,3,3,2,3,5,2,3,3,2,2,4,3,4,4,4,9.0,19.2,,4,3,4,4,3.8,3.0,3.6666666666666665
SME_1431,Enugu,South East,Urban,A01,"Agriculture, Forestry and Fishing",1,30,10739129,Limited Liability Company,25,Male,No Formal Education,Agriculture,0,4,1,3,2,3,2,2,1,1,1,1,2,2,1,1,1,1,2,1,2,2,1,1,2,3,2,3,3,2,3,3,4,3,2,2,3,3,3,2,4,3,3,2,3,2,3,3,-5.1,5.5,,0,3,3,2,1.6,2.6666666666666665,2.6666666666666665
SME_1432,Osun,South West,Rural,M69,Professional Services,9,6,10600245,Limited Liability Company,36,Male,HND/Bachelor,Law,0,5,2,2,3,3,3,2,2,1,1,2,3,4,4,3,3,3,4,3,4,2,2,2,2,3,3,2,4,4,4,3,4,3,5,5,5,3,4,3,4,3,4,2,1,1,1,2,20.4,3.9,-23.6,0,1,2,2,2.6,4.0,1.6666666666666667
SME_1433,Nasarawa,North Central,Urban,G47,Retail Trade,6,5,7091011,Partnership,50,Female,HND/Bachelor,Engineering,1,6,3,3,3,3,3,3,2,1,2,2,3,2,5,3,3,4,3,3,2,3,3,2,2,5,5,4,4,3,2,3,4,4,2,2,1,2,2,2,2,2,1,3,4,4,4,3,11.1,18.6,20.0,0,4,3,4,3.0,3.0,3.3333333333333335
SME_1434,Nasarawa,North Central,Urban,I55,Accommodation Services,23,2,3235240,Partnership,60,Male,OND/NCE,Business/Management,1,5,1,2,1,2,1,1,2,1,1,1,3,3,3,1,2,2,1,1,1,1,4,3,4,3,2,2,3,2,3,4,5,4,5,4,4,4,4,4,3,3,3,1,1,1,1,1,,-4.0,-30.0,0,2,3,3,1.2,4.0,1.0
SME_1435,Borno,North East,Rural,A01,"Agriculture, Forestry and Fishing",11,2,2600451,Partnership,70,Female,Secondary Education,Agriculture,1,5,3,2,2,2,2,2,2,3,3,3,3,2,2,1,1,3,3,1,2,2,2,1,1,2,2,3,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,2,1,1,2,1,,-5.0,,0,2,2,2,1.8,5.0,1.3333333333333333
SME_1436,Delta,South South,Urban,F41,Construction,1,2,1013204,Partnership,42,Male,Master,Other,1,9,4,3,5,3,4,4,2,2,2,3,4,5,4,4,4,5,4,4,4,3,5,5,5,5,4,4,5,4,5,4,4,4,4,3,3,2,3,3,4,2,4,3,3,3,3,3,2.2,,17.1,0,3,3,3,4.0,4.333333333333333,3.0
SME_1437,Ondo,South West,Urban,A01,"Agriculture, Forestry and Fishing",1,9,3153120,Partnership,49,Male,HND/Bachelor,Engineering,0,7,4,3,5,4,5,5,2,2,1,2,5,4,5,5,4,4,3,4,4,3,4,4,3,4,4,5,3,2,1,3,2,2,4,4,4,2,1,2,4,3,4,3,3,3,3,3,2.3,27.9,4.3,0,4,5,5,4.2,3.3333333333333335,3.0
SME_1438,Borno,North East,Rural,Q86,Health Services,8,5,6041975,Sole Proprietorship,34,Male,OND/NCE,Engineering,1,6,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,4,4,2,5,4,4,5,4,5,5,4,5,5,4,4,5,4,4,1,1,1,1,1,-27.0,-2.1,-13.2,0,1,1,1,1.2,5.0,1.0
SME_1439,Imo,South East,Rural,K64,Financial Services,8,10,10878811,Limited Liability Company,31,Male,HND/Bachelor,Economics/Finance,1,7,4,3,3,5,5,4,5,3,4,4,3,4,3,4,3,4,5,5,5,4,4,5,5,4,3,4,3,3,3,3,4,3,5,5,4,4,4,3,5,5,4,5,4,5,5,4,28.6,,18.4,5,3,4,4,3.8,3.6666666666666665,4.333333333333333
SME_1440,Ekiti,South West,Urban,G47,Retail Trade,4,2,3531237,Limited Liability Company,25,Female,OND/NCE,Agriculture,1,5,3,3,2,2,3,3,2,1,1,1,4,4,4,2,3,3,3,2,2,2,3,3,2,4,4,4,5,4,4,4,5,3,4,5,4,4,4,2,4,4,4,1,2,2,2,1,,,-0.3,0,1,1,1,2.4,4.333333333333333,1.3333333333333333
SME_1441,Lagos,South West,Urban,C13,Textiles Manufacturing,9,3,2499293,Sole Proprietorship,46,Female,HND/Bachelor,Engineering,1,7,4,3,4,4,4,4,1,2,1,2,3,5,5,3,2,4,4,4,5,3,5,4,5,4,5,5,3,3,3,3,3,4,4,4,3,4,4,4,3,3,3,3,2,3,3,4,16.9,27.2,,0,3,4,4,3.6,3.3333333333333335,3.0
SME_1442,Kwara,North Central,Urban,P85,Education Services,6,3,3626991,Sole Proprietorship,57,Female,HND/Bachelor,Arts/Humanities,1,6,2,3,2,2,2,3,1,1,1,1,4,3,3,3,2,2,3,3,4,3,3,4,3,3,3,2,4,3,5,4,3,3,4,4,4,5,5,5,4,5,3,2,2,2,2,2,-4.8,,,0,2,1,2,2.6,4.0,2.0
SME_1443,Taraba,North East,Rural,F41,Construction,5,64,37869212,Limited Liability Company,51,Male,No Formal Education,Law,1,2,2,2,1,2,2,2,1,1,1,1,1,1,1,2,1,2,1,1,2,2,3,3,2,2,3,3,3,2,2,3,3,4,4,4,5,3,3,4,3,4,4,2,3,3,2,2,-16.6,,-19.1,0,1,2,2,1.6,3.3333333333333335,2.3333333333333335
SME_1444,Zamfara,North West,Rural,C10,Food Products Manufacturing,10,6,7698435,Partnership,43,Male,Secondary Education,Engineering,1,6,4,4,3,3,3,3,2,2,2,2,3,3,4,2,3,3,3,2,2,2,3,3,3,2,3,4,4,4,5,4,4,5,5,4,5,5,4,5,4,2,4,1,1,1,1,1,10.5,,-16.4,0,1,1,1,3.0,4.333333333333333,1.0
SME_1445,Ekiti,South West,Urban,H49,Transportation and Storage,1,6,6419605,Sole Proprietorship,56,Female,OND/NCE,Computer Science/IT,1,5,3,3,2,2,2,3,1,1,2,2,4,3,5,1,2,2,1,2,2,2,3,2,3,3,3,4,4,4,3,4,4,3,3,3,4,3,3,3,2,2,2,2,3,2,1,2,-23.1,1.7,-14.0,0,2,1,2,2.2,3.6666666666666665,2.3333333333333335
SME_1446,Oyo,South West,Rural,P85,Education Services,14,6,3401940,Limited Liability Company,70,Male,HND/Bachelor,Medicine/Health,0,4,5,5,4,4,4,4,2,2,2,2,3,3,3,1,1,2,2,2,3,2,1,1,1,5,4,4,4,3,3,3,3,4,4,5,3,3,4,2,3,3,3,2,2,2,1,2,,,-5.7,0,2,3,3,3.4,3.6666666666666665,2.0
SME_1447,Kaduna,North West,Urban,A01,"Agriculture, Forestry and Fishing",18,34,23863936,Limited Liability Company,32,Female,HND/Bachelor,Arts/Humanities,1,8,5,5,5,4,5,5,3,3,3,4,4,4,4,5,5,5,5,3,4,4,5,3,3,4,5,4,3,4,5,2,1,1,4,3,3,3,3,3,3,4,4,4,4,4,3,3,,,,2,4,4,4,4.6,3.0,3.6666666666666665
SME_1448,Oyo,South West,Rural,C20,Chemical Products Manufacturing,1,1,1522015,Partnership,25,Male,HND/Bachelor,Arts/Humanities,1,6,2,2,2,2,2,1,1,2,1,1,3,4,4,4,4,4,4,2,2,1,5,4,4,2,3,4,2,5,5,4,4,5,5,5,5,5,4,3,5,4,4,1,1,1,1,1,,,-30.0,0,1,2,2,2.4,3.6666666666666665,1.0
SME_1449,Imo,South East,Urban,P85,Education Services,8,6,11909293,Limited Liability Company,46,Female,HND/Bachelor,Engineering,1,4,3,3,2,3,3,3,1,2,1,2,2,1,2,3,2,2,3,3,4,4,2,2,3,3,2,4,3,3,3,2,3,4,3,3,2,2,2,1,2,4,3,4,3,3,3,3,-4.7,,13.7,0,4,3,2,2.8,2.6666666666666665,3.3333333333333335
SME_1450,Osun,South West,Urban,C10,Food Products Manufacturing,2,1,811828,Sole Proprietorship,54,Female,OND/NCE,Engineering,1,5,3,3,3,3,4,4,1,2,2,2,2,2,2,2,3,3,4,2,2,2,1,1,1,3,2,2,5,4,4,3,2,4,3,4,4,4,4,5,3,5,3,2,3,2,3,3,-5.7,5.2,-18.7,0,3,2,3,2.6,3.6666666666666665,2.6666666666666665
SME_1451,Kano,North West,Urban,C10,Food Products Manufacturing,2,1,1317169,Limited Liability Company,25,Female,OND/NCE,Economics/Finance,0,6,4,4,4,3,3,4,2,1,2,1,4,4,3,4,3,3,3,5,4,3,2,1,1,4,4,5,4,4,5,2,2,3,5,5,4,4,4,4,5,3,4,1,1,1,1,1,-14.8,,-17.2,0,3,3,2,4.2,3.6666666666666665,1.0
SME_1452,Bayelsa,South South,Urban,H49,Transportation and Storage,2,3,5942919,Sole Proprietorship,51,Male,OND/NCE,Business/Management,0,5,3,3,3,3,3,3,3,3,3,2,5,5,5,2,2,2,2,1,2,2,3,2,3,4,4,3,5,4,4,4,3,3,5,4,5,4,4,4,4,3,5,3,2,2,3,2,-15.1,2.7,,0,1,1,2,2.4,4.666666666666667,2.3333333333333335
SME_1453,Anambra,South East,Rural,M69,Professional Services,6,11,24138812,Limited Liability Company,37,Male,PhD,Business/Management,1,10,3,3,3,2,3,3,4,5,4,5,4,5,5,4,4,5,5,4,4,4,3,4,4,4,5,5,5,3,4,2,4,4,4,4,5,5,5,3,1,3,2,4,4,4,4,4,-1.3,,,3,3,2,3,3.4,3.6666666666666665,4.0
SME_1454,Sokoto,North West,Urban,G47,Retail Trade,6,3,5373138,Sole Proprietorship,46,Male,HND/Bachelor,Social Sciences,0,6,4,4,3,4,3,3,2,1,1,2,1,1,2,3,3,4,3,4,5,4,3,2,2,3,2,2,4,5,5,4,4,4,5,5,4,4,4,4,5,5,5,2,3,1,2,2,-18.8,,19.6,0,2,2,2,3.6,4.333333333333333,2.3333333333333335
SME_1455,Bayelsa,South South,Urban,R93,Sports and Recreation,4,10,19524474,Sole Proprietorship,30,Female,Secondary Education,Medicine/Health,1,6,5,5,4,5,5,5,2,2,2,3,4,4,3,2,1,2,2,3,3,3,3,3,4,2,2,2,3,4,2,3,4,4,5,4,3,3,3,3,4,2,4,4,3,3,3,3,-6.7,6.9,37.6,0,2,2,2,3.8,3.6666666666666665,3.3333333333333335
