respondent_id,stakeholder_type,state,lga,industry_type,awareness_score_1_5,acceptance_score_1_5,perceived_benefits,perceived_risks,capex_concern_1_5,opex_concern_1_5,reliability_concern_1_5,regulatory_barrier_score_1_5,familiar_with_gas_price_volatility,prefer_grid_integration,prefer_isolated_minigrid,purchase_intent_0_1,comment,source,is_fabricated
R01491,Industrial Manager,Yobe,Yobe LGA 12,Hospitality,5,2,Lower Emissions,Capex,4,3,4,3,False,True,False,0,,Primary (synthetic),True
R01492,Policymaker,Ebonyi,Ebonyi LGA 7,Textile,3,3,Scalable,Gas Price Volatility,4,2,3,3,False,False,True,0,,Primary (synthetic),True
R01493,Community Leader,Delta,Delta LGA 21,Automotive,3,4,Lower OPEX,Regulatory Risk,4,3,3,2,True,False,False,0,,Primary (synthetic),True
R01494,Industrial Manager,Taraba,Taraba LGA 12,Oil & Gas Services,2,3,Long Life,Maintenance,2,3,4,3,True,False,True,1,,Primary (synthetic),True
R01495,Policymaker,Sokoto,Sokoto LGA 14,Hospitality,4,3,Long Life,Gas Price Volatility,3,1,4,3,True,False,True,1,,Primary (synthetic),True
R01496,DisCo Official,Niger,Niger LGA 7,Food Processing,3,2,Reliability,Gas Price Volatility,4,3,2,3,False,True,False,0,,Primary (synthetic),True
R01497,Policymaker,Taraba,Taraba LGA 12,Hospitality,3,2,Reliability,Gas Price Volatility,3,2,2,3,True,False,True,0,,Primary (synthetic),True
R01498,Industrial Manager,Ebonyi,Ebonyi LGA 7,Hospitality,3,4,Reliability,Maintenance,4,4,4,4,False,True,False,0,,Primary (synthetic),True
R01499,Academic,Kebbi,Kebbi LGA 1,FMCG,4,3,Scalable,Regulatory Risk,4,3,3,3,False,False,True,0,,Primary (synthetic),True
R01500,Academic,Rivers,Rivers LGA 13,Automotive,3,4,Lower Emissions,Technical Complexity,4,3,3,3,True,False,True,0,,Primary (synthetic),True
R01501,Industrial Manager,Adamawa,Adamawa LGA 19,Oil & Gas Services,3,3,Lower Emissions,Gas Price Volatility,3,5,4,3,True,False,False,1,,Primary (synthetic),True
R01502,DisCo Official,Ogun,Ogun LGA 11,Retail,3,2,Long Life,Technical Complexity,2,2,2,4,True,True,False,0,,Primary (synthetic),True
R01503,Policymaker,Kebbi,Kebbi LGA 21,FMCG,4,3,Long Life,Capex,4,3,3,3,True,False,False,0,,Primary (synthetic),True
R01504,Industrial Manager,Edo,Edo LGA 12,Hospitality,2,3,Scalable,Gas Price Volatility,3,2,2,3,True,True,False,1,,Primary (synthetic),True
R01505,Academic,Ondo,Ondo LGA 2,Cement,3,2,Scalable,Gas Price Volatility,4,4,3,4,True,True,False,0,,Primary (synthetic),True
R01506,Industrial Manager,Ekiti,Ekiti LGA 14,Hospitality,3,3,Lower Emissions,Maintenance,3,4,4,2,True,True,False,1,,Primary (synthetic),True
R01507,Engineer,Jigawa,Jigawa LGA 23,Textile,3,4,Long Life,Gas Price Volatility,2,4,3,4,True,True,False,0,,Primary (synthetic),True
R01508,Engineer,Bauchi,Bauchi LGA 4,FMCG,3,2,Lower OPEX,Regulatory Risk,2,4,4,3,False,False,True,0,,Primary (synthetic),True
R01509,Industrial Manager,Nasarawa,Nasarawa LGA 2,Oil & Gas Services,1,3,Lower OPEX,Regulatory Risk,4,3,3,3,False,False,False,0,,Primary (synthetic),True
R01510,Academic,Nasarawa,Nasarawa LGA 11,Textile,4,2,Lower OPEX,Technical Complexity,2,3,3,2,True,True,False,0,,Primary (synthetic),True
R01511,Engineer,Ekiti,Ekiti LGA 3,Cement,4,4,Lower Emissions,Gas Price Volatility,4,2,2,5,False,True,False,0,,Primary (synthetic),True
R01512,Industrial Manager,Kebbi,Kebbi LGA 21,Automotive,4,2,Scalable,Maintenance,3,4,2,3,False,False,False,0,,Primary (synthetic),True
R01513,DisCo Official,Oyo,Oyo LGA 7,Automotive,3,3,Long Life,Maintenance,3,3,4,2,True,True,False,1,,Primary (synthetic),True
R01514,DisCo Official,Delta,Delta LGA 15,Automotive,2,2,Long Life,Maintenance,3,3,3,5,True,False,False,0,,Primary (synthetic),True
R01515,Industrial Manager,Taraba,Taraba LGA 15,Food Processing,3,3,Reliability,Capex,3,4,4,3,False,True,False,1,,Primary (synthetic),True
R01516,Community Leader,Nasarawa,Nasarawa LGA 1,Textile,2,3,Lower Emissions,Capex,2,4,3,2,False,True,False,1,,Primary (synthetic),True
R01517,Industrial Manager,Bayelsa,Bayelsa LGA 1,FMCG,4,3,Reliability,Capex,3,2,3,3,True,False,True,1,,Primary (synthetic),True
R01518,DisCo Official,Kaduna,Kaduna LGA 15,Retail,2,3,Scalable,Maintenance,2,2,2,2,True,True,False,1,,Primary (synthetic),True
R01519,Academic,Oyo,Oyo LGA 1,Food Processing,3,3,Lower OPEX,Capex,5,3,2,3,True,False,False,0,,Primary (synthetic),True
R01520,Engineer,Plateau,Plateau LGA 11,Oil & Gas Services,2,2,Lower OPEX,Capex,4,1,3,3,True,False,True,0,,Primary (synthetic),True
R01521,DisCo Official,Anambra,Anambra LGA 2,FMCG,3,3,Scalable,Capex,3,3,4,3,True,True,False,1,,Primary (synthetic),True
R01522,Academic,Gombe,Gombe LGA 11,Oil & Gas Services,2,1,Scalable,Gas Price Volatility,5,3,3,3,True,False,False,0,,Primary (synthetic),True
R01523,Community Leader,Gombe,Gombe LGA 6,FMCG,4,1,Long Life,Maintenance,3,4,3,3,True,True,False,0,,Primary (synthetic),True
R01524,Engineer,Borno,Borno LGA 24,Automotive,2,2,Long Life,Technical Complexity,4,3,5,3,True,True,False,0,,Primary (synthetic),True
R01525,Investor,Delta,Delta LGA 7,Hospitality,4,2,Long Life,Capex,3,4,3,3,True,False,True,0,,Primary (synthetic),True
R01526,DisCo Official,Bayelsa,Bayelsa LGA 4,Food Processing,4,1,Lower OPEX,Maintenance,2,3,3,3,True,False,True,0,,Primary (synthetic),True
R01527,Policymaker,Gombe,Gombe LGA 6,Textile,4,3,Scalable,Regulatory Risk,3,3,2,4,True,False,False,0,,Primary (synthetic),True
R01528,Policymaker,Niger,Niger LGA 10,Food Processing,3,1,Lower Emissions,Maintenance,3,3,4,3,True,False,True,0,,Primary (synthetic),True
R01529,Academic,Imo,Imo LGA 9,Textile,2,3,Scalable,Technical Complexity,4,3,1,4,True,True,False,0,,Primary (synthetic),True
R01530,Industrial Manager,Anambra,Anambra LGA 11,Textile,3,3,Lower OPEX,Gas Price Volatility,4,3,5,3,False,True,False,0,,Primary (synthetic),True
R01531,Investor,Ogun,Ogun LGA 3,Automotive,3,3,Reliability,Gas Price Volatility,3,4,2,2,False,True,False,1,,Primary (synthetic),True
R01532,Community Leader,Zamfara,Zamfara LGA 9,Food Processing,2,2,Scalable,Capex,5,3,2,2,True,True,False,0,,Primary (synthetic),True
R01533,Industrial Manager,Enugu,Enugu LGA 3,Oil & Gas Services,2,2,Reliability,Capex,2,3,5,3,False,False,False,0,,Primary (synthetic),True
R01534,Engineer,Ogun,Ogun LGA 3,Textile,3,3,Reliability,Gas Price Volatility,4,3,3,3,True,False,False,0,,Primary (synthetic),True
R01535,Policymaker,Borno,Borno LGA 16,Cement,2,2,Lower OPEX,Capex,3,1,4,4,False,True,False,0,,Primary (synthetic),True
R01536,Academic,Ekiti,Ekiti LGA 11,Cement,2,3,Lower OPEX,Regulatory Risk,3,4,4,4,False,False,False,0,,Primary (synthetic),True
R01537,Community Leader,Cross River,Cross River LGA 18,Retail,4,1,Scalable,Regulatory Risk,4,4,3,4,True,False,True,0,,Primary (synthetic),True
R01538,Community Leader,Edo,Edo LGA 11,Retail,3,2,Long Life,Regulatory Risk,3,2,5,3,True,True,False,0,,Primary (synthetic),True
R01539,DisCo Official,Borno,Borno LGA 3,Food Processing,3,3,Long Life,Gas Price Volatility,4,3,4,3,False,True,False,0,,Primary (synthetic),True
R01540,Investor,Kwara,Kwara LGA 2,Retail,3,2,Lower Emissions,Regulatory Risk,2,3,3,3,True,True,False,0,,Primary (synthetic),True
R01541,Community Leader,Kaduna,Kaduna LGA 13,Automotive,4,4,Reliability,Technical Complexity,5,1,3,3,True,True,False,0,,Primary (synthetic),True
R01542,Community Leader,Yobe,Yobe LGA 1,Hospitality,3,4,Scalable,Technical Complexity,2,2,3,2,False,True,False,1,,Primary (synthetic),True
R01543,DisCo Official,Rivers,Rivers LGA 19,Hospitality,5,4,Lower OPEX,Gas Price Volatility,3,2,2,3,True,True,False,1,,Primary (synthetic),True
R01544,Industrial Manager,Niger,Niger LGA 15,Food Processing,3,1,Lower OPEX,Gas Price Volatility,4,3,2,2,True,False,True,0,,Primary (synthetic),True
R01545,Community Leader,Ebonyi,Ebonyi LGA 4,FMCG,4,2,Reliability,Regulatory Risk,2,4,5,3,False,False,False,0,,Primary (synthetic),True
R01546,Engineer,Zamfara,Zamfara LGA 3,Automotive,3,4,Scalable,Regulatory Risk,4,2,4,3,True,True,False,0,,Primary (synthetic),True
R01547,Academic,Osun,Osun LGA 8,Retail,5,3,Lower OPEX,Gas Price Volatility,3,4,4,4,False,False,True,0,,Primary (synthetic),True
R01548,Policymaker,Cross River,Cross River LGA 18,Oil & Gas Services,3,2,Reliability,Capex,3,2,2,2,True,True,False,0,,Primary (synthetic),True
R01549,DisCo Official,Kebbi,Kebbi LGA 12,Cement,3,3,Lower Emissions,Regulatory Risk,5,2,4,3,False,False,True,0,,Primary (synthetic),True
R01550,Academic,Edo,Edo LGA 7,FMCG,4,3,Scalable,Technical Complexity,4,3,3,3,True,False,False,0,,Primary (synthetic),True
R01551,DisCo Official,Delta,Delta LGA 21,Food Processing,4,3,Scalable,Gas Price Volatility,3,3,2,3,False,True,False,1,,Primary (synthetic),True
R01552,Community Leader,Ogun,Ogun LGA 13,Cement,1,4,Lower Emissions,Gas Price Volatility,2,3,2,3,True,False,True,1,,Primary (synthetic),True
R01553,Industrial Manager,Kaduna,Kaduna LGA 9,FMCG,2,3,Lower Emissions,Maintenance,3,4,4,3,True,True,False,1,,Primary (synthetic),True
R01554,Policymaker,Benue,Benue LGA 16,Oil & Gas Services,4,4,Lower OPEX,Gas Price Volatility,3,2,4,3,True,True,False,1,,Primary (synthetic),True
R01555,Engineer,Adamawa,Adamawa LGA 21,Retail,1,1,Reliability,Maintenance,2,3,3,3,True,False,False,0,,Primary (synthetic),True
R01556,Industrial Manager,Cross River,Cross River LGA 18,Hospitality,2,3,Lower Emissions,Gas Price Volatility,4,3,3,3,False,False,True,0,,Primary (synthetic),True
R01557,DisCo Official,Niger,Niger LGA 6,Food Processing,3,2,Lower Emissions,Maintenance,4,3,3,3,True,True,False,0,,Primary (synthetic),True
R01558,Policymaker,Edo,Edo LGA 15,Textile,3,3,Lower OPEX,Maintenance,4,3,1,2,False,True,False,0,,Primary (synthetic),True
R01559,Industrial Manager,Yobe,Yobe LGA 17,Automotive,4,4,Reliability,Technical Complexity,5,3,4,2,False,False,True,0,,Primary (synthetic),True
R01560,Academic,Kogi,Kogi LGA 10,Hospitality,3,3,Long Life,Capex,3,4,2,3,True,False,True,1,,Primary (synthetic),True
R01561,Engineer,Ekiti,Ekiti LGA 15,Food Processing,4,3,Lower Emissions,Gas Price Volatility,3,4,4,4,True,True,False,0,,Primary (synthetic),True
R01562,Investor,Zamfara,Zamfara LGA 10,Hospitality,4,2,Reliability,Technical Complexity,3,3,3,1,True,True,False,0,,Primary (synthetic),True
R01563,Engineer,Nasarawa,Nasarawa LGA 12,Retail,5,3,Scalable,Regulatory Risk,3,4,3,3,False,False,False,1,,Primary (synthetic),True
R01564,DisCo Official,Abia,Abia LGA 16,Retail,4,2,Long Life,Regulatory Risk,3,2,2,2,False,False,True,0,,Primary (synthetic),True
R01565,DisCo Official,Benue,Benue LGA 21,Retail,5,2,Scalable,Regulatory Risk,4,2,2,3,False,False,True,0,,Primary (synthetic),True
R01566,Investor,Lagos,Oshodi-Isolo,Retail,3,3,Long Life,Technical Complexity,3,2,3,4,True,False,True,0,,Primary (synthetic),True
R01567,Community Leader,Abia,Abia LGA 16,Automotive,2,2,Lower Emissions,Maintenance,5,3,4,3,True,False,False,0,,Primary (synthetic),True
R01568,DisCo Official,Jigawa,Jigawa LGA 26,Oil & Gas Services,5,4,Reliability,Capex,2,3,4,2,False,False,True,1,,Primary (synthetic),True
R01569,Investor,Gombe,Gombe LGA 5,Automotive,4,1,Reliability,Maintenance,4,3,4,2,True,False,True,0,,Primary (synthetic),True
R01570,Academic,Taraba,Taraba LGA 11,FMCG,2,3,Long Life,Regulatory Risk,4,1,2,4,False,False,True,0,,Primary (synthetic),True
R01571,Industrial Manager,Ogun,Ogun LGA 18,Retail,2,3,Reliability,Gas Price Volatility,4,1,3,2,False,False,True,0,,Primary (synthetic),True
R01572,Policymaker,Oyo,Oyo LGA 30,Cement,4,2,Long Life,Regulatory Risk,4,2,4,3,True,True,False,0,,Primary (synthetic),True
R01573,Community Leader,Ebonyi,Ebonyi LGA 3,Food Processing,3,2,Scalable,Maintenance,3,3,4,4,True,False,False,0,,Primary (synthetic),True
R01574,Community Leader,Akwa Ibom,Akwa Ibom LGA 24,Food Processing,5,5,Reliability,Capex,4,4,3,2,True,False,False,0,,Primary (synthetic),True
R01575,Engineer,Borno,Borno LGA 10,Automotive,4,4,Long Life,Gas Price Volatility,4,3,4,3,True,False,True,0,,Primary (synthetic),True
R01576,Community Leader,Akwa Ibom,Akwa Ibom LGA 19,Hospitality,3,3,Lower OPEX,Capex,1,4,4,3,True,True,False,1,,Primary (synthetic),True
R01577,DisCo Official,Ekiti,Ekiti LGA 14,Oil & Gas Services,4,2,Reliability,Gas Price Volatility,2,2,3,3,True,True,False,0,,Primary (synthetic),True
R01578,Policymaker,Bayelsa,Bayelsa LGA 3,FMCG,4,2,Reliability,Regulatory Risk,2,3,4,3,False,False,False,0,,Primary (synthetic),True
R01579,DisCo Official,Lagos,Kosofe,Oil & Gas Services,3,4,Lower Emissions,Regulatory Risk,3,3,3,4,True,True,False,0,,Primary (synthetic),True
R01580,Academic,Ogun,Ogun LGA 7,Hospitality,2,3,Reliability,Technical Complexity,2,3,3,2,False,True,False,1,,Primary (synthetic),True
R01581,DisCo Official,Ekiti,Ekiti LGA 2,Retail,4,3,Reliability,Capex,3,1,2,3,False,False,True,1,,Primary (synthetic),True
R01582,Industrial Manager,Edo,Edo LGA 5,Automotive,3,3,Long Life,Gas Price Volatility,4,3,3,3,False,True,False,0,,Primary (synthetic),True
R01583,Community Leader,Kogi,Kogi LGA 4,FMCG,4,3,Long Life,Technical Complexity,3,3,4,3,False,True,False,1,,Primary (synthetic),True
R01584,Academic,Bauchi,Bauchi LGA 18,Food Processing,3,1,Scalable,Technical Complexity,4,2,2,2,True,True,False,0,,Primary (synthetic),True
R01585,Industrial Manager,Delta,Delta LGA 4,Hospitality,3,4,Scalable,Technical Complexity,4,4,3,3,False,True,False,0,,Primary (synthetic),True
R01586,Academic,Oyo,Oyo LGA 29,Oil & Gas Services,4,4,Scalable,Capex,3,4,2,4,False,False,False,0,,Primary (synthetic),True
R01587,Community Leader,Anambra,Anambra LGA 13,Textile,4,4,Reliability,Capex,4,2,3,3,False,False,False,0,,Primary (synthetic),True
R01588,Academic,Jigawa,Jigawa LGA 14,Retail,2,3,Scalable,Capex,4,4,3,3,False,False,False,0,,Primary (synthetic),True
R01589,Community Leader,Jigawa,Jigawa LGA 15,Oil & Gas Services,5,1,Lower Emissions,Capex,4,4,2,3,True,False,True,0,,Primary (synthetic),True
R01590,Investor,Osun,Osun LGA 1,Oil & Gas Services,2,3,Scalable,Regulatory Risk,2,3,3,3,True,True,False,1,,Primary (synthetic),True
R01591,DisCo Official,Delta,Delta LGA 18,Textile,3,3,Lower OPEX,Capex,2,2,5,3,True,True,False,1,,Primary (synthetic),True
R01592,Community Leader,Abia,Abia LGA 11,Automotive,4,3,Scalable,Gas Price Volatility,3,3,3,2,False,True,False,1,,Primary (synthetic),True
R01593,DisCo Official,Niger,Niger LGA 13,Automotive,4,2,Lower OPEX,Technical Complexity,3,3,2,3,False,False,True,0,,Primary (synthetic),True
R01594,DisCo Official,Lagos,Eti-Osa,Oil & Gas Services,5,4,Lower Emissions,Regulatory Risk,4,3,4,4,True,True,False,0,,Primary (synthetic),True
R01595,Industrial Manager,Borno,Borno LGA 16,Retail,1,3,Lower OPEX,Capex,3,3,3,3,False,True,False,1,,Primary (synthetic),True
R01596,Policymaker,Gombe,Gombe LGA 4,Hospitality,3,1,Lower OPEX,Maintenance,3,3,4,3,False,True,False,0,,Primary (synthetic),True
R01597,Industrial Manager,FCT,Abaji,Automotive,4,3,Lower OPEX,Technical Complexity,2,3,3,3,True,True,False,1,,Primary (synthetic),True
R01598,Academic,Plateau,Plateau LGA 6,Food Processing,3,1,Long Life,Maintenance,3,3,3,2,False,False,True,0,,Primary (synthetic),True
R01599,Academic,Oyo,Oyo LGA 22,Food Processing,4,2,Reliability,Maintenance,2,2,2,3,True,False,False,0,,Primary (synthetic),True
R01600,Academic,Jigawa,Jigawa LGA 22,Textile,3,3,Lower OPEX,Maintenance,3,4,3,2,True,False,True,1,,Primary (synthetic),True
R01601,Investor,Oyo,Oyo LGA 15,Automotive,4,1,Long Life,Regulatory Risk,2,3,3,2,True,False,True,0,,Primary (synthetic),True
R01602,DisCo Official,Abia,Abia LGA 17,Hospitality,3,3,Scalable,Maintenance,3,2,2,2,False,True,False,1,,Primary (synthetic),True
R01603,DisCo Official,Sokoto,Sokoto LGA 3,Oil & Gas Services,3,3,Reliability,Maintenance,5,4,3,2,False,False,True,0,,Primary (synthetic),True
R01604,Industrial Manager,Jigawa,Jigawa LGA 11,Retail,3,3,Lower OPEX,Gas Price Volatility,3,2,5,3,False,True,False,1,,Primary (synthetic),True
R01605,DisCo Official,Anambra,Anambra LGA 17,Cement,4,3,Lower Emissions,Regulatory Risk,2,1,2,2,True,True,False,1,,Primary (synthetic),True
R01606,Investor,Imo,Imo LGA 12,Retail,4,4,Lower Emissions,Regulatory Risk,4,3,3,2,True,False,False,0,,Primary (synthetic),True
R01607,Investor,Delta,Delta LGA 22,Retail,3,4,Lower Emissions,Maintenance,4,3,3,3,True,True,False,0,,Primary (synthetic),True
R01608,Investor,FCT,Kuje,Automotive,5,3,Lower Emissions,Capex,4,3,5,3,False,True,False,0,,Primary (synthetic),True
R01609,Policymaker,Yobe,Yobe LGA 9,Oil & Gas Services,3,3,Scalable,Maintenance,2,2,4,3,False,False,False,1,,Primary (synthetic),True
R01610,Policymaker,Bayelsa,Bayelsa LGA 5,Cement,2,3,Reliability,Capex,2,2,3,3,True,False,True,1,,Primary (synthetic),True
R01611,Academic,Sokoto,Sokoto LGA 17,Automotive,2,2,Lower Emissions,Capex,2,3,3,4,False,False,True,0,,Primary (synthetic),True
R01612,Engineer,Abia,Abia LGA 4,Textile,3,2,Lower Emissions,Regulatory Risk,3,2,5,3,True,False,True,0,,Primary (synthetic),True
R01613,Community Leader,Bauchi,Bauchi LGA 19,Oil & Gas Services,3,3,Scalable,Maintenance,3,3,4,2,False,True,False,1,,Primary (synthetic),True
R01614,Academic,Imo,Imo LGA 14,Hospitality,2,4,Reliability,Technical Complexity,4,3,2,3,False,True,False,0,,Primary (synthetic),True
R01615,Academic,Oyo,Oyo LGA 2,Retail,3,3,Reliability,Technical Complexity,4,3,3,4,True,False,True,0,,Primary (synthetic),True
R01616,Investor,Anambra,Anambra LGA 7,Automotive,4,3,Scalable,Capex,4,2,3,2,False,True,False,0,,Primary (synthetic),True
R01617,Investor,Katsina,Katsina LGA 30,Hospitality,1,3,Lower OPEX,Capex,3,2,3,3,True,True,False,1,,Primary (synthetic),True
R01618,Investor,Rivers,Rivers LGA 18,FMCG,4,2,Lower Emissions,Regulatory Risk,3,4,2,4,True,True,False,0,,Primary (synthetic),True
R01619,Academic,Ondo,Ondo LGA 11,Oil & Gas Services,5,3,Reliability,Gas Price Volatility,4,4,3,3,False,False,True,0,,Primary (synthetic),True
R01620,Policymaker,Yobe,Yobe LGA 13,FMCG,4,2,Scalable,Maintenance,4,3,2,2,True,True,False,0,,Primary (synthetic),True
R01621,Investor,Ebonyi,Ebonyi LGA 12,Oil & Gas Services,3,3,Reliability,Regulatory Risk,4,3,2,2,True,False,True,0,,Primary (synthetic),True
R01622,Academic,Ebonyi,Ebonyi LGA 4,Textile,4,2,Long Life,Capex,2,3,2,3,True,True,False,0,,Primary (synthetic),True
R01623,Community Leader,Yobe,Yobe LGA 11,Automotive,4,4,Long Life,Capex,3,3,3,3,True,False,True,1,,Primary (synthetic),True
R01624,Policymaker,Bayelsa,Bayelsa LGA 1,Textile,3,2,Lower Emissions,Capex,3,4,2,4,True,False,True,0,,Primary (synthetic),True
R01625,Policymaker,Cross River,Cross River LGA 15,FMCG,4,3,Reliability,Capex,3,3,3,3,True,False,False,1,,Primary (synthetic),True
R01626,DisCo Official,Ebonyi,Ebonyi LGA 9,Automotive,3,3,Reliability,Maintenance,3,1,5,3,True,True,False,1,,Primary (synthetic),True
R01627,Engineer,Ogun,Ogun LGA 17,Food Processing,5,3,Lower OPEX,Capex,5,1,3,2,True,False,False,0,,Primary (synthetic),True
R01628,Investor,Bauchi,Bauchi LGA 12,Retail,2,1,Lower Emissions,Capex,2,3,3,4,False,True,False,0,,Primary (synthetic),True
R01629,Academic,Kaduna,Kaduna LGA 17,Oil & Gas Services,3,2,Lower OPEX,Technical Complexity,3,2,3,2,True,False,True,0,,Primary (synthetic),True
R01630,Industrial Manager,Oyo,Oyo LGA 29,FMCG,3,2,Scalable,Maintenance,4,4,3,4,False,True,False,0,,Primary (synthetic),True
R01631,Policymaker,Akwa Ibom,Akwa Ibom LGA 16,FMCG,2,2,Reliability,Regulatory Risk,3,3,3,3,True,False,True,0,,Primary (synthetic),True
R01632,Industrial Manager,Sokoto,Sokoto LGA 16,Retail,4,3,Scalable,Gas Price Volatility,3,4,5,4,True,False,False,0,,Primary (synthetic),True
R01633,Community Leader,Lagos,Epe,Automotive,3,5,Long Life,Technical Complexity,3,4,4,4,True,True,False,0,,Primary (synthetic),True
R01634,DisCo Official,Kebbi,Kebbi LGA 13,Retail,3,2,Long Life,Maintenance,3,2,4,3,True,False,True,0,,Primary (synthetic),True
R01635,DisCo Official,Lagos,Agege,Hospitality,4,3,Lower OPEX,Maintenance,3,2,3,3,True,False,False,1,,Primary (synthetic),True
R01636,Engineer,Kano,Kano LGA 5,Food Processing,2,1,Reliability,Gas Price Volatility,3,2,4,2,False,False,False,0,,Primary (synthetic),True
R01637,Investor,Sokoto,Sokoto LGA 6,Cement,3,3,Lower Emissions,Capex,4,2,3,3,True,True,False,0,,Primary (synthetic),True
R01638,Investor,Delta,Delta LGA 2,Food Processing,5,3,Long Life,Technical Complexity,4,4,3,1,True,False,True,0,,Primary (synthetic),True
R01639,Community Leader,Katsina,Katsina LGA 4,Hospitality,3,2,Lower Emissions,Gas Price Volatility,3,2,4,5,False,True,False,0,,Primary (synthetic),True
R01640,Community Leader,Ekiti,Ekiti LGA 14,Oil & Gas Services,2,1,Scalable,Gas Price Volatility,4,3,4,4,True,False,True,0,,Primary (synthetic),True
R01641,Engineer,Plateau,Plateau LGA 11,FMCG,3,2,Reliability,Technical Complexity,4,2,3,3,True,True,False,0,,Primary (synthetic),True
R01642,Investor,Bayelsa,Bayelsa LGA 2,Cement,3,4,Lower Emissions,Capex,5,2,3,4,True,True,False,0,,Primary (synthetic),True
R01643,Policymaker,Ondo,Ondo LGA 6,Retail,2,2,Reliability,Gas Price Volatility,3,3,4,4,False,False,False,0,,Primary (synthetic),True
R01644,Industrial Manager,Enugu,Enugu LGA 17,Food Processing,4,3,Scalable,Gas Price Volatility,4,2,4,4,True,False,False,0,,Primary (synthetic),True
R01645,Policymaker,Nasarawa,Nasarawa LGA 11,Oil & Gas Services,3,2,Lower OPEX,Regulatory Risk,4,3,2,2,True,False,True,0,,Primary (synthetic),True
R01646,Academic,Niger,Niger LGA 18,Food Processing,5,4,Lower OPEX,Maintenance,3,4,4,2,False,False,False,1,,Primary (synthetic),True
R01647,Industrial Manager,Bauchi,Bauchi LGA 16,FMCG,4,2,Long Life,Maintenance,2,2,2,2,True,False,True,0,,Primary (synthetic),True
R01648,Community Leader,Imo,Imo LGA 24,Textile,5,3,Lower OPEX,Capex,3,5,3,4,True,False,True,0,,Primary (synthetic),True
R01649,Industrial Manager,Niger,Niger LGA 12,Automotive,1,3,Lower OPEX,Capex,4,4,3,3,False,True,False,0,,Primary (synthetic),True
R01650,Investor,Niger,Niger LGA 1,Food Processing,2,1,Lower OPEX,Maintenance,3,3,2,2,False,False,True,0,,Primary (synthetic),True
R01651,Investor,Adamawa,Adamawa LGA 7,Retail,4,2,Scalable,Maintenance,2,4,4,3,True,False,False,0,,Primary (synthetic),True
R01652,Academic,Niger,Niger LGA 13,Food Processing,3,2,Lower OPEX,Maintenance,3,2,3,3,True,True,False,0,,Primary (synthetic),True
R01653,Policymaker,Adamawa,Adamawa LGA 19,Cement,3,3,Lower OPEX,Capex,3,3,3,4,True,True,False,0,,Primary (synthetic),True
R01654,DisCo Official,Rivers,Rivers LGA 10,Food Processing,2,2,Long Life,Technical Complexity,3,4,3,1,True,False,True,0,,Primary (synthetic),True
R01655,Academic,Yobe,Yobe LGA 5,Hospitality,2,3,Lower OPEX,Regulatory Risk,3,3,4,3,False,False,False,1,,Primary (synthetic),True
R01656,Investor,Katsina,Katsina LGA 34,Textile,3,2,Reliability,Capex,2,3,3,4,False,False,True,0,,Primary (synthetic),True
R01657,Industrial Manager,Imo,Imo LGA 18,FMCG,3,3,Lower Emissions,Regulatory Risk,3,4,3,4,True,True,False,0,,Primary (synthetic),True
R01658,Policymaker,Kaduna,Kaduna LGA 4,Food Processing,3,3,Reliability,Regulatory Risk,4,3,2,3,True,True,False,0,,Primary (synthetic),True
R01659,DisCo Official,Borno,Borno LGA 9,Oil & Gas Services,3,3,Reliability,Regulatory Risk,3,2,3,2,True,True,False,1,,Primary (synthetic),True
R01660,Industrial Manager,Enugu,Enugu LGA 13,Cement,2,3,Long Life,Gas Price Volatility,4,3,4,3,True,False,True,0,,Primary (synthetic),True
R01661,DisCo Official,Adamawa,Adamawa LGA 11,Hospitality,3,2,Reliability,Capex,5,2,4,4,True,True,False,0,,Primary (synthetic),True
R01662,Policymaker,Gombe,Gombe LGA 8,Cement,5,2,Lower Emissions,Maintenance,4,4,3,2,False,False,True,0,,Primary (synthetic),True
R01663,Industrial Manager,Ogun,Ogun LGA 14,FMCG,3,3,Reliability,Capex,4,3,1,4,False,False,False,0,,Primary (synthetic),True
R01664,Engineer,Nasarawa,Nasarawa LGA 13,Automotive,4,2,Reliability,Capex,3,2,3,2,False,True,False,0,,Primary (synthetic),True
R01665,Engineer,Lagos,Ajeromi-Ifelodun,Hospitality,4,2,Scalable,Regulatory Risk,5,3,3,3,True,False,False,0,,Primary (synthetic),True
R01666,Industrial Manager,Akwa Ibom,Akwa Ibom LGA 18,Cement,4,4,Reliability,Maintenance,4,1,3,1,False,False,True,0,,Primary (synthetic),True
R01667,Investor,Ekiti,Ekiti LGA 16,Automotive,4,3,Scalable,Maintenance,4,4,2,2,False,True,False,0,,Primary (synthetic),True
R01668,DisCo Official,Edo,Edo LGA 12,Oil & Gas Services,3,2,Long Life,Maintenance,3,2,4,1,False,True,False,0,,Primary (synthetic),True
R01669,Engineer,Kogi,Kogi LGA 6,FMCG,4,3,Lower OPEX,Capex,4,3,5,3,True,True,False,0,,Primary (synthetic),True
R01670,Engineer,Kano,Kano LGA 21,Textile,3,4,Long Life,Maintenance,4,2,2,3,False,True,False,0,,Primary (synthetic),True
R01671,Industrial Manager,Rivers,Rivers LGA 23,FMCG,4,3,Scalable,Maintenance,1,3,4,4,False,True,False,0,,Primary (synthetic),True
