sample_id,weld_width_mm,weld_depth_mm,nugget_diameter_mm,tensile_strength_MPa,shear_strength_MPa,peel_strength_N_mm,contact_resistance_mohm,electrical_conductivity_MS_m,grain_size_um,porosity_percent,intermetallic_thickness_um,thermal_conductivity_W_mK,heat_affected_zone_mm,weld_quality_score,surface_roughness_post_weld_um,hardness_HV,crack_density_per_mm2,void_fraction_percent,oxidation_level,weld_penetration_percent,fusion_zone_area_mm2
WLD_008019,1.136,0.153,4.779,106.4,105.6,178.3,0.0618,30.2,14.4,0.29,2.43,23.4,0.949,0.76,5.18,256.5,0.0,0.179,Low,61.7,0.136
WLD_008020,1.389,0.493,4.337,124.7,84.2,369.5,1.0117,36.38,18.0,0.28,3.13,24.9,1.121,0.74,5.03,206.8,0.0,0.1,Low,67.0,0.538
WLD_008021,0.735,0.256,2.869,50.0,35.8,64.2,0.369,29.82,13.9,0.81,1.88,19.4,0.774,0.69,0.85,227.0,0.142,1.062,High,96.2,0.148
WLD_008022,0.653,0.477,1.516,50.0,39.2,53.3,11.4423,21.76,12.9,1.05,1.41,22.6,0.522,0.45,6.79,235.3,0.214,0.76,Medium,87.7,0.245
WLD_008023,2.503,0.183,5.852,80.6,75.7,168.7,1.2102,41.11,28.4,0.46,5.11,29.9,2.211,0.64,3.38,289.4,0.0,0.704,Low,64.3,0.359
WLD_008024,2.378,0.479,5.001,134.0,109.5,280.4,2.0789,31.93,26.1,0.42,5.09,22.1,2.179,0.66,6.05,136.3,0.096,0.48,Medium,66.6,0.895
WLD_008025,1.283,0.409,1.347,139.1,105.0,16.2,45.7371,30.2,20.1,4.78,4.58,29.2,0.963,0.26,7.85,291.4,0.277,4.934,Low,72.9,0.411
WLD_008026,0.694,0.165,2.17,50.0,36.3,6.2,15.3561,31.3,14.0,4.06,1.98,16.9,0.598,0.29,4.54,206.6,0.513,4.356,Low,68.8,0.09
WLD_008027,0.873,0.267,4.541,88.3,60.8,263.6,1.6096,30.97,18.5,0.39,3.51,24.1,0.772,0.68,5.58,283.2,0.057,0.45,Low,72.9,0.183
WLD_008028,0.698,0.388,3.499,50.0,33.7,36.1,1.591,19.45,14.5,1.27,1.76,11.9,0.478,0.64,7.11,87.7,0.09,1.53,Low,63.2,0.212
WLD_008029,0.623,0.126,2.195,50.0,34.1,19.9,0.7965,28.22,10.7,1.0,1.31,25.3,0.309,0.69,2.01,98.5,0.036,1.045,Low,68.2,0.061
WLD_008030,0.771,0.415,2.624,243.5,151.2,204.7,3.8616,22.0,18.3,0.23,4.26,27.8,0.856,0.74,3.21,169.9,0.0,0.071,Low,96.0,0.251
WLD_008031,0.875,0.197,3.085,50.0,36.7,62.5,5.5949,19.76,13.6,0.38,1.85,14.1,0.561,0.59,4.25,206.7,0.001,0.2,Low,66.7,0.136
WLD_008032,0.716,0.433,1.564,59.7,47.9,80.9,3.5799,34.99,28.9,0.87,8.35,23.8,0.58,0.46,6.14,259.3,0.124,0.816,Low,70.8,0.244
WLD_008033,1.281,0.281,2.791,77.4,81.0,188.8,0.102,34.65,23.1,0.14,0.2,29.2,1.081,0.8,1.66,106.0,0.039,0.273,Medium,73.4,0.283
WLD_008034,0.705,0.3,3.638,79.1,70.4,129.0,1.423,36.13,23.0,0.24,0.42,33.0,0.835,0.76,6.05,138.3,0.0,0.474,Low,78.2,0.166
WLD_008035,1.613,0.307,3.47,142.3,97.8,180.9,0.8908,43.11,29.2,0.0,8.27,42.4,1.429,0.64,6.1,148.9,0.075,-0.23,Low,86.3,0.388
WLD_008036,0.599,0.108,2.214,50.0,32.8,4.8,235.9909,30.2,9.9,18.86,1.84,29.5,0.523,0.25,6.77,131.1,1.875,18.761,Low,77.4,0.051
WLD_008037,2.214,0.256,5.261,234.0,147.7,215.2,2.0176,19.28,22.5,0.04,5.23,12.0,1.967,0.76,5.54,125.4,0.0,-0.074,Low,66.5,0.445
WLD_008038,2.184,0.128,5.359,183.9,150.6,105.4,1.7024,27.99,27.0,0.4,4.92,25.9,1.975,0.72,1.6,246.5,0.0,0.327,Medium,65.1,0.219
WLD_008039,0.78,0.237,1.436,142.2,108.5,84.3,1.409,36.59,14.2,0.19,3.13,29.4,0.553,0.75,3.92,100.3,0.057,0.158,Medium,78.5,0.145
WLD_008040,2.031,0.251,4.766,105.4,68.3,158.1,1.2267,32.87,18.8,0.34,4.15,28.1,1.75,0.69,7.71,248.2,0.136,0.247,High,86.9,0.4
WLD_008041,0.586,0.468,3.392,50.0,32.7,244.2,1.7817,30.71,19.5,0.04,4.61,20.4,0.403,0.63,6.48,166.2,0.009,0.141,Medium,91.6,0.215
WLD_008042,1.337,0.052,1.715,302.1,264.4,2.4,9.419,28.42,28.5,1.44,6.68,24.4,1.294,0.53,2.8,228.2,0.132,1.419,Medium,84.0,0.055
WLD_008043,1.141,0.445,3.712,71.5,59.1,323.3,1.4603,36.49,22.8,0.42,0.4,37.2,0.857,0.74,3.45,239.3,0.0,0.644,Medium,89.7,0.398
WLD_008044,1.997,0.351,4.962,373.5,235.6,239.7,0.3877,29.13,26.4,0.02,5.25,34.8,1.789,0.86,3.66,226.9,0.044,0.374,Medium,69.7,0.55
WLD_008045,1.352,0.388,2.818,85.1,55.5,299.3,1.9472,33.22,41.3,0.0,0.3,31.2,1.369,0.76,2.57,262.4,0.0,0.081,Medium,66.3,0.411
WLD_008046,1.187,0.226,3.606,292.0,203.2,150.4,1.0877,34.14,22.1,0.59,4.31,37.0,0.98,0.83,3.36,180.9,0.113,0.545,Low,96.4,0.211
WLD_008047,0.712,0.261,1.741,50.0,35.0,-4.2,128.5687,49.29,15.1,37.75,2.31,35.8,0.521,0.23,2.12,98.0,3.719,38.212,Medium,80.2,0.146
WLD_008048,1.52,0.172,3.98,294.2,193.9,118.9,2.6628,28.98,40.9,0.39,12.3,29.9,1.659,0.66,3.43,188.4,0.0,0.279,Low,89.4,0.206
WLD_008049,0.818,0.323,2.002,50.0,31.0,139.8,1.9395,34.86,26.6,0.0,0.22,26.6,0.907,0.74,5.12,262.8,0.0,0.246,Medium,81.8,0.208
WLD_008050,1.194,0.123,3.273,343.6,168.5,38.3,1.2147,29.73,34.8,0.47,9.77,33.8,1.114,0.7,2.29,217.4,0.0,0.713,Low,92.2,0.115
WLD_008051,1.137,0.463,3.369,85.1,65.3,194.7,0.8981,33.37,17.3,0.48,0.07,29.4,0.868,0.77,0.9,123.6,0.232,0.226,Medium,88.7,0.413
WLD_008052,0.668,0.349,1.625,50.0,34.0,120.0,0.1117,43.95,20.9,0.28,4.79,37.3,0.517,0.66,3.58,285.0,0.084,0.015,Low,71.2,0.183
WLD_008053,0.726,0.275,2.774,50.0,36.3,29.4,0.6407,30.05,14.8,1.14,2.02,28.3,0.621,0.67,3.2,225.6,0.019,1.158,Medium,85.0,0.156
WLD_008054,0.73,0.244,2.735,50.0,34.6,24.5,6.3875,48.75,10.7,3.92,1.58,35.3,0.68,0.4,7.54,263.6,0.428,3.741,High,60.3,0.14
WLD_008055,1.189,0.414,2.867,313.1,193.7,73.0,3.3472,34.92,32.3,0.97,7.98,39.4,1.282,0.67,7.41,82.3,0.072,1.204,Low,66.9,0.387
WLD_008056,2.754,0.446,5.269,124.4,72.9,226.0,0.5956,30.16,25.7,0.42,5.58,16.5,2.491,0.68,2.94,83.3,0.0,0.256,Low,94.1,0.965
WLD_008057,0.749,0.44,2.303,50.0,31.5,-2.8,237.662,28.37,13.0,17.41,1.65,23.4,0.784,0.25,7.44,125.1,1.699,17.355,Low,95.8,0.259
WLD_008058,0.825,0.087,2.569,50.0,32.7,49.0,0.9643,32.92,14.2,0.2,2.08,33.9,0.432,0.71,6.57,223.9,0.119,0.349,High,81.4,0.057
WLD_008059,1.579,0.073,1.929,253.6,192.5,32.3,0.5173,31.43,24.4,0.25,5.77,30.1,1.478,0.79,6.3,218.6,0.105,0.322,Low,68.3,0.09
WLD_008060,1.031,0.175,2.316,137.5,115.6,114.3,0.4618,44.86,27.9,0.14,6.59,44.2,0.962,0.68,7.03,119.2,0.232,-0.1,Low,70.6,0.142
WLD_008061,1.983,0.16,5.489,54.3,53.1,188.4,0.6026,36.53,28.4,0.0,4.18,25.2,1.799,0.68,0.5,236.8,0.077,-0.205,Low,72.5,0.249
WLD_008062,1.965,0.123,3.898,128.5,118.8,18.1,2.0298,27.05,22.3,0.55,4.14,28.4,1.679,0.68,1.41,177.7,0.037,0.724,Medium,85.9,0.189
WLD_008063,2.839,0.363,4.649,50.0,38.8,55.8,3.955,33.17,25.3,0.91,5.04,25.5,2.521,0.52,4.27,177.3,0.102,0.904,Medium,78.3,0.808
WLD_008064,1.405,0.082,1.682,273.4,194.5,25.5,3.0571,33.26,37.7,0.27,10.24,24.8,1.427,0.64,7.78,116.0,0.138,0.211,Medium,60.8,0.091
WLD_008065,2.867,0.224,6.857,50.0,30.6,275.8,1.0403,41.6,27.5,0.15,5.18,41.2,2.501,0.63,6.46,226.3,0.116,0.443,Low,65.5,0.503
WLD_008066,2.369,0.433,6.257,123.1,83.5,519.5,0.5023,29.96,23.4,0.19,5.94,16.7,2.066,0.68,6.13,92.2,0.0,0.5,High,89.8,0.805
WLD_008067,1.484,0.458,1.643,295.1,182.9,237.1,0.5358,32.4,25.6,0.03,5.38,40.8,1.33,0.85,2.16,120.3,0.032,0.037,Low,82.9,0.533
WLD_008068,1.387,0.248,2.692,287.2,187.4,1.8,11.1793,29.15,24.8,3.01,6.97,25.4,1.338,0.41,3.69,168.2,0.159,3.012,Low,69.7,0.27
WLD_008069,2.686,0.413,4.895,157.3,90.0,174.9,0.4391,40.23,27.9,0.13,5.98,31.5,2.445,0.71,0.95,117.6,0.139,0.107,Low,93.3,0.871
WLD_008070,1.208,0.34,2.419,261.8,225.9,222.1,2.0357,27.86,24.8,0.4,6.58,24.8,1.2,0.73,2.31,137.2,0.229,0.579,Low,70.9,0.323
WLD_008071,0.739,0.308,2.456,85.7,55.7,83.8,5.2388,35.32,16.1,1.04,2.55,24.5,0.577,0.58,2.53,152.7,0.048,0.995,Medium,91.0,0.179
WLD_008072,1.531,0.311,5.704,174.2,94.4,397.3,0.6562,29.8,21.3,0.35,3.59,26.7,1.26,0.77,0.9,102.5,0.082,0.351,Low,74.6,0.374
WLD_008073,1.231,0.362,3.373,81.1,71.0,58.5,12.7675,34.38,34.3,0.61,0.09,27.7,1.232,0.53,4.81,207.5,0.0,0.664,Low,80.7,0.35
WLD_008074,0.907,0.117,1.256,272.3,213.5,31.0,1.81,31.44,24.2,0.28,6.08,25.5,0.937,0.77,6.83,172.4,0.0,0.06,Low,78.7,0.083
WLD_008075,0.566,0.308,3.061,50.0,31.8,18.2,19.2163,30.76,10.2,2.35,1.58,21.4,0.267,0.38,2.21,165.0,0.182,2.28,Low,92.6,0.137
WLD_008076,2.344,0.194,4.833,160.4,80.9,91.5,0.347,43.6,23.1,0.1,5.79,41.9,2.166,0.73,7.28,117.8,0.0,0.104,Medium,82.4,0.357
WLD_008077,0.522,0.288,2.693,50.0,39.0,16.0,7.0155,48.62,11.9,1.72,0.79,30.4,0.211,0.51,6.31,149.8,0.345,1.555,Low,74.4,0.118
WLD_008078,0.876,0.244,1.297,133.6,90.5,155.7,1.733,30.56,32.7,0.01,8.3,31.6,0.987,0.61,5.88,297.0,0.091,-0.272,Low,65.2,0.168
WLD_008079,1.101,0.281,5.031,185.1,141.6,353.0,0.8575,35.15,17.6,0.16,2.86,31.0,0.75,0.8,5.81,189.7,0.029,0.3,Medium,81.8,0.242
WLD_008080,2.838,0.237,6.676,124.0,86.2,279.5,0.7072,42.43,29.1,0.37,6.69,42.6,2.658,0.65,7.26,284.1,0.195,0.266,Medium,64.1,0.527
WLD_008081,1.71,0.439,2.502,151.2,104.5,50.6,2.6214,46.46,38.6,1.22,10.83,38.4,1.747,0.5,5.71,240.7,0.249,1.235,Medium,94.4,0.59
WLD_008082,0.837,0.399,3.619,95.8,65.0,212.4,1.2076,49.86,19.8,0.3,4.88,35.9,0.709,0.66,4.09,141.4,0.0,0.62,Medium,88.4,0.262
WLD_008083,0.541,0.372,2.291,50.0,38.4,36.6,3.8897,34.8,14.5,0.87,1.21,24.5,0.311,0.62,6.71,91.5,0.161,1.163,High,85.7,0.158
WLD_008084,1.372,0.437,3.825,98.2,68.2,291.7,0.1789,28.09,39.7,0.35,0.33,26.4,1.557,0.8,7.47,202.4,0.075,0.202,Medium,62.7,0.471
WLD_008085,0.811,0.443,1.951,54.6,46.5,168.3,0.5102,35.39,15.0,0.53,1.94,24.3,0.907,0.71,4.49,89.7,0.031,0.613,Low,75.6,0.282
WLD_008086,0.722,0.403,2.982,50.0,34.1,65.4,11.3862,34.69,12.3,1.05,0.3,28.5,0.579,0.48,2.6,180.1,0.0,0.711,Medium,60.3,0.228
WLD_008087,0.537,0.315,2.31,50.0,32.4,39.6,3.751,34.86,11.4,1.05,0.16,26.2,0.292,0.64,3.27,275.9,0.0,0.696,High,91.6,0.133
WLD_008088,0.694,0.056,1.943,50.0,37.7,17.1,1.3321,32.78,37.1,0.1,10.47,25.1,0.757,0.5,3.86,80.0,0.0,0.235,Medium,71.5,0.03
WLD_008089,0.781,0.076,2.987,50.0,39.5,3.0,15.2467,27.76,13.6,1.59,2.14,32.6,0.657,0.41,6.92,245.5,0.147,1.516,Low,78.4,0.046
WLD_008090,0.718,0.246,3.453,50.0,38.9,185.6,1.1541,29.97,27.4,0.23,8.63,25.3,0.87,0.54,1.59,261.4,0.141,-0.056,Low,94.5,0.138
WLD_008091,0.633,0.074,1.024,71.7,54.2,31.5,0.3514,42.13,16.9,0.5,3.7,33.3,0.603,0.68,6.06,86.5,0.001,0.571,Low,89.3,0.037
WLD_008092,0.948,0.075,2.127,232.1,141.8,22.1,8.7429,27.81,27.8,0.64,7.7,27.1,0.783,0.5,6.3,98.6,0.12,0.522,Low,97.2,0.056
WLD_008093,1.108,0.386,4.916,68.6,42.5,429.0,1.4117,31.0,14.2,0.0,2.87,33.5,0.83,0.7,2.97,222.2,0.04,0.098,Low,64.6,0.336
WLD_008094,0.794,0.143,1.882,73.2,52.2,53.0,2.7604,30.92,21.6,0.49,2.44,19.8,1.003,0.66,7.93,292.8,0.239,0.534,Low,92.0,0.089
WLD_008095,1.173,0.12,3.73,50.0,31.4,24.4,1.2861,24.28,16.4,0.89,2.23,15.5,0.814,0.66,3.69,115.7,0.095,1.015,Low,75.1,0.11
WLD_008096,2.448,0.073,6.241,90.8,85.9,74.8,0.1616,20.92,22.3,0.34,5.2,15.8,2.142,0.67,4.35,265.4,0.111,0.236,Low,88.9,0.14
WLD_008097,0.983,0.112,3.27,137.1,117.4,32.6,2.8324,33.48,29.7,0.58,9.34,33.1,0.993,0.53,0.6,242.1,0.118,0.33,Medium,86.0,0.086
WLD_008098,1.442,0.213,2.723,139.2,119.1,152.2,1.0048,29.84,20.3,0.55,4.76,19.1,1.332,0.69,2.24,226.7,0.0,0.481,Medium,93.2,0.241
WLD_008099,0.904,0.208,2.769,231.6,115.8,88.0,0.5949,27.41,25.9,0.14,8.32,22.8,0.936,0.71,3.68,127.3,0.149,-0.001,Medium,69.7,0.148
WLD_008100,0.658,0.351,1.783,50.0,31.5,11.6,159.9712,31.99,14.1,11.53,0.86,32.3,0.377,0.27,2.29,115.1,0.904,11.667,Low,81.4,0.181
WLD_008101,1.182,0.339,1.202,168.9,124.0,149.4,0.4847,30.99,28.4,0.09,9.53,33.2,1.149,0.64,5.33,91.4,0.0,0.213,Medium,71.1,0.314
WLD_008102,0.725,0.43,1.15,50.0,33.7,9.1,1.9273,30.92,9.6,2.53,1.87,23.2,0.751,0.57,6.41,276.4,0.213,2.755,Low,89.7,0.244
WLD_008103,1.689,0.113,3.417,268.7,228.9,93.7,0.0943,33.9,26.9,0.0,6.9,32.7,1.532,0.8,5.41,101.5,0.0,-0.097,High,93.4,0.15
WLD_008104,0.872,0.143,1.814,50.0,31.5,-6.8,9.8782,35.39,13.3,1.83,0.03,37.7,0.706,0.45,7.38,272.4,0.075,1.733,Low,75.2,0.098
WLD_008105,0.741,0.112,2.812,107.1,84.4,53.3,0.7335,21.05,13.6,0.42,2.74,27.5,0.66,0.73,3.91,147.6,0.036,0.389,Low,96.3,0.065
WLD_008106,0.898,0.259,3.823,50.0,33.7,22.3,17.4787,36.25,13.0,2.1,0.2,32.6,0.569,0.43,0.52,210.5,0.257,1.836,Medium,81.5,0.183
WLD_008107,0.589,0.113,3.573,50.0,32.4,2.1,6.6864,48.12,11.6,3.19,1.29,44.7,0.417,0.43,4.59,294.8,0.273,3.424,Low,69.9,0.052
WLD_008108,0.659,0.411,2.36,50.0,31.1,190.8,4.0218,29.4,12.4,0.28,1.59,28.7,0.302,0.64,6.88,82.8,0.0,0.395,Low,63.6,0.213
WLD_008109,1.208,0.5,1.724,290.8,163.8,59.0,8.3863,31.36,31.9,0.84,8.92,36.2,1.259,0.52,5.02,207.5,0.0,0.671,Medium,72.0,0.474
WLD_008110,1.384,0.322,3.431,96.4,47.1,99.6,3.5506,18.69,19.3,0.81,3.02,19.5,1.153,0.63,3.94,263.6,0.12,0.861,Low,61.3,0.35
WLD_008111,0.577,0.356,2.73,50.0,32.9,33.7,15.4953,29.55,12.9,1.24,1.13,37.7,0.42,0.45,5.69,118.2,0.252,1.358,High,63.4,0.161
WLD_008112,0.68,0.423,3.726,50.0,36.4,34.8,12.9951,30.49,15.5,1.49,1.59,31.9,0.734,0.43,4.63,260.0,0.0,1.618,Low,62.0,0.226
WLD_008113,1.305,0.379,3.54,159.9,117.8,278.0,2.8967,29.52,39.2,0.15,11.48,26.8,1.4,0.55,4.42,293.9,0.048,0.157,Low,68.4,0.388
WLD_008114,0.803,0.464,1.37,75.9,50.3,281.0,0.2545,43.6,19.6,0.12,4.45,34.6,0.661,0.69,0.75,250.2,0.0,-0.019,Low,72.4,0.292
WLD_008115,0.856,0.478,2.777,76.9,44.7,158.3,1.1212,39.17,21.0,0.21,0.25,30.0,0.682,0.77,2.35,270.9,0.115,0.779,Low,95.5,0.321
WLD_008116,0.679,0.22,3.006,50.0,37.0,6.4,101.9352,29.86,14.2,10.8,1.83,18.2,0.58,0.25,2.66,290.6,1.19,10.588,Low,83.7,0.117
WLD_008117,0.874,0.179,1.294,50.0,40.2,56.2,0.5115,29.2,17.3,0.3,2.23,37.1,0.729,0.71,6.53,99.7,0.0,0.324,Low,69.4,0.123
WLD_008118,0.958,0.276,3.178,61.8,41.2,186.6,0.5752,32.67,18.3,0.28,2.52,22.5,0.772,0.71,5.97,203.2,0.0,-0.045,Medium,70.0,0.208
WLD_008119,0.869,0.194,2.22,145.3,118.7,17.4,8.1453,29.41,18.4,0.87,4.97,19.1,1.041,0.5,6.78,200.2,0.0,1.04,Low,84.7,0.133
WLD_008120,1.081,0.249,1.434,50.0,31.8,52.0,8.3563,28.07,13.9,1.28,2.12,39.1,0.759,0.47,7.02,207.4,0.116,1.337,Low,73.9,0.211
WLD_008121,0.932,0.259,3.548,124.8,79.6,59.0,2.0028,43.18,27.3,0.4,9.54,29.1,1.081,0.55,5.37,282.3,0.028,0.433,Low,84.1,0.189
WLD_008122,0.663,0.372,3.606,50.0,37.7,91.3,0.7543,37.71,21.0,0.42,0.15,38.4,0.628,0.75,3.09,248.0,0.025,0.295,Low,95.6,0.194
WLD_008123,0.891,0.327,3.016,203.9,123.5,137.3,2.0027,30.52,32.6,0.4,9.01,30.6,0.886,0.62,6.43,129.8,0.132,0.449,Medium,96.3,0.229
WLD_008124,0.925,0.311,1.677,101.7,71.0,121.5,1.5481,32.65,31.4,0.41,10.78,29.9,1.003,0.53,2.65,276.4,0.009,0.325,Low,61.6,0.226
WLD_008125,0.902,0.388,3.618,248.0,185.9,92.8,1.3489,19.63,16.1,0.85,4.21,9.1,0.971,0.78,6.72,121.0,0.257,0.995,Low,95.9,0.275
WLD_008126,1.541,0.314,1.017,166.0,112.8,145.9,0.1619,45.54,20.1,0.21,5.27,30.2,1.442,0.74,3.56,116.2,0.0,0.418,Low,91.4,0.379
WLD_008127,0.722,0.199,3.722,50.0,30.3,5.8,2.8198,26.8,14.6,7.05,1.63,24.0,0.831,0.43,7.33,197.8,0.698,6.972,Low,65.1,0.113
WLD_008128,1.541,0.269,2.751,228.7,165.8,28.8,15.9298,36.48,27.6,1.11,7.99,21.0,1.511,0.44,4.51,152.7,0.213,0.779,Medium,96.9,0.325
WLD_008129,0.9,0.338,1.232,94.6,75.7,91.3,2.9733,34.66,22.9,0.21,0.27,31.1,1.132,0.74,5.86,153.9,0.013,0.017,Low,88.4,0.239
WLD_008130,1.189,0.38,3.236,87.2,56.9,253.6,0.4852,33.97,17.6,0.36,0.3,33.6,0.916,0.79,6.4,292.5,0.0,0.617,Medium,80.5,0.355
WLD_008131,0.641,0.376,1.999,50.0,38.4,239.6,0.6059,34.81,22.1,0.36,0.35,27.8,0.569,0.75,4.36,142.5,0.199,0.06,Medium,90.2,0.189
WLD_008132,0.895,0.072,1.983,174.4,113.3,12.8,0.1619,31.03,29.5,0.68,8.72,34.0,0.93,0.64,5.27,198.6,0.206,0.425,Medium,63.0,0.05
WLD_008133,0.61,0.092,3.545,50.0,32.2,21.9,48.5225,49.17,5.6,4.23,1.61,38.9,0.508,0.29,3.64,84.5,0.327,3.936,Medium,64.1,0.044
WLD_008134,0.708,0.382,2.597,50.0,34.3,16.5,12.6131,32.2,10.5,2.63,1.62,28.4,0.665,0.37,7.45,249.6,0.307,2.911,Medium,71.4,0.212
WLD_008135,1.16,0.332,4.487,192.9,119.6,288.4,3.1216,26.11,18.0,0.14,3.76,20.1,0.826,0.73,5.96,141.7,0.084,0.144,Low,74.2,0.302
WLD_008136,1.549,0.484,5.047,162.2,76.4,497.3,0.8327,43.82,20.2,0.41,4.59,39.0,1.26,0.73,0.69,256.7,0.0,0.303,Low,94.8,0.589
WLD_008137,1.642,0.248,1.767,269.2,199.7,40.6,18.1046,35.35,34.8,1.82,10.11,24.3,1.592,0.38,7.74,133.5,0.21,1.932,High,95.9,0.32
WLD_008138,1.447,0.302,3.553,96.5,69.4,112.3,1.8756,27.77,16.1,0.79,3.66,22.7,1.116,0.65,2.26,98.6,0.047,0.689,High,92.3,0.344
WLD_008139,0.729,0.188,1.626,50.0,31.2,83.4,1.8033,28.46,14.7,0.61,1.67,27.0,0.717,0.67,0.75,260.0,0.068,0.249,Low,83.7,0.107
WLD_008140,1.362,0.281,3.057,320.0,214.5,147.4,2.1963,26.6,36.2,0.24,11.82,23.0,1.377,0.68,5.8,212.7,0.036,-0.247,Medium,85.9,0.301
WLD_008141,0.678,0.302,1.692,50.0,38.3,18.1,889.613,35.93,16.3,70.4,2.25,24.9,0.598,0.24,7.84,148.0,6.87,70.361,Low,82.6,0.161
WLD_008142,1.104,0.408,3.276,223.5,174.0,220.4,3.3061,20.75,30.7,0.16,8.41,11.8,1.07,0.64,0.85,229.6,0.027,-0.143,High,64.4,0.353
WLD_008143,0.755,0.108,3.442,133.7,88.5,29.3,3.0214,42.26,21.6,0.36,4.79,39.7,0.932,0.65,7.76,139.9,0.0,0.14,Low,96.6,0.064
WLD_008144,2.685,0.267,5.475,94.7,65.4,195.0,0.5752,32.05,26.2,0.26,5.62,30.4,2.466,0.66,6.8,137.5,0.215,0.073,High,91.0,0.562
WLD_008145,1.696,0.082,3.627,245.9,160.1,20.9,6.7673,20.51,42.1,0.39,11.58,13.4,1.797,0.52,5.8,133.7,0.036,0.443,High,95.2,0.109
WLD_008146,0.643,0.487,3.944,50.0,32.0,55.1,1.0245,47.06,12.4,1.05,1.54,45.3,0.518,0.68,5.24,197.7,0.107,0.969,Low,86.2,0.246
WLD_008147,1.365,0.278,4.335,50.0,30.2,191.4,0.2319,31.41,15.4,0.33,2.75,33.8,1.056,0.7,4.83,110.2,0.083,0.339,Medium,90.0,0.298
WLD_008148,1.206,0.166,2.492,290.5,153.4,111.4,1.423,19.21,35.5,0.34,11.26,12.6,1.181,0.69,3.41,205.7,0.109,0.651,Medium,88.2,0.157
WLD_008149,2.038,0.349,5.266,50.0,31.6,310.8,1.3558,35.41,22.6,0.99,0.29,35.2,1.721,0.7,5.14,175.4,0.063,1.021,High,66.0,0.559
WLD_008150,2.274,0.321,4.883,147.9,97.1,185.3,0.5408,33.98,21.6,0.47,4.92,29.9,1.996,0.71,0.81,195.9,0.035,0.253,Low,94.3,0.573
WLD_008151,0.826,0.383,3.071,94.1,65.5,179.0,0.6346,35.03,20.9,0.31,0.39,24.8,0.971,0.79,6.75,274.1,0.197,0.445,Low,93.4,0.248
WLD_008152,0.928,0.149,1.758,50.0,35.9,-6.8,18.5934,34.28,27.1,1.58,0.24,33.6,0.764,0.46,7.49,135.0,0.089,1.582,Low,65.2,0.109
WLD_008153,0.696,0.395,1.586,50.0,37.1,16.3,6.128,36.13,13.8,2.41,1.83,29.1,0.742,0.47,5.31,115.5,0.024,2.59,Low,90.1,0.216
WLD_008154,0.647,0.446,3.672,50.0,35.3,30.1,1.1136,35.74,9.8,1.88,1.51,27.4,0.422,0.63,7.2,212.8,0.164,1.719,Low,61.6,0.227
WLD_008155,0.765,0.394,1.669,50.0,33.2,23.2,8.5646,33.3,16.4,2.67,1.84,33.0,0.575,0.4,6.53,88.4,0.292,2.788,Low,93.3,0.237
WLD_008156,1.014,0.273,3.533,100.8,75.5,144.7,0.958,46.4,36.0,0.33,11.04,40.1,1.224,0.54,5.91,147.9,0.0,0.465,Low,79.2,0.217
WLD_008157,0.749,0.442,3.977,50.0,34.8,79.7,4.0087,34.19,18.0,0.77,0.47,29.8,0.568,0.64,6.32,172.0,0.119,1.212,Low,66.6,0.26
WLD_008158,0.651,0.076,2.606,50.0,31.2,27.0,3.0331,34.72,16.5,0.58,0.26,34.0,0.64,0.68,6.54,179.8,0.111,0.526,Low,96.0,0.039
WLD_008159,1.682,0.094,3.994,76.6,50.3,63.9,0.5966,34.99,25.2,0.27,0.03,36.1,1.511,0.78,7.6,86.2,0.049,0.54,Medium,72.9,0.124
WLD_008160,0.602,0.35,1.68,50.0,37.6,34.6,6.3153,31.68,10.3,1.82,1.11,27.0,0.397,0.51,6.62,293.9,0.008,1.979,Low,67.6,0.166
WLD_008161,1.163,0.262,3.841,247.1,170.9,185.2,2.2316,18.3,38.0,0.37,11.39,25.2,1.369,0.63,3.11,192.8,0.123,0.351,Low,74.8,0.239
WLD_008162,1.391,0.357,1.238,158.8,102.8,81.6,1.7163,27.64,29.0,0.43,5.67,25.6,1.383,0.68,5.21,122.4,0.0,0.479,Low,97.0,0.39
WLD_008163,1.602,0.377,2.542,255.9,212.3,41.3,1.3925,33.08,34.4,2.03,9.75,34.1,1.496,0.58,4.16,108.2,0.256,2.005,Low,96.2,0.474
WLD_008164,0.574,0.107,2.677,50.0,34.3,12.8,4.854,31.55,11.0,1.43,1.81,25.0,0.457,0.55,0.79,230.6,0.117,1.168,High,77.0,0.048
WLD_008165,0.624,0.298,2.032,50.0,30.5,195.1,1.6357,34.14,17.4,0.16,0.03,31.0,0.412,0.74,0.77,118.5,0.061,0.222,Low,86.7,0.146
WLD_008166,1.537,0.432,3.148,141.2,81.4,139.3,0.5208,28.03,27.4,0.25,6.93,23.6,1.518,0.67,3.13,187.5,0.0,0.388,Low,92.4,0.521
WLD_008167,0.765,0.247,2.286,86.7,57.9,99.2,2.0091,31.88,26.7,0.44,8.37,33.0,0.697,0.54,6.34,204.8,0.077,-0.062,Low,84.6,0.149
WLD_008168,1.453,0.299,2.542,310.4,201.0,180.2,2.0288,26.49,24.2,0.13,5.88,25.2,1.301,0.8,7.97,190.0,0.183,0.153,Medium,93.0,0.341
WLD_008169,1.536,0.146,3.586,150.9,95.3,19.4,5.1028,44.34,22.0,1.29,4.73,36.2,1.272,0.57,4.05,273.3,0.061,1.203,Medium,91.1,0.176
