sample_id,min_cycle_temperature_C,max_cycle_temperature_C,total_cycles_tested,initial_contact_resistance_mohm,final_contact_resistance_mohm,resistance_drift_percent,tensile_strength_retention_percent,shear_strength_retention_percent,fatigue_life_cycles,crack_growth_rate_mm_cycle,thermal_expansion_mismatch_ppm_K,stress_concentration_factor,primary_failure_mode,time_to_failure_hours,cycle_life_score,reliability_score,temperature_stability_index,corrosion_resistance_score,dimensional_stability_um,interface_adhesion_strength_MPa,oxidation_resistance_score,creep_resistance_score
WLD_007655,-20.8,95.5,462,0.6233,0.6757,8.41,100.0,95.0,21659,1.94e-06,5.73,1.65,Thermal Degradation,462.0,0.021,0.666,0.73,0.9,3.37,189.7,0.775,0.871
WLD_007656,-37.1,144.0,9315,0.8017,1.1311,41.09,74.9,71.2,10744,1.9e-06,3.1,1.85,Fatigue Cracking,7521.1,0.867,0.264,0.86,0.868,4.3,76.5,0.873,0.826
WLD_007657,-26.5,133.7,4214,5.2186,6.6733,27.88,92.2,87.6,2802,1.87e-06,3.04,2.28,Interface Delamination,1376.9,1.0,0.382,0.853,0.852,1.61,53.0,0.647,0.923
WLD_007658,-21.0,141.9,5542,2.0067,2.177,8.48,78.4,74.5,19535,3.7e-07,3.02,1.73,Fatigue Cracking,5542.0,0.284,0.607,0.969,0.726,0.13,174.5,0.782,0.762
WLD_007659,-38.7,93.8,4272,3.9817,5.0197,26.07,86.5,82.2,5127,1.24e-06,5.68,1.79,Intermetallic Embrittlement,2601.4,0.833,0.322,0.619,0.763,3.58,181.1,0.76,0.675
WLD_007660,-21.1,122.2,6355,0.9207,1.1162,21.23,80.5,76.5,5241,8.5e-07,16.07,1.87,Fatigue Cracking,1853.3,1.0,0.49,0.873,0.745,0.62,138.1,0.589,0.867
WLD_007661,-31.4,85.5,2091,0.0731,0.0855,16.9,91.6,87.0,17923,2.16e-06,-1.5,2.34,Oxidation,2091.0,0.117,0.639,0.963,0.813,4.27,139.6,0.704,0.631
WLD_007662,-37.6,103.2,1947,0.79,0.9205,16.52,89.5,85.0,4144,1.5e-06,0.72,2.17,Intermetallic Embrittlement,1947.0,0.47,0.432,0.719,0.853,0.73,194.2,0.807,0.68
WLD_007663,-33.8,129.7,6179,3.3847,4.644,37.21,80.2,76.2,3755,7e-07,2.29,1.82,Fatigue Cracking,1489.1,1.0,0.329,0.696,0.765,2.02,117.6,0.534,0.609
WLD_007664,-30.0,129.2,136,1850.2334,2334.2145,26.16,100.0,95.0,1777,6.705e-05,2.96,20.49,Interface Delamination,136.0,0.077,0.438,0.961,0.763,3.99,174.1,0.76,0.614
WLD_007665,-21.9,135.8,1595,1.269,1.4696,15.81,99.7,94.7,11025,2.23e-06,6.28,1.8,Intermetallic Embrittlement,1595.0,0.145,0.49,0.632,0.75,0.83,87.4,0.777,0.683
WLD_007666,-31.5,99.2,3271,1.1865,1.4275,20.31,93.9,89.2,27258,1.03e-06,12.72,1.73,Intermetallic Embrittlement,3271.0,0.12,0.417,0.791,0.837,2.05,191.8,0.751,0.687
WLD_007667,-28.9,130.5,3077,9.546,11.3239,18.62,76.6,72.8,2345,2.63e-06,2.95,2.01,Interface Delamination,1184.6,1.0,0.397,0.92,0.921,2.92,181.7,0.843,0.929
WLD_007668,-28.6,146.9,5591,3.2131,3.6558,13.78,84.3,80.1,2247,1.96e-06,1.58,1.64,Thermal Degradation,1115.4,1.0,0.534,0.872,0.809,1.45,164.2,0.682,0.601
WLD_007669,-32.7,85.4,8162,0.6538,0.8238,26.0,82.9,78.8,30580,1.43e-06,3.46,2.23,Fatigue Cracking,8162.0,0.267,0.455,0.808,0.81,0.14,175.0,0.702,0.867
WLD_007670,-35.8,134.3,6911,12.1421,14.7325,21.33,79.0,75.1,2537,2.58e-06,1.5,1.96,Fatigue Cracking,1018.0,1.0,0.482,0.716,0.865,2.82,179.2,0.752,0.705
WLD_007671,-35.4,87.3,412,4.0547,4.4345,9.37,90.0,85.5,15534,1.86e-06,3.41,2.1,Intermetallic Embrittlement,412.0,0.027,0.506,0.751,0.879,3.43,181.7,0.843,0.801
WLD_007672,-21.0,122.3,6314,0.5305,0.6742,27.09,87.8,83.4,15435,2.27e-06,2.25,2.7,Fatigue Cracking,6314.0,0.409,0.468,0.905,0.743,2.54,171.2,0.626,0.946
WLD_007673,-35.9,106.2,1328,15.2559,19.283,26.4,94.0,89.3,7622,1.72e-06,15.01,2.17,Intermetallic Embrittlement,1328.0,0.174,0.356,0.892,0.857,1.73,130.1,0.758,0.86
WLD_007674,-24.4,89.0,8226,3.2913,4.3635,32.58,75.6,71.8,5480,1.28e-06,6.6,1.84,Thermal Degradation,2873.6,1.0,0.302,0.648,0.794,3.83,94.1,0.668,0.86
WLD_007675,-35.4,109.5,5083,0.9838,1.1346,15.33,86.8,82.4,25524,7.8e-07,4.74,1.54,Thermal Degradation,5083.0,0.199,0.531,0.979,0.916,0.72,74.3,0.749,0.637
WLD_007676,-30.3,80.2,2835,1.5777,1.87,18.53,88.6,84.1,16734,2.13e-06,3.88,2.26,Intermetallic Embrittlement,2835.0,0.169,0.408,0.72,0.718,3.87,124.4,0.508,0.773
WLD_007677,-38.2,120.6,3366,127.271,158.5165,24.55,85.6,81.3,894,7.95e-06,4.07,4.06,Interface Delamination,1025.6,1.0,0.382,0.722,0.948,4.65,192.2,0.549,0.808
WLD_007678,-29.7,149.6,6204,1.722,2.1509,24.91,81.3,77.2,7250,2.46e-06,3.27,2.63,Fatigue Cracking,4430.1,0.856,0.457,0.823,0.708,1.74,67.7,0.617,0.8
WLD_007679,-25.3,99.1,7000,3.1989,4.053,26.7,81.2,77.1,6096,1.23e-06,-1.4,1.8,Fatigue Cracking,3329.2,1.0,0.439,0.935,0.782,1.38,129.9,0.719,0.712
WLD_007680,-20.4,108.3,4935,4.4287,5.6227,26.96,78.5,74.5,48501,1.26e-06,5.91,2.33,Intermetallic Embrittlement,4935.0,0.102,0.273,0.847,0.785,4.87,133.0,0.743,0.797
WLD_007681,-25.1,87.5,5318,0.3245,0.377,16.19,88.6,84.2,10135,1.2e-06,-0.59,3.12,Fatigue Cracking,5318.0,0.525,0.581,0.635,0.739,4.39,189.3,0.778,0.744
WLD_007682,-36.9,108.7,330,16.9482,20.208,19.23,84.2,80.0,1629,1.38e-06,7.54,1.89,Interface Delamination,330.0,0.203,0.429,0.808,0.824,3.9,158.6,0.755,0.784
WLD_007683,-33.4,96.1,6282,1.505,1.8863,25.33,76.7,72.8,7252,6.1e-07,3.9,2.06,Fatigue Cracking,3172.7,0.866,0.43,0.865,0.803,1.68,129.5,0.864,0.948
WLD_007684,-29.8,103.0,2769,16.099,20.8193,29.32,84.0,79.8,2569,2.86e-06,1.17,1.96,Interface Delamination,1887.2,1.0,0.327,0.703,0.73,2.8,128.8,0.635,0.772
WLD_007685,-35.3,97.1,8662,0.8494,0.9197,8.27,76.5,72.7,71794,1.76e-06,6.56,2.75,Fatigue Cracking,8662.0,0.121,0.6,0.916,0.743,2.09,86.9,0.693,0.607
WLD_007686,-32.5,107.9,3579,1.0063,1.1875,18.01,100.0,95.0,23970,2.12e-06,7.05,2.42,Oxidation,3579.0,0.149,0.67,0.608,0.772,3.69,93.2,0.631,0.697
WLD_007687,-27.3,131.7,9470,4.8931,7.0083,43.23,74.6,70.9,6548,1.12e-06,3.24,2.89,Fatigue Cracking,2441.8,1.0,0.241,0.763,0.75,3.99,94.7,0.505,0.684
WLD_007688,-21.1,89.1,8600,0.9744,1.1132,14.24,82.7,78.6,10210,1.75e-06,2.09,2.27,Fatigue Cracking,5588.7,0.842,0.571,0.706,0.706,4.66,127.0,0.763,0.928
WLD_007689,-21.6,145.3,2609,1.4231,1.6191,13.78,89.8,85.3,7421,3.3e-06,14.21,2.23,Fatigue Cracking,2609.0,0.352,0.611,0.683,0.842,2.35,175.3,0.896,0.907
WLD_007690,-35.8,133.8,808,3.0243,3.4005,12.44,83.5,79.3,2676,1.11e-06,-1.45,2.33,Oxidation,808.0,0.302,0.643,0.869,0.815,0.63,91.2,0.746,0.663
WLD_007691,-28.3,104.4,7437,1.6438,2.0895,27.11,74.4,70.7,5356,1.74e-06,7.97,1.87,Fatigue Cracking,2109.8,1.0,0.401,0.861,0.772,2.94,81.9,0.63,0.882
WLD_007692,-23.0,134.8,5842,3.6099,4.4115,22.21,80.6,76.6,3461,1.39e-06,3.84,2.46,Fatigue Cracking,1626.5,1.0,0.481,0.781,0.753,2.42,118.3,0.52,0.839
WLD_007693,-37.7,111.3,5769,3.692,4.4336,20.09,77.9,74.0,16494,1.94e-06,3.43,2.07,Thermal Degradation,5769.0,0.35,0.438,0.665,0.84,0.62,153.0,0.864,0.694
WLD_007694,-28.0,148.3,7731,4.2235,5.2406,24.08,75.1,71.3,628,5.9e-07,6.53,1.87,Thermal Degradation,941.3,1.0,0.385,0.979,0.875,0.43,71.3,0.63,0.798
WLD_007695,-22.8,113.4,3139,8.5029,10.5098,23.6,87.7,83.3,9499,2.36e-06,6.42,2.71,Intermetallic Embrittlement,3139.0,0.33,0.353,0.635,0.704,1.6,79.2,0.802,0.731
WLD_007696,-36.1,93.5,7478,0.3482,0.4525,29.95,90.4,85.9,6462,1.38e-06,0.99,2.02,Fatigue Cracking,2471.5,1.0,0.452,0.919,0.821,2.98,157.1,0.882,0.918
WLD_007697,-32.4,105.3,3809,1.6859,1.7873,6.02,82.4,78.3,23402,1.81e-06,3.27,2.63,Fatigue Cracking,3809.0,0.163,0.652,0.667,0.737,2.11,172.2,0.588,0.848
WLD_007698,-31.7,84.3,5139,34.5729,45.5434,31.73,84.4,80.2,1602,4.56e-06,6.23,2.73,Fatigue Cracking,796.2,1.0,0.405,0.845,0.724,2.01,62.2,0.733,0.883
WLD_007699,-35.7,90.4,2223,4.4865,5.411,20.61,89.4,84.9,9948,2.02e-06,1.41,1.72,Intermetallic Embrittlement,2223.0,0.223,0.391,0.913,0.935,1.52,144.6,0.815,0.766
WLD_007700,-32.6,108.4,245,2.8273,2.9814,5.45,87.2,82.8,11608,7e-07,4.33,2.1,Thermal Degradation,245.0,0.021,0.631,0.976,0.873,1.39,144.5,0.837,0.726
WLD_007701,-29.6,147.6,518,35.2103,46.3668,31.69,89.4,84.9,776,8.26e-06,4.54,4.03,Interface Delamination,412.8,0.667,0.33,0.821,0.948,4.34,137.3,0.884,0.928
WLD_007702,-27.7,89.6,5674,6.3602,7.0751,11.24,85.6,81.3,14608,1.19e-06,15.5,1.8,Fatigue Cracking,5674.0,0.388,0.615,0.88,0.751,1.6,145.5,0.647,0.624
WLD_007703,-28.7,110.1,3632,3.4876,4.6248,32.61,91.6,87.1,4284,1.93e-06,5.95,2.06,Mechanical Wear,3608.3,0.848,0.532,0.858,0.853,3.42,162.2,0.615,0.648
WLD_007704,-37.8,111.4,5614,6.6636,8.5495,28.3,87.1,82.7,6973,1.62e-06,15.52,4.18,Thermal Degradation,5614.0,0.805,0.402,0.855,0.868,0.85,159.8,0.716,0.775
WLD_007705,-24.4,99.2,8481,3.8522,4.9584,28.72,71.3,67.7,8488,2.01e-06,1.8,2.17,Fatigue Cracking,4563.7,0.999,0.369,0.855,0.866,1.05,183.5,0.89,0.799
WLD_007706,-33.6,110.9,6567,8.7357,11.9308,36.57,82.2,78.1,2919,2.82e-06,3.97,2.25,Fatigue Cracking,1991.3,1.0,0.345,0.813,0.897,0.99,94.9,0.86,0.876
WLD_007707,-35.0,132.1,2243,0.8524,0.9578,12.36,90.4,85.9,13203,1.86e-06,2.75,2.33,Intermetallic Embrittlement,2157.6,0.17,0.478,0.916,0.766,3.93,102.3,0.511,0.948
WLD_007708,-29.4,108.3,1731,2.6563,3.0057,13.15,89.4,84.9,3193,6.7e-07,3.0,1.89,Thermal Degradation,1731.0,0.542,0.566,0.82,0.944,3.78,133.5,0.727,0.637
WLD_007709,-29.8,118.8,8276,0.3141,0.3871,23.25,78.7,74.8,978,1.55e-06,2.37,3.51,Fatigue Cracking,3201.5,1.0,0.461,0.657,0.756,1.53,178.8,0.507,0.615
WLD_007710,-39.7,112.1,1598,1.613,1.9475,20.74,99.6,94.6,6032,2.15e-06,7.39,2.8,Intermetallic Embrittlement,1598.0,0.265,0.441,0.89,0.827,3.41,180.4,0.752,0.826
WLD_007711,-28.4,104.2,5707,0.2056,0.253,23.04,84.8,80.5,14660,1.58e-06,12.97,1.67,Fatigue Cracking,4256.5,0.389,0.494,0.699,0.781,2.1,165.4,0.629,0.67
WLD_007712,-28.1,127.2,4537,8.6853,11.1039,27.85,80.9,76.9,1752,1.96e-06,10.28,2.46,Interface Delamination,1576.0,1.0,0.326,0.818,0.949,2.31,54.1,0.811,0.768
WLD_007713,-25.1,107.2,2053,1.3587,1.5143,11.45,97.4,92.5,26900,4.3e-07,4.74,1.73,Fatigue Cracking,2053.0,0.076,0.672,0.636,0.821,1.95,92.1,0.643,0.666
WLD_007714,-30.5,83.2,6327,4.1554,5.5805,34.3,84.3,80.0,20490,1.39e-06,6.7,2.08,Fatigue Cracking,6327.0,0.309,0.378,0.647,0.792,1.06,189.3,0.571,0.927
WLD_007715,-38.2,132.5,8557,14.2791,18.3291,28.36,75.7,71.9,1167,2.75e-06,7.16,1.9,Fatigue Cracking,622.7,1.0,0.395,0.655,0.703,2.38,61.6,0.727,0.618
WLD_007716,-38.3,141.0,5526,4.9102,5.814,18.41,87.5,83.2,1889,1.82e-06,0.6,2.29,Fatigue Cracking,515.4,1.0,0.554,0.86,0.831,1.29,160.8,0.643,0.767
WLD_007717,-20.4,131.1,5545,3.5478,4.6064,29.84,76.3,72.5,2755,4.02e-06,3.29,2.32,Fatigue Cracking,1759.3,1.0,0.383,0.73,0.72,4.15,137.8,0.52,0.772
WLD_007718,-20.9,130.5,3414,1.0003,1.1333,13.3,84.8,80.6,4463,1.56e-06,4.74,2.23,Mechanical Wear,1856.6,0.765,0.691,0.792,0.703,4.79,182.5,0.829,0.858
WLD_007719,-31.7,127.7,630,11.4554,12.0586,5.27,100.0,95.0,3462,2.98e-06,8.39,2.0,Interface Delamination,291.8,0.182,0.647,0.757,0.801,0.82,165.9,0.685,0.734
WLD_007720,-37.5,122.1,2805,23.753,30.0006,26.3,85.6,81.3,1653,1.46e-06,6.12,2.05,Interface Delamination,678.6,1.0,0.365,0.97,0.945,2.05,155.9,0.603,0.839
WLD_007721,-35.5,118.8,210,7.44,8.5315,14.67,88.9,84.5,6059,1.42e-06,12.3,2.06,Interface Delamination,210.0,0.035,0.498,0.895,0.809,3.42,59.7,0.869,0.816
WLD_007722,-36.1,148.9,8615,0.9101,1.1456,25.88,80.4,76.3,4078,6.6e-07,7.26,2.18,Thermal Degradation,910.4,1.0,0.393,0.638,0.91,3.08,182.7,0.775,0.877
WLD_007723,-23.4,99.1,2683,0.7282,0.8568,17.66,91.7,87.2,48512,1.26e-06,2.61,1.44,Intermetallic Embrittlement,2683.0,0.055,0.432,0.822,0.762,4.01,65.9,0.845,0.815
WLD_007724,-32.7,135.0,7785,3.3254,4.6042,38.45,80.4,76.4,2700,1.49e-06,3.94,2.09,Fatigue Cracking,2013.3,1.0,0.318,0.705,0.845,0.59,95.5,0.568,0.842
WLD_007725,-23.1,109.1,1370,3.1957,3.8047,19.06,97.7,92.8,5387,1.15e-06,-2.05,1.57,Intermetallic Embrittlement,1370.0,0.254,0.448,0.661,0.848,0.88,180.7,0.708,0.93
WLD_007726,-35.1,109.3,6853,4.6378,5.4808,18.18,84.3,80.1,7361,1.76e-06,9.44,3.74,Thermal Degradation,6368.4,0.931,0.49,0.653,0.77,4.97,78.6,0.893,0.624
WLD_007727,-30.9,90.5,7700,3.6799,4.7555,29.23,77.3,73.4,12287,1.81e-06,2.8,2.76,Thermal Degradation,7415.7,0.627,0.344,0.641,0.857,0.71,142.7,0.858,0.828
WLD_007728,-21.9,97.2,5948,56.462,70.607,25.05,82.8,78.7,2719,1.175e-05,1.97,4.39,Thermal Degradation,1632.4,1.0,0.414,0.909,0.813,3.77,139.4,0.899,0.77
WLD_007729,-21.3,144.7,6723,7.431,9.4158,26.71,89.0,84.6,2774,2.16e-06,-1.5,2.01,Fatigue Cracking,1231.1,1.0,0.478,0.706,0.722,1.04,141.2,0.561,0.702
WLD_007730,-31.0,89.8,3868,0.5186,0.587,13.2,85.4,81.1,20404,1.23e-06,-0.88,1.88,Oxidation,3868.0,0.19,0.645,0.683,0.751,0.69,192.9,0.596,0.725
WLD_007731,-29.9,87.2,8509,0.5807,0.7592,30.74,74.7,71.0,9420,1.77e-06,4.41,2.03,Fatigue Cracking,3763.9,0.903,0.366,0.754,0.727,4.86,80.4,0.795,0.87
WLD_007732,-24.2,112.4,782,7.8275,9.2086,17.64,92.5,87.9,4933,1.7e-06,6.24,1.93,Interface Delamination,782.0,0.159,0.486,0.91,0.754,4.95,192.5,0.531,0.681
WLD_007733,-37.6,128.0,9961,79.1403,137.4616,73.69,70.7,67.2,2319,3.95e-06,8.2,4.02,Fatigue Cracking,1203.8,1.0,0.154,0.889,0.899,3.88,196.3,0.851,0.872
WLD_007734,-29.2,130.2,9504,3.0022,4.2545,41.71,80.9,76.9,6803,1.45e-06,1.5,2.34,Fatigue Cracking,6483.7,1.0,0.288,0.749,0.881,0.47,89.6,0.786,0.83
WLD_007735,-33.8,108.0,9473,4.1186,5.6664,37.58,71.7,68.1,3472,2.69e-06,6.3,1.76,Fatigue Cracking,1820.4,1.0,0.283,0.826,0.749,1.71,74.8,0.809,0.622
WLD_007736,-22.0,110.9,4858,3.7603,4.8062,27.82,85.5,81.2,2410,1.35e-06,1.88,3.14,Mechanical Wear,1335.2,1.0,0.549,0.941,0.849,4.74,129.2,0.791,0.888
WLD_007737,-26.1,137.6,3851,1.9654,2.4835,26.36,88.5,84.1,1717,2.18e-06,6.7,2.14,Thermal Degradation,1360.6,1.0,0.429,0.685,0.91,1.83,53.9,0.779,0.814
WLD_007738,-38.1,148.2,4725,5.6359,7.0758,25.55,73.9,70.2,2657,1.6e-06,6.18,1.49,Intermetallic Embrittlement,1323.0,1.0,0.264,0.767,0.833,1.12,87.3,0.653,0.731
WLD_007739,-36.6,140.1,7820,0.268,0.3656,36.42,78.5,74.6,5629,1.79e-06,6.45,2.14,Fatigue Cracking,2101.9,1.0,0.328,0.763,0.859,0.5,105.8,0.597,0.612
WLD_007740,-28.9,88.9,8634,5.8596,8.3855,43.11,75.6,71.8,33324,2.47e-06,7.46,3.17,Fatigue Cracking,8634.0,0.259,0.247,0.879,0.9,2.49,128.4,0.528,0.714
WLD_007741,-23.2,109.0,1264,2.2391,2.5591,14.29,92.8,88.1,40362,1.47e-06,3.67,1.86,Thermal Degradation,1264.0,0.031,0.571,0.913,0.87,3.38,145.6,0.715,0.838
WLD_007742,-28.6,110.1,5846,1.1119,1.2429,11.79,78.4,74.5,3212,9.5e-07,2.17,3.08,Thermal Degradation,2604.8,1.0,0.524,0.642,0.827,3.44,96.0,0.517,0.906
WLD_007743,-27.7,131.8,6236,0.1432,0.1782,24.44,89.8,85.3,11786,1.99e-06,12.28,2.27,Fatigue Cracking,6236.0,0.529,0.504,0.86,0.811,2.89,150.8,0.88,0.716
WLD_007744,-37.4,135.6,5166,4.3998,5.6575,28.58,76.3,72.5,1876,1.81e-06,-1.16,1.76,Thermal Degradation,716.0,1.0,0.346,0.929,0.949,3.72,102.2,0.705,0.605
WLD_007745,-39.0,112.2,6004,0.4655,0.5585,19.97,89.1,84.6,32762,1.36e-06,4.25,1.75,Fatigue Cracking,5975.5,0.183,0.546,0.8,0.799,0.95,187.2,0.779,0.687
WLD_007746,-24.3,83.6,6757,9.302,12.6097,35.56,66.3,63.0,8861,1.07e-06,7.27,1.79,Thermal Degradation,6757.0,0.763,0.226,0.753,0.927,0.57,146.8,0.571,0.889
WLD_007747,-31.1,133.1,2663,1.4609,1.6305,11.61,93.1,88.5,30588,1.42e-06,1.7,1.26,Intermetallic Embrittlement,2663.0,0.087,0.499,0.892,0.925,3.16,90.3,0.848,0.94
WLD_007748,-36.3,93.6,8553,1.4109,1.8658,32.24,84.7,80.4,41784,1.43e-06,6.41,1.98,Fatigue Cracking,8553.0,0.205,0.401,0.689,0.887,1.99,58.5,0.636,0.939
WLD_007749,-30.2,87.7,1225,2.6089,3.0385,16.47,79.3,75.3,15584,1.41e-06,7.91,2.35,Intermetallic Embrittlement,1225.0,0.079,0.382,0.866,0.9,1.4,146.5,0.602,0.87
WLD_007750,-24.5,95.2,5375,2.1151,2.6305,24.37,87.3,83.0,6754,2.09e-06,7.57,1.82,Thermal Degradation,3716.0,0.796,0.443,0.713,0.796,4.83,111.6,0.62,0.895
WLD_007751,-28.4,85.7,9047,1.4079,1.8891,34.18,77.6,73.7,20262,1.65e-06,4.68,2.1,Fatigue Cracking,9047.0,0.446,0.346,0.654,0.706,4.52,155.8,0.719,0.835
WLD_007752,-36.2,129.3,3993,0.7612,0.9394,23.41,86.0,81.7,12009,7.4e-07,6.45,1.81,Intermetallic Embrittlement,3993.0,0.332,0.346,0.709,0.924,4.39,159.8,0.785,0.928
WLD_007753,-21.7,115.8,1509,1.5511,1.7449,12.49,96.1,91.3,4963,1.63e-06,3.22,1.76,Interface Delamination,1509.0,0.304,0.556,0.601,0.924,1.23,72.4,0.871,0.777
WLD_007754,-39.8,109.0,6050,2.379,2.9133,22.46,82.8,78.7,7903,1.06e-06,3.24,1.86,Fatigue Cracking,5358.1,0.765,0.49,0.863,0.881,4.95,73.4,0.568,0.756
WLD_007755,-23.2,139.9,1571,0.9706,1.1705,20.59,78.2,74.3,3778,1.66e-06,-1.51,1.9,Fatigue Cracking,1571.0,0.416,0.485,0.961,0.881,4.28,109.8,0.698,0.895
WLD_007756,-34.4,125.6,1622,0.4134,0.5043,21.98,98.5,93.6,6042,2.2e-06,10.82,3.09,Oxidation,1533.5,0.268,0.623,0.794,0.841,4.64,165.9,0.576,0.792
WLD_007757,-26.3,91.8,1157,1.1461,1.2932,12.83,93.3,88.7,50860,1.02e-06,1.04,2.09,Intermetallic Embrittlement,1157.0,0.023,0.488,0.803,0.915,0.88,181.8,0.798,0.669
WLD_007758,-37.5,106.0,7837,1.1358,1.5028,32.31,72.5,68.8,26357,1.23e-06,9.15,2.99,Fatigue Cracking,6692.4,0.297,0.339,0.873,0.712,3.74,95.2,0.702,0.718
WLD_007759,-28.2,102.9,713,5.3332,6.1014,14.4,100.0,95.0,5979,2.75e-06,12.06,2.63,Interface Delamination,713.0,0.119,0.556,0.93,0.724,2.12,172.1,0.863,0.735
WLD_007760,-39.4,82.7,6704,2.112,2.9608,40.19,83.0,78.8,44660,1.65e-06,12.93,2.54,Fatigue Cracking,6704.0,0.15,0.313,0.975,0.75,4.07,59.3,0.564,0.855
WLD_007761,-22.1,125.4,4883,1.4374,1.9408,35.02,84.4,80.2,2468,1.61e-06,6.5,2.01,Oxidation,3737.0,1.0,0.422,0.949,0.725,4.33,171.1,0.699,0.89
WLD_007762,-20.5,116.9,6388,6.3917,7.4118,15.96,73.8,70.1,3305,2.82e-06,6.95,2.54,Thermal Degradation,1514.8,1.0,0.459,0.968,0.784,2.25,51.7,0.558,0.658
WLD_007763,-27.3,131.4,4041,4.808,6.389,32.88,87.7,83.3,459,3.24e-06,-1.18,2.09,Interface Delamination,1977.0,1.0,0.309,0.937,0.711,4.99,186.6,0.736,0.942
WLD_007764,-31.0,145.2,7868,0.5089,0.7171,40.92,77.9,74.0,2763,1.53e-06,6.91,1.84,Fatigue Cracking,926.0,1.0,0.28,0.799,0.946,2.72,125.9,0.797,0.93
WLD_007765,-37.8,83.7,8565,14.3018,19.9397,39.42,70.2,66.6,2926,1.96e-06,3.69,1.59,Fatigue Cracking,1776.4,1.0,0.257,0.88,0.765,4.62,165.4,0.856,0.772
WLD_007766,-38.3,109.9,4611,1.3156,1.4919,13.4,86.7,82.3,9685,2.05e-06,0.93,1.88,Mechanical Wear,4611.0,0.476,0.699,0.834,0.726,4.1,147.3,0.724,0.606
WLD_007767,-31.0,140.8,8513,24.8434,34.1269,37.37,70.0,66.5,952,3.21e-06,1.43,2.69,Fatigue Cracking,616.2,1.0,0.276,0.964,0.74,1.09,150.7,0.578,0.713
WLD_007768,-22.7,111.5,629,1.4779,1.688,14.21,88.8,84.4,5774,1.26e-06,0.84,3.42,Interface Delamination,629.0,0.109,0.502,0.912,0.749,3.97,72.1,0.881,0.671
WLD_007769,-31.5,81.2,4520,3.9363,4.6243,17.48,88.1,83.7,25628,1.25e-06,3.64,1.96,Mechanical Wear,4520.0,0.176,0.666,0.708,0.886,4.48,128.9,0.544,0.839
WLD_007770,-33.3,128.0,4803,2.7631,3.0481,10.31,81.4,77.4,3614,1.66e-06,2.25,2.11,Interface Delamination,1634.5,1.0,0.504,0.979,0.786,4.97,150.8,0.775,0.931
WLD_007771,-32.8,142.0,2647,36.281,49.0242,35.12,89.6,85.1,750,5.05e-06,-0.21,2.54,Interface Delamination,397.5,1.0,0.297,0.738,0.804,0.79,134.5,0.557,0.747
WLD_007772,-31.9,136.5,1261,0.6192,0.701,13.21,88.4,84.0,18882,1.09e-06,2.77,1.92,Intermetallic Embrittlement,1261.0,0.067,0.46,0.635,0.937,2.29,130.4,0.537,0.637
WLD_007773,-30.5,99.5,6421,0.1672,0.2047,22.46,84.9,80.7,9127,1.57e-06,1.24,3.26,Thermal Degradation,2239.9,0.703,0.45,0.897,0.783,1.91,119.5,0.661,0.7
WLD_007774,-29.6,142.0,3683,0.0571,0.0647,13.23,89.8,85.3,11930,1.1e-06,8.77,2.69,Intermetallic Embrittlement,3683.0,0.309,0.467,0.668,0.755,2.3,157.6,0.749,0.746
WLD_007775,-21.0,82.6,8798,11.6644,12.077,3.54,73.8,70.1,10304,1.57e-06,0.73,4.15,Thermal Degradation,4727.6,0.854,0.584,0.651,0.802,4.93,136.0,0.548,0.658
WLD_007776,-24.2,87.4,9300,2.7389,3.5655,30.18,79.0,75.0,14648,1.37e-06,1.2,1.73,Thermal Degradation,5217.1,0.635,0.343,0.738,0.845,3.27,82.5,0.684,0.726
WLD_007777,-29.0,106.8,9115,21.8907,31.5177,43.98,74.6,70.8,28743,2.11e-06,7.92,2.01,Fatigue Cracking,9115.0,0.317,0.233,0.816,0.872,2.28,60.1,0.561,0.776
WLD_007778,-34.8,142.6,1198,1.1813,1.3282,12.43,100.0,95.0,3083,1.16e-06,-2.57,2.13,Intermetallic Embrittlement,1198.0,0.388,0.526,0.705,0.848,1.74,139.1,0.501,0.796
WLD_007779,-31.8,130.2,5198,14.1367,19.2992,36.52,72.9,69.3,5322,2.83e-06,6.15,2.49,Fatigue Cracking,1912.5,0.977,0.3,0.874,0.748,4.32,119.1,0.664,0.618
WLD_007780,-30.3,82.4,1838,3.8074,4.4851,17.8,86.4,82.1,18722,2.28e-06,5.76,2.21,Intermetallic Embrittlement,1838.0,0.098,0.404,0.691,0.905,3.05,178.8,0.621,0.705
WLD_007781,-21.9,84.6,9961,1.4523,1.9608,35.01,73.1,69.5,8266,1.01e-06,2.2,1.76,Thermal Degradation,3270.0,1.0,0.266,0.724,0.783,0.47,57.0,0.501,0.931
WLD_007782,-22.1,102.5,4896,1.7647,2.35,33.17,85.1,80.9,14664,8.5e-07,3.92,1.91,Oxidation,4242.1,0.334,0.444,0.759,0.849,0.46,88.8,0.712,0.849
WLD_007783,-22.9,134.5,6112,4.9123,6.2225,26.67,90.0,85.5,9130,2.01e-06,5.31,2.15,Fatigue Cracking,6112.0,0.669,0.483,0.768,0.766,2.26,75.3,0.84,0.653
WLD_007784,-33.2,108.2,2544,3.3563,4.0765,21.46,86.0,81.7,14093,1.37e-06,13.0,4.06,Mechanical Wear,2544.0,0.181,0.615,0.961,0.938,3.22,177.9,0.842,0.633
