sample_id,anode_material,cathode_material,tab_thickness_um,anode_surface_finish,cathode_surface_finish,welding_technique,power_W,amplitude_um,force_N,time_s,speed_mm_s,pulse_frequency_Hz,preheat_temperature_C,ambient_temperature_C,ambient_humidity_percent,electrode_material,shielding_gas,surface_roughness_um
WLD_009302,Aluminum,Steel,380.3,Nickel-plated,Nickel-plated,Cold Welding,3233.4,66.0,2946.4,2.702,,148.8,113.0,21.0,55.1,Tungsten,Air,2.08
WLD_009303,Aluminum,Steel,158.2,Nickel-plated,Silver-plated,Friction Stir Welding,2882.5,80.3,1213.6,3.618,,463.1,142.1,27.1,42.5,Molybdenum,Argon,1.55
WLD_009304,Brass,Aluminum,385.8,Anodized,Passivated,Electron Beam Welding,2398.2,,1130.1,1.48,69.6,154.2,75.4,19.9,37.4,Graphite,Argon,3.14
WLD_009305,Aluminum,Aluminum,366.0,Passivated,Nickel-plated,Cold Welding,3287.0,,1166.3,0.694,182.5,,77.5,27.2,41.7,Copper,Argon,3.82
WLD_009306,Copper,Nickel,215.1,Passivated,Electropolished,Ultrasonic Welding,1232.5,14.1,864.4,1.89,,,45.3,26.3,78.9,Molybdenum,Helium,4.32
WLD_009307,Copper,Nickel,471.0,Bare,Oxide-cleaned,Ultrasonic Welding,2197.4,26.5,716.7,0.676,,,89.4,30.6,52.0,Tungsten,Nitrogen,2.59
WLD_009308,Copper,Steel,479.5,Passivated,Tin-plated,Electron Beam Welding,1937.4,,1531.3,3.784,38.6,176.7,49.6,24.7,59.9,Tungsten,Nitrogen,4.49
WLD_009309,Brass,Aluminum,282.3,Anodized,Electropolished,Electron Beam Welding,3278.5,,2358.8,0.077,,,127.3,20.4,37.6,Molybdenum,None,0.66
WLD_009310,Copper,Nickel,214.0,Electropolished,Silver-plated,Friction Stir Welding,2622.9,78.9,1503.8,0.819,,,136.6,27.4,66.4,Copper,None,0.36
WLD_009311,Aluminum,Steel,108.0,Bare,Bare,Resistance Spot Welding,6982.5,,2598.8,0.565,,,51.4,27.9,45.5,Copper,Argon,1.76
WLD_009312,Aluminum,Aluminum,457.0,Passivated,Bare,Friction Stir Welding,2200.6,7.8,2194.5,4.606,54.1,,36.1,22.0,55.1,Tungsten,Nitrogen,1.36
WLD_009313,Aluminum,Aluminum,107.6,Anodized,Oxide-cleaned,Cold Welding,1357.6,71.9,1135.6,0.645,,36.4,115.6,18.9,35.7,Graphite,Nitrogen,4.81
WLD_009314,Copper,Nickel,352.8,Oxide-cleaned,Silver-plated,Cold Welding,1884.9,,1881.1,2.023,57.6,384.7,58.5,32.5,68.5,Molybdenum,None,2.09
WLD_009315,Titanium,Copper,171.3,Bare,Tin-plated,Laser Welding,1384.5,,496.0,0.022,120.2,118.7,36.3,27.5,51.4,Copper,Air,0.37
WLD_009316,Nickel,Copper,154.0,Bare,Oxide-cleaned,Cold Welding,1105.2,,1067.4,3.313,,217.1,123.3,31.9,53.0,Graphite,None,3.02
WLD_009317,Copper,Nickel,338.9,Nickel-plated,Silver-plated,Ultrasonic Welding,2671.5,30.3,319.8,1.279,,,100.6,33.9,34.5,Copper,Argon,0.3
WLD_009318,Copper,Aluminum,287.8,Oxide-cleaned,Passivated,Resistance Spot Welding,3263.9,,3770.5,0.672,,,85.6,19.2,47.8,Graphite,Argon,1.39
WLD_009319,Aluminum,Steel,254.1,Silver-plated,Bare,Resistance Spot Welding,6189.0,,3875.1,0.24,,,58.1,34.7,58.5,Copper,Air,4.31
WLD_009320,Copper,Aluminum,187.5,Passivated,Nickel-plated,Electron Beam Welding,416.2,,1588.3,0.496,59.3,487.5,115.5,28.0,61.4,Graphite,Nitrogen,4.42
WLD_009321,Copper,Steel,104.4,Oxide-cleaned,Electropolished,Laser Welding,192.9,,450.8,0.006,160.4,543.8,75.3,26.2,64.0,Tungsten,Argon,1.84
WLD_009322,Nickel,Copper,496.0,Silver-plated,Electropolished,Resistance Spot Welding,7102.9,,1421.2,0.142,,,83.2,19.7,33.8,Molybdenum,Air,4.32
WLD_009323,Aluminum,Aluminum,301.4,Electropolished,Electropolished,Cold Welding,1776.5,,453.5,3.585,,397.2,123.6,22.0,65.7,Copper,Nitrogen,1.21
WLD_009324,Aluminum,Aluminum,329.4,Silver-plated,Tin-plated,Resistance Spot Welding,6610.2,,3208.0,0.236,,,119.7,33.0,47.9,Copper,Air,3.57
WLD_009325,Aluminum,Aluminum,132.1,Tin-plated,Bare,Friction Stir Welding,3867.5,,2814.2,0.781,,325.0,53.8,19.3,37.6,Copper,Air,0.93
WLD_009326,Brass,Aluminum,432.2,Silver-plated,Oxide-cleaned,Electron Beam Welding,2272.6,69.8,2074.2,3.918,275.4,,109.7,22.0,70.4,Copper,None,0.14
WLD_009327,Copper,Nickel,428.1,Oxide-cleaned,Oxide-cleaned,Resistance Spot Welding,3649.7,,1982.7,0.115,,,100.0,26.4,39.9,Copper,Air,2.82
WLD_009328,Aluminum,Steel,85.0,Electropolished,Oxide-cleaned,Electron Beam Welding,1050.5,,1345.0,4.721,255.7,,110.2,29.6,78.1,Copper,Argon,0.67
WLD_009329,Copper,Aluminum,228.3,Bare,Nickel-plated,Cold Welding,1714.4,28.5,2949.5,0.875,53.8,,148.3,30.5,39.8,Tungsten,Nitrogen,2.17
WLD_009330,Copper,Aluminum,294.2,Nickel-plated,Bare,Electron Beam Welding,213.8,,1532.4,2.427,212.8,483.4,146.4,19.6,40.4,Molybdenum,Nitrogen,3.65
WLD_009331,Copper,Nickel,348.5,Nickel-plated,Oxide-cleaned,Cold Welding,2158.3,,1051.8,2.395,,,98.2,30.2,44.2,Tungsten,Nitrogen,4.73
WLD_009332,Copper,Nickel,77.7,Silver-plated,Passivated,Resistance Spot Welding,6165.9,,3669.5,0.876,,,25.7,30.8,56.9,Molybdenum,Air,3.56
WLD_009333,Aluminum,Aluminum,168.9,Nickel-plated,Tin-plated,Cold Welding,717.0,22.5,2169.9,3.957,99.2,253.3,42.9,19.6,35.2,Tungsten,None,2.36
WLD_009334,Copper,Aluminum,389.9,Passivated,Passivated,Cold Welding,492.3,,1830.2,2.402,85.4,,38.4,28.0,77.0,Molybdenum,Air,1.02
WLD_009335,Copper,Aluminum,395.5,Passivated,Tin-plated,Electron Beam Welding,3772.9,,2615.9,3.917,,467.2,59.7,18.9,41.1,Molybdenum,Argon,4.42
WLD_009336,Aluminum,Aluminum,76.8,Passivated,Anodized,Cold Welding,599.4,97.8,800.4,1.147,217.3,,92.9,30.5,53.9,Molybdenum,Argon,2.09
WLD_009337,Copper,Aluminum,207.8,Nickel-plated,Silver-plated,Ultrasonic Welding,1179.7,28.2,1229.6,0.593,,,149.1,24.3,52.4,Tungsten,Air,2.88
WLD_009338,Brass,Aluminum,474.3,Electropolished,Electropolished,Cold Welding,2858.8,34.6,1576.8,2.523,83.1,,143.4,21.3,35.7,Tungsten,Nitrogen,2.25
WLD_009339,Brass,Aluminum,343.6,Silver-plated,Tin-plated,Ultrasonic Welding,2511.0,28.1,214.7,1.963,,,142.9,20.4,43.3,Graphite,Helium,3.34
WLD_009340,Aluminum,Aluminum,64.7,Silver-plated,Silver-plated,Cold Welding,2765.1,,1833.5,3.363,,49.5,85.9,25.5,74.8,Graphite,Helium,2.22
WLD_009341,Copper,Aluminum,489.5,Silver-plated,Oxide-cleaned,Electron Beam Welding,1682.9,52.5,53.4,0.507,218.5,,144.2,26.3,61.3,Tungsten,Air,0.47
WLD_009342,Nickel,Copper,303.1,Oxide-cleaned,Oxide-cleaned,Laser Welding,635.1,,430.6,0.016,156.4,388.3,105.7,24.1,57.4,Copper,Helium,3.51
WLD_009343,Copper,Steel,360.4,Nickel-plated,Silver-plated,Electron Beam Welding,598.2,22.6,2527.2,4.126,,,95.7,19.2,75.9,Molybdenum,None,4.88
WLD_009344,Titanium,Copper,212.2,Tin-plated,Nickel-plated,Laser Welding,431.0,,433.3,0.096,179.9,100.5,35.3,28.1,77.0,Tungsten,None,3.94
WLD_009345,Aluminum,Aluminum,448.9,Electropolished,Electropolished,Ultrasonic Welding,2714.3,19.2,1973.2,1.032,,,133.1,34.1,53.8,Copper,Argon,0.65
WLD_009346,Brass,Aluminum,152.1,Oxide-cleaned,Bare,Cold Welding,3739.4,,1665.0,2.386,,200.4,125.8,25.1,31.5,Graphite,Argon,2.5
WLD_009347,Copper,Steel,51.4,Electropolished,Nickel-plated,Laser Welding,1927.5,,369.6,0.029,180.2,508.7,139.4,29.0,33.3,Tungsten,Air,1.66
WLD_009348,Copper,Nickel,382.7,Anodized,Nickel-plated,Cold Welding,1443.5,,729.2,3.858,,280.8,79.8,20.1,46.8,Copper,Air,2.54
WLD_009349,Copper,Nickel,435.8,Tin-plated,Anodized,Friction Stir Welding,1589.8,,567.8,2.982,,351.3,51.3,33.2,71.5,Graphite,Argon,2.37
WLD_009350,Brass,Aluminum,288.2,Passivated,Anodized,Electron Beam Welding,3672.7,,2476.1,4.415,,305.3,32.9,25.2,67.2,Tungsten,Helium,2.67
WLD_009351,Copper,Steel,149.4,Passivated,Nickel-plated,Laser Welding,1089.7,,477.4,0.048,114.8,764.2,127.4,30.9,62.2,Tungsten,Helium,3.56
WLD_009352,Aluminum,Aluminum,334.9,Nickel-plated,Passivated,Laser Welding,413.1,,216.5,0.087,80.7,284.7,59.0,24.3,61.4,Tungsten,Nitrogen,2.1
WLD_009353,Aluminum,Aluminum,207.7,Anodized,Nickel-plated,Friction Stir Welding,715.7,10.7,584.5,1.67,,,110.2,27.3,62.4,Copper,Air,4.31
WLD_009354,Titanium,Copper,392.9,Passivated,Silver-plated,Laser Welding,591.3,,363.7,0.073,54.9,519.4,23.5,33.7,58.8,Molybdenum,None,3.35
WLD_009355,Nickel,Copper,474.9,Silver-plated,Passivated,Resistance Spot Welding,2360.8,,3031.4,0.713,,,81.4,30.6,37.9,Graphite,Air,0.12
WLD_009356,Brass,Aluminum,77.6,Electropolished,Electropolished,Friction Stir Welding,2723.9,34.4,1343.2,0.111,,,128.7,27.1,74.6,Molybdenum,Nitrogen,0.43
WLD_009357,Copper,Steel,394.5,Silver-plated,Anodized,Friction Stir Welding,1980.3,53.8,415.9,2.467,,81.0,104.9,19.4,70.1,Copper,Argon,4.14
WLD_009358,Aluminum,Steel,157.3,Nickel-plated,Anodized,Electron Beam Welding,1180.2,21.6,877.8,2.866,105.7,,32.4,32.2,34.9,Graphite,None,1.6
WLD_009359,Nickel,Copper,92.6,Nickel-plated,Tin-plated,Laser Welding,253.3,,183.4,0.076,94.0,210.8,40.3,19.1,71.4,Molybdenum,Helium,4.2
WLD_009360,Aluminum,Aluminum,359.9,Tin-plated,Tin-plated,Friction Stir Welding,625.9,,672.8,3.85,217.1,213.3,140.3,31.4,33.8,Copper,Nitrogen,3.23
WLD_009361,Titanium,Copper,428.8,Tin-plated,Passivated,Ultrasonic Welding,2127.9,46.6,369.2,1.133,,,53.0,31.0,78.4,Tungsten,Helium,3.77
WLD_009362,Copper,Steel,461.9,Tin-plated,Tin-plated,Cold Welding,2781.1,,182.9,1.406,123.8,187.2,127.8,25.6,31.0,Molybdenum,None,4.57
WLD_009363,Titanium,Copper,205.4,Oxide-cleaned,Electropolished,Electron Beam Welding,2985.0,98.3,1692.6,3.421,,171.3,92.5,20.2,74.9,Tungsten,Helium,0.87
WLD_009364,Copper,Steel,245.0,Bare,Tin-plated,Electron Beam Welding,1709.5,,947.7,0.47,,,80.1,29.5,78.9,Graphite,Nitrogen,4.55
WLD_009365,Aluminum,Steel,97.2,Tin-plated,Electropolished,Laser Welding,787.5,,398.6,0.014,110.0,339.0,21.4,24.8,53.5,Copper,Nitrogen,0.56
WLD_009366,Aluminum,Steel,248.5,Electropolished,Bare,Resistance Spot Welding,6202.2,,2737.7,0.22,,,119.1,18.2,42.3,Copper,Helium,3.29
WLD_009367,Aluminum,Steel,60.3,Nickel-plated,Passivated,Friction Stir Welding,1778.5,11.4,2795.9,1.816,,,39.9,22.2,44.3,Graphite,Air,3.68
WLD_009368,Copper,Steel,91.0,Passivated,Passivated,Ultrasonic Welding,1549.3,37.2,1291.6,1.69,,,77.3,34.8,74.4,Molybdenum,Helium,0.64
WLD_009369,Copper,Aluminum,224.1,Bare,Electropolished,Laser Welding,1908.2,,304.8,0.084,120.5,476.8,136.6,28.9,31.3,Graphite,Helium,1.31
WLD_009370,Copper,Nickel,290.5,Tin-plated,Anodized,Laser Welding,442.8,,104.9,0.047,62.1,943.2,65.8,22.5,35.1,Molybdenum,Air,1.99
WLD_009371,Copper,Steel,66.5,Tin-plated,Electropolished,Friction Stir Welding,2866.8,66.2,2326.6,4.119,,266.2,132.3,29.2,60.9,Graphite,Nitrogen,1.43
WLD_009372,Aluminum,Steel,184.9,Silver-plated,Bare,Friction Stir Welding,589.1,45.3,2270.7,0.437,156.8,240.6,52.0,33.3,46.1,Graphite,Argon,3.69
WLD_009373,Copper,Aluminum,64.8,Anodized,Anodized,Friction Stir Welding,1482.0,31.5,1827.2,1.026,17.7,481.6,66.2,21.7,70.4,Molybdenum,Nitrogen,0.95
WLD_009374,Aluminum,Aluminum,139.2,Passivated,Silver-plated,Electron Beam Welding,2986.7,50.9,2742.8,2.517,,,135.4,20.2,72.3,Tungsten,Argon,1.74
WLD_009375,Aluminum,Aluminum,478.3,Tin-plated,Passivated,Laser Welding,564.2,,253.5,0.04,86.7,252.8,63.4,24.8,67.2,Molybdenum,Argon,0.34
WLD_009376,Nickel,Copper,311.5,Bare,Bare,Laser Welding,1202.0,,399.8,0.011,33.2,74.3,102.3,24.5,58.9,Copper,Air,2.23
WLD_009377,Aluminum,Aluminum,359.3,Passivated,Nickel-plated,Ultrasonic Welding,2593.5,45.8,574.4,0.641,,,57.1,24.4,61.3,Tungsten,Argon,0.13
WLD_009378,Copper,Steel,347.3,Silver-plated,Silver-plated,Friction Stir Welding,3857.1,21.8,2782.7,2.428,,,138.8,34.4,78.3,Molybdenum,Nitrogen,4.27
WLD_009379,Titanium,Copper,367.8,Passivated,Bare,Cold Welding,1985.4,95.6,2004.6,4.678,72.2,273.3,54.1,20.6,64.3,Molybdenum,Nitrogen,4.9
WLD_009380,Brass,Aluminum,451.3,Nickel-plated,Electropolished,Ultrasonic Welding,547.3,39.2,399.1,1.313,,,45.9,18.6,31.1,Tungsten,None,4.16
WLD_009381,Titanium,Copper,314.8,Silver-plated,Oxide-cleaned,Ultrasonic Welding,1930.2,36.8,1276.5,0.55,,,99.4,25.7,50.7,Graphite,Helium,3.32
WLD_009382,Copper,Aluminum,451.4,Passivated,Anodized,Electron Beam Welding,2857.8,30.6,2960.8,2.193,194.5,,63.5,29.6,61.7,Molybdenum,Nitrogen,4.75
WLD_009383,Copper,Nickel,299.2,Tin-plated,Oxide-cleaned,Resistance Spot Welding,6703.6,,4419.5,0.957,,,138.2,32.1,73.6,Graphite,Air,1.31
WLD_009384,Titanium,Copper,465.8,Nickel-plated,Bare,Friction Stir Welding,1987.4,,2117.0,0.953,220.9,,88.9,34.4,33.3,Molybdenum,None,4.26
WLD_009385,Brass,Aluminum,371.3,Tin-plated,Bare,Resistance Spot Welding,6607.7,,3068.0,0.588,,,100.6,30.0,71.1,Copper,Helium,0.24
WLD_009386,Copper,Aluminum,437.1,Passivated,Anodized,Friction Stir Welding,1653.9,,2906.3,1.194,180.0,,47.2,34.9,77.0,Copper,Helium,4.2
WLD_009387,Brass,Aluminum,106.8,Passivated,Passivated,Cold Welding,1868.1,71.8,922.8,0.365,,,77.7,19.1,54.0,Molybdenum,Nitrogen,3.15
WLD_009388,Aluminum,Steel,401.9,Electropolished,Oxide-cleaned,Electron Beam Welding,2286.4,,644.3,1.143,,412.4,114.5,25.4,40.6,Copper,Helium,2.89
WLD_009389,Aluminum,Steel,228.2,Bare,Tin-plated,Laser Welding,1050.0,,441.4,0.019,23.7,260.4,33.5,21.8,32.9,Tungsten,Argon,3.83
WLD_009390,Nickel,Copper,488.5,Electropolished,Silver-plated,Resistance Spot Welding,2936.5,,733.7,0.387,,,72.9,29.5,39.3,Tungsten,Helium,0.3
WLD_009391,Nickel,Copper,460.4,Anodized,Bare,Laser Welding,520.0,,259.2,0.058,28.7,911.2,47.8,29.3,67.8,Tungsten,Nitrogen,4.61
WLD_009392,Aluminum,Steel,448.3,Silver-plated,Anodized,Friction Stir Welding,2552.0,50.3,437.1,3.998,,,39.8,33.5,44.3,Graphite,None,4.71
WLD_009393,Copper,Aluminum,440.6,Tin-plated,Tin-plated,Friction Stir Welding,2904.8,7.3,728.4,1.015,125.6,134.9,53.1,23.4,50.9,Molybdenum,Argon,3.15
WLD_009394,Brass,Aluminum,154.7,Tin-plated,Tin-plated,Ultrasonic Welding,661.4,40.0,556.1,1.284,,,140.3,34.4,45.5,Copper,Argon,3.92
WLD_009395,Copper,Aluminum,197.8,Oxide-cleaned,Bare,Resistance Spot Welding,2894.3,,2217.7,0.969,,,138.0,21.4,58.6,Tungsten,Nitrogen,2.74
WLD_009396,Aluminum,Steel,466.5,Nickel-plated,Anodized,Cold Welding,2945.7,,1515.8,0.793,,,49.4,20.2,77.7,Tungsten,Air,2.85
WLD_009397,Aluminum,Aluminum,308.8,Oxide-cleaned,Bare,Electron Beam Welding,2328.5,62.2,980.4,2.03,20.0,160.7,71.7,33.1,44.1,Molybdenum,Helium,0.83
WLD_009398,Nickel,Copper,107.8,Silver-plated,Bare,Laser Welding,750.7,,213.3,0.029,163.9,353.9,83.8,21.8,31.4,Tungsten,Argon,4.55
WLD_009399,Aluminum,Aluminum,142.2,Bare,Bare,Laser Welding,964.2,,331.6,0.097,183.2,357.7,43.0,29.2,78.2,Graphite,Nitrogen,1.47
WLD_009400,Copper,Aluminum,317.3,Silver-plated,Anodized,Laser Welding,1085.3,,10.2,0.035,40.0,878.3,94.2,29.2,51.2,Copper,Argon,1.41
WLD_009401,Titanium,Copper,244.4,Anodized,Oxide-cleaned,Cold Welding,3874.1,,698.6,2.907,138.7,,100.9,24.5,69.4,Tungsten,Nitrogen,4.81
WLD_009402,Brass,Aluminum,153.8,Passivated,Silver-plated,Ultrasonic Welding,1958.1,50.0,745.0,1.761,,,131.8,34.7,79.2,Graphite,Helium,4.58
WLD_009403,Copper,Nickel,265.2,Bare,Passivated,Friction Stir Welding,1715.3,76.9,2605.0,3.799,,,111.4,21.1,34.4,Tungsten,Argon,1.49
WLD_009404,Copper,Aluminum,61.6,Bare,Tin-plated,Laser Welding,1403.3,,398.5,0.064,59.8,957.2,37.7,22.1,35.3,Copper,Air,1.62
WLD_009405,Aluminum,Aluminum,177.6,Bare,Tin-plated,Friction Stir Welding,2061.0,,1782.8,3.247,,,59.4,22.1,44.7,Tungsten,Nitrogen,1.84
WLD_009406,Copper,Aluminum,452.6,Silver-plated,Tin-plated,Ultrasonic Welding,2271.7,15.9,640.4,1.08,,,120.9,34.0,75.5,Tungsten,Air,2.27
WLD_009407,Aluminum,Steel,486.0,Oxide-cleaned,Bare,Resistance Spot Welding,1399.1,,4106.2,0.876,,,135.8,30.8,73.8,Graphite,Nitrogen,0.75
WLD_009408,Nickel,Copper,173.3,Bare,Electropolished,Electron Beam Welding,2376.5,11.2,882.9,0.894,,,63.0,19.7,73.8,Graphite,None,1.38
WLD_009409,Nickel,Copper,432.9,Passivated,Tin-plated,Ultrasonic Welding,670.0,47.4,1776.7,1.387,,,47.4,21.7,77.0,Copper,Nitrogen,4.68
WLD_009410,Copper,Steel,84.6,Anodized,Anodized,Resistance Spot Welding,5988.2,,597.7,0.116,,,141.4,32.0,43.8,Tungsten,Nitrogen,4.09
WLD_009411,Nickel,Copper,253.1,Silver-plated,Passivated,Friction Stir Welding,200.3,,295.1,1.347,279.7,,126.7,31.1,30.8,Copper,Air,3.22
WLD_009412,Nickel,Copper,417.1,Nickel-plated,Tin-plated,Cold Welding,2242.0,89.8,691.4,3.035,45.5,,41.0,18.7,48.8,Graphite,Air,4.39
WLD_009413,Nickel,Copper,416.5,Silver-plated,Electropolished,Resistance Spot Welding,2624.0,,2973.5,0.535,,,70.0,31.1,52.8,Tungsten,Nitrogen,4.6
WLD_009414,Copper,Aluminum,402.3,Electropolished,Silver-plated,Cold Welding,2507.3,,286.5,2.594,91.9,,108.7,19.7,73.8,Tungsten,Helium,1.27
WLD_009415,Nickel,Copper,240.0,Passivated,Nickel-plated,Ultrasonic Welding,2285.2,49.0,1039.4,0.403,,,123.1,32.5,67.4,Molybdenum,Air,3.27
WLD_009416,Copper,Nickel,57.2,Tin-plated,Oxide-cleaned,Cold Welding,2425.9,,884.0,4.385,236.6,,78.6,22.2,72.5,Tungsten,Helium,0.2
WLD_009417,Aluminum,Aluminum,295.8,Bare,Nickel-plated,Electron Beam Welding,3976.7,86.0,1121.5,4.608,,,126.0,34.2,65.4,Copper,Air,2.53
WLD_009418,Aluminum,Aluminum,314.4,Electropolished,Electropolished,Electron Beam Welding,616.2,,943.6,1.646,133.1,,114.1,31.7,49.8,Copper,None,3.36
WLD_009419,Copper,Steel,458.2,Oxide-cleaned,Tin-plated,Ultrasonic Welding,2688.6,42.0,1364.0,0.319,,,98.3,31.9,60.8,Copper,Argon,3.09
WLD_009420,Copper,Steel,302.3,Anodized,Electropolished,Ultrasonic Welding,2536.9,28.0,463.1,1.59,,,31.7,18.1,56.7,Copper,Air,4.49
WLD_009421,Titanium,Copper,95.9,Bare,Passivated,Laser Welding,205.4,,340.3,0.077,97.0,426.0,91.4,26.2,44.7,Tungsten,Helium,0.51
WLD_009422,Aluminum,Aluminum,201.5,Electropolished,Nickel-plated,Cold Welding,515.1,51.0,2350.0,1.646,52.0,21.5,50.9,33.4,68.2,Copper,Nitrogen,2.6
WLD_009423,Brass,Aluminum,165.9,Passivated,Silver-plated,Friction Stir Welding,2943.0,23.5,154.8,4.147,138.2,,145.5,33.8,48.9,Copper,Nitrogen,4.72
WLD_009424,Nickel,Copper,98.7,Oxide-cleaned,Nickel-plated,Laser Welding,1948.8,,241.2,0.048,192.9,454.2,25.1,27.8,44.6,Tungsten,None,3.56
WLD_009425,Nickel,Copper,436.8,Passivated,Nickel-plated,Friction Stir Welding,2692.8,,1934.7,0.308,34.8,328.3,101.0,29.4,42.9,Graphite,None,2.73
WLD_009426,Copper,Aluminum,317.7,Nickel-plated,Tin-plated,Ultrasonic Welding,659.6,16.4,492.7,0.818,,,112.0,34.3,74.4,Graphite,Argon,2.11
WLD_009427,Copper,Aluminum,433.0,Silver-plated,Passivated,Electron Beam Welding,3266.5,95.8,174.9,0.955,186.9,,108.3,30.3,42.3,Tungsten,Argon,3.39
WLD_009428,Brass,Aluminum,92.5,Oxide-cleaned,Tin-plated,Electron Beam Welding,3169.0,,2938.2,1.962,,,144.3,19.7,61.7,Molybdenum,Nitrogen,2.3
WLD_009429,Aluminum,Aluminum,294.7,Nickel-plated,Anodized,Friction Stir Welding,3870.7,33.1,2931.1,1.575,267.7,498.3,65.4,21.7,36.0,Molybdenum,Helium,4.53
WLD_009430,Copper,Steel,330.9,Passivated,Bare,Resistance Spot Welding,2499.9,,4098.2,0.715,,,62.8,18.9,69.8,Graphite,None,0.53
WLD_009431,Brass,Aluminum,420.8,Passivated,Bare,Friction Stir Welding,3102.8,42.7,1301.3,3.102,,333.1,28.0,33.2,59.9,Graphite,None,3.48
WLD_009432,Aluminum,Steel,296.9,Anodized,Electropolished,Laser Welding,1424.0,,40.9,0.05,172.4,845.2,83.2,20.5,74.1,Graphite,Helium,2.13
WLD_009433,Titanium,Copper,389.6,Nickel-plated,Nickel-plated,Electron Beam Welding,2031.2,16.1,2238.5,3.115,,,65.7,18.9,42.7,Molybdenum,None,2.53
WLD_009434,Aluminum,Steel,92.4,Oxide-cleaned,Bare,Ultrasonic Welding,1651.2,39.1,178.6,1.972,,,37.1,31.0,71.4,Graphite,Nitrogen,1.29
WLD_009435,Copper,Aluminum,134.9,Anodized,Electropolished,Cold Welding,1891.2,,2652.4,2.141,97.0,,126.1,19.6,48.5,Tungsten,None,0.68
WLD_009436,Aluminum,Aluminum,300.2,Anodized,Silver-plated,Resistance Spot Welding,5167.3,,1271.7,0.908,,,112.1,30.4,42.8,Copper,Nitrogen,4.8
WLD_009437,Copper,Aluminum,202.3,Passivated,Silver-plated,Resistance Spot Welding,1987.0,,1271.1,0.323,,,97.6,26.1,60.6,Molybdenum,None,4.86
WLD_009438,Aluminum,Aluminum,303.0,Oxide-cleaned,Anodized,Cold Welding,1187.1,46.3,1121.2,2.248,12.9,173.0,127.9,18.4,66.6,Graphite,Nitrogen,2.1
WLD_009439,Aluminum,Steel,289.6,Nickel-plated,Passivated,Cold Welding,2064.1,59.0,180.1,4.519,38.4,120.5,134.4,27.6,79.1,Tungsten,Air,0.61
WLD_009440,Copper,Nickel,445.6,Silver-plated,Nickel-plated,Laser Welding,821.1,,189.1,0.071,38.5,62.4,23.3,28.5,73.4,Graphite,Nitrogen,4.69
WLD_009441,Copper,Aluminum,348.2,Electropolished,Tin-plated,Resistance Spot Welding,5548.4,,819.1,0.61,,,78.9,22.6,67.9,Copper,Nitrogen,1.09
WLD_009442,Nickel,Copper,393.9,Nickel-plated,Silver-plated,Friction Stir Welding,3718.3,71.7,2453.6,3.43,96.0,,36.1,26.0,62.2,Graphite,None,4.68
WLD_009443,Titanium,Copper,367.1,Silver-plated,Anodized,Laser Welding,1094.6,,137.8,0.024,93.7,541.8,34.3,22.6,64.3,Molybdenum,Helium,4.62
WLD_009444,Aluminum,Steel,497.6,Tin-plated,Anodized,Resistance Spot Welding,6808.2,,571.1,0.274,,,42.8,24.1,33.6,Molybdenum,None,3.02
WLD_009445,Brass,Aluminum,147.8,Bare,Tin-plated,Cold Welding,2188.4,,2530.7,4.888,125.5,,59.3,34.6,75.8,Copper,Air,0.75
WLD_009446,Copper,Nickel,73.6,Nickel-plated,Bare,Friction Stir Welding,338.6,,572.4,4.091,,292.2,143.4,28.9,35.0,Molybdenum,Argon,0.14
WLD_009447,Titanium,Copper,410.1,Silver-plated,Passivated,Friction Stir Welding,1289.8,,1394.6,3.135,,184.7,142.1,23.5,59.8,Tungsten,Nitrogen,4.04
WLD_009448,Copper,Nickel,265.6,Bare,Silver-plated,Resistance Spot Welding,6628.4,,3153.8,0.626,,,74.8,26.4,64.3,Graphite,Argon,4.62
WLD_009449,Titanium,Copper,251.7,Bare,Passivated,Laser Welding,1438.0,,251.3,0.04,15.1,184.5,129.3,19.4,68.2,Molybdenum,Helium,4.68
WLD_009450,Aluminum,Aluminum,100.3,Passivated,Bare,Friction Stir Welding,3897.5,41.1,1621.9,3.273,62.3,,66.5,26.1,71.7,Tungsten,Helium,3.93
WLD_009451,Brass,Aluminum,434.0,Tin-plated,Electropolished,Resistance Spot Welding,4300.8,,2245.5,0.834,,,82.7,22.8,76.1,Tungsten,None,2.97
WLD_009452,Aluminum,Steel,96.1,Anodized,Tin-plated,Resistance Spot Welding,2837.7,,2104.7,0.699,,,92.5,27.5,61.4,Copper,Helium,0.25
WLD_009453,Copper,Aluminum,473.5,Oxide-cleaned,Tin-plated,Ultrasonic Welding,2656.5,24.5,1429.0,0.257,,,67.1,26.0,38.0,Copper,None,1.38
WLD_009454,Copper,Aluminum,123.9,Tin-plated,Anodized,Laser Welding,1301.1,,128.0,0.017,107.2,999.0,120.8,23.0,54.7,Tungsten,None,2.26
WLD_009455,Copper,Nickel,439.8,Bare,Passivated,Electron Beam Welding,1505.4,,548.0,1.909,,184.0,21.6,24.0,64.8,Tungsten,Helium,1.77
WLD_009456,Brass,Aluminum,392.4,Bare,Bare,Electron Beam Welding,1186.9,65.7,592.0,2.113,,46.1,126.7,32.1,34.8,Graphite,Nitrogen,3.9
WLD_009457,Brass,Aluminum,89.5,Silver-plated,Nickel-plated,Resistance Spot Welding,3048.1,,2008.8,0.438,,,145.1,18.1,33.5,Molybdenum,Helium,2.42
