sample_id,anode_material,cathode_material,tab_thickness_um,anode_surface_finish,cathode_surface_finish,welding_technique,power_W,amplitude_um,force_N,time_s,speed_mm_s,pulse_frequency_Hz,preheat_temperature_C,ambient_temperature_C,ambient_humidity_percent,electrode_material,shielding_gas,surface_roughness_um,weld_width_mm,weld_depth_mm,nugget_diameter_mm,tensile_strength_MPa,shear_strength_MPa,peel_strength_N_mm,contact_resistance_mohm,electrical_conductivity_MS_m,grain_size_um,porosity_percent,intermetallic_thickness_um,thermal_conductivity_W_mK,heat_affected_zone_mm,weld_quality_score,surface_roughness_post_weld_um,hardness_HV,crack_density_per_mm2,void_fraction_percent,oxidation_level,weld_penetration_percent,fusion_zone_area_mm2,min_cycle_temperature_C,max_cycle_temperature_C,total_cycles_tested,initial_contact_resistance_mohm,final_contact_resistance_mohm,resistance_drift_percent,tensile_strength_retention_percent,shear_strength_retention_percent,fatigue_life_cycles,crack_growth_rate_mm_cycle,thermal_expansion_mismatch_ppm_K,stress_concentration_factor,primary_failure_mode,time_to_failure_hours,cycle_life_score,reliability_score,temperature_stability_index,corrosion_resistance_score,dimensional_stability_um,interface_adhesion_strength_MPa,oxidation_resistance_score,creep_resistance_score
WLD_009426,Copper,Aluminum,317.7,Nickel-plated,Tin-plated,Ultrasonic Welding,659.6,16.4,492.7,0.818,,,112.0,34.3,74.4,Graphite,Argon,2.11,0.631,0.318,1.313,50.0,38.5,38.4,2.4512,48.72,16.7,1.03,3.4,40.0,0.438,0.59,7.96,193.1,0.0,1.163,Low,89.4,0.157,-30.2,111.1,6046,2.4512,3.1145,27.06,87.0,82.6,4040,1.94e-06,4.18,1.79,Thermal Degradation,1095.9,1.0,0.414,0.931,0.926,2.56,104.8,0.896,0.694
WLD_009427,Copper,Aluminum,433.0,Silver-plated,Passivated,Electron Beam Welding,3266.5,95.8,174.9,0.955,186.9,,108.3,30.3,42.3,Tungsten,Argon,3.39,1.464,0.433,2.562,189.9,93.3,18.8,11.3087,45.74,24.3,2.91,4.41,35.0,1.247,0.4,5.13,183.6,0.285,3.155,Low,60.9,0.497,-33.7,108.5,1131,11.3087,13.1352,16.15,92.2,87.6,6598,3.84e-06,10.03,2.25,Interface Delamination,1131.0,0.171,0.5,0.761,0.855,4.95,113.0,0.728,0.949
WLD_009428,Brass,Aluminum,92.5,Oxide-cleaned,Tin-plated,Electron Beam Welding,3169.0,,2938.2,1.962,,,144.3,19.7,61.7,Molybdenum,Nitrogen,2.3,1.448,0.092,1.631,122.9,121.3,75.0,0.9774,27.16,28.3,0.31,6.6,26.0,1.322,0.65,2.0,194.5,0.0,0.196,High,67.9,0.105,-34.6,104.3,786,0.9774,1.0765,10.14,95.8,91.0,9947,1.64e-06,2.11,3.18,Intermetallic Embrittlement,786.0,0.079,0.528,0.606,0.807,0.85,88.4,0.77,0.902
WLD_009429,Aluminum,Aluminum,294.7,Nickel-plated,Anodized,Friction Stir Welding,3870.7,33.1,2931.1,1.575,267.7,498.3,65.4,21.7,36.0,Molybdenum,Helium,4.53,1.735,0.295,3.038,84.5,78.7,221.1,1.0864,33.85,23.4,0.05,0.04,23.2,1.579,0.79,5.32,181.9,0.153,-0.031,Medium,84.5,0.401,-34.8,129.0,2379,1.0864,1.2687,16.78,90.0,85.5,2015,5e-07,-1.58,2.27,Fatigue Cracking,2379.0,1.0,0.582,0.619,0.763,4.51,131.5,0.606,0.766
WLD_009430,Copper,Steel,330.9,Passivated,Bare,Resistance Spot Welding,2499.9,,4098.2,0.715,,,62.8,18.9,69.8,Graphite,None,0.53,1.243,0.331,4.76,222.5,166.1,345.9,0.164,31.29,18.8,0.18,3.8,29.6,1.005,0.83,5.33,216.6,0.121,0.22,Low,63.8,0.323,-31.8,149.4,6790,0.164,0.2145,30.79,80.2,76.2,8908,1.22e-06,5.29,1.75,Fatigue Cracking,6137.2,0.762,0.393,0.802,0.763,1.96,149.6,0.872,0.9
WLD_009431,Brass,Aluminum,420.8,Passivated,Bare,Friction Stir Welding,3102.8,42.7,1301.3,3.102,,333.1,28.0,33.2,59.9,Graphite,None,3.48,1.487,0.421,1.311,161.3,111.4,132.5,4.918,26.97,26.4,0.23,8.27,28.9,1.435,0.54,6.85,109.7,0.025,-0.033,High,80.4,0.491,-28.4,93.0,4984,4.918,5.6596,15.08,90.1,85.6,17427,1.47e-06,2.76,1.94,Intermetallic Embrittlement,4984.0,0.286,0.45,0.761,0.794,3.07,188.0,0.68,0.83
WLD_009432,Aluminum,Steel,296.9,Anodized,Electropolished,Laser Welding,1424.0,,40.9,0.05,172.4,845.2,83.2,20.5,74.1,Graphite,Helium,2.13,0.71,0.297,2.99,50.0,33.1,-3.0,101.1848,20.53,12.5,12.25,2.18,12.3,0.682,0.24,3.37,227.7,1.177,11.937,Medium,93.1,0.166,-34.7,111.0,7113,101.1848,163.5025,61.59,72.8,69.2,1761,6.06e-06,13.59,3.08,Fatigue Cracking,379.8,1.0,0.164,0.726,0.785,4.12,117.1,0.541,0.826
WLD_009433,Titanium,Copper,389.6,Nickel-plated,Nickel-plated,Electron Beam Welding,2031.2,16.1,2238.5,3.115,,,65.7,18.9,42.7,Molybdenum,None,2.53,1.24,0.39,3.709,334.1,254.1,230.0,1.235,29.97,31.8,0.5,8.63,30.4,1.16,0.73,2.41,264.6,0.0,0.369,Low,61.2,0.379,-39.0,136.7,9380,1.235,1.5888,28.65,76.9,73.1,11927,1.45e-06,10.21,2.26,Thermal Degradation,9380.0,0.786,0.348,0.815,0.891,1.74,138.0,0.587,0.602
WLD_009434,Aluminum,Steel,92.4,Oxide-cleaned,Bare,Ultrasonic Welding,1651.2,39.1,178.6,1.972,,,37.1,31.0,71.4,Graphite,Nitrogen,1.29,0.818,0.092,3.08,196.4,154.1,4.9,19.5473,21.55,26.0,3.11,6.1,8.4,0.972,0.36,0.68,114.4,0.397,3.194,Low,81.4,0.059,-31.4,125.4,6955,19.5473,27.7482,41.95,76.8,73.0,7711,2.5e-06,13.19,2.53,Fatigue Cracking,2349.2,0.902,0.265,0.627,0.861,2.1,144.6,0.587,0.713
WLD_009435,Copper,Aluminum,134.9,Anodized,Electropolished,Cold Welding,1891.2,,2652.4,2.141,97.0,,126.1,19.6,48.5,Tungsten,None,0.68,1.116,0.135,3.918,136.3,76.7,69.3,0.3018,44.78,25.1,0.19,5.91,34.8,0.893,0.7,6.78,251.1,0.009,0.424,High,69.5,0.118,-20.7,87.1,5020,0.3018,0.3934,30.35,83.1,79.0,19944,1.57e-06,7.07,2.48,Fatigue Cracking,5020.0,0.252,0.412,0.774,0.838,1.55,76.2,0.556,0.846
WLD_009436,Aluminum,Aluminum,300.2,Anodized,Silver-plated,Resistance Spot Welding,5167.3,,1271.7,0.908,,,112.1,30.4,42.8,Copper,Nitrogen,4.8,2.018,0.3,4.176,72.0,54.8,96.7,3.1408,35.17,25.5,0.65,0.18,29.4,1.864,0.69,1.89,291.7,0.188,0.614,Low,66.3,0.476,-37.5,118.4,4214,3.1408,3.8789,23.5,92.0,87.4,5768,1.6e-06,0.41,2.21,Oxidation,2795.5,0.731,0.575,0.977,0.901,3.09,171.0,0.693,0.867
WLD_009437,Copper,Aluminum,202.3,Passivated,Silver-plated,Resistance Spot Welding,1987.0,,1271.1,0.323,,,97.6,26.1,60.6,Molybdenum,None,4.86,1.177,0.202,3.306,53.5,32.0,63.2,2.5642,45.57,12.4,0.67,2.66,42.8,0.854,0.63,4.78,148.9,0.054,0.66,Medium,80.7,0.187,-26.9,87.1,5236,2.5642,3.1209,21.71,92.3,87.7,6126,1.84e-06,9.84,2.24,Thermal Degradation,3272.8,0.855,0.494,0.709,0.916,0.79,182.0,0.771,0.853
WLD_009438,Aluminum,Aluminum,303.0,Oxide-cleaned,Anodized,Cold Welding,1187.1,46.3,1121.2,2.248,12.9,173.0,127.9,18.4,66.6,Graphite,Nitrogen,2.1,0.995,0.303,2.897,54.9,35.4,95.9,2.5832,39.73,25.0,0.52,0.16,31.9,0.693,0.7,7.83,111.8,0.007,0.556,Low,78.9,0.237,-31.7,102.6,2460,2.5832,3.1141,20.55,92.1,87.5,7449,9e-07,-2.44,1.86,Thermal Degradation,2460.0,0.33,0.505,0.853,0.714,2.26,148.5,0.663,0.921
WLD_009439,Aluminum,Steel,289.6,Nickel-plated,Passivated,Cold Welding,2064.1,59.0,180.1,4.519,38.4,120.5,134.4,27.6,79.1,Tungsten,Air,0.61,1.216,0.29,1.567,231.1,190.7,1.2,3.4753,19.55,40.0,2.73,11.18,17.0,1.188,0.47,1.11,188.2,0.123,2.798,Low,64.4,0.276,-37.2,95.3,415,3.4753,4.237,21.92,94.5,89.7,18119,2.77e-06,10.91,2.29,Intermetallic Embrittlement,415.0,0.023,0.403,0.956,0.704,4.0,54.7,0.593,0.696
WLD_009440,Copper,Nickel,445.6,Silver-plated,Nickel-plated,Laser Welding,821.1,,189.1,0.071,38.5,62.4,23.3,28.5,73.4,Graphite,Nitrogen,4.69,0.725,0.426,2.655,50.0,39.7,1.2,15.7757,32.96,14.8,2.79,1.76,28.3,0.445,0.36,7.12,157.5,0.329,3.169,Low,73.1,0.242,-30.6,117.2,560,15.7757,19.4548,23.32,86.8,82.4,1797,2.22e-06,2.12,1.65,Interface Delamination,560.0,0.312,0.401,0.874,0.876,4.04,194.7,0.751,0.89
WLD_009441,Copper,Aluminum,348.2,Electropolished,Tin-plated,Resistance Spot Welding,5548.4,,819.1,0.61,,,78.9,22.6,67.9,Copper,Nitrogen,1.09,2.183,0.348,4.226,99.6,59.3,72.0,1.5844,45.34,26.1,0.76,5.4,40.7,1.864,0.62,6.99,214.5,0.0,0.973,Medium,60.8,0.597,-23.2,120.1,7590,1.5844,1.9546,23.37,83.6,79.4,7319,1.08e-06,10.28,2.32,Fatigue Cracking,3537.1,1.0,0.484,0.785,0.79,0.3,118.0,0.68,0.815
WLD_009442,Nickel,Copper,393.9,Nickel-plated,Silver-plated,Friction Stir Welding,3718.3,71.7,2453.6,3.43,96.0,,36.1,26.0,62.2,Graphite,None,4.68,1.716,0.394,2.782,285.1,204.7,245.4,1.1505,34.67,31.9,0.2,9.52,30.5,1.614,0.71,1.33,260.7,0.0,0.128,Low,63.9,0.531,-29.0,132.2,8930,1.1505,1.6739,45.49,67.1,63.7,23298,1.26e-06,5.29,2.04,Fatigue Cracking,8455.7,0.383,0.181,0.613,0.821,3.38,156.2,0.858,0.602
WLD_009443,Titanium,Copper,367.1,Silver-plated,Anodized,Laser Welding,1094.6,,137.8,0.024,93.7,541.8,34.3,22.6,64.3,Molybdenum,Helium,4.62,0.673,0.367,3.397,50.0,39.5,-7.7,29.4758,28.03,11.2,3.71,2.03,30.2,0.565,0.31,3.48,242.1,0.282,4.187,Medium,80.1,0.194,-39.5,117.2,9373,29.4758,41.8546,42.0,60.5,57.5,1672,3.61e-06,9.08,2.39,Fatigue Cracking,452.3,1.0,0.183,0.95,0.845,1.75,79.8,0.647,0.842
WLD_009444,Aluminum,Steel,497.6,Tin-plated,Anodized,Resistance Spot Welding,6808.2,,571.1,0.274,,,42.8,24.1,33.6,Molybdenum,None,3.02,2.464,0.498,4.239,65.1,56.4,69.1,5.4046,20.57,25.2,0.73,5.03,7.8,2.275,0.51,5.0,222.3,0.0,0.712,Low,63.8,0.962,-22.4,90.9,9794,5.4046,7.178,32.81,65.0,61.8,6602,1.41e-06,14.09,2.03,Fatigue Cracking,4500.4,1.0,0.297,0.627,0.877,4.01,154.9,0.756,0.756
WLD_009445,Brass,Aluminum,147.8,Bare,Tin-plated,Cold Welding,2188.4,,2530.7,4.888,125.5,,59.3,34.6,75.8,Copper,Air,0.75,1.286,0.148,3.284,143.9,101.1,104.0,0.3789,29.93,37.4,0.35,12.24,28.9,1.293,0.59,7.18,155.2,0.123,0.447,Low,85.2,0.149,-37.1,81.6,9137,0.3789,0.5357,41.39,76.3,72.5,14605,1.66e-06,2.74,2.31,Fatigue Cracking,5081.0,0.626,0.268,0.964,0.78,0.84,74.4,0.783,0.873
WLD_009446,Copper,Nickel,73.6,Nickel-plated,Bare,Friction Stir Welding,338.6,,572.4,4.091,,292.2,143.4,28.9,35.0,Molybdenum,Argon,0.14,0.693,0.074,1.107,54.0,32.0,19.6,0.1418,34.6,28.9,0.72,9.35,33.0,0.745,0.52,6.67,89.9,0.067,0.846,Low,63.4,0.04,-34.6,139.9,2910,0.1418,0.1812,27.79,86.2,81.9,1595,1.52e-06,6.54,2.77,Intermetallic Embrittlement,718.5,1.0,0.303,0.777,0.705,3.87,88.7,0.567,0.933
WLD_009447,Titanium,Copper,410.1,Silver-plated,Passivated,Friction Stir Welding,1289.8,,1394.6,3.135,,184.7,142.1,23.5,59.8,Tungsten,Nitrogen,4.04,0.93,0.41,1.801,238.0,181.5,158.4,2.4146,30.09,26.6,0.08,7.83,22.2,0.907,0.69,4.01,197.0,0.089,-0.118,Low,88.0,0.299,-30.7,92.0,4257,2.4146,2.8796,19.26,87.9,83.5,41863,1.04e-06,9.59,1.74,Intermetallic Embrittlement,4257.0,0.102,0.397,0.961,0.829,4.81,166.4,0.524,0.937
WLD_009448,Copper,Nickel,265.6,Bare,Silver-plated,Resistance Spot Welding,6628.4,,3153.8,0.626,,,74.8,26.4,64.3,Graphite,Argon,4.62,2.415,0.266,5.526,159.3,116.7,212.5,1.4749,32.42,26.2,0.44,5.68,30.7,2.275,0.68,6.32,236.1,0.0,0.54,Medium,82.9,0.504,-39.1,101.0,8887,1.4749,1.7796,20.66,75.5,71.8,15810,1.35e-06,4.31,2.37,Thermal Degradation,4755.9,0.562,0.421,0.681,0.857,3.36,142.0,0.582,0.698
WLD_009449,Titanium,Copper,251.7,Bare,Passivated,Laser Welding,1438.0,,251.3,0.04,15.1,184.5,129.3,19.4,68.2,Molybdenum,Helium,4.68,0.712,0.252,1.59,50.0,33.0,16.8,24.859,28.39,12.7,1.78,1.91,24.8,0.631,0.41,5.58,106.2,0.257,1.82,Low,76.4,0.141,-22.7,121.3,4322,24.859,34.2467,37.76,72.6,68.9,3559,2e-06,3.55,2.12,Interface Delamination,1061.3,1.0,0.185,0.74,0.886,4.27,76.4,0.53,0.823
WLD_009450,Aluminum,Aluminum,100.3,Passivated,Bare,Friction Stir Welding,3897.5,41.1,1621.9,3.273,62.3,,66.5,26.1,71.7,Tungsten,Helium,3.93,1.823,0.1,3.317,93.7,57.5,43.9,3.6906,33.68,35.1,0.34,0.4,29.1,1.671,0.71,2.8,250.3,0.155,0.114,Medium,74.0,0.144,-32.1,80.9,6050,3.6906,4.1506,12.46,82.9,78.8,16775,1.53e-06,-2.57,3.6,Fatigue Cracking,5904.2,0.361,0.59,0.707,0.928,3.74,179.8,0.845,0.836
WLD_009451,Brass,Aluminum,434.0,Tin-plated,Electropolished,Resistance Spot Welding,4300.8,,2245.5,0.834,,,82.7,22.8,76.1,Tungsten,None,2.97,1.769,0.434,4.382,140.1,90.1,231.8,0.6031,31.08,21.4,0.29,4.76,20.2,1.566,0.72,4.61,221.6,0.031,-0.185,Low,97.6,0.603,-20.8,105.8,2510,0.6031,0.7364,22.11,94.0,89.3,15179,1.52e-06,4.83,1.87,Interface Delamination,2510.0,0.165,0.449,0.695,0.826,3.29,190.1,0.666,0.714
WLD_009452,Aluminum,Steel,96.1,Anodized,Tin-plated,Resistance Spot Welding,2837.7,,2104.7,0.699,,,92.5,27.5,61.4,Copper,Helium,0.25,1.424,0.096,3.91,155.4,138.9,71.2,0.2573,19.52,16.9,0.0,3.93,17.9,1.092,0.77,2.13,284.0,0.002,-0.084,Medium,93.7,0.107,-21.4,80.8,9747,0.2573,0.3088,20.03,84.9,80.7,22378,1.29e-06,15.04,3.03,Fatigue Cracking,8872.7,0.436,0.524,0.725,0.758,4.8,67.3,0.667,0.828
WLD_009453,Copper,Aluminum,473.5,Oxide-cleaned,Tin-plated,Ultrasonic Welding,2656.5,24.5,1429.0,0.257,,,67.1,26.0,38.0,Copper,None,1.38,0.804,0.473,2.445,50.0,31.0,195.8,0.7641,43.36,18.2,0.98,2.97,41.3,1.092,0.65,6.21,111.6,0.076,1.004,Low,73.0,0.299,-28.5,87.9,8295,0.7641,1.0058,31.64,75.1,71.4,668,5.8e-07,3.61,1.71,Fatigue Cracking,4811.9,1.0,0.359,0.674,0.908,2.87,196.8,0.822,0.839
WLD_009454,Copper,Aluminum,123.9,Tin-plated,Anodized,Laser Welding,1301.1,,128.0,0.017,107.2,999.0,120.8,23.0,54.7,Tungsten,None,2.26,0.725,0.124,3.935,50.0,39.7,0.8,10.2441,42.99,14.1,3.72,1.53,40.9,0.481,0.32,5.82,86.3,0.309,3.654,Low,97.9,0.071,-22.9,147.3,1057,10.2441,12.2116,19.21,86.0,81.7,917,3.12e-06,4.21,2.32,Interface Delamination,603.1,1.0,0.438,0.855,0.82,1.6,52.2,0.824,0.728
WLD_009455,Copper,Nickel,439.8,Bare,Passivated,Electron Beam Welding,1505.4,,548.0,1.909,,184.0,21.6,24.0,64.8,Tungsten,Helium,1.77,1.018,0.44,2.919,180.4,141.3,46.3,5.2054,35.22,24.2,1.17,5.34,29.4,0.834,0.58,3.73,252.8,0.224,1.272,Medium,61.4,0.352,-28.6,86.7,9331,5.2054,6.2678,20.41,88.6,84.2,18683,2.43e-06,6.46,1.65,Fatigue Cracking,8669.9,0.499,0.539,0.897,0.858,4.32,98.3,0.805,0.646
WLD_009456,Brass,Aluminum,392.4,Bare,Bare,Electron Beam Welding,1186.9,65.7,592.0,2.113,,46.1,126.7,32.1,34.8,Graphite,Nitrogen,3.9,0.904,0.392,1.365,66.1,60.3,73.7,9.8397,27.45,20.0,1.25,5.95,23.5,0.698,0.35,2.84,297.4,0.039,1.14,High,78.9,0.278,-24.9,145.3,1887,9.8397,11.866,20.59,81.8,77.7,1009,1.63e-06,1.96,2.12,Intermetallic Embrittlement,1064.0,1.0,0.353,0.603,0.851,4.87,83.8,0.661,0.632
WLD_009457,Brass,Aluminum,89.5,Silver-plated,Nickel-plated,Resistance Spot Welding,3048.1,,2008.8,0.438,,,145.1,18.1,33.5,Molybdenum,Helium,2.42,1.348,0.089,4.038,67.8,49.2,39.4,0.8969,31.01,18.2,0.45,3.56,26.3,1.089,0.67,4.65,115.7,0.0,0.718,Medium,85.0,0.095,-31.4,91.7,3135,0.8969,1.1096,23.71,93.3,88.6,5696,1.89e-06,0.45,2.78,Thermal Degradation,3135.0,0.55,0.479,0.781,0.942,0.53,85.8,0.616,0.67
WLD_009458,Brass,Aluminum,269.2,Anodized,Bare,Cold Welding,468.9,,194.8,3.953,,,76.9,28.9,61.3,Tungsten,Helium,1.32,0.693,0.269,1.047,50.0,35.1,14.9,10.3736,29.87,29.1,3.0,8.96,26.4,0.676,0.17,6.35,124.7,0.215,3.116,Low,66.1,0.147,-31.0,92.1,2169,10.3736,12.7839,23.24,91.7,87.1,1082,3.51e-06,3.61,2.17,Intermetallic Embrittlement,715.3,1.0,0.376,0.877,0.724,1.97,53.1,0.638,0.629
WLD_009459,Aluminum,Steel,195.7,Electropolished,Passivated,Friction Stir Welding,3324.7,89.1,657.0,2.613,156.5,468.7,48.8,30.5,32.9,Copper,Nitrogen,4.7,1.483,0.196,1.301,305.6,162.0,31.4,17.7706,20.09,28.5,1.11,7.68,22.4,1.42,0.5,4.62,292.0,0.118,1.167,Low,81.4,0.228,-38.2,86.8,9436,17.7706,23.9553,34.8,70.8,67.2,35270,1.2e-06,12.07,2.2,Fatigue Cracking,9436.0,0.268,0.306,0.964,0.738,1.39,173.7,0.507,0.893
WLD_009460,Brass,Aluminum,75.2,Bare,Electropolished,Cold Welding,3614.5,49.4,704.3,0.576,,,113.2,29.6,38.6,Molybdenum,Air,3.17,1.6,0.075,2.457,80.8,60.2,7.7,5.9784,31.75,17.9,0.71,3.92,30.6,1.337,0.53,1.81,143.1,0.0,0.351,Low,61.3,0.094,-29.7,141.1,7169,5.9784,7.9375,32.77,71.8,68.2,3054,1.75e-06,-0.68,3.99,Fatigue Cracking,1542.7,1.0,0.331,0.922,0.703,2.99,131.9,0.829,0.671
WLD_009461,Copper,Nickel,433.1,Bare,Bare,Resistance Spot Welding,3694.9,,2162.6,0.652,,,58.1,25.0,59.3,Molybdenum,Argon,3.98,1.667,0.433,4.18,162.8,122.3,237.4,2.3386,33.39,20.6,0.33,4.14,27.0,1.308,0.71,4.18,103.4,0.258,0.603,High,85.6,0.567,-33.1,120.9,6661,2.3386,2.8872,23.46,76.9,73.1,8686,1.66e-06,7.84,2.11,Thermal Degradation,6661.0,0.767,0.4,0.804,0.768,4.66,163.7,0.555,0.939
WLD_009462,Aluminum,Steel,171.0,Passivated,Electropolished,Electron Beam Welding,3497.0,54.7,1962.7,3.467,,177.0,101.6,20.7,54.8,Graphite,None,1.25,1.616,0.171,2.428,223.0,184.4,84.2,1.4205,20.24,35.3,0.35,9.38,8.0,1.598,0.65,4.01,279.5,0.0,0.68,Low,68.7,0.217,-27.5,80.1,8044,1.4205,1.7308,21.84,78.7,74.8,36383,1.17e-06,11.48,2.22,Thermal Degradation,8044.0,0.221,0.425,0.634,0.816,2.73,133.6,0.735,0.869
WLD_009463,Brass,Aluminum,423.8,Passivated,Nickel-plated,Friction Stir Welding,2982.2,,587.3,0.36,231.0,400.6,90.7,26.6,73.2,Molybdenum,Air,2.17,1.375,0.424,2.205,63.5,32.8,47.1,5.9813,28.06,18.8,1.16,3.57,14.6,1.087,0.51,1.34,82.6,0.034,1.161,Medium,64.5,0.458,-21.3,83.6,5338,5.9813,7.327,22.5,86.1,81.8,11205,1.65e-06,4.65,2.15,Fatigue Cracking,458.7,0.476,0.506,0.721,0.938,1.81,165.5,0.812,0.88
WLD_009464,Titanium,Copper,352.7,Anodized,Tin-plated,Ultrasonic Welding,1861.1,30.6,1507.7,0.723,,,149.2,19.2,58.4,Copper,Air,1.56,0.716,0.353,1.068,189.9,138.5,128.3,2.1585,25.43,16.8,0.34,3.23,30.2,0.81,0.76,1.3,139.8,0.04,0.301,High,84.7,0.198,-31.0,105.0,4795,2.1585,2.7216,26.09,89.7,85.2,29882,1.34e-06,5.36,1.76,Mechanical Wear,4795.0,0.16,0.588,0.74,0.872,0.19,61.8,0.646,0.87
WLD_009465,Copper,Nickel,320.2,Bare,Nickel-plated,Ultrasonic Welding,2362.5,32.9,181.2,1.087,,,53.3,28.1,73.6,Copper,Air,1.17,0.865,0.32,3.146,293.9,203.4,19.1,10.0736,30.71,22.0,3.03,4.58,33.3,0.953,0.48,3.31,142.2,0.309,2.928,Low,87.6,0.217,-21.7,147.0,1589,10.0736,11.7494,16.64,86.8,82.5,15057,2.78e-06,-0.1,2.01,Interface Delamination,1589.0,0.106,0.468,0.775,0.805,4.48,126.3,0.507,0.786
WLD_009466,Nickel,Copper,251.0,Tin-plated,Passivated,Resistance Spot Welding,5762.0,,4253.4,0.929,,,58.4,18.7,33.9,Tungsten,None,0.85,2.195,0.251,5.935,259.7,168.1,277.5,0.178,34.56,24.9,0.37,5.47,30.3,2.034,0.81,4.66,174.2,0.118,0.084,Low,91.3,0.432,-25.7,131.6,1454,0.178,0.2099,17.92,76.8,73.0,22936,1.74e-06,4.03,2.43,Intermetallic Embrittlement,1454.0,0.063,0.355,0.88,0.798,4.54,178.1,0.558,0.888
WLD_009467,Nickel,Copper,87.1,Nickel-plated,Bare,Ultrasonic Welding,2943.2,25.2,507.1,1.899,,,95.4,20.2,32.7,Molybdenum,Argon,2.47,0.779,0.087,3.49,313.6,237.6,16.5,4.2252,37.36,24.2,0.89,5.75,28.9,1.334,0.71,4.28,244.6,0.0,0.758,Medium,64.8,0.053,-21.3,96.8,8983,4.2252,5.4533,29.07,80.8,76.8,63190,8.5e-07,2.14,2.61,Fatigue Cracking,8983.0,0.142,0.413,0.781,0.815,1.28,82.8,0.57,0.852
WLD_009468,Titanium,Copper,95.9,Anodized,Nickel-plated,Cold Welding,3368.0,34.9,2052.0,1.926,,,51.5,22.5,54.6,Graphite,None,0.1,1.621,0.096,1.11,312.3,209.5,51.8,0.0976,30.51,28.3,0.17,6.5,30.6,1.495,0.83,4.16,148.4,0.0,0.297,Low,88.1,0.122,-21.4,148.4,1431,0.0976,0.1164,19.25,94.8,90.0,20287,7.5e-07,8.83,3.58,Intermetallic Embrittlement,1431.0,0.071,0.431,0.944,0.887,0.74,154.4,0.526,0.883
WLD_009469,Copper,Aluminum,237.9,Silver-plated,Anodized,Resistance Spot Welding,1332.4,,4653.6,0.38,,,84.3,24.3,64.8,Graphite,Argon,1.67,0.859,0.238,4.718,50.0,39.6,283.0,0.2887,47.71,20.0,0.49,2.41,38.9,0.653,0.7,6.84,278.0,0.029,0.322,Low,72.9,0.16,-39.3,129.8,5736,0.2887,0.3632,25.82,80.6,76.6,1565,1.05e-06,7.0,1.46,Fatigue Cracking,1477.3,1.0,0.445,0.732,0.939,2.28,58.5,0.528,0.661
WLD_009470,Aluminum,Steel,132.7,Tin-plated,Bare,Friction Stir Welding,2532.6,15.4,1795.9,2.592,92.7,375.8,128.8,32.9,38.9,Tungsten,None,2.53,1.396,0.133,2.443,238.4,179.6,63.4,1.7879,22.11,31.3,0.22,7.17,8.9,1.247,0.71,0.9,200.3,0.176,0.147,Medium,73.3,0.145,-20.3,147.9,8840,1.7879,2.1146,18.27,72.4,68.8,14083,1.62e-06,10.43,2.58,Fatigue Cracking,5260.7,0.628,0.479,0.738,0.85,3.24,93.4,0.65,0.673
WLD_009471,Copper,Nickel,248.3,Nickel-plated,Bare,Resistance Spot Welding,4839.8,,1444.4,0.46,,,132.4,27.8,31.4,Molybdenum,None,1.73,2.026,0.248,4.212,130.6,96.1,98.1,0.484,34.73,24.4,0.07,4.51,28.2,1.754,0.73,2.83,200.0,0.0,0.441,Medium,96.6,0.395,-30.1,143.2,2633,0.484,0.5862,21.11,92.6,88.0,6284,2.22e-06,5.72,2.32,Fatigue Cracking,2633.0,0.419,0.552,0.679,0.942,2.99,137.1,0.702,0.61
WLD_009472,Aluminum,Aluminum,111.3,Electropolished,Passivated,Laser Welding,602.2,,309.2,0.017,40.7,914.7,28.1,31.9,38.5,Tungsten,None,1.06,0.62,0.111,2.176,50.0,39.6,3.7,4.4263,35.5,10.9,1.65,0.2,34.3,0.407,0.59,7.19,247.6,0.144,1.783,Medium,66.6,0.054,-38.2,148.7,9575,4.4263,5.5537,25.47,72.3,68.7,1359,8.1e-07,-3.94,2.69,Fatigue Cracking,872.5,1.0,0.407,0.916,0.836,3.07,118.3,0.752,0.812
WLD_009473,Titanium,Copper,239.4,Bare,Silver-plated,Laser Welding,156.7,,254.3,0.086,186.1,843.6,119.3,28.2,37.9,Molybdenum,None,0.5,0.458,0.239,1.349,50.0,36.1,22.7,2.7867,30.17,6.6,1.71,1.07,29.7,0.353,0.61,3.76,273.0,0.029,1.797,Low,70.5,0.086,-39.0,141.0,5116,2.7867,3.5322,26.75,78.7,74.7,1307,2.18e-06,7.57,1.8,Fatigue Cracking,900.7,1.0,0.426,0.66,0.905,3.66,68.5,0.6,0.682
WLD_009474,Copper,Steel,182.5,Passivated,Nickel-plated,Ultrasonic Welding,1700.5,16.6,571.6,0.607,,,126.9,21.6,44.0,Graphite,Helium,4.43,0.667,0.182,1.382,158.9,113.9,21.3,11.1815,30.8,21.6,0.55,3.42,29.2,0.802,0.52,6.46,131.3,0.006,0.858,Medium,69.4,0.096,-29.4,86.1,7885,11.1815,14.8536,32.84,77.6,73.8,10836,1.96e-06,7.05,2.09,Fatigue Cracking,7885.0,0.728,0.36,0.715,0.847,1.66,68.7,0.702,0.922
