Participant_ID,Country,Age,Gender,Education,Location_Type,Employment_Status,Income_Level,Bank_Type,Years_with_Account,Frequency_of_Use,Past_Victim,Num_Fraud_Incidents,Months_Since_Last_Incident,Financial_Loss_Band,Recovery_Success,Card_Fraud,Online_Banking_Fraud,SMS_Phishing,ATM_Skimming,Social_Engineering,Technology_Adoption_Score,Financial_Literacy_Score,Risk_Tolerance,Trust_in_Banks,Internet_Hours_Daily,Social_Media_Usage,Data_Collection_Timestamp
1848,2,29,1,5,2,3,2,2,7,2,0,0,,0,,0,0,0,0,0,10.0,4.6,6,7.2,15.5,3,2024-02-21 16:02:00
1849,1,33,1,3,2,1,5,1,16,3,0,0,,0,,0,0,0,0,0,6.4,7.8,5,7.0,3.7,0,2024-06-24 10:55:00
1850,1,39,1,2,1,1,3,3,9,2,0,0,,0,,0,0,0,0,0,4.8,5.3,4,8.5,2.9,0,2024-03-09 13:00:00
1851,1,18,2,5,1,1,5,1,2,3,0,0,,0,,0,0,0,0,0,10.0,5.4,7,6.0,4.3,3,2024-03-28 15:08:00
1852,1,43,1,5,1,5,1,1,4,3,0,0,,0,,0,0,0,0,0,7.2,8.7,6,6.9,7.9,3,2024-04-27 14:40:00
1853,1,29,1,5,1,1,4,2,3,1,1,3,25.0,1,0.0,0,1,1,0,1,9.9,8.2,3,1.0,7.9,3,2024-05-28 11:18:00
1854,1,45,1,2,2,1,3,3,1,1,1,1,30.0,2,1.0,0,1,0,0,0,2.9,2.7,4,5.3,2.2,3,2024-03-16 15:36:00
1855,2,50,2,4,1,1,2,1,21,1,1,2,12.0,2,0.0,1,1,0,1,0,7.3,6.7,2,3.2,9.8,2,2024-01-15 14:31:00
1856,2,29,2,5,1,3,3,1,5,2,0,0,,0,,0,0,0,0,0,6.4,7.2,3,5.2,3.8,2,2024-01-24 16:02:00
1857,1,31,1,6,1,4,4,2,7,1,0,0,,0,,0,0,0,0,0,7.6,8.8,1,7.2,5.6,1,2024-02-23 10:10:00
1858,2,42,1,4,2,3,4,3,2,2,0,0,,0,,0,0,0,0,0,5.0,9.3,7,5.3,7.0,3,2024-04-17 10:43:00
1859,2,61,2,3,1,5,4,1,25,2,0,0,,0,,0,0,0,0,0,2.3,8.5,2,7.3,3.2,1,2024-05-28 14:13:00
1860,1,48,1,3,1,1,5,2,4,2,1,1,3.0,4,0.0,0,1,0,0,0,7.1,6.6,7,1.8,6.9,1,2024-07-02 13:44:00
1861,1,18,2,2,1,4,2,1,1,3,0,0,,0,,0,0,0,0,0,4.8,3.8,5,7.9,8.4,1,2024-06-26 16:31:00
1862,2,39,1,4,2,1,3,1,1,2,0,0,,0,,0,0,0,0,0,3.7,10.0,3,7.4,6.7,0,2024-05-08 10:10:00
1863,2,53,1,4,2,1,3,2,7,2,0,0,,0,,0,0,0,0,0,6.3,10.0,5,5.4,4.8,3,2024-04-25 17:18:00
1864,1,39,1,4,2,2,2,1,10,3,1,3,15.0,4,1.0,1,1,1,0,0,3.6,6.2,4,4.8,3.0,1,2024-01-21 12:45:00
1865,1,19,2,5,1,4,2,3,2,3,0,0,,0,,0,0,0,0,0,6.8,8.3,7,7.5,11.3,1,2024-05-20 17:39:00
1866,2,49,3,4,2,2,2,3,6,2,0,0,,0,,0,0,0,0,0,2.2,8.2,3,7.3,2.8,1,2024-05-01 13:14:00
1867,1,18,1,5,1,4,2,3,2,3,0,0,,0,,0,0,0,0,0,9.5,5.5,5,6.2,5.5,2,2024-05-12 12:01:00
1868,1,26,2,4,1,1,3,1,4,3,1,1,1.0,1,1.0,1,0,1,0,0,5.5,7.9,4,3.3,4.8,1,2024-05-02 14:09:00
1869,1,26,1,4,2,1,3,1,4,1,0,0,,0,,0,0,0,0,0,7.9,7.6,5,8.1,5.1,1,2024-01-24 15:58:00
1870,2,42,3,2,1,1,1,1,6,1,0,0,,0,,0,0,0,0,0,3.4,1.6,4,6.7,5.1,1,2024-07-10 10:05:00
1871,1,25,2,2,2,3,3,2,1,1,0,0,,0,,0,0,0,0,0,6.2,5.5,4,5.3,2.4,2,2024-04-24 08:35:00
1872,2,30,1,3,1,4,2,1,9,2,1,1,10.0,1,0.0,1,1,1,1,0,4.6,2.8,3,5.7,3.1,1,2024-03-03 16:01:00
1873,2,38,1,1,2,2,3,1,7,2,1,2,52.0,1,0.0,1,1,1,0,0,3.0,1.0,3,6.1,1.5,2,2024-04-08 17:52:00
1874,2,36,1,3,2,5,1,1,17,3,0,0,,0,,0,0,0,0,0,5.9,4.0,5,7.5,1.5,2,2024-03-04 15:30:00
1875,1,41,2,4,2,2,1,1,8,2,1,2,14.0,2,0.0,0,1,1,0,1,5.8,7.3,1,4.8,8.0,2,2024-04-01 10:00:00
1876,1,48,2,2,1,3,3,1,25,5,0,0,,0,,0,0,0,0,0,4.3,3.0,3,6.9,0.8,1,2024-04-11 15:03:00
1877,1,18,1,4,2,1,2,2,1,3,0,0,,0,,0,0,0,0,0,7.8,8.9,6,5.9,7.0,3,2024-07-04 10:08:00
1878,2,23,1,6,1,4,3,3,5,1,0,0,,0,,0,0,0,0,0,9.3,9.9,4,3.8,8.1,0,2024-02-13 17:58:00
1879,1,58,1,2,1,5,2,1,22,4,0,0,,0,,0,0,0,0,0,1.0,1.0,3,5.9,2.2,0,2024-05-09 14:25:00
1880,2,48,2,4,1,1,4,1,25,1,1,1,7.0,1,0.0,1,0,1,0,0,3.7,6.8,1,3.6,5.4,3,2024-03-31 14:59:00
1881,2,27,1,4,2,1,2,2,5,2,0,0,,0,,0,0,0,0,0,8.5,9.7,5,3.4,7.2,3,2024-03-30 09:35:00
1882,1,30,1,4,1,1,5,2,8,1,1,4,46.0,1,1.0,1,0,1,0,0,6.5,7.5,5,4.5,4.3,3,2024-01-15 08:38:00
1883,1,40,1,4,1,1,3,1,8,1,0,0,,0,,0,0,0,0,0,5.9,8.9,2,5.6,7.5,0,2024-07-11 13:29:00
1884,1,40,1,5,1,1,1,2,5,1,0,0,,0,,0,0,0,0,0,6.2,5.3,4,5.9,5.8,3,2024-07-07 16:22:00
1885,1,57,1,2,2,5,1,1,20,1,0,0,,0,,0,0,0,0,0,1.0,3.5,4,8.0,3.2,0,2024-01-27 13:14:00
1886,2,38,1,4,1,1,2,1,13,2,1,1,12.0,3,0.0,1,1,1,1,1,5.5,7.0,1,2.8,5.6,3,2024-03-07 10:31:00
1887,1,45,1,6,1,1,4,1,15,1,0,0,,0,,0,0,0,0,0,6.1,10.0,4,3.8,6.5,1,2024-04-20 12:34:00
1888,1,42,1,6,1,2,5,1,3,1,1,2,5.0,2,0.0,0,1,0,0,0,7.2,4.6,3,4.9,3.6,2,2024-01-21 13:22:00
1889,1,41,2,5,1,1,4,3,14,2,1,1,3.0,2,0.0,0,0,0,1,0,9.8,7.5,3,4.7,4.9,1,2024-05-30 17:29:00
1890,1,20,2,3,2,2,1,1,4,4,0,0,,0,,0,0,0,0,0,8.2,6.0,5,8.3,1.5,3,2024-01-24 12:34:00
1891,1,25,2,5,1,1,4,1,4,1,1,1,20.0,1,0.0,0,0,0,0,1,7.0,7.3,3,1.1,6.0,1,2024-03-09 08:59:00
1892,1,27,2,4,2,2,3,1,7,3,0,0,,0,,0,0,0,0,0,5.9,8.3,4,8.7,4.1,3,2024-02-12 08:59:00
1893,1,35,2,5,1,1,4,1,14,4,0,0,,0,,0,0,0,0,0,6.5,4.0,3,7.0,5.5,3,2024-06-27 10:38:00
1894,1,18,1,4,1,1,3,1,1,5,0,0,,0,,0,0,0,0,0,7.1,7.6,7,7.9,2.7,3,2024-01-15 13:21:00
1895,2,36,2,5,1,3,4,1,19,2,1,4,14.0,1,1.0,1,0,1,1,0,6.9,9.5,3,3.5,5.0,0,2024-05-26 17:13:00
1896,2,33,2,4,1,4,3,2,5,3,0,0,,0,,0,0,0,0,0,4.6,7.4,5,6.5,4.3,3,2024-06-16 09:25:00
1897,2,35,1,3,2,3,1,1,7,1,0,0,,0,,0,0,0,0,0,5.5,5.3,4,7.5,1.9,2,2024-07-03 10:57:00
1898,1,54,1,5,1,3,5,1,12,5,0,0,,0,,0,0,0,0,0,8.7,6.7,5,7.1,4.4,3,2024-05-25 11:38:00
1899,1,33,2,3,2,1,3,2,2,1,0,0,,0,,0,0,0,0,0,5.6,5.1,3,5.4,1.8,3,2024-07-02 08:37:00
1900,1,18,2,3,1,3,3,1,1,1,0,0,,0,,0,0,0,0,0,7.9,4.1,5,8.2,8.1,3,2024-03-15 16:03:00
1901,1,51,1,1,2,1,3,1,15,2,0,0,,0,,0,0,0,0,0,2.3,1.0,4,6.2,4.3,1,2024-01-27 13:02:00
1902,1,52,1,2,2,2,1,1,14,4,0,0,,0,,0,0,0,0,0,4.3,4.3,3,8.9,2.5,3,2024-06-20 08:43:00
1903,1,43,1,2,1,1,3,1,23,2,0,0,,0,,0,0,0,0,0,1.0,2.7,5,8.7,6.9,3,2024-03-12 13:47:00
1904,2,27,1,5,1,1,4,2,3,1,0,0,,0,,0,0,0,0,0,9.1,10.0,6,5.8,4.2,3,2024-01-28 16:33:00
1905,1,29,2,4,1,1,3,1,1,2,0,0,,0,,0,0,0,0,0,8.0,7.5,5,9.2,15.9,2,2024-05-13 11:33:00
1906,1,56,1,3,1,2,4,1,2,1,0,0,,0,,0,0,0,0,0,5.1,7.1,4,7.0,1.4,1,2024-03-04 15:58:00
1907,1,40,1,3,1,5,2,1,7,4,0,0,,0,,0,0,0,0,0,1.9,3.5,3,8.3,2.5,0,2024-06-15 08:17:00
1908,1,39,1,6,1,4,1,1,8,1,1,1,5.0,3,0.0,1,0,0,0,1,4.8,5.7,4,7.0,6.9,3,2024-04-12 13:50:00
1909,1,42,1,3,1,2,2,1,3,5,0,0,,0,,0,0,0,0,0,3.6,3.5,5,7.5,9.9,0,2024-01-26 11:40:00
1910,1,53,1,6,1,1,4,1,11,1,1,1,13.0,2,0.0,0,0,1,1,0,7.4,9.1,4,3.9,4.7,2,2024-05-31 09:16:00
1911,1,34,2,5,1,2,4,2,4,1,1,2,28.0,1,0.0,0,1,1,1,0,10.0,8.8,3,2.3,5.0,2,2024-03-15 15:31:00
1912,1,29,1,4,2,1,1,1,5,2,0,0,,0,,0,0,0,0,0,8.1,6.8,6,6.2,4.4,1,2024-03-06 17:11:00
1913,1,33,2,3,1,4,1,2,6,4,1,1,3.0,2,1.0,0,0,1,0,1,5.8,4.3,2,4.0,4.6,3,2024-02-25 09:45:00
1914,2,41,1,3,1,2,2,1,21,2,0,0,,0,,0,0,0,0,0,4.5,5.8,4,7.3,4.6,2,2024-02-06 09:35:00
1915,2,58,2,2,1,6,2,1,14,2,0,0,,0,,0,0,0,0,0,1.0,2.4,3,8.4,1.8,1,2024-07-11 08:30:00
1916,2,33,2,4,2,1,4,2,2,1,0,0,,0,,0,0,0,0,0,6.7,9.6,4,3.3,3.6,2,2024-03-06 12:12:00
1917,1,18,1,4,1,1,3,2,2,1,1,2,5.0,1,1.0,1,0,1,0,0,10.0,9.6,2,2.9,6.0,3,2024-04-04 16:45:00
1918,2,51,1,2,1,5,2,1,23,2,0,0,,0,,0,0,0,0,0,1.2,4.3,4,5.2,4.5,3,2024-03-05 17:34:00
1919,2,32,2,5,1,1,5,1,12,3,0,0,,0,,0,0,0,0,0,4.8,9.6,3,4.2,4.7,2,2024-02-10 13:19:00
1920,2,24,2,4,1,5,1,3,7,4,0,0,,0,,0,0,0,0,0,4.4,6.0,5,4.6,12.8,2,2024-01-22 09:52:00
1921,2,36,2,3,2,1,3,1,4,4,0,0,,0,,0,0,0,0,0,4.8,7.8,4,5.9,4.8,3,2024-07-06 15:35:00
1922,1,18,2,4,2,4,3,2,1,3,0,0,,0,,0,0,0,0,0,7.5,8.7,6,7.0,9.6,2,2024-07-03 11:28:00
1923,1,54,2,3,2,1,5,1,14,2,0,0,,0,,0,0,0,0,0,5.7,2.8,4,8.6,2.8,3,2024-05-15 09:43:00
1924,2,26,1,4,2,1,4,1,3,2,1,2,32.0,2,0.0,1,0,0,0,0,5.9,6.8,3,4.3,12.9,3,2024-02-14 16:58:00
1925,1,18,1,5,1,1,5,1,2,1,0,0,,0,,0,0,0,0,0,9.0,10.0,4,5.1,7.1,3,2024-02-05 08:30:00
1926,1,25,1,1,2,2,3,1,7,2,1,1,7.0,5,0.0,1,0,1,0,0,8.6,4.5,5,2.1,9.8,2,2024-02-15 08:01:00
1927,2,41,1,3,2,1,2,1,4,4,0,0,,0,,0,0,0,0,0,3.0,5.6,5,7.5,9.3,2,2024-04-11 17:20:00
1928,2,20,1,3,2,2,2,1,2,3,0,0,,0,,0,0,0,0,0,8.6,4.6,6,5.6,11.9,2,2024-01-23 11:12:00
1929,1,37,1,2,2,3,3,1,9,3,0,0,,0,,0,0,0,0,0,3.3,3.6,4,4.2,6.4,2,2024-03-02 10:24:00
1930,2,48,1,2,1,3,3,1,16,1,0,0,,0,,0,0,0,0,0,5.2,7.7,5,7.2,10.6,0,2024-06-20 11:24:00
1931,1,18,2,4,1,1,5,3,1,3,0,0,,0,,0,0,0,0,0,7.4,10.0,5,6.8,6.1,2,2024-02-29 09:09:00
1932,2,38,2,3,1,3,3,1,15,4,0,0,,0,,0,0,0,0,0,3.3,5.9,4,8.5,6.1,3,2024-06-12 17:31:00
1933,2,23,1,6,2,4,5,2,7,1,0,0,,0,,0,0,0,0,0,9.0,6.3,6,6.6,7.3,0,2024-02-04 11:34:00
1934,1,54,1,4,1,4,1,3,2,1,0,0,,0,,0,0,0,0,0,6.8,7.9,4,7.1,3.3,3,2024-01-24 08:01:00
1935,1,56,1,5,1,3,6,1,20,4,0,0,,0,,0,0,0,0,0,5.3,10.0,5,7.0,3.3,1,2024-02-11 12:11:00
1936,1,18,1,5,1,1,4,2,2,1,1,1,10.0,2,1.0,0,0,1,0,0,10.0,6.0,6,6.1,1.2,2,2024-05-22 08:30:00
1937,1,34,2,5,1,1,4,1,5,1,0,0,,0,,0,0,0,0,0,6.0,7.9,4,7.1,1.5,2,2024-02-22 16:24:00
1938,1,46,1,3,1,3,3,2,5,2,1,1,9.0,2,0.0,0,1,1,0,1,7.8,9.0,3,3.1,4.6,2,2024-01-30 16:02:00
1939,2,48,1,3,1,1,4,1,12,4,0,0,,0,,0,0,0,0,0,6.5,5.1,6,4.6,3.8,3,2024-04-23 16:22:00
1940,2,32,2,4,1,2,5,1,5,1,1,1,31.0,4,0.0,0,1,0,1,0,1.8,8.4,3,4.2,7.9,1,2024-06-05 10:27:00
1941,1,18,1,2,2,1,2,1,2,3,0,0,,0,,0,0,0,0,0,4.7,3.5,6,7.7,4.0,3,2024-05-28 14:52:00
1942,2,35,2,3,2,3,3,1,6,4,1,1,17.0,2,0.0,0,0,1,1,1,3.7,5.4,4,3.4,5.1,2,2024-02-01 17:03:00
1943,2,37,2,2,2,1,3,1,10,2,0,0,,0,,0,0,0,0,0,1.8,5.4,3,4.2,1.4,1,2024-06-15 17:38:00
1944,1,29,1,5,1,1,3,1,13,4,1,1,1.0,1,1.0,1,1,1,0,0,8.2,6.0,2,4.8,3.2,2,2024-05-17 10:36:00
1945,1,39,1,5,1,1,4,1,4,2,0,0,,0,,0,0,0,0,0,5.6,4.4,6,7.5,4.0,3,2024-07-01 11:26:00
1946,1,29,2,4,1,2,4,1,3,3,1,1,3.0,1,0.0,0,1,1,0,0,7.2,10.0,5,3.8,5.6,2,2024-05-08 10:29:00
1947,1,18,1,3,2,4,2,2,2,1,0,0,,0,,0,0,0,0,0,6.8,4.9,6,6.5,3.2,3,2024-06-11 08:49:00
1948,1,53,1,2,2,1,1,3,4,2,0,0,,0,,0,0,0,0,0,1.8,5.6,5,6.6,0.6,0,2024-04-22 08:47:00
1949,1,28,1,4,1,1,3,1,7,2,1,2,13.0,3,1.0,0,1,1,0,0,5.6,6.6,5,2.9,1.4,3,2024-02-15 12:41:00
1950,1,44,1,4,1,1,4,1,24,3,0,0,,0,,0,0,0,0,0,4.8,7.8,6,7.4,4.8,3,2024-02-23 16:57:00
1951,1,58,1,2,1,3,3,1,11,3,0,0,,0,,0,0,0,0,0,2.4,4.4,3,5.3,1.0,1,2024-06-10 12:44:00
1952,2,27,2,4,1,3,3,2,8,1,0,0,,0,,0,0,0,0,0,10.0,10.0,3,4.7,9.6,1,2024-06-17 14:03:00
1953,1,29,2,2,2,1,3,1,6,2,0,0,,0,,0,0,0,0,0,5.8,2.8,4,7.8,4.6,3,2024-05-01 13:54:00
1954,1,24,2,4,1,4,2,1,5,1,0,0,,0,,0,0,0,0,0,7.9,6.5,4,8.7,3.2,3,2024-04-07 17:34:00
1955,2,32,2,4,1,3,1,2,1,2,1,1,6.0,1,0.0,0,0,0,0,1,10.0,5.8,4,2.9,7.4,1,2024-04-04 16:46:00
1956,1,18,1,5,2,1,3,3,2,4,1,3,9.0,1,0.0,1,0,1,1,0,6.3,6.7,3,1.3,7.4,3,2024-07-10 17:14:00
1957,1,37,2,5,1,6,3,1,7,2,1,4,16.0,2,0.0,1,1,1,0,0,8.4,8.2,2,6.3,6.1,1,2024-05-08 13:38:00
1958,1,55,1,3,1,3,3,1,1,2,0,0,,0,,0,0,0,0,0,3.4,2.4,3,5.3,9.8,3,2024-03-25 15:45:00
1959,2,46,1,5,1,3,5,2,5,1,0,0,,0,,0,0,0,0,0,9.8,10.0,4,4.2,7.3,3,2024-02-08 11:55:00
1960,1,42,2,3,2,1,2,2,7,3,0,0,,0,,0,0,0,0,0,8.7,4.8,6,5.9,7.5,1,2024-04-22 12:51:00
1961,1,50,1,2,2,1,2,1,17,3,0,0,,0,,0,0,0,0,0,3.1,4.4,4,3.2,11.6,1,2024-04-26 13:19:00
1962,1,27,1,4,2,3,2,2,3,2,0,0,,0,,0,0,0,0,0,8.9,5.5,5,6.9,16.0,2,2024-01-24 17:23:00
1963,2,30,1,4,1,1,3,2,8,2,1,2,8.0,4,1.0,0,1,0,0,0,8.3,5.5,2,5.4,5.8,0,2024-03-17 11:46:00
1964,1,29,1,3,1,5,4,1,7,2,0,0,,0,,0,0,0,0,0,6.9,4.4,6,8.9,7.8,3,2024-05-14 15:04:00
1965,2,42,2,3,2,1,3,1,5,5,0,0,,0,,0,0,0,0,0,5.7,8.2,3,10.0,2.0,3,2024-04-01 14:59:00
1966,2,43,2,4,1,1,3,1,22,1,0,0,,0,,0,0,0,0,0,4.1,7.1,4,5.3,8.2,2,2024-04-23 11:35:00
1967,2,47,1,4,2,1,3,3,13,2,0,0,,0,,0,0,0,0,0,5.8,7.3,7,3.2,4.1,3,2024-06-06 17:14:00
1968,2,37,2,2,1,3,3,1,1,1,1,1,7.0,2,0.0,1,1,1,0,0,3.4,3.8,2,3.3,9.1,2,2024-05-01 09:58:00
1969,2,18,1,4,1,2,3,2,1,1,0,0,,0,,0,0,0,0,0,9.3,6.4,4,6.1,2.7,2,2024-03-24 17:46:00
1970,1,29,1,5,2,1,3,2,3,1,0,0,,0,,0,0,0,0,0,9.7,8.1,5,3.3,5.2,1,2024-01-28 09:07:00
1971,1,32,1,5,1,4,4,2,6,1,0,0,,0,,0,0,0,0,0,8.8,5.6,4,4.1,3.9,1,2024-07-02 12:36:00
1972,1,22,1,5,1,4,1,1,2,2,0,0,,0,,0,0,0,0,0,8.7,3.4,5,8.7,8.9,0,2024-02-14 14:23:00
1973,1,22,2,6,1,4,1,2,6,2,0,0,,0,,0,0,0,0,0,10.0,7.9,4,4.4,4.8,3,2024-05-27 08:01:00
1974,1,18,1,5,1,4,2,2,2,1,0,0,,0,,0,0,0,0,0,10.0,6.1,4,6.1,5.9,3,2024-04-29 15:00:00
1975,2,34,1,4,1,2,3,1,14,1,0,0,,0,,0,0,0,0,0,4.4,8.2,3,4.8,3.3,2,2024-01-21 11:03:00
1976,2,18,1,6,1,2,4,1,2,1,0,0,,0,,0,0,0,0,0,9.3,8.4,4,6.4,1.0,2,2024-05-18 11:29:00
1977,1,38,1,5,1,2,3,1,17,2,1,1,7.0,1,1.0,1,0,1,0,0,7.8,7.1,2,6.0,4.8,2,2024-06-12 09:21:00
1978,1,34,2,6,1,1,5,1,12,1,1,2,2.0,2,0.0,1,1,0,0,0,6.8,8.8,1,3.6,4.9,1,2024-01-15 17:22:00
1979,1,43,1,3,2,1,3,2,5,1,1,1,8.0,4,0.0,0,0,1,0,0,6.4,6.4,3,2.6,2.7,1,2024-01-29 15:48:00
1980,1,33,2,3,1,1,2,1,8,1,0,0,,0,,0,0,0,0,0,5.4,9.9,6,9.0,2.8,2,2024-04-03 14:06:00
1981,1,55,2,5,2,3,4,1,2,3,0,0,,0,,0,0,0,0,0,6.4,9.4,3,5.0,6.4,3,2024-02-25 14:01:00
1982,1,18,2,4,1,4,2,2,1,1,0,0,,0,,0,0,0,0,0,10.0,5.1,5,4.8,10.6,2,2024-03-10 16:57:00
1983,2,36,1,6,1,1,4,1,6,3,0,0,,0,,0,0,0,0,0,5.3,9.0,3,5.2,3.7,2,2024-05-27 16:22:00
1984,2,18,2,3,2,2,1,2,2,2,0,0,,0,,0,0,0,0,0,9.1,5.4,6,6.5,13.4,3,2024-05-12 11:26:00
1985,2,39,1,6,1,5,2,1,10,1,1,3,2.0,2,0.0,0,0,1,1,1,5.1,9.3,3,6.1,1.6,3,2024-02-10 10:00:00
1986,1,33,2,3,1,1,3,1,6,1,0,0,,0,,0,0,0,0,0,6.3,4.1,4,6.7,3.2,1,2024-05-04 09:37:00
1987,2,28,1,4,1,1,3,2,5,1,1,3,3.0,1,1.0,1,0,0,1,0,9.6,10.0,4,2.4,11.7,2,2024-06-10 13:23:00
1988,1,45,2,3,2,3,1,1,16,1,1,3,4.0,2,1.0,1,0,1,0,1,5.3,7.5,4,5.6,2.4,2,2024-04-28 10:25:00
1989,1,33,1,4,1,2,3,2,2,1,1,1,33.0,3,0.0,1,0,0,0,0,6.7,7.5,1,3.3,4.2,1,2024-03-18 11:17:00
1990,1,23,2,5,2,1,2,2,2,1,0,0,,0,,0,0,0,0,0,9.4,8.2,4,6.1,11.2,2,2024-03-28 14:37:00
1991,1,18,1,5,2,1,4,2,1,1,0,0,,0,,0,0,0,0,0,10.0,2.4,6,6.1,5.4,2,2024-07-12 17:42:00
1992,1,36,1,4,1,1,3,1,19,1,1,1,5.0,2,0.0,1,1,0,0,1,4.0,7.9,1,2.4,6.2,2,2024-05-13 12:48:00
1993,2,39,2,2,2,3,3,1,9,3,1,1,5.0,1,0.0,0,0,1,0,0,5.2,9.6,3,4.4,2.5,2,2024-01-27 13:09:00
1994,1,18,1,4,1,2,2,1,2,4,0,0,,0,,0,0,0,0,0,5.4,3.6,3,6.3,8.8,3,2024-02-10 12:39:00
1995,2,45,2,3,1,1,4,2,3,2,1,1,30.0,2,1.0,1,0,0,0,1,6.5,5.0,2,4.3,1.0,2,2024-07-11 11:15:00
1996,2,60,1,1,1,6,3,1,10,5,0,0,,0,,0,0,0,0,0,1.0,3.4,3,7.9,2.3,2,2024-01-29 12:18:00
1997,1,33,2,4,1,1,3,1,7,1,0,0,,0,,0,0,0,0,0,3.5,10.0,4,10.0,1.5,1,2024-06-09 17:56:00
1998,2,33,1,3,2,1,3,2,2,1,1,2,1.0,1,0.0,1,1,1,0,0,9.4,7.1,1,3.9,4.5,0,2024-06-06 14:03:00
1999,2,52,1,2,2,5,1,1,22,4,1,3,9.0,4,1.0,1,1,0,1,0,3.5,1.7,2,2.8,4.5,0,2024-06-22 10:27:00
2000,1,38,2,4,1,1,3,1,1,1,1,1,2.0,2,0.0,0,1,1,0,0,2.7,9.1,3,5.0,0.9,2,2024-06-19 13:33:00
2001,2,34,1,3,2,1,5,2,7,1,0,0,,0,,0,0,0,0,0,6.3,3.0,4,4.5,1.7,3,2024-03-01 15:13:00
2002,1,40,2,5,1,2,4,1,23,2,0,0,,0,,0,0,0,0,0,6.5,2.2,6,4.3,16.0,0,2024-04-23 15:51:00
2003,1,25,2,3,1,3,3,1,3,1,1,1,3.0,1,0.0,1,0,1,1,0,5.3,2.6,3,3.0,12.7,2,2024-05-09 12:12:00
2004,2,51,1,3,1,1,1,1,12,2,0,0,,0,,0,0,0,0,0,2.4,5.0,6,8.6,1.6,2,2024-04-18 12:53:00
2005,1,36,1,5,1,3,4,1,9,2,1,1,4.0,3,0.0,0,0,1,1,1,8.2,10.0,5,5.2,8.5,0,2024-06-08 16:38:00
2006,2,31,1,5,1,1,3,3,13,1,1,1,55.0,2,0.0,0,1,1,0,0,6.5,10.0,3,4.9,5.0,3,2024-02-20 17:46:00
2007,1,19,2,4,1,1,3,2,2,3,0,0,,0,,0,0,0,0,0,8.7,6.1,7,8.6,1.4,3,2024-06-08 11:23:00
2008,1,19,2,2,2,1,3,2,3,1,0,0,,0,,0,0,0,0,0,9.8,1.0,4,5.9,5.5,3,2024-05-14 14:37:00
2009,1,33,2,5,1,3,5,3,5,3,0,0,,0,,0,0,0,0,0,4.9,8.3,4,6.1,5.9,2,2024-03-27 15:26:00
2010,1,23,1,3,1,1,3,1,6,2,0,0,,0,,0,0,0,0,0,7.2,4.5,4,5.0,16.0,3,2024-01-22 11:13:00
2011,2,22,2,4,1,2,3,2,2,2,0,0,,0,,0,0,0,0,0,8.8,7.5,3,7.0,4.0,3,2024-06-20 17:05:00
2012,2,25,1,4,1,2,5,2,3,1,0,0,,0,,0,0,0,0,0,8.2,8.0,6,7.9,11.9,2,2024-02-11 14:13:00
2013,1,40,2,5,1,6,3,1,21,2,0,0,,0,,0,0,0,0,0,7.0,8.5,4,7.0,3.4,3,2024-06-16 14:33:00
2014,2,55,1,4,1,6,3,1,24,1,0,0,,0,,0,0,0,0,0,5.4,7.7,4,6.6,1.7,1,2024-06-25 13:44:00
2015,1,37,2,6,1,3,5,1,10,4,0,0,,0,,0,0,0,0,0,4.5,9.0,5,7.4,2.1,2,2024-04-15 10:31:00
2016,1,62,1,2,1,1,1,1,19,1,1,1,16.0,3,0.0,0,0,1,0,0,3.9,5.3,3,3.8,2.9,2,2024-02-20 09:58:00
2017,1,36,2,5,1,3,4,3,15,2,0,0,,0,,0,0,0,0,0,5.5,7.4,6,7.7,9.7,3,2024-01-28 14:06:00
2018,1,51,2,4,1,3,6,1,14,2,0,0,,0,,0,0,0,0,0,4.8,10.0,4,4.9,6.0,2,2024-05-17 15:33:00
2019,1,51,2,1,1,1,1,1,6,1,0,0,,0,,0,0,0,0,0,3.8,4.5,5,6.4,3.3,0,2024-07-09 14:13:00
2020,1,18,1,4,1,2,4,2,1,2,0,0,,0,,0,0,0,0,0,6.8,10.0,4,5.8,13.3,3,2024-03-20 15:37:00
2021,1,38,2,5,2,2,4,1,19,3,0,0,,0,,0,0,0,0,0,6.7,9.1,4,6.5,1.6,2,2024-05-02 15:43:00
2022,1,22,1,5,1,4,2,2,4,3,0,0,,0,,0,0,0,0,0,10.0,7.8,6,5.9,9.5,3,2024-04-10 13:04:00
2023,1,21,1,3,1,3,2,2,5,1,1,1,9.0,4,0.0,1,1,1,0,1,9.1,2.8,5,1.7,16.0,2,2024-01-30 11:41:00
2024,1,32,2,5,2,1,5,2,2,1,0,0,,0,,0,0,0,0,0,9.5,6.8,5,6.2,3.0,1,2024-02-11 12:09:00
2025,2,72,1,4,1,3,4,1,23,4,1,1,7.0,2,1.0,0,0,1,1,0,3.9,8.2,2,2.0,4.0,2,2024-06-11 12:53:00
2026,1,60,2,2,1,1,3,1,3,1,0,0,,0,,0,0,0,0,0,1.0,4.1,3,9.7,0.5,0,2024-03-20 13:22:00
2027,1,38,2,3,1,1,2,1,3,2,0,0,,0,,0,0,0,0,0,5.8,4.9,2,4.8,2.2,1,2024-01-18 12:20:00
2028,2,42,2,1,1,1,2,3,10,1,1,2,30.0,1,1.0,1,0,1,0,1,2.4,5.2,2,2.8,14.0,3,2024-02-12 12:06:00
