firm_id,state,geo_political_zone,location_type,industry_sector,firm_age_years,num_employees,annual_turnover_million_naira,legal_structure,owner_age,owner_gender,owner_education_level,owner_field_of_study,prior_entrepreneurial_experience_years,digital_literacy_score,digital_tools_computers,digital_tools_accounting_software,digital_tools_crm,digital_tools_ecommerce,digital_tools_cloud_computing,digital_tools_social_media,advanced_tech_ai_ml,advanced_tech_iot,advanced_tech_blockchain,advanced_tech_robotics,digitization_level_composite,process_new_production_methods,process_supply_chain_software,process_support_techniques,product_new_goods_services_3years,product_launch_frequency,business_model_revenue_changes,business_model_value_proposition,driver_competitive_pressure,driver_customer_demand,driver_management_attitude,constraint_access_to_credit,constraint_innovation_cost,constraint_internal_capital,constraint_finding_skilled_employees,constraint_training_cost,constraint_management_capability,constraint_electricity_reliability,constraint_internet_quality_cost,constraint_logistics_transportation,constraint_regulations_taxes,constraint_corruption_informal_charges,constraint_government_support_effectiveness,constraint_competition_intensity,constraint_demand_uncertainty,constraint_international_market_access,performance_profitability_growth,performance_sales_growth,performance_market_share_growth,performance_roi,performance_overall_satisfaction,objective_turnover_growth_percent,objective_profit_margin_percent,objective_employee_growth_percent,objective_new_branches,objective_new_clients,growth_product_lines_increase,growth_quality_improvement,growth_customer_satisfaction,growth_customer_retention_rate,innovation_technology_score,innovation_process_score,innovation_product_score,innovation_business_model_score,innovation_overall_score,constraint_financial_score,constraint_human_capital_score,constraint_infrastructure_score,constraint_regulatory_score,constraint_market_score,constraint_overall_score,performance_subjective_score,survey_date,survey_response_time_minutes,data_quality_score
SME_04618,Benue,North-Central,Rural,Wholesale and Retail Trade,8,31,85.59,Sole Proprietorship,48,Male,Secondary,N/A,15,4.8,1.5,1.0,1.4,1.5,1.0,1.6,1.0,1.0,1.0,1.0,1.52,2.3,1.9,2.4,2.2,1.9,1.7,1.8,4.6,3.7,2.3,2.7,2.9,1.6,2.8,4.6,3.7,5.0,3.0,3.7,3.2,2.2,2.1,4.2,3.6,3.3,2.5,2.4,2.0,3.2,1.6,3.4,20.3,-0.8,0,10,2.4,2.1,3.2,59.6,1.2,2.2,2.17,1.75,1.83,2.96,3.7,3.9,2.5,3.7,3.35,2.3,2024-02-27,42,0.75
SME_04619,Rivers,South-South,Urban,Wholesale and Retail Trade,3,11,27.72,Sole Proprietorship,31,Female,Secondary,N/A,0,5.6,2.5,1.5,1.6,1.8,2.9,2.0,1.0,1.0,1.0,1.0,1.89,1.4,1.5,2.3,1.0,1.1,1.2,1.6,4.6,4.5,1.8,4.0,3.8,3.6,2.6,3.1,3.1,2.5,2.6,3.4,3.2,3.6,2.1,3.4,3.3,3.2,2.4,2.9,2.1,3.3,2.0,1.5,10.6,-3.3,0,20,3.2,3.9,2.7,62.7,1.63,1.73,1.77,1.4,1.63,3.42,2.93,2.83,2.97,3.3,3.09,2.47,2024-03-07,46,0.84
SME_04620,Lagos,South-West,Urban,Transportation and Storage,31,30,125.55,Limited Liability,51,Male,Secondary,N/A,0,4.3,1.9,1.5,1.2,1.8,2.2,2.8,1.1,1.0,1.0,1.0,2.17,1.7,1.0,1.8,2.0,1.3,1.0,1.0,4.0,3.2,2.3,2.3,2.4,2.1,2.0,3.0,2.2,3.2,1.8,2.7,3.8,4.6,2.1,3.4,3.8,3.3,2.9,3.1,2.7,2.7,2.8,1.1,17.7,-2.9,1,12,3.3,2.7,3.2,63.2,1.55,1.5,2.2,1.0,1.56,2.32,2.4,2.57,3.5,3.5,2.86,2.9,2024-03-25,49,0.67
SME_04621,Enugu,South-East,Urban,Manufacturing,3,84,256.7,Sole Proprietorship,43,Female,Secondary,N/A,0,4.7,1.6,1.1,1.0,1.0,1.0,2.3,1.0,1.0,1.0,1.0,1.43,1.0,1.4,1.3,1.4,1.0,1.6,1.0,4.1,2.9,1.0,1.0,1.5,1.0,3.5,2.6,3.2,4.2,3.2,3.4,3.1,4.0,1.9,3.4,3.3,3.8,2.5,2.9,1.9,2.0,2.4,-2.9,14.2,0.4,0,17,2.0,3.2,3.0,56.6,1.2,1.23,1.47,1.3,1.3,1.86,3.1,3.6,3.0,3.5,3.01,2.43,2024-04-08,41,0.94
SME_04622,Ogun,South-West,Urban,Manufacturing,5,39,132.93,Sole Proprietorship,44,Female,Postgraduate,Business Administration,14,7.9,1.8,1.1,1.0,2.3,1.6,2.0,1.0,1.0,1.0,1.0,1.91,2.8,2.3,2.9,2.4,3.6,2.2,2.4,2.9,3.5,2.4,2.3,2.3,2.0,2.7,2.5,2.6,3.9,2.6,3.4,3.5,3.1,2.0,4.1,3.1,4.0,2.4,2.5,1.8,3.0,3.4,2.5,14.3,-3.6,1,25,2.9,3.5,2.5,57.4,1.38,2.67,2.97,2.3,2.33,2.34,2.6,3.3,2.87,3.73,2.97,2.23,2024-01-24,29,0.94
SME_04623,Cross River,South-South,Rural,Accommodation and Food Service,3,16,59.12,Limited Liability,36,Female,Postgraduate,Natural Sciences,0,8.2,1.7,1.0,1.0,1.0,1.3,1.5,1.0,1.0,1.0,1.0,1.18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.8,4.6,1.0,3.1,3.4,2.4,4.6,4.1,3.2,3.1,3.2,2.6,4.3,3.0,2.6,3.7,3.2,3.8,1.2,2.6,1.2,2.3,2.0,-5.9,14.6,-3.5,0,9,1.5,2.7,1.8,51.0,1.15,1.0,1.17,1.0,1.08,3.24,3.97,2.97,3.3,3.57,3.41,1.67,2024-03-01,29,0.88
SME_04624,Edo,South-South,Urban,Wholesale and Retail Trade,3,16,70.42,Limited Liability,40,Female,No Formal Education,N/A,0,5.5,2.3,2.3,1.6,2.3,1.8,2.7,1.0,1.0,1.0,1.0,2.39,1.2,1.7,2.4,2.0,2.0,1.5,1.5,3.3,3.2,2.4,2.1,2.5,2.5,3.3,3.8,3.2,3.4,2.9,2.5,3.8,3.8,2.1,3.5,4.4,3.3,2.9,3.3,3.1,2.8,3.0,0.6,14.9,4.1,0,21,2.7,2.9,3.1,49.8,1.7,1.77,2.23,1.5,1.8,2.76,3.43,2.93,3.23,3.73,3.22,3.1,2024-01-26,33,0.94
SME_04625,Kogi,North-Central,Urban,Wholesale and Retail Trade,2,43,105.51,Limited Liability,39,Male,Postgraduate,Medicine,12,8.8,4.2,3.4,3.9,4.5,3.6,4.7,1.3,1.2,1.5,1.4,4.36,3.3,3.1,3.9,2.5,2.6,3.5,3.7,3.4,4.5,2.6,3.1,2.8,2.7,3.4,4.0,2.0,3.7,2.4,2.6,3.8,4.4,1.8,2.8,3.6,3.8,4.0,3.5,3.8,4.4,3.5,16.7,20.7,6.7,1,33,4.1,3.7,3.9,73.7,2.97,3.43,3.07,3.6,3.27,3.0,3.13,2.9,3.33,3.4,3.15,3.77,2024-02-01,62,0.58
SME_04626,Ebonyi,South-East,Urban,Professional Services,5,12,36.1,Sole Proprietorship,38,Female,Bachelor,Marketing,0,8.0,3.5,2.5,2.8,2.0,3.5,3.0,1.0,1.0,1.0,1.0,2.63,2.2,1.9,3.0,2.4,2.2,3.1,2.7,4.3,3.2,3.7,3.2,3.8,2.7,2.3,3.6,2.5,2.9,3.4,3.2,3.8,4.1,1.4,2.9,3.5,3.5,3.4,3.4,3.5,3.9,3.5,2.9,20.3,5.8,0,25,3.3,3.5,4.5,79.4,2.13,2.37,2.63,2.9,2.51,3.34,2.8,3.17,3.1,3.3,3.14,3.43,2024-02-05,38,0.77
SME_04627,Edo,South-South,Rural,Health and Social Work,7,32,129.91,Sole Proprietorship,33,Female,Secondary,N/A,1,5.9,2.5,1.7,2.5,2.8,1.8,3.1,1.0,1.0,1.0,1.0,2.71,2.5,2.4,2.6,2.0,2.2,3.2,3.0,4.7,3.4,3.2,2.2,3.1,2.6,3.0,4.0,3.3,2.7,3.4,2.3,1.9,2.8,2.2,2.8,3.1,4.3,3.7,3.2,3.9,2.9,3.5,2.6,16.6,4.2,2,19,3.5,3.2,3.6,70.3,1.84,2.5,2.57,3.1,2.5,3.06,3.43,2.8,2.3,3.4,3.0,3.6,2024-04-13,49,0.88
SME_04628,Plateau,North-Central,Rural,Information and Communication,10,22,166.53,Limited Liability,44,Male,Postgraduate,Law,0,8.3,2.9,2.4,1.7,2.0,1.6,3.1,1.0,1.0,1.0,1.0,2.49,2.7,2.5,2.4,3.0,2.6,2.2,1.8,3.0,4.5,3.5,1.7,1.5,2.0,2.9,3.1,3.4,4.6,4.5,3.1,3.7,2.7,2.5,3.6,2.8,3.5,2.8,2.6,3.6,3.2,3.4,12.7,16.0,5.9,1,27,3.5,3.7,3.6,71.5,1.77,2.53,3.03,2.0,2.33,2.56,3.13,4.07,2.97,3.3,3.21,3.0,2024-02-26,56,0.97
SME_04629,Ondo,South-West,Rural,Manufacturing,10,30,93.41,Partnership,35,Female,Bachelor,Business Administration,0,8.3,3.1,3.1,2.3,3.7,2.4,3.3,1.0,1.0,1.0,1.0,3.17,3.7,3.6,3.0,3.1,2.7,2.7,3.0,3.1,3.5,4.0,2.3,2.8,2.6,3.5,3.7,2.7,4.0,3.4,3.2,4.5,2.2,1.3,3.6,3.4,3.9,3.2,3.2,3.9,2.6,3.7,4.6,16.8,6.2,0,30,3.6,3.4,3.4,64.7,2.19,3.43,3.13,2.85,2.9,2.96,3.3,3.53,2.67,3.63,3.22,3.43,2024-04-08,51,0.93
SME_04630,Taraba,North-East,Urban,Manufacturing,23,29,96.6,Limited Liability,49,Female,Bachelor,Arts and Humanities,0,7.0,3.0,2.5,2.1,2.7,1.7,2.7,1.0,1.0,1.0,1.0,2.62,2.4,2.7,3.1,4.0,3.4,2.8,2.4,3.0,3.7,3.5,2.3,2.4,2.2,2.6,3.0,2.4,5.0,4.3,3.6,3.3,3.0,2.2,4.3,3.8,4.9,2.9,3.2,3.3,3.4,3.0,-0.8,17.9,0.5,1,14,2.8,3.2,3.6,69.5,1.87,2.73,3.4,2.6,2.65,2.84,2.67,4.3,2.83,4.33,3.39,3.13,2024-02-04,43,0.83
SME_04631,Kano,North-West,Rural,Manufacturing,10,16,29.89,Sole Proprietorship,44,Male,Bachelor,Law,0,6.0,2.9,2.7,2.1,3.2,2.3,3.4,1.0,1.0,1.0,1.0,3.07,2.0,2.0,2.5,2.6,2.6,2.3,1.5,2.7,4.2,2.5,3.2,3.4,3.5,4.5,3.8,3.8,5.0,3.6,4.8,2.3,3.8,2.1,2.7,3.6,3.4,2.3,3.4,3.7,3.1,3.5,6.5,18.5,7.8,0,19,3.8,2.8,2.9,62.2,2.06,2.17,3.0,1.9,2.28,3.5,4.03,4.47,2.73,3.23,3.59,3.13,2024-02-15,61,0.64
SME_04632,Imo,South-East,Urban,Construction,3,22,69.39,Limited Liability,35,Male,Bachelor,Law,7,6.5,3.1,2.3,1.2,2.5,2.4,2.4,1.0,1.0,1.0,1.0,2.42,2.0,2.0,1.9,1.8,1.0,1.7,1.9,3.2,4.1,2.0,2.6,3.2,3.9,3.3,2.9,2.2,4.6,3.3,3.9,3.1,3.3,1.5,3.6,2.9,4.2,2.2,3.8,2.9,3.4,2.5,-2.4,14.2,-0.8,0,10,3.2,2.5,3.2,56.9,1.79,1.97,2.0,1.8,1.89,3.18,2.8,3.93,2.63,3.57,3.22,2.97,2024-01-26,34,0.83
SME_04633,Enugu,South-East,Rural,Wholesale and Retail Trade,6,15,43.02,Sole Proprietorship,43,Female,Secondary,N/A,0,4.1,1.8,1.6,1.5,2.0,1.0,1.7,1.0,1.0,1.0,1.0,1.71,1.5,1.3,2.0,1.2,1.8,1.0,1.5,3.0,4.5,2.2,3.4,2.1,3.3,4.3,4.0,2.9,4.5,2.7,4.0,3.3,4.2,2.4,3.8,3.3,5.0,1.8,2.3,2.4,2.3,2.2,-3.7,14.0,-10.1,0,6,2.2,2.9,2.4,67.0,1.36,1.6,1.73,1.25,1.48,3.1,3.73,3.73,3.3,4.03,3.58,2.17,2024-02-22,41,0.69
SME_04634,Ekiti,South-West,Urban,Professional Services,5,9,72.37,Sole Proprietorship,44,Female,Bachelor,Natural Sciences,14,8.5,3.7,3.3,3.0,3.1,3.0,3.4,1.0,1.4,1.0,1.0,3.29,3.2,2.8,2.7,2.2,2.2,1.9,2.5,3.9,3.2,3.0,2.4,1.6,2.7,2.9,2.7,2.0,3.0,3.4,2.1,2.6,4.0,2.0,2.8,3.0,3.3,4.4,3.8,3.3,3.3,3.5,14.9,22.2,8.9,0,31,4.3,3.7,4.3,70.5,2.39,2.9,2.9,2.2,2.6,2.56,2.53,2.83,2.87,3.03,2.76,3.83,2024-02-13,50,0.83
SME_04635,Kaduna,North-West,Urban,Transportation and Storage,2,13,24.62,Limited Liability,37,Male,No Formal Education,N/A,10,7.3,2.9,1.7,1.0,1.0,1.7,2.5,1.0,1.0,1.0,1.0,1.87,1.7,1.7,1.7,2.3,1.9,1.6,2.6,2.8,3.6,2.8,3.4,3.3,3.2,3.1,3.5,1.6,3.8,4.4,4.5,2.7,2.8,2.7,4.0,3.4,4.2,2.1,2.5,2.0,2.5,3.1,2.1,16.8,2.8,0,22,3.0,2.9,2.5,49.3,1.48,1.7,2.4,2.1,1.92,3.56,2.73,4.23,2.73,3.87,3.42,2.2,2024-03-06,35,0.88
SME_04636,Bayelsa,South-South,Rural,Information and Communication,2,17,131.14,Sole Proprietorship,33,Male,Postgraduate,Arts and Humanities,0,9.5,3.2,2.7,2.6,2.3,2.8,3.9,1.5,1.6,1.1,1.0,3.09,2.8,3.4,3.7,4.6,3.5,4.0,3.6,3.9,3.5,3.7,3.2,2.5,2.4,2.9,3.2,3.9,3.4,3.3,2.3,2.6,3.2,1.7,3.2,3.1,3.8,4.0,4.2,3.7,3.9,3.7,9.2,20.2,17.2,0,31,3.8,4.2,4.9,67.8,2.27,3.3,3.97,3.8,3.34,2.92,3.33,3.0,2.5,3.37,3.02,3.97,2024-04-06,42,0.88
SME_04637,Rivers,South-South,Urban,Wholesale and Retail Trade,13,11,46.44,Partnership,44,Male,Postgraduate,Accounting,6,6.0,3.1,2.5,1.7,1.8,1.9,2.2,1.0,1.0,1.0,1.0,2.09,1.4,1.3,1.3,1.2,1.0,1.0,1.5,3.0,3.9,1.9,2.5,2.8,2.8,2.4,2.8,2.8,2.5,3.1,2.4,3.5,2.6,1.8,3.7,3.8,4.1,2.5,1.8,2.2,2.3,3.2,-4.4,13.1,0.7,0,23,1.9,3.5,3.0,64.6,1.72,1.33,1.37,1.25,1.42,2.8,2.67,2.67,2.63,3.87,2.93,2.17,2024-03-02,30,0.76
SME_04638,Cross River,South-South,Rural,Information and Communication,6,4,11.03,Sole Proprietorship,41,Male,Bachelor,Natural Sciences,0,7.9,3.9,2.7,2.6,2.6,2.2,3.9,1.6,1.1,1.0,1.0,3.15,1.4,2.9,3.4,3.1,3.2,2.6,3.0,3.3,3.4,3.8,3.0,3.8,3.3,3.6,3.3,3.6,4.2,2.8,3.3,2.3,4.1,3.0,3.5,3.6,3.9,3.3,3.7,2.9,3.8,3.3,3.8,20.0,9.3,0,30,3.7,3.6,4.0,72.9,2.26,2.57,3.33,2.8,2.74,3.24,3.5,3.43,3.13,3.67,3.39,3.3,2024-03-09,45,0.89
SME_04639,FCT,North-Central,Urban,Information and Communication,1,7,37.2,Partnership,30,Female,Bachelor,Arts and Humanities,4,10.0,3.2,2.1,2.6,1.4,1.9,3.5,1.0,1.0,1.0,1.0,2.53,2.9,2.2,2.1,2.5,2.3,3.3,2.3,3.7,4.1,2.6,3.0,3.4,2.6,3.0,3.1,2.9,3.6,2.6,3.1,4.4,2.6,1.4,4.4,3.1,4.3,3.4,3.7,2.5,3.4,3.4,-0.0,18.3,6.9,0,24,3.6,3.3,4.0,70.9,1.87,2.4,2.8,2.8,2.47,2.94,3.0,3.1,2.8,3.93,3.15,3.2,2024-03-04,40,0.82
SME_04640,Kaduna,North-West,Urban,Wholesale and Retail Trade,5,13,29.36,Limited Liability,41,Female,Postgraduate,Marketing,11,7.3,2.5,1.2,1.0,1.7,2.0,1.8,1.0,1.0,1.0,1.0,1.82,2.1,1.5,1.4,2.4,1.4,1.2,1.9,3.8,4.0,1.5,2.7,3.9,3.3,3.3,2.5,2.8,4.8,3.4,4.4,3.0,3.1,3.0,3.2,3.7,4.2,1.9,2.4,2.2,2.5,2.1,6.4,14.9,6.1,0,21,3.1,2.5,3.2,57.1,1.42,1.67,2.3,1.55,1.74,3.16,2.87,4.2,3.03,3.7,3.39,2.17,2024-03-13,63,0.72
SME_04641,Ondo,South-West,Rural,Wholesale and Retail Trade,2,16,87.44,Limited Liability,42,Male,Primary,N/A,15,5.1,1.4,1.0,1.0,1.0,1.0,1.9,1.0,1.0,1.0,1.0,1.31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.6,3.6,1.7,1.6,3.5,2.5,4.0,3.8,3.2,4.7,3.1,3.2,2.9,3.5,2.3,3.7,3.4,3.5,2.4,1.8,2.1,1.6,2.3,-4.7,15.4,2.4,0,3,1.3,3.1,2.9,60.7,1.13,1.0,1.1,1.0,1.06,2.9,3.67,3.67,2.9,3.53,3.33,2.1,2024-02-25,55,0.76
SME_04642,Cross River,South-South,Urban,Accommodation and Food Service,7,62,234.34,Limited Liability,36,Male,Primary,N/A,0,5.8,2.0,2.1,1.3,1.6,1.4,2.1,1.0,1.0,1.0,1.0,1.82,1.8,2.9,1.9,2.2,1.6,1.8,1.2,4.3,3.4,3.4,1.3,1.7,1.0,3.9,3.2,2.6,3.0,2.4,3.5,2.9,3.4,1.0,4.0,3.5,3.5,2.7,3.0,2.6,2.8,2.3,-2.6,16.1,-2.4,0,12,2.5,2.5,2.9,56.1,1.45,2.2,2.1,1.5,1.81,1.92,3.23,2.97,2.43,3.67,2.84,2.77,2024-01-25,40,0.57
SME_04643,Oyo,South-West,Urban,Health and Social Work,1,33,105.52,Limited Liability,43,Female,Bachelor,Marketing,17,6.8,2.0,1.2,2.0,1.5,1.4,2.8,1.0,1.0,1.0,1.0,1.91,2.1,2.4,2.8,2.6,1.0,2.1,2.2,4.0,4.1,2.5,3.0,3.0,2.4,3.2,3.4,3.5,4.4,2.6,3.5,3.6,2.6,1.3,3.4,2.2,3.8,1.8,2.3,2.7,2.9,2.8,1.2,14.6,2.6,0,16,2.8,3.1,2.6,63.5,1.49,2.43,2.13,2.15,2.05,2.88,3.37,3.5,2.5,3.13,3.08,2.27,2024-02-24,27,0.86
SME_04644,Jigawa,North-West,Rural,Agriculture,5,17,64.24,Sole Proprietorship,32,Male,Primary,N/A,2,5.7,1.2,1.0,1.0,1.0,1.4,1.4,1.0,1.0,1.0,1.0,1.13,1.0,1.0,1.1,1.0,1.0,1.0,1.0,3.0,3.1,2.0,2.8,3.4,3.6,3.8,2.6,3.3,4.7,4.0,4.4,3.1,4.1,2.1,3.8,3.0,3.7,2.6,1.7,1.9,2.1,2.0,-3.7,10.0,1.1,0,10,1.9,2.3,2.0,37.4,1.1,1.03,1.3,1.0,1.11,3.28,3.23,4.37,3.1,3.5,3.5,2.07,2024-03-09,51,0.62
SME_04645,Osun,South-West,Urban,Manufacturing,1,42,208.13,Sole Proprietorship,40,Male,Bachelor,Agriculture,14,5.8,1.9,1.3,1.2,1.9,1.6,2.3,1.0,1.0,1.0,1.0,1.91,1.7,1.9,1.8,2.2,2.1,3.0,2.2,3.3,3.4,2.2,1.5,1.4,1.0,2.6,2.9,3.7,3.1,3.7,2.5,2.5,3.4,2.6,3.7,3.8,3.4,2.9,3.5,2.3,3.3,3.7,-2.3,15.2,1.1,0,19,2.8,3.1,3.2,58.2,1.42,1.8,2.37,2.6,2.05,2.1,3.07,3.1,2.83,3.63,2.95,2.9,2024-03-30,40,0.8
SME_04646,Ekiti,South-West,Urban,Wholesale and Retail Trade,12,28,84.87,Limited Liability,40,Male,Primary,N/A,3,4.6,2.3,2.6,1.2,1.7,1.3,3.0,1.2,1.0,1.0,1.0,2.25,2.8,2.7,2.4,2.1,1.9,1.8,2.0,3.4,3.6,2.8,3.3,4.0,3.1,3.1,2.9,2.0,4.3,2.1,2.1,3.1,3.9,2.6,3.0,3.9,3.8,1.8,2.6,3.1,2.8,2.7,1.9,15.0,1.4,0,18,3.0,3.0,3.2,61.5,1.63,2.63,2.33,1.9,2.12,3.08,2.67,2.83,3.2,3.57,3.07,2.5,2024-02-23,52,0.68
SME_04647,Cross River,South-South,Rural,Accommodation and Food Service,3,10,23.49,Limited Liability,31,Female,Bachelor,Medicine,3,6.2,2.2,1.6,2.1,1.8,1.3,1.7,1.0,1.0,1.0,1.0,1.67,2.2,1.6,1.7,2.0,1.7,1.3,1.6,3.1,3.2,1.5,3.3,3.4,3.5,3.4,3.3,3.1,3.7,2.8,3.3,1.9,3.4,2.8,3.8,3.7,3.8,2.2,3.2,1.8,2.2,2.4,-6.1,16.8,-5.5,0,16,1.9,2.5,3.5,67.1,1.47,1.83,1.87,1.45,1.66,3.26,3.27,3.27,2.7,3.77,3.25,2.4,2024-04-10,36,0.76
SME_04648,Zamfara,North-West,Urban,Wholesale and Retail Trade,2,45,171.21,Limited Liability,31,Female,Primary,N/A,4,8.0,3.7,3.2,2.4,1.9,2.7,4.0,1.0,1.2,1.0,1.0,2.93,2.0,2.6,2.7,1.9,2.0,2.4,1.9,4.2,3.4,2.8,1.6,2.3,1.4,1.9,3.3,2.8,3.3,3.6,4.8,3.5,4.6,1.8,4.5,3.1,3.4,2.8,3.0,2.6,2.6,2.8,-3.2,17.5,3.2,1,17,3.6,3.3,3.2,68.6,2.21,2.43,2.5,2.15,2.32,2.44,2.67,3.9,3.3,3.67,3.2,2.8,2024-03-06,58,0.84
SME_04649,Akwa Ibom,South-South,Urban,Information and Communication,1,12,43.8,Partnership,39,Male,Bachelor,Marketing,13,8.9,2.9,2.4,2.3,2.6,3.8,3.1,1.0,1.2,1.0,1.0,2.78,2.1,2.4,2.9,3.2,2.9,3.2,3.1,4.8,4.1,4.1,3.3,3.6,3.3,1.8,2.8,2.0,3.2,2.0,3.1,2.9,3.2,1.4,3.7,4.0,4.5,3.7,4.0,3.0,4.2,2.9,11.9,19.5,4.0,0,28,3.1,3.7,4.0,81.8,2.13,2.47,3.07,3.15,2.7,3.0,2.2,2.77,2.5,4.07,2.91,3.57,2024-03-21,53,0.94
SME_04650,Imo,South-East,Rural,Wholesale and Retail Trade,7,33,176.69,Sole Proprietorship,37,Male,Bachelor,Medicine,0,8.8,2.6,2.9,2.9,1.9,2.3,3.4,1.0,1.0,1.0,1.0,2.62,3.3,2.7,3.4,3.2,3.2,2.9,3.1,3.2,4.4,3.5,2.6,1.7,2.4,2.1,4.3,4.2,4.0,4.4,3.5,3.1,4.0,1.7,3.3,4.0,4.2,3.1,3.0,3.0,3.3,3.1,1.5,20.0,4.5,0,26,3.3,4.4,3.8,75.8,2.0,3.13,3.23,3.0,2.84,3.08,3.53,3.97,2.93,3.83,3.47,3.03,2024-01-24,54,0.42
SME_04651,Lagos,South-West,Urban,Information and Communication,1,12,41.95,Partnership,39,Male,Secondary,N/A,0,7.7,2.2,1.9,1.7,3.5,1.8,2.0,1.0,1.0,1.0,1.0,2.53,2.1,2.0,1.9,3.1,2.2,3.1,2.9,3.0,3.6,2.7,3.2,3.6,3.0,3.4,4.0,2.6,4.0,1.9,2.5,3.2,2.5,2.3,3.4,3.9,3.7,3.3,3.8,3.4,3.4,2.8,16.4,20.4,6.5,0,21,4.0,2.8,3.7,89.2,1.71,2.0,3.1,3.0,2.45,3.14,3.33,2.8,2.67,3.67,3.12,3.5,2024-04-04,35,0.71
SME_04652,Bayelsa,South-South,Urban,Education,4,10,30.53,Sole Proprietorship,35,Male,Secondary,N/A,0,7.3,4.9,4.7,2.6,3.5,4.3,4.8,1.9,2.5,1.4,1.8,4.16,2.9,3.0,3.7,3.9,3.4,4.4,3.6,3.0,2.7,3.9,3.2,3.6,3.4,3.4,2.8,3.7,3.2,2.6,2.1,3.0,3.8,2.5,4.7,4.4,3.4,3.1,4.5,3.9,3.8,3.6,6.7,18.8,5.0,0,31,4.1,4.1,4.2,88.4,3.24,3.2,3.8,4.0,3.56,3.12,3.3,2.63,3.1,4.17,3.26,3.83,2024-01-18,60,0.84
SME_04653,Enugu,South-East,Urban,Wholesale and Retail Trade,1,6,16.51,Sole Proprietorship,36,Male,Primary,N/A,10,7.9,2.3,2.5,1.7,2.0,1.8,2.7,1.0,1.2,1.0,1.0,2.26,3.4,3.4,2.0,2.9,1.6,2.4,2.9,3.5,4.0,2.9,3.7,3.5,3.9,3.2,3.3,1.9,3.5,2.4,4.0,2.8,3.7,2.3,2.7,3.1,3.4,3.2,2.6,2.7,2.4,3.8,3.8,15.5,6.8,0,19,3.0,3.0,3.1,62.9,1.72,2.93,2.5,2.65,2.45,3.36,2.8,3.3,2.93,3.07,3.09,2.83,2024-02-04,58,0.78
SME_04654,FCT,North-Central,Rural,Manufacturing,1,7,36.58,Limited Liability,44,Male,Bachelor,Agriculture,0,6.2,2.5,1.1,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.42,1.0,1.6,1.7,2.7,1.4,2.0,2.2,3.7,3.6,2.2,2.7,4.0,3.4,4.9,4.0,3.7,5.0,4.0,4.5,3.1,2.2,2.1,2.9,4.1,3.8,2.0,3.1,1.9,2.8,2.9,2.5,16.9,-3.2,0,15,3.0,2.8,2.9,47.0,1.26,1.43,2.37,2.1,1.79,3.62,4.2,4.5,2.47,3.6,3.68,2.33,2024-03-16,39,0.96
SME_04655,Oyo,South-West,Urban,Wholesale and Retail Trade,1,8,16.86,Partnership,44,Female,Secondary,N/A,0,5.5,1.6,1.6,1.0,1.0,1.2,1.9,1.0,1.2,1.0,1.0,1.36,1.0,1.0,1.1,1.1,1.0,1.2,1.0,3.3,4.1,1.2,3.2,4.0,2.9,2.7,4.1,2.4,2.7,1.8,3.0,3.9,3.0,2.6,4.6,2.9,4.4,2.2,2.7,2.9,2.1,2.4,-9.2,9.7,-2.8,0,10,2.4,2.0,2.7,53.0,1.25,1.03,1.5,1.1,1.22,3.2,3.07,2.5,3.17,3.97,3.18,2.6,2024-02-11,53,0.91
SME_04656,Katsina,North-West,Urban,Professional Services,2,11,52.51,Limited Liability,34,Male,Postgraduate,Arts and Humanities,0,9.0,3.7,2.5,3.0,2.6,3.0,3.8,1.0,1.1,1.0,1.0,3.07,2.3,2.2,2.3,2.7,2.9,2.5,2.7,3.4,4.5,3.4,3.9,2.7,1.9,3.0,3.0,3.0,3.4,4.1,3.5,3.1,3.0,2.2,4.1,2.4,3.8,3.0,3.4,3.7,3.6,3.2,16.3,22.8,6.1,0,26,3.4,4.2,4.8,61.9,2.27,2.27,3.0,2.6,2.54,3.12,3.0,3.67,2.77,3.43,3.2,3.37,2024-02-07,59,0.83
SME_04657,Cross River,South-South,Urban,Information and Communication,3,14,65.44,Sole Proprietorship,38,Male,Primary,N/A,0,7.2,2.8,1.7,2.1,2.9,1.0,2.3,1.0,1.0,1.0,1.0,2.38,2.3,2.2,1.9,1.7,2.6,3.4,2.9,3.9,4.3,2.6,2.7,3.4,3.1,3.4,2.8,3.7,2.4,2.0,2.8,2.9,3.3,1.7,4.6,2.9,3.6,3.3,4.0,3.3,3.1,3.9,13.9,20.1,2.5,0,34,2.8,3.5,3.8,77.0,1.68,2.13,2.37,3.15,2.33,2.8,3.3,2.4,2.63,3.7,2.97,3.53,2024-03-14,50,0.81
