state,year,livestock_type,population_thousands,daily_manure_production_kg,annual_manure_production_tonnes,daily_biogas_potential_m3,annual_biogas_potential_m3,annual_methane_production_m3,annual_electricity_potential_kwh,annual_energy_potential_gj,methane_content
Kebbi,2021,poultry,62954.06,6295.41,2297.82,503.63,183825.85,128678.1,367651.7,3676.52,0.7
Kebbi,2021,donkeys,1259.08,18886.22,6893.47,755.45,275738.78,165443.27,551477.56,5514.78,0.6
Kebbi,2021,horses,629.54,12590.81,4595.65,503.63,183825.85,110295.51,367651.7,3676.52,0.6
Kebbi,2022,cattle,8975.87,224396.74,81904.81,8975.87,3276192.47,1965715.48,6552384.94,65523.85,0.6
Kebbi,2022,sheep,26927.61,67319.02,24571.44,3365.95,1228572.18,737143.31,2457144.35,24571.44,0.6
Kebbi,2022,goats,35903.48,71806.96,26209.54,3590.35,1310476.99,786286.19,2620953.98,26209.54,0.6
Kebbi,2022,pigs,3590.35,17951.74,6552.38,1077.1,393143.1,255543.01,786286.19,7862.86,0.65
Kebbi,2022,poultry,89758.7,8975.87,3276.19,718.07,262095.4,183466.78,524190.8,5241.91,0.7
Kebbi,2022,donkeys,1795.17,26927.61,9828.58,1077.1,393143.1,235885.86,786286.19,7862.86,0.6
Kebbi,2022,horses,897.59,17951.74,6552.38,718.07,262095.4,157257.24,524190.8,5241.91,0.6
Kebbi,2023,cattle,7717.82,192945.58,70425.14,7717.82,2817005.54,1690203.32,5634011.08,56340.11,0.6
Kebbi,2023,sheep,23153.47,57883.68,21127.54,2894.18,1056377.08,633826.25,2112754.16,21127.54,0.6
Kebbi,2023,goats,30871.29,61742.59,22536.04,3087.13,1126802.22,676081.33,2253604.43,22536.04,0.6
Kebbi,2023,pigs,3087.13,15435.65,5634.01,926.14,338040.66,219726.43,676081.33,6760.81,0.65
Kebbi,2023,poultry,77178.23,7717.82,2817.01,617.43,225360.44,157752.31,450720.89,4507.21,0.7
Kebbi,2023,donkeys,1543.56,23153.47,8451.02,926.14,338040.66,202824.4,676081.33,6760.81,0.6
Kebbi,2023,horses,771.78,15435.65,5634.01,617.43,225360.44,135216.27,450720.89,4507.21,0.6
Kebbi,2024,cattle,7146.92,178673.08,65215.68,7146.92,2608627.01,1565176.21,5217254.03,52172.54,0.6
Kebbi,2024,sheep,21440.77,53601.92,19564.7,2680.1,978235.13,586941.08,1956470.26,19564.7,0.6
Kebbi,2024,goats,28587.69,57175.39,20869.02,2858.77,1043450.81,626070.48,2086901.61,20869.02,0.6
Kebbi,2024,pigs,2858.77,14293.85,5217.25,857.63,313035.24,203472.91,626070.48,6260.7,0.65
Kebbi,2024,poultry,71469.23,7146.92,2608.63,571.75,208690.16,146083.11,417380.32,4173.8,0.7
Kebbi,2024,donkeys,1429.38,21440.77,7825.88,857.63,313035.24,187821.14,626070.48,6260.7,0.6
Kebbi,2024,horses,714.69,14293.85,5217.25,571.75,208690.16,125214.1,417380.32,4173.8,0.6
Kogi,2020,cattle,2044.49,51112.16,18655.94,2044.49,746237.58,447742.55,1492475.16,14924.75,0.6
Kogi,2020,sheep,6133.46,15333.65,5596.78,766.68,279839.09,167903.46,559678.18,5596.78,0.6
Kogi,2020,goats,8177.95,16355.89,5969.9,817.79,298495.03,179097.02,596990.06,5969.9,0.6
Kogi,2020,pigs,817.79,4088.97,1492.48,245.34,89548.51,58206.53,179097.02,1790.97,0.65
Kogi,2020,poultry,20444.87,2044.49,746.24,163.56,59699.01,41789.3,119398.01,1193.98,0.7
Kogi,2020,donkeys,408.9,6133.46,2238.71,245.34,89548.51,53729.11,179097.02,1790.97,0.6
Kogi,2020,horses,204.45,4088.97,1492.48,163.56,59699.01,35819.4,119398.01,1193.98,0.6
Kogi,2021,cattle,2616.19,65404.67,23872.7,2616.19,954908.15,572944.89,1909816.31,19098.16,0.6
Kogi,2021,sheep,7848.56,19621.4,7161.81,981.07,358090.56,214854.33,716181.11,7161.81,0.6
Kogi,2021,goats,10464.75,20929.49,7639.27,1046.47,381963.26,229177.96,763926.52,7639.27,0.6
Kogi,2021,pigs,1046.47,5232.37,1909.82,313.94,114588.98,74482.84,229177.96,2291.78,0.65
Kogi,2021,poultry,26161.87,2616.19,954.91,209.29,76392.65,53474.86,152785.3,1527.85,0.7
Kogi,2021,donkeys,523.24,7848.56,2864.72,313.94,114588.98,68753.39,229177.96,2291.78,0.6
Kogi,2021,horses,261.62,5232.37,1909.82,209.29,76392.65,45835.59,152785.3,1527.85,0.6
Kogi,2022,cattle,1517.54,37938.51,13847.56,1517.54,553902.31,332341.39,1107804.62,11078.05,0.6
Kogi,2022,sheep,4552.62,11381.55,4154.27,569.08,207713.37,124628.02,415426.73,4154.27,0.6
Kogi,2022,goats,6070.16,12140.32,4431.22,607.02,221560.92,132936.55,443121.85,4431.22,0.6
Kogi,2022,pigs,607.02,3035.08,1107.8,182.1,66468.28,43204.38,132936.55,1329.37,0.65
Kogi,2022,poultry,15175.41,1517.54,553.9,121.4,44312.18,31018.53,88624.37,886.24,0.7
Kogi,2022,donkeys,303.51,4552.62,1661.71,182.1,66468.28,39880.97,132936.55,1329.37,0.6
Kogi,2022,horses,151.75,3035.08,1107.8,121.4,44312.18,26587.31,88624.37,886.24,0.6
Kogi,2023,cattle,2447.9,61197.53,22337.1,2447.9,893483.95,536090.37,1786967.9,17869.68,0.6
Kogi,2023,sheep,7343.7,18359.26,6701.13,917.96,335056.48,201033.89,670112.96,6701.13,0.6
Kogi,2023,goats,9791.6,19583.21,7147.87,979.16,357393.58,214436.15,714787.16,7147.87,0.6
Kogi,2023,pigs,979.16,4895.8,1786.97,293.75,107218.07,69691.75,214436.15,2144.36,0.65
Kogi,2023,poultry,24479.01,2447.9,893.48,195.83,71478.72,50035.1,142957.43,1429.57,0.7
Kogi,2023,donkeys,489.58,7343.7,2680.45,293.75,107218.07,64330.84,214436.15,2144.36,0.6
Kogi,2023,horses,244.79,4895.8,1786.97,195.83,71478.72,42887.23,142957.43,1429.57,0.6
Kogi,2024,cattle,1311.18,32779.46,11964.5,1311.18,478580.09,287148.05,957160.17,9571.6,0.6
Kogi,2024,sheep,3933.53,9833.84,3589.35,491.69,179467.53,107680.52,358935.07,3589.35,0.6
Kogi,2024,goats,5244.71,10489.43,3828.64,524.47,191432.03,114859.22,382864.07,3828.64,0.6
Kogi,2024,pigs,524.47,2622.36,957.16,157.34,57429.61,37329.25,114859.22,1148.59,0.65
Kogi,2024,poultry,13111.78,1311.18,478.58,104.89,38286.41,26800.48,76572.81,765.73,0.7
Kogi,2024,donkeys,262.24,3933.53,1435.74,157.34,57429.61,34457.77,114859.22,1148.59,0.6
Kogi,2024,horses,131.12,2622.36,957.16,104.89,38286.41,22971.84,76572.81,765.73,0.6
Kwara,2020,cattle,2103.36,52584.09,19193.19,2103.36,767727.66,460636.59,1535455.31,15354.55,0.6
Kwara,2020,sheep,6310.09,15775.23,5757.96,788.76,287897.87,172738.72,575795.74,5757.96,0.6
Kwara,2020,goats,8413.45,16826.91,6141.82,841.35,307091.06,184254.64,614182.13,6141.82,0.6
Kwara,2020,pigs,841.35,4206.73,1535.46,252.4,92127.32,59882.76,184254.64,1842.55,0.65
Kwara,2020,poultry,21033.63,2103.36,767.73,168.27,61418.21,42992.75,122836.43,1228.36,0.7
Kwara,2020,donkeys,420.67,6310.09,2303.18,252.4,92127.32,55276.39,184254.64,1842.55,0.6
Kwara,2020,horses,210.34,4206.73,1535.46,168.27,61418.21,36850.93,122836.43,1228.36,0.6
Kwara,2021,cattle,3154.59,78864.76,28785.64,3154.59,1151425.55,690855.33,2302851.09,23028.51,0.6
Kwara,2021,sheep,9463.77,23659.43,8635.69,1182.97,431784.58,259070.75,863569.16,8635.69,0.6
Kwara,2021,goats,12618.36,25236.72,9211.4,1261.84,460570.22,276342.13,921140.44,9211.4,0.6
Kwara,2021,pigs,1261.84,6309.18,2302.85,378.55,138171.07,89811.19,276342.13,2763.42,0.65
Kwara,2021,poultry,31545.91,3154.59,1151.43,252.37,92114.04,64479.83,184228.09,1842.28,0.7
Kwara,2021,donkeys,630.92,9463.77,3454.28,378.55,138171.07,82902.64,276342.13,2763.42,0.6
Kwara,2021,horses,315.46,6309.18,2302.85,252.37,92114.04,55268.43,184228.09,1842.28,0.6
Kwara,2022,cattle,3266.15,81653.66,29803.59,3266.15,1192143.46,715286.07,2384286.91,23842.87,0.6
Kwara,2022,sheep,9798.44,24496.1,8941.08,1224.8,447053.8,268232.28,894107.59,8941.08,0.6
Kwara,2022,goats,13064.59,26129.17,9537.15,1306.46,476857.38,286114.43,953714.77,9537.15,0.6
Kwara,2022,pigs,1306.46,6532.29,2384.29,391.94,143057.21,92987.19,286114.43,2861.14,0.65
Kwara,2022,poultry,32661.46,3266.15,1192.14,261.29,95371.48,66760.03,190742.95,1907.43,0.7
Kwara,2022,donkeys,653.23,9798.44,3576.43,391.94,143057.21,85834.33,286114.43,2861.14,0.6
Kwara,2022,horses,326.61,6532.29,2384.29,261.29,95371.48,57222.89,190742.95,1907.43,0.6
Kwara,2023,cattle,3569.6,89239.93,32572.57,3569.6,1302902.97,781741.78,2605805.95,26058.06,0.6
Kwara,2023,sheep,10708.79,26771.98,9771.77,1338.6,488588.61,293153.17,977177.23,9771.77,0.6
Kwara,2023,goats,14278.39,28556.78,10423.22,1427.84,521161.19,312696.71,1042322.38,10423.22,0.6
Kwara,2023,pigs,1427.84,7139.19,2605.81,428.35,156348.36,101626.43,312696.71,3126.97,0.65
Kwara,2023,poultry,35695.97,3569.6,1302.9,285.57,104232.24,72962.57,208464.48,2084.64,0.7
Kwara,2023,donkeys,713.92,10708.79,3908.71,428.35,156348.36,93809.01,312696.71,3126.97,0.6
Kwara,2023,horses,356.96,7139.19,2605.81,285.57,104232.24,62539.34,208464.48,2084.64,0.6
Kwara,2024,cattle,3866.44,96661.11,35281.31,3866.44,1411252.27,846751.36,2822504.55,28225.05,0.6
Kwara,2024,sheep,11599.33,28998.33,10584.39,1449.92,529219.6,317531.76,1058439.21,10584.39,0.6
Kwara,2024,goats,15465.78,30931.56,11290.02,1546.58,564500.91,338700.55,1129001.82,11290.02,0.6
Kwara,2024,pigs,1546.58,7732.89,2822.5,463.97,169350.27,110077.68,338700.55,3387.01,0.65
Kwara,2024,poultry,38664.45,3866.44,1411.25,309.32,112900.18,79030.13,225800.36,2258.0,0.7
Kwara,2024,donkeys,773.29,11599.33,4233.76,463.97,169350.27,101610.16,338700.55,3387.01,0.6
Kwara,2024,horses,386.64,7732.89,2822.5,309.32,112900.18,67740.11,225800.36,2258.0,0.6
Lagos,2020,cattle,3951.7,98792.6,36059.3,3951.7,1442372.02,865423.21,2884744.04,28847.44,0.6
Lagos,2020,sheep,11855.11,29637.78,10817.79,1481.89,540889.51,324533.7,1081779.01,10817.79,0.6
Lagos,2020,goats,15806.82,31613.63,11538.98,1580.68,576948.81,346169.28,1153897.61,11538.98,0.6
Lagos,2020,pigs,1580.68,7903.41,2884.74,474.2,173084.64,112505.02,346169.28,3461.69,0.65
Lagos,2020,poultry,39517.04,3951.7,1442.37,316.14,115389.76,80772.83,230779.52,2307.8,0.7
Lagos,2020,donkeys,790.34,11855.11,4327.12,474.2,173084.64,103850.79,346169.28,3461.69,0.6
Lagos,2020,horses,395.17,7903.41,2884.74,316.14,115389.76,69233.86,230779.52,2307.8,0.6
Lagos,2021,cattle,3123.58,78089.47,28502.66,3123.58,1140106.23,684063.74,2280212.46,22802.12,0.6
Lagos,2021,sheep,9370.74,23426.84,8550.8,1171.34,427539.84,256523.9,855079.67,8550.8,0.6
Lagos,2021,goats,12494.31,24988.63,9120.85,1249.43,456042.49,273625.5,912084.99,9120.85,0.6
Lagos,2021,pigs,1249.43,6247.16,2280.21,374.83,136812.75,88928.29,273625.5,2736.25,0.65
Lagos,2021,poultry,31235.79,3123.58,1140.11,249.89,91208.5,63845.95,182417.0,1824.17,0.7
Lagos,2021,donkeys,624.72,9370.74,3420.32,374.83,136812.75,82087.65,273625.5,2736.25,0.6
Lagos,2021,horses,312.36,6247.16,2280.21,249.89,91208.5,54725.1,182417.0,1824.17,0.6
Lagos,2022,cattle,2804.67,70116.69,25592.59,2804.67,1023703.72,614222.23,2047407.44,20474.07,0.6
Lagos,2022,sheep,8414.0,21035.01,7677.78,1051.75,383888.89,230333.34,767777.79,7677.78,0.6
Lagos,2022,goats,11218.67,22437.34,8189.63,1121.87,409481.49,245688.89,818962.98,8189.63,0.6
Lagos,2022,pigs,1121.87,5609.34,2047.41,336.56,122844.45,79848.89,245688.89,2456.89,0.65
Lagos,2022,poultry,28046.68,2804.67,1023.7,224.37,81896.3,57327.41,163792.6,1637.93,0.7
Lagos,2022,donkeys,560.93,8414.0,3071.11,336.56,122844.45,73706.67,245688.89,2456.89,0.6
Lagos,2022,horses,280.47,5609.34,2047.41,224.37,81896.3,49137.78,163792.6,1637.93,0.6
Lagos,2023,cattle,3913.51,97837.65,35710.74,3913.51,1428429.66,857057.79,2856859.31,28568.59,0.6
Lagos,2023,sheep,11740.52,29351.29,10713.22,1467.56,535661.12,321396.67,1071322.24,10713.22,0.6
Lagos,2023,goats,15654.02,31308.05,11427.44,1565.4,571371.86,342823.12,1142743.72,11427.44,0.6
Lagos,2023,pigs,1565.4,7827.01,2856.86,469.62,171411.56,111417.51,342823.12,3428.23,0.65
Lagos,2023,poultry,39135.06,3913.51,1428.43,313.08,114274.37,79992.06,228548.74,2285.49,0.7
Lagos,2023,donkeys,782.7,11740.52,4285.29,469.62,171411.56,102846.94,342823.12,3428.23,0.6
Lagos,2023,horses,391.35,7827.01,2856.86,313.08,114274.37,68564.62,228548.74,2285.49,0.6
Lagos,2024,cattle,2846.66,71166.61,25975.81,2846.66,1039032.45,623419.47,2078064.9,20780.65,0.6
Lagos,2024,sheep,8539.99,21349.98,7792.74,1067.5,389637.17,233782.3,779274.34,7792.74,0.6
Lagos,2024,goats,11386.66,22773.31,8312.26,1138.67,415612.98,249367.79,831225.96,8312.26,0.6
Lagos,2024,pigs,1138.67,5693.33,2078.06,341.6,124683.89,81044.53,249367.79,2493.68,0.65
Lagos,2024,poultry,28466.64,2846.66,1039.03,227.73,83122.6,58185.82,166245.19,1662.45,0.7
Lagos,2024,donkeys,569.33,8539.99,3117.1,341.6,124683.89,74810.34,249367.79,2493.68,0.6
Lagos,2024,horses,284.67,5693.33,2078.06,227.73,83122.6,49873.56,166245.19,1662.45,0.6
Nasarawa,2020,cattle,5316.91,132922.86,48516.84,5316.91,1940673.71,1164404.22,3881347.41,38813.47,0.6
Nasarawa,2020,sheep,15950.74,39876.86,14555.05,1993.84,727752.64,436651.58,1455505.28,14555.05,0.6
Nasarawa,2020,goats,21267.66,42535.31,15525.39,2126.77,776269.48,465761.69,1552538.96,15525.39,0.6
Nasarawa,2020,pigs,2126.77,10633.83,3881.35,638.03,232880.84,151372.55,465761.69,4657.62,0.65
Nasarawa,2020,poultry,53169.14,5316.91,1940.67,425.35,155253.9,108677.73,310507.79,3105.08,0.7
Nasarawa,2020,donkeys,1063.38,15950.74,5822.02,638.03,232880.84,139728.51,465761.69,4657.62,0.6
Nasarawa,2020,horses,531.69,10633.83,3881.35,425.35,155253.9,93152.34,310507.79,3105.08,0.6
Nasarawa,2021,cattle,4362.43,109060.76,39807.18,4362.43,1592287.03,955372.22,3184574.06,31845.74,0.6
Nasarawa,2021,sheep,13087.29,32718.23,11942.15,1635.91,597107.64,358264.58,1194215.27,11942.15,0.6
Nasarawa,2021,goats,17449.72,34899.44,12738.3,1744.97,636914.81,382148.89,1273829.62,12738.3,0.6
Nasarawa,2021,pigs,1744.97,8724.86,3184.57,523.49,191074.44,124198.39,382148.89,3821.49,0.65
Nasarawa,2021,poultry,43624.3,4362.43,1592.29,348.99,127382.96,89168.07,254765.92,2547.66,0.7
Nasarawa,2021,donkeys,872.49,13087.29,4776.86,523.49,191074.44,114644.67,382148.89,3821.49,0.6
Nasarawa,2021,horses,436.24,8724.86,3184.57,348.99,127382.96,76429.78,254765.92,2547.66,0.6
Nasarawa,2022,cattle,4320.62,108015.38,39425.62,4320.62,1577024.61,946214.76,3154049.22,31540.49,0.6
Nasarawa,2022,sheep,12961.85,32404.62,11827.68,1620.23,591384.23,354830.54,1182768.46,11827.68,0.6
Nasarawa,2022,goats,17282.46,34564.92,12616.2,1728.25,630809.84,378485.91,1261619.69,12616.2,0.6
Nasarawa,2022,pigs,1728.25,8641.23,3154.05,518.47,189242.95,123007.92,378485.91,3784.86,0.65
Nasarawa,2022,poultry,43206.15,4320.62,1577.02,345.65,126161.97,88313.38,252323.94,2523.24,0.7
Nasarawa,2022,donkeys,864.12,12961.85,4731.07,518.47,189242.95,113545.77,378485.91,3784.86,0.6
Nasarawa,2022,horses,432.06,8641.23,3154.05,345.65,126161.97,75697.18,252323.94,2523.24,0.6
Nasarawa,2023,cattle,7507.86,187696.51,68509.23,7507.86,2740369.02,1644221.41,5480738.03,54807.38,0.6
Nasarawa,2023,sheep,22523.58,56308.95,20552.77,2815.45,1027638.38,616583.03,2055276.76,20552.77,0.6
Nasarawa,2023,goats,30031.44,60062.88,21922.95,3003.14,1096147.61,657688.56,2192295.21,21922.95,0.6
Nasarawa,2023,pigs,3003.14,15015.72,5480.74,900.94,328844.28,213748.78,657688.56,6576.89,0.65
Nasarawa,2023,poultry,75078.6,7507.86,2740.37,600.63,219229.52,153460.66,438459.04,4384.59,0.7
Nasarawa,2023,donkeys,1501.57,22523.58,8221.11,900.94,328844.28,197306.57,657688.56,6576.89,0.6
Nasarawa,2023,horses,750.79,15015.72,5480.74,600.63,219229.52,131537.71,438459.04,4384.59,0.6
Nasarawa,2024,cattle,7288.89,182222.33,66511.15,7288.89,2660446.02,1596267.61,5320892.04,53208.92,0.6
Nasarawa,2024,sheep,21866.68,54666.7,19953.35,2733.33,997667.26,598600.35,1995334.51,19953.35,0.6
Nasarawa,2024,goats,29155.57,58311.15,21283.57,2915.56,1064178.41,638507.04,2128356.82,21283.57,0.6
Nasarawa,2024,pigs,2915.56,14577.79,5320.89,874.67,319253.52,207514.79,638507.04,6385.07,0.65
Nasarawa,2024,poultry,72888.93,7288.89,2660.45,583.11,212835.68,148984.98,425671.36,4256.71,0.7
Nasarawa,2024,donkeys,1457.78,21866.68,7981.34,874.67,319253.52,191552.11,638507.04,6385.07,0.6
Nasarawa,2024,horses,728.89,14577.79,5320.89,583.11,212835.68,127701.41,425671.36,4256.71,0.6
Niger,2020,cattle,6087.92,152198.07,55552.29,6087.92,2222091.76,1333255.05,4444183.51,44441.84,0.6
Niger,2020,sheep,18263.77,45659.42,16665.69,2282.97,833284.41,499970.65,1666568.82,16665.69,0.6
Niger,2020,goats,24351.69,48703.38,17776.73,2435.17,888836.7,533302.02,1777673.4,17776.73,0.6
Niger,2020,pigs,2435.17,12175.85,4444.18,730.55,266651.01,173323.16,533302.02,5333.02,0.65
Niger,2020,poultry,60879.23,6087.92,2222.09,487.03,177767.34,124437.14,355534.68,3555.35,0.7
Niger,2020,donkeys,1217.58,18263.77,6666.28,730.55,266651.01,159990.61,533302.02,5333.02,0.6
Niger,2020,horses,608.79,12175.85,4444.18,487.03,177767.34,106660.4,355534.68,3555.35,0.6
Niger,2021,cattle,5383.66,134591.61,49125.94,5383.66,1965037.58,1179022.55,3930075.16,39300.75,0.6
Niger,2021,sheep,16150.99,40377.48,14737.78,2018.87,736889.09,442133.46,1473778.18,14737.78,0.6
Niger,2021,goats,21534.66,43069.32,15720.3,2153.47,786015.03,471609.02,1572030.06,15720.3,0.6
Niger,2021,pigs,2153.47,10767.33,3930.08,646.04,235804.51,153272.93,471609.02,4716.09,0.65
Niger,2021,poultry,53836.65,5383.66,1965.04,430.69,157203.01,110042.1,314406.01,3144.06,0.7
Niger,2021,donkeys,1076.73,16150.99,5895.11,646.04,235804.51,141482.71,471609.02,4716.09,0.6
Niger,2021,horses,538.37,10767.33,3930.08,430.69,157203.01,94321.8,314406.01,3144.06,0.6
Niger,2022,cattle,4791.08,119776.9,43718.57,4791.08,1748742.72,1049245.63,3497485.43,34974.85,0.6
Niger,2022,sheep,14373.23,35933.07,13115.57,1796.65,655778.52,393467.11,1311557.04,13115.57,0.6
Niger,2022,goats,19164.3,38328.61,13989.94,1916.43,699497.09,419698.25,1398994.17,13989.94,0.6
Niger,2022,pigs,1916.43,9582.15,3497.49,574.93,209849.13,136401.93,419698.25,4196.98,0.65
Niger,2022,poultry,47910.76,4791.08,1748.74,383.29,139899.42,97929.59,279798.83,2797.99,0.7
Niger,2022,donkeys,958.22,14373.23,5246.23,574.93,209849.13,125909.48,419698.25,4196.98,0.6
Niger,2022,horses,479.11,9582.15,3497.49,383.29,139899.42,83939.65,279798.83,2797.99,0.6
Niger,2023,cattle,4871.55,121788.73,44452.89,4871.55,1778115.43,1066869.26,3556230.86,35562.31,0.6
Niger,2023,sheep,14614.65,36536.62,13335.87,1826.83,666793.29,400075.97,1333586.57,13335.87,0.6
Niger,2023,goats,19486.2,38972.39,14224.92,1948.62,711246.17,426747.7,1422492.35,14224.92,0.6
Niger,2023,pigs,1948.62,9743.1,3556.23,584.59,213373.85,138693.0,426747.7,4267.48,0.65
Niger,2023,poultry,48715.49,4871.55,1778.12,389.72,142249.23,99574.46,284498.47,2844.98,0.7
Niger,2023,donkeys,974.31,14614.65,5334.35,584.59,213373.85,128024.31,426747.7,4267.48,0.6
Niger,2023,horses,487.15,9743.1,3556.23,389.72,142249.23,85349.54,284498.47,2844.98,0.6
Niger,2024,cattle,5320.82,133020.4,48552.45,5320.82,1942097.89,1165258.73,3884195.78,38841.96,0.6
Niger,2024,sheep,15962.45,39906.12,14565.73,1995.31,728286.71,436972.03,1456573.42,14565.73,0.6
Niger,2024,goats,21283.26,42566.53,15536.78,2128.33,776839.16,466103.49,1553678.31,15536.78,0.6
Niger,2024,pigs,2128.33,10641.63,3884.2,638.5,233051.75,151483.64,466103.49,4661.03,0.65
Niger,2024,poultry,53208.16,5320.82,1942.1,425.67,155367.83,108757.48,310735.66,3107.36,0.7
Niger,2024,donkeys,1064.16,15962.45,5826.29,638.5,233051.75,139831.05,466103.49,4661.03,0.6
Niger,2024,horses,532.08,10641.63,3884.2,425.67,155367.83,93220.7,310735.66,3107.36,0.6
Ogun,2020,cattle,3098.45,77461.33,28273.39,3098.45,1130935.47,678561.28,2261870.93,22618.71,0.6
Ogun,2020,sheep,9295.36,23238.4,8482.02,1161.92,424100.8,254460.48,848201.6,8482.02,0.6
Ogun,2020,goats,12393.81,24787.63,9047.48,1239.38,452374.19,271424.51,904748.37,9047.48,0.6
Ogun,2020,pigs,1239.38,6196.91,2261.87,371.81,135712.26,88212.97,271424.51,2714.25,0.65
Ogun,2020,poultry,30984.53,3098.45,1130.94,247.88,90474.84,63332.39,180949.67,1809.5,0.7
Ogun,2020,donkeys,619.69,9295.36,3392.81,371.81,135712.26,81427.35,271424.51,2714.25,0.6
Ogun,2020,horses,309.85,6196.91,2261.87,247.88,90474.84,54284.9,180949.67,1809.5,0.6
Ogun,2021,cattle,3532.07,88301.69,32230.12,3532.07,1289204.67,773522.8,2578409.35,25784.09,0.6
Ogun,2021,sheep,10596.2,26490.51,9669.04,1324.53,483451.75,290071.05,966903.51,9669.04,0.6
Ogun,2021,goats,14128.27,28256.54,10313.64,1412.83,515681.87,309409.12,1031363.74,10313.64,0.6
Ogun,2021,pigs,1412.83,7064.14,2578.41,423.85,154704.56,100557.96,309409.12,3094.09,0.65
Ogun,2021,poultry,35320.68,3532.07,1289.2,282.57,103136.37,72195.46,206272.75,2062.73,0.7
Ogun,2021,donkeys,706.41,10596.2,3867.61,423.85,154704.56,92822.74,309409.12,3094.09,0.6
Ogun,2021,horses,353.21,7064.14,2578.41,282.57,103136.37,61881.82,206272.75,2062.73,0.6
Ogun,2022,cattle,3519.62,87990.46,32116.52,3519.62,1284660.73,770796.44,2569321.46,25693.21,0.6
Ogun,2022,sheep,10558.86,26397.14,9634.96,1319.86,481747.77,289048.66,963495.55,9634.96,0.6
Ogun,2022,goats,14078.47,28156.95,10277.29,1407.85,513864.29,308318.58,1027728.58,10277.29,0.6
Ogun,2022,pigs,1407.85,7039.24,2569.32,422.35,154159.29,100203.54,308318.58,3083.19,0.65
Ogun,2022,poultry,35196.18,3519.62,1284.66,281.57,102772.86,71941.0,205545.72,2055.46,0.7
Ogun,2022,donkeys,703.92,10558.86,3853.98,422.35,154159.29,92495.57,308318.58,3083.19,0.6
Ogun,2022,horses,351.96,7039.24,2569.32,281.57,102772.86,61663.72,205545.72,2055.46,0.6
Ogun,2023,cattle,2790.26,69756.4,25461.09,2790.26,1018443.4,611066.04,2036886.8,20368.87,0.6
Ogun,2023,sheep,8370.77,20926.92,7638.33,1046.35,381916.28,229149.77,763832.55,7638.33,0.6
Ogun,2023,goats,11161.02,22322.05,8147.55,1116.1,407377.36,244426.42,814754.72,8147.55,0.6
Ogun,2023,pigs,1116.1,5580.51,2036.89,334.83,122213.21,79438.59,244426.42,2444.26,0.65
Ogun,2023,poultry,27902.56,2790.26,1018.44,223.22,81475.47,57032.83,162950.94,1629.51,0.7
Ogun,2023,donkeys,558.05,8370.77,3055.33,334.83,122213.21,73327.92,244426.42,2444.26,0.6
Ogun,2023,horses,279.03,5580.51,2036.89,223.22,81475.47,48885.28,162950.94,1629.51,0.6
Ogun,2024,cattle,4378.9,109472.46,39957.45,4378.9,1598297.85,958978.71,3196595.71,31965.96,0.6
Ogun,2024,sheep,13136.69,32841.74,11987.23,1642.09,599361.7,359617.02,1198723.39,11987.23,0.6
Ogun,2024,goats,17515.59,35031.19,12786.38,1751.56,639319.14,383591.48,1278638.28,12786.38,0.6
Ogun,2024,pigs,1751.56,8757.8,3196.6,525.47,191795.74,124667.23,383591.48,3835.91,0.65
Ogun,2024,poultry,43788.98,4378.9,1598.3,350.31,127863.83,89504.68,255727.66,2557.28,0.7
Ogun,2024,donkeys,875.78,13136.69,4794.89,525.47,191795.74,115077.45,383591.48,3835.91,0.6
Ogun,2024,horses,437.89,8757.8,3196.6,350.31,127863.83,76718.3,255727.66,2557.28,0.6
Ondo,2020,cattle,3475.79,86894.85,31716.62,3475.79,1268664.75,761198.85,2537329.5,25373.29,0.6
Ondo,2020,sheep,10427.38,26068.45,9514.99,1303.42,475749.28,285449.57,951498.56,9514.99,0.6
Ondo,2020,goats,13903.18,27806.35,10149.32,1390.32,507465.9,304479.54,1014931.8,10149.32,0.6
Ondo,2020,pigs,1390.32,6951.59,2537.33,417.1,152239.77,98955.85,304479.54,3044.8,0.65
Ondo,2020,poultry,34757.94,3475.79,1268.66,278.06,101493.18,71045.23,202986.36,2029.86,0.7
Ondo,2020,donkeys,695.16,10427.38,3805.99,417.1,152239.77,91343.86,304479.54,3044.8,0.6
Ondo,2020,horses,347.58,6951.59,2537.33,278.06,101493.18,60895.91,202986.36,2029.86,0.6
Ondo,2021,cattle,3201.97,80049.23,29217.97,3201.97,1168718.81,701231.29,2337437.62,23374.38,0.6
Ondo,2021,sheep,9605.91,24014.77,8765.39,1200.74,438269.55,262961.73,876539.11,8765.39,0.6
Ondo,2021,goats,12807.88,25615.75,9349.75,1280.79,467487.52,280492.51,934975.05,9349.75,0.6
Ondo,2021,pigs,1280.79,6403.94,2337.44,384.24,140246.26,91160.07,280492.51,2804.93,0.65
Ondo,2021,poultry,32019.69,3201.97,1168.72,256.16,93497.5,65448.25,186995.01,1869.95,0.7
Ondo,2021,donkeys,640.39,9605.91,3506.16,384.24,140246.26,84147.75,280492.51,2804.93,0.6
Ondo,2021,horses,320.2,6403.94,2337.44,256.16,93497.5,56098.5,186995.01,1869.95,0.6
Ondo,2022,cattle,3416.85,85421.2,31178.74,3416.85,1247149.51,748289.71,2494299.03,24942.99,0.6
