state,year,month,petrol_price_naira_per_liter,diesel_price_naira_per_liter,price_difference_naira
Plateau,2021,6,168.92,174.11,5.19
Plateau,2021,7,162.97,162.34,-0.63
Plateau,2021,8,163.16,161.92,-1.25
Plateau,2021,9,162.26,156.11,-6.15
Plateau,2021,10,162.87,162.63,-0.24
Plateau,2021,11,163.01,153.85,-9.17
Plateau,2021,12,171.17,165.64,-5.53
Plateau,2022,1,194.61,204.67,10.06
Plateau,2022,2,204.09,218.64,14.55
Plateau,2022,3,205.32,226.59,21.27
Plateau,2022,4,196.39,214.44,18.05
Plateau,2022,5,184.98,222.2,37.22
Plateau,2022,6,191.31,207.9,16.59
Plateau,2022,7,167.52,192.68,25.16
Plateau,2022,8,171.56,192.33,20.77
Plateau,2022,9,158.95,175.13,16.18
Plateau,2022,10,171.28,184.41,13.13
Plateau,2022,11,170.16,185.11,14.95
Plateau,2022,12,184.36,212.02,27.66
Plateau,2023,1,218.5,222.88,4.39
Plateau,2023,2,226.89,237.75,10.86
Plateau,2023,3,231.02,240.9,9.88
Plateau,2023,4,219.92,230.89,10.97
Plateau,2023,5,214.14,223.15,9.01
Plateau,2023,6,201.08,232.25,31.17
Plateau,2023,7,196.3,211.06,14.76
Plateau,2023,8,196.89,212.31,15.42
Plateau,2023,9,188.56,205.54,16.98
Plateau,2023,10,186.51,198.35,11.84
Plateau,2023,11,195.48,214.02,18.53
Plateau,2023,12,211.58,217.37,5.79
Plateau,2024,1,201.03,256.53,55.5
Plateau,2024,2,220.25,268.68,48.44
Plateau,2024,3,224.28,276.59,52.32
Plateau,2024,4,216.07,269.47,53.4
Plateau,2024,5,211.28,246.55,35.28
Plateau,2024,6,189.41,237.18,47.77
Plateau,2024,7,187.83,232.98,45.16
Plateau,2024,8,187.98,214.69,26.71
Plateau,2024,9,172.26,228.28,56.02
Plateau,2024,10,174.51,220.94,46.43
Plateau,2024,11,190.52,231.24,40.72
Plateau,2024,12,190.61,231.67,41.05
Rivers,2020,1,162.18,181.28,19.09
Rivers,2020,2,169.4,198.9,29.5
Rivers,2020,3,161.4,195.07,33.67
Rivers,2020,4,170.26,187.96,17.7
Rivers,2020,5,158.36,188.35,29.99
Rivers,2020,6,159.9,182.87,22.97
Rivers,2020,7,147.3,172.38,25.08
Rivers,2020,8,138.56,164.29,25.73
Rivers,2020,9,137.93,154.68,16.75
Rivers,2020,10,143.3,162.92,19.63
Rivers,2020,11,144.03,175.43,31.41
Rivers,2020,12,146.41,174.1,27.69
Rivers,2021,1,180.94,207.02,26.08
Rivers,2021,2,186.76,215.64,28.88
Rivers,2021,3,190.56,219.59,29.03
Rivers,2021,4,181.93,227.39,45.46
Rivers,2021,5,172.94,202.58,29.64
Rivers,2021,6,170.34,209.96,39.62
Rivers,2021,7,158.5,182.17,23.67
Rivers,2021,8,151.8,183.29,31.48
Rivers,2021,9,146.88,183.34,36.46
Rivers,2021,10,161.96,182.29,20.33
Rivers,2021,11,158.13,188.63,30.49
Rivers,2021,12,162.41,208.23,45.82
Rivers,2022,1,203.76,222.76,19.0
Rivers,2022,2,210.63,221.7,11.07
Rivers,2022,3,216.7,245.07,28.37
Rivers,2022,4,210.64,242.41,31.77
Rivers,2022,5,193.57,223.55,29.99
Rivers,2022,6,192.95,215.13,22.18
Rivers,2022,7,179.67,199.44,19.77
Rivers,2022,8,167.96,192.8,24.84
Rivers,2022,9,166.11,196.55,30.44
Rivers,2022,10,169.39,186.31,16.92
Rivers,2022,11,182.41,204.65,22.24
Rivers,2022,12,198.11,215.03,16.92
Rivers,2023,1,217.24,243.29,26.05
Rivers,2023,2,225.38,273.56,48.17
Rivers,2023,3,224.32,260.65,36.33
Rivers,2023,4,215.93,253.67,37.74
Rivers,2023,5,214.91,256.41,41.5
Rivers,2023,6,197.42,252.52,55.09
Rivers,2023,7,200.76,231.78,31.03
Rivers,2023,8,194.4,211.66,17.26
Rivers,2023,9,185.03,220.53,35.5
Rivers,2023,10,194.4,227.2,32.8
Rivers,2023,11,191.4,239.92,48.52
Rivers,2023,12,198.32,250.96,52.64
Rivers,2024,1,252.4,248.14,-4.26
Rivers,2024,2,253.1,269.6,16.5
Rivers,2024,3,260.76,284.36,23.6
Rivers,2024,4,259.92,268.66,8.74
Rivers,2024,5,254.56,271.81,17.26
Rivers,2024,6,223.92,259.66,35.75
Rivers,2024,7,214.15,242.72,28.57
Rivers,2024,8,210.07,217.94,7.86
Rivers,2024,9,210.37,226.15,15.78
Rivers,2024,10,212.23,216.18,3.95
Rivers,2024,11,225.62,244.79,19.18
Rivers,2024,12,232.41,240.68,8.28
Sokoto,2020,1,183.27,192.09,8.82
Sokoto,2020,2,185.39,189.68,4.29
Sokoto,2020,3,191.62,195.94,4.33
Sokoto,2020,4,189.76,195.03,5.27
Sokoto,2020,5,182.63,187.85,5.22
Sokoto,2020,6,167.67,185.27,17.6
Sokoto,2020,7,161.33,170.07,8.74
Sokoto,2020,8,150.16,163.85,13.69
Sokoto,2020,9,153.3,154.42,1.12
Sokoto,2020,10,147.68,163.51,15.83
Sokoto,2020,11,164.91,168.7,3.79
Sokoto,2020,12,164.51,180.11,15.61
Sokoto,2021,1,180.53,211.1,30.57
Sokoto,2021,2,187.58,223.02,35.44
Sokoto,2021,3,186.93,226.02,39.09
Sokoto,2021,4,193.56,225.2,31.64
Sokoto,2021,5,184.63,225.37,40.74
Sokoto,2021,6,171.61,207.72,36.1
Sokoto,2021,7,161.62,188.76,27.14
Sokoto,2021,8,163.71,190.87,27.16
Sokoto,2021,9,166.18,187.92,21.73
Sokoto,2021,10,169.99,181.06,11.07
Sokoto,2021,11,162.23,188.23,25.99
Sokoto,2021,12,172.32,208.45,36.13
Sokoto,2022,1,229.73,235.58,5.85
Sokoto,2022,2,222.96,225.76,2.8
Sokoto,2022,3,222.79,229.73,6.95
Sokoto,2022,4,219.01,236.17,17.15
Sokoto,2022,5,214.33,224.56,10.23
Sokoto,2022,6,219.7,220.94,1.24
Sokoto,2022,7,207.91,198.73,-9.18
Sokoto,2022,8,189.05,199.24,10.18
Sokoto,2022,9,180.52,185.57,5.04
Sokoto,2022,10,194.57,200.96,6.39
Sokoto,2022,11,197.2,205.88,8.68
Sokoto,2022,12,207.68,206.61,-1.06
Sokoto,2023,1,220.27,264.7,44.43
Sokoto,2023,2,239.85,267.95,28.11
Sokoto,2023,3,235.97,262.36,26.38
Sokoto,2023,4,231.24,251.4,20.17
Sokoto,2023,5,222.12,260.67,38.55
Sokoto,2023,6,222.44,242.22,19.78
Sokoto,2023,7,207.11,238.71,31.59
Sokoto,2023,8,191.1,215.37,24.27
Sokoto,2023,9,193.75,223.1,29.35
Sokoto,2023,10,209.46,214.5,5.03
Sokoto,2023,11,215.4,236.6,21.2
Sokoto,2023,12,212.54,238.66,26.12
Sokoto,2024,1,242.02,312.79,70.77
Sokoto,2024,2,254.43,321.55,67.12
Sokoto,2024,3,259.81,320.66,60.85
Sokoto,2024,4,267.32,323.85,56.53
Sokoto,2024,5,259.16,290.33,31.17
Sokoto,2024,6,242.67,278.83,36.16
Sokoto,2024,7,224.29,276.12,51.83
Sokoto,2024,8,215.36,264.71,49.35
Sokoto,2024,9,224.93,250.82,25.89
Sokoto,2024,10,221.29,261.45,40.15
Sokoto,2024,11,217.89,265.4,47.51
Sokoto,2024,12,248.79,300.22,51.43
Taraba,2020,1,160.53,181.92,21.39
Taraba,2020,2,174.01,190.71,16.7
Taraba,2020,3,171.81,190.63,18.81
Taraba,2020,4,172.72,192.47,19.74
Taraba,2020,5,159.75,184.06,24.31
Taraba,2020,6,158.32,177.03,18.71
Taraba,2020,7,145.27,171.05,25.79
Taraba,2020,8,137.01,158.24,21.23
Taraba,2020,9,145.7,159.23,13.53
Taraba,2020,10,140.4,163.7,23.3
Taraba,2020,11,150.61,171.95,21.34
Taraba,2020,12,161.18,177.73,16.55
Taraba,2021,1,167.8,179.82,12.02
Taraba,2021,2,179.66,187.87,8.2
Taraba,2021,3,176.27,180.55,4.27
Taraba,2021,4,177.83,183.59,5.76
Taraba,2021,5,175.94,172.66,-3.28
Taraba,2021,6,165.11,180.28,15.17
Taraba,2021,7,150.47,163.56,13.09
Taraba,2021,8,143.43,159.69,16.26
Taraba,2021,9,148.09,153.95,5.86
Taraba,2021,10,149.86,163.96,14.1
Taraba,2021,11,150.81,156.19,5.39
Taraba,2021,12,169.64,173.99,4.35
Taraba,2022,1,205.29,212.43,7.15
Taraba,2022,2,211.2,230.54,19.34
Taraba,2022,3,210.1,216.97,6.87
Taraba,2022,4,201.29,214.72,13.44
Taraba,2022,5,194.07,209.8,15.73
Taraba,2022,6,190.68,205.54,14.87
Taraba,2022,7,178.82,195.8,16.97
Taraba,2022,8,165.96,178.43,12.47
Taraba,2022,9,165.07,183.71,18.64
Taraba,2022,10,168.25,182.07,13.82
Taraba,2022,11,178.35,199.6,21.25
Taraba,2022,12,180.41,206.79,26.38
Taraba,2023,1,218.61,228.85,10.24
Taraba,2023,2,209.34,258.37,49.03
Taraba,2023,3,218.61,253.46,34.85
Taraba,2023,4,220.38,253.22,32.84
Taraba,2023,5,218.59,252.33,33.74
Taraba,2023,6,203.96,224.07,20.11
Taraba,2023,7,196.78,207.69,10.9
Taraba,2023,8,177.38,217.42,40.04
Taraba,2023,9,175.23,200.29,25.06
Taraba,2023,10,175.68,216.62,40.94
Taraba,2023,11,189.59,221.29,31.71
Taraba,2023,12,194.36,234.84,40.49
Taraba,2024,1,226.98,235.79,8.81
Taraba,2024,2,248.3,254.97,6.66
Taraba,2024,3,250.36,249.4,-0.95
Taraba,2024,4,243.69,257.99,14.3
Taraba,2024,5,233.42,254.15,20.73
Taraba,2024,6,215.8,222.74,6.94
Taraba,2024,7,210.77,224.75,13.98
Taraba,2024,8,200.73,205.06,4.33
Taraba,2024,9,196.4,204.24,7.85
Taraba,2024,10,197.79,214.32,16.53
Taraba,2024,11,212.3,213.83,1.54
Taraba,2024,12,216.06,225.94,9.88
Yobe,2020,1,179.05,201.89,22.84
Yobe,2020,2,182.48,220.07,37.59
Yobe,2020,3,186.44,207.48,21.05
Yobe,2020,4,186.13,209.06,22.93
Yobe,2020,5,169.25,195.59,26.35
Yobe,2020,6,163.59,187.18,23.59
Yobe,2020,7,151.72,181.67,29.96
Yobe,2020,8,154.25,184.61,30.36
Yobe,2020,9,144.53,181.61,37.08
Yobe,2020,10,154.98,182.64,27.66
Yobe,2020,11,150.13,188.58,38.45
Yobe,2020,12,171.11,198.36,27.25
Yobe,2021,1,195.97,219.86,23.88
Yobe,2021,2,192.29,223.01,30.71
Yobe,2021,3,208.47,238.4,29.92
Yobe,2021,4,192.64,237.56,44.92
Yobe,2021,5,189.85,223.19,33.34
Yobe,2021,6,188.59,215.69,27.1
Yobe,2021,7,182.55,194.99,12.44
Yobe,2021,8,174.05,184.01,9.96
Yobe,2021,9,168.96,192.8,23.85
Yobe,2021,10,171.01,186.32,15.31
Yobe,2021,11,181.28,192.13,10.85
Yobe,2021,12,175.75,213.71,37.97
Yobe,2022,1,212.72,244.21,31.49
Yobe,2022,2,230.23,262.68,32.45
Yobe,2022,3,218.47,270.45,51.98
Yobe,2022,4,222.98,264.12,41.14
Yobe,2022,5,214.39,260.89,46.51
Yobe,2022,6,211.74,245.6,33.86
Yobe,2022,7,187.05,236.28,49.23
Yobe,2022,8,190.43,224.06,33.63
Yobe,2022,9,181.96,224.72,42.76
Yobe,2022,10,191.45,211.22,19.77
Yobe,2022,11,192.94,237.37,44.43
Yobe,2022,12,195.7,251.66,55.96
Yobe,2023,1,234.27,261.71,27.43
Yobe,2023,2,259.1,272.2,13.1
Yobe,2023,3,258.11,278.23,20.12
Yobe,2023,4,239.18,264.22,25.03
Yobe,2023,5,240.84,281.22,40.39
Yobe,2023,6,225.37,252.02,26.65
Yobe,2023,7,213.56,243.38,29.83
Yobe,2023,8,207.34,242.4,35.06
Yobe,2023,9,205.63,230.28,24.64
Yobe,2023,10,201.04,244.8,43.76
Yobe,2023,11,211.51,232.52,21.01
Yobe,2023,12,232.08,258.11,26.02
Yobe,2024,1,257.31,274.76,17.45
Yobe,2024,2,267.19,297.63,30.44
Yobe,2024,3,259.97,295.64,35.67
Yobe,2024,4,252.6,300.66,48.06
Yobe,2024,5,250.5,278.31,27.81
Yobe,2024,6,240.55,283.27,42.72
Yobe,2024,7,224.89,267.18,42.3
Yobe,2024,8,214.26,235.54,21.28
Yobe,2024,9,208.1,240.93,32.83
Yobe,2024,10,211.53,234.2,22.67
Yobe,2024,11,235.75,265.21,29.47
Yobe,2024,12,244.04,260.93,16.89
Zamfara,2020,1,150.69,168.22,17.53
Zamfara,2020,2,151.46,160.57,9.1
Zamfara,2020,3,154.6,166.43,11.83
Zamfara,2020,4,150.61,168.95,18.34
Zamfara,2020,5,150.61,155.02,4.41
Zamfara,2020,6,133.85,161.22,27.37
Zamfara,2020,7,129.79,139.43,9.64
Zamfara,2020,8,124.24,133.85,9.61
Zamfara,2020,9,124.96,142.44,17.48
Zamfara,2020,10,126.18,139.54,13.36
Zamfara,2020,11,135.69,146.07,10.38
Zamfara,2020,12,145.44,159.25,13.8
Zamfara,2021,1,159.22,209.11,49.89
Zamfara,2021,2,165.14,216.36,51.22
Zamfara,2021,3,171.72,203.61,31.89
Zamfara,2021,4,166.06,216.47,50.41
Zamfara,2021,5,165.56,191.34,25.78
Zamfara,2021,6,155.38,186.94,31.56
Zamfara,2021,7,137.5,178.64,41.14
Zamfara,2021,8,135.37,178.96,43.6
Zamfara,2021,9,134.79,176.48,41.7
Zamfara,2021,10,132.11,170.1,37.99
Zamfara,2021,11,140.88,175.57,34.69
Zamfara,2021,12,145.66,183.93,38.27
Zamfara,2022,1,188.31,201.99,13.68
Zamfara,2022,2,203.88,220.21,16.33
Zamfara,2022,3,198.78,210.6,11.83
Zamfara,2022,4,188.77,221.23,32.46
Zamfara,2022,5,181.52,200.37,18.84
Zamfara,2022,6,177.18,191.27,14.09
Zamfara,2022,7,166.02,190.27,24.24
Zamfara,2022,8,158.94,180.3,21.36
Zamfara,2022,9,156.63,167.76,11.13
Zamfara,2022,10,171.94,172.39,0.45
Zamfara,2022,11,177.31,185.85,8.54
Zamfara,2022,12,173.2,203.64,30.44
Zamfara,2023,1,190.39,251.02,60.63
Zamfara,2023,2,193.86,251.19,57.33
Zamfara,2023,3,211.85,265.03,53.18
Zamfara,2023,4,212.12,258.91,46.79
Zamfara,2023,5,204.56,235.15,30.59
Zamfara,2023,6,183.49,226.02,42.53
Zamfara,2023,7,175.97,217.01,41.04
Zamfara,2023,8,172.06,203.73,31.67
Zamfara,2023,9,172.01,200.9,28.88
Zamfara,2023,10,168.05,210.97,42.92
Zamfara,2023,11,183.44,224.6,41.16
Zamfara,2023,12,190.27,222.95,32.68
Zamfara,2024,1,219.43,232.59,13.16
Zamfara,2024,2,219.31,237.31,17.99
Zamfara,2024,3,243.33,256.94,13.6
Zamfara,2024,4,226.5,231.7,5.2
Zamfara,2024,5,215.02,232.09,17.07
Zamfara,2024,6,221.05,215.43,-5.62
Zamfara,2024,7,206.29,203.96,-2.33
Zamfara,2024,8,202.55,201.68,-0.87
Zamfara,2024,9,195.66,197.93,2.28
Zamfara,2024,10,195.72,197.81,2.09
Zamfara,2024,11,193.88,221.57,27.69
Zamfara,2024,12,220.41,232.1,11.69
