state,year,crop,crop_production_tonnes,residue_production_tonnes,dry_residue_tonnes,energy_content_mj_per_kg,moisture_content,energy_potential_gj,biogas_potential_m3,electricity_potential_kwh
Ondo,2021,soybean,10720.91,17153.45,15266.57,17.0,0.11,259.53,3053314.5,6106629.0
Ondo,2021,sugarcane,3573.64,1072.09,804.07,19.2,0.25,15.44,160813.61,321627.23
Ondo,2021,cotton,5717.82,12579.2,11069.69,16.0,0.12,177.12,2213938.9,4427877.81
Ondo,2021,palm_oil,14294.54,14294.54,12150.36,20.5,0.15,249.08,2430072.4,4860144.8
Ondo,2022,rice,41542.77,62314.15,52967.03,15.5,0.15,820.99,10593406.08,21186812.15
Ondo,2022,maize,66468.43,79762.12,70190.66,17.2,0.12,1207.28,14038132.47,28076264.95
Ondo,2022,sorghum,24925.66,32403.36,27866.89,16.8,0.14,468.16,5573377.88,11146755.76
Ondo,2022,millet,16617.11,18278.82,15902.57,16.5,0.13,262.39,3180514.39,6361028.78
Ondo,2022,cassava,83085.54,66468.43,53174.74,14.2,0.2,755.08,10634948.84,21269897.69
Ondo,2022,yam,49851.32,29910.79,24526.85,13.8,0.18,338.47,4905370.15,9810740.31
Ondo,2022,sweet_potato,12462.83,8723.98,7328.14,14.5,0.16,106.26,1465628.89,2931257.78
Ondo,2022,cocoa,8308.55,16617.11,14955.4,18.5,0.1,276.67,2991079.36,5982158.72
Ondo,2022,groundnut,20771.38,37388.49,34397.41,17.8,0.08,612.27,6879482.53,13758965.07
Ondo,2022,soybean,12462.83,19940.53,17747.07,17.0,0.11,301.7,3549414.18,7098828.35
Ondo,2022,sugarcane,4154.28,1246.28,934.71,19.2,0.25,17.95,186942.46,373884.92
Ondo,2022,cotton,6646.84,14623.05,12868.29,16.0,0.12,205.89,2573657.62,5147315.24
Ondo,2022,palm_oil,16617.11,16617.11,14124.54,20.5,0.15,289.55,2824908.29,5649816.57
Ondo,2023,rice,38178.62,57267.93,48677.74,15.5,0.15,754.5,9735548.14,19471096.29
Ondo,2023,maize,61085.79,73302.95,64506.6,17.2,0.12,1109.51,12901319.33,25802638.65
Ondo,2023,sorghum,22907.17,29779.32,25610.22,16.8,0.14,430.25,5122043.68,10244087.36
Ondo,2023,millet,15271.45,16798.59,14614.78,16.5,0.13,241.14,2922955.16,5845910.32
Ondo,2023,cassava,76357.24,61085.79,48868.63,14.2,0.2,693.93,9773726.76,19547453.53
Ondo,2023,yam,45814.34,27488.61,22540.66,13.8,0.18,311.06,4508131.47,9016262.94
Ondo,2023,sweet_potato,11453.59,8017.51,6734.71,14.5,0.16,97.65,1346941.72,2693883.44
Ondo,2023,cocoa,7635.72,15271.45,13744.3,18.5,0.1,254.27,2748860.65,5497721.3
Ondo,2023,groundnut,19089.31,34360.76,31611.9,17.8,0.08,562.69,6322379.5,12644759.0
Ondo,2023,soybean,11453.59,18325.74,16309.91,17.0,0.11,277.27,3261981.31,6523962.61
Ondo,2023,sugarcane,3817.86,1145.36,859.02,19.2,0.25,16.49,171803.79,343607.58
Ondo,2023,cotton,6108.58,13438.87,11826.21,16.0,0.12,189.22,2365241.88,4730483.75
Ondo,2023,palm_oil,15271.45,15271.45,12980.73,20.5,0.15,266.1,2596146.17,5192292.34
Ondo,2024,rice,38552.55,57828.83,49154.51,15.5,0.15,761.89,9830901.44,19661802.89
Ondo,2024,maize,61684.09,74020.9,65138.4,17.2,0.12,1120.38,13027679.28,26055358.55
Ondo,2024,sorghum,23131.53,30070.99,25861.05,16.8,0.14,434.47,5172210.74,10344421.47
Ondo,2024,millet,15421.02,16963.12,14757.92,16.5,0.13,243.51,2951583.59,5903167.17
Ondo,2024,cassava,77105.11,61684.09,49347.27,14.2,0.2,700.73,9869454.0,19738908.0
Ondo,2024,yam,46263.07,27757.84,22761.43,13.8,0.18,314.11,4552285.66,9104571.31
Ondo,2024,sweet_potato,11565.77,8096.04,6800.67,14.5,0.16,98.61,1360134.13,2720268.26
Ondo,2024,cocoa,7710.51,15421.02,13878.92,18.5,0.1,256.76,2775783.94,5551567.87
Ondo,2024,groundnut,19276.28,34697.3,31921.52,17.8,0.08,568.2,6384303.05,12768606.11
Ondo,2024,soybean,11565.77,18505.23,16469.65,17.0,0.11,279.98,3293930.27,6587860.54
Ondo,2024,sugarcane,3855.26,1156.58,867.43,19.2,0.25,16.65,173486.5,346972.99
Ondo,2024,cotton,6168.41,13570.5,11942.04,16.0,0.12,191.07,2388407.87,4776815.73
Ondo,2024,palm_oil,15421.02,15421.02,13107.87,20.5,0.15,268.71,2621573.72,5243147.44
Osun,2020,rice,30737.74,46106.61,39190.62,15.5,0.15,607.45,7838123.43,15676246.86
Osun,2020,maize,49180.38,59016.46,51934.48,17.2,0.12,893.27,10386896.75,20773793.49
Osun,2020,sorghum,18442.64,23975.44,20618.88,16.8,0.14,346.4,4123775.06,8247550.11
Osun,2020,millet,12295.1,13524.61,11766.41,16.5,0.13,194.15,2353281.29,4706562.59
Osun,2020,cassava,61475.48,49180.38,39344.31,14.2,0.2,558.69,7868861.17,15737722.34
Osun,2020,yam,36885.29,22131.17,18147.56,13.8,0.18,250.44,3629512.21,7259024.43
Osun,2020,sweet_potato,9221.32,6454.93,5422.14,14.5,0.16,78.62,1084427.43,2168854.86
Osun,2020,cocoa,6147.55,12295.1,11065.59,18.5,0.1,204.71,2213117.2,4426234.41
Osun,2020,groundnut,15368.87,27663.97,25450.85,17.8,0.08,453.03,5090169.57,10180339.14
Osun,2020,soybean,9221.32,14754.11,13131.16,17.0,0.11,223.23,2626232.42,5252464.83
Osun,2020,sugarcane,3073.77,922.13,691.6,19.2,0.25,13.28,138319.83,276639.65
Osun,2020,cotton,4918.04,10819.68,9521.32,16.0,0.12,152.34,1904264.4,3808528.81
Osun,2020,palm_oil,12295.1,12295.1,10450.83,20.5,0.15,214.24,2090166.25,4180332.5
Osun,2021,rice,43035.11,64552.67,54869.77,15.5,0.15,850.48,10973953.67,21947907.33
Osun,2021,maize,68856.18,82627.42,72712.13,17.2,0.12,1250.65,14542425.19,29084850.37
Osun,2021,sorghum,25821.07,33567.39,28867.95,16.8,0.14,484.98,5773590.68,11547181.36
Osun,2021,millet,17214.04,18935.45,16473.84,16.5,0.13,271.82,3294768.21,6589536.41
Osun,2021,cassava,86070.22,68856.18,55084.94,14.2,0.2,782.21,11016988.78,22033977.56
Osun,2021,yam,51642.13,30985.28,25407.93,13.8,0.18,350.63,5081586.07,10163172.15
Osun,2021,sweet_potato,12910.53,9037.37,7591.39,14.5,0.16,110.08,1518278.77,3036557.53
Osun,2021,cocoa,8607.02,17214.04,15492.64,18.5,0.1,286.61,3098528.09,6197056.19
Osun,2021,groundnut,21517.56,38731.6,35633.07,17.8,0.08,634.27,7126614.62,14253229.23
Osun,2021,soybean,12910.53,20656.85,18384.6,17.0,0.11,312.54,3676920.0,7353840.01
Osun,2021,sugarcane,4303.51,1291.05,968.29,19.2,0.25,18.59,193658.01,387316.01
Osun,2021,cotton,6885.62,15148.36,13330.56,16.0,0.12,213.29,2666111.28,5332222.57
Osun,2021,palm_oil,17214.04,17214.04,14631.94,20.5,0.15,299.95,2926387.64,5852775.29
Osun,2022,rice,41655.72,62483.59,53111.05,15.5,0.15,823.22,10622209.54,21244419.08
Osun,2022,maize,66649.16,79978.99,70381.51,17.2,0.12,1210.56,14076302.15,28152604.29
Osun,2022,sorghum,24993.43,32491.46,27942.66,16.8,0.14,469.44,5588531.89,11177063.78
Osun,2022,millet,16662.29,18328.52,15945.81,16.5,0.13,263.11,3189162.21,6378324.41
Osun,2022,cassava,83311.45,66649.16,53319.33,14.2,0.2,757.13,10663865.26,21327730.53
Osun,2022,yam,49986.87,29992.12,24593.54,13.8,0.18,339.39,4918707.85,9837415.71
Osun,2022,sweet_potato,12496.72,8747.7,7348.07,14.5,0.16,106.55,1469613.93,2939227.86
Osun,2022,cocoa,8331.14,16662.29,14996.06,18.5,0.1,277.43,2999212.11,5998424.21
Osun,2022,groundnut,20827.86,37490.15,34490.94,17.8,0.08,613.94,6898187.84,13796375.68
Osun,2022,soybean,12496.72,19994.75,17795.33,17.0,0.11,302.52,3559065.03,7118130.06
Osun,2022,sugarcane,4165.57,1249.67,937.25,19.2,0.25,18.0,187450.76,374901.51
Osun,2022,cotton,6664.92,14662.81,12903.28,16.0,0.12,206.45,2580655.39,5161310.79
Osun,2022,palm_oil,16662.29,16662.29,14162.95,20.5,0.15,290.34,2832589.21,5665178.42
Osun,2023,rice,32891.35,49337.02,41936.47,15.5,0.15,650.02,8387294.13,16774588.26
Osun,2023,maize,52626.16,63151.39,55573.22,17.2,0.12,955.86,11114644.83,22229289.66
Osun,2023,sorghum,19734.81,25655.25,22063.52,16.8,0.14,370.67,4412703.45,8825406.9
Osun,2023,millet,13156.54,14472.19,12590.81,16.5,0.13,207.75,2518161.72,5036323.44
Osun,2023,cassava,65782.7,52626.16,42100.93,14.2,0.2,597.83,8420185.48,16840370.96
Osun,2023,yam,39469.62,23681.77,19419.05,13.8,0.18,267.98,3883810.55,7767621.1
Osun,2023,sweet_potato,9867.4,6907.18,5802.03,14.5,0.16,84.13,1160406.81,2320813.62
Osun,2023,cocoa,6578.27,13156.54,11840.89,18.5,0.1,219.06,2368177.17,4736354.33
Osun,2023,groundnut,16445.67,29602.21,27234.04,17.8,0.08,484.77,5446807.48,10893614.96
Osun,2023,soybean,9867.4,15787.85,14051.18,17.0,0.11,238.87,2810236.9,5620473.81
Osun,2023,sugarcane,3289.13,986.74,740.06,19.2,0.25,14.21,148011.07,296022.15
Osun,2023,cotton,5262.62,11577.76,10188.42,16.0,0.12,163.01,2037684.89,4075369.77
Osun,2023,palm_oil,13156.54,13156.54,11183.06,20.5,0.15,229.25,2236611.77,4473223.54
Osun,2024,rice,38418.76,57628.15,48983.92,15.5,0.15,759.25,9796784.73,19593569.45
Osun,2024,maize,61470.02,73764.03,64912.34,17.2,0.12,1116.49,12982468.61,25964937.21
Osun,2024,sorghum,23051.26,29966.64,25771.31,16.8,0.14,432.96,5154261.33,10308522.66
Osun,2024,millet,15367.51,16904.26,14706.7,16.5,0.13,242.66,2941340.54,5882681.09
Osun,2024,cassava,76837.53,61470.02,49176.02,14.2,0.2,698.3,9835203.49,19670406.98
Osun,2024,yam,46102.52,27661.51,22682.44,13.8,0.18,313.02,4536487.61,9072975.22
Osun,2024,sweet_potato,11525.63,8067.94,6777.07,14.5,0.16,98.27,1355413.98,2710827.96
Osun,2024,cocoa,7683.75,15367.51,13830.75,18.5,0.1,255.87,2766150.98,5532301.96
Osun,2024,groundnut,19209.38,34576.89,31810.74,17.8,0.08,566.23,6362147.26,12724294.51
Osun,2024,soybean,11525.63,18441.01,16412.5,17.0,0.11,279.01,3282499.16,6564998.33
Osun,2024,sugarcane,3841.88,1152.56,864.42,19.2,0.25,16.6,172884.44,345768.87
Osun,2024,cotton,6147.0,13523.4,11900.6,16.0,0.12,190.41,2380119.24,4760238.49
Osun,2024,palm_oil,15367.51,15367.51,13062.38,20.5,0.15,267.78,2612475.93,5224951.85
Oyo,2020,rice,48165.32,72247.98,61410.78,15.5,0.15,951.87,12282156.02,24564312.04
Oyo,2020,maize,77064.51,92477.41,81380.12,17.2,0.12,1399.74,16276024.16,32552048.33
Oyo,2020,sorghum,28899.19,37568.95,32309.3,16.8,0.14,542.8,6461859.03,12923718.05
Oyo,2020,millet,19266.13,21192.74,18437.68,16.5,0.13,304.22,3687536.72,7375073.45
Oyo,2020,cassava,96330.64,77064.51,61651.61,14.2,0.2,875.45,12330321.34,24660642.67
Oyo,2020,yam,57798.38,34679.03,28436.8,13.8,0.18,392.43,5687360.72,11374721.43
Oyo,2020,sweet_potato,14449.6,10114.72,8496.36,14.5,0.16,123.2,1699272.41,3398544.82
Oyo,2020,cocoa,9633.06,19266.13,17339.51,18.5,0.1,320.78,3467902.88,6935805.75
Oyo,2020,groundnut,24082.66,43348.79,39880.88,17.8,0.08,709.88,7976176.61,15952353.23
Oyo,2020,soybean,14449.6,23119.35,20576.22,17.0,0.11,349.8,4115244.75,8230489.49
Oyo,2020,sugarcane,4816.53,1444.96,1083.72,19.2,0.25,20.81,216743.93,433487.86
Oyo,2020,cotton,7706.45,16954.19,14919.69,16.0,0.12,238.72,2983937.76,5967875.53
Oyo,2020,palm_oil,19266.13,19266.13,16376.21,20.5,0.15,335.71,3275241.6,6550483.21
Oyo,2021,rice,35487.06,53230.59,45246.0,15.5,0.15,701.31,9049200.96,18098401.91
Oyo,2021,maize,56779.3,68135.16,59958.94,17.2,0.12,1031.29,11991788.18,23983576.37
Oyo,2021,sorghum,21292.24,27679.91,23804.72,16.8,0.14,399.92,4760944.31,9521888.63
Oyo,2021,millet,14194.83,15614.31,13584.45,16.5,0.13,224.14,2716889.51,5433779.02
Oyo,2021,cassava,70974.13,56779.3,45423.44,14.2,0.2,645.01,9084688.02,18169376.04
Oyo,2021,yam,42584.48,25550.69,20951.56,13.8,0.18,289.13,4190312.35,8380624.7
Oyo,2021,sweet_potato,10646.12,7452.28,6259.92,14.5,0.16,90.77,1251983.57,2503967.13
Oyo,2021,cocoa,7097.41,14194.83,12775.34,18.5,0.1,236.34,2555068.51,5110137.01
Oyo,2021,groundnut,17743.53,31938.36,29383.29,17.8,0.08,523.02,5876657.56,11753315.12
Oyo,2021,soybean,10646.12,17033.79,15160.07,17.0,0.11,257.72,3032014.63,6064029.25
Oyo,2021,sugarcane,3548.71,1064.61,798.46,19.2,0.25,15.33,159691.78,319383.56
Oyo,2021,cotton,5677.93,12491.45,10992.47,16.0,0.12,175.88,2198494.5,4396989.0
Oyo,2021,palm_oil,14194.83,14194.83,12065.6,20.5,0.15,247.34,2413120.25,4826240.51
Oyo,2022,rice,34213.81,51320.72,43622.61,15.5,0.15,676.15,8724522.4,17449044.8
Oyo,2022,maize,54742.1,65690.52,57807.66,17.2,0.12,994.29,11561531.8,23123063.61
Oyo,2022,sorghum,20528.29,26686.77,22950.63,16.8,0.14,385.57,4590125.2,9180250.4
Oyo,2022,millet,13685.53,15054.08,13097.05,16.5,0.13,216.1,2619409.55,5238819.1
Oyo,2022,cassava,68427.63,54742.1,43793.68,14.2,0.2,621.87,8758736.21,17517472.43
Oyo,2022,yam,41056.58,24633.95,20199.84,13.8,0.18,278.76,4039967.08,8079934.16
Oyo,2022,sweet_potato,10264.14,7184.9,6035.32,14.5,0.16,87.51,1207063.33,2414126.67
Oyo,2022,cocoa,6842.76,13685.53,12316.97,18.5,0.1,227.86,2463394.56,4926789.12
Oyo,2022,groundnut,17106.91,30792.43,28329.04,17.8,0.08,504.26,5665807.49,11331614.98
Oyo,2022,soybean,10264.14,16422.63,14616.14,17.0,0.11,248.47,2923228.21,5846456.42
Oyo,2022,sugarcane,3421.38,1026.41,769.81,19.2,0.25,14.78,153962.16,307924.32
Oyo,2022,cotton,5474.21,12043.26,10598.07,16.0,0.12,169.57,2119614.16,4239228.33
Oyo,2022,palm_oil,13685.53,13685.53,11632.7,20.5,0.15,238.47,2326539.31,4653078.61
Oyo,2023,rice,42176.4,63264.6,53774.91,15.5,0.15,833.51,10754981.62,21509963.24
Oyo,2023,maize,67482.24,80978.69,71261.24,17.2,0.12,1225.69,14252248.59,28504497.17
Oyo,2023,sorghum,25305.84,32897.59,28291.93,16.8,0.14,475.3,5658385.63,11316771.25
Oyo,2023,millet,16870.56,18557.62,16145.13,16.5,0.13,266.39,3229025.07,6458050.14
Oyo,2023,cassava,84352.8,67482.24,53985.79,14.2,0.2,766.6,10797158.02,21594316.04
Oyo,2023,yam,50611.68,30367.01,24900.95,13.8,0.18,343.63,4980189.14,9960378.27
Oyo,2023,sweet_potato,12652.92,8857.04,7439.92,14.5,0.16,107.88,1487983.34,2975966.68
Oyo,2023,cocoa,8435.28,16870.56,15183.5,18.5,0.1,280.89,3036700.69,6073401.39
Oyo,2023,groundnut,21088.2,37958.76,34922.06,17.8,0.08,621.61,6984411.59,13968823.19
Oyo,2023,soybean,12652.92,20244.67,18017.76,17.0,0.11,306.3,3603551.49,7207102.98
Oyo,2023,sugarcane,4217.64,1265.29,948.97,19.2,0.25,18.22,189793.79,379587.59
Oyo,2023,cotton,6748.22,14846.09,13064.56,16.0,0.12,209.03,2612912.24,5225824.48
Oyo,2023,palm_oil,16870.56,16870.56,14339.98,20.5,0.15,293.97,2867995.1,5735990.2
Oyo,2024,rice,53690.05,80535.07,68454.81,15.5,0.15,1061.05,13690962.7,27381925.4
Oyo,2024,maize,85904.08,103084.9,90714.71,17.2,0.12,1560.29,18142941.63,36285883.26
Oyo,2024,sorghum,32214.03,41878.24,36015.29,16.8,0.14,605.06,7203057.08,14406114.16
Oyo,2024,millet,21476.02,23623.62,20552.55,16.5,0.13,339.12,4110510.21,8221020.43
Oyo,2024,cassava,107380.1,85904.08,68723.26,14.2,0.2,975.87,13744652.75,27489305.5
Oyo,2024,yam,64428.06,38656.84,31698.61,13.8,0.18,437.44,6339721.08,12679442.16
Oyo,2024,sweet_potato,16107.01,11274.91,9470.92,14.5,0.16,137.33,1894184.96,3788369.91
Oyo,2024,cocoa,10738.01,21476.02,19328.42,18.5,0.1,357.58,3865683.59,7731367.17
Oyo,2024,groundnut,26845.02,48321.04,44455.36,17.8,0.08,791.31,8891072.25,17782144.5
Oyo,2024,soybean,16107.01,25771.22,22936.39,17.0,0.11,389.92,4587277.86,9174555.71
Oyo,2024,sugarcane,5369.0,1610.7,1208.03,19.2,0.25,23.19,241605.22,483210.45
Oyo,2024,cotton,8590.41,18898.9,16631.03,16.0,0.12,266.1,3326205.97,6652411.93
Oyo,2024,palm_oil,21476.02,21476.02,18254.62,20.5,0.15,374.22,3650923.39,7301846.77
Plateau,2020,rice,19841.11,29761.66,25297.41,15.5,0.15,392.11,5059481.88,10118963.77
Plateau,2020,maize,31745.77,38094.92,33523.53,17.2,0.12,576.6,6704706.35,13409412.69
Plateau,2020,sorghum,11904.66,15476.06,13309.41,16.8,0.14,223.6,2661882.7,5323765.41
Plateau,2020,millet,7936.44,8730.09,7595.18,16.5,0.13,125.32,1519035.03,3038070.06
Plateau,2020,cassava,39682.21,31745.77,25396.61,14.2,0.2,360.63,5079322.99,10158645.98
Plateau,2020,yam,23809.33,14285.6,11714.19,13.8,0.18,161.66,2342837.73,4685675.46
Plateau,2020,sweet_potato,5952.33,4166.63,3499.97,14.5,0.16,50.75,699994.2,1399988.4
Plateau,2020,cocoa,3968.22,7936.44,7142.8,18.5,0.1,132.14,1428559.59,2857119.18
Plateau,2020,groundnut,9920.55,17856.99,16428.44,17.8,0.08,292.43,3285687.06,6571374.12
Plateau,2020,soybean,5952.33,9523.73,8476.12,17.0,0.11,144.09,1695224.05,3390448.1
Plateau,2020,sugarcane,1984.11,595.23,446.42,19.2,0.25,8.57,89284.97,178569.95
Plateau,2020,cotton,3174.58,6984.07,6145.98,16.0,0.12,98.34,1229196.16,2458392.33
Plateau,2020,palm_oil,7936.44,7936.44,6745.98,20.5,0.15,138.29,1349195.17,2698390.34
Plateau,2021,rice,29011.57,43517.35,36989.75,15.5,0.15,573.34,7397949.12,14795898.24
Plateau,2021,maize,46418.5,55702.21,49017.94,17.2,0.12,843.11,9803588.1,19607176.2
Plateau,2021,sorghum,17406.94,22629.02,19460.96,16.8,0.14,326.94,3892191.58,7784383.17
Plateau,2021,millet,11604.63,12765.09,11105.63,16.5,0.13,183.24,2221125.43,4442250.86
Plateau,2021,cassava,58023.13,46418.5,37134.8,14.2,0.2,527.31,7426960.68,14853921.37
Plateau,2021,yam,34813.88,20888.33,17128.43,13.8,0.18,236.37,3425685.61,6851371.23
Plateau,2021,sweet_potato,8703.47,6092.43,5117.64,14.5,0.16,74.21,1023528.02,2047056.04
Plateau,2021,cocoa,5802.31,11604.63,10444.16,18.5,0.1,193.22,2088832.69,4177665.38
Plateau,2021,groundnut,14505.78,26110.41,24021.58,17.8,0.08,427.58,4804315.19,9608630.38
Plateau,2021,soybean,8703.47,13925.55,12393.74,17.0,0.11,210.69,2478748.13,4957496.26
Plateau,2021,sugarcane,2901.16,870.35,652.76,19.2,0.25,12.53,130552.04,261104.09
Plateau,2021,cotton,4641.85,10212.07,8986.62,16.0,0.12,143.79,1797324.49,3594648.97
Plateau,2021,palm_oil,11604.63,11604.63,9863.93,20.5,0.15,202.21,1972786.43,3945572.86
Plateau,2022,rice,31441.69,47162.53,40088.15,15.5,0.15,621.37,8017630.44,16035260.88
Plateau,2022,maize,50306.7,60368.04,53123.88,17.2,0.12,913.73,10624775.21,21249550.42
Plateau,2022,sorghum,18865.01,24524.52,21091.08,16.8,0.14,354.33,4218216.86,8436433.72
Plateau,2022,millet,12576.68,13834.34,12035.88,16.5,0.13,198.59,2407175.63,4814351.27
Plateau,2022,cassava,62883.38,50306.7,40245.36,14.2,0.2,571.48,8049072.13,16098144.26
Plateau,2022,yam,37730.03,22638.02,18563.17,13.8,0.18,256.17,3712634.52,7425269.04
Plateau,2022,sweet_potato,9432.51,6602.75,5546.31,14.5,0.16,80.42,1109262.75,2218525.51
Plateau,2022,cocoa,6288.34,12576.68,11319.01,18.5,0.1,209.4,2263801.54,4527603.07
Plateau,2022,groundnut,15720.84,28297.52,26033.72,17.8,0.08,463.4,5206743.53,10413487.07
Plateau,2022,soybean,9432.51,15092.01,13431.89,17.0,0.11,228.34,2686377.82,5372755.65
Plateau,2022,sugarcane,3144.17,943.25,707.44,19.2,0.25,13.58,141487.6,282975.19
Plateau,2022,cotton,5030.67,11067.47,9739.38,16.0,0.12,155.83,1947875.45,3895750.91
Plateau,2022,palm_oil,12576.68,12576.68,10690.17,20.5,0.15,219.15,2138034.78,4276069.57
Plateau,2023,rice,20937.92,31406.87,26695.84,15.5,0.15,413.79,5339168.56,10678337.13
Plateau,2023,maize,33500.67,40200.8,35376.7,17.2,0.12,608.48,7075340.55,14150681.1
Plateau,2023,sorghum,12562.75,16331.57,14045.15,16.8,0.14,235.96,2809030.8,5618061.6
Plateau,2023,millet,8375.17,9212.68,8015.03,16.5,0.13,132.25,1603006.84,3206013.69
Plateau,2023,cassava,41875.83,33500.67,26800.53,14.2,0.2,380.57,5360106.48,10720212.96
Plateau,2023,yam,25125.5,15075.3,12361.75,13.8,0.18,170.59,2472349.11,4944698.23
Plateau,2023,sweet_potato,6281.37,4396.96,3693.45,14.5,0.16,53.56,738689.67,1477379.35
Plateau,2023,cocoa,4187.58,8375.17,7537.65,18.5,0.1,139.45,1507529.95,3015059.89
Plateau,2023,groundnut,10468.96,18844.12,17336.59,17.8,0.08,308.59,3467318.88,6934637.76
Plateau,2023,soybean,6281.37,10050.2,8944.68,17.0,0.11,152.06,1788935.54,3577871.07
Plateau,2023,sugarcane,2093.79,628.14,471.1,19.2,0.25,9.05,94220.62,188441.24
Plateau,2023,cotton,3350.07,7370.15,6485.73,16.0,0.12,103.77,1297145.77,2594291.54
Plateau,2023,palm_oil,8375.17,8375.17,7118.89,20.5,0.15,145.94,1423778.28,2847556.57
Plateau,2024,rice,31929.47,47894.21,40710.08,15.5,0.15,631.01,8142015.65,16284031.3
Plateau,2024,maize,51087.16,61304.59,53948.04,17.2,0.12,927.91,10789607.56,21579215.12
Plateau,2024,sorghum,19157.68,24904.99,21418.29,16.8,0.14,359.83,4283658.12,8567316.23
Plateau,2024,millet,12771.79,14048.97,12222.6,16.5,0.13,201.67,2444520.46,4889040.93
Plateau,2024,cassava,63858.95,51087.16,40869.73,14.2,0.2,580.35,8173945.12,16347890.24
Plateau,2024,yam,38315.37,22989.22,18851.16,13.8,0.18,260.15,3770232.19,7540464.37
Plateau,2024,sweet_potato,9578.84,6705.19,5632.36,14.5,0.16,81.67,1126471.81,2252943.62
Plateau,2024,cocoa,6385.89,12771.79,11494.61,18.5,0.1,212.65,2298922.07,4597844.13
Plateau,2024,groundnut,15964.74,28736.53,26437.6,17.8,0.08,470.59,5287520.75,10575041.5
Plateau,2024,soybean,9578.84,15326.15,13640.27,17.0,0.11,231.88,2728054.18,5456108.37
Plateau,2024,sugarcane,3192.95,957.88,718.41,19.2,0.25,13.79,143682.63,287365.26
Plateau,2024,cotton,5108.72,11239.17,9890.47,16.0,0.12,158.25,1978094.72,3956189.44
Plateau,2024,palm_oil,12771.79,12771.79,10856.02,20.5,0.15,222.55,2171204.17,4342408.35
Rivers,2020,rice,27355.66,41033.49,34878.47,15.5,0.15,540.62,6975693.98,13951387.95
Rivers,2020,maize,43769.06,52522.87,46220.13,17.2,0.12,794.99,9244025.52,18488051.05
Rivers,2020,sorghum,16413.4,21337.42,18350.18,16.8,0.14,308.28,3670035.7,7340071.4
Rivers,2020,millet,10942.27,12036.49,10471.75,16.5,0.13,172.78,2094349.53,4188699.07
Rivers,2020,cassava,54711.33,43769.06,35015.25,14.2,0.2,497.22,7003049.64,14006099.28
Rivers,2020,yam,32826.8,19696.08,16150.78,13.8,0.18,222.88,3230156.65,6460313.29
Rivers,2020,sweet_potato,8206.7,5744.69,4825.54,14.5,0.16,69.97,965107.78,1930215.56
Rivers,2020,cocoa,5471.13,10942.27,9848.04,18.5,0.1,182.19,1969607.71,3939215.42
Rivers,2020,groundnut,13677.83,24620.1,22650.49,17.8,0.08,403.18,4530097.74,9060195.47
Rivers,2020,soybean,8206.7,13130.72,11686.34,17.0,0.11,198.67,2337267.82,4674535.63
Rivers,2020,sugarcane,2735.57,820.67,615.5,19.2,0.25,11.82,123100.48,246200.96
Rivers,2020,cotton,4376.91,9629.19,8473.69,16.0,0.12,135.58,1694738.01,3389476.03
Rivers,2020,palm_oil,10942.27,10942.27,9300.93,20.5,0.15,190.67,1860185.06,3720370.12
Rivers,2021,rice,33299.04,49948.56,42456.27,15.5,0.15,658.07,8491254.93,16982509.86
Rivers,2021,maize,53278.46,63934.15,56262.06,17.2,0.12,967.71,11252411.24,22504822.48
Rivers,2021,sorghum,19979.42,25973.25,22337.0,16.8,0.14,375.26,4467399.06,8934798.13
Rivers,2021,millet,13319.62,14651.58,12746.87,16.5,0.13,210.32,2549374.42,5098748.84
Rivers,2021,cassava,66598.08,53278.46,42622.77,14.2,0.2,605.24,8524553.97,17049107.94
Rivers,2021,yam,39958.85,23975.31,19659.75,13.8,0.18,271.3,3931950.52,7863901.04
Rivers,2021,sweet_potato,9989.71,6992.8,5873.95,14.5,0.16,85.17,1174790.09,2349580.19
Rivers,2021,cocoa,6659.81,13319.62,11987.65,18.5,0.1,221.77,2397530.8,4795061.61
Rivers,2021,groundnut,16649.52,29969.14,27571.6,17.8,0.08,490.77,5514320.85,11028641.7
Rivers,2021,soybean,9989.71,15983.54,14225.35,17.0,0.11,241.83,2845069.89,5690139.77
Rivers,2021,sugarcane,3329.9,998.97,749.23,19.2,0.25,14.39,149845.68,299691.35
Rivers,2021,cotton,5327.85,11721.26,10314.71,16.0,0.12,165.04,2062942.06,4125884.12
Rivers,2021,palm_oil,13319.62,13319.62,11321.67,20.5,0.15,232.09,2264334.65,4528669.3
Rivers,2022,rice,33977.42,50966.13,43321.21,15.5,0.15,671.48,8664241.59,17328483.17
Rivers,2022,maize,54363.87,65236.64,57408.25,17.2,0.12,987.42,11481649.09,22963298.17
Rivers,2022,sorghum,20386.45,26502.39,22792.05,16.8,0.14,382.91,4558410.4,9116820.79
Rivers,2022,millet,13590.97,14950.06,13006.56,16.5,0.13,214.61,2601311.12,5202622.24
Rivers,2022,cassava,67954.84,54363.87,43491.1,14.2,0.2,617.57,8698219.0,17396438.01
Rivers,2022,yam,40772.9,24463.74,20060.27,13.8,0.18,276.83,4012053.52,8024107.03
Rivers,2022,sweet_potato,10193.23,7135.26,5993.62,14.5,0.16,86.91,1198723.31,2397446.61
Rivers,2022,cocoa,6795.48,13590.97,12231.87,18.5,0.1,226.29,2446374.09,4892748.19
