participant_id,age,gender,education,income,banking_years,prev_incident,tech_comfort,t1_attitude,t1_subjective_norm,t1_pbc,t1_intention,t1_knowledge,t1_risk_perception,t1_trust_banking,t2_srb1_check_statements,t2_srb2_strong_passwords,t2_srb3_two_factor_auth,t2_srb4_logout_after_use,t2_srb5_verify_alerts,t2_srb_composite,t2_objective_scenario1_phishing_sms,t2_objective_scenario2_suspicious_email,t2_objective_scenario3_public_wifi,t2_objective_scenario4_password_sharing,t2_objective_scenario5_suspicious_app,t2_objective_score,t2_intention_behavior_gap,t2_gap_category,t2_gap_pbc_moderated,t2_gap_age_moderated,t2_gap_incident_moderated,time_gap_weeks,t2_dropout,completion_status
P1446,25,Female,High School,191352.92,4,0,2.18,4.78,4.03,3.97,5.22,3.28,7.0,5.19,2.8522921087493605,1.8868124506046362,2.211234756551489,3.801662270152036,2.9303016713191936,2.74,0.0,0.0,1.0,0.0,2.0,2.77,-0.43,Slight Underperformer,-0.43366549836648566,-0.504683193425892,-0.429683193425892,4.38,0,Complete
P1447,33,Male,Bachelor's,200000.0,6,1,7.0,6.33,4.85,4.27,4.99,7.0,4.31,3.91,2.4905684616226402,1.3645851704197112,2.386957984150147,3.1900877983725904,2.1467027288191693,2.32,2.0,1.0,1.0,2.0,2.0,8.49,-0.73,Slight Underperformer,-0.6759146811049231,-0.7692980735780969,-0.23429807357809684,5.02,0,Complete
P1448,19,Female,Master's,38704.83,4,0,4.9,3.97,3.4,3.3,2.61,6.94,5.44,4.61,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,7.41,-0.86,Underperformer,-1.0372384064866713,-0.9619981554637538,-0.8569981554637538,3.41,0,Complete
P1449,38,Male,Some College,20000.0,1,0,4.67,5.28,4.8,2.16,3.87,5.99,5.52,6.01,5.2065800240090025,2.847857151421471,4.22796781652564,4.236877141622394,3.314427907102344,3.97,2.0,1.0,1.0,2.0,2.0,9.17,1.48,Overperformer,2.291574755934974,1.465276100892963,1.475276100892963,3.26,0,Complete
P1450,25,Female,Bachelor's,97681.35,3,0,2.85,3.01,7.0,3.79,3.79,4.93,5.5,5.69,1.0,1.0,1.0,1.0,,1.0,0.0,2.0,1.0,2.0,0.0,5.06,-1.45,Underperformer,-1.5424003442962446,-1.5240668271101805,-1.4490668271101805,6.02,0,Complete
P1451,29,Male,High School,23569.27,4,0,4.89,3.89,7.0,6.4,3.25,7.0,3.59,4.08,,,,,,,,,,,,,,Missing,,,,5.78,1,Incomplete
P1452,42,Female,High School,20000.0,6,0,4.25,5.66,4.87,4.58,4.87,3.56,6.05,4.0,3.2934527947790158,2.2790866001867727,4.856661069793488,2.1790990826716157,2.348860250514181,2.99,2.0,1.0,0.0,2.0,1.0,6.32,-0.0,Slight Overperformer,-0.0012849316563570002,0.008442784823316831,-0.0015572151766831688,3.47,0,Complete
P1453,49,Male,Bachelor's,26403.29,8,0,1.67,4.01,5.01,6.42,4.87,2.75,4.43,2.57,,,,,,,,,,,,,,Missing,,,,5.14,1,Incomplete
P1454,39,Female,High School,25404.6,5,0,2.89,4.55,3.53,4.75,4.89,3.21,7.0,4.24,2.491683481370849,2.382518818312155,1.9695288407470846,2.6846756204630804,2.7993006072840796,2.47,2.0,2.0,0.0,2.0,2.0,7.99,-0.54,Slight Underperformer,-0.41669440985930317,-0.5428012104649375,-0.5378012104649375,6.2,0,Complete
P1455,22,Male,Some College,59267.47,4,0,5.69,5.79,3.76,3.43,3.26,2.5,3.9,2.54,2.9365222552520773,3.318531322824416,3.42094018978678,1.2340699624121565,3.5388497748765824,2.89,2.0,2.0,1.0,2.0,0.0,7.48,0.7,Slight Overperformer,0.8256057345346355,0.6149366242841666,0.7049366242841666,5.32,0,Complete
P1456,38,Male,Master's,20000.0,7,0,7.0,4.5,5.27,6.29,3.72,4.18,5.57,7.0,2.2919433050356046,3.194497767421879,2.879710082376193,3.3380553321958653,3.1371837705115126,2.97,2.0,1.0,2.0,2.0,1.0,8.07,0.56,Slight Overperformer,0.1739653535580446,0.5450904452490508,0.5550904452490508,3.24,0,Complete
P1457,39,Female,Some College,20000.0,5,0,5.05,6.19,4.12,4.8,4.73,4.45,3.06,3.69,,,,,,,,,,,,,,Missing,,,,4.1,1,Incomplete
P1458,36,Male,PhD,47787.86,2,0,6.15,5.46,5.98,5.85,5.48,4.3,3.13,6.24,3.4180369523573777,4.193052050690516,3.354355037793306,2.6968264997096196,3.139663232100186,3.36,2.0,2.0,0.0,2.0,2.0,7.91,0.07,Slight Overperformer,0.029473171529876947,0.04607924163796674,0.06607924163796675,2.25,0,Complete
P1459,52,Male,PhD,59775.74,13,0,4.27,5.72,6.84,3.0,4.36,3.98,4.58,7.0,,,,,,,,,,,,,,Missing,,,,3.04,1,Incomplete
P1460,32,Female,Some College,60671.74,4,0,4.37,6.69,5.23,5.95,5.45,4.2,4.73,5.08,2.1896807138845027,3.354219604582738,3.481784854001492,2.9892225469087625,2.4884884986326674,2.9,0.0,1.0,2.0,2.0,0.0,5.08,-0.38,Slight Underperformer,-0.15788094535571984,-0.42161086091849936,-0.3816108609184994,3.98,0,Complete
P1461,51,Female,High School,20000.0,5,0,6.14,5.58,4.93,6.0,4.21,6.6,7.0,4.67,1.8690193148632859,1.3785008862524557,1.0,1.0,1.0,1.25,1.0,2.0,2.0,2.0,2.0,8.62,-1.41,Underperformer,-0.5648843942515606,-1.3534556756433946,-1.4084556756433946,4.22,0,Complete
P1462,51,Female,Bachelor's,20000.0,2,1,6.99,7.0,2.61,4.91,4.47,4.93,5.46,3.08,1.5124169352076966,3.8932916713863635,3.304629881711495,2.7114983070482253,2.9854122695901677,2.88,2.0,2.0,0.0,1.0,1.0,6.68,0.09,Slight Overperformer,0.06464561450167176,0.1437626113350466,0.5887626113350466,3.31,0,Complete
P1463,39,Male,Bachelor's,24214.14,11,0,6.45,6.29,5.77,3.37,4.11,5.38,6.92,4.14,2.968820462717244,3.1016309406120603,2.1203661717792652,2.552120319535862,1.1840680165792712,2.39,0.0,2.0,2.0,2.0,2.0,7.98,-0.23,Slight Underperformer,-0.2684487330593774,-0.23079450767052168,-0.22579450767052167,2.0,0,Complete
P1464,34,Male,High School,43997.94,4,0,2.9,4.57,3.31,4.44,4.67,4.29,5.08,6.89,1.7870187059622527,3.2741368928925416,3.0492127565996623,2.9899937552108806,3.463875772084724,2.91,0.0,1.0,1.0,1.0,2.0,5.2,0.02,Slight Overperformer,0.02064080995582454,-0.006256474125267288,0.023743525874732718,4.19,0,Complete
P1465,36,Female,Bachelor's,119179.01,14,0,4.4,6.75,4.26,5.36,5.32,1.58,6.17,5.26,2.720506469405788,3.499542604067952,3.6112573818743754,3.075352680171625,2.8158595859739632,3.14,2.0,1.0,0.0,0.0,2.0,4.55,-0.07,Slight Overperformer,-0.04344573430996371,-0.09323248055620102,-0.07323248055620102,4.73,0,Complete
P1466,57,Female,High School,20000.0,5,0,4.92,5.52,6.05,4.83,4.57,1.28,4.7,4.84,4.561438193271113,4.172892543501771,5.18321330505689,2.9618112361141966,3.436297311475354,4.06,2.0,0.0,0.0,2.0,2.0,6.63,1.22,Overperformer,0.9173285618814835,1.3056949482166038,1.2206949482166038,4.77,0,Complete
P1467,45,Male,Master's,30437.08,8,0,4.11,4.73,6.14,5.34,6.16,7.0,4.63,6.51,5.072658233600405,2.2750793685335706,4.471651222854945,4.554614460987474,5.05688806466957,4.29,2.0,2.0,2.0,2.0,2.0,10.0,0.65,Slight Overperformer,0.3873805526064726,0.6732865567250063,0.6482865567250062,3.79,0,Complete
P1468,23,Male,High School,20000.0,4,0,5.08,5.53,4.19,5.92,4.65,3.2,3.5,5.71,3.635805850105595,1.4029480131170242,1.9709551095509237,2.6574036799045433,2.55102344548134,2.44,2.0,2.0,2.0,1.0,2.0,8.99,-0.44,Slight Underperformer,-0.1858700294856634,-0.52248873741922,-0.43748873741922,3.86,0,Complete
P1469,35,Female,High School,20000.0,2,0,5.73,6.53,4.27,3.59,4.7,3.07,5.87,4.61,,,,,,,,,,,,,,Missing,,,,4.25,1,Incomplete
P1470,24,Other,High School,78713.13,7,0,6.0,5.75,3.89,2.88,3.52,4.37,5.79,5.08,4.129461860273886,4.937730638680022,4.0193700512243,5.5912503417941695,4.857016197270577,4.71,2.0,2.0,2.0,1.0,0.0,7.38,2.39,Overperformer,3.192880321718531,2.311434624997305,2.391434624997305,4.41,0,Complete
P1471,25,Female,PhD,56145.38,7,0,7.0,7.0,3.24,4.45,5.83,4.83,6.36,3.8,1.7533228821465718,1.01262925283189,1.0,1.0775165206480675,2.2377134644309993,1.42,1.0,1.0,0.0,2.0,1.0,5.75,-2.06,Underperformer,-1.7807874170117328,-2.1318915930936875,-2.0568915930936873,3.91,0,Complete
P1472,27,Female,Bachelor's,52028.49,1,1,4.01,6.5,3.97,4.04,4.43,5.02,5.74,4.07,3.3879482881091025,2.247217773269869,2.2868621140300265,1.0619311241075,3.634869111177695,2.52,2.0,0.0,1.0,2.0,1.0,5.67,-0.25,Slight Underperformer,-0.24443649565343287,-0.3122821877329432,0.2527178122670568,2.0,0,Complete
P1473,21,Male,Master's,75873.34,2,0,2.45,5.83,2.7,5.6,4.62,6.66,7.0,4.53,5.487091285390209,3.396158155195115,3.7279363947558717,3.7955320759342426,4.133912200554123,4.11,1.0,2.0,2.0,1.0,1.0,7.24,1.24,Overperformer,0.6454079232187834,1.1463015527274154,1.2413015527274154,5.4,0,Complete
P1474,23,Female,Some College,24741.19,11,0,5.04,3.97,5.69,3.0,3.41,6.25,5.69,5.52,3.8674310829197878,4.5669532250144105,3.7231392569146164,4.1844083048790095,5.381033789872147,4.34,1.0,1.0,2.0,2.0,1.0,7.22,2.08,Overperformer,2.7101580786172006,1.9976714162239473,2.0826714162239472,3.54,0,Complete
P1475,53,Female,Some College,25690.85,4,0,7.0,4.98,5.31,5.93,5.09,2.78,6.59,3.18,3.2585215963720056,4.591195474111034,2.718451730210874,2.8204159732071816,2.8738470005726913,3.25,0.0,2.0,1.0,1.0,2.0,6.49,0.15,Slight Overperformer,0.06449778042714457,0.21804157098969373,0.15304157098969373,2.78,0,Complete
P1476,25,Female,High School,200000.0,8,0,3.78,5.29,5.53,6.4,6.21,5.45,5.14,4.9,3.6988140995133447,4.325100309511305,1.2144292553977811,3.16120703929845,4.878026387996652,3.46,2.0,0.0,2.0,1.0,0.0,5.22,-0.21,Slight Underperformer,-0.05807917085051059,-0.2813328463783778,-0.2063328463783778,3.61,0,Complete
P1477,42,Male,Bachelor's,29814.29,19,0,5.53,6.04,3.56,4.5,5.0,3.42,4.5,4.29,1.874246906894088,1.413518016241249,2.916384819364488,1.0,3.086273085101893,2.06,2.0,0.0,2.0,2.0,2.0,8.49,-1.0,Underperformer,-0.8479805248859547,-0.9877744997916988,-0.9977744997916989,4.11,0,Complete
P1478,33,Male,Bachelor's,65388.76,7,0,5.54,5.96,3.25,4.59,4.3,3.79,6.29,3.63,,,,,,,,,,,,,,Missing,,,,3.39,1,Incomplete
P1479,37,Female,Bachelor's,36501.38,5,0,4.79,5.4,4.87,3.43,5.33,2.36,5.4,4.3,1.0749392278340806,2.937067209407058,1.0,2.2611793799609337,1.2646923019022653,1.71,2.0,2.0,1.0,1.0,2.0,7.4,-1.51,Underperformer,-1.77254999403757,-1.526937958039907,-1.511937958039907,3.46,0,Complete
P1480,38,Female,Some College,20000.0,3,1,4.51,5.34,4.88,3.74,4.77,1.46,6.42,1.78,,,,,,,,,,,,,,Missing,,,,3.68,1,Incomplete
P1481,23,Female,Master's,20000.0,7,0,3.11,6.06,4.61,3.93,3.96,3.95,5.89,3.82,3.5477406865361534,2.8017390669078237,4.452602288132184,4.065996399767759,3.6258845305757035,3.7,2.0,2.0,2.0,1.0,1.0,7.34,1.16,Overperformer,1.1877238093209965,1.0777236169176359,1.1627236169176358,4.36,0,Complete
P1482,42,Male,High School,22852.43,7,0,1.08,4.17,4.42,6.52,3.64,2.57,4.63,3.37,2.6241596810472214,2.23132560364293,1.0,1.9394999852635317,1.0,1.76,2.0,2.0,1.0,2.0,2.0,8.46,-0.62,Slight Underperformer,-0.15017119211577384,-0.6055435679096803,-0.6155435679096803,3.2,0,Complete
P1483,22,Female,PhD,84531.62,6,0,2.83,7.0,7.0,4.4,4.93,5.39,6.68,4.44,4.233260798569734,5.0928085001332235,4.440110448957817,4.646157291635552,3.6943588050439184,4.42,1.0,0.0,0.0,1.0,2.0,4.59,1.4,Overperformer,1.2335107953196325,1.311421033334453,1.401421033334453,4.34,0,Complete
P1484,25,Male,High School,68229.57,9,0,3.91,2.74,5.35,2.65,3.28,3.58,4.54,1.84,,,,,,,,,,,,,,Missing,,,,2.62,1,Incomplete
P1485,38,Female,Bachelor's,75452.74,2,0,6.15,6.95,7.0,4.86,5.9,4.46,6.19,5.05,2.502130278458413,1.4148596413830536,2.228329138905031,1.9165957098196977,2.4336827459132375,2.1,1.0,0.0,1.0,1.0,2.0,4.89,-1.41,Underperformer,-1.04742802027592,-1.42020041930514,-1.41020041930514,6.01,0,Complete
P1486,23,Female,Some College,20000.0,6,0,4.35,5.15,6.45,5.66,6.18,6.05,6.91,5.98,5.200985229266799,5.541484611600229,5.152366790664766,5.134255373525383,3.230145162384261,4.85,2.0,1.0,2.0,2.0,0.0,7.25,1.2,Overperformer,0.604942805762765,1.1177696709534914,1.2027696709534914,5.07,0,Complete
P1487,19,Female,Some College,132282.89,5,1,3.72,6.4,7.0,4.46,4.23,1.77,5.08,4.65,1.4052917484298828,1.2916798630604869,1.0,1.0,1.0,1.14,1.0,2.0,2.0,2.0,2.0,7.71,-1.53,Underperformer,-1.3181447422187902,-1.6365283349616322,-1.0315283349616322,3.73,0,Complete
P1488,35,Female,Bachelor's,20000.0,4,0,3.16,5.64,3.4,6.56,4.64,2.91,6.77,5.45,2.4953790059996583,2.344346900695067,2.3745069856778938,1.5384222203870204,3.790798590842625,2.51,1.0,2.0,0.0,1.0,2.0,6.49,-0.37,Slight Underperformer,-0.08586222417745487,-0.3936175812571282,-0.3686175812571282,4.33,0,Complete
P1489,20,Male,Some College,43056.11,7,0,5.49,5.62,5.57,5.59,4.09,4.27,5.94,4.13,1.0,2.1379546981183566,1.821175891009471,1.7248914588314344,3.159267566033608,1.97,2.0,2.0,1.0,2.0,1.0,8.12,-0.63,Slight Underperformer,-0.33115673837241016,-0.7326469411911337,-0.6326469411911337,2.83,0,Complete
P1490,39,Female,Some College,36015.99,2,0,6.54,5.87,4.24,3.03,2.75,4.47,6.44,2.78,2.9473205355131915,2.89862246707786,1.4288407221649786,2.769184038016565,2.3898852487498434,2.49,1.0,2.0,0.0,2.0,1.0,5.56,0.56,Slight Overperformer,0.72070701534638,0.553413135081183,0.558413135081183,4.56,0,Complete
P1491,28,Female,Bachelor's,31599.64,3,0,6.1,6.17,2.64,3.73,3.37,5.66,4.58,4.8,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,8.27,-1.24,Underperformer,-1.339499158381923,-1.2984402297190734,-1.2384402297190733,4.85,0,Complete
P1492,35,Female,Bachelor's,105966.02,4,0,5.41,4.81,6.74,4.82,5.01,5.3,5.74,5.68,1.8637371446775783,3.8784377287615106,1.0559874488587595,2.644325559770098,1.0,2.09,2.0,2.0,2.0,2.0,0.0,7.51,-0.97,Underperformer,-0.7345301200311852,-0.9979069547005724,-0.9729069547005724,4.27,0,Complete
P1493,34,Female,Master's,20659.11,5,0,2.29,6.44,4.42,2.17,4.3,4.15,3.95,3.08,2.379113249754928,2.9009375613682273,1.4920426824897777,2.07013003708686,3.182666843099842,2.4,2.0,1.0,2.0,2.0,0.0,6.24,-0.3,Slight Underperformer,-0.4658503061034518,-0.33058747091082785,-0.3005874709108278,4.9,0,Complete
P1494,40,Female,High School,20000.0,7,1,3.97,3.9,3.43,4.97,3.08,4.46,7.0,4.2,2.421414519219422,2.033015340565808,1.8897255688033237,2.4761516290189354,3.175748201290687,2.4,2.0,2.0,0.0,2.0,0.0,6.1,0.3,Slight Overperformer,0.21433944241740047,0.30242742782921317,0.8024274278292132,3.99,0,Complete
P1495,38,Female,Bachelor's,36901.09,8,0,7.0,5.19,4.26,2.03,2.58,4.5,3.28,4.48,1.1804939851523284,1.0,1.0,1.0,2.5155697859660036,1.34,1.0,2.0,1.0,2.0,2.0,8.07,-0.5,Slight Underperformer,-0.7994089266686585,-0.5128157221001242,-0.5028157221001242,3.9,0,Complete
P1496,23,Female,Bachelor's,26374.12,3,0,6.18,6.2,3.76,5.93,3.56,1.8,5.11,7.0,2.7762537620605205,3.0739477486934983,2.680852337837793,1.9146756484114162,1.1371510903985842,2.32,2.0,2.0,2.0,2.0,2.0,10.0,-0.02,Slight Overperformer,-0.008312739782979495,-0.10478479714458282,-0.01978479714458281,3.34,0,Complete
P1497,28,Male,Some College,200000.0,14,0,2.19,6.39,3.9,5.77,5.18,3.77,4.48,5.09,,,,,,,,,,,,,,Missing,,,,4.56,1,Incomplete
P1498,35,Female,Bachelor's,62392.85,7,0,4.42,5.75,4.51,5.21,4.13,4.37,6.24,2.32,,,,,,,,,,,,,,Missing,,,,3.16,1,Incomplete
P1499,52,Female,Some College,26174.15,17,0,5.04,4.73,7.0,3.55,5.57,4.69,7.0,2.0,4.630803020824592,,6.234200686161804,6.8515736500760545,6.018223538818158,5.92,2.0,1.0,0.0,2.0,2.0,7.94,2.58,Overperformer,2.9276600300031794,2.6420092573002383,2.5820092573002382,4.41,0,Complete
P1500,38,Other,High School,20000.0,12,0,3.36,6.28,3.93,4.74,4.89,2.61,6.22,5.75,2.3442611175854537,4.703907299376711,2.27697620184715,2.7989953769409177,1.9958144294900493,2.82,2.0,0.0,1.0,2.0,0.0,5.52,-0.18,Slight Underperformer,-0.13887935042766802,-0.1883901192250248,-0.1783901192250248,4.3,0,Complete
P1501,50,Female,High School,20000.0,4,0,1.04,4.4,6.96,3.78,4.09,2.1,7.0,7.0,3.6895370789461346,3.6271480492909274,3.124111801859873,2.4191667451727423,2.2238366799165616,3.02,0.0,1.0,1.0,2.0,0.0,4.29,0.42,Slight Overperformer,0.44607820087025585,0.4686096451355703,0.4186096451355703,5.34,0,Complete
P1502,35,Female,High School,20000.0,2,0,4.65,7.0,5.9,3.06,3.99,3.65,3.98,4.43,,1.0,1.6333871762819174,1.0,1.0,1.15,0.0,0.0,1.0,1.0,1.0,3.08,-1.4,Underperformer,-1.799042841403697,-1.4272787135458247,-1.4022787135458248,4.58,0,Complete
P1503,46,Female,Bachelor's,39813.18,2,0,3.32,5.1,5.32,4.03,3.01,6.95,4.07,4.36,1.1648431004671824,3.2943786325823656,4.633592527903753,2.6736739253383504,3.300392373340034,3.01,2.0,1.0,1.0,1.0,2.0,7.59,0.96,Overperformer,0.9481929916951964,0.985577633588542,0.955577633588542,2.24,0,Complete
P1504,34,Female,Bachelor's,113761.9,1,0,3.32,3.35,5.77,5.48,3.26,2.77,4.52,5.36,2.476117051526435,1.0,1.3203387021337307,1.487162837830079,1.0,1.46,1.0,0.0,1.0,2.0,2.0,5.62,-0.73,Slight Underperformer,-0.4043185431842031,-0.7562401001160419,-0.7262401001160419,3.34,0,Complete
P1505,45,Male,PhD,89085.45,6,0,3.97,3.77,4.82,4.56,3.42,5.76,5.63,3.76,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,8.03,-1.26,Underperformer,-1.0517824867812915,-1.239772687574614,-1.264772687574614,3.31,0,Complete
P1506,28,Female,Bachelor's,43620.21,3,0,4.3,5.25,6.47,6.53,4.92,6.38,4.37,1.49,2.8423515095844136,2.6770910852926577,2.1977154972443858,2.153342641479278,2.6823107591531397,2.51,2.0,1.0,2.0,2.0,0.0,8.16,-0.51,Slight Underperformer,-0.12207459348529609,-0.5671610487555503,-0.5071610487555502,3.27,0,Complete
P1507,54,Male,High School,28042.2,8,0,4.49,5.37,5.54,5.57,4.15,4.07,4.67,6.15,,,,,,,,,,,,,,Missing,,,,4.97,1,Incomplete
P1508,37,Female,Master's,45028.45,4,0,3.17,7.0,2.64,5.42,5.1,2.98,6.18,4.0,4.1831349783061755,1.602006406053131,2.839646680512741,3.073456925812029,4.547157767548397,3.25,2.0,0.0,2.0,1.0,2.0,6.66,0.14,Slight Overperformer,0.08256717666825528,0.12900836678198957,0.14400836678198958,2.0,0,Complete
P1509,21,Female,Master's,23982.74,3,0,4.17,3.95,5.19,2.25,3.53,4.77,4.14,6.17,2.888228356152074,1.0,1.533634751941551,1.0,2.2461437532067596,1.73,2.0,0.0,1.0,2.0,1.0,5.86,-0.59,Slight Underperformer,-0.8970242355949234,-0.682923798052842,-0.587923798052842,5.42,0,Complete
P1510,35,Male,Some College,143586.25,8,0,1.86,5.25,5.82,4.1,4.01,4.29,4.25,3.81,2.8712541431815697,1.5725128418239946,1.7748522143518946,1.5647570956418873,1.5621100947005393,1.87,2.0,2.0,1.0,2.0,2.0,8.76,-0.69,Slight Underperformer,-0.6708944836449368,-0.7168102723246169,-0.6918102723246169,5.0,0,Complete
P1511,38,Female,Bachelor's,31214.81,20,0,4.97,3.93,4.42,3.01,4.82,2.71,5.06,4.96,2.5558998575436904,1.1735608046542638,2.496907826884393,1.568819328025867,3.0524973186184496,2.17,2.0,0.0,2.0,2.0,0.0,5.69,-0.79,Slight Underperformer,-1.030074520146822,-0.804175483674207,-0.794175483674207,4.19,0,Complete
P1512,42,Male,PhD,33891.85,12,0,1.0,4.61,4.96,4.24,2.68,3.01,5.17,5.91,1.3460256852183508,1.0,1.0,1.6646097702505662,2.181520641826733,1.44,2.0,2.0,0.0,2.0,0.0,5.93,-0.45,Slight Underperformer,-0.4201459231511573,-0.4432997161506851,-0.4532997161506851,4.35,0,Complete
P1513,63,Female,Bachelor's,20000.0,8,0,4.07,7.0,4.0,3.53,4.36,4.68,6.61,6.19,1.0,1.0,1.309259373064382,1.0,1.3462494882633025,1.13,2.0,0.0,1.0,2.0,1.0,6.23,-1.6,Underperformer,-1.8303174778827591,-1.4888871503738708,-1.6038871503738708,4.08,0,Complete
P1514,26,Male,Master's,31059.26,11,0,5.88,3.84,3.01,3.97,3.17,5.4,4.51,5.1,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,9.54,-1.14,Underperformer,-1.147373247374924,-1.2075966504299396,-1.1375966504299395,4.16,0,Complete
P1515,63,Female,High School,70911.46,7,0,2.91,5.9,2.78,5.99,4.28,3.52,4.71,5.04,3.0884597067433512,4.492948726681042,1.982613412908958,2.0947901881902964,3.6533635369062827,3.06,1.0,2.0,1.0,0.0,1.0,6.06,0.37,Slight Overperformer,0.1479908115373157,0.481031527060247,0.366031527060247,5.13,0,Complete
P1516,31,Male,High School,20000.0,1,1,5.57,5.67,2.8,5.17,3.77,3.9,6.14,5.61,2.8678589105785295,1.9730402529069238,1.6286212622475307,2.245636912918198,2.6861341296308807,2.28,2.0,2.0,2.0,2.0,0.0,7.79,-0.16,Slight Underperformer,-0.10380879933893628,-0.20460884474787117,0.3403911552521288,3.78,0,Complete
P1517,25,Female,Some College,20000.0,9,0,6.23,5.17,5.67,5.91,5.04,5.0,6.38,5.4,3.801655286610864,3.865294684770569,4.4400030722222645,3.230189028821801,3.3665185039723915,3.74,2.0,1.0,2.0,2.0,2.0,9.14,0.66,Slight Overperformer,0.2829989609525604,0.5877425009866044,0.6627425009866044,4.6,0,Complete
P1518,26,Male,Bachelor's,68471.22,8,0,1.0,5.82,1.56,2.26,2.78,3.74,7.0,3.12,1.8538979324072875,1.6009855423276904,1.0,1.32951076331143,1.0,1.36,2.0,2.0,1.0,2.0,0.0,5.97,-0.59,Slight Underperformer,-0.8958804869954964,-0.6585096190409045,-0.5885096190409045,3.13,0,Complete
P1519,38,Female,Master's,20000.0,10,1,4.27,3.81,3.93,4.58,3.45,3.55,6.02,3.15,1.0,1.0,1.0,1.0,1.1021166693119835,1.02,2.0,2.0,0.0,2.0,2.0,7.27,-1.26,Underperformer,-1.038889715342152,-1.2682679414738591,-0.7582679414738591,4.53,0,Complete
P1520,24,Male,PhD,84646.65,3,0,1.0,7.0,3.8,5.85,4.16,2.87,5.64,2.06,1.0,1.0,1.5439273151412418,1.0,1.0,1.11,2.0,1.0,1.0,2.0,2.0,7.82,-1.53,Underperformer,-0.6784949897680878,-1.6081972563140896,-1.5281972563140895,3.73,0,Complete
P1521,28,Female,Some College,23725.01,11,0,4.32,7.0,4.43,6.61,4.34,2.84,6.13,5.8,1.0,1.80634369595787,1.0,1.488801907826078,1.4327910445950327,1.35,1.0,2.0,1.0,2.0,1.0,7.14,-1.38,Underperformer,-0.29945974430800226,-1.4377403703338865,-1.3777403703338864,4.43,0,Complete
P1522,35,Male,High School,26612.74,2,0,4.49,5.26,2.39,2.33,2.76,7.0,5.21,4.29,1.3168601507574764,1.8815049664622778,1.0,2.2850971692027824,1.636899331418765,1.62,0.0,2.0,0.0,2.0,1.0,5.46,-0.31,Slight Underperformer,-0.4623657732750157,-0.3332033460667144,-0.3082033460667144,3.14,0,Complete
P1523,54,Female,Master's,20000.0,6,0,1.0,7.0,5.33,4.01,4.45,3.71,5.2,5.87,4.205177613186837,4.616782441038782,3.770685884224864,,3.7920878657141364,4.28,2.0,0.0,0.0,1.0,2.0,5.31,1.5,Overperformer,1.5001560489554513,1.5737302244429767,1.5037302244429767,4.45,0,Complete
P1524,42,Female,Bachelor's,49140.41,5,0,7.0,4.72,3.14,5.95,4.27,6.05,3.55,5.32,3.2880500705566416,2.9676477644139876,2.8103403091328634,2.804863745591312,2.259267253732246,2.83,2.0,2.0,2.0,0.0,2.0,8.85,0.14,Slight Overperformer,0.05701356241835946,0.147175555551869,0.137175555551869,3.95,0,Complete
P1525,31,Female,High School,200000.0,1,0,4.93,5.68,6.27,4.23,4.56,6.53,6.48,3.5,1.0,2.4302493003688985,1.3409383923960294,1.0,1.0,1.35,0.0,0.0,1.0,2.0,2.0,6.14,-1.48,Underperformer,-1.3807513010767405,-1.5284714777436166,-1.4834714777436167,5.56,0,Complete
P1526,37,Female,Bachelor's,67859.71,4,0,3.23,6.92,3.99,3.23,3.75,3.72,5.73,4.64,,3.1918955792646426,2.7014571490124393,1.0,2.033670439933273,2.19,2.0,1.0,1.0,2.0,2.0,7.83,-0.24,Slight Underperformer,-0.29113162627900074,-0.2512361507782698,-0.23623615077826976,4.26,0,Complete
P1527,33,Female,Bachelor's,20000.0,8,0,6.7,4.65,4.68,2.33,3.09,4.55,6.35,4.21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,6.59,-1.1,Underperformer,-1.6515599578678684,-1.1353066872142101,-1.1003066872142102,4.49,0,Complete
P1528,22,Male,Bachelor's,90083.88,4,0,1.81,3.54,4.8,3.17,2.61,4.15,2.4,4.01,1.0,1.0,1.2674556250807176,1.0,1.2139605329310794,1.1,2.0,2.0,2.0,2.0,2.0,10.0,-0.76,Slight Underperformer,-0.951755281276727,-0.8523467023211565,-0.7623467023211565,3.56,0,Complete
P1529,58,Other,Bachelor's,28188.13,13,0,2.66,3.27,5.12,2.14,4.08,1.58,5.45,5.99,2.660607354145271,3.8732679448737963,4.693859366538703,3.6263018243434897,3.113021952854096,3.59,2.0,2.0,1.0,2.0,0.0,7.23,1.0,Overperformer,1.5590845385568868,1.0898370063926783,0.9998370063926783,4.31,0,Complete
P1530,55,Female,Some College,109052.86,6,0,1.05,7.0,4.85,4.58,4.26,1.67,4.56,7.0,1.9083135341151984,2.333098240918285,3.4690203466671052,5.293395031983412,5.58309596946215,3.72,2.0,1.0,2.0,2.0,1.0,7.85,1.03,Overperformer,0.8507699663870584,1.1056783721780945,1.0306783721780945,4.47,0,Complete
